Lipid,Retention_Time,OzESI_Intensity,group_by_ion,group_by_lipid,Sample_ID,Transition,Sample,Parent_Ion,Product_Ion,Species,Class,Possible_Lipids,Peak_Height,FWHM,Peak_Width,Peak_Area,Filter_Column,STD_RT_ON,STD_RT_OFF,STD_RT_Dif,Biology,Genotype,Cage,Mouse,n_value
FA(20:1)_<>_n-10 ,4.259716666666667,11406.0,12,209,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,cereb_WT_m1_FAD245,353.3,183.0,20:1,FA,FA(12:1)_<>_n-2 | FA(13:1)_<>_n-3 | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(15:2)_<F>_n-5 | FA(16:1)_<>_n-6 | FA(16:2)_<F>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(18:4)_<FFF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:6)_<FFFFF>_n-12,11406.0,0.028252894621356092,0.038749999999999396,441.98249999999314,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,10
FA(20:1)_<>_n-10 ,4.3501666666666665,22687.0,12,209,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,cereb_WT_m1_FAD245,353.3,183.0,20:1,FA,FA(12:1)_<>_n-2 | FA(13:1)_<>_n-3 | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(15:2)_<F>_n-5 | FA(16:1)_<>_n-6 | FA(16:2)_<F>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(18:4)_<FFF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:6)_<FFFFF>_n-12,22687.0,0.07692285767822514,0.0775166666666669,1758.620616666672,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,10
FA(20:1)_<>_n-11 ,3.89835,2167.0,10,210,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,cereb_WT_m1_FAD245,339.3,183.0,20:1,FA,FA(12:1)_<>_n-3 | FA(13:1)_<>_n-4 | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(15:2)_<F>_n-6 | FA(16:1)_<>_n-7 | FA(16:2)_<F>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(18:4)_<FFF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:6)_<FFFFF>_n-13,2167.0,0.03633978354978302,0.038766666666666616,84.00736666666656,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,11
FA(20:1)_<>_n-11 ,4.0534,169969.0,10,210,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,cereb_WT_m1_FAD245,339.3,183.0,20:1,FA,FA(12:1)_<>_n-3 | FA(13:1)_<>_n-4 | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(15:2)_<F>_n-6 | FA(16:1)_<>_n-7 | FA(16:2)_<F>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(18:4)_<FFF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:6)_<FFFFF>_n-13,169969.0,0.06106716833764036,0.06461666666666677,10982.830216666684,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,11
FA(20:1)_<>_n-12 ,3.640366666666667,3071.0,8,211,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,cereb_WT_m1_FAD245,325.2,183.0,20:1,FA,FA(10:1)_<>_n-2 | FA(12:1)_<>_n-4 | FA(13:1)_<>_n-5 | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(15:2)_<F>_n-7 | FA(16:1)_<>_n-8 | FA(16:2)_<F>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(18:4)_<FFF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:6)_<FFFFF>_n-14,3071.0,0.08853206343473075,0.09043333333333337,277.72076666666675,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,12
FA(20:1)_<>_n-12 ,3.834166666666667,416809.0,8,211,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,cereb_WT_m1_FAD245,325.2,183.0,20:1,FA,FA(10:1)_<>_n-2 | FA(12:1)_<>_n-4 | FA(13:1)_<>_n-5 | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(15:2)_<F>_n-7 | FA(16:1)_<>_n-8 | FA(16:2)_<F>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(18:4)_<FFF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:6)_<FFFFF>_n-14,416809.0,0.05951709467755564,0.05168333333333308,21542.07848333323,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,12
FA(20:1)_<>_n-13 ,3.6020000000000003,50798.0,6,212,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,311.3 -> 183.0,cereb_WT_m1_FAD245,311.3,183.0,20:1,FA,FA(9:1)_<>_n-2 | FA(10:1)_<>_n-3 | FA(12:1)_<>_n-5 | FA(13:1)_<>_n-6 | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(15:2)_<F>_n-8 | FA(16:1)_<>_n-9 | FA(16:2)_<F>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(18:4)_<FFF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:6)_<FFFFF>_n-15,50798.0,0.06025843756484613,0.06459999999999999,3281.5507999999995,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,13
FA(20:2)_<F>_n-2 ,9.189966666666667,1076.0,37,245,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,465.3 -> 183.0,cereb_WT_m1_FAD245,465.3,183.0,20:2,FA,FA(20:1)_<>_n-2 | FA(20:2)_<F>_n-2 | FA(22:1)_<>_n-4,1076.0,0.08886434384784268,0.09043333333333337,97.3062666666667,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(20:2)_<F>_n-2 ,9.87475,1686.0,37,245,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,465.3 -> 183.0,cereb_WT_m1_FAD245,465.3,183.0,20:2,FA,FA(20:1)_<>_n-2 | FA(20:2)_<F>_n-2 | FA(22:1)_<>_n-4,1686.0,0.026886013215856718,0.02585000000000015,43.58310000000026,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(20:2)_<F>_n-2 ,9.939350000000001,1899.0,37,245,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,465.3 -> 183.0,cereb_WT_m1_FAD245,465.3,183.0,20:2,FA,FA(20:1)_<>_n-2 | FA(20:2)_<F>_n-2 | FA(22:1)_<>_n-4,1899.0,0.13876498125581657,0.14211666666666822,269.87955000000295,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(20:2)_<F>_n-3 ,9.2677,2244.0,36,246,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,cereb_WT_m1_FAD245,451.4,183.0,20:2,FA,FA(20:1)_<>_n-3 | FA(20:2)_<F>_n-3 | FA(22:1)_<>_n-5,2244.0,0.048507519879807996,0.05168333333333308,115.97739999999943,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(20:2)_<F>_n-3 ,9.500266666666667,3595.0,36,246,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,cereb_WT_m1_FAD245,451.4,183.0,20:2,FA,FA(20:1)_<>_n-3 | FA(20:2)_<F>_n-3 | FA(22:1)_<>_n-5,3595.0,0.127211333004609,0.1291999999999991,464.47399999999675,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(20:2)_<F>_n-3 ,9.87495,7797016.0,36,246,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,cereb_WT_m1_FAD245,451.4,183.0,20:2,FA,FA(20:1)_<>_n-3 | FA(20:2)_<F>_n-3 | FA(22:1)_<>_n-5,7797016.0,0.139730125527512,0.14213333333333367,1108215.874133336,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(20:2)_<B>_n-3 ,9.293750000000001,5012.0,35,229,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,449.4 -> 183.0,cereb_WT_m1_FAD245,449.4,183.0,20:2,FA,FA(20:2)_<B>_n-3 | FA(22:6)_<BFFFF>_n-5,5012.0,0.04638682131217712,0.05168333333333308,259.0368666666654,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(20:2)_<B>_n-3 ,9.836400000000001,2694.0,35,229,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,449.4 -> 183.0,cereb_WT_m1_FAD245,449.4,183.0,20:2,FA,FA(20:2)_<B>_n-3 | FA(22:6)_<BFFFF>_n-5,2694.0,0.11424347260555494,0.11628333333333352,313.2673000000005,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(20:2)_<F>_n-4 ,9.087833333333334,343910.0,31,247,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,cereb_WT_m1_FAD245,437.4,183.0,20:2,FA,FA(18:1)_<>_n-2 | FA(18:2)_<F>_n-2 | FA(20:1)_<>_n-4 | FA(20:2)_<F>_n-4 | FA(22:1)_<>_n-6 | FA(22:6)_<FFFFF>_n-6,343910.0,0.03631639735426469,0.03876666666666573,13332.24433333301,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,4
FA(20:2)_<F>_n-4 ,9.565900000000001,3219.0,31,247,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,cereb_WT_m1_FAD245,437.4,183.0,20:2,FA,FA(18:1)_<>_n-2 | FA(18:2)_<F>_n-2 | FA(20:1)_<>_n-4 | FA(20:2)_<F>_n-4 | FA(22:1)_<>_n-6 | FA(22:6)_<FFFFF>_n-6,3219.0,0.025833333333331154,0.02585000000000015,83.21115000000049,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,4
FA(20:2)_<F>_n-4 ,9.785533333333333,1255.0,31,247,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,cereb_WT_m1_FAD245,437.4,183.0,20:2,FA,FA(18:1)_<>_n-2 | FA(18:2)_<F>_n-2 | FA(20:1)_<>_n-4 | FA(20:2)_<F>_n-4 | FA(22:1)_<>_n-6 | FA(22:6)_<FFFFF>_n-6,1255.0,0.049991916866691265,0.05168333333333308,64.86258333333302,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,4
FA(20:2)_<F>_n-5 ,9.14035,7479.0,28,248,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,20:2,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,7479.0,0.05457443003863146,0.06460000000000043,483.1434000000032,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(20:2)_<F>_n-5 ,9.26955,7249.0,28,248,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,20:2,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,7249.0,0.04736700400590797,0.05168333333333486,374.6524833333444,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(20:2)_<F>_n-5 ,9.502116666666668,4066.0,28,248,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,20:2,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,4066.0,0.02704242424242687,0.025833333333334707,105.03833333333893,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(20:2)_<F>_n-5 ,9.52795,4171.0,28,248,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,20:2,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,4171.0,0.07941827112954947,0.07753333333333323,323.3915333333329,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(20:2)_<F>_n-5 ,9.657166666666667,3111.0,28,248,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,20:2,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,3111.0,0.05064274637888624,0.05168333333333308,160.78684999999922,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(20:2)_<F>_n-5 ,9.734683333333335,2670.0,28,248,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,20:2,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,2670.0,0.042939188363284864,0.038750000000000284,103.46250000000076,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(20:2)_<F>_n-5 ,9.83805,2610.0,28,248,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,20:2,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,2610.0,0.05453065656566173,0.05168333333333308,134.89349999999934,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(20:2)_<F>_n-5 ,9.96725,1921.0,28,248,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,20:2,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,1921.0,0.028239686818126213,0.02585000000000015,49.65785000000029,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(20:5)_<BBBB>_n-3 ,5.715416666666667,1083.0,32,253,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,443.3 -> 183.0,cereb_WT_m1_FAD245,443.3,183.0,20:5,FA,FA(20:5)_<BBBB>_n-3 | FA(22:6)_<BBBBF>_n-5,1083.0,0.13993620259724182,0.06460000000000043,69.96180000000047,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(20:5)_<BBBB>_n-3 ,6.1288833333333335,1295.0,32,253,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,443.3 -> 183.0,cereb_WT_m1_FAD245,443.3,183.0,20:5,FA,FA(20:5)_<BBBB>_n-3 | FA(22:6)_<BBBBF>_n-5,1295.0,0.17610779657090836,0.09043333333333337,117.1111666666667,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(20:5)_<FFFF>_n-6 ,5.897950000000001,1137.0,25,283,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,cereb_WT_m1_FAD245,409.3,183.0,20:5,FA,FA(16:1)_<>_n-2 | FA(16:2)_<F>_n-2 | FA(17:1)_<>_n-3 | FA(18:1)_<>_n-4 | FA(18:2)_<F>_n-4 | FA(18:3)_<FF>_n-4 | FA(18:4)_<FFF>_n-4 | FA(20:1)_<>_n-6 | FA(20:2)_<F>_n-6 | FA(20:5)_<FFFF>_n-6 | FA(22:1)_<>_n-8 | FA(22:6)_<FFFFF>_n-8,1137.0,0.2723751756763685,0.14213333333333367,161.60560000000038,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,6
FA(20:5)_<FFFF>_n-6 ,6.1434500000000005,1142.0,25,283,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,cereb_WT_m1_FAD245,409.3,183.0,20:5,FA,FA(16:1)_<>_n-2 | FA(16:2)_<F>_n-2 | FA(17:1)_<>_n-3 | FA(18:1)_<>_n-4 | FA(18:2)_<F>_n-4 | FA(18:3)_<FF>_n-4 | FA(18:4)_<FFF>_n-4 | FA(20:1)_<>_n-6 | FA(20:2)_<F>_n-6 | FA(20:5)_<FFFF>_n-6 | FA(22:1)_<>_n-8 | FA(22:6)_<FFFFF>_n-8,1142.0,0.1018082670120769,0.05168333333333308,59.02236666666638,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,6
FA(20:5)_<FFFF>_n-6 ,6.285566666666667,1352.0,25,283,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,cereb_WT_m1_FAD245,409.3,183.0,20:5,FA,FA(16:1)_<>_n-2 | FA(16:2)_<F>_n-2 | FA(17:1)_<>_n-3 | FA(18:1)_<>_n-4 | FA(18:2)_<F>_n-4 | FA(18:3)_<FF>_n-4 | FA(18:4)_<FFF>_n-4 | FA(20:1)_<>_n-6 | FA(20:2)_<F>_n-6 | FA(20:5)_<FFFF>_n-6 | FA(22:1)_<>_n-8 | FA(22:6)_<FFFFF>_n-8,1352.0,0.21021007741232917,0.10336666666666705,139.75173333333385,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,6
FA(20:5)_<BFFF>_n-6 ,6.195333333333334,3647.0,24,269,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,407.3 -> 183.0,cereb_WT_m1_FAD245,407.3,183.0,20:5,FA,FA(16:2)_<B>_n-2 | FA(18:2)_<B>_n-4 | FA(18:3)_<BF>_n-4 | FA(18:4)_<BFF>_n-4 | FA(20:2)_<B>_n-6 | FA(20:5)_<BFFF>_n-6 | FA(22:6)_<BFFFF>_n-8,3647.0,0.20474657456230766,0.10336666666666705,376.97823333333474,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,6
FA(20:5)_<FFFF>_n-7 ,5.8471,2036.0,21,284,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,cereb_WT_m1_FAD245,395.3,183.0,20:5,FA,FA(15:1)_<>_n-2 | FA(15:2)_<F>_n-2 | FA(16:1)_<>_n-3 | FA(16:2)_<F>_n-3 | FA(17:1)_<>_n-4 | FA(18:1)_<>_n-5 | FA(18:2)_<F>_n-5 | FA(18:3)_<FF>_n-5 | FA(18:4)_<FFF>_n-5 | FA(20:1)_<>_n-7 | FA(20:2)_<F>_n-7 | FA(20:5)_<FFFF>_n-7 | FA(22:1)_<>_n-9 | FA(22:6)_<FFFFF>_n-9,2036.0,0.25253344520721044,0.1292166666666663,263.08513333333264,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,7
FA(20:5)_<FFFF>_n-7 ,6.144266666666667,14512.0,21,284,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,cereb_WT_m1_FAD245,395.3,183.0,20:5,FA,FA(15:1)_<>_n-2 | FA(15:2)_<F>_n-2 | FA(16:1)_<>_n-3 | FA(16:2)_<F>_n-3 | FA(17:1)_<>_n-4 | FA(18:1)_<>_n-5 | FA(18:2)_<F>_n-5 | FA(18:3)_<FF>_n-5 | FA(18:4)_<FFF>_n-5 | FA(20:1)_<>_n-7 | FA(20:2)_<F>_n-7 | FA(20:5)_<FFFF>_n-7 | FA(22:1)_<>_n-9 | FA(22:6)_<FFFFF>_n-9,14512.0,0.09952681858838866,0.05168333333333397,750.0285333333426,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,7
FA(20:5)_<FFFF>_n-7 ,6.273466666666667,1583222.0,21,284,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,cereb_WT_m1_FAD245,395.3,183.0,20:5,FA,FA(15:1)_<>_n-2 | FA(15:2)_<F>_n-2 | FA(16:1)_<>_n-3 | FA(16:2)_<F>_n-3 | FA(17:1)_<>_n-4 | FA(18:1)_<>_n-5 | FA(18:2)_<F>_n-5 | FA(18:3)_<FF>_n-5 | FA(18:4)_<FFF>_n-5 | FA(20:1)_<>_n-7 | FA(20:2)_<F>_n-7 | FA(20:5)_<FFFF>_n-7 | FA(22:1)_<>_n-9 | FA(22:6)_<FFFFF>_n-9,1583222.0,0.17863751918490864,0.09045000000000059,143202.42990000092,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,7
FA(20:5)_<FFFF>_n-8 ,5.4859333333333336,17060.0,18,285,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,cereb_WT_m1_FAD245,381.3,183.0,20:5,FA,FA(14:1)_<>_n-2 | FA(15:1)_<>_n-3 | FA(15:2)_<F>_n-3 | FA(16:1)_<>_n-4 | FA(16:2)_<F>_n-4 | FA(17:1)_<>_n-5 | FA(18:1)_<>_n-6 | FA(18:2)_<F>_n-6 | FA(18:3)_<FF>_n-6 | FA(18:4)_<FFF>_n-6 | FA(20:1)_<>_n-8 | FA(20:2)_<F>_n-8 | FA(20:5)_<FFFF>_n-8 | FA(22:1)_<>_n-10 | FA(22:6)_<FFFFF>_n-10,17060.0,0.07618473721854606,0.07753333333333323,1322.7186666666648,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,8
FA(22:1)_<>_n-3,12.082883333333333,25239.0,41,298,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,479.4 -> 183.0,cereb_WT_m1_FAD245,479.4,183.0,22:1,FA,FA(22:1)_<>_n-3,25239.0,0.15486342943096135,0.15504999999999924,3913.306949999981,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(22:1)_<>_n-5,12.09725,2587.0,36,300,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,cereb_WT_m1_FAD245,451.4,183.0,22:1,FA,FA(20:1)_<>_n-3 | FA(20:2)_<F>_n-3 | FA(22:1)_<>_n-5,2587.0,0.06492625180548599,0.06461666666666765,167.16331666666923,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
