Lipid,Class,FAD199_m1_66_B,FAD199_m3_66_B,FAD201_m5_61_B,FAD265_m3_59_B,FAD261_m3_81_C,FAD265_m2_74_C,FAD309_55_C,FAD325_39_C,Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
"PC(35:5),PC(O-36:5),PC(P-36:4)",PC,7430.680606842041,9114.16039276123,10993.500854492188,5397.320274353027,9872.720546722412,12909.500747680664,3414.7203063964844,4913.12032699585,1102.1400680541992,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(35:6),PC(P-36:5)",PC,6195.600326538086,7306.440448760986,9065.760772705078,5291.860523223877,6806.300559997559,7742.800598144531,1861.6201133728027,4053.300319671631,1140.4200744628906,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(36:3),PC(P-37:2)",PC,1561207.6934204102,1571298.8008422852,2525192.422821045,1301661.1494522095,2342629.3086242676,2370313.443359375,695417.4697341919,875369.8801269531,3154.4602127075195,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(36:4),PC(O-37:4)",PC,3140588.8768310547,3261567.6635742188,5532496.182769775,2990883.3553962708,4191011.9025268555,4685282.777832031,1373799.6777801514,1305412.6093139648,3714.420280456543,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(36:5),PC,160062.72800445557,171502.41500854492,256207.26671981812,167658.59553146362,295895.6971206665,250014.87100982666,66800.54660797119,85680.1035194397,1204.5800743103027,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(36:6),PC,10219.160697937012,11591.560531616211,15939.480754852295,10396.260627746582,15822.02088546753,18644.921043395996,6278.54048538208,6926.080326080322,1051.920078277588,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(36:7),PC(35:0),PC(O-36:0)",PC,5281.560211181641,5744.3804359436035,8186.640647888184,4295.160400390625,6096.080352783203,7218.560489654541,2535.4801597595215,3290.400218963623,1483.8200912475586,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(36:8),PC(35:1),PC(O-36:1),PC(P-36:0)",PC,24652.54159927368,29198.62215423584,42867.643226623535,21035.601791381836,36245.123626708984,45407.383335113525,10331.800579071045,14640.921089172363,2014.0201568603516,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(37:3),PC(O-38:3),PC(P-38:2)",PC,20892.081413269043,20588.38185119629,34873.861808776855,18135.54098892212,24930.08184814453,35007.482162475586,7903.620578765869,9188.820735931396,1122.7200813293457,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(37:4),PC(O-38:4),PC(P-38:3)",PC,42206.804122924805,53467.545349121094,83288.80562973022,51180.664165496826,52774.284366607666,75286.80555725098,19033.36159133911,23259.521949768066,1153.8600845336914,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(37:5),PC(O-38:5),PC(P-38:4)",PC,22674.201599121094,25585.662185668945,45440.54393386841,22417.301818847656,33240.56210708618,47006.24277114868,10027.120681762695,14100.920917510986,1121.4000778198242,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(37:6),PC(O-38:6),PC(P-38:5)",PC,14668.781120300293,13789.261138916016,60112.5632019043,29165.32279586792,39102.322425842285,49995.18451690674,10825.440658569336,14480.241031646729,1113.5400848388672,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(37:7),PC(P-38:6),PC(36:0),PC(O-37:0)",PC,17563.6014213562,19062.621673583984,60162.38531112671,27481.88230895996,54932.44467163086,61164.464668273926,15100.801132202148,20457.420978546143,1844.1601181030273,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(38:3),PC,722727.05052948,860060.4046173096,641641.2335281372,339370.71968460083,575678.0688552856,636011.6054077148,221328.63663101196,254519.01460266113,1235.7600898742676,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(38:4),PC,2411916.0517578125,2998762.185821533,2580993.3230285645,1479265.6391410828,1897121.7536621094,2123667.4590148926,838898.1876983643,818791.9755096436,2700.000198364258,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(38:5),PC,1428115.6256713867,1580132.8130950928,1610836.7103042603,825818.5245895386,1302630.1609191895,1365907.8989868164,406271.06674194336,485283.9002609253,1894.760139465332,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(38:6),PC,2730206.1982421875,3062813.374694824,3128320.427974701,1516427.970588684,2345512.594177246,2776171.8789367676,822142.262348175,777356.8736877441,1880.6201286315918,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(38:7),PC(37:0),PC(O-38:0)",PC,94135.70844268799,98213.00824737549,124969.7488937378,77868.54423522949,120934.54796600342,114109.54746246338,35589.80174255371,41563.04361343384,1229.600082397461,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(38:8),PC(37:1),PC(O-38:1),PC(P-38:0)",PC,29518.22173690796,36659.26258850098,40130.703144073486,23100.12120437622,32422.06276702881,41198.48229217529,9486.940544128418,12242.880939483643,1130.520076751709,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(38:9),PC(37:2),PC(O-38:2),PC(P-38:1)",PC,29223.461051940918,40008.543128967285,43712.82311248779,26930.201526641846,43245.68223953247,49050.40266036987,9823.120449066162,13753.98120880127,1205.04008102417,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(39:4),PC(O-40:4),PC(P-40:3)",PC,25933.801651000977,32141.92279815674,24914.262088775635,14629.321018218994,24793.54192352295,28573.62118911743,6993.760509490967,7856.100574493408,1188.180088043213,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(39:5),PC(O-40:5),PC(P-40:4)",PC,14812.061000823975,18237.84132003784,17398.720851898193,7549.380481719971,12307.30069732666,18524.341724395752,4373.480400085449,6408.8005027771,1030.2200660705566,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(39:6),PC(O-40:6),PC(P-40:5)",PC,47728.684326171875,57870.52552032471,49467.72373199463,23728.282012939453,35257.00326156616,55000.64392089844,12515.76067352295,14859.381145477295,1175.520076751709,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(39:7),PC(P-40:6),PC(38:0),PC(O-39:0)",PC,309226.482383728,299158.617729187,260862.09677124023,85563.50590133667,222651.7800140381,245544.89897155762,51726.004123687744,76115.5666809082,3701.88028717041,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(39:8),PC(O-40:8),PC(38:1),PC(O-39:1),PC(P-39:0)",PC,809327.7671966553,876489.5610351562,690042.5833816528,306726.5997695923,633029.9189453125,604424.4948120117,126617.27021026611,176516.47151947021,3061.3202018737793,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(40:1),PC(P-41:0)",PC,275198.0910797119,322706.0951538086,233104.2773399353,96170.78363418579,207771.919090271,187815.99503707886,47993.78422546387,72866.52410125732,1526.820110321045,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(40:10),PC(39:3),PC(O-40:3),PC(P-40:2)",PC,12559.980934143066,16680.181301116943,11358.920825958252,6660.680603027344,10734.940528869629,11938.080657958984,3812.600227355957,3789.1202545166016,1029.2600708007812,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(40:2),PC,224847.11978530884,223385.4545288086,202091.6392250061,80729.20837402344,178129.2141418457,159565.37224960327,42372.52349472046,54180.04384613037,1211.7000923156738,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(40:3),PC,474730.1739501953,487719.76680374146,432927.681930542,194250.9902381897,339585.55211639404,333179.026802063,87521.50308227539,86870.46369934082,1292.14009475708,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(40:4),PC,96597.40979003906,107779.72495651245,78705.96532058716,36540.40343475342,89741.16484451294,80582.24447250366,20668.161670684814,19595.321537017822,1208.4200820922852,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(40:5),PC,153579.10717773438,196568.69330215454,144922.91067886353,72500.32370376587,135788.8458366394,152900.2307319641,42792.74273300171,49236.244132995605,1163.4000778198242,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(40:6),PC,558099.1842422485,784146.5929718018,588913.5117034912,295942.7466468811,436218.70206451416,597200.7484436035,183806.15353012085,209357.83248519897,1215.160068511963,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(40:7),PC(39:0),PC(O-40:0)",PC,430127.9574279785,516111.43813323975,512319.93983078003,258442.41244125366,376660.1496658325,478881.42095184326,152300.0920677185,161351.57173156738,1182.5800819396973,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(40:8),PC(39:1),PC(O-40:1),PC(P-40:0)",PC,137270.5129928589,186595.39934158325,176118.6332321167,86681.44380187988,118381.62808227539,124232.9285697937,34533.02222442627,45850.38266372681,1116.320083618164,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(40:9),PC(39:2),PC(O-40:2),PC(P-40:1)",PC,16743.62119293213,20795.1417388916,16263.781089782715,8965.000762939453,15977.241443634033,15943.401268005371,4261.240268707275,4681.880424499512,1089.1200790405273,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(41:5),PC(P-42:4)",PC,5325.320289611816,5915.500331878662,4762.800399780273,2801.5201416015625,4056.6603355407715,4798.620441436768,1731.1601257324219,1928.280117034912,1133.7400817871094,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(41:6),PC(O-42:6)",PC,11519.440731048584,12793.08056640625,10099.220603942871,4943.74031829834,8646.760585784912,11168.840934753418,3021.3601608276367,4061.8202934265137,1183.720085144043,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(41:7),PC(P-42:6),PC(40:0),PC(O-41:0)",PC,54543.6632270813,61308.54542541504,45531.762535095215,17943.961906433105,39755.1636390686,37586.2629699707,10851.860740661621,16608.581089019775,1661.7401237487793,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(42:0),PC,5289.240383148193,5306.520484924316,3994.460277557373,2175.0801582336426,4175.060218811035,4145.120399475098,1481.4400901794434,1951.4001274108887,1092.9200744628906,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(42:1),PC,14707.381225585938,17266.321155548096,12028.440830230713,5956.1004638671875,12132.020690917969,11023.30062866211,3847.340305328369,4246.360366821289,1093.3600769042969,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(42:10),PC(41:3),PC(O-42:3),PC(P-42:2)",PC,42461.48235321045,54347.10349273682,39693.04283905029,15426.22138595581,28683.362369537354,33880.62279129028,9217.320537567139,8477.940650939941,1173.1200828552246,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(42:11),PC(41:4),PC(O-42:4)",PC,7717.080432891846,8365.540740966797,7549.280731201172,3299.800224304199,6062.340305328369,6667.340602874756,1840.1801528930664,2795.8201637268066,1121.2600746154785,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(42:2),PC,58673.58568191528,66541.76351547241,49517.12396621704,19950.781509399414,42907.88395690918,40493.222595214844,15660.181190490723,16227.701110839844,1391.580078125,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(42:3),PC,207257.07556915283,242727.09312438965,204138.9916381836,90188.70597839355,146552.61178207397,144076.43310546875,50116.04407119751,56418.10333251953,1166.4800834655762,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(42:4),PC,115093.52837753296,123539.74755859375,121332.28907394409,49824.903663635254,96189.50773239136,94271.90766525269,25265.442260742188,31214.94249343872,1228.2200813293457,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(42:5),PC,257014.65744781494,312767.40061187744,253884.6217918396,98945.10851669312,187939.67343902588,198383.47956466675,50025.04284286499,55452.82387924194,1033.2800788879395,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(42:6),PC,27665.90137863159,30523.121837615967,19184.841690063477,10958.680992126465,21457.14225769043,22939.86198425293,6069.600395202637,5984.780410766602,1210.1800804138184,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(42:7),PC(41:0),PC(O-42:0)",PC,18496.061626434326,23641.421447753906,20885.760776519775,10108.380847930908,18067.141441345215,19618.001121520996,5714.140441894531,6578.040397644043,1031.5400772094727,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(42:8),PC(41:1),PC(O-42:1),PC(P-42:0)",PC,14593.881343841553,15661.581157684326,15375.701335906982,8695.120704650879,13558.000659942627,14323.300708770752,4453.0602951049805,6038.020496368408,1017.8400726318359,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(42:9),PC(41:2),PC(O-42:2),PC(P-42:1)",PC,15925.141143798828,20162.941116333008,16501.601402282715,6181.440540313721,12198.120677947998,13255.340660095215,4104.540332794189,4595.580337524414,1070.3000755310059,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(43:2),PC,2873.3802337646484,2318.400146484375,2158.76016998291,1569.0600967407227,1744.1801300048828,2675.8402366638184,1240.0400733947754,1662.8001174926758,1075.8000831604004,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(43:4),PC(O-44:4)",PC,4468.28031539917,3920.620231628418,3543.000274658203,2197.480178833008,2841.7202339172363,4482.100357055664,1121.9800834655762,1382.800090789795,1107.6800842285156,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(43:6),PC,3044.420192718506,3153.480251312256,2562.3801803588867,1500.1601028442383,2135.3801307678223,3341.6001930236816,1232.04008102417,1505.8400993347168,1007.4800720214844,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(44:0),PC,1907.0001182556152,1832.5201606750488,1410.3200988769531,1057.880069732666,1357.56010055542,1631.880111694336,1120.520076751709,1172.6800842285156,1016.5200653076172,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(44:1),PC,1886.520149230957,1422.1801071166992,1502.6601028442383,1252.1400833129883,1395.2200965881348,2353.520191192627,1005.820068359375,1191.5600929260254,1067.140079498291,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(44:10),PC(O-44:3)",PC,6740.420650482178,5007.720291137695,3521.6402893066406,2273.4801864624023,3628.8802528381348,5548.540378570557,1638.9601020812988,1684.2801055908203,991.2000617980957,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(44:12),PC(O-44:5)",PC,6141.660472869873,6866.8006019592285,5093.620277404785,2692.880214691162,3879.020233154297,6811.180641174316,1694.0401153564453,2017.5801391601562,1075.9600791931152,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(44:2),PC,2823.000198364258,3324.1402282714844,2125.060127258301,1490.4801063537598,2282.200183868408,2265.8601608276367,1232.6000900268555,1249.3000946044922,1036.1000633239746,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(44:3),PC,5997.820472717285,6782.300563812256,5167.080360412598,3029.4402084350586,4915.400310516357,4904.440349578857,2392.880157470703,2160.020175933838,1060.2800674438477,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(44:4),PC,11422.140781402588,15120.740863800049,13325.62098312378,5843.280456542969,10207.481033325195,10629.840923309326,4189.260387420654,4544.800289154053,1121.7600708007812,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(44:5),PC,42425.10468673706,55555.94437789917,43463.42278671265,17538.121425628662,31314.282516479492,36084.02201461792,11915.920677185059,14516.461277008057,1057.3800735473633,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(44:6),PC,27945.84210586548,33650.7424659729,32739.042514801025,14596.301223754883,22056.26118850708,25053.661949157715,8826.660633087158,9616.700679779053,1004.1600761413574,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(44:7),PC(43:0)",PC,11006.801021575928,13436.80111694336,14104.401107788086,6210.160491943359,9287.520721435547,8473.580703735352,3432.100212097168,4581.500312805176,1077.320068359375,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(44:8),PC(43:1)",PC,2783.3201789855957,2920.1002197265625,2966.840156555176,1673.460105895996,2051.26016998291,2458.3001556396484,1394.760082244873,1520.5600814819336,1043.000072479248,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(46:0),PC,1448.0201110839844,1158.9800834655762,1148.2600898742676,1034.9800643920898,1129.2400856018066,1326.5200996398926,1003.3400726318359,1004.3600654602051,991.3200645446777,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(46:1),PC,2117.840133666992,1403.3601112365723,1050.0400772094727,1016.2400741577148,1497.2200927734375,1746.0201148986816,1027.8200607299805,1124.0000648498535,1028.3800659179688,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(46:2),PC,1974.5001373291016,1380.720100402832,1063.62007522583,1138.8200759887695,1552.8801231384277,1850.6801376342773,1021.1600761413574,1026.320068359375,991.5600700378418,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(48:0),PC,1085.900074005127,1068.7000732421875,1078.020076751709,1042.400089263916,1131.9800758361816,1112.6200866699219,1002.6800689697266,1065.5600852966309,1018.5200691223145,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(48:2),PC,1588.6601104736328,1275.3800888061523,1014.9000778198242,1118.9800758361816,1140.940071105957,1457.420108795166,1060.880069732666,1028.980068206787,991.1000633239746,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(4:0),LPC(5:0)",PC,1235.880084991455,1140.2800827026367,1075.700080871582,991.0200729370117,1306.8600845336914,1106.0400848388672,1081.6200714111328,1090.4000701904297,1458.240104675293,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(50:0),PC,1227.3800888061523,1117.080078125,1033.3600845336914,998.3000640869141,1034.7600708007812,1103.6400909423828,1002.9000625610352,1036.7600784301758,991.0200653076172,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(52:0),PC,1241.180088043213,1125.3200874328613,1041.6600646972656,1046.8600730895996,1012.1800727844238,1059.5800704956055,1002.5600738525391,1084.7600708007812,991.7400665283203,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(52:4),PC,1011.5400810241699,1082.3600769042969,1021.7600746154785,999.3800735473633,1020.9800720214844,1057.2600746154785,1003.4600677490234,1030.6800727844238,991.3000717163086,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(54:12),PC,1135.2800788879395,1047.1800727844238,1023.3200759887695,997.6400718688965,1034.9200706481934,1021.6600685119629,1047.4000701904297,1035.6600723266602,991.6800689697266,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(56:12),PC,1018.4000663757324,996.1200752258301,1038.9800758361816,998.260066986084,1224.3000946044922,1128.820068359375,1003.5600662231445,1004.440071105957,991.3400764465332,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(56:8),PC,1098.6800804138184,1196.4800910949707,1179.6200942993164,1049.1800689697266,1280.6600952148438,1191.100082397461,1080.9000816345215,1049.6200714111328,1048.6200714111328,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(56:9),PC,1228.9200897216797,1146.0600814819336,1127.5000762939453,1227.4600944519043,1197.460090637207,1131.380069732666,1002.9000701904297,1125.3000984191895,1048.9000816345215,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(6:0),LPC(7:0)",PC,1125.7400817871094,1168.280086517334,1146.5200729370117,971.9000663757324,1048.1000747680664,1024.9600791931152,1001.7400703430176,1034.4600639343262,1110.780071258545,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(8:0),LPC(9:0)",PC,1070.6800804138184,1264.980079650879,1287.5600929260254,975.1200714111328,1344.700096130371,1128.5800895690918,1001.8800621032715,1009.8400688171387,1113.560073852539,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PC(O-12:1),PC,1206.6800918579102,1076.0200843811035,1146.5600776672363,1017.9800720214844,1049.6400718688965,1116.5200843811035,1029.9600677490234,1019.2600708007812,1255.4600791931152,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(O-13:1),LPC(P-14:0)",PC,1195.160083770752,1245.0200958251953,1074.8400802612305,1116.860065460205,1181.880069732666,1136.8600845336914,1002.6000671386719,1004.7800674438477,1077.680076599121,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(O-38:8),PC(36:1),PC(O-37:1),PC(P-37:0)",PC,399254.8081817627,474382.86151123047,616289.9534759521,337400.86407470703,554169.2330627441,609567.3853912354,185572.61525726318,257848.0689086914,6266.940528869629,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(O-38:9),PC(36:2),PC(O-37:2),PC(P-37:1)",PC,2036450.9821777344,2499762.0372314453,3197355.3316345215,1850747.7532730103,2863088.2294311523,3011283.760498047,868259.5540237427,1232604.0199890137,7848.400497436523,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PC(O-40:9),PC(38:2),PC(P-39:1)",PC,322711.82946395874,372016.99437713623,284927.3058357239,146747.93301391602,293046.1841888428,285876.9627227783,62924.06530761719,88105.36466598511,1619.3601036071777,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PE(12:0),LPE(13:0)",PE,1233.6200904846191,1247.840087890625,1403.1200981140137,1243.800090789795,1222.6000938415527,1222.7600860595703,1262.360092163086,1296.380084991455,1308.9600868225098,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PE(16:0),LPE(O-18:0)",PE,1352.3600997924805,1392.820110321045,1333.4401016235352,1450.9801063537598,1290.4000930786133,1567.2001113891602,1241.0000953674316,1291.3801002502441,1267.4600868225098,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PE(20:0),LPE(21:0)",PE,1381.5201034545898,1341.1200904846191,1242.0800895690918,1443.6400985717773,1253.1200866699219,1307.240089416504,1311.7000923156738,1283.6000862121582,1209.4200820922852,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PE(24:0),PE,1532.2201118469238,1426.480094909668,1298.5400886535645,1381.8800964355469,1346.7400970458984,1417.8800888061523,1223.3800926208496,1221.940086364746,1230.600082397461,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PE(25:0),PE,1395.6400871276855,1405.7000846862793,1267.8400917053223,1233.5600776672363,1222.60009765625,1367.9801025390625,1310.5401077270508,1221.6200866699219,1209.5800857543945,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PE(26:0),PE,1268.3400917053223,1360.7000923156738,1261.1200904846191,1296.8600883483887,1241.6600952148438,1263.8800811767578,1224.2000885009766,1222.3000869750977,1260.5400886535645,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PE(26:1),PE,1296.2400856018066,1269.080093383789,1325.9200897216797,1240.4600791931152,1222.520092010498,1239.0400848388672,1223.0800819396973,1221.1000938415527,1210.640079498291,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PE(27:0),PE(O-28:0)",PE,1232.4600982666016,1232.180103302002,1285.4000854492188,1225.3600807189941,1248.5200881958008,1403.1601028442383,1297.5600929260254,1222.1400833129883,1210.0800857543945,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PE(27:1),PE(P-28:0)",PE,1391.8001022338867,1285.5000915527344,1400.5001182556152,1355.2601013183594,1296.2200965881348,1291.4800910949707,1222.9400787353516,1233.880084991455,1236.9400901794434,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PE(28:1),PE(P-29:0)",PE,1295.460090637207,1373.1200942993164,1538.9801063537598,1324.3000946044922,1337.8801002502441,1345.1200981140137,1223.4400901794434,1326.0400886535645,1234.9800834655762,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PE(28:2),PE,1344.6600875854492,1252.1601028442383,1285.0800857543945,1290.8600845336914,1276.4000854492188,1235.7200813293457,1314.4400901794434,1221.000087738037,1316.360092163086,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PE(29:0),PE(O-30:0)",PE,1484.6001052856445,1220.54008102417,1252.8400840759277,1289.8400917053223,1237.3600845336914,1242.2200927734375,1223.0400848388672,1221.760097503662,1248.3000869750977,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PE(29:1),PE(O-30:1),PE(P-30:0)",PE,1265.3200950622559,1296.540096282959,1236.840087890625,1275.2400856018066,1288.3201065063477,1236.6800956726074,1288.660099029541,1232.180088043213,1210.340087890625,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PE(29:2),PE(P-30:1)",PE,1324.7001037597656,1284.8600883483887,1256.820083618164,1334.2201042175293,1251.0200805664062,1266.56010055542,1222.900074005127,1301.580093383789,1210.180088043213,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PE(30:0),PE(O-31:0)",PE,1457.4001007080078,1427.7800979614258,1505.7200965881348,1324.940097808838,1293.5600891113281,1494.060115814209,1288.9000968933105,1254.160083770752,1217.0000839233398,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PE(30:1),PE(O-31:1),PE(P-31:0)",PE,1339.3000984191895,1242.1000900268555,1382.4200973510742,1478.4801063537598,1222.9200859069824,1226.9200820922852,1296.5600967407227,1225.1000785827637,1211.0400848388672,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PE(30:2),PE(P-31:1)",PE,1250.6000900268555,1220.8200912475586,1280.8000831604004,1293.7400856018066,1223.5600776672363,1301.1600914001465,1291.2400970458984,1376.14009475708,1209.7000846862793,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PE(30:3),PE,1274.4000930786133,1297.8800926208496,1294.5400924682617,1289.9800910949707,1223.740089416504,1223.4200897216797,1223.8600883483887,1221.0000915527344,1286.740089416504,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
PE(30:4),PE,1295.000087738037,1310.5800895690918,1377.180103302002,1219.0600929260254,1275.7400932312012,1274.440086364746,1223.1400871276855,1221.6800842285156,1209.9000816345215,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
"PE(31:0),PE(O-32:0)",PE,1346.800090789795,1247.920078277588,1399.7400932312012,1449.0201034545898,1433.64009475708,1250.860092163086,1240.3200798034668,1222.260082244873,1225.3200912475586,Group: B,Group: C,Group: B vs Group: C,4,4,Blank_Blank_Blank
