Lipid,Class,FAD199_m1_66_D,FAD199_m3_66_D,FAD201_m5_61_D,FAD265_m3_59_D,FAD261_m3_81_C,FAD265_m2_74_C,FAD309_55_C,FAD325_39_C,Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
DG(42:6)_C16:1,DAG,1926.4001388549805,1923.960132598877,1964.1001358032227,2031.7601470947266,1977.8601264953613,1997.7601318359375,1924.9801216125488,1925.5601272583008,2201.7401695251465,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(42:6)_C18:0,DAG,1851.6401176452637,2112.0001373291016,2077.660140991211,2181.2801666259766,1920.6001243591309,1986.380142211914,1940.1401176452637,2034.880142211914,2059.9601440429688,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(42:6)_C18:1,DAG,2031.2001419067383,2033.740146636963,2639.6601791381836,1908.8801307678223,1990.0401573181152,2008.1801376342773,2011.4401397705078,2028.720127105713,1971.3401527404785,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(42:6)_C18:2,DAG,2195.8801612854004,2279.6201553344727,2181.600166320801,2297.080165863037,2148.9601402282715,2286.5401611328125,2199.1401596069336,2290.4001541137695,2205.860164642334,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:7),DG(41:0)_C16:0",DAG,3101.3202323913574,3599.1202812194824,2839.840175628662,2601.7201919555664,2152.0801429748535,2757.940185546875,3258.620204925537,2218.500156402588,3295.18025970459,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:7),DG(41:0)_C16:1",DAG,1954.0801315307617,1939.1201248168945,2033.1401405334473,2268.3401641845703,2162.7401542663574,2078.9201278686523,2114.9601554870605,2080.2401428222656,2069.180145263672,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:7),DG(41:0)_C18:0",DAG,2016.740146636963,2011.520133972168,2267.420166015625,2357.840156555176,2007.6601371765137,2010.3401489257812,2255.540180206299,2158.9401473999023,2335.940158843994,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:7),DG(41:0)_C18:1",DAG,1986.0201416015625,2089.0201454162598,2382.3601608276367,2027.5601234436035,2097.1801414489746,2074.8401489257812,2069.320137023926,1914.0601425170898,2185.240146636963,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:7),DG(41:0)_C18:2",DAG,2246.5401573181152,2476.9601669311523,2299.260166168213,2593.1201782226562,2206.760154724121,2660.080177307129,2554.400177001953,2284.660167694092,2226.20015335083,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:8),DG(41:1)_C16:0",DAG,1799.8601264953613,2168.9001502990723,2046.3401260375977,2124.5401458740234,2069.0201454162598,2485.860191345215,1924.7801399230957,2011.5801467895508,1900.8801231384277,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:8),DG(41:1)_C16:1",DAG,1976.740135192871,1949.68013381958,2072.8601417541504,2097.760154724121,2074.320152282715,1994.1201438903809,2007.9001388549805,2052.2401428222656,2131.5001487731934,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:8),DG(41:1)_C18:0",DAG,1848.3801345825195,1978.240146636963,1987.6201362609863,1857.1201095581055,2078.8201484680176,2171.1801567077637,2036.2201347351074,1800.1801261901855,1844.4001274108887,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:8),DG(41:1)_C18:1",DAG,2084.5601387023926,2317.3601722717285,2638.9402046203613,2160.2601585388184,3207.540180206299,2201.000141143799,2288.5401496887207,2364.380172729492,2316.9201622009277,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:8),DG(41:1)_C18:2",DAG,2320.7401695251465,2423.3201751708984,2258.920154571533,2529.9201850891113,2249.860164642334,2510.9201736450195,2365.1001739501953,2242.4401664733887,2193.8401641845703,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:9),DG(41:2)_C16:0",DAG,1958.9401397705078,2006.5401496887207,2089.780143737793,2001.8601455688477,2471.420181274414,2220.8401641845703,1986.9001235961914,1925.3201522827148,1981.520149230957,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:9),DG(41:2)_C16:1",DAG,2030.0401344299316,1951.0801315307617,2039.740135192871,2026.6001434326172,2100.920139312744,1940.520118713379,2116.9201431274414,2019.9401359558105,1985.6201438903809,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:9),DG(41:2)_C18:0",DAG,1848.1201210021973,2070.0801544189453,1983.4601554870605,2010.1201362609863,2174.1601524353027,1861.2801246643066,1854.7401275634766,1842.0801315307617,1787.6601257324219,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:9),DG(41:2)_C18:1",DAG,2801.800205230713,2979.5802307128906,4184.160316467285,3019.600227355957,3490.740207672119,3111.140205383301,3253.760208129883,3111.580219268799,3087.000228881836,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(42:9),DG(41:2)_C18:2",DAG,3253.9602012634277,2721.880184173584,3232.1002159118652,2697.840175628662,3041.9002075195312,3654.1202697753906,3551.7602462768555,3273.320240020752,3195.4202423095703,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(43:6)_C16:0,DAG,2487.260181427002,3625.820266723633,2938.320209503174,2604.0601768493652,2504.8401641845703,3315.700222015381,3176.6802253723145,2432.1201705932617,3222.7802352905273,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(43:6)_C16:1,DAG,1926.860122680664,1943.1801300048828,1974.9001235961914,1969.7001419067383,2008.1601295471191,1928.740135192871,1965.0401306152344,1973.480136871338,2001.880142211914,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(43:6)_C18:0,DAG,2014.4601440429688,1892.2001266479492,2088.3001441955566,1985.0601348876953,1943.1601257324219,2082.0801315307617,1982.2801246643066,1796.0201377868652,1997.7601623535156,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(43:6)_C18:1,DAG,1981.520133972168,1997.0401496887207,2059.7201347351074,1926.0001335144043,1929.2801361083984,1965.2201347351074,1945.58012008667,1965.1801300048828,1989.280128479004,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(43:6)_C18:2,DAG,2208.880153656006,2150.4001541137695,2239.180160522461,2139.480152130127,2153.3601684570312,2298.280170440674,2205.000156402588,2371.500156402588,2263.0001525878906,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:10),DG(43:3)_C16:0",DAG,1729.180118560791,1804.460117340088,1746.720115661621,1830.7801322937012,1739.1601181030273,1744.820125579834,1753.7601318359375,1723.1001205444336,1719.6001319885254,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:10),DG(43:3)_C16:1",DAG,1925.1801261901855,1967.5601348876953,1920.120132446289,1946.320140838623,1976.9401397705078,1983.080150604248,1990.4801445007324,2091.520133972168,1978.420124053955,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:10),DG(43:3)_C18:0",DAG,1751.5801124572754,1753.360107421875,1741.3401336669922,1808.0201225280762,1727.9201126098633,1789.540111541748,1764.4401245117188,1746.9401321411133,1828.7801361083984,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:10),DG(43:3)_C18:1",DAG,1989.9801216125488,1974.8401527404785,2203.8801498413086,1929.2601318359375,2271.700149536133,2306.700168609619,2054.0201454162598,2308.280158996582,2073.860149383545,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:10),DG(43:3)_C18:2",DAG,2258.120162963867,2134.1401405334473,2132.26016998291,2337.0401649475098,2333.900157928467,2456.5001831054688,2476.0201835632324,2220.940155029297,2313.3001594543457,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:11),DG(43:4)_C16:0",DAG,1754.2001190185547,1962.0401344299316,1764.360107421875,1814.64013671875,1716.0601196289062,1908.0401306152344,1834.3801383972168,1816.9401321411133,1737.3201179504395,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:11),DG(43:4)_C16:1",DAG,2016.2001113891602,1978.1201248168945,1969.2001304626465,1932.8201332092285,1988.5001220703125,1973.0401306152344,2020.2601356506348,2036.9201354980469,1972.9001426696777,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:11),DG(43:4)_C18:0",DAG,1711.7401161193848,1787.000129699707,1710.8001098632812,1770.0801239013672,1780.1001319885254,1787.9401359558105,1706.9801292419434,1719.7401161193848,1915.6001434326172,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:11),DG(43:4)_C18:1",DAG,1957.4801330566406,2085.2801513671875,2367.4801635742188,1931.740119934082,2043.5001335144043,2009.820140838623,1921.700138092041,1982.8801383972168,2020.9401512145996,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:11),DG(43:4)_C18:2",DAG,2369.1001586914062,2135.4801445007324,2430.880172729492,2413.4801635742188,2418.640182495117,2415.820156097412,2544.240177154541,2452.520179748535,2407.6401710510254,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:12),DG(43:5)_C16:0",DAG,1848.2001190185547,1882.1601219177246,1875.300121307373,1904.0601272583008,1779.1401290893555,1871.2601203918457,1862.3601264953613,1888.5401306152344,1855.480125427246,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:12),DG(43:5)_C16:1",DAG,2026.640121459961,2166.6401557922363,1947.9601402282715,2208.3601455688477,2112.640151977539,2012.9001502990723,2188.840145111084,2037.4201393127441,2260.800151824951,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:12),DG(43:5)_C18:0",DAG,1942.7201385498047,1799.700122833252,1826.3401260375977,1910.8601264953613,1866.1001243591309,1900.1001358032227,2011.0201377868652,1809.1201133728027,1997.1001281738281,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:12),DG(43:5)_C18:1",DAG,2000.6601295471191,1913.8401374816895,2102.620143890381,1990.9001350402832,1990.800121307373,1936.1401176452637,1917.9601211547852,2064.320140838623,1984.6001358032227,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:12),DG(43:5)_C18:2",DAG,2323.560157775879,2110.300151824951,2255.9201698303223,2379.900173187256,2158.100154876709,2229.9401512145996,2434.860176086426,2326.8201789855957,2454.6801681518555,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:3)_C16:0,DAG,1719.0801239013672,1764.6401176452637,1739.8601036071777,1809.0601272583008,1782.780117034912,1766.720127105713,1752.540126800537,1721.7001190185547,1719.420108795166,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:3)_C16:1,DAG,1951.4601249694824,2023.6401252746582,1919.5201263427734,1978.14013671875,2018.14013671875,1950.020133972168,1973.6001281738281,1927.160140991211,2017.6001319885254,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:3)_C18:0,DAG,1768.200122833252,1743.1001319885254,1787.0001258850098,1709.4601211547852,1712.6001167297363,1780.5801277160645,1824.6401252746582,1788.1001167297363,1801.4801292419434,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:3)_C18:1,DAG,1964.220142364502,1999.3401412963867,2371.8801803588867,1921.0201416015625,1922.0001335144043,2028.6601524353027,2036.5801391601562,1990.560146331787,1942.8401336669922,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:3)_C18:2,DAG,2237.7601737976074,2152.1801414489746,2233.3601684570312,2156.0201721191406,2274.1201705932617,2179.4201583862305,2262.6401748657227,2237.8001594543457,2202.620147705078,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:4)_C16:0,DAG,1755.6201095581055,1737.6801147460938,1713.920108795166,1784.6401329040527,1716.1601104736328,1745.500114440918,1724.6601257324219,1744.4601211547852,1745.5001220703125,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:4)_C16:1,DAG,1927.5201148986816,1930.9401206970215,1919.3601341247559,2022.3401489257812,1942.8801307678223,1924.820125579834,1985.3601303100586,2009.5801391601562,1930.5601387023926,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:4)_C18:0,DAG,1845.9401206970215,1718.980125427246,1757.3801193237305,1816.3201293945312,1859.8801231384277,1804.6401176452637,1727.5801162719727,1711.5001029968262,1757.2201232910156,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:4)_C18:1,DAG,1934.6801261901855,1968.8401374816895,2183.06014251709,1906.380126953125,1933.6201248168945,1968.9401321411133,1970.3401374816895,1981.2801322937012,1970.3401222229004,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:4)_C18:2,DAG,2246.5801734924316,2229.420166015625,2239.1801567077637,2196.1801528930664,2177.3001441955566,2233.1401443481445,2482.4601707458496,2291.520149230957,2384.1801567077637,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:5)_C16:0,DAG,1823.4001274108887,1974.2601470947266,1877.5601196289062,1893.980136871338,1815.1601219177246,2062.5401344299316,1775.5401344299316,1874.740135192871,2055.360153198242,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:5)_C16:1,DAG,2024.0401344299316,1999.6801376342773,1919.64013671875,2051.660140991211,1967.1201210021973,1950.9601364135742,2012.0801391601562,1941.5601272583008,1978.1401329040527,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:5)_C18:0,DAG,1711.6201171875,1857.7201194763184,1816.4601287841797,1779.8601150512695,1812.3201293945312,1881.480125427246,1707.2601356506348,1749.7801246643066,1847.4001235961914,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:5)_C18:1,DAG,1959.1601448059082,1974.4801597595215,2279.640151977539,1923.8401336669922,1988.980136871338,2033.820140838623,1903.9201202392578,1926.2201347351074,1964.0601387023926,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:5)_C18:2,DAG,2128.4001502990723,2201.2001571655273,2341.980155944824,2209.9801635742188,2141.5201454162598,2262.400157928467,2172.7001571655273,2304.320167541504,2510.6201705932617,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:6)_C16:0,DAG,3157.5002212524414,4650.500316619873,3021.7402114868164,3132.8602409362793,2498.680191040039,3914.220245361328,3009.000213623047,2411.120162963867,3974.80029296875,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:6)_C16:1,DAG,1954.520133972168,1967.4401321411133,1945.8201332092285,1956.2401390075684,1990.1201438903809,2018.9401359558105,1931.4001388549805,1980.2401313781738,1995.3401489257812,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:6)_C18:0,DAG,2151.860149383545,2073.460147857666,2271.7801551818848,2368.6401596069336,2250.9401626586914,2480.260185241699,2188.580135345459,1892.7001266479492,2233.20015335083,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:6)_C18:1,DAG,2027.3001441955566,1990.0801467895508,2075.0801391601562,1905.320125579834,1910.6601486206055,1944.4201316833496,1982.6401176452637,1945.0401344299316,1989.980136871338,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
DG(44:6)_C18:2,DAG,2121.5401611328125,2206.840133666992,2165.3001441955566,2228.8401489257812,2297.18017578125,2306.880157470703,2179.6801528930664,2255.9801597595215,2412.460178375244,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:7),DG(43:0)_C16:1",DAG,1978.280128479004,2101.1801261901855,2086.3801345825195,2066.14013671875,1975.380142211914,2114.7601432800293,1999.5201377868652,1989.4401359558105,2196.12015914917,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:7),DG(43:0)_C18:1",DAG,2099.4001541137695,2171.9201583862305,2673.2601890563965,2111.1601371765137,2170.58016204834,2287.700168609619,2151.6401405334473,2071.8201446533203,2096.5001487731934,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:7),DG(43:0)_C18:2",DAG,2163.0201568603516,2171.5201416015625,2180.7201538085938,2261.9201583862305,2208.66015625,2258.20015335083,2245.4201622009277,2173.520133972168,2177.800151824951,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:8),DG(43:1)_C18:2",DAG,2169.4201622009277,2161.7401428222656,2251.960178375244,2171.6801414489746,2104.74015045166,2295.360153198242,2177.8401489257812,2507.200183868408,2305.3801498413086,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:9),DG(43:2)_C16:0",DAG,1800.0401229858398,1779.08012008667,1827.5601196289062,1926.5801315307617,1831.8201065063477,1846.4801445007324,1885.140121459961,1860.760139465332,1913.380126953125,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:9),DG(43:2)_C16:1",DAG,1947.3601341247559,2018.300136566162,1962.8401412963867,1930.1201438903809,2242.2001571655273,1960.780128479004,2060.180149078369,2127.9401512145996,2038.2001304626465,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:9),DG(43:2)_C18:0",DAG,1760.9401206970215,1764.4401168823242,1789.520107269287,1815.5801315307617,1794.2001266479492,1857.3401184082031,1806.6401252746582,1820.640121459961,1773.2201309204102,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:9),DG(43:2)_C18:1",DAG,1979.8601303100586,2069.660144805908,2620.0801849365234,2122.6401557922363,2160.06014251709,2257.3801651000977,2031.6601371765137,2142.3601684570312,2026.9201393127441,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(44:9),DG(43:2)_C18:2",DAG,2285.240165710449,2368.2201805114746,2402.440185546875,2361.0401725769043,2295.0601654052734,2909.4402084350586,2598.4201889038086,2398.4001693725586,2327.3601570129395,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-38:8),DG(36:1)_C16:0",DAG,2033.6001434326172,2602.3001823425293,1958.5001373291016,1978.4201583862305,1902.0201416015625,2435.9201698303223,2287.360164642334,1944.0201377868652,2407.7601737976074,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-38:8),DG(36:1)_C16:1",DAG,2217.5801544189453,2242.4201698303223,2060.8601417541504,2469.1401863098145,2568.440174102783,2122.820152282715,2212.1201515197754,2349.6801719665527,2027.780128479004,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-38:8),DG(36:1)_C18:0",DAG,2379.4601821899414,4364.400321960449,3646.360294342041,3818.5403327941895,2675.1401863098145,3653.0202713012695,3670.0402183532715,5379.400424957275,2031.4201469421387,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-38:8),DG(36:1)_C18:1",DAG,3422.2402381896973,4378.960311889648,7300.940547943115,4728.800315856934,4812.100341796875,5530.800365447998,5973.840347290039,6656.260440826416,3831.0002365112305,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-38:8),DG(36:1)_C18:2",DAG,2249.9601554870605,2309.020164489746,2206.5801582336426,2564.4201889038086,2247.9601554870605,2356.6001625061035,2584.0001945495605,2446.7001609802246,2302.980178833008,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-38:9),DG(36:2)_C16:0",DAG,2576.100200653076,2967.7002296447754,2399.5601692199707,2452.960178375244,1966.2001266479492,2585.7001724243164,2384.0601768493652,2011.14013671875,2750.920192718506,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-38:9),DG(36:2)_C16:1",DAG,1884.7001266479492,2061.06014251709,1989.2801399230957,2055.0801391601562,2033.7801399230957,2225.7801628112793,2185.3001556396484,2091.60013961792,1938.3601341247559,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-38:9),DG(36:2)_C18:0",DAG,3570.30025100708,8257.54069519043,6791.000457763672,9710.04076385498,3697.420253753662,7793.24059677124,3380.6802673339844,6071.900413513184,1826.8601303100586,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-38:9),DG(36:2)_C18:1",DAG,16440.781002044678,16381.600708007812,45696.98342514038,27009.221702575684,30451.062252044678,36389.201679229736,47521.98304748535,74431.76643753052,2566.5601692199707,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-38:9),DG(36:2)_C18:2",DAG,5140.0003662109375,8825.380737304688,5744.400367736816,15203.341041564941,4564.96028137207,12154.120880126953,10342.120754241943,6458.100482940674,2931.0802040100098,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-40:9),DG(38:2)_C16:0",DAG,1768.2801208496094,1883.9001274108887,1772.280101776123,1758.6601333618164,1760.700122833252,2114.62015914917,1799.4001274108887,1749.4401206970215,1762.3001136779785,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-40:9),DG(38:2)_C16:1",DAG,1962.4601402282715,1992.000144958496,1941.040126800537,2057.860134124756,2010.3401336669922,2004.3401374816895,2112.1401329040527,1998.7801322937012,1938.220127105713,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-40:9),DG(38:2)_C18:0",DAG,2009.820156097412,2046.0401420593262,2096.1601638793945,2028.560146331787,2068.540138244629,2098.3201446533203,2044.460147857666,2310.3401641845703,2058.720146179199,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-40:9),DG(38:2)_C18:1",DAG,2347.200168609619,2588.560199737549,3786.720245361328,2786.8401947021484,2948.920207977295,3674.6602478027344,3173.7002029418945,4058.160316467285,2186.300148010254,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(O-40:9),DG(38:2)_C18:2",DAG,4911.30037689209,5442.260372161865,5013.060344696045,7890.780529022217,3250.1602325439453,6134.500370025635,4565.520309448242,4010.500289916992,2391.3401641845703,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(dO-38:9),DG(35:2)_C16:0",DAG,1832.1401443481445,1931.1601333618164,1853.6001205444336,1923.300136566162,1902.320140838623,1941.6001358032227,1860.9401321411133,1867.8401260375977,1910.2801208496094,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(dO-38:9),DG(35:2)_C16:1",DAG,1912.1001243591309,1941.9801406860352,1923.260124206543,2183.2801628112793,2014.420124053955,2100.0001373291016,2146.1601600646973,1980.0801162719727,1948.5601387023926,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(dO-38:9),DG(35:2)_C18:0",DAG,1860.3601188659668,1818.9401321411133,1855.4001197814941,1834.2401275634766,1791.2201232910156,1758.1001205444336,1858.9401397705078,1753.9401321411133,1816.800121307373,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(dO-38:9),DG(35:2)_C18:1",DAG,2129.200149536133,2076.2201538085938,3323.4402465820312,1993.2601432800293,2052.9001388549805,2481.4401817321777,2325.4601669311523,2646.440196990967,2033.2801322937012,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
"DG(dO-38:9),DG(35:2)_C18:2",DAG,3012.7001953125,2857.660213470459,2770.780200958252,3318.80020904541,2391.7601737976074,3390.580249786377,3238.220203399658,3013.6402282714844,2838.340190887451,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
FA(10:0) | FA(10:0),FA,88248.20629882812,82420.28540039062,111460.64929199219,85832.92517089844,67515.32446289062,80855.42498779297,109505.98779296875,116229.48846435547,67268.24438476562,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
FA(10:1),FA,116648.68771362305,99813.56726074219,105953.44757080078,89042.56677246094,103990.0673828125,99946.28674316406,125326.13012695312,131264.80932617188,79815.0859375,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
FA(10:2),FA,26745.462127685547,24388.561645507812,30802.442428588867,23065.181671142578,38880.742614746094,45716.18322753906,100209.92449951172,33512.92199707031,39247.883361816406,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
FA(10:3),FA,93024.26635742188,77798.08410644531,118147.09033203125,73790.24438476562,448292.4359741211,258328.71807861328,1036732.6171875,177112.41455078125,266581.8589477539,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
FA(10:4),FA,298908.40423583984,192507.7332763672,175061.4912109375,175669.69360351562,191963.97436523438,210315.4139404297,468548.9562988281,292890.2214355469,202643.0341796875,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
FA(10:5),FA,239458.7368774414,107412.94860839844,107089.66674804688,90361.40551757812,73817.38488769531,116977.80908203125,421090.4873046875,143976.310546875,124404.22937011719,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
FA(10:6),FA,179789.5322265625,160444.6512451172,278914.6790161133,219854.43798828125,194719.5323486328,325666.82385253906,255140.1973876953,178043.93212890625,106712.76696777344,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
FA(11:0),FA,57259.38488769531,51723.32385253906,60968.7841796875,51664.26385498047,72821.74487304688,72904.0251159668,61798.30432128906,60802.22399902344,54637.8837890625,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
FA(11:1),FA,100059.92810058594,93913.02575683594,106032.0482788086,113659.42877197266,247601.9580078125,222249.6961669922,132093.4903564453,119402.54858398438,101554.00646972656,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
FA(11:2),FA,179484.5948486328,118765.08911132812,113119.92749023438,90300.36669921875,555724.1142578125,572475.7993164062,289417.52001953125,147425.45080566406,151429.0498046875,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
FA(11:6),FA,902804.5,1193759.1435546875,1035535.2026367188,808200.0185546875,586481.6088867188,547208.0197753906,974622.1490478516,1182785.2758789062,610018.3891601562,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
FA(12:0),FA,123123.00854492188,121504.64929199219,114235.96789550781,98107.54718017578,68402.34436035156,74317.40588378906,103919.24731445312,116778.70776367188,63428.92449951172,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
FA(12:1),FA,257403.7783203125,249684.73901367188,238529.017578125,212987.31665039062,214311.83520507812,221596.89721679688,246214.87854003906,272827.5166015625,63947.4248046875,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
FA(12:2),FA,53299.364013671875,52305.64370727539,54341.54364013672,45624.683044433594,52090.92321777344,52394.263671875,53691.363677978516,49551.18359375,44023.34338378906,Group: D,Group: C,Group: D vs Group: C,4,4,Blank_Blank_Blank
