lipid,Class,Sample,Sum_Intensity,Brain_Region
DG(33:5)_C18:2,DAG,DOD94_F4,154598.05066680908,All
DG(33:5)_C18:2,DAG,FAD189_M2,155278.7507133484,All
DG(33:5)_C18:2,DAG,FAD189_M3,164412.8514175415,All
DG(33:5)_C18:2,DAG,FAD184_F3,156984.37107086182,All
DG(33:5)_C18:2,DAG,FAD185_M1,155398.03103637695,All
DG(33:5)_C18:2,DAG,DOD94_F3,156948.83145141602,All
DG(33:5)_C18:2,DAG,FAD185_M4,152893.59006881714,All
DG(33:5)_C18:2,DAG,FAD189_M1,155738.85121536255,All
DG(33:5)_C18:2,DAG,FAD184_F4,156801.79121398926,All
DG(33:5)_C18:2,DAG,DOD93_F4,157284.37101745605,All
DG(33:5)_C18:2,DAG,Blank_Blank,188964.8133544922,All
DG(33:5)_C18:2,DAG,FAD185_M3,156930.791431427,All
DG(40:9)|DG(39:2)_C18:2,DAG,DOD94_F4,851344.2206382751,All
DG(40:9)|DG(39:2)_C18:2,DAG,FAD189_M2,876260.981803894,All
DG(40:9)|DG(39:2)_C18:2,DAG,FAD189_M3,873523.8393478394,All
DG(40:9)|DG(39:2)_C18:2,DAG,FAD184_F3,883729.3215637207,All
DG(40:9)|DG(39:2)_C18:2,DAG,FAD185_M1,849518.0804519653,All
DG(40:9)|DG(39:2)_C18:2,DAG,DOD94_F3,861499.9026756287,All
DG(40:9)|DG(39:2)_C18:2,DAG,FAD185_M4,841007.2187919617,All
DG(40:9)|DG(39:2)_C18:2,DAG,FAD189_M1,844426.7985115051,All
DG(40:9)|DG(39:2)_C18:2,DAG,FAD184_F4,865115.2012519836,All
DG(40:9)|DG(39:2)_C18:2,DAG,DOD93_F4,854575.9802665713,All
DG(40:9)|DG(39:2)_C18:2,DAG,Blank_Blank,1301604.3422851562,All
DG(40:9)|DG(39:2)_C18:2,DAG,FAD185_M3,861216.6201400757,All
DG(42:4)_C18:1,DAG,DOD94_F4,220218.295879364,All
DG(42:4)_C18:1,DAG,FAD189_M2,217721.75574493408,All
DG(42:4)_C18:1,DAG,FAD189_M3,222019.27504348755,All
DG(42:4)_C18:1,DAG,FAD184_F3,222322.71514892578,All
DG(42:4)_C18:1,DAG,FAD185_M1,229798.35623931885,All
DG(42:4)_C18:1,DAG,DOD94_F3,227173.61587142944,All
DG(42:4)_C18:1,DAG,FAD185_M4,215657.09592056274,All
DG(42:4)_C18:1,DAG,FAD189_M1,225329.69569015503,All
DG(42:4)_C18:1,DAG,FAD184_F4,228603.69592666626,All
DG(42:4)_C18:1,DAG,DOD93_F4,212959.534866333,All
DG(42:4)_C18:1,DAG,Blank_Blank,237418.49829101565,All
DG(42:4)_C18:1,DAG,FAD185_M3,222554.87601470947,All
PC(34:4)|PC(O-35:4),PC,DOD94_F4,142533049.00097656,All
PC(34:4)|PC(O-35:4),PC,FAD189_M2,221096547.77441406,All
PC(34:4)|PC(O-35:4),PC,FAD189_M3,114741492.18432617,All
PC(34:4)|PC(O-35:4),PC,FAD184_F3,144463122.7224121,All
PC(34:4)|PC(O-35:4),PC,FAD185_M1,288959250.77685547,All
PC(34:4)|PC(O-35:4),PC,DOD94_F3,168806229.41589355,All
PC(34:4)|PC(O-35:4),PC,FAD185_M4,144704773.0246582,All
PC(34:4)|PC(O-35:4),PC,FAD189_M1,428600786.15722656,All
PC(34:4)|PC(O-35:4),PC,FAD184_F4,153520873.95361328,All
PC(34:4)|PC(O-35:4),PC,DOD93_F4,159330026.17138672,All
PC(34:4)|PC(O-35:4),PC,Blank_Blank,1489924.7265625,All
PC(34:4)|PC(O-35:4),PC,FAD185_M3,303616844.75927734,All
Cer(d18:1/12:0),Cer,DOD94_F4,6578.100475311279,All
Cer(d18:1/12:0),Cer,FAD189_M2,6183.700435638428,All
Cer(d18:1/12:0),Cer,FAD189_M3,7151.600528717041,All
Cer(d18:1/12:0),Cer,FAD184_F3,6527.640460968018,All
Cer(d18:1/12:0),Cer,FAD185_M1,6529.340461730957,All
Cer(d18:1/12:0),Cer,DOD94_F3,6310.200443267822,All
Cer(d18:1/12:0),Cer,FAD185_M4,6420.160461425781,All
Cer(d18:1/12:0),Cer,FAD189_M1,6862.560497283936,All
Cer(d18:1/12:0),Cer,FAD184_F4,6542.320461273193,All
Cer(d18:1/12:0),Cer,DOD93_F4,6234.940444946289,All
Cer(d18:1/12:0),Cer,Blank_Blank,7010.400497436523,All
Cer(d18:1/12:0),Cer,FAD185_M3,6579.360458374023,All
DG(39:6)_C18:2,DAG,DOD94_F4,155227.91091918945,All
DG(39:6)_C18:2,DAG,FAD189_M2,166277.37148666382,All
DG(39:6)_C18:2,DAG,FAD189_M3,161439.35131072998,All
DG(39:6)_C18:2,DAG,FAD184_F3,163276.01121520996,All
DG(39:6)_C18:2,DAG,FAD185_M1,154763.2305984497,All
DG(39:6)_C18:2,DAG,DOD94_F3,155056.37128448486,All
DG(39:6)_C18:2,DAG,FAD185_M4,159717.2910003662,All
DG(39:6)_C18:2,DAG,FAD189_M1,154766.2908782959,All
DG(39:6)_C18:2,DAG,FAD184_F4,158959.85146331787,All
DG(39:6)_C18:2,DAG,DOD93_F4,159759.1114654541,All
DG(39:6)_C18:2,DAG,Blank_Blank,170989.37365722656,All
DG(39:6)_C18:2,DAG,FAD185_M3,156306.97093963623,All
DG(44:7)|DG(43:0)_C18:1,DAG,DOD94_F4,353613.8839225769,All
DG(44:7)|DG(43:0)_C18:1,DAG,FAD189_M2,368468.52669143677,All
DG(44:7)|DG(43:0)_C18:1,DAG,FAD189_M3,372181.7456741333,All
DG(44:7)|DG(43:0)_C18:1,DAG,FAD184_F3,370003.3653831482,All
DG(44:7)|DG(43:0)_C18:1,DAG,FAD185_M1,365990.1263618469,All
DG(44:7)|DG(43:0)_C18:1,DAG,DOD94_F3,361465.366191864,All
DG(44:7)|DG(43:0)_C18:1,DAG,FAD185_M4,365164.04623031616,All
DG(44:7)|DG(43:0)_C18:1,DAG,FAD189_M1,374230.5266532898,All
DG(44:7)|DG(43:0)_C18:1,DAG,FAD184_F4,375475.2662086487,All
DG(44:7)|DG(43:0)_C18:1,DAG,DOD93_F4,357607.16508102417,All
DG(44:7)|DG(43:0)_C18:1,DAG,Blank_Blank,385975.8694458008,All
DG(44:7)|DG(43:0)_C18:1,DAG,FAD185_M3,374690.5665168762,All
DG(34:2)_C18:1,DAG,DOD94_F4,287335.43991851807,All
DG(34:2)_C18:1,DAG,FAD189_M2,287988.0207481384,All
DG(34:2)_C18:1,DAG,FAD189_M3,286868.84059143066,All
DG(34:2)_C18:1,DAG,FAD184_F3,291203.1000061035,All
DG(34:2)_C18:1,DAG,FAD185_M1,288623.60062789917,All
DG(34:2)_C18:1,DAG,DOD94_F3,300565.62102890015,All
DG(34:2)_C18:1,DAG,FAD185_M4,297944.74144363403,All
DG(34:2)_C18:1,DAG,FAD189_M1,285349.78018951416,All
DG(34:2)_C18:1,DAG,FAD184_F4,287041.98009109497,All
DG(34:2)_C18:1,DAG,DOD93_F4,295560.68085861206,All
DG(34:2)_C18:1,DAG,Blank_Blank,752819.5712890624,All
DG(34:2)_C18:1,DAG,FAD185_M3,291122.4401779175,All
DG(40:10)|DG(39:3)_C18:2,DAG,DOD94_F4,248361.09797286987,All
DG(40:10)|DG(39:3)_C18:2,DAG,FAD189_M2,243491.9373474121,All
DG(40:10)|DG(39:3)_C18:2,DAG,FAD189_M3,248470.73797607422,All
DG(40:10)|DG(39:3)_C18:2,DAG,FAD184_F3,247704.9578552246,All
DG(40:10)|DG(39:3)_C18:2,DAG,FAD185_M1,242334.9570274353,All
DG(40:10)|DG(39:3)_C18:2,DAG,DOD94_F3,247242.5581932068,All
DG(40:10)|DG(39:3)_C18:2,DAG,FAD185_M4,246006.95834350586,All
DG(40:10)|DG(39:3)_C18:2,DAG,FAD189_M1,247068.93774032593,All
DG(40:10)|DG(39:3)_C18:2,DAG,FAD184_F4,251175.8576965332,All
DG(40:10)|DG(39:3)_C18:2,DAG,DOD93_F4,249560.0379447937,All
DG(40:10)|DG(39:3)_C18:2,DAG,Blank_Blank,306868.8234863281,All
DG(40:10)|DG(39:3)_C18:2,DAG,FAD185_M3,236696.41715621948,All
CE(17:1),CE,DOD94_F4,31456.382160186768,All
CE(17:1),CE,FAD189_M2,35129.302448272705,All
CE(17:1),CE,FAD189_M3,31720.562271118164,All
CE(17:1),CE,FAD184_F3,34896.942375183105,All
CE(17:1),CE,FAD185_M1,36016.76254653931,All
CE(17:1),CE,DOD94_F3,36763.302642822266,All
CE(17:1),CE,FAD185_M4,37319.6026802063,All
CE(17:1),CE,FAD189_M1,31764.362224578857,All
CE(17:1),CE,FAD184_F4,33713.222343444824,All
CE(17:1),CE,DOD93_F4,35536.80248641968,All
CE(17:1),CE,Blank_Blank,51686.323669433594,All
CE(17:1),CE,FAD185_M3,38448.54278945923,All
DG(35:6)_C18:2,DAG,DOD94_F4,138169.58964920044,All
DG(35:6)_C18:2,DAG,FAD189_M2,142352.05052566528,All
DG(35:6)_C18:2,DAG,FAD189_M3,142048.77042388916,All
DG(35:6)_C18:2,DAG,FAD184_F3,137880.16975021362,All
DG(35:6)_C18:2,DAG,FAD185_M1,138681.0698890686,All
DG(35:6)_C18:2,DAG,DOD94_F3,139499.0500717163,All
DG(35:6)_C18:2,DAG,FAD185_M4,130883.92914199829,All
DG(35:6)_C18:2,DAG,FAD189_M1,132402.12966537476,All
DG(35:6)_C18:2,DAG,FAD184_F4,140682.42974090576,All
DG(35:6)_C18:2,DAG,DOD93_F4,133948.24988937378,All
DG(35:6)_C18:2,DAG,Blank_Blank,145099.37060546875,All
DG(35:6)_C18:2,DAG,FAD185_M3,137764.12965011597,All
[TG(50:4)]_FA18:1,TAG,DOD94_F4,524693.9921569824,All
[TG(50:4)]_FA18:1,TAG,FAD189_M2,1200419.0881347656,All
[TG(50:4)]_FA18:1,TAG,FAD189_M3,787599.3374023438,All
[TG(50:4)]_FA18:1,TAG,FAD184_F3,491213.54013061523,All
[TG(50:4)]_FA18:1,TAG,FAD185_M1,922588.7052001953,All
[TG(50:4)]_FA18:1,TAG,DOD94_F3,433471.47232055664,All
[TG(50:4)]_FA18:1,TAG,FAD185_M4,1728300.3059387207,All
[TG(50:4)]_FA18:1,TAG,FAD189_M1,3097633.467224121,All
[TG(50:4)]_FA18:1,TAG,FAD184_F4,524843.9750366211,All
[TG(50:4)]_FA18:1,TAG,DOD93_F4,435468.36834716797,All
[TG(50:4)]_FA18:1,TAG,Blank_Blank,97487.76666259764,All
[TG(50:4)]_FA18:1,TAG,FAD185_M3,2045587.167388916,All
[TG(51:7)|TG(50:0)]_FA14:0,TAG,DOD94_F4,382015.38653564453,All
[TG(51:7)|TG(50:0)]_FA14:0,TAG,FAD189_M2,959471.9497070312,All
[TG(51:7)|TG(50:0)]_FA14:0,TAG,FAD189_M3,549592.4990234375,All
[TG(51:7)|TG(50:0)]_FA14:0,TAG,FAD184_F3,360027.28759765625,All
[TG(51:7)|TG(50:0)]_FA14:0,TAG,FAD185_M1,935895.5053100585,All
[TG(51:7)|TG(50:0)]_FA14:0,TAG,DOD94_F3,337161.7038574219,All
[TG(51:7)|TG(50:0)]_FA14:0,TAG,FAD185_M4,416597.3091430664,All
[TG(51:7)|TG(50:0)]_FA14:0,TAG,FAD189_M1,868449.3026123047,All
[TG(51:7)|TG(50:0)]_FA14:0,TAG,FAD184_F4,461396.8323364258,All
[TG(51:7)|TG(50:0)]_FA14:0,TAG,DOD93_F4,438186.89001464844,All
[TG(51:7)|TG(50:0)]_FA14:0,TAG,Blank_Blank,289968.4211425781,All
[TG(51:7)|TG(50:0)]_FA14:0,TAG,FAD185_M3,810012.8753662109,All
DG(40:5)_C18:1,DAG,DOD94_F4,114163.08796691895,All
DG(40:5)_C18:1,DAG,FAD189_M2,114580.86799621582,All
DG(40:5)_C18:1,DAG,FAD189_M3,120153.46880722046,All
DG(40:5)_C18:1,DAG,FAD184_F3,119069.66846466064,All
DG(40:5)_C18:1,DAG,FAD185_M1,118376.98807525635,All
DG(40:5)_C18:1,DAG,DOD94_F3,116306.22844314575,All
DG(40:5)_C18:1,DAG,FAD185_M4,113270.16785430908,All
DG(40:5)_C18:1,DAG,FAD189_M1,122541.18868637085,All
DG(40:5)_C18:1,DAG,FAD184_F4,117479.22822189331,All
DG(40:5)_C18:1,DAG,DOD93_F4,109989.24802017212,All
DG(40:5)_C18:1,DAG,Blank_Blank,116182.0080871582,All
DG(40:5)_C18:1,DAG,FAD185_M3,119514.68827819824,All
DG(42:10)|DG(41:3)_C18:1,DAG,DOD94_F4,230131.45684814453,All
DG(42:10)|DG(41:3)_C18:1,DAG,FAD189_M2,238269.87713623047,All
DG(42:10)|DG(41:3)_C18:1,DAG,FAD189_M3,243295.67721176147,All
DG(42:10)|DG(41:3)_C18:1,DAG,FAD184_F3,245154.05684280396,All
DG(42:10)|DG(41:3)_C18:1,DAG,FAD185_M1,245540.01764678955,All
DG(42:10)|DG(41:3)_C18:1,DAG,DOD94_F3,233882.61590576172,All
DG(42:10)|DG(41:3)_C18:1,DAG,FAD185_M4,237228.79685211182,All
DG(42:10)|DG(41:3)_C18:1,DAG,FAD189_M1,239056.8172454834,All
DG(42:10)|DG(41:3)_C18:1,DAG,FAD184_F4,239723.65687179565,All
DG(42:10)|DG(41:3)_C18:1,DAG,DOD93_F4,229117.63582611084,All
DG(42:10)|DG(41:3)_C18:1,DAG,Blank_Blank,254281.69885253906,All
DG(42:10)|DG(41:3)_C18:1,DAG,FAD185_M3,248499.8374633789,All
DG(44:6)_C18:1,DAG,DOD94_F4,184890.9525794983,All
DG(44:6)_C18:1,DAG,FAD189_M2,192624.15339279175,All
DG(44:6)_C18:1,DAG,FAD189_M3,195838.75407409668,All
DG(44:6)_C18:1,DAG,FAD184_F3,188037.91371917725,All
DG(44:6)_C18:1,DAG,FAD185_M1,189415.41332244873,All
DG(44:6)_C18:1,DAG,DOD94_F3,184202.65295791626,All
DG(44:6)_C18:1,DAG,FAD185_M4,188097.93324279785,All
DG(44:6)_C18:1,DAG,FAD189_M1,191561.29321289062,All
DG(44:6)_C18:1,DAG,FAD184_F4,197333.65453720093,All
DG(44:6)_C18:1,DAG,DOD93_F4,178235.43243026733,All
DG(44:6)_C18:1,DAG,Blank_Blank,197633.69465637207,All
DG(44:6)_C18:1,DAG,FAD185_M3,196040.41453933716,All
[TG(55:10)|TG(54:3)]_FA20:4,TAG,DOD94_F4,1184798.6198730469,All
[TG(55:10)|TG(54:3)]_FA20:4,TAG,FAD189_M2,1724178.9846191406,All
[TG(55:10)|TG(54:3)]_FA20:4,TAG,FAD189_M3,1010644.2490234375,All
[TG(55:10)|TG(54:3)]_FA20:4,TAG,FAD184_F3,820454.3778076172,All
[TG(55:10)|TG(54:3)]_FA20:4,TAG,FAD185_M1,1809879.522949219,All
[TG(55:10)|TG(54:3)]_FA20:4,TAG,DOD94_F3,827771.7971191406,All
[TG(55:10)|TG(54:3)]_FA20:4,TAG,FAD185_M4,1626632.4460449219,All
[TG(55:10)|TG(54:3)]_FA20:4,TAG,FAD189_M1,2272504.0146484375,All
[TG(55:10)|TG(54:3)]_FA20:4,TAG,FAD184_F4,927854.4636230469,All
[TG(55:10)|TG(54:3)]_FA20:4,TAG,DOD93_F4,1045871.4296875,All
[TG(55:10)|TG(54:3)]_FA20:4,TAG,Blank_Blank,654273.0078125,All
[TG(55:10)|TG(54:3)]_FA20:4,TAG,FAD185_M3,2559147.392578125,All
DG(42:11)|DG(41:4)_C18:2,DAG,DOD94_F4,282417.6389694214,All
DG(42:11)|DG(41:4)_C18:2,DAG,FAD189_M2,289220.90086746216,All
DG(42:11)|DG(41:4)_C18:2,DAG,FAD189_M3,283242.31938934326,All
DG(42:11)|DG(41:4)_C18:2,DAG,FAD184_F3,282703.26036453247,All
DG(42:11)|DG(41:4)_C18:2,DAG,FAD185_M1,278008.69985961914,All
DG(42:11)|DG(41:4)_C18:2,DAG,DOD94_F3,286354.24003219604,All
DG(42:11)|DG(41:4)_C18:2,DAG,FAD185_M4,279282.67917633057,All
DG(42:11)|DG(41:4)_C18:2,DAG,FAD189_M1,273432.67936706543,All
DG(42:11)|DG(41:4)_C18:2,DAG,FAD184_F4,277496.3801307678,All
DG(42:11)|DG(41:4)_C18:2,DAG,DOD93_F4,282676.4808807373,All
DG(42:11)|DG(41:4)_C18:2,DAG,Blank_Blank,329681.70068359375,All
DG(42:11)|DG(41:4)_C18:2,DAG,FAD185_M3,267393.6384315491,All
Cer(d18:1/30:0),Cer,DOD94_F4,6180.340465545654,All
Cer(d18:1/30:0),Cer,FAD189_M2,6815.840461730957,All
Cer(d18:1/30:0),Cer,FAD189_M3,6718.140464782715,All
Cer(d18:1/30:0),Cer,FAD184_F3,6800.140514373779,All
Cer(d18:1/30:0),Cer,FAD185_M1,7108.220516204834,All
Cer(d18:1/30:0),Cer,DOD94_F3,6389.580455780029,All
Cer(d18:1/30:0),Cer,FAD185_M4,6786.46044921875,All
Cer(d18:1/30:0),Cer,FAD189_M1,6876.560497283936,All
Cer(d18:1/30:0),Cer,FAD184_F4,6852.080490112305,All
Cer(d18:1/30:0),Cer,DOD93_F4,6372.740432739258,All
Cer(d18:1/30:0),Cer,Blank_Blank,6463.76042175293,All
Cer(d18:1/30:0),Cer,FAD185_M3,6744.380477905273,All
DG(31:2)|DG(P-14:0/18:1)_C18:2,DAG,DOD94_F4,198268.91369628906,All
DG(31:2)|DG(P-14:0/18:1)_C18:2,DAG,FAD189_M2,198876.55449295044,All
DG(31:2)|DG(P-14:0/18:1)_C18:2,DAG,FAD189_M3,201357.89464569092,All
DG(31:2)|DG(P-14:0/18:1)_C18:2,DAG,FAD184_F3,209474.11428833008,All
DG(31:2)|DG(P-14:0/18:1)_C18:2,DAG,FAD185_M1,203619.3346748352,All
DG(31:2)|DG(P-14:0/18:1)_C18:2,DAG,DOD94_F3,196757.594165802,All
DG(31:2)|DG(P-14:0/18:1)_C18:2,DAG,FAD185_M4,202112.25504684448,All
DG(31:2)|DG(P-14:0/18:1)_C18:2,DAG,FAD189_M1,201701.5943145752,All
DG(31:2)|DG(P-14:0/18:1)_C18:2,DAG,FAD184_F4,201838.5549507141,All
DG(31:2)|DG(P-14:0/18:1)_C18:2,DAG,DOD93_F4,199221.01405715942,All
DG(31:2)|DG(P-14:0/18:1)_C18:2,DAG,Blank_Blank,271446.740234375,All
DG(31:2)|DG(P-14:0/18:1)_C18:2,DAG,FAD185_M3,200509.79415130615,All
DG(41:6)_C16:1,DAG,DOD94_F4,30095098.80016327,All
DG(41:6)_C16:1,DAG,FAD189_M2,63269511.93436813,All
DG(41:6)_C16:1,DAG,FAD189_M3,20827084.859249115,All
DG(41:6)_C16:1,DAG,FAD184_F3,19790814.796512604,All
DG(41:6)_C16:1,DAG,FAD185_M1,52760184.92940903,All
DG(41:6)_C16:1,DAG,DOD94_F3,20055831.333847046,All
DG(41:6)_C16:1,DAG,FAD185_M4,22939718.85998535,All
DG(41:6)_C16:1,DAG,FAD189_M1,27206230.516498566,All
DG(41:6)_C16:1,DAG,FAD184_F4,38400187.189785,All
DG(41:6)_C16:1,DAG,DOD93_F4,42285403.75860977,All
DG(41:6)_C16:1,DAG,Blank_Blank,436449018.8378906,All
DG(41:6)_C16:1,DAG,FAD185_M3,33370597.381744385,All
[TG(54:7)|TG(53:0)]_FA22:5,TAG,DOD94_F4,1009740.6287231445,All
[TG(54:7)|TG(53:0)]_FA22:5,TAG,FAD189_M2,2073401.0968017578,All
[TG(54:7)|TG(53:0)]_FA22:5,TAG,FAD189_M3,1218939.6676635742,All
[TG(54:7)|TG(53:0)]_FA22:5,TAG,FAD184_F3,1033206.0921630859,All
[TG(54:7)|TG(53:0)]_FA22:5,TAG,FAD185_M1,1555345.078552246,All
[TG(54:7)|TG(53:0)]_FA22:5,TAG,DOD94_F3,754511.5515136719,All
[TG(54:7)|TG(53:0)]_FA22:5,TAG,FAD185_M4,1744441.4203491213,All
[TG(54:7)|TG(53:0)]_FA22:5,TAG,FAD189_M1,3278332.8178100586,All
[TG(54:7)|TG(53:0)]_FA22:5,TAG,FAD184_F4,964778.1770629883,All
[TG(54:7)|TG(53:0)]_FA22:5,TAG,DOD93_F4,895746.5394592285,All
[TG(54:7)|TG(53:0)]_FA22:5,TAG,Blank_Blank,155915.85052490237,All
[TG(54:7)|TG(53:0)]_FA22:5,TAG,FAD185_M3,3097139.742980957,All
DG(34:3)_C18:2,DAG,DOD94_F4,318468.70350265503,All
DG(34:3)_C18:2,DAG,FAD189_M2,318121.0626678467,All
DG(34:3)_C18:2,DAG,FAD189_M3,312864.7225532532,All
DG(34:3)_C18:2,DAG,FAD184_F3,315682.9816055298,All
DG(34:3)_C18:2,DAG,FAD185_M1,305527.32166671753,All
DG(34:3)_C18:2,DAG,DOD94_F3,318807.6623573303,All
DG(34:3)_C18:2,DAG,FAD185_M4,322467.902053833,All
DG(34:3)_C18:2,DAG,FAD189_M1,312854.06212234497,All
DG(34:3)_C18:2,DAG,FAD184_F4,313959.24153900146,All
DG(34:3)_C18:2,DAG,DOD93_F4,312258.30210494995,All
DG(34:3)_C18:2,DAG,Blank_Blank,817177.416015625,All
DG(34:3)_C18:2,DAG,FAD185_M3,314537.9419403076,All
DG(36:8)|DG(35:1)_C16:1,DAG,DOD94_F4,8553597.75712967,All
DG(36:8)|DG(35:1)_C16:1,DAG,FAD189_M2,24511.801612854004,All
DG(36:8)|DG(35:1)_C16:1,DAG,FAD189_M3,22671.741691589352,All
DG(36:8)|DG(35:1)_C16:1,DAG,FAD184_F3,19407.661373138428,All
DG(36:8)|DG(35:1)_C16:1,DAG,FAD185_M1,11712.280834197998,All
DG(36:8)|DG(35:1)_C16:1,DAG,DOD94_F3,15200757.59809494,All
DG(36:8)|DG(35:1)_C16:1,DAG,FAD185_M4,436800.3093299866,All
DG(36:8)|DG(35:1)_C16:1,DAG,FAD189_M1,17861.581127166748,All
DG(36:8)|DG(35:1)_C16:1,DAG,FAD184_F4,11750.640850067139,All
DG(36:8)|DG(35:1)_C16:1,DAG,DOD93_F4,19315934.37979889,All
DG(36:8)|DG(35:1)_C16:1,DAG,Blank_Blank,189968397.20410156,All
DG(36:8)|DG(35:1)_C16:1,DAG,FAD185_M3,18250.66107940674,All
DG(40:6)|DG(dO-40:0)_C18:2,DAG,DOD94_F4,132135.48929977417,All
DG(40:6)|DG(dO-40:0)_C18:2,DAG,FAD189_M2,133096.8895072937,All
DG(40:6)|DG(dO-40:0)_C18:2,DAG,FAD189_M3,133553.48945999146,All
DG(40:6)|DG(dO-40:0)_C18:2,DAG,FAD184_F3,138234.79006958008,All
DG(40:6)|DG(dO-40:0)_C18:2,DAG,FAD185_M1,133818.7097015381,All
DG(40:6)|DG(dO-40:0)_C18:2,DAG,DOD94_F3,133706.80961227417,All
DG(40:6)|DG(dO-40:0)_C18:2,DAG,FAD185_M4,128780.40922546387,All
DG(40:6)|DG(dO-40:0)_C18:2,DAG,FAD189_M1,130982.66893386841,All
DG(40:6)|DG(dO-40:0)_C18:2,DAG,FAD184_F4,128260.56894683838,All
DG(40:6)|DG(dO-40:0)_C18:2,DAG,DOD93_F4,133015.28945922852,All
DG(40:6)|DG(dO-40:0)_C18:2,DAG,Blank_Blank,141665.53009033203,All
DG(40:6)|DG(dO-40:0)_C18:2,DAG,FAD185_M3,125728.72900772095,All
DG(34:4)|DG(dO-36:4)_C18:2,DAG,DOD94_F4,455276.252204895,All
DG(34:4)|DG(dO-36:4)_C18:2,DAG,FAD189_M2,446463.072013855,All
DG(34:4)|DG(dO-36:4)_C18:2,DAG,FAD189_M3,451122.7324523926,All
DG(34:4)|DG(dO-36:4)_C18:2,DAG,FAD184_F3,455948.4318847656,All
DG(34:4)|DG(dO-36:4)_C18:2,DAG,FAD185_M1,443467.13230514526,All
DG(34:4)|DG(dO-36:4)_C18:2,DAG,DOD94_F3,448145.23123168945,All
DG(34:4)|DG(dO-36:4)_C18:2,DAG,FAD185_M4,447875.0920410156,All
DG(34:4)|DG(dO-36:4)_C18:2,DAG,FAD189_M1,446092.41135787964,All
DG(34:4)|DG(dO-36:4)_C18:2,DAG,FAD184_F4,454562.45265960693,All
DG(34:4)|DG(dO-36:4)_C18:2,DAG,DOD93_F4,448282.95129776,All
DG(34:4)|DG(dO-36:4)_C18:2,DAG,Blank_Blank,2839367.0190429688,All
DG(34:4)|DG(dO-36:4)_C18:2,DAG,FAD185_M3,444564.8309173584,All
DG(34:5)_C18:2,DAG,DOD94_F4,185459.9334449768,All
DG(34:5)_C18:2,DAG,FAD189_M2,186132.67319107056,All
DG(34:5)_C18:2,DAG,FAD189_M3,181450.77280044556,All
DG(34:5)_C18:2,DAG,FAD184_F3,181907.93301391602,All
DG(34:5)_C18:2,DAG,FAD185_M1,174581.49179077148,All
DG(34:5)_C18:2,DAG,DOD94_F3,184771.8332939148,All
DG(34:5)_C18:2,DAG,FAD185_M4,181976.7325553894,All
DG(34:5)_C18:2,DAG,FAD189_M1,179899.03206253052,All
DG(34:5)_C18:2,DAG,FAD184_F4,187524.41315841675,All
DG(34:5)_C18:2,DAG,DOD93_F4,184446.11359786987,All
DG(34:5)_C18:2,DAG,Blank_Blank,208179.13452148435,All
DG(34:5)_C18:2,DAG,FAD185_M3,179768.05249404907,All
DG(42:10)|DG(41:3)_C18:2,DAG,DOD94_F4,390327.4481277466,All
DG(42:10)|DG(41:3)_C18:2,DAG,FAD189_M2,382424.5876045227,All
DG(42:10)|DG(41:3)_C18:2,DAG,FAD189_M3,391051.6075439453,All
DG(42:10)|DG(41:3)_C18:2,DAG,FAD184_F3,391701.30823135376,All
DG(42:10)|DG(41:3)_C18:2,DAG,FAD185_M1,371790.5063934326,All
DG(42:10)|DG(41:3)_C18:2,DAG,DOD94_F3,382012.68742752075,All
DG(42:10)|DG(41:3)_C18:2,DAG,FAD185_M4,382624.7466316223,All
DG(42:10)|DG(41:3)_C18:2,DAG,FAD189_M1,382855.4059829712,All
DG(42:10)|DG(41:3)_C18:2,DAG,FAD184_F4,377992.4068069458,All
DG(42:10)|DG(41:3)_C18:2,DAG,DOD93_F4,386804.0867805481,All
DG(42:10)|DG(41:3)_C18:2,DAG,Blank_Blank,382172.109375,All
DG(42:10)|DG(41:3)_C18:2,DAG,FAD185_M3,373350.32694244385,All
DG(42:3)_C18:1,DAG,DOD94_F4,144274.2505378723,All
DG(42:3)_C18:1,DAG,FAD189_M2,142698.82997131348,All
DG(42:3)_C18:1,DAG,FAD189_M3,148466.9299583435,All
DG(42:3)_C18:1,DAG,FAD184_F3,144862.43005752563,All
DG(42:3)_C18:1,DAG,FAD185_M1,148995.25074768066,All
DG(42:3)_C18:1,DAG,DOD94_F3,139855.90980911255,All
DG(42:3)_C18:1,DAG,FAD185_M4,147793.21061325073,All
DG(42:3)_C18:1,DAG,FAD189_M1,145432.53020858765,All
DG(42:3)_C18:1,DAG,FAD184_F4,147269.51024627686,All
DG(42:3)_C18:1,DAG,DOD93_F4,135786.78951263428,All
DG(42:3)_C18:1,DAG,Blank_Blank,144025.29034423828,All
DG(42:3)_C18:1,DAG,FAD185_M3,151225.1307182312,All
DG(42:8)|DG(41:1)_C18:2,DAG,DOD94_F4,453967.4105949402,All
DG(42:8)|DG(41:1)_C18:2,DAG,FAD189_M2,458065.3127746582,All
DG(42:8)|DG(41:1)_C18:2,DAG,FAD189_M3,462515.9726409912,All
DG(42:8)|DG(41:1)_C18:2,DAG,FAD184_F3,464751.0917854309,All
DG(42:8)|DG(41:1)_C18:2,DAG,FAD185_M1,453516.812335968,All
DG(42:8)|DG(41:1)_C18:2,DAG,DOD94_F3,454454.39262390137,All
DG(42:8)|DG(41:1)_C18:2,DAG,FAD185_M4,450978.8918533325,All
