lipid,Class,Sample,Sum_Intensity
PE(34:0)|PE(O-35:0),PE,FAD189_M3,1290376.37109375
PE(34:0)|PE(O-35:0),PE,FAD184_F3,1501727.6964111328
PE(34:0)|PE(O-35:0),PE,FAD185_M1,2790282.5615234375
PE(34:0)|PE(O-35:0),PE,DOD94_F3,973335.2862548828
PE(34:0)|PE(O-35:0),PE,FAD185_M4,1082509.1778564453
PE(34:0)|PE(O-35:0),PE,FAD189_M1,3645191.4049072266
PE(34:0)|PE(O-35:0),PE,FAD184_F4,1234545.9654541016
PE(34:0)|PE(O-35:0),PE,DOD93_F4,1423208.21875
PE(34:0)|PE(O-35:0),PE,Blank_Blank,0.0
PE(34:0)|PE(O-35:0),PE,FAD185_M3,2503600.585205078
[TG(52:4)]_FA18:0,TAG,DOD94_F4,645016.2485656738
[TG(52:4)]_FA18:0,TAG,FAD189_M2,2401151.220977783
[TG(52:4)]_FA18:0,TAG,FAD189_M3,920620.9018249512
[TG(52:4)]_FA18:0,TAG,FAD184_F3,518720.41513061523
[TG(52:4)]_FA18:0,TAG,FAD185_M1,843304.8393859863
[TG(52:4)]_FA18:0,TAG,DOD94_F3,542192.1381835938
[TG(52:4)]_FA18:0,TAG,FAD185_M4,4714958.061645508
[TG(52:4)]_FA18:0,TAG,FAD189_M1,6938755.787536621
[TG(52:4)]_FA18:0,TAG,FAD184_F4,453483.47158813477
[TG(52:4)]_FA18:0,TAG,DOD93_F4,456028.6738586426
[TG(52:4)]_FA18:0,TAG,Blank_Blank,0.0
[TG(52:4)]_FA18:0,TAG,FAD185_M3,4450646.346191406
FA(46:0),FA,DOD94_F4,449693.4133415222
FA(46:0),FA,FAD189_M2,430715.553604126
FA(46:0),FA,FAD189_M3,364717.827835083
FA(46:0),FA,FAD184_F3,345951.4221191406
FA(46:0),FA,FAD185_M1,283217.4753303528
FA(46:0),FA,DOD94_F3,439785.8921394348
FA(46:0),FA,FAD185_M4,423292.5703086853
FA(46:0),FA,FAD189_M1,302679.78217315674
FA(46:0),FA,FAD184_F4,443871.27084350586
FA(46:0),FA,DOD93_F4,423956.49055480957
FA(46:0),FA,Blank_Blank,0.0
FA(46:0),FA,FAD185_M3,287413.58057403564
[TG(56:8)|TG(55:1)]_FA18:0,TAG,DOD94_F4,576777.8402099609
[TG(56:8)|TG(55:1)]_FA18:0,TAG,FAD189_M2,1843011.5595703125
[TG(56:8)|TG(55:1)]_FA18:0,TAG,FAD189_M3,978706.1036376953
[TG(56:8)|TG(55:1)]_FA18:0,TAG,FAD184_F3,677579.0090942383
[TG(56:8)|TG(55:1)]_FA18:0,TAG,FAD185_M1,1328567.6794433594
[TG(56:8)|TG(55:1)]_FA18:0,TAG,DOD94_F3,447210.0302734375
[TG(56:8)|TG(55:1)]_FA18:0,TAG,FAD185_M4,2620859.1240844727
[TG(56:8)|TG(55:1)]_FA18:0,TAG,FAD189_M1,3753951.4979248047
[TG(56:8)|TG(55:1)]_FA18:0,TAG,FAD184_F4,544355.2551879883
[TG(56:8)|TG(55:1)]_FA18:0,TAG,DOD93_F4,479634.95568847656
[TG(56:8)|TG(55:1)]_FA18:0,TAG,Blank_Blank,0.0
[TG(56:8)|TG(55:1)]_FA18:0,TAG,FAD185_M3,3725108.4739379883
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),PI,DOD94_F4,226928.03588867188
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),PI,FAD189_M2,541812.1790771484
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),PI,FAD189_M3,272049.5187072754
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),PI,FAD184_F3,198923.4741821289
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),PI,FAD185_M1,387305.98641967773
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),PI,DOD94_F3,202081.09378051758
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),PI,FAD185_M4,630358.7013549805
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),PI,FAD189_M1,1013861.6116790771
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),PI,FAD184_F4,209684.65451049805
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),PI,DOD93_F4,220403.85678100586
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),PI,Blank_Blank,0.0
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),PI,FAD185_M3,1013767.1278686523
FA(19:2),FA,DOD94_F4,7271250.413696289
FA(19:2),FA,FAD189_M2,3676374.191772461
FA(19:2),FA,FAD189_M3,2690321.0483398438
FA(19:2),FA,FAD184_F3,7255875.373535156
FA(19:2),FA,FAD185_M1,8191026.589233398
FA(19:2),FA,DOD94_F3,9883227.147827148
FA(19:2),FA,FAD185_M4,9009867.186035156
FA(19:2),FA,FAD189_M1,9961076.61352539
FA(19:2),FA,FAD184_F4,6602360.60559082
FA(19:2),FA,DOD93_F4,4097179.6889648438
FA(19:2),FA,Blank_Blank,0.0
FA(19:2),FA,FAD185_M3,7872905.566772461
[TG(59:12)|TG(58:5)]_FA22:6,TAG,DOD94_F4,635842.0252380371
[TG(59:12)|TG(58:5)]_FA22:6,TAG,FAD189_M2,1304846.870880127
[TG(59:12)|TG(58:5)]_FA22:6,TAG,FAD189_M3,837576.9211425781
[TG(59:12)|TG(58:5)]_FA22:6,TAG,FAD184_F3,586673.9226379395
[TG(59:12)|TG(58:5)]_FA22:6,TAG,FAD185_M1,1558801.4585266113
[TG(59:12)|TG(58:5)]_FA22:6,TAG,DOD94_F3,482512.51486206055
[TG(59:12)|TG(58:5)]_FA22:6,TAG,FAD185_M4,569226.582244873
[TG(59:12)|TG(58:5)]_FA22:6,TAG,FAD189_M1,1339926.9994812012
[TG(59:12)|TG(58:5)]_FA22:6,TAG,FAD184_F4,574209.9991760254
[TG(59:12)|TG(58:5)]_FA22:6,TAG,DOD93_F4,725067.4115905762
[TG(59:12)|TG(58:5)]_FA22:6,TAG,Blank_Blank,0.0
[TG(59:12)|TG(58:5)]_FA22:6,TAG,FAD185_M3,1279934.0580444336
DG(37:4)_C16:0,DAG,DOD94_F4,649873.824798584
DG(37:4)_C16:0,DAG,FAD189_M2,1038441.6324462891
DG(37:4)_C16:0,DAG,FAD189_M3,468312.97607803345
DG(37:4)_C16:0,DAG,FAD184_F3,319420.5840187073
DG(37:4)_C16:0,DAG,FAD185_M1,961216.6657714844
DG(37:4)_C16:0,DAG,DOD94_F3,466641.2145385742
DG(37:4)_C16:0,DAG,FAD185_M4,608143.7029724121
DG(37:4)_C16:0,DAG,FAD189_M1,745925.9891471863
DG(37:4)_C16:0,DAG,FAD184_F4,360140.20530700684
DG(37:4)_C16:0,DAG,DOD93_F4,647700.3491973877
DG(37:4)_C16:0,DAG,Blank_Blank,0.0
DG(37:4)_C16:0,DAG,FAD185_M3,702920.2691993712
[TG(57:10)|TG(56:3)]_FA16:1,TAG,DOD94_F4,297599.72079467773
[TG(57:10)|TG(56:3)]_FA16:1,TAG,FAD189_M2,892022.9005126953
[TG(57:10)|TG(56:3)]_FA16:1,TAG,FAD189_M3,581053.0207519531
[TG(57:10)|TG(56:3)]_FA16:1,TAG,FAD184_F3,330176.0036315918
[TG(57:10)|TG(56:3)]_FA16:1,TAG,FAD185_M1,1071849.932006836
[TG(57:10)|TG(56:3)]_FA16:1,TAG,DOD94_F3,257405.67874145508
[TG(57:10)|TG(56:3)]_FA16:1,TAG,FAD185_M4,610958.3017883301
[TG(57:10)|TG(56:3)]_FA16:1,TAG,FAD189_M1,1056515.6528930664
[TG(57:10)|TG(56:3)]_FA16:1,TAG,FAD184_F4,329456.9829711914
[TG(57:10)|TG(56:3)]_FA16:1,TAG,DOD93_F4,265749.53857421875
[TG(57:10)|TG(56:3)]_FA16:1,TAG,Blank_Blank,0.0
[TG(57:10)|TG(56:3)]_FA16:1,TAG,FAD185_M3,1093599.5201416016
[TG(52:4)]_FA20:4,TAG,DOD94_F4,15308892.437988281
[TG(52:4)]_FA20:4,TAG,FAD189_M2,20487915.639160156
[TG(52:4)]_FA20:4,TAG,FAD189_M3,9627563.5
[TG(52:4)]_FA20:4,TAG,FAD184_F3,5952800.422363281
[TG(52:4)]_FA20:4,TAG,FAD185_M1,25145744.43408203
[TG(52:4)]_FA20:4,TAG,DOD94_F3,6939478.2705078125
[TG(52:4)]_FA20:4,TAG,FAD185_M4,32418859.20361328
[TG(52:4)]_FA20:4,TAG,FAD189_M1,28408490.806152344
[TG(52:4)]_FA20:4,TAG,FAD184_F4,8396197.227539062
[TG(52:4)]_FA20:4,TAG,DOD93_F4,8743961.403808594
[TG(52:4)]_FA20:4,TAG,Blank_Blank,0.0
[TG(52:4)]_FA20:4,TAG,FAD185_M3,35958479.82421875
[TG(50:9)|TG(49:2)]_FA20:4,TAG,DOD94_F4,432196.1313171387
[TG(50:9)|TG(49:2)]_FA20:4,TAG,FAD189_M2,353847.18408203125
[TG(50:9)|TG(49:2)]_FA20:4,TAG,FAD189_M3,430874.3900756836
[TG(50:9)|TG(49:2)]_FA20:4,TAG,FAD184_F3,377527.5068664551
[TG(50:9)|TG(49:2)]_FA20:4,TAG,FAD185_M1,331186.4455871582
[TG(50:9)|TG(49:2)]_FA20:4,TAG,DOD94_F3,368319.0071411133
[TG(50:9)|TG(49:2)]_FA20:4,TAG,FAD185_M4,392458.98849487305
[TG(50:9)|TG(49:2)]_FA20:4,TAG,FAD189_M1,290566.36111450195
[TG(50:9)|TG(49:2)]_FA20:4,TAG,FAD184_F4,351397.6255493164
[TG(50:9)|TG(49:2)]_FA20:4,TAG,DOD93_F4,367758.36585998535
[TG(50:9)|TG(49:2)]_FA20:4,TAG,Blank_Blank,0.0
[TG(50:9)|TG(49:2)]_FA20:4,TAG,FAD185_M3,299603.0421142578
[TG(62:10)|TG(61:3)]_FA22:5,TAG,DOD94_F4,760969.3297729492
[TG(62:10)|TG(61:3)]_FA22:5,TAG,FAD189_M2,1223331.1481628418
[TG(62:10)|TG(61:3)]_FA22:5,TAG,FAD189_M3,657579.7264404297
[TG(62:10)|TG(61:3)]_FA22:5,TAG,FAD184_F3,583359.4808959961
[TG(62:10)|TG(61:3)]_FA22:5,TAG,FAD185_M1,1450677.3983764648
[TG(62:10)|TG(61:3)]_FA22:5,TAG,DOD94_F3,544270.4800109863
[TG(62:10)|TG(61:3)]_FA22:5,TAG,FAD185_M4,699614.572189331
[TG(62:10)|TG(61:3)]_FA22:5,TAG,FAD189_M1,1401107.0212402344
[TG(62:10)|TG(61:3)]_FA22:5,TAG,FAD184_F4,648910.2451171875
[TG(62:10)|TG(61:3)]_FA22:5,TAG,DOD93_F4,745786.9732666016
[TG(62:10)|TG(61:3)]_FA22:5,TAG,Blank_Blank,0.0
[TG(62:10)|TG(61:3)]_FA22:5,TAG,FAD185_M3,1409977.994567871
DG(36:5)_C16:0,DAG,DOD94_F4,591150.6205291748
DG(36:5)_C16:0,DAG,FAD189_M2,874179.2405853271
DG(36:5)_C16:0,DAG,FAD189_M3,367612.94522476196
DG(36:5)_C16:0,DAG,FAD184_F3,304772.14236831665
DG(36:5)_C16:0,DAG,FAD185_M1,637972.105506897
DG(36:5)_C16:0,DAG,DOD94_F3,442208.1896934509
DG(36:5)_C16:0,DAG,FAD185_M4,394785.96865844727
DG(36:5)_C16:0,DAG,FAD189_M1,494726.8318557739
DG(36:5)_C16:0,DAG,FAD184_F4,304195.7399177551
DG(36:5)_C16:0,DAG,DOD93_F4,759210.4129905701
DG(36:5)_C16:0,DAG,Blank_Blank,0.0
DG(36:5)_C16:0,DAG,FAD185_M3,498830.0549812317
FA(11:0),FA,DOD94_F4,184817.87322998047
FA(11:0),FA,FAD189_M2,137649.48922729492
FA(11:0),FA,FAD189_M3,142329.80981445312
FA(11:0),FA,FAD184_F3,165986.09161376953
FA(11:0),FA,FAD185_M1,152564.9112854004
FA(11:0),FA,DOD94_F3,203159.85403442383
FA(11:0),FA,FAD185_M4,170962.11178588867
FA(11:0),FA,FAD189_M1,172059.01239013672
FA(11:0),FA,FAD184_F4,179448.79263305664
FA(11:0),FA,DOD93_F4,147971.03051757812
FA(11:0),FA,Blank_Blank,0.0
FA(11:0),FA,FAD185_M3,162249.99182128906
FA(32:0),FA,DOD94_F4,304255.6999359131
FA(32:0),FA,FAD189_M2,195191.35459136963
FA(32:0),FA,FAD189_M3,241645.14031219482
FA(32:0),FA,FAD184_F3,262615.6405944824
FA(32:0),FA,FAD185_M1,200793.8533782959
FA(32:0),FA,DOD94_F3,207687.4948348999
FA(32:0),FA,FAD185_M4,299919.8579940796
FA(32:0),FA,FAD189_M1,215925.07623291016
FA(32:0),FA,FAD184_F4,291315.2190322876
FA(32:0),FA,DOD93_F4,286029.799911499
FA(32:0),FA,Blank_Blank,0.0
FA(32:0),FA,FAD185_M3,192770.17420196533
[TG(52:4)]_FA18:2,TAG,DOD94_F4,34794591.420410156
[TG(52:4)]_FA18:2,TAG,FAD189_M2,125352149.36914062
[TG(52:4)]_FA18:2,TAG,FAD189_M3,43050678.57763672
[TG(52:4)]_FA18:2,TAG,FAD184_F3,13890753.725097656
[TG(52:4)]_FA18:2,TAG,FAD185_M1,44353198.89746094
[TG(52:4)]_FA18:2,TAG,DOD94_F3,15584382.835449219
[TG(52:4)]_FA18:2,TAG,FAD185_M4,313194330.0371094
[TG(52:4)]_FA18:2,TAG,FAD189_M1,336194165.18066406
[TG(52:4)]_FA18:2,TAG,FAD184_F4,11186543.910644531
[TG(52:4)]_FA18:2,TAG,DOD93_F4,10784233.173339844
[TG(52:4)]_FA18:2,TAG,Blank_Blank,0.0
[TG(52:4)]_FA18:2,TAG,FAD185_M3,296323819.12402344
[TG(58:10)|TG(57:3)]_FA16:0,TAG,DOD94_F4,192432.7529296875
[TG(58:10)|TG(57:3)]_FA16:0,TAG,FAD189_M2,383824.80712890625
[TG(58:10)|TG(57:3)]_FA16:0,TAG,FAD189_M3,191937.09344482422
[TG(58:10)|TG(57:3)]_FA16:0,TAG,FAD184_F3,168551.81161499023
[TG(58:10)|TG(57:3)]_FA16:0,TAG,FAD185_M1,452046.85165405273
[TG(58:10)|TG(57:3)]_FA16:0,TAG,DOD94_F3,167242.451461792
[TG(58:10)|TG(57:3)]_FA16:0,TAG,FAD185_M4,223101.89569091797
[TG(58:10)|TG(57:3)]_FA16:0,TAG,FAD189_M1,476250.41513061523
[TG(58:10)|TG(57:3)]_FA16:0,TAG,FAD184_F4,202277.5944519043
[TG(58:10)|TG(57:3)]_FA16:0,TAG,DOD93_F4,196528.69430541992
[TG(58:10)|TG(57:3)]_FA16:0,TAG,Blank_Blank,0.0
[TG(58:10)|TG(57:3)]_FA16:0,TAG,FAD185_M3,451724.7344055176
[TG(56:13)|TG(55:6)]_FA14:0,TAG,DOD94_F4,284668.14053344727
[TG(56:13)|TG(55:6)]_FA14:0,TAG,FAD189_M2,768326.6959838867
[TG(56:13)|TG(55:6)]_FA14:0,TAG,FAD189_M3,379417.7082519531
[TG(56:13)|TG(55:6)]_FA14:0,TAG,FAD184_F3,300021.0401611328
[TG(56:13)|TG(55:6)]_FA14:0,TAG,FAD185_M1,790422.9547729492
[TG(56:13)|TG(55:6)]_FA14:0,TAG,DOD94_F3,277750.84088134766
[TG(56:13)|TG(55:6)]_FA14:0,TAG,FAD185_M4,310931.6209716797
[TG(56:13)|TG(55:6)]_FA14:0,TAG,FAD189_M1,654569.3282470703
[TG(56:13)|TG(55:6)]_FA14:0,TAG,FAD184_F4,336630.301361084
[TG(56:13)|TG(55:6)]_FA14:0,TAG,DOD93_F4,354656.2227783203
[TG(56:13)|TG(55:6)]_FA14:0,TAG,Blank_Blank,0.0
[TG(56:13)|TG(55:6)]_FA14:0,TAG,FAD185_M3,763079.3735351562
PI(39:8)|PI(38:1)|PI(O-39:1)|PI(P-39:0),PI,DOD94_F4,408399.5083618164
PI(39:8)|PI(38:1)|PI(O-39:1)|PI(P-39:0),PI,FAD189_M2,792843.8962097168
PI(39:8)|PI(38:1)|PI(O-39:1)|PI(P-39:0),PI,FAD189_M3,433382.5517578125
PI(39:8)|PI(38:1)|PI(O-39:1)|PI(P-39:0),PI,FAD184_F3,292702.50115966797
PI(39:8)|PI(38:1)|PI(O-39:1)|PI(P-39:0),PI,FAD185_M1,789412.7744750977
PI(39:8)|PI(38:1)|PI(O-39:1)|PI(P-39:0),PI,DOD94_F3,297099.2006530762
PI(39:8)|PI(38:1)|PI(O-39:1)|PI(P-39:0),PI,FAD185_M4,647442.2442626953
PI(39:8)|PI(38:1)|PI(O-39:1)|PI(P-39:0),PI,FAD189_M1,1125786.3960876465
PI(39:8)|PI(38:1)|PI(O-39:1)|PI(P-39:0),PI,FAD184_F4,385715.4673461914
PI(39:8)|PI(38:1)|PI(O-39:1)|PI(P-39:0),PI,DOD93_F4,352643.98373413086
PI(39:8)|PI(38:1)|PI(O-39:1)|PI(P-39:0),PI,Blank_Blank,0.0
PI(39:8)|PI(38:1)|PI(O-39:1)|PI(P-39:0),PI,FAD185_M3,1086322.0981445312
PS(P-42:1),PS,DOD94_F4,641044.3076171875
PS(P-42:1),PS,FAD189_M2,1192838.8436279297
PS(P-42:1),PS,FAD189_M3,638847.6640129089
PS(P-42:1),PS,FAD184_F3,586042.5840034485
PS(P-42:1),PS,FAD185_M1,1248924.6828613281
PS(P-42:1),PS,DOD94_F3,631149.8231201172
PS(P-42:1),PS,FAD185_M4,687392.4674072266
PS(P-42:1),PS,FAD189_M1,1961512.7279052737
PS(P-42:1),PS,FAD184_F4,610858.7618484497
PS(P-42:1),PS,DOD93_F4,783812.9353027344
PS(P-42:1),PS,Blank_Blank,0.0
PS(P-42:1),PS,FAD185_M3,1319594.2974090576
[TG(48:3)]_FA18:1,TAG,DOD94_F4,384884.52783203125
[TG(48:3)]_FA18:1,TAG,FAD189_M2,735452.9146728516
[TG(48:3)]_FA18:1,TAG,FAD189_M3,504051.43688964844
[TG(48:3)]_FA18:1,TAG,FAD184_F3,297718.64251708984
[TG(48:3)]_FA18:1,TAG,FAD185_M1,522631.39639282227
[TG(48:3)]_FA18:1,TAG,DOD94_F3,300146.3205871582
[TG(48:3)]_FA18:1,TAG,FAD185_M4,774825.2154541016
[TG(48:3)]_FA18:1,TAG,FAD189_M1,1856392.5962219238
[TG(48:3)]_FA18:1,TAG,FAD184_F4,416270.98864746094
[TG(48:3)]_FA18:1,TAG,DOD93_F4,338184.34259033203
[TG(48:3)]_FA18:1,TAG,Blank_Blank,0.0
[TG(48:3)]_FA18:1,TAG,FAD185_M3,1329444.4016113281
[TG(50:3)]_FA18:3,TAG,DOD94_F4,20908709.521484375
[TG(50:3)]_FA18:3,TAG,FAD189_M2,28636363.150390625
[TG(50:3)]_FA18:3,TAG,FAD189_M3,15639159.349609375
[TG(50:3)]_FA18:3,TAG,FAD184_F3,10024039.520507812
[TG(50:3)]_FA18:3,TAG,FAD185_M1,40074452.95214844
[TG(50:3)]_FA18:3,TAG,DOD94_F3,11519138.083007812
[TG(50:3)]_FA18:3,TAG,FAD185_M4,34263057.98730469
[TG(50:3)]_FA18:3,TAG,FAD189_M1,34376054.47167969
[TG(50:3)]_FA18:3,TAG,FAD184_F4,15845168.805664062
[TG(50:3)]_FA18:3,TAG,DOD93_F4,14421472.344726562
[TG(50:3)]_FA18:3,TAG,Blank_Blank,0.0
[TG(50:3)]_FA18:3,TAG,FAD185_M3,48176060.24609375
[TG(51:9)|TG(50:2)]_FA16:1,TAG,DOD94_F4,17956757.71533203
[TG(51:9)|TG(50:2)]_FA16:1,TAG,FAD189_M2,24613863.262695312
[TG(51:9)|TG(50:2)]_FA16:1,TAG,FAD189_M3,11352926.576171875
[TG(51:9)|TG(50:2)]_FA16:1,TAG,FAD184_F3,6272101.835449219
[TG(51:9)|TG(50:2)]_FA16:1,TAG,FAD185_M1,31448786.73388672
[TG(51:9)|TG(50:2)]_FA16:1,TAG,DOD94_F3,7944172.2314453125
[TG(51:9)|TG(50:2)]_FA16:1,TAG,FAD185_M4,44194185.0703125
[TG(51:9)|TG(50:2)]_FA16:1,TAG,FAD189_M1,37406574.28857422
[TG(51:9)|TG(50:2)]_FA16:1,TAG,FAD184_F4,9570614.405761719
[TG(51:9)|TG(50:2)]_FA16:1,TAG,DOD93_F4,10044883.91015625
[TG(51:9)|TG(50:2)]_FA16:1,TAG,Blank_Blank,0.0
[TG(51:9)|TG(50:2)]_FA16:1,TAG,FAD185_M3,44832559.907714844
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),PE,DOD94_F4,794516.5576171875
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),PE,FAD189_M2,1837079.0310058594
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),PE,FAD189_M3,1113487.2557373047
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),PE,FAD184_F3,911041.2414550781
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),PE,FAD185_M1,2197574.569213867
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),PE,DOD94_F3,947306.7080078125
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),PE,FAD185_M4,964953.2884521484
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),PE,FAD189_M1,3432248.6518554688
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),PE,FAD184_F4,1097442.6580810547
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),PE,DOD93_F4,961018.1135253906
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),PE,Blank_Blank,0.0
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),PE,FAD185_M3,2439511.321533203
[TG(56:9)|TG(55:2)]_FA18:1,TAG,DOD94_F4,653847.7491455078
[TG(56:9)|TG(55:2)]_FA18:1,TAG,FAD189_M2,2008585.2577514648
[TG(56:9)|TG(55:2)]_FA18:1,TAG,FAD189_M3,1052235.9885253906
[TG(56:9)|TG(55:2)]_FA18:1,TAG,FAD184_F3,669924.6506347656
[TG(56:9)|TG(55:2)]_FA18:1,TAG,FAD185_M1,1374388.843322754
[TG(56:9)|TG(55:2)]_FA18:1,TAG,DOD94_F3,510023.97674560547
[TG(56:9)|TG(55:2)]_FA18:1,TAG,FAD185_M4,2723068.6224975586
[TG(56:9)|TG(55:2)]_FA18:1,TAG,FAD189_M1,3945224.371826172
[TG(56:9)|TG(55:2)]_FA18:1,TAG,FAD184_F4,653470.6259155273
[TG(56:9)|TG(55:2)]_FA18:1,TAG,DOD93_F4,535592.1169433594
[TG(56:9)|TG(55:2)]_FA18:1,TAG,Blank_Blank,0.0
[TG(56:9)|TG(55:2)]_FA18:1,TAG,FAD185_M3,3830153.875610351
PS(P-41:0),PS,DOD94_F4,684890.7097167969
PS(P-41:0),PS,FAD189_M2,1278736.0925292969
PS(P-41:0),PS,FAD189_M3,878090.3596725464
PS(P-41:0),PS,FAD184_F3,572197.4204292297
PS(P-41:0),PS,FAD185_M1,1372055.3739013672
PS(P-41:0),PS,DOD94_F3,551223.7404785156
PS(P-41:0),PS,FAD185_M4,764380.0521240234
PS(P-41:0),PS,FAD189_M1,1909646.4100341797
PS(P-41:0),PS,FAD184_F4,631657.7044830322
PS(P-41:0),PS,DOD93_F4,860551.3420410156
PS(P-41:0),PS,Blank_Blank,0.0
PS(P-41:0),PS,FAD185_M3,1393771.71484375
[TG(56:10)|TG(55:3)]_FA14:0,TAG,DOD94_F4,150108.11114501953
[TG(56:10)|TG(55:3)]_FA14:0,TAG,FAD189_M2,361709.9460449219
[TG(56:10)|TG(55:3)]_FA14:0,TAG,FAD189_M3,187288.6929321289
[TG(56:10)|TG(55:3)]_FA14:0,TAG,FAD184_F3,145889.35098266602
[TG(56:10)|TG(55:3)]_FA14:0,TAG,FAD185_M1,261541.83813476562
[TG(56:10)|TG(55:3)]_FA14:0,TAG,DOD94_F3,134964.44998168945
[TG(56:10)|TG(55:3)]_FA14:0,TAG,FAD185_M4,383483.8683166504
[TG(56:10)|TG(55:3)]_FA14:0,TAG,FAD189_M1,704281.0132141113
[TG(56:10)|TG(55:3)]_FA14:0,TAG,FAD184_F4,146061.35009765625
[TG(56:10)|TG(55:3)]_FA14:0,TAG,DOD93_F4,142301.86990356445
[TG(56:10)|TG(55:3)]_FA14:0,TAG,Blank_Blank,0.0
[TG(56:10)|TG(55:3)]_FA14:0,TAG,FAD185_M3,626137.5079956055
FA(17:4),FA,DOD94_F4,307123.36196899414
FA(17:4),FA,FAD189_M2,176902.87283325195
FA(17:4),FA,FAD189_M3,155985.05078125
FA(17:4),FA,FAD184_F3,344039.10440063477
FA(17:4),FA,FAD185_M1,533496.856842041
FA(17:4),FA,DOD94_F3,483372.2736816406
FA(17:4),FA,FAD185_M4,374087.40545654297
FA(17:4),FA,FAD189_M1,366163.2467651367
FA(17:4),FA,FAD184_F4,316243.0411071777
FA(17:4),FA,DOD93_F4,216936.71548461914
FA(17:4),FA,Blank_Blank,0.0
FA(17:4),FA,FAD185_M3,355197.76348876953
FA(10:4),FA,DOD94_F4,2708874.535522461
FA(10:4),FA,FAD189_M2,2160458.6528320312
FA(10:4),FA,FAD189_M3,2297321.289794922
FA(10:4),FA,FAD184_F3,2662665.799194336
FA(10:4),FA,FAD185_M1,2275803.4584960938
FA(10:4),FA,DOD94_F3,2714429.3494873047
FA(10:4),FA,FAD185_M4,2923124.7348632812
FA(10:4),FA,FAD189_M1,2526525.5009765625
FA(10:4),FA,FAD184_F4,2611960.041748047
FA(10:4),FA,DOD93_F4,2448612.1313476562
FA(10:4),FA,Blank_Blank,0.0
FA(10:4),FA,FAD185_M3,2420384.997314453
[TG(56:12)|TG(55:5)]_FA16:1,TAG,DOD94_F4,257446.29916381836
[TG(56:12)|TG(55:5)]_FA16:1,TAG,FAD189_M2,527172.8787841797
[TG(56:12)|TG(55:5)]_FA16:1,TAG,FAD189_M3,284167.47943115234
[TG(56:12)|TG(55:5)]_FA16:1,TAG,FAD184_F3,233766.27697753906
[TG(56:12)|TG(55:5)]_FA16:1,TAG,FAD185_M1,494533.0952758789
[TG(56:12)|TG(55:5)]_FA16:1,TAG,DOD94_F3,216240.97592163086
[TG(56:12)|TG(55:5)]_FA16:1,TAG,FAD185_M4,459410.45251464844
[TG(56:12)|TG(55:5)]_FA16:1,TAG,FAD189_M1,894918.6083984375
[TG(56:12)|TG(55:5)]_FA16:1,TAG,FAD184_F4,239827.31719970703
[TG(56:12)|TG(55:5)]_FA16:1,TAG,DOD93_F4,235661.15701293945
[TG(56:12)|TG(55:5)]_FA16:1,TAG,Blank_Blank,0.0
[TG(56:12)|TG(55:5)]_FA16:1,TAG,FAD185_M3,807356.7788696289
DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:1,DAG,DOD94_F4,127279.72943496704
DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:1,DAG,FAD189_M2,22029.221549987793
DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:1,DAG,FAD189_M3,14105.380981445312
DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:1,DAG,FAD184_F3,11585.540802001953
