,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Sample_ID,Transition,Match_Group,Lipid,Max_Intensity,Biology,Genotype,Cage,Mouse,Correct_RT,Combined_Group
211,349.2,183.0,7.61,7605.0,11162023_WT-m4-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,349.2 -> 183.0,517,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12",7605.0,cereb,WT,FAD263,m4,7.61,"cereb_FAD263_WT_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12"
212,309.1,183.0,7.59,7386.0,11162023_WT-m4-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,309.1 -> 183.0,265,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12,n-15",7386.0,cereb,WT,FAD263,m4,7.59,"cereb_FAD263_WT_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3,n-6,n-9,n-12,n-15"
213,311.3,183.0,9.13,2956.0,11162023_WT-m3-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,311.3 -> 183.0,303,8:0 / 12:1n-5 / ... / 18:1n-11,2956.0,cereb,WT,FAD263,m3,9.13,cereb_FAD263_WT_8:0 / 12:1n-5 / ... / 18:1n-11
214,425.4,183.0,7.87,884506.0,11162023_WT-m5-cereb-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3on_01,425.4 -> 183.0,1279,d2-16:0,884506.0,cereb,WT,FAD263,m5,7.87,cereb_FAD263_WT_d2-16:0
215,339.3,183.0,8.64,118175.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,490,"10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9",118175.0,cortex,5xFAD,FAD231,m1,8.64,"cortex_FAD231_5xFAD_10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9"
216,353.3,183.0,8.89,13903.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,574,11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7,13903.0,cortex,5xFAD,FAD231,m1,8.89,cortex_FAD231_5xFAD_11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7
217,367.3,183.0,5.11,5426.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,367.3 -> 183.0,700,"12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7",5426.0,cortex,5xFAD,FAD231,m1,5.11,"cortex_FAD231_5xFAD_12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7"
218,227.1,183.0,9.74,16445.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,227.1 -> 183.0,28,12:1n-11 / ... / 18:1n-17,16445.0,cortex,5xFAD,FAD231,m1,9.74,cortex_FAD231_5xFAD_12:1n-11 / ... / 18:1n-17
219,381.3,183.0,5.49,243122.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,826,13:0,243122.0,cortex,5xFAD,FAD231,m1,5.49,cortex_FAD231_5xFAD_13:0
220,395.3,183.0,6.23,11079005.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,952,"14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9",11079005.0,cortex,5xFAD,FAD231,m1,6.23,"cortex_FAD231_5xFAD_14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9"
221,393.4,183.0,5.41,126893.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,393.4 -> 183.0,910,14:1(9Z),126893.0,cortex,5xFAD,FAD231,m1,5.41,cortex_FAD231_5xFAD_14:1(9Z)
222,409.3,183.0,7.16,1578919.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,1120,15:0 / 17:1n-3 / 18:1n-4,1578919.0,cortex,5xFAD,FAD231,m1,7.16,cortex_FAD231_5xFAD_15:0 / 17:1n-3 / 18:1n-4
223,423.3,183.0,7.91,13872176.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,1246,16:0 / 24:1 (15Z)n-9 / 18:1n-3,13872176.0,cortex,5xFAD,FAD231,m1,7.91,cortex_FAD231_5xFAD_16:0 / 24:1 (15Z)n-9 / 18:1n-3
224,421.4,183.0,7.05,1233328.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,421.4 -> 183.0,1204,16:1,1233328.0,cortex,5xFAD,FAD231,m1,7.05,cortex_FAD231_5xFAD_16:1
225,437.4,183.0,9.02,2360794.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,1414,17:0 / 19:1n-3 / 20:1n-4,2360794.0,cortex,5xFAD,FAD231,m1,9.02,cortex_FAD231_5xFAD_17:0 / 19:1n-3 / 20:1n-4
226,435.4,183.0,7.85,162290.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,435.4 -> 183.0,1372,"17:1 / 22:2 (13Z,16Z)n-6",162290.0,cortex,5xFAD,FAD231,m1,7.85,"cortex_FAD231_5xFAD_17:1 / 22:2 (13Z,16Z)n-6"
227,451.4,183.0,9.71,13636949.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,1624,18:0 / 20:1n-3 / 21:1 n-4,13636949.0,cortex,5xFAD,FAD231,m1,9.71,cortex_FAD231_5xFAD_18:0 / 20:1n-3 / 21:1 n-4
228,449.4,183.0,8.63,834436.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,449.4 -> 183.0,1582,18:1,834436.0,cortex,5xFAD,FAD231,m1,8.63,cortex_FAD231_5xFAD_18:1
229,379.3,183.0,7.49,20865.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,379.3 -> 183.0,784,"18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6",20865.0,cortex,5xFAD,FAD231,m1,7.49,"cortex_FAD231_5xFAD_18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6"
230,447.4,183.0,7.49,98010.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,447.4 -> 183.0,1540,"18:2 / 20:3 (11Z,14Z,17Z)n-3",98010.0,cortex,5xFAD,FAD231,m1,7.49,"cortex_FAD231_5xFAD_18:2 / 20:3 (11Z,14Z,17Z)n-3"
231,445.4,183.0,6.54,2826.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,445.4 -> 183.0,1498,18:3,2826.0,cortex,5xFAD,FAD231,m1,6.54,cortex_FAD231_5xFAD_18:3
232,337.2,183.0,8.65,3082.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,337.2 -> 183.0,448,"18:3 (6Z,9Z,12Z))n-6,n-9",3082.0,cortex,5xFAD,FAD231,m1,8.65,"cortex_FAD231_5xFAD_18:3 (6Z,9Z,12Z))n-6,n-9"
233,297.2,183.0,7.04,47372.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,297.2 -> 183.0,238,"18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12",47372.0,cortex,5xFAD,FAD231,m1,7.04,"cortex_FAD231_5xFAD_18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12"
234,419.3,183.0,5.95,5446.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,419.3 -> 183.0,1162,"18:3 (9Z,12Z,15Z))n-3",5446.0,cortex,5xFAD,FAD231,m1,5.95,"cortex_FAD231_5xFAD_18:3 (9Z,12Z,15Z))n-3"
235,479.4,183.0,11.95,287822.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,479.4 -> 183.0,1918,20:0 / 21:1n-2 / 22:1n-3,287822.0,cortex,5xFAD,FAD231,m1,11.95,cortex_FAD231_5xFAD_20:0 / 21:1n-2 / 22:1n-3
236,477.4,183.0,10.49,6694.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,477.4 -> 183.0,1876,20:1,6694.0,cortex,5xFAD,FAD231,m1,10.49,cortex_FAD231_5xFAD_20:1
237,465.3,183.0,11.04,86067.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,465.3 -> 183.0,1666,20:1n-2 / 21:1n-3 / 22:1n-4..,86067.0,cortex,5xFAD,FAD231,m1,11.04,cortex_FAD231_5xFAD_20:1n-2 / 21:1n-3 / 22:1n-4..
238,475.4,183.0,9.45,7373.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,475.4 -> 183.0,1834,20:2,7373.0,cortex,5xFAD,FAD231,m1,9.45,cortex_FAD231_5xFAD_20:2
239,407.3,183.0,6.17,113551.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,407.3 -> 183.0,1078,"20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1",113551.0,cortex,5xFAD,FAD231,m1,6.17,"cortex_FAD231_5xFAD_20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1"
240,473.4,183.0,8.63,2511.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,473.4 -> 183.0,1792,20:3,2511.0,cortex,5xFAD,FAD231,m1,8.63,cortex_FAD231_5xFAD_20:3
241,325.2,183.0,8.71,25425.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,406,"20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10",25425.0,cortex,5xFAD,FAD231,m1,8.71,"cortex_FAD231_5xFAD_20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10"
242,471.4,183.0,7.55,5338.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,471.4 -> 183.0,1750,20:4,5338.0,cortex,5xFAD,FAD231,m1,7.55,cortex_FAD231_5xFAD_20:4
243,443.3,183.0,5.7,12130.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,443.3 -> 183.0,1456,"20:5 (5Z,8Z,11Z,14Z,17Z)n-3",12130.0,cortex,5xFAD,FAD231,m1,5.7,"cortex_FAD231_5xFAD_20:5 (5Z,8Z,11Z,14Z,17Z)n-3"
244,323.2,183.0,7.84,11227.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,323.2 -> 183.0,364,"20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9,n-12 / 20:4 (5Z,8Z,11Z,14Z)n-6,n-9,n-12",11227.0,cortex,5xFAD,FAD231,m1,7.84,"cortex_FAD231_5xFAD_20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9,n-12 / 20:4 (5Z,8Z,11Z,14Z)n-6,n-9,n-12"
245,493.4,183.0,13.08,3341.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,493.4 -> 183.0,1960,21:0 / 22:1n-2 / 23:1n-3,3341.0,cortex,5xFAD,FAD231,m1,13.08,cortex_FAD231_5xFAD_21:0 / 22:1n-2 / 23:1n-3
246,507.4,183.0,13.94,24475.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,507.4 -> 183.0,2128,22:0 / 23:1n-2 / 24:1n-3,24475.0,cortex,5xFAD,FAD231,m1,13.94,cortex_FAD231_5xFAD_22:0 / 23:1n-2 / 24:1n-3
247,505.4,183.0,12.37,2151.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,505.4 -> 183.0,2086,22:1,2151.0,cortex,5xFAD,FAD231,m1,12.37,cortex_FAD231_5xFAD_22:1
248,495.4,183.0,6.06,5686.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,495.4 -> 183.0,2002,22:6,5686.0,cortex,5xFAD,FAD231,m1,6.06,cortex_FAD231_5xFAD_22:6
249,469.4,183.0,5.88,122561.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,469.4 -> 183.0,1708,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5",122561.0,cortex,5xFAD,FAD231,m1,5.88,"cortex_FAD231_5xFAD_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5"
250,283.2,183.0,7.84,2562.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,283.2 -> 183.0,196,"6:0 / 20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9,n-12,n-15 / 20:4 (5Z,8Z,11Z,14Z)n-6,n-9,n-12,n-15 / 12:1n-7 / ... / 18:1n-13",2562.0,cortex,5xFAD,FAD231,m1,7.84,"cortex_FAD231_5xFAD_6:0 / 20:5 (5Z,8Z,11Z,14Z,17Z)n-3,n-6,n-9,n-12,n-15 / 20:4 (5Z,8Z,11Z,14Z)n-6,n-9,n-12,n-15 / 12:1n-7 / ... / 18:1n-13"
251,425.4,183.0,7.9,891862.0,11192023_5xFAD-m1-cortex-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3on_01,425.4 -> 183.0,1288,d2-16:0,891862.0,cortex,5xFAD,FAD231,m1,7.9,cortex_FAD231_5xFAD_d2-16:0
252,339.3,183.0,8.67,52297.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,464,"10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9",52297.0,cortex,WT,FAD245,m1,8.67,"cortex_FAD245_WT_10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9"
253,353.3,183.0,8.92,5345.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,548,11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7,5345.0,cortex,WT,FAD245,m1,8.92,cortex_FAD245_WT_11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7
254,227.1,183.0,9.84,12942.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,227.1 -> 183.0,2,12:1n-11 / ... / 18:1n-17,12942.0,cortex,WT,FAD245,m1,9.84,cortex_FAD245_WT_12:1n-11 / ... / 18:1n-17
255,381.3,183.0,5.27,29639.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,800,13:0,29639.0,cortex,WT,FAD245,m1,5.27,cortex_FAD245_WT_13:0
256,395.3,183.0,6.27,2676066.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,926,"14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9",2676066.0,cortex,WT,FAD245,m1,6.27,"cortex_FAD245_WT_14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9"
257,393.4,183.0,5.4,61246.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,393.4 -> 183.0,884,14:1(9Z),61246.0,cortex,WT,FAD245,m1,5.4,cortex_FAD245_WT_14:1(9Z)
258,409.3,183.0,7.19,371620.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,1094,15:0 / 17:1n-3 / 18:1n-4,371620.0,cortex,WT,FAD245,m1,7.19,cortex_FAD245_WT_15:0 / 17:1n-3 / 18:1n-4
259,423.3,183.0,7.98,11755041.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,1220,16:0 / 24:1 (15Z)n-9 / 18:1n-3,11755041.0,cortex,WT,FAD245,m1,7.98,cortex_FAD245_WT_16:0 / 24:1 (15Z)n-9 / 18:1n-3
260,421.4,183.0,7.06,384923.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,421.4 -> 183.0,1178,16:1,384923.0,cortex,WT,FAD245,m1,7.06,cortex_FAD245_WT_16:1
261,437.4,183.0,9.06,621203.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,1388,17:0 / 19:1n-3 / 20:1n-4,621203.0,cortex,WT,FAD245,m1,9.06,cortex_FAD245_WT_17:0 / 19:1n-3 / 20:1n-4
262,435.4,183.0,7.91,29276.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,435.4 -> 183.0,1346,"17:1 / 22:2 (13Z,16Z)n-6",29276.0,cortex,WT,FAD245,m1,7.91,"cortex_FAD245_WT_17:1 / 22:2 (13Z,16Z)n-6"
263,451.4,183.0,9.84,11142881.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,1598,18:0 / 20:1n-3 / 21:1 n-4,11142881.0,cortex,WT,FAD245,m1,9.84,cortex_FAD245_WT_18:0 / 20:1n-3 / 21:1 n-4
264,449.4,183.0,8.66,343502.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,449.4 -> 183.0,1556,18:1,343502.0,cortex,WT,FAD245,m1,8.66,cortex_FAD245_WT_18:1
265,379.3,183.0,7.51,8315.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,379.3 -> 183.0,758,"18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6",8315.0,cortex,WT,FAD245,m1,7.51,"cortex_FAD245_WT_18:2 (9Z,12Z)n-6 / 18:3 (9Z,12Z,15Z))n-3.n-6"
266,447.4,183.0,7.51,34281.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,447.4 -> 183.0,1514,"18:2 / 20:3 (11Z,14Z,17Z)n-3",34281.0,cortex,WT,FAD245,m1,7.51,"cortex_FAD245_WT_18:2 / 20:3 (11Z,14Z,17Z)n-3"
267,297.2,183.0,7.07,13187.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,297.2 -> 183.0,212,"18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12",13187.0,cortex,WT,FAD245,m1,7.07,"cortex_FAD245_WT_18:3 (6Z,9Z,12Z))n-6,n-9,n-12 / 12:1n-6 ... / 18:1n-12"
268,479.4,183.0,12.04,57781.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,479.4 -> 183.0,1892,20:0 / 21:1n-2 / 22:1n-3,57781.0,cortex,WT,FAD245,m1,12.04,cortex_FAD245_WT_20:0 / 21:1n-2 / 22:1n-3
269,465.3,183.0,11.09,17301.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,465.3 -> 183.0,1640,20:1n-2 / 21:1n-3 / 22:1n-4..,17301.0,cortex,WT,FAD245,m1,11.09,cortex_FAD245_WT_20:1n-2 / 21:1n-3 / 22:1n-4..
270,407.3,183.0,6.18,32508.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,407.3 -> 183.0,1052,"20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1",32508.0,cortex,WT,FAD245,m1,6.18,"cortex_FAD245_WT_20:2 (11Z,14Z)n-6 / 20:3 (11Z,14Z,17Z)n-3,n-6 / 15:1"
271,325.2,183.0,8.73,5518.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,380,"20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10",5518.0,cortex,WT,FAD245,m1,8.73,"cortex_FAD245_WT_20:3 (8Z,11Z,14Z)n-6,n-9,n-12 / 12:1n-4 / 13:1n-5 ... / 18:1n-10"
272,507.4,183.0,14.07,3016.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,507.4 -> 183.0,2102,22:0 / 23:1n-2 / 24:1n-3,3016.0,cortex,WT,FAD245,m1,14.07,cortex_FAD245_WT_22:0 / 23:1n-2 / 24:1n-3
273,495.4,183.0,6.07,4385.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,495.4 -> 183.0,1976,22:6,4385.0,cortex,WT,FAD245,m1,6.07,cortex_FAD245_WT_22:6
274,469.4,183.0,5.88,33547.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,469.4 -> 183.0,1682,"22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5",33547.0,cortex,WT,FAD245,m1,5.88,"cortex_FAD245_WT_22:6 (4Z,7Z,10Z,13Z,16Z,19Z)n-3)/20:5"
275,425.4,183.0,7.96,461814.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,425.4 -> 183.0,1262,d2-16:0,461814.0,cortex,WT,FAD245,m1,7.96,cortex_FAD245_WT_d2-16:0
276,339.3,183.0,8.65,48680.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,491,"10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9",48680.0,cortex,5xFAD,FAD249,m1,8.65,"cortex_FAD249_5xFAD_10:0 / 18:2 (9Z,12Z)n-6,n-9 / 14:1 (9Z)n-5 / 18:3 (9Z,12Z,15Z))n-3.n-6,n-9 / 16:1 (9Z)n-7 / 18:1(9Z)n-9"
277,353.3,183.0,8.89,5630.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,575,11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7,5630.0,cortex,5xFAD,FAD249,m1,8.89,cortex_FAD249_5xFAD_11:0 / 15:1 (10Z)n-5 / 17:1 (10Z)n-7
278,367.3,183.0,5.11,5774.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,367.3 -> 183.0,701,"12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7",5774.0,cortex,5xFAD,FAD249,m1,5.11,"cortex_FAD249_5xFAD_12:0 / 20:2 (11Z,14Z)n-6,n-9 / 20:3 (11Z,14Z,17Z)n-3,n-6,n-9 / 20:1 (11Z)n-9 / 18:1n-7"
279,227.1,183.0,9.77,15713.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,227.1 -> 183.0,29,12:1n-11 / ... / 18:1n-17,15713.0,cortex,5xFAD,FAD249,m1,9.77,cortex_FAD249_5xFAD_12:1n-11 / ... / 18:1n-17
280,381.3,183.0,5.49,295848.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,827,13:0,295848.0,cortex,5xFAD,FAD249,m1,5.49,cortex_FAD249_5xFAD_13:0
281,395.3,183.0,6.23,11747732.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,953,"14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9",11747732.0,cortex,5xFAD,FAD249,m1,6.23,"cortex_FAD249_5xFAD_14:0 / 22:2 (13Z,16Z)n-6,n-9 / 22:1 (13Z)n-9"
282,393.4,183.0,5.41,19906.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,393.4 -> 183.0,911,14:1(9Z),19906.0,cortex,5xFAD,FAD249,m1,5.41,cortex_FAD249_5xFAD_14:1(9Z)
283,409.3,183.0,7.16,1417042.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,1121,15:0 / 17:1n-3 / 18:1n-4,1417042.0,cortex,5xFAD,FAD249,m1,7.16,cortex_FAD249_5xFAD_15:0 / 17:1n-3 / 18:1n-4
284,423.3,183.0,7.94,13389948.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,1247,16:0 / 24:1 (15Z)n-9 / 18:1n-3,13389948.0,cortex,5xFAD,FAD249,m1,7.94,cortex_FAD249_5xFAD_16:0 / 24:1 (15Z)n-9 / 18:1n-3
285,421.4,183.0,7.06,89843.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,421.4 -> 183.0,1205,16:1,89843.0,cortex,5xFAD,FAD249,m1,7.06,cortex_FAD249_5xFAD_16:1
286,437.4,183.0,9.02,1872667.0,11192023_5xFAD-m1-cortex-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,1415,17:0 / 19:1n-3 / 20:1n-4,1872667.0,cortex,5xFAD,FAD249,m1,9.02,cortex_FAD249_5xFAD_17:0 / 19:1n-3 / 20:1n-4
