Lipid,Class,FAD173-5xFAD-M1liver,FAD131-5xFAD-M1liver,FAD131-5xFAD-M2liver,FAD131-5xFAD-M4liver,blank_033123,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PC(18:0),PC,53228.84371948242,50573.58380126953,48983.56411743164,33568.90252685547,21249.70135498047,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(18:3),PC,31206.941925048828,30305.62225341797,32480.882293701172,24420.061752319336,18658.28141784668,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(18:4),PC,23496.501586914062,22372.281509399414,24390.981842041016,18544.741271972656,16756.441131591797,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(19:0),PC,45588.48306274414,42561.323333740234,43641.283203125,28830.64208984375,24328.08187866211,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(19:1),PC,55890.76412963867,47072.92282104492,41448.02307128906,31583.462493896484,24533.381805419922,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(19:3),PC,63127.04406738281,53564.7434387207,49448.82342529297,35294.26281738281,30152.382202148438,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(20:0),PC,32886.921966552734,32376.622131347656,32804.92199707031,28829.202224731445,24404.80177307129,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(20:1),PC,27486.36199951172,26646.941986083984,28952.682037353516,23307.141830444336,20985.581451416016,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(20:2),PC,26787.82192993164,29005.361938476562,27422.12173461914,22731.061767578125,21963.86134338379,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(20:4),PC,23873.36181640625,22948.521560668945,24911.241455078125,20814.021514892578,21046.021438598633,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(20:5),PC,26959.661712646484,25352.281631469727,24461.62176513672,23004.361724853516,23286.021774291992,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(21:0),PC,51277.444244384766,49732.12268066406,51226.964263916016,48626.80416870117,42778.32290649414,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(22:0),PC,86064.646484375,86746.78637695312,90524.88586425781,83896.966796875,83234.08569335938,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(22:1),PC,87262.4072265625,84373.16577148438,86819.34582519531,84616.44592285156,80116.38586425781,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(22:2),PC,81250.92663574219,84696.28588867188,83519.88659667969,79111.98559570312,81952.60583496094,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(22:4),PC,90868.22644042969,100241.82800292969,105193.12817382812,93288.82604980469,84242.265625,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(22:6),PC,80763.60583496094,79389.1644897461,77078.36590576172,79669.16528320312,73656.36450195312,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(24:0),PC,37975.882873535156,38097.34246826172,36992.462310791016,39159.72265625,36393.44250488281,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(24:1),PC,36785.822692871094,42213.082763671875,34859.98220825195,34521.84243774414,37274.92248535156,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(2:0),PC,12127.560859680176,13993.620971679688,11845.520797729492,12731.240867614746,13208.980911254883,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(3:0),PC,11257.680755615234,11609.520874023438,10133.480697631836,11348.880859375,12706.040920257568,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(3:1),PC,14491.481048583984,13115.12094116211,14542.641036987305,14489.180923461914,13722.320892333984,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(4:0),PC,27421.46173095703,27664.502044677734,25498.54180908203,28285.442169189453,26465.342041015625,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(5:0),PC,50025.68341064453,50046.543395996094,51296.94354248047,49360.22344970703,48549.963439941406,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(6:0),PC,19614.46127319336,21043.361541748047,20860.6015625,22281.321533203125,20523.681518554688,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(7:0),PC,30037.86215209961,27453.94189453125,29633.2021484375,31644.082244873047,28356.3818359375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(8:0),PC,13375.520797729492,11644.760887145996,13857.160903930664,13042.561004638672,13271.840942382812,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PC(9:0),PC,16058.261123657227,16671.80140686035,15904.841094970703,18461.641311645508,17010.94107055664,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PE(12:0) | PE (12:0),PE,28665.582061767578,30140.3017578125,29878.902069091797,32467.902282714844,28808.782257080078,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(12:0) | PI (12:0),PI,16314.901275634766,16909.221221923828,15551.96109008789,15191.641143798828,14285.161010742188,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(12:0) | PI (12:0)_2,PI,14901.80126953125,15999.101165771484,15340.06118774414,14738.860931396484,14379.001037597656,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(13:0),PI,19089.06134033203,19936.341278076172,21189.321350097656,19102.401306152344,21017.381744384766,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(13:0)_2,PI,19077.061279296875,18867.681243896484,17762.261291503906,17829.981323242188,18529.46142578125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(14:0) | PI (14:0),PI,16895.461059570312,18794.021453857422,19606.821563720703,17754.821319580078,17193.10125732422,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(14:0) | PI (14:0)_2,PI,15699.721069335938,17274.821258544922,15812.041046142578,16989.92123413086,17477.161163330078,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(14:1),PI,57616.04333496094,53789.68359375,53123.04406738281,56951.36437988281,48773.06262207031,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(14:1)_2,PI,52864.323486328125,51154.44372558594,53032.28405761719,54794.643798828125,52452.34326171875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(15:0) | PIo (16:0),PI,107434.78759765625,109794.26806640625,109901.607421875,109166.228515625,107710.08837890625,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(15:0) | PIo (16:0)_2,PI,104154.98706054688,102738.54760742188,111630.34765625,108127.08715820312,103366.56616210938,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(15:1) | PIp (16:0),PI,22126.581420898438,21889.72149658203,21308.96142578125,23971.28173828125,22074.42169189453,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(15:1) | PIp (16:0)_2,PI,24253.68197631836,19853.9814453125,25286.821655273438,21791.421630859375,22607.641723632812,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(16:0) | PI (16:0),PI,961.2800636291504,1027.9000816345215,963.320068359375,990.4200744628906,960.6400680541992,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(16:0) | PI (16:0)_2,PI,997.9600563049316,1029.4400749206543,963.180061340332,1000.1800651550293,1036.9600677490234,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(16:1) | PI (16:1),PI,961.260066986084,973.1600761413574,962.820068359375,973.4800643920898,1035.3200607299805,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(16:1) | PI (16:1)_2,PI,1062.6400756835938,1065.2200775146484,1016.8200721740723,973.020076751709,960.2200546264648,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(17:0),PI,46418.72314453125,49811.743408203125,50865.343994140625,49420.983642578125,46808.38317871094,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(17:0)_2,PI,46763.56311035156,44216.963134765625,47668.20349121094,47400.223388671875,46027.94299316406,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(17:1) | PIp (18:0),PI,13067.02084350586,14677.201095581055,14547.1611328125,14375.70100402832,14180.700927734375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(17:1) | PIp (18:0)_2,PI,13460.380828857422,13955.44091796875,14558.121002197266,13706.761016845703,13110.700927734375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(17:2),PI,16898.061309814453,16365.14126586914,16550.241180419922,14941.961151123047,15529.421081542969,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(17:2)_2,PI,16424.80108642578,15403.0009765625,15293.581115722656,17454.9013671875,15240.901123046875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(18:0) | PI (18:0),PI,91441.14599609375,89305.88549804688,78315.96533203125,82041.34545898438,79321.80541992188,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(18:0) | PI (18:0)_2,PI,81198.7255859375,84001.24609375,79769.8056640625,85448.20703125,82759.0859375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(18:1) | PI (18:1),PI,17274.78125,17443.441162109375,18138.801391601562,17171.181243896484,17877.221282958984,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(18:1) | PI (18:1)_2,PI,16191.34130859375,16580.66131591797,17988.541229248047,16724.281188964844,16499.201232910156,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(18:2) | PI (18:2),PI,12196.500854492188,15273.040924072266,13204.880981445312,14009.22103881836,14657.921142578125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(18:2) | PI (18:2)_2,PI,13011.860900878906,15378.581146240234,14793.381118774414,14568.740997314453,14092.561065673828,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(18:3) | PI (18:3),PI,24997.961822509766,20905.38134765625,22073.90151977539,24121.161499023438,19682.261322021484,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(18:3) | PI (18:3)_2,PI,21686.30157470703,22256.561645507812,23158.04180908203,24932.52178955078,22687.101684570312,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(18:4) | PI (18:4),PI,14176.401092529297,14894.421081542969,15292.181091308594,15703.061004638672,14545.301055908203,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(18:4) | PI (18:4)_2,PI,13269.840942382812,14244.440826416016,13338.060943603516,13285.281005859375,13668.701049804688,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(20:0) | PI (20:0),PI,20921.061645507812,19826.261260986328,17678.581268310547,20962.641540527344,19888.461334228516,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(20:0) | PI (20:0)_2,PI,18632.881469726562,18624.261260986328,17643.221405029297,20170.801513671875,21025.72149658203,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(20:1),PI,25342.50177001953,27002.342041015625,28105.261962890625,27457.202026367188,28077.942260742188,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(20:1)_2,PI,27671.122131347656,25527.281799316406,24737.94171142578,25196.101776123047,26843.382080078125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(20:2) | PI (20:2),PI,13048.020736694336,12059.940902709961,10908.000671386719,12209.880767822266,11296.840850830078,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(20:2) | PI (20:2)_2,PI,11129.400802612305,11992.460723876953,13236.08090209961,11461.380874633789,12376.460845947266,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(20:3) | PI (20:3),PI,11755.620880126953,11999.700805664062,10471.880798339844,10986.380844116211,10874.480728149414,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(20:3) | PI (20:3)_2,PI,11220.920700073242,11502.520797729492,10116.52067565918,11093.340866088867,12087.660888671875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(20:4) | PI (20:4),PI,10762.380676269531,11303.420852661133,9672.380752563477,11610.960861206055,10952.20068359375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(20:4) | PI (20:4)_2,PI,10959.340744018555,10307.38069152832,9528.580688476562,11118.680786132812,10239.88070678711,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(20:5) | PI (20:5),PI,16373.601257324219,17607.681274414062,15544.461059570312,15107.321166992188,14888.56103515625,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(20:5) | PI (20:5)_2,PI,16199.14096069336,13921.881103515625,13429.060974121094,14850.280853271484,15139.541015625,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(21:0),PI,124601.30908203125,126703.009765625,119525.31005859375,123039.5087890625,127841.1083984375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(21:0)_2,PI,123065.3291015625,117681.62915039062,118738.01000976562,120671.74853515625,122093.12915039062,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(22:0) | PI (22:0),PI,21737.84164428711,24792.421630859375,22789.401428222656,21926.561462402344,21768.521606445312,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(22:0) | PI (22:0)_2,PI,22498.581787109375,21598.801483154297,20890.601440429688,21486.761474609375,19926.921508789062,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(22:1) | PI (22:1),PI,19524.04135131836,19243.581451416016,18055.281311035156,18447.161254882812,19898.761352539062,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(22:1) | PI (22:1)_2,PI,16798.201126098633,19166.401275634766,17855.161193847656,18379.841186523438,16878.98126220703,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(22:2) | PI (22:2),PI,11251.600814819336,9386.240585327148,10062.800796508789,9352.540649414062,10669.960754394531,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(22:2) | PI (22:2)_2,PI,8963.880554199219,9922.220687866211,9694.880714416504,9341.900680541992,9630.680648803711,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(22:4) | PI (22:4),PI,10371.200775146484,10050.240615844727,10205.260665893555,11269.280792236328,10181.200698852539,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(22:4) | PI (22:4)_2,PI,10717.060653686523,11481.760757446289,9658.000686645508,11295.760818481445,9344.00064086914,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(22:6) | PI (22:6),PI,22642.80145263672,21207.28143310547,21405.401428222656,23251.621643066406,22770.301635742188,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PI(22:6) | PI (22:6)_2,PI,20848.16162109375,19513.901336669922,20055.44140625,21338.62158203125,21792.721557617188,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(12:0) | PS (12:0),PS,26048.62171936035,28125.842163085938,28853.542114257812,26541.52182006836,27973.182037353516,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(13:0) | PS (12:0),PS,30392.242248535156,31121.102081298828,31529.702178955078,32464.062255859375,30760.222076416016,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(14:1) | PS (14:1),PS,279395.0400390625,278448.2626953125,285210.34033203125,284993.84033203125,285195.84033203125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(15:0) | PSo (16:0),PS,159170.59155273438,150249.3505859375,160264.59155273438,161238.93139648438,156899.03076171875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(16:1) | PS (16:1),PS,2068.980155944824,2147.080146789551,1966.4201393127441,1978.4201393127441,2009.8201446533203,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(17:0) | PSo (18:0),PS,249314.556640625,252658.478515625,252323.71630859375,256716.05859375,244776.83740234375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(17:1) | PSp (18:0),PS,32670.20233154297,31539.802185058594,28641.74201965332,30474.541961669922,31224.582153320312,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(17:2),PS,34839.50241088867,35792.32257080078,32494.982391357422,36017.162536621094,32618.082122802734,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(18:1) | PS (18:1),PS,33635.942443847656,34275.86260986328,33826.08264160156,32986.90216064453,34461.96253967285,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(18:2) | PS (18:2),PS,28347.922149658203,27993.48178100586,28187.1220703125,30067.922149658203,28235.86195373535,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(18:3) | PS (18:3),PS,27568.621780395508,30400.122268676758,29299.362106323242,29347.121994018555,29526.2421875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(18:4),PS,26964.881774902344,25503.581634521484,27396.241989135742,27158.001998901367,26705.56182861328,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(20:0) | PS (20:0),PS,31238.821975708008,32409.102264404297,32216.54214477539,33119.6623840332,33328.902282714844,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(20:1) | PS (20:1),PS,55830.804138183594,58424.784606933594,54855.14404296875,55191.08349609375,53067.94354248047,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(20:2) | PS (20:2),PS,26501.22203063965,24445.901824951172,31362.68212890625,22737.001495361328,26373.56187438965,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(20:3) | PS (20:3),PS,34005.68193054199,31431.822265625,40881.98254394531,30481.322143554688,26726.981842041016,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(20:4) | PS (20:4),PS,26786.921646118164,30914.702041625977,30446.962036132812,25454.641693115234,29201.342163085938,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(20:5) | PS (20:5),PS,44738.582946777344,50781.80355834961,51934.86364746094,44811.68356323242,43230.0029296875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(21:0),PS,75861.74560546875,80597.84545898438,80485.32604980469,80490.22619628906,80094.40588378906,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(22:0 | PS (22:0),PS,38324.38247680664,41415.722747802734,40468.043060302734,38984.822814941406,40394.162841796875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(22:1) | PS (22:1),PS,26223.442016601562,22600.981491088867,23900.921630859375,22694.741592407227,23610.16160583496,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(22:2) | PS (22:2),PS,26790.74183654785,23578.58172607422,27666.122039794922,24020.76155090332,25382.261611938477,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(22:4) | PS (22:4),PS,30807.98211669922,30843.242126464844,31029.922485351562,29661.92202758789,30939.84214782715,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
Lyso_PS(22:6) | PS (22:6),PS,40123.04275512695,39025.84265136719,41105.7428894043,39425.56286621094,39996.36276245117,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
O-arachidonoylcarnitine,CAR,441488.2314453125,348501.76611328125,384076.0673828125,360059.00390625,469505.3173828125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
O-behenoylcarnitine,CAR,224834.85488891602,181549.45281982422,197831.7540283203,194057.23443603516,215100.03482055664,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
"O-oleoylcarnitine, Elaidic carnitine",CAR,2574827.34375,1972617.470703125,2185124.79296875,2032419.55078125,2345177.5078125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",CAR,213471.9755859375,171398.95239257812,187777.2529296875,178034.07275390625,208605.2734375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (30:2),PC,31698.782440185547,33543.382415771484,38352.2626953125,27075.501739501953,22136.801544189453,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (32:0),PC,155206.69314575195,103570.56823730469,105829.28735351562,40026.24304199219,28955.102081298828,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (32:1),PC,134976.22970581055,94861.22717285156,105874.14836120605,37044.981994628906,26108.502044677734,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (32:4),PC,54504.0832824707,71370.96591186523,76943.78628540039,30708.141983032227,22856.921600341797,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (32:5),PC,39102.04248046875,51419.66384887695,56007.36268615723,27974.522186279297,20418.721557617188,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (34:0),PC,368829.1076660156,943320.0327148438,1015073.9608764648,147491.9864501953,33492.762451171875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (34:1),PC,656020.1268920898,536741.0807495117,1005576.8692016602,151608.24865722656,39142.102966308594,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (34:2),PC,647045.6148986816,935222.1762695312,982057.9860534668,140906.18795776367,40285.043029785156,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (34:3),PC,690556.8792724609,982939.9408569336,1013040.0764160156,156403.052734375,43825.38311767578,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PC (34:5),PC,607340.8925170898,859554.1729736328,874605.430480957,144593.35220336914,37548.38299560547,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
