Lipid,Class,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M3_Male_WT_cerebellum,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,6651.2405128479,8121.900547027588,8728.280662536621,9943.4807472229,8661.080646514893,9001.020645141602,13441.081062316895,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(42:10),DG(41:3)_C18:1",DAG,60156.50436782837,63644.96435165405,60687.08469772339,60536.68389129639,58630.5041847229,62583.66452789307,63570.424713134766,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(42:10),DG(41:3)_C18:2",DAG,92012.10681533813,94719.0873298645,94598.46649932861,99390.22742843628,100228.9669265747,96940.30749511719,95543.02734375,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(42:11),DG(41:4)_C16:0",DAG,3399003.5584716797,3356252.0782470703,2434769.2267456055,1656740.3498535156,1763908.9427490234,1158066.1940841675,44577926.87664795,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(42:11),DG(41:4)_C16:1",DAG,572378.6176757812,539694.3670654297,358151.606136322,113756.00875091553,267245.240234375,307846.06661224365,5291526.647857666,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(42:11),DG(41:4)_C18:0",DAG,59782.36462020874,38790.822719573975,62860.72426986694,40868.143058776855,53819.02378845215,47882.16334915161,631036.623046875,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(42:11),DG(41:4)_C18:1",DAG,42549.202812194824,39639.44278335571,39097.30291748047,38805.92282485962,38630.982734680176,40132.38311767578,104707.40788269043,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(42:11),DG(41:4)_C18:2",DAG,69754.485080719,65446.124629974365,70291.46486282349,74368.90565109253,73442.924659729,68810.26470565796,82420.42517089844,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:3)_C16:0,DAG,185016.19354248047,158777.89038085938,138396.59030151367,126594.22784423828,99545.26763916016,71260.48491287231,156402.83114624023,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:3)_C16:1,DAG,96224.5661277771,93729.62658691406,42695.26300430298,43410.48302078247,68943.34490966797,45529.68306732178,59932.74411010742,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:3)_C18:0,DAG,52788.48376464844,49336.583236694336,45386.663078308105,48432.003425598145,85804.24591445923,49045.70357513428,56848.683654785156,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:3)_C18:1,DAG,35645.98262023926,37416.2626991272,34891.62214279175,38607.38262176514,40115.74261856079,36403.28248977661,36006.32258605957,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:3)_C18:2,DAG,57002.00371551514,57428.16432571411,58076.764587402344,61500.744556427,60585.744441986084,58952.32421875,67089.76477050781,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:4)_C16:0,DAG,371940.06787109375,252150.79766845703,225118.93612670898,148248.6304321289,189983.9122314453,104773.42708969116,457082.35220336914,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:4)_C16:1,DAG,208775.97659301758,174149.29251098633,101701.10723876953,73438.00456237793,119165.78887939453,97380.1877746582,177833.6123046875,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:4)_C18:0,DAG,38385.64270019531,32387.78196334839,35258.982330322266,28874.38221359253,40508.10327529907,29215.48211669922,55958.244384765625,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:4)_C18:1,DAG,55740.963790893555,55585.004066467285,52249.34366607666,55773.80404663086,53034.64392852783,55958.263931274414,59354.624572753906,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:4)_C18:2,DAG,42139.2428817749,40891.563175201416,42886.98293685913,41363.64298248291,43908.763134002686,38533.04274749756,46555.90316772461,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:5)_C16:0,DAG,116551.408203125,118199.88882446289,111057.9476928711,101007.0269165039,91523.5269165039,67141.7446937561,93642.98718261719,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:5)_C16:1,DAG,511269.32431030273,318677.7789916992,263284.3984375,121068.32730484009,227628.7774658203,225156.51554870605,549545.1600952148,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:5)_C18:0,DAG,110554.60807800293,92957.62603759766,105032.04742050171,92549.40616607666,217621.03521728516,86208.7057762146,220075.6163330078,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:5)_C18:1,DAG,42270.06284713745,44566.20302581787,46170.663135528564,37752.66236114502,37545.88289260864,39038.20273208618,74268.72512817383,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:5)_C18:2,DAG,65646.1644897461,70810.98502731323,69448.26483535767,70589.64484786987,66304.44457244873,70468.2647857666,78459.80587768555,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:6)_C16:0,DAG,265564.5388183594,286305.04064941406,236631.5772705078,269559.07891845703,181801.43255615234,190069.13203811646,135611.22985839844,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:6)_C16:1,DAG,120614.52828979492,126779.28894042969,61393.04428100586,66165.62471008301,102111.4870300293,61667.84454345703,103017.44808959961,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:6)_C18:0,DAG,89241.76634216309,85464.90618896484,78535.32557296753,79746.86560058594,175072.51119613647,74341.46488571167,103795.24700927734,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:6)_C18:1,DAG,114061.82860946655,104626.84786224365,128499.9697227478,86899.46625137329,93362.08602905273,99538.18685913086,247750.95782470703,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(42:6)_C18:2,DAG,42880.72306060791,44123.72323226929,53867.92342376709,42019.64290237427,40455.962772369385,49584.00374221802,91836.86674499512,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(42:7),DG(41:0)_C16:1",DAG,229795.1964111328,243399.1776123047,116995.78803253174,134355.20977020264,181552.01342773438,113285.52871322632,129988.1889038086,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(42:7),DG(41:0)_C18:1",DAG,87197.08643722534,92932.26670455933,93855.30659866333,91377.8660812378,90460.76666641235,94448.06703186035,107409.18731689453,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(42:7),DG(41:0)_C18:2",DAG,82748.06521606445,91449.26657867432,96251.56629562378,79593.88557815552,80334.14527893066,81361.66532897949,191232.63354492188,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(42:8),DG(41:1)_C18:2",DAG,115274.70791625977,110151.50741195679,110268.7283706665,115887.0283203125,116943.44798660278,115928.70826721191,138341.94995117188,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(43:6)_C16:0,DAG,183285.79223632812,195284.77487182617,181928.7526550293,182888.23192214966,147024.25030517578,118417.02806091309,86496.34564208984,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(43:6)_C16:1,DAG,89457.20664978027,92641.30680847168,49225.32357406616,51045.86343383789,74517.72560119629,42368.50283432007,58634.08377075195,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(43:6)_C18:0,DAG,40826.202896118164,40128.66292190552,38817.762870788574,43924.04326248169,52759.243854522705,40279.302742004395,57259.04357910156,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(43:6)_C18:1,DAG,185261.5730857849,153802.39152526855,191170.26876831055,117020.52872848511,127296.29082107544,133245.67072296143,600549.1454772949,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(43:6)_C18:2,DAG,71248.62467193604,70317.78472137451,78825.32530975342,68161.38460159302,59823.72423553467,82602.24573135376,213896.5771636963,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(44:12),DG(43:5)_C16:0",DAG,85713.38639831543,86724.52571105957,82721.82563781738,83674.58574295044,67684.34451293945,55956.36400985718,50915.543380737305,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(44:12),DG(43:5)_C16:1",DAG,183160.21207809448,252052.73628234863,65354.845165252686,102680.00714492798,211786.3348388672,64674.96460342407,109881.40813446045,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(44:12),DG(43:5)_C18:0",DAG,102829.98661804199,121442.71092224121,104328.64868545532,89533.72664260864,131662.62992477417,119890.83010482788,471152.65240478516,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(44:12),DG(43:5)_C18:1",DAG,68147.36498260498,66206.22453689575,73240.22498703003,54436.62420654297,55566.74368286133,56085.243492126465,166405.7320098877,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(44:12),DG(43:5)_C18:2",DAG,45241.94313430786,45387.92333984375,44911.52327346802,43669.50300216675,44801.80295944214,51320.00351333618,62018.98402404785,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(44:5)_C16:0,DAG,161440.35051727295,153174.73135375977,133913.18843460083,120658.16785812378,100464.14725494385,70841.88484191895,63433.664154052734,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(44:5)_C16:1,DAG,107542.70763397217,94088.10692596436,45975.1033782959,58315.744426727295,73877.90517425537,50584.58373260498,53116.66341018677,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(44:5)_C18:0,DAG,43661.88292694092,41334.063007354736,41337.64289855957,43839.423248291016,50036.3034324646,44972.38320159912,45168.22329711914,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(44:5)_C18:1,DAG,38076.842739105225,37280.94249343872,41248.422733306885,33985.86241531372,36474.642292022705,37720.46270751953,51488.66332244873,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(44:5)_C18:2,DAG,51179.74383544922,49952.88339996338,50019.203453063965,52906.14357757568,52368.243492126465,52892.663650512695,62333.48449707031,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(44:6)_C16:0,DAG,161647.7119026184,183684.43313598633,158130.19150543213,158117.83142852783,122984.96892166138,101381.16763305664,88406.98624420166,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(44:6)_C16:1,DAG,153138.3907546997,154689.83228302002,48464.66346359253,55078.72394180298,106752.08735656738,48143.30330657959,71337.96459579468,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(44:6)_C18:0,DAG,81242.64553833008,80087.3857421875,74849.14500045776,87519.48643112183,98203.30680465698,75328.10508728027,93655.70664978027,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(44:6)_C18:1,DAG,48320.32341003418,52723.64389419556,49391.963638305664,50376.74352645874,47546.72342300415,47165.12350463867,49408.42366409302,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
DG(44:6)_C18:2,DAG,42683.70321273804,40162.62298202515,42377.72310256958,42176.682918548584,42221.04290008545,42364.34315490723,59540.284366607666,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(44:7),DG(43:0)_C16:1",DAG,161463.3710784912,178998.03295898438,82594.8860168457,86171.40601730347,128173.88934707642,87623.82674789429,89920.16662979126,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(44:7),DG(43:0)_C18:1",DAG,89099.50660324097,90708.74710464478,91657.58682250977,96898.88737106323,93602.66679763794,92790.04655075073,96493.9673614502,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(44:7),DG(43:0)_C18:2",DAG,49644.98355484009,46184.80335998535,47423.88355255127,46986.58322143555,46939.483337402344,49543.363372802734,54348.66394805908,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(44:8),DG(43:1)_C18:2",DAG,101071.74758529663,103829.92816543579,103081.88703918457,99305.9271812439,106264.98775100708,105059.0472984314,112430.02737045288,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(O-38:8),DG(36:1)_C16:0",DAG,209396.11431884766,209999.73516845703,190983.5337524414,199311.83276367188,160464.59118652344,114352.32781600952,114612.34783935547,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(O-38:8),DG(36:1)_C16:1 | CE(16:1)",DAG | CE,568487.1410961151,694214.2602310181,695879.3081207275,325645.83343315125,407413.74950408936,438595.1497154236,1084865.9036865234,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(O-38:8),DG(36:1)_C18:0",DAG,42810.04299163818,40365.983001708984,41255.54313659668,46233.403175354004,290618.22061920166,39431.32279586792,79878.74598693848,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(O-38:8),DG(36:1)_C18:1",DAG,324535.65839767456,440641.15355300903,646566.4233665466,344250.60792541504,376657.80644226074,418508.5077857971,941535.6303710938,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(O-38:8),DG(36:1)_C18:2",DAG,3231.3202514648438,53952.04379272461,3228.6602210998535,3233.2602310180664,3230.6802368164062,3229.300235748291,166867.05351257324,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(O-38:9),DG(36:2)_C16:0",DAG,500636.59463500977,810401.6356201172,306390.2225036621,683026.7610473633,620945.7096862793,249464.55884552002,49106.84371948242,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
"DG(O-38:9),DG(36:2)_C16:1",DAG,166396.77178955078,183889.91229248047,79971.66508483887,97330.90731048584,149906.650390625,82545.82578659058,114592.30755615234,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Male,Genotype: WT | Brain Region: cerebellum | Sex: Male,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Male vs Genotype: WT__Brain Region: cerebellum__Sex: Male,4,2,Blank_Blank_Blank_Blank_Blank
