Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD100-M1-WT-cortex10x_01202023_x,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,DOD99-M2-WT-cortex10x_01202023_x,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,M5FAD173-WT-Cortex10x_01192023_x,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,DOD100-M1-WT-cortex10x_01202023_y,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023_y,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,M5FAD173-WT-Cortex10x_01192023_y,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",CE,280304.0225830078,289138.4790649414,503344.5899963379,381474.1481933594,318279.0209350586,585151.3779449463,456015.0985107422,274696.0990600586,71046.00440979004,102739.50680541992,103999.52606201172,71782.84466552734,289138.4790649414,604406.4444274902,375458.106048584,585151.3779449463,202646.0722885132,67644.66412353516,102739.50680541992,224405.7758178711,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
18:3 Campesteryl ester,CE,204601.67504882807,213127.35446166992,230115.6553955078,206521.37365722656,201746.27587890625,242607.49642944336,210156.63537597656,195902.6728515625,59464.94415283203,66174.2045288086,71416.26483917236,58889.22416687012,213127.35446166992,233462.63381958008,232237.91787719727,242607.49642944336,76780.36492156982,65536.76523590088,66174.2045288086,197820.75631713867,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",CE,303762.46228027344,315847.1044616699,507221.6766357422,400381.6452026367,323355.76055908203,595870.3013763428,458659.0358581543,283924.2213745117,75469.04551696777,103495.5284690857,101501.9271697998,76460.92622375488,315847.1044616699,619175.6261291504,365628.6613922119,595870.3013763428,202318.07664489743,71515.98536682129,103495.5284690857,254542.4615478516,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",CE,394841.6081542969,419422.98986816406,410047.4875488281,391348.7673339844,361790.4643554688,415310.3869628906,395767.2680664063,354341.3049316406,141033.05004882812,146106.55047607422,149879.97039794922,139586.21026611328,419422.98986816406,447091.572631836,447873.4123535156,415310.3869628906,205471.35342407227,140569.51007080078,146106.55047607422,328716.4434814453,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester_2",CE,389983.6870117188,427756.9488525391,410446.4294433594,382867.525756836,350235.70349121094,430666.9284667969,389397.6693115234,352302.1843261719,141314.990234375,150386.73071289062,154023.69094848633,137866.00958251953,427756.9488525391,443882.2932128906,452466.95568847656,430666.9284667969,199821.99346923828,138753.42993164062,150386.73071289062,329537.4803466797,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",CAR,1239495.3037109375,1218044.2957763672,1111581.3986816406,1289018.3786621094,1246068.608642578,1240025.518798828,1121579.8967285156,1210873.5478515625,1313484.6853027344,1244585.4881591797,1366424.7204589844,1173183.5369873047,1218044.2957763672,1195290.807861328,1194065.662109375,1240025.518798828,1239282.0832519531,1133090.1042480469,1244585.4881591797,1930786.4631347656,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
20:0 Campesteryl ester,CE,585695.0806884766,944354.227294922,792573.4987792969,469695.3544921875,473914.7347412109,799106.8182373047,704186.2043457031,501893.65234375,214888.3358154297,242206.25750732425,251567.6792602539,197502.67498779297,944354.227294922,1051954.5400390625,802405.3129882812,799106.8182373047,404391.10778808594,333963.88360595703,242206.25750732425,317584.8635253906,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
20:1 Campesteryl ester,CE,591302.220703125,922340.9077148438,774650.533203125,461297.6511230469,470726.4147949219,768436.0723876953,688702.3489990234,503761.7349853516,206285.61291503903,229859.89709472656,246157.97802734372,199627.7740478516,922340.9077148438,1035268.6345214844,770815.9124755859,768436.0723876953,390393.90771484375,324425.34533691406,229859.89709472656,310572.0031738281,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",CE,399111.8679199219,420065.7504882813,414108.267944336,396489.7082519531,371012.6671142578,422728.80859375,387061.1658935547,359091.7648925781,143911.17016601562,149125.32971191406,159229.2709350586,142767.74981689453,420065.7504882813,445063.4099121094,438793.0089111328,422728.80859375,196959.51458740237,143887.10974121094,149125.32971191406,336350.2844238281,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",CE,397876.2894287109,420005.0883789063,419701.06994628906,380589.8077392578,374258.9852294922,413933.3474121094,395618.7508544922,355941.384765625,143833.49053955078,152263.0704345703,162763.43139648438,146173.73016357422,420005.0883789063,442481.4721679688,434864.9537353516,413933.3474121094,198226.1947631836,142786.26989746094,152263.0704345703,332064.9237060547,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
20:3 Campesteryl ester,CE,718330.4713134766,831691.5396728516,603714.2861328125,581533.5655517578,585737.4237060547,630418.0675048828,607590.48828125,624555.2194824219,297018.6400756836,291385.0417480469,299902.3406982422,273740.8601074219,831691.5396728516,690644.8483886719,670642.0698242188,630418.0675048828,303552.1791381836,338287.26470947266,291385.0417480469,532591.3153076172,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",CE,331318.5635986328,340624.28259277344,346226.2841796875,316081.24267578125,305953.5029296875,362469.4854736328,322671.5235595703,295324.5201416016,136850.70935058594,146808.49047851562,153372.83123779297,140183.13012695312,340624.28259277344,373994.6680908203,377226.9892578125,362469.4854736328,181923.79260253903,143761.37060546875,146808.49047851562,281844.6805419922,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",CE,353973.44651794434,348037.0646057129,355207.22428894043,348575.3070983887,347179.2874908447,402231.2696151733,350653.64825439453,324714.06285095215,132554.4094543457,144343.5308227539,149925.87145996094,131112.8683166504,348037.0646057129,426969.5148162842,402345.11001586914,402231.2696151733,157411.192817688,135987.24981689453,144343.5308227539,433173.9257125855,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
20:5 Cholesteryl ester,CE,744792.4973754883,719790.7917480469,768802.1929626465,771799.6127319336,726792.6704101562,810821.262512207,717188.4313659668,714395.755935669,239452.2180480957,246523.35818481445,274553.0383682251,235360.5344581604,719790.7917480469,774021.0893554688,796451.9927368164,810821.262512207,261745.4785232544,228661.520111084,246523.35818481445,911030.2897338868,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
22:0 Campesteryl ester,CE,328048.70728302,526033.4529647827,472356.95237731934,335009.5023803711,321248.46086883545,384554.50311279297,330720.66106414795,319311.84059143066,65602.16407394409,71315.94483184814,102224.66787719728,69838.88446426392,526033.4529647827,466218.7146835327,350722.9248352051,384554.50311279297,96338.56734848022,93248.5464744568,71315.94483184814,105651.5481300354,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",CE,273860.9999847412,636603.4621429443,491573.2315979004,172745.71115112305,198562.29412078857,524705.1521759033,408879.0844268799,235747.2753677368,90103.56624221802,114199.28704071043,132412.4898223877,80594.5062789917,636603.4621429443,760646.4669799805,476102.9566268921,524705.1521759033,238534.7177581787,214955.03761291504,114199.28704071043,79871.64535522461,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
22:0 Sitosteryl ester,CE,361571.613319397,561003.0242385864,486894.434677124,375415.221206665,384457.0058746338,421927.3472900391,369547.3709869385,342953.5009460449,74688.44552993774,79683.76554870605,114893.82941436768,77020.76491165161,561003.0242385864,485815.2135925293,355294.92652893066,421927.3472900391,88051.98610305786,102267.82748413086,79683.76554870605,228572.99380493164,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
22:1 Campesteryl ester,CE,276676.6441421509,479712.1131286621,438211.0646972656,300019.1825180054,289324.78229522705,395492.0505371094,309484.4637756348,286221.46573257446,61668.54472351074,70321.82493591309,99733.32707595824,66762.08471679688,479712.1131286621,468357.8101348877,350133.2861633301,395492.0505371094,110473.78787994383,98551.34607315063,70321.82493591309,102455.64757919312,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",CE,276648.3995361328,631755.8412628174,483708.2539367676,169745.83312225342,193528.11378479004,508749.6130981445,420318.2272872925,234477.81832885745,89969.3465385437,112743.7882270813,128342.92868804932,84083.74672317505,631755.8412628174,759511.5723876953,460364.1280517578,508749.6130981445,238796.4598121643,205046.51355743408,112743.7882270813,78654.8657836914,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",CE,368723.5038909912,568701.699710846,491484.9942550659,371401.4266014099,365224.468170166,423679.4720993042,370056.0489387512,339966.16425323486,74251.82576751709,84803.34576416016,108360.74819946288,77005.56617355347,568701.699710846,498246.4359283447,359096.9853553772,423679.4720993042,98792.72665023804,99168.76778030396,84803.34576416016,206498.9136428833,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
22:2 Campesteryl ester,CE,107182.94714355467,289210.3822784424,366085.0646057129,109912.80857086182,130781.98825073242,381027.0474014282,299380.28102111816,103576.40770339966,53468.66411590576,70477.46474456787,109228.78860855104,55119.703243255615,289210.3822784424,560526.3181762695,350653.6643676758,381027.0474014282,191685.9516410828,109390.46683120728,70477.46474456787,80835.36569976807,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",CE,350452.42657470703,558193.1280670166,490631.93672180176,350456.68489456177,345563.46530914307,415441.63109588623,363682.14473342896,326611.1287879944,71689.82487487793,78620.56488800049,113005.9493637085,73470.72465133667,558193.1280670166,469579.57151794434,358588.62020111084,415441.63109588623,94247.98609542848,99335.6669845581,78620.56488800049,160474.38968276978,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
22:3 Campesteryl ester,CE,119099.86869812012,353298.22665405273,427643.9084777832,117693.50897216795,140469.92993164062,449166.6716766357,345265.1865081787,117399.28813171388,32036.042041778564,60358.8840713501,99418.78695678712,27730.041870117188,353298.22665405273,665137.4459533691,401060.3264312744,449166.6716766357,213215.67528152463,110209.54704284668,60358.8840713501,78485.72638702393,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
22:3 Stigmasteryl ester,CE,327154.7291030884,511923.66984558105,474261.485168457,336055.4048423767,340397.6675796509,404606.4286499024,322717.52098083496,324529.9819259644,71032.12460327148,73503.32471084595,99826.9475517273,70560.264919281,511923.66984558105,469026.6374282837,339874.4802551269,404606.4286499024,81643.70561981201,92794.06651306152,73503.32471084595,107463.74801254272,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",CE,635157.966796875,1016566.2236328124,825638.3364257812,505492.7348632813,495490.35778808594,848434.1008300781,752051.2749023438,542394.1608886719,231045.13665771484,253103.3198852539,282835.4387817383,215199.37567138672,1016566.2236328124,1093322.7568359375,861990.7429199219,848434.1008300781,423409.3279418945,346047.02673339844,253103.3198852539,370215.2233886719,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
22:5 Cholesteryl ester,CE,602304.2216796875,964189.7916259766,781182.6794433594,490647.8161621094,474177.8748779297,834771.65625,727029.6968994141,528387.7165527344,214552.43481445312,240096.01763916016,266388.83935546875,207113.65533447263,964189.7916259766,1072980.8911132812,829280.7783203125,834771.65625,412156.6676635742,328844.22247314453,240096.01763916016,343852.4637451172,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
22:6 Cholesteryl ester,CE,590267.5639648438,964544.3095703124,792286.6184082031,477660.0895996094,471349.9522705078,816056.55078125,704965.5673828125,511284.4758300781,207493.234375,238869.7992553711,258944.73635864255,203145.3345336914,964544.3095703124,1064576.5604248047,808378.1989746094,816056.55078125,398871.7492675781,318702.20233154297,238869.7992553711,318345.9444580078,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",CE,370315.3039894104,578703.7203903198,502742.6997833252,380375.3474197388,374672.5684509277,439196.2760467529,380739.0824661255,343044.65074920654,71333.26514053345,80810.02714920044,113668.9673461914,77957.44495010376,578703.7203903198,503115.4162559509,356643.3669662476,439196.2760467529,87385.58686447144,101842.16680145264,80810.02714920044,225753.29443740845,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
3-hydroxyarachidonoylcarnitine,CAR,1743413.8393554688,2006010.538330078,1799780.4743652344,1790563.1328125,1767162.2346191406,1782707.8674316406,1569145.6931152344,1705696.5053710938,2071022.1474609373,1758179.811767578,1896938.0458984373,1698589.076171875,2006010.538330078,1804854.5581054688,1691555.87109375,1782707.8674316406,1853001.6511230469,1728707.09375,1758179.811767578,1852556.1604003904,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",CAR,1407759.0158691406,1648205.6264648438,1492376.4155273438,1469556.4709472656,1430833.4693603516,1463896.3289794922,1272668.7355957031,1387417.1748046875,1726085.123046875,1432335.53125,1561962.6239013672,1385420.610961914,1648205.6264648438,1483060.986328125,1352919.6352539062,1463896.3289794922,1493629.2587890625,1350391.4493408203,1432335.53125,1670603.4350585938,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"3-hydroxylinoleoylcarnitine,",CAR,13833465.81298828,10761649.6015625,24845405.71484375,16175701.743652344,13605475.501464844,18211508.875,20141493.19873047,16419706.2265625,13313878.918457031,15035135.946289062,7696857.471191406,17175345.586914062,10761649.6015625,16541263.293945312,19619409.79248047,18211508.875,19984253.64794922,20210526.215820312,15035135.946289062,2200595.70703125,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",CAR,6347135.7314453125,5162313.787597656,10120286.5234375,7209705.599609375,6494530.602050781,8139380.811523437,8644065.336914062,7470181.864257812,6203783.0927734375,7055534.583984375,4404611.219238281,7760483.259277344,5162313.787597656,7377617.71875,8635526.384277344,8139380.811523437,8777433.122558594,8896624.508789062,7055534.583984375,2678909.9697265625,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",CAR,1684092.1088867188,1759514.2299804688,1702237.0874023438,1753678.2744140625,1725702.0595703125,1749869.0766601562,1567913.7353515625,1650440.2626953125,1831606.1508789065,1744912.2163085938,1825566.8857421875,1726526.607421875,1759514.2299804688,1729499.3325195312,1661999.3544921875,1749869.0766601562,1749794.1958007812,1715870.7236328125,1744912.2163085938,1844464.9086914065,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
C12:0,FA,51106.78370666504,65259.664710998535,69178.10479736328,85580.02577972412,91973.32678222656,109801.30871582033,89496.72622680664,74923.58480072021,579113.6983642578,710519.4306640625,807750.4308166504,653824.168548584,65259.664710998535,102755.98667907716,93574.48696136476,109801.30871582033,244185.5394592285,502122.9731445313,710519.4306640625,75923.3450012207,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
