Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD100-M1-WT-cortex10x_01202023_x,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,DOD99-M2-WT-cortex10x_01202023_x,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,M5FAD173-WT-Cortex10x_01192023_x,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,DOD100-M1-WT-cortex10x_01202023_y,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023_y,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,M5FAD173-WT-Cortex10x_01192023_y,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PI(20:1),PI,95359.72668457033,51468.18369293213,160203.2314453125,141323.27197265625,177406.5517578125,210627.9747314453,162164.15161132812,166653.33251953125,134682.80883789062,122599.08813476562,168143.25170898438,86753.28625488281,51468.18369293213,79317.16619873047,151939.70959472656,210627.9747314453,129286.1279296875,151903.49047851562,122599.08813476562,116070.16857910156,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(20:2) | PI (20:2),PI,145046.9137878418,130259.14949417114,505923.1332397461,514094.0180053711,1085672.139129639,696503.4417114258,1106084.9411621094,944450.6334533693,745132.8973388672,595144.7265930176,544474.8129882812,305557.8998413086,130259.14949417114,37201.602478027344,561861.8635864258,696503.4417114258,381435.29878234863,1170886.2150268557,595144.7265930176,67286.24493408203,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(20:2) | PI (20:2)_2,PI,141717.7893218994,149225.45265197754,497973.990234375,512331.0799560547,1090943.8528442385,702651.9847412109,1103466.2647705078,938776.4866027832,736958.7850036621,611715.9055175781,559198.289932251,295151.8788757324,149225.45265197754,37587.6025390625,556768.84765625,702651.9847412109,383117.60021972656,1106764.4852600098,611715.9055175781,65474.80474853516,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(20:3) | PI (20:3),PI,30329.622177124023,18872.201274871823,58993.72412109375,69427.10412597656,100758.36703491212,81527.62503051758,73654.44584655762,93706.76776123048,69472.48553466797,51471.98324584961,58848.04365539551,30095.922332763672,18872.201274871823,20523.92153930664,72605.68594360352,81527.62503051758,53147.68426513672,64936.6848449707,51471.98324584961,56375.3434753418,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(20:3) | PI (20:3)_2,PI,27755.56155395508,19539.40131378174,56435.00396728516,69665.7246017456,101938.0866394043,75601.82522583008,71562.02555847168,91361.56747436523,68859.64503479004,50948.684005737305,56835.805000305176,25777.04148864746,19539.40131378174,21250.781448364258,69017.185546875,75601.82522583008,51563.663650512695,62434.70349121094,50948.684005737305,60533.74481201172,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(20:4) | PI (20:4),PI,35430.7225189209,19654.32146835327,94095.04693603516,73522.30572509766,112571.98727416992,93804.50717163086,84363.58575439453,118785.22639465332,69103.62489318848,46114.06354904175,69927.06451416016,26514.061820983887,19654.32146835327,17632.92108154297,87106.1657409668,93804.50717163086,55227.74401855469,68848.70486450195,46114.06354904175,60508.06425476074,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(20:4) | PI (20:4)_2,PI,41561.50314331055,23932.98192214966,87761.36540222168,72899.12484741211,115503.32766723631,94955.28762817384,83724.88659667969,115885.68811035156,65911.92514038086,46581.12242889404,68896.7045135498,26255.641555786133,23932.98192214966,22660.181610107426,89753.96673583984,94955.28762817384,51825.86293029785,79732.8257446289,46581.12242889404,61764.72494506836,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(20:5) | PI (20:5),PI,40032.82299804688,22629.86193847656,75278.1654663086,86523.1650390625,84395.20684814453,83452.42471313477,73108.32537841797,96450.10717773438,73289.96563720703,60477.24395751953,72705.96603393555,38041.782623291016,22629.86193847656,30076.642120361328,79494.80603027344,83452.42471313477,49164.38345336914,70780.54507446289,60477.24395751953,77241.46475219727,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(20:5) | PI (20:5)_2,PI,40050.72219848633,20474.361476898197,76912.7063293457,73109.76446533203,88782.6872253418,90480.06634521484,75141.54516601562,96217.40689086914,74940.68502807617,56796.96453857422,76514.56466674805,36479.40295410156,20474.361476898197,30622.52243041992,88005.42596435547,90480.06634521484,50102.02349853516,72338.08581542969,56796.96453857422,78202.38619995117,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(21:0),PI,41802.92306518555,30531.10185623169,90487.30712890624,92840.06625366212,105488.24728393556,116714.64852905272,106023.14736938477,129096.44696044922,86084.62646484375,61749.58438110352,156552.9949798584,38776.062240600586,30531.10185623169,30948.36196899414,91590.28720092772,116714.64852905272,264638.57638549805,101205.84634399414,61749.58438110352,63325.7650756836,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(22:0) | PI (22:0),PI,40855.62286758423,63197.42398071289,210111.9931640625,145815.60913085938,176077.4532470703,162554.51013183594,230140.8342895508,183840.1304321289,120032.9500732422,94750.1669921875,122210.96966552734,52331.62371826172,63197.42398071289,37486.88262939453,140767.548828125,162554.51013183594,125089.00979614258,115492.04849243164,94750.1669921875,87955.04663085938,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(22:0) | PI (22:0)_2,PI,39094.3226852417,64426.34423828125,206922.8153076172,152064.70892333984,180142.77532958984,165958.17218017578,233247.6756591797,180110.6915283203,118459.46856689452,93034.2880859375,119523.36868286131,56194.86437988281,64426.34423828125,35168.702365875244,141808.4517211914,165958.17218017578,131778.3096923828,116161.00805664062,93034.2880859375,87932.9253540039,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(22:1) | PI (22:1),PI,32720.622344970703,24217.241607666016,60274.60552978516,55932.98376464844,67087.08477783203,93709.68716430664,68230.50482177734,65662.98425292969,51090.78356933594,45021.54254150391,77238.3860168457,31679.222091674805,24217.241607666016,26316.72204589844,61129.96496582031,93709.68716430664,66833.24462890625,55431.84411621094,45021.54254150391,63170.44467163086,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(22:1) | PI (22:1)_2,PI,36835.06268310547,25263.66162109375,58132.86344909668,57738.10397338867,62944.14392089844,84807.12655639648,62749.44396972656,60971.704498291016,46467.583404541016,43399.06335449219,77494.32461547852,28474.04179382324,25263.66162109375,25449.00187683105,56105.20346069336,84807.12655639648,60314.784744262695,53557.20397949219,43399.06335449219,55785.18338012695,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(22:2) | PI (22:2),PI,26095.3416595459,18399.001556396484,54786.64501953125,60017.74337768555,66476.26585388184,67441.2451171875,57248.22416687012,68658.44511413574,51343.024353027344,41852.26216125488,59025.20384979248,25460.84178161621,18399.001556396484,17725.281211853027,59695.10395812988,67441.2451171875,53020.74375152588,54673.72396850586,41852.26216125488,48115.70307922363,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(22:2) | PI (22:2)_2,PI,24529.061599731445,15487.201053619385,51497.124282836914,54407.9040222168,68327.06495666504,62036.66416931152,57445.044189453125,63427.84408569336,52392.24291992188,43283.28317260742,57131.86425018311,26434.10157775879,15487.201053619385,16514.36127471924,60088.64375305176,62036.66416931152,51048.16374206543,55382.54476928711,43283.28317260742,53404.66319274902,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(22:4) | PI (22:4),PI,41848.70246887207,21636.241695404053,83404.62515258789,74207.72534179688,100828.58755493164,87811.326171875,81822.56588745117,111836.68731689452,71910.06484985352,53155.38377380371,61864.20378112793,32515.28234863281,21636.241695404053,24625.58140563965,83175.56524658203,87811.326171875,63331.00454711914,74127.18493652344,53155.38377380371,44389.12341308594,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(22:4) | PI (22:4)_2,PI,43725.14227294922,24077.02137756348,82985.666015625,76050.84600830078,99839.08731079102,89013.9653930664,84073.0647277832,106430.3464050293,71721.24472045898,51183.723724365234,62778.22422790527,35135.102294921875,24077.02137756348,23038.22187805176,80308.14596557617,89013.9653930664,63792.02368164063,71487.34497070312,51183.723724365234,46897.20364379883,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(22:6) | PI (22:6),PI,36638.922790527344,25573.12173461914,98876.60757446288,96290.32858276369,108881.72875976562,114139.36856079102,102606.70626831056,96266.82736206056,63075.00381469727,56531.24353027344,71226.36471557617,37639.88246154785,25573.12173461914,24869.0018157959,92250.28704833984,114139.36856079102,92995.88725280762,76259.06536865234,56531.24353027344,69642.30505371094,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PI(22:6) | PI (22:6)_2,PI,38774.38293457031,26357.521926879883,98567.90661621094,95625.72549438477,102204.4065246582,110340.20837402344,103973.60610961914,100304.52781677246,63855.86476135254,58325.80438232422,75750.14443206787,40897.48278808594,26357.521926879883,22629.261688232426,94289.00485229492,110340.20837402344,95767.90649414062,77209.24542236328,58325.80438232422,66985.02429199219,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(12:0) | PS (12:0),PS,41797.58274459839,40529.18291854858,19289.22120285034,25795.301834106445,42126.04304885864,30860.882347106934,68058.22454833984,42363.82317352295,63595.20446777344,77741.00494384766,80249.44561767578,68183.5845336914,40529.18291854858,40379.86267852783,17560.501140594482,30860.882347106934,70555.78540039062,64657.30401611328,77741.00494384766,70351.16497802734,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(12:0) | PS (12:0)_2,PS,38366.08293151856,41123.04288482666,18242.98126220703,28240.722076416016,44732.3430519104,28622.24241638184,69191.96423339844,41258.10308074951,67364.484375,79008.08508300781,80427.02575683594,60092.14447021485,41123.04288482666,37503.60297012329,20239.181621551517,28622.24241638184,76382.52453613281,61082.52456665039,79008.08508300781,66672.48522949219,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(13:0) | PS (12:0),PS,72418.08570861816,67089.68535995483,25317.381942749023,30363.042266845703,64162.2844619751,30142.342361450195,130069.4892578125,62651.9843711853,103606.328125,113592.12817382812,113651.88793945312,95641.52612304688,67089.68535995483,65955.86489486694,28188.181789398197,30142.342361450195,111091.10729980467,91875.1866455078,113592.12817382812,104050.64685058594,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(13:0) | PS (12:0)_2,PS,69296.04517745972,63312.98459625244,26570.1819190979,28475.34210205078,64716.02420043945,31942.782302856445,142223.51025390625,66407.22507095337,107081.04663085938,112449.1279296875,121043.34887695312,99995.5864868164,63312.98459625244,64318.90487289429,28940.301986694336,31942.782302856445,107747.88830566406,97402.46704101562,112449.1279296875,109224.1280517578,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(14:0),PS,27932.42208099365,35875.96283721924,20055.721435546875,23480.64199447632,41741.96318817139,33198.201583862305,84163.9857788086,36825.92213439941,80923.40573120117,106847.38720703124,89919.20553588867,95322.12561035156,35875.96283721924,28089.121921539307,19024.381217956543,33198.201583862305,109584.58709716795,84214.98571777344,106847.38720703124,51522.92321777344,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(14:1) | PS (14:1),PS,231311.47485733032,386697.8882446289,310130.40630340576,442712.2613525391,495857.2742996216,723045.7475585938,1328409.751953125,437247.667678833,1362649.7783203125,1858569.201171875,957770.1069335938,1843878.0400390625,386697.8882446289,239045.85823440552,266529.4800186157,723045.7475585938,2416793.9765625,1442131.3994140625,1858569.201171875,359968.5234375,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(14:1) | PS (14:1)_2,PS,238473.89477157596,386757.7848854065,383025.9913635254,440766.7176513672,473341.1899642944,751346.8651123047,1297693.3178710938,413562.32832336426,1351059.3720703125,1875401.0864257808,953562.9731445312,1838617.3159179688,386757.7848854065,228577.01641845703,278942.3008422852,751346.8651123047,2363559.783203125,1425891.8232421875,1875401.0864257808,350454.306640625,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(15:0) | PSo (16:0),PS,29071.082023620605,42106.923080444336,26436.22201538086,28020.62216567993,2975.860202789306,23106.281719207764,37403.04232406616,13514.88064956665,78540.6655883789,82270.00601196289,109502.98776245116,74195.22479248047,42106.923080444336,10335.880744934082,21079.141624450684,23106.281719207764,85585.96618652344,89865.86529541016,82270.00601196289,58220.9235534668,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(15:0) | PSo (16:0)_2,PS,17800.06135559082,29677.882411956787,26146.182167053223,23516.06181716919,2016.400161743164,3101.360218048096,6355.960464477539,2676.00016784668,82471.36572265625,86412.7857055664,117999.20974731444,74141.82510375977,29677.882411956787,7451.060451507568,7019.320518493652,3101.360218048096,85501.26641845703,87161.04721069336,86412.7857055664,3366.4802589416504,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(15:1),PS,45034.443157196045,46994.00308990479,15610.56116104126,66512.00527191162,51027.52350616455,59107.36399459839,123523.27069091795,63030.50439071655,122841.90899658205,121506.92895507812,134542.82971191406,114339.60986328124,46994.00308990479,46781.4033203125,22129.921558380127,59107.36399459839,130979.0698852539,102316.28698730467,121506.92895507812,184590.2139892578,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(16:0) | PS (16:0),PS,1589.7200965881348,1462.1001052856443,1461.380107879639,1476.820095062256,1560.8400993347168,1460.9600982666016,1574.340103149414,1484.620101928711,110110.28857421876,124966.19073486328,123650.07180786131,108193.7082824707,1462.1001052856443,1468.0801048278809,1464.320110321045,1460.9600982666016,133364.57022094727,98567.60806274414,124966.19073486328,1584.6001014709473,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(16:0) | PS (16:0)_2,PS,1466.2200965881348,1462.1800918579102,1462.1801109313965,1523.280117034912,1510.9601020812988,1466.6401023864746,1583.0200996398926,1493.0200958251953,109398.66900634766,121338.04956054688,124145.52978515624,108573.52767944336,1462.1800918579102,1464.6000938415527,1476.9000968933103,1466.6401023864746,141001.18823242188,104074.607421875,121338.04956054688,1695.0401153564453,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(16:1) | PS (16:1),PS,1465.7001037597656,1611.7601127624512,1461.0801048278809,1465.7200927734375,1460.7800979614258,1549.7201042175293,1762.2401161193848,1463.6001014709473,61040.48419189453,66784.6439819336,74017.16516113281,61598.30331420898,1611.7601127624512,1605.1201171875,1463.8400955200195,1549.7201042175293,69251.94485473633,59162.12438964844,66784.6439819336,1461.7800941467283,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(16:1) | PS (16:1)_2,PS,1466.680088043213,1461.840106964111,1542.3000984191897,1465.7800941467283,1529.240104675293,1506.360092163086,1519.4201011657717,1463.300090789795,56821.023864746094,66396.2847290039,79614.04510498047,62395.34475708008,1461.840106964111,1480.9200897216797,1464.60009765625,1506.360092163086,65641.16519165039,66995.9047241211,66396.2847290039,1661.680118560791,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(17:0) | PSo (18:0),PS,216663.9764595032,411613.6048965454,424428.30490493774,302583.681842804,618023.602306366,1010029.682861328,1814764.333984375,466859.409866333,1341913.3032226562,1880516.935546875,786981.4775390625,1949182.4775390625,411613.6048965454,219361.6747894287,393649.284034729,1010029.682861328,2589490.008300781,1496242.6928710938,1880516.935546875,320243.1005859375,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(17:0) | PSo (18:0)_2,PS,206127.9143447876,420836.767288208,461631.9895095825,169785.63372802734,561933.6593780518,947656.8311767578,1715572.9594726562,471776.87328338623,1418677.9946289062,2035057.6142578125,833217.5737304688,2034447.8559570312,420836.767288208,208020.2352256775,393516.7474327088,947656.8311767578,2697833.5893554688,1578359.8095703125,2035057.6142578125,306518.5986328125,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(17:0) | PSo (18:0)_3,PS,187415.21215438843,358774.341506958,469982.4132461548,334620.6996269226,588388.2116241455,870793.7777099609,1618029.431640625,413431.58867645264,1503362.1142578125,2133670.084472656,868063.9067382812,2174830.40625,358774.341506958,190187.8539199829,149694.4507637024,870793.7777099609,2825750.7607421875,1659603.2670898438,2133670.084472656,282656.58251953125,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(17:1) | PSp (18:0),PS,18330.701347351074,22376.7815322876,12817.720882415771,14041.700965881348,22935.201774597168,20326.64153289795,56559.904052734375,21661.04175186157,55906.623596191406,82552.44650268555,80510.62548828125,62760.98406982422,22376.7815322876,18442.22137069702,17037.38104248047,20326.64153289795,89973.02630615234,56818.244384765625,82552.44650268555,56043.78454589844,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(17:1) | PSp (18:0)_2,PS,18481.10138320923,22598.6017036438,13229.40069961548,8116.920593261719,26667.20167541504,22568.82148742676,55557.22415161133,22807.46170425415,58591.32354736328,81121.12564086914,86120.0258178711,59675.12487792969,22598.6017036438,19047.681308746334,9049.580646514893,22568.82148742676,88361.52572631836,57330.34414672852,81121.12564086914,54849.64300537109,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(17:2),PS,21082.081523895264,27559.801918029785,16782.24112701416,16240.761283874512,32911.66214752197,24151.08168792725,61554.02429199219,30699.241817474365,54298.944244384766,60029.52426147461,62716.904052734375,50977.18365478516,27559.801918029785,24899.18170166016,17015.300937652588,24151.08168792725,57510.04473876953,50176.52365112305,60029.52426147461,76558.74655151367,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(18:0) | PS (18:0),PS,35472.38247680664,35906.20281982422,24603.781776428223,18270.561317443848,46176.70299530029,31803.30191040039,95651.22686767578,42345.36321258545,21602.36111831665,7822.320690155029,17924.9012260437,21730.02108001709,35906.20281982422,34645.342334747314,30125.28234863281,31803.30191040039,84801.46618270874,59853.704528808594,7822.320690155029,81131.58502197266,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(18:0) | PS (18:0)_2,PS,35771.602195739746,39160.10260391235,24906.98137664795,16875.321140289307,47233.46329116821,31220.722663879395,93131.72692871094,41912.28272628784,10900.94051361084,3706.840297698975,3684.180313110352,3973.220260620117,39160.10260391235,35935.66244125366,17383.781337738037,31220.722663879395,18671.841175079346,41798.14281463623,3706.840297698975,85181.74688720703,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(18:1) | PS (18:1),PS,31112.262294769287,33183.24239730835,10629.680770874023,16022.441188812256,35970.48225021362,12476.380844116213,58000.303955078125,34763.762466430664,47162.50341415405,45845.94305038452,51605.28424453735,51726.1633720398,33183.24239730835,31371.542274475098,19576.62127304077,12476.380844116213,58371.484466552734,46029.16339111328,45845.94305038452,64813.48416137695,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(18:1) | PS (18:1)_2,PS,31162.32218170166,29117.50196456909,16266.480991363524,18964.22143936157,37647.542362213135,21673.08134460449,60616.84436035156,37130.36268615723,37531.6224899292,35545.58208465576,42765.422565460205,42056.66282272339,29117.50196456909,30154.882194519043,10031.400760650637,21673.08134460449,53223.34387588501,47070.60305786133,35545.58208465576,64689.94519042969,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(18:2) | PS (18:2),PS,21608.801483154297,24224.601444244385,17863.861656188965,15703.16104888916,28054.16201019287,21420.321769714355,49676.1432800293,25579.321880340576,46367.38302612305,53316.04391479492,57309.12399291992,40571.02297973633,24224.601444244385,20752.38147354126,15020.741409301758,21420.321769714355,43043.58302307129,41076.00286865234,53316.04391479492,64214.78381347656,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(18:2) | PS (18:2)_2,PS,20571.921417236328,25029.78169631958,15964.701187133787,14899.941314697266,29414.06206512451,17081.340896606445,49458.98310852051,25881.501949310303,44926.90283203125,52952.86395263672,55935.32440185547,41549.00276184082,25029.78169631958,22810.42158126831,9706.16067123413,17081.340896606445,41809.24337768555,38161.6628112793,52952.86395263672,63530.50405883789,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(18:3) | PS (18:3),PS,25429.941772460938,38517.86332321167,44048.26361083984,43063.224060058594,47328.28337478638,68636.20463562012,133652.51055908203,42750.082805633545,93332.60614013672,107744.72836303712,123558.8699645996,88972.32730102539,38517.86332321167,28044.04195022583,18427.06148147583,68636.20463562012,103780.26858520508,92691.22534179688,107744.72836303712,226295.8097229004,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(18:3) | PS (18:3)_2,PS,24889.04176712036,37322.96241760254,41840.64217376709,46733.78289794922,46512.94332122803,74038.4651260376,138063.4086303711,49186.28354263306,96180.4271850586,111254.12893676758,112453.10803222656,90121.50735473631,37322.96241760254,24963.621936798096,48645.52332687378,74038.4651260376,100572.3074645996,92746.68734741212,111254.12893676758,221567.43829345703,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(18:4),PS,19890.74133300781,24473.341957092285,16549.321159362793,14829.420928955078,26007.841762542725,25127.682006835938,57154.8445892334,28563.822177886963,46234.52383422852,53523.863830566406,79693.5453491211,44876.24295043945,24473.341957092285,20641.26153945923,17068.201263427734,25127.682006835938,57889.10363769531,52804.8837890625,53523.863830566406,58961.74395751953,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(18:4)_2,PS,21914.72146987915,24956.72173690796,10776.42073059082,16138.580909729004,30551.28214263916,26114.402114868164,55540.363861083984,28331.342010498047,52488.16409301758,53605.60345458984,78901.34533691406,47575.60348510742,24956.72173690796,19101.38132095337,9277.200714111328,26114.402114868164,54973.72351074219,52969.06381225586,53605.60345458984,61272.443908691406,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(19:0),PS,33772.402252197266,40405.20288467407,18280.461502075195,46820.863498687744,43529.64334106445,26180.341594696045,117052.50885009766,42261.90301132202,43842.423248291016,48667.54322814941,57614.90408325195,45193.54261779785,40405.20288467407,32889.46223449707,19128.801414489742,26180.341594696045,52864.1237449646,43118.84292984009,48667.54322814941,133982.76724243164,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(19:1),PS,23428.841648101807,27707.58221054077,16259.401050567629,20624.821533203125,31496.882194519043,21989.001274108887,58639.34323120117,31639.38220596313,28501.40182495117,34003.7622795105,35081.30269622803,27957.282077789307,27707.58221054077,26409.661903381348,18211.821186065677,21989.001274108887,22353.461757659912,16191.92098236084,34003.7622795105,64479.6432800293,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(20:0) | PS (20:0),PS,40904.762786865234,44825.783203125,19596.921489715576,25465.62128067017,47438.04373168945,25618.64199066162,69460.70532226562,46715.22375488281,61975.204833984375,70735.30532836914,73896.10571289062,66418.52423095703,44825.783203125,39243.92268371582,21530.86117172241,25618.64199066162,66530.96484375,62854.98486328125,70735.30532836914,76737.62524414062,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
