Lipid,Class,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",CE,578703.7203903198,439196.27604675293,80810.02714920044,380375.34741973877,343044.65074920654,77957.44495010376,225753.29443740845,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
3-hydroxyarachidonoylcarnitine,CAR,2006010.5383300781,1782707.8674316406,1758179.8117675781,1790563.1328125,1705696.5053710938,1698589.076171875,1852556.1604003906,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",CAR,1648205.6264648438,1463896.3289794922,1432335.53125,1469556.4709472656,1387417.1748046875,1385420.610961914,1670603.4350585938,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"3-hydroxylinoleoylcarnitine,",CAR,10761649.6015625,18211508.875,15035135.946289062,16175701.743652344,16419706.2265625,17175345.586914062,2200595.70703125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",CAR,5162313.787597656,8139380.8115234375,7055534.583984375,7209705.599609375,7470181.8642578125,7760483.259277344,2678909.9697265625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",CAR,1759514.2299804688,1749869.0766601562,1744912.2163085938,1753678.2744140625,1650440.2626953125,1726526.607421875,1844464.9086914062,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C12:0,FA,65259.664710998535,109801.30871582031,710519.4306640625,85580.02577972412,74923.58480072021,653824.168548584,75923.3450012207,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C12:1,FA,47108.703521728516,62049.54445648193,287798.99993896484,49931.84354400635,54982.60381317139,259565.99877929688,73215.28530883789,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C14:0,FA,898529.0009765625,1279555.7036132812,6963518.0693359375,1015557.3937988281,1011738.4111328125,6046213.6572265625,693541.4095458984,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C14:1,FA,594265.6606445312,717026.0707397461,1435120.9641113281,599084.623046875,714810.3697509766,1283313.6311035156,740184.6535644531,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C15:0,FA,115030.28819274902,121836.94915771484,1090235.3614501953,103824.6078491211,122971.3888092041,978235.9412841797,129704.048828125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C15:1,FA,296673.09677124023,235542.77764892578,1655150.7130126953,213923.81509399414,292221.74154663086,1946355.0656738281,272115.42083740234,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C16:0,FA,520237.87005615234,682099.9892883301,23354211.756591797,575914.718963623,671411.6846313477,23273896.87438965,774104.8880310059,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C16:1,FA,83028.24620056152,98844.3080368042,1805586.1708984375,90039.48612976074,99205.50751495361,1551176.450012207,136898.70957183838,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C17:0,FA,106294.46714782715,139662.78958129883,3071493.1654663086,110541.86812591553,120016.02813720703,2790368.6721191406,140066.65022277832,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C17:1,FA,64310.14447784424,78449.80569458008,573275.8400878906,60772.00437927246,65939.6644897461,524639.7941894531,70801.5651550293,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C18:0,FA,331727.46364593506,427606.13441467285,23530379.48803711,362502.4236526489,440748.81315612793,30694361.858276367,531086.4338760376,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C18:1,FA,76538.52537536621,90479.36639404297,855011.8403320312,80559.24592590332,88099.3063659668,933400.5457763672,104823.58738708496,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C18:2,FA,67781.42481994629,83346.18618774414,652463.1795043945,73442.66500854492,75589.74545288086,698083.7495727539,77342.70542907715,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C18:3,FA,60280.80438232422,69524.76458740234,556984.080871582,53728.96374511719,70039.80529785156,542877.7591552734,80425.24575805664,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C18:4,FA,42168.5029296875,53779.403663635254,254400.53790283203,40413.74284362793,45068.98324584961,221650.59716796875,51582.26365661621,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C19:0,FA,110576.26768493652,109783.32733154297,2606082.5446777344,97796.74641418457,124545.28927612305,2724316.3669433594,127139.60901260376,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C20:0,FA,7604.120532989502,7639.580585479736,3456997.7758789062,7786.240581512451,7616.220481872559,4097641.8989257812,7613.20051574707,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C20:1,FA,8003.260551452637,7914.660617828369,751014.5116577148,8162.660572052002,8022.740535736084,722962.9092407227,7613.340526580811,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C20:3,FA,136979.38968658447,108870.46718978882,1641727.3037109375,122215.80850601196,142620.22994995117,2218698.015625,13496.580974578857,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C20:4,FA,43572.742935180664,54842.16376495361,596100.1388549805,44692.9231262207,49378.24327850342,572772.0607910156,45044.563426971436,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C20:5,FA,87672.50679016113,105897.68690490723,1976678.9348754883,104304.14715576172,110983.42793273926,1982782.5202636719,136633.4702758789,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C22:0,FA,23399.06170654297,28800.422061920166,1611712.4611816406,24892.821910858154,28235.482181549072,1712995.5904541016,28793.822025299072,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C22:1,FA,15650.301082611084,15731.241065979004,473792.9331970215,15487.821071624756,15168.301097869873,444693.6153564453,17784.141235351562,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C22:4,FA,13860.760997772217,14972.061054229736,341043.86407470703,12582.440914154053,14356.981021881104,306986.10302734375,16067.361099243164,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C22:5,FA,21134.021465301514,23460.461711883545,1641801.1001586914,21748.681560516357,25058.141830444336,1816660.3414916992,29294.741844177246,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C22:6,FA,17106.52126312256,19049.58134841919,778891.28515625,15993.341148376465,19020.541275024414,756597.8385009766,27184.26198196411,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C24:0,FA,11934.700847625732,12840.300930023193,7647.1605796813965,12388.660903930664,11858.200817108154,7638.380542755127,12727.700942993164,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C24:1,FA,11565.220832824707,11653.540878295898,7644.080593109131,11738.680828094482,11354.360801696777,7633.980541229248,12003.96082687378,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C24:5,FA,15738.401149749756,15673.68117904663,624001.2620849609,15376.321109771729,14395.621006011963,530051.2543334961,13804.400928497314,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C24:6,FA,14481.600986480713,14948.381107330322,354402.948135376,13269.780883789062,13179.320930480957,258853.2403793335,15041.60111618042,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C26:0,FA,11094.560760498047,11749.080814361572,286680.2801055908,10576.300743103027,11245.940822601318,261543.07759857178,12548.10087966919,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C26:1,FA,11862.660820007324,13194.920936584473,254328.7173461914,12926.800945281982,13353.080894470215,233291.056640625,14125.440979003906,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C28:0,FA,10795.200824737549,12089.440864562988,921608.5438575745,11402.26082611084,11650.580795288086,684809.6028213501,12821.700942993164,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C30:0,FA,8692.980613708496,10072.560768127441,626821.5882339478,9297.000675201416,9123.000602722168,480525.6749305725,8330.380569458008,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C32:0,FA,8103.960582733154,8386.080642700195,279200.08086013794,8088.4605712890625,8280.70057296753,274007.4186592102,8348.740566253662,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C34:0,FA,10494.020732879639,11146.400840759277,343453.66204071045,10922.560760498047,11188.040767669678,310052.53927993774,11941.300830841064,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Cer(d14:1(4E)/20:0(2OH)),Cer,83618.00576019287,56527.96408843994,46970.323123931885,49878.70409011841,56111.02438354492,45659.42296600342,68671.68458557129,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Cer(d14:1(4E)/20:1(11Z)(2OH)),Cer,100976.02705383301,82429.40523529053,51607.24343109131,52688.6039352417,70659.82479858398,49852.18405914307,122900.58740234375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Cer(d14:1(4E)/22:0(2OH)),Cer,1045563.1411705017,763571.8783416748,861684.1185417175,832938.3742713928,834609.2866287231,877342.0538597107,159580.59019088745,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Cer(d14:1(4E)/22:1(13Z)(2OH)),Cer,1003306.6694641113,741190.4307861328,843862.0259208679,819234.1487236023,805563.0180473328,830461.3099212646,155243.2335395813,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Cer(d14:1(4E)/24:0(2OH)),Cer,138482.29209136963,114983.2476234436,123675.88765716553,122786.96894454956,117472.36762619019,113448.3260307312,163696.31212615967,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Cer(d14:1(4E)/26:0(2OH)),Cer,378687.4689025879,567803.4783248901,491750.2019920349,510906.1202926636,527990.4151763916,492965.01626586914,64156.52414703369,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d14:2(4E,6E)/16:0)",Cer,36569.24269104004,40826.863262176514,45688.54325866699,42436.223178863525,38605.86249923706,39105.20266342163,44330.06309890747,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d14:2(4E,6E)/18:0(2OH))",Cer,41047.64293670654,47052.38296890259,48682.6035194397,47569.923416137695,45236.16244888306,43166.66304779053,50339.72342300415,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",Cer,38364.822425842285,48749.98352813721,50730.00401306152,49429.76351547241,44780.18308258057,45603.483127593994,48420.423290252686,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d14:2(4E,6E)/18:1(9Z))",Cer,36269.4024810791,43792.20291900635,46969.462829589844,43888.96270751953,40150.343017578125,41182.242851257324,46065.9236869812,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",Cer,68681.84567260742,62161.22441101074,60019.683948516846,58682.24353790283,64424.864612579346,55648.38431549072,47508.283447265625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d14:2(4E,6E)/20:1(11Z))",Cer,39970.34275054932,46920.56356430054,42009.102840423584,43630.88298416138,43056.243072509766,40104.60297393799,44209.743576049805,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",Cer,801460.8133850098,602502.0379333496,671283.4963188171,663236.8067817688,657568.1054000854,680657.4501495361,155554.47491455078,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d14:2(4E,6E)/24:0(2OH))",Cer,126944.58731842041,128125.5679473877,136392.7901649475,122970.74995422363,124202.62926101685,123143.59008789062,139682.74977874756,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",Cer,660388.5580444336,509987.17782592773,532292.3584594727,624714.544128418,543594.5751953125,642901.4583740234,193271.29486083984,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d16:2(4E,6E)/24:0(2OH))",Cer,152708.03100585938,144627.31127929688,142850.1102294922,145917.6908569336,146215.5704345703,144512.1300048828,182541.4935913086,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
