Lipid,Class,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PC(18:1),PC,80200.70565795898,107466.66821289062,96909.36651611328,74122.80642700195,93764.34533691406,87684.38549804688,94584.08471679688,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(18:2),PC,74418.72485351562,95595.8258972168,91070.74609375,70699.58432006836,80113.88623046875,78282.46514892578,88339.04705810547,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(18:3),PC,65040.584869384766,82826.22457885742,81849.36590576172,62680.724212646484,74375.90502929688,70163.38488769531,83306.4447631836,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(18:4),PC,47005.26303100586,61642.364349365234,63520.66418457031,49281.18298339844,53709.823791503906,58237.304260253906,79343.0454711914,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(19:0),PC,129964.28955078125,135465.22875976562,170893.55297851562,133340.90942382812,137312.63012695312,168537.892578125,157374.3310546875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(19:1),PC,135391.95043945312,161986.73022460938,184284.171875,130619.46997070312,146961.25122070312,169678.2529296875,164997.83056640625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(19:2),PC,139944.62963867188,169943.39184570312,188709.69213867188,139614.34887695312,155212.17114257812,180396.55322265625,167100.55078125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(19:3),PC,142770.5107421875,162278.11279296875,190301.71264648438,139985.5498046875,151753.64965820312,168523.0908203125,159312.2529296875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(20:0),PC,75896.76541137695,86251.98596191406,119230.26586914062,81066.86541748047,86602.4262084961,125493.10900878906,89313.10461425781,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(20:1),PC,121713.86865234375,129361.54931640625,144349.95043945312,128796.30932617188,123949.34851074219,139657.93041992188,141904.9503173828,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(20:2),PC,133300.07006835938,147670.03051757812,168661.5107421875,139026.95043945312,142883.69140625,174815.39135742188,157906.43115234375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(20:3),PC,129584.82788085938,138929.9892578125,171967.13110351562,133214.97021484375,143339.17041015625,163524.75170898438,150656.23168945312,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(20:4),PC,125265.5107421875,133114.04956054688,164809.67211914062,128790.31079101562,134170.14819335938,159575.55200195312,152246.89013671875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(20:5),PC,131087.2490234375,135289.869140625,162614.03271484375,130842.6083984375,136898.60961914062,162030.19287109375,159828.591796875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(21:0),PC,2794677.4243164062,2359628.547241211,2431069.7095947266,2493042.6977539062,2452568.0310058594,2709679.627258301,466071.697845459,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(21:4),PC,2668789.166015625,2342301.317138672,2325640.266723633,2408220.387939453,2377819.3552246094,2632385.305419922,326285.36322021484,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(22:0),PC,528320.7664794922,447081.22998046875,473009.36083984375,445052.6123046875,443704.78662109375,445435.39489746094,329044.4461669922,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(22:1),PC,533187.6323242188,454632.5712890625,467572.7673339844,436766.35302734375,440592.27770996094,454213.4162597656,320231.9479980469,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(22:2),PC,931206.0709228516,787555.9086303711,784271.0850830078,784909.5954589844,781918.5434570312,827691.2314453125,342298.45959472656,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(22:4),PC,2952220.6440429688,2617764.994140625,2633205.685546875,2665335.2559814453,2616550.6416015625,2923189.430786133,532146.7904052734,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(22:5),PC,2687751.1931152344,2363640.3118896484,2412424.337890625,2407156.9907226562,2434878.5267333984,2705555.7005615234,487090.3118286133,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(22:6),PC,2723061.8120117188,2354835.1744384766,2362137.7236328125,2445100.143310547,2400256.780883789,2714907.506591797,482973.88220214844,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(24:0),PC,1022237.5422363281,1425788.916381836,1334252.687866211,1277787.692199707,1403577.1068725586,1311458.546447754,249146.82150268555,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(24:1),PC,1068875.7888793945,1488782.1209716797,1350830.0040893555,1314871.489807129,1386271.5630493164,1307638.0909423828,247757.91528320312,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(2:0),PC,44527.34341430664,41813.06314086914,37966.68246459961,38693.36267089844,46049.32376098633,35931.062927246094,45205.82272338867,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(3:0),PC,1381279.5592041016,1282680.5951538086,1364002.7477722168,1238371.830078125,1258964.556488037,1268034.756225586,1872528.8307800293,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(3:1),PC,527429.2012023926,528513.5643310547,728880.5522155762,478323.7102661133,521559.97161865234,657418.5752716064,770069.5003662109,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(4:0),PC,60389.204345703125,63137.22448730469,62214.52478027344,59332.52404785156,63340.864013671875,61855.66424560547,70449.044921875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(5:0),PC,73066.38549804688,58815.04431152344,56869.80456542969,58560.62420654297,71512.56481933594,56978.564392089844,69228.88464355469,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(6:0),PC,32188.78240966797,33948.32260131836,35546.00231933594,31276.461791992188,34373.042541503906,34646.76235961914,42570.742095947266,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(7:0),PC,119708.04846191406,74772.205078125,93363.28674316406,69695.044921875,121661.22955322266,111604.16650390625,67993.1644897461,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(8:0),PC,38834.263671875,36789.18226623535,35651.56294250488,36617.342544555664,36528.142265319824,31852.56233215332,49902.683906555176,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(9:0),PC,31338.902465820312,35567.06271362305,33157.20230102539,30296.442138671875,30747.142456054688,31722.42202758789,43231.78256225586,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(12:0) | PE (12:0),PE,63051.10485839844,61949.984619140625,51484.004150390625,58613.804626464844,62217.08447265625,47750.10321044922,61092.423767089844,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(12:0) | PE (12:0)_2,PE,60681.48425292969,65928.98443603516,53947.144104003906,59645.624267578125,62108.244201660156,51293.04376220703,60886.64373779297,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(13:0),PE,33544.54243469238,32823.98263549805,33090.301986694336,31383.942352294922,33409.64245605469,33084.94209289551,36036.30244445801,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(14:0),PE,87890.40606689453,96582.22650146484,93155.24807739258,95542.20584106445,90079.0654296875,91017.90884399414,134677.56942749023,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(14:1),PE,81199.48522949219,115519.9476928711,110463.72792053223,101716.90786743164,110232.16781616211,125249.09133911133,39678.1423034668,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(15:0),PE,568512.1632080078,562622.633102417,608762.5358276367,528889.0122375488,564543.0735015869,580362.1122283936,895332.0626068115,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(15:1),PE,136586.97213745117,238605.2573852539,202215.25520324707,204589.9945526123,224964.4195098877,235856.51805114746,31247.9818649292,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(16:0),PE,1662.080135345459,1416.2400932312012,707197.2882995605,1636.0601081848145,1421.6400985717773,636524.2214660645,1477791.6302337646,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(16:1),PE,1469.8201065063477,1847.620132446289,25443.601852416992,1619.560115814209,2269.2601318359375,24564.281616210938,33066.92241668701,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(17:0),PE,74649.68531799316,56647.323181152344,47094.66287231445,52691.58349609375,51089.40432739258,46654.74398803711,8120.740547180176,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(17:1),PE,52008.18356323242,39167.603515625,24601.06184387207,39628.52265930176,43944.782428741455,26499.28173828125,1598.3600997924805,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(17:2),PE,29789.84210205078,13618.160827636719,27485.66192626953,30558.741912841797,9986.980770111084,21536.101669311523,1422.240089416504,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(18:0),PE,54278.94403076172,55208.08459472656,30092.482025146484,48392.863708496094,50336.8235168457,26162.942016601562,52732.1637878418,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(18:1),PE,39105.662841796875,38249.242614746094,24038.881660461426,42837.36328125,38798.60287475586,20010.861541748047,38762.44291687012,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(18:2),PE,47283.28323364258,53209.36312866211,28235.62171936035,49165.24304199219,46277.2431640625,27227.1414642334,63069.78421020508,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(18:3),PE,45223.44338989258,55025.18389892578,25923.22183227539,41531.062744140625,38655.583099365234,24173.501724243164,40781.843017578125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(18:4),PE,89168.46691894531,719531.388671875,200920.294921875,82246.365234375,83568.72521972656,243814.63671875,48831.60382080078,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(19:0),PE,37374.80270385742,51856.40417480469,23227.321685791016,38523.962463378906,34617.74234008789,22125.941680908203,40591.5235748291,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(19:1),PE,38668.14279174805,38822.68280029297,27334.0020904541,39048.40267944336,36071.60220336914,21733.361541748047,43139.00271606445,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(20:0),PE,57735.70428466797,54474.34405517578,1680.3201217651367,56033.54412841797,47078.08349609375,1596.0601196289062,55170.40365600586,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(20:1),PE,163634.48986816406,90085.626953125,1671.4801025390625,72416.22540283203,95325.0076751709,2423.220199584961,41330.32279968262,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(20:2),PE,497647.71478271484,209780.2778930664,2616.640167236328,166051.89303588867,242822.83203125,44757.70276260376,60406.58558654785,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(20:3),PE,57163.64422607422,62147.364990234375,17701.481510162354,58017.88381958008,58689.7841796875,18237.26127243042,55966.783935546875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(20:4),PE,159388.17114257812,158872.29174804688,82031.42609024048,157105.17138671875,169627.53125,100970.30810546875,192101.29370117188,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(20:5),PE,98819.9072265625,91800.68640136719,19152.421493530273,99165.86730957031,88116.96691894531,17515.501266479492,100372.34777832031,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(21:0),PE,87757.24655151367,55654.04473876953,35582.04244995117,49610.323638916016,57227.643798828125,28300.561935424805,46612.263763427734,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(22:0),PE,56585.16387939453,53942.10363769531,27198.022079467773,50975.364013671875,48685.763610839844,23367.361587524414,35826.622497558594,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(22:1),PE,41971.142669677734,39181.60284423828,25360.441635131836,35650.72253417969,37563.603088378906,21202.52153778076,42536.28253173828,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(22:2),PE,53169.623046875,46934.46314239502,29089.761947631836,49902.02410888672,48327.86340332031,26272.641662597656,47750.58319091797,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(22:4),PE,47519.12307739258,47068.742767333984,34298.96237182617,43958.82293701172,49427.4235534668,26159.401428222656,46962.02322387695,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(22:5),PE,93331.02627563477,104717.34698486328,75396.98522949219,81636.5061340332,95906.06637573242,41637.442779541016,47812.822982788086,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(22:6),PE,53752.104095458984,57161.58416748047,30662.802001953125,56439.46432495117,51365.76400756836,21781.801498413086,43074.343338012695,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(24:0),PE,49776.903411865234,49925.744384765625,32055.622283935547,46298.42367553711,45918.10354614258,29016.76205444336,73709.22436523438,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(24:1),PE,73293.564453125,62804.82376098633,49077.58329772949,67538.14346313477,63269.324462890625,42653.62296295166,89366.2847290039,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(24:6),PE,52615.54379272461,50852.52381896973,43733.04328918457,47553.24279785156,50448.363220214844,35764.041511535645,36389.14225769043,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(12:0),PG,78609.22625732422,90008.88598632812,88899.18688964844,80440.98516845703,94559.68676757812,82272.14642333984,62100.60400390625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(13:0) | PG (12:0),PG,145131.91064453125,128483.40942382812,112850.96740722656,148135.2498779297,185458.99267578125,91264.86669921875,111238.74743652344,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(13:0) | PG (12:0)_2,PG,150098.74963378906,147085.2508544922,115446.54858398438,146011.9500732422,183567.01416015625,92566.80688476562,116032.82824707031,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(14:0),PG,91497.48596191406,82256.86560058594,99267.06726074219,68318.88424682617,74471.96533203125,83255.00537109375,49676.62432861328,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(14:1) | PG (14:1),PG,1258672.4228515625,1011577.1616210938,1377536.2084960938,713315.0092773438,953785.6440429688,1386853.9106445312,288534.4426269531,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(14:1) | PG (14:1)_2,PG,1273893.7622070312,991362.8793945312,1408114.28125,720797.2622070312,944955.755859375,1387978.0146484375,292964.9814453125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(15:0) | PGo (16:0),PG,99884.14504623413,76440.50614929199,82327.16583251953,63018.18440628052,90560.02697753906,72912.36505126953,63839.22380065918,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(15:0) | PGo (16:0)_2,PG,69923.82579040527,79943.26568603516,86121.12686157227,47168.08304977417,89681.98654174805,70348.32418823242,63154.72477340698,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(15:1),PG,102172.9478149414,100178.10626220703,89803.64767456055,111108.56829833984,106764.50677490234,86968.3251953125,124935.75091552734,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(16:0),PG,1453.4201126098633,1467.8801040649414,186140.9340209961,1652.4201278686523,1460.600112915039,167109.3533935547,1476.4401016235352,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(16:1) | PG (16:1),PG,1684.7401084899902,1634.6601028442383,72665.84478759766,1455.9201164245605,1604.7201080322266,65649.48458862305,1547.0800971984863,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(16:1) | PG (16:1)_2,PG,1706.6601257324219,1512.6801071166992,70501.2445678711,1460.2800979614258,1505.4401092529297,65975.76446533203,1465.0601119995117,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),PG,1727465.3676757812,1262055.7163085938,1398261.3156738281,833568.4702148438,1155757.3764648438,1442103.4287109375,270501.8620605469,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,PG,1625907.2641601562,1232189.2143554688,1485995.8959960938,788924.75390625,1098897.3393554688,1544390.5166015625,247907.35473632812,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,PG,1521635.9482421875,1133377.6079101562,1556953.1655273438,737858.494140625,1026135.63671875,1613862.654296875,218858.333984375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(17:1) | PGp (18:0),PG,54148.80422973633,58135.863525390625,82315.56579589844,50110.323638916016,49994.92346191406,60616.30432128906,50902.10313415527,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
