Lipid,Parent_Ion,Product_Ion,Transition
"[TG(55:9),TG(54:2)]_FA18:0",904.8,603.5,904.8 -> 603.5
"[TG(56:9),TG(55:2)]_FA18:0",918.8,617.5,918.8 -> 617.5
"[TG(58:7),TG(57:0)]_FA18:0",950.9,649.6,950.9 -> 649.6
"[TG(48:7),TG(47:0)]_FA16:1",810.8,539.5,810.8 -> 539.5
"[TG(49:7),TG(48:0)]_FA16:1",824.8,553.5,824.8 -> 553.5
"[TG(50:7),TG(49:0)]_FA16:1",838.8,567.5,838.8 -> 567.5
"[TG(51:7),TG(50:0)]_FA16:1",852.8,581.5,852.8 -> 581.5
"[TG(52:7),TG(51:0)]_FA16:1",866.8,595.5,866.8 -> 595.5
"[TG(53:7),TG(52:0)]_FA16:1",880.8,609.5,880.8 -> 609.5
"[TG(54:7),TG(53:0)]_FA16:1",894.8,623.5,894.8 -> 623.5
"[TG(55:7),TG(54:0)]_FA16:1",908.9,637.6,908.9 -> 637.6
"[TG(56:7),TG(55:0)]_FA16:1",922.9,651.6,922.9 -> 651.6
"[TG(58:14),TG(57:7),TG(56:0)]_FA16:1",936.9,665.6,936.9 -> 665.6
"[TG(60:14),TG(59:7),TG(58:0)]_FA16:1",964.9,693.6,964.9 -> 693.6
"[TG(61:14),TG(60:7),TG(59:0)]_FA16:1",978.9,707.6,978.9 -> 707.6
"[TG(62:14),TG(61:7),TG(60:0)]_FA16:1",993.0,721.7,993.0 -> 721.7
"[TG(62:7),TG(61:0)]_FA16:1",1007.0,735.7,1007.0 -> 735.7
"[TG(64:14),TG(63:7),TG(62:0)]_FA16:1",1021.0,749.7,1021.0 -> 749.7
"[TG(64:7),TG(63:0)]_FA16:1",1035.0,763.7,1035.0 -> 763.7
"[TG(66:14),TG(65:7),TG(64:0)]_FA16:1",1049.0,777.7,1049.0 -> 777.7
[TG(38:1)]_FA16:1,682.6,411.3,682.6 -> 411.3
[TG(39:1)]_FA16:1,696.6,425.3,696.6 -> 425.3
[TG(40:1)]_FA16:1,710.6,439.3,710.6 -> 439.3
[TG(40:2)]_FA16:1,708.6,437.3,708.6 -> 437.3
[TG(41:1)]_FA16:1,724.6,453.3,724.6 -> 453.3
[TG(41:2)]_FA16:1,722.6,451.3,722.6 -> 451.3
[TG(42:1)]_FA16:1,738.7,467.4,738.7 -> 467.4
[TG(42:2)]_FA16:1,736.6,465.3,736.6 -> 465.3
[TG(42:3)]_FA16:1,734.6,463.3,734.6 -> 463.3
[TG(42:4)]_FA16:1,732.6,461.3,732.6 -> 461.3
[TG(43:1)]_FA16:1,752.7,481.4,752.7 -> 481.4
[TG(43:2)]_FA16:1,750.7,479.4,750.7 -> 479.4
[TG(43:3)]_FA16:1,748.6,477.3,748.6 -> 477.3
[TG(43:4)]_FA16:1,746.6,475.3,746.6 -> 475.3
[TG(44:1)]_FA16:1,766.7,495.4,766.7 -> 495.4
[TG(44:2)]_FA16:1,764.7,493.4,764.7 -> 493.4
[TG(44:3)]_FA16:1,762.7,491.4,762.7 -> 491.4
[TG(44:4)]_FA16:1,760.6,489.3,760.6 -> 489.3
[TG(44:5)]_FA16:1,758.6,487.3,758.6 -> 487.3
[TG(45:1)]_FA16:1,780.7,509.4,780.7 -> 509.4
[TG(45:2)]_FA16:1,778.7,507.4,778.7 -> 507.4
[TG(45:3)]_FA16:1,776.7,505.4,776.7 -> 505.4
[TG(45:4)]_FA16:1,774.7,503.4,774.7 -> 503.4
[TG(45:5)]_FA16:1,772.6,501.3,772.6 -> 501.3
[TG(46:1)]_FA16:1,794.7,523.4,794.7 -> 523.4
[TG(46:2)]_FA16:1,792.7,521.4,792.7 -> 521.4
[TG(46:3)]_FA16:1,790.7,519.4,790.7 -> 519.4
[TG(46:4)]_FA16:1,788.7,517.4,788.7 -> 517.4
[TG(46:5)]_FA16:1,786.7,515.4,786.7 -> 515.4
[TG(46:6)]_FA16:1,784.6,513.3,784.6 -> 513.3
[TG(47:2)]_FA16:1,806.7,535.4,806.7 -> 535.4
[TG(47:3)]_FA16:1,804.7,533.4,804.7 -> 533.4
[TG(47:4)]_FA16:1,802.7,531.4,802.7 -> 531.4
[TG(47:5)]_FA16:1,800.7,529.4,800.7 -> 529.4
[TG(47:6)]_FA16:1,798.7,527.4,798.7 -> 527.4
[TG(48:2)]_FA16:1,820.7,549.4,820.7 -> 549.4
[TG(48:3)]_FA16:1,818.7,547.4,818.7 -> 547.4
[TG(48:4)]_FA16:1,816.7,545.4,816.7 -> 545.4
[TG(48:5)]_FA16:1,814.7,543.4,814.7 -> 543.4
[TG(48:6)]_FA16:1,812.7,541.4,812.7 -> 541.4
"[TG(48:8),TG(47:1)]_FA16:1",808.7,537.4,808.7 -> 537.4
[TG(49:3)]_FA16:1,832.7,561.4,832.7 -> 561.4
[TG(49:4)]_FA16:1,830.7,559.4,830.7 -> 559.4
[TG(49:5)]_FA16:1,828.7,557.4,828.7 -> 557.4
[TG(49:6)]_FA16:1,826.7,555.4,826.7 -> 555.4
"[TG(49:8),TG(48:1)]_FA16:1",822.8,551.5,822.8 -> 551.5
[TG(50:3)]_FA16:1,846.8,575.5,846.8 -> 575.5
[TG(50:4)]_FA16:1,844.7,573.4,844.7 -> 573.4
[TG(50:6)]_FA16:1,840.7,569.4,840.7 -> 569.4
"[TG(50:8),TG(49:1)]_FA16:1",836.8,565.5,836.8 -> 565.5
"[TG(50:9),TG(49:2)]_FA16:1",834.8,563.5,834.8 -> 563.5
[TG(51:4)]_FA16:1,858.8,587.5,858.8 -> 587.5
[TG(51:5)]_FA16:1,856.7,585.4,856.7 -> 585.4
[TG(51:6)]_FA16:1,854.7,583.4,854.7 -> 583.4
"[TG(51:8),TG(50:1)]_FA16:1",850.8,579.5,850.8 -> 579.5
"[TG(51:9),TG(50:2)]_FA16:1",848.8,577.5,848.8 -> 577.5
"[TG(52:10),TG(51:3)]_FA16:1",860.8,589.5,860.8 -> 589.5
[TG(52:4)]_FA16:1,872.8,601.5,872.8 -> 601.5
[TG(52:6)]_FA16:1,868.7,597.4,868.7 -> 597.4
"[TG(52:8),TG(51:1)]_FA16:1",864.8,593.5,864.8 -> 593.5
"[TG(52:9),TG(51:2)]_FA16:1",862.8,591.5,862.8 -> 591.5
[TG(53:6)]_FA16:1,882.8,611.5,882.8 -> 611.5
"[TG(53:8),TG(52:1)]_FA16:1",878.8,607.5,878.8 -> 607.5
"[TG(53:9),TG(52:2)]_FA16:1",876.8,605.5,876.8 -> 605.5
"[TG(54:12),TG(53:5)]_FA16:1",884.8,613.5,884.8 -> 613.5
"[TG(56:10),TG(55:3)]_FA16:1",916.8,645.5,916.8 -> 645.5
"[TG(56:11),TG(55:4)]_FA16:1",914.8,643.5,914.8 -> 643.5
"[TG(56:12),TG(55:5)]_FA16:1",912.8,641.5,912.8 -> 641.5
"[TG(56:13),TG(55:6)]_FA16:1",910.8,639.5,910.8 -> 639.5
[TG(56:6)]_FA16:1,924.8,653.5,924.8 -> 653.5
"[TG(56:8),TG(55:1)]_FA16:1",920.9,649.6,920.9 -> 649.6
"[TG(57:10),TG(56:3)]_FA16:1",930.8,659.5,930.8 -> 659.5
"[TG(57:11),TG(56:4)]_FA16:1",928.8,657.5,928.8 -> 657.5
"[TG(57:12),TG(56:5)]_FA16:1",926.8,655.5,926.8 -> 655.5
"[TG(57:8),TG(56:1)]_FA16:1",934.9,663.6,934.9 -> 663.6
"[TG(57:9),TG(56:2)]_FA16:1",932.9,661.6,932.9 -> 661.6
"[TG(58:10),TG(57:3)]_FA16:1",944.9,673.6,944.9 -> 673.6
"[TG(58:11),TG(57:4)]_FA16:1",942.8,671.5,942.8 -> 671.5
"[TG(58:12),TG(57:5)]_FA16:1",940.8,669.5,940.8 -> 669.5
"[TG(58:13),TG(57:6)]_FA16:1",938.8,667.5,938.8 -> 667.5
"[TG(58:8),TG(57:1)]_FA16:1",948.9,677.6,948.9 -> 677.6
"[TG(58:9),TG(57:2)]_FA16:1",946.9,675.6,946.9 -> 675.6
"[TG(59:10),TG(58:3)]_FA16:1",958.9,687.6,958.9 -> 687.6
"[TG(59:11),TG(58:4)]_FA16:1",956.9,685.6,956.9 -> 685.6
"[TG(59:12),TG(58:5)]_FA16:1",954.8,683.5,954.8 -> 683.5
"[TG(59:13),TG(58:6)]_FA16:1",952.8,681.5,952.8 -> 681.5
"[TG(59:9),TG(58:2)]_FA16:1",960.9,689.6,960.9 -> 689.6
"[TG(60:10),TG(59:3)]_FA16:1",972.9,701.6,972.9 -> 701.6
"[TG(60:11),TG(59:4)]_FA16:1",970.9,699.6,970.9 -> 699.6
"[TG(60:12),TG(59:5)]_FA16:1",968.9,697.6,968.9 -> 697.6
"[TG(60:13),TG(59:6)]_FA16:1",966.8,695.5,966.8 -> 695.5
"[TG(60:15),TG(59:8),TG(58:1)]_FA16:1",962.9,691.6,962.9 -> 691.6
"[TG(60:8),TG(59:1)]_FA16:1",976.9,705.6,976.9 -> 705.6
"[TG(60:9),TG(59:2)]_FA16:1",974.9,703.6,974.9 -> 703.6
"[TG(61:10),TG(60:3)]_FA16:1",986.9,715.6,986.9 -> 715.6
"[TG(61:11),TG(60:4)]_FA16:1",984.9,713.6,984.9 -> 713.6
"[TG(61:12),TG(60:5)]_FA16:1",982.9,711.6,982.9 -> 711.6
"[TG(61:13),TG(60:6)]_FA16:1",980.9,709.6,980.9 -> 709.6
"[TG(62:10),TG(61:3)]_FA16:1",1000.9,729.6,1000.9 -> 729.6
"[TG(62:11),TG(61:4)]_FA16:1",998.9,727.6,998.9 -> 727.6
"[TG(62:12),TG(61:5)]_FA16:1",996.9,725.6,996.9 -> 725.6
"[TG(62:13),TG(61:6)]_FA16:1",994.9,723.6,994.9 -> 723.6
"[TG(62:15),TG(61:8),TG(60:1)]_FA16:1",990.9,719.6,990.9 -> 719.6
"[TG(62:16),TG(61:9),TG(60:2)]_FA16:1",988.9,717.6,988.9 -> 717.6
"[TG(62:8),TG(61:1)]_FA16:1",1005.0,733.7,1005.0 -> 733.7
"[TG(62:9),TG(61:2)]_FA16:1",1002.9,731.6,1002.9 -> 731.6
"[TG(63:11),TG(62:4)]_FA16:1",1012.9,741.6,1012.9 -> 741.6
"[TG(63:12),TG(62:5)]_FA16:1",1010.9,739.6,1010.9 -> 739.6
"[TG(63:13),TG(62:6)]_FA16:1",1008.9,737.6,1008.9 -> 737.6
"[TG(64:10),TG(63:3)]_FA16:1",1029.0,757.7,1029.0 -> 757.7
"[TG(64:11),TG(63:4)]_FA16:1",1026.9,755.6,1026.9 -> 755.6
"[TG(64:12),TG(63:5)]_FA16:1",1024.9,753.6,1024.9 -> 753.6
"[TG(64:13),TG(63:6)]_FA16:1",1022.9,751.6,1022.9 -> 751.6
"[TG(64:15),TG(63:8),TG(62:1)]_FA16:1",1019.0,747.7,1019.0 -> 747.7
"[TG(64:16),TG(63:9),TG(62:2)]_FA16:1",1017.0,745.7,1017.0 -> 745.7
"[TG(64:17),TG(63:10),TG(62:3)]_FA16:1",1014.9,743.6,1014.9 -> 743.6
[TG(64:6)]_FA16:1,1036.9,765.6,1036.9 -> 765.6
"[TG(64:8),TG(63:1)]_FA16:1",1033.0,761.7,1033.0 -> 761.7
"[TG(64:9),TG(63:2)]_FA16:1",1031.0,759.7,1031.0 -> 759.7
"[TG(65:12),TG(64:5)]_FA16:1",1038.9,767.6,1038.9 -> 767.6
[TG(66:1)]_FA16:1,1075.0,803.7,1075.0 -> 803.7
"[TG(66:10),TG(65:3)]_FA16:1",1057.0,785.7,1057.0 -> 785.7
"[TG(66:11),TG(65:4)]_FA16:1",1055.0,783.7,1055.0 -> 783.7
"[TG(66:12),TG(65:5)]_FA16:1",1053.0,781.7,1053.0 -> 781.7
"[TG(66:13),TG(65:6)]_FA16:1",1050.9,779.6,1050.9 -> 779.6
"[TG(66:15),TG(65:8),TG(64:1)]_FA16:1",1047.0,775.7,1047.0 -> 775.7
"[TG(66:16),TG(65:9),TG(64:2)]_FA16:1",1045.0,773.7,1045.0 -> 773.7
"[TG(66:17),TG(65:10),TG(64:3)]_FA16:1",1043.0,771.7,1043.0 -> 771.7
"[TG(66:18),TG(65:11),TG(64:4)]_FA16:1",1041.0,769.7,1041.0 -> 769.7
[TG(66:2)]_FA16:1,1073.0,801.7,1073.0 -> 801.7
[TG(66:3)]_FA16:1,1071.0,799.7,1071.0 -> 799.7
[TG(66:4)]_FA16:1,1069.0,797.7,1069.0 -> 797.7
[TG(66:5)]_FA16:1,1067.0,795.7,1067.0 -> 795.7
[TG(66:6)]_FA16:1,1065.0,793.7,1065.0 -> 793.7
[TG(66:7)]_FA16:1,1062.9,791.6,1062.9 -> 791.6
"[TG(66:8),TG(65:1)]_FA16:1",1061.0,789.7,1061.0 -> 789.7
"[TG(66:9),TG(65:2)]_FA16:1",1059.0,787.7,1059.0 -> 787.7
[TG(50:5)]_FA16:1,842.7,571.4,842.7 -> 571.4
[TG(52:5)]_FA16:1,870.8,599.5,870.8 -> 599.5
"[TG(53:10),TG(52:3)]_FA16:1",874.8,603.5,874.8 -> 603.5
"[TG(54:10),TG(53:3)]_FA16:1",888.8,617.5,888.8 -> 617.5
"[TG(54:11),TG(53:4)]_FA16:1",886.8,615.5,886.8 -> 615.5
[TG(54:5)]_FA16:1,898.8,627.5,898.8 -> 627.5
[TG(54:6)]_FA16:1,896.8,625.5,896.8 -> 625.5
"[TG(54:8),TG(53:1)]_FA16:1",892.8,621.5,892.8 -> 621.5
"[TG(54:9),TG(53:2)]_FA16:1",890.8,619.5,890.8 -> 619.5
"[TG(55:10),TG(54:3)]_FA16:1",902.8,631.5,902.8 -> 631.5
"[TG(55:11),TG(54:4)]_FA16:1",900.8,629.5,900.8 -> 629.5
"[TG(55:8),TG(54:1)]_FA16:1",906.8,635.5,906.8 -> 635.5
"[TG(55:9),TG(54:2)]_FA16:1",904.8,633.5,904.8 -> 633.5
"[TG(56:9),TG(55:2)]_FA16:1",918.8,647.5,918.8 -> 647.5
"[TG(58:7),TG(57:0)]_FA16:1",950.9,679.6,950.9 -> 679.6
"[TG(48:7),TG(47:0)]_FA18:1",810.8,511.5,810.8 -> 511.5
"[TG(49:7),TG(48:0)]_FA18:1",824.8,525.5,824.8 -> 525.5
"[TG(50:7),TG(49:0)]_FA18:1",838.8,539.5,838.8 -> 539.5
"[TG(51:7),TG(50:0)]_FA18:1",852.8,553.5,852.8 -> 553.5
"[TG(52:7),TG(51:0)]_FA18:1",866.8,567.5,866.8 -> 567.5
"[TG(53:7),TG(52:0)]_FA18:1",880.8,581.5,880.8 -> 581.5
"[TG(54:7),TG(53:0)]_FA18:1",894.8,595.5,894.8 -> 595.5
"[TG(55:7),TG(54:0)]_FA18:1",908.9,609.6,908.9 -> 609.6
"[TG(56:7),TG(55:0)]_FA18:1",922.9,623.6,922.9 -> 623.6
"[TG(58:14),TG(57:7),TG(56:0)]_FA18:1",936.9,637.6,936.9 -> 637.6
"[TG(60:14),TG(59:7),TG(58:0)]_FA18:1",964.9,665.6,964.9 -> 665.6
"[TG(61:14),TG(60:7),TG(59:0)]_FA18:1",978.9,679.6,978.9 -> 679.6
"[TG(62:14),TG(61:7),TG(60:0)]_FA18:1",993.0,693.7,993.0 -> 693.7
"[TG(62:7),TG(61:0)]_FA18:1",1007.0,707.7,1007.0 -> 707.7
"[TG(64:14),TG(63:7),TG(62:0)]_FA18:1",1021.0,721.7,1021.0 -> 721.7
"[TG(64:7),TG(63:0)]_FA18:1",1035.0,735.7,1035.0 -> 735.7
"[TG(66:14),TG(65:7),TG(64:0)]_FA18:1",1049.0,749.7,1049.0 -> 749.7
[TG(38:1)]_FA18:1,682.6,383.3,682.6 -> 383.3
[TG(39:1)]_FA18:1,696.6,397.3,696.6 -> 397.3
[TG(40:1)]_FA18:1,710.6,411.3,710.6 -> 411.3
[TG(40:2)]_FA18:1,708.6,409.3,708.6 -> 409.3
[TG(41:1)]_FA18:1,724.6,425.3,724.6 -> 425.3
[TG(41:2)]_FA18:1,722.6,423.3,722.6 -> 423.3
[TG(42:1)]_FA18:1,738.7,439.4,738.7 -> 439.4
[TG(42:2)]_FA18:1,736.6,437.3,736.6 -> 437.3
[TG(42:3)]_FA18:1,734.6,435.3,734.6 -> 435.3
[TG(42:4)]_FA18:1,732.6,433.3,732.6 -> 433.3
[TG(43:1)]_FA18:1,752.7,453.4,752.7 -> 453.4
[TG(43:2)]_FA18:1,750.7,451.4,750.7 -> 451.4
[TG(43:3)]_FA18:1,748.6,449.3,748.6 -> 449.3
[TG(43:4)]_FA18:1,746.6,447.3,746.6 -> 447.3
[TG(44:1)]_FA18:1,766.7,467.4,766.7 -> 467.4
[TG(44:2)]_FA18:1,764.7,465.4,764.7 -> 465.4
[TG(44:3)]_FA18:1,762.7,463.4,762.7 -> 463.4
[TG(44:4)]_FA18:1,760.6,461.3,760.6 -> 461.3
[TG(44:5)]_FA18:1,758.6,459.3,758.6 -> 459.3
[TG(45:1)]_FA18:1,780.7,481.4,780.7 -> 481.4
[TG(45:2)]_FA18:1,778.7,479.4,778.7 -> 479.4
[TG(45:3)]_FA18:1,776.7,477.4,776.7 -> 477.4
[TG(45:4)]_FA18:1,774.7,475.4,774.7 -> 475.4
[TG(45:5)]_FA18:1,772.6,473.3,772.6 -> 473.3
[TG(46:1)]_FA18:1,794.7,495.4,794.7 -> 495.4
[TG(46:2)]_FA18:1,792.7,493.4,792.7 -> 493.4
[TG(46:3)]_FA18:1,790.7,491.4,790.7 -> 491.4
[TG(46:4)]_FA18:1,788.7,489.4,788.7 -> 489.4
[TG(46:5)]_FA18:1,786.7,487.4,786.7 -> 487.4
[TG(46:6)]_FA18:1,784.6,485.3,784.6 -> 485.3
[TG(47:2)]_FA18:1,806.7,507.4,806.7 -> 507.4
[TG(47:3)]_FA18:1,804.7,505.4,804.7 -> 505.4
[TG(47:4)]_FA18:1,802.7,503.4,802.7 -> 503.4
[TG(47:5)]_FA18:1,800.7,501.4,800.7 -> 501.4
[TG(47:6)]_FA18:1,798.7,499.4,798.7 -> 499.4
[TG(48:2)]_FA18:1,820.7,521.4,820.7 -> 521.4
[TG(48:3)]_FA18:1,818.7,519.4,818.7 -> 519.4
[TG(48:4)]_FA18:1,816.7,517.4,816.7 -> 517.4
[TG(48:5)]_FA18:1,814.7,515.4,814.7 -> 515.4
[TG(48:6)]_FA18:1,812.7,513.4,812.7 -> 513.4
"[TG(48:8),TG(47:1)]_FA18:1",808.7,509.4,808.7 -> 509.4
[TG(49:3)]_FA18:1,832.7,533.4,832.7 -> 533.4
[TG(49:4)]_FA18:1,830.7,531.4,830.7 -> 531.4
[TG(49:5)]_FA18:1,828.7,529.4,828.7 -> 529.4
[TG(49:6)]_FA18:1,826.7,527.4,826.7 -> 527.4
"[TG(49:8),TG(48:1)]_FA18:1",822.8,523.5,822.8 -> 523.5
[TG(50:3)]_FA18:1,846.8,547.5,846.8 -> 547.5
[TG(50:4)]_FA18:1,844.7,545.4,844.7 -> 545.4
[TG(50:6)]_FA18:1,840.7,541.4,840.7 -> 541.4
"[TG(50:8),TG(49:1)]_FA18:1",836.8,537.5,836.8 -> 537.5
"[TG(50:9),TG(49:2)]_FA18:1",834.8,535.5,834.8 -> 535.5
[TG(51:4)]_FA18:1,858.8,559.5,858.8 -> 559.5
[TG(51:5)]_FA18:1,856.7,557.4,856.7 -> 557.4
[TG(51:6)]_FA18:1,854.7,555.4,854.7 -> 555.4
"[TG(51:8),TG(50:1)]_FA18:1",850.8,551.5,850.8 -> 551.5
"[TG(51:9),TG(50:2)]_FA18:1",848.8,549.5,848.8 -> 549.5
"[TG(52:10),TG(51:3)]_FA18:1",860.8,561.5,860.8 -> 561.5
[TG(52:4)]_FA18:1,872.8,573.5,872.8 -> 573.5
[TG(52:6)]_FA18:1,868.7,569.4,868.7 -> 569.4
"[TG(52:8),TG(51:1)]_FA18:1",864.8,565.5,864.8 -> 565.5
"[TG(52:9),TG(51:2)]_FA18:1",862.8,563.5,862.8 -> 563.5
[TG(53:6)]_FA18:1,882.8,583.5,882.8 -> 583.5
"[TG(53:8),TG(52:1)]_FA18:1",878.8,579.5,878.8 -> 579.5
"[TG(53:9),TG(52:2)]_FA18:1",876.8,577.5,876.8 -> 577.5
"[TG(54:12),TG(53:5)]_FA18:1",884.8,585.5,884.8 -> 585.5
"[TG(56:10),TG(55:3)]_FA18:1",916.8,617.5,916.8 -> 617.5
"[TG(56:11),TG(55:4)]_FA18:1",914.8,615.5,914.8 -> 615.5
"[TG(56:12),TG(55:5)]_FA18:1",912.8,613.5,912.8 -> 613.5
"[TG(56:13),TG(55:6)]_FA18:1",910.8,611.5,910.8 -> 611.5
[TG(56:6)]_FA18:1,924.8,625.5,924.8 -> 625.5
"[TG(56:8),TG(55:1)]_FA18:1",920.9,621.6,920.9 -> 621.6
"[TG(57:10),TG(56:3)]_FA18:1",930.8,631.5,930.8 -> 631.5
"[TG(57:11),TG(56:4)]_FA18:1",928.8,629.5,928.8 -> 629.5
"[TG(57:12),TG(56:5)]_FA18:1",926.8,627.5,926.8 -> 627.5
"[TG(57:8),TG(56:1)]_FA18:1",934.9,635.6,934.9 -> 635.6
"[TG(57:9),TG(56:2)]_FA18:1",932.9,633.6,932.9 -> 633.6
"[TG(58:10),TG(57:3)]_FA18:1",944.9,645.6,944.9 -> 645.6
"[TG(58:11),TG(57:4)]_FA18:1",942.8,643.5,942.8 -> 643.5
"[TG(58:12),TG(57:5)]_FA18:1",940.8,641.5,940.8 -> 641.5
"[TG(58:13),TG(57:6)]_FA18:1",938.8,639.5,938.8 -> 639.5
"[TG(58:8),TG(57:1)]_FA18:1",948.9,649.6,948.9 -> 649.6
"[TG(58:9),TG(57:2)]_FA18:1",946.9,647.6,946.9 -> 647.6
"[TG(59:10),TG(58:3)]_FA18:1",958.9,659.6,958.9 -> 659.6
"[TG(59:11),TG(58:4)]_FA18:1",956.9,657.6,956.9 -> 657.6
"[TG(59:12),TG(58:5)]_FA18:1",954.8,655.5,954.8 -> 655.5
"[TG(59:13),TG(58:6)]_FA18:1",952.8,653.5,952.8 -> 653.5
"[TG(59:9),TG(58:2)]_FA18:1",960.9,661.6,960.9 -> 661.6
"[TG(60:10),TG(59:3)]_FA18:1",972.9,673.6,972.9 -> 673.6
"[TG(60:11),TG(59:4)]_FA18:1",970.9,671.6,970.9 -> 671.6
"[TG(60:12),TG(59:5)]_FA18:1",968.9,669.6,968.9 -> 669.6
"[TG(60:13),TG(59:6)]_FA18:1",966.8,667.5,966.8 -> 667.5
"[TG(60:15),TG(59:8),TG(58:1)]_FA18:1",962.9,663.6,962.9 -> 663.6
"[TG(60:8),TG(59:1)]_FA18:1",976.9,677.6,976.9 -> 677.6
"[TG(60:9),TG(59:2)]_FA18:1",974.9,675.6,974.9 -> 675.6
"[TG(61:10),TG(60:3)]_FA18:1",986.9,687.6,986.9 -> 687.6
"[TG(61:11),TG(60:4)]_FA18:1",984.9,685.6,984.9 -> 685.6
"[TG(61:12),TG(60:5)]_FA18:1",982.9,683.6,982.9 -> 683.6
"[TG(61:13),TG(60:6)]_FA18:1",980.9,681.6,980.9 -> 681.6
"[TG(62:10),TG(61:3)]_FA18:1",1000.9,701.6,1000.9 -> 701.6
"[TG(62:11),TG(61:4)]_FA18:1",998.9,699.6,998.9 -> 699.6
"[TG(62:12),TG(61:5)]_FA18:1",996.9,697.6,996.9 -> 697.6
"[TG(62:13),TG(61:6)]_FA18:1",994.9,695.6,994.9 -> 695.6
"[TG(62:15),TG(61:8),TG(60:1)]_FA18:1",990.9,691.6,990.9 -> 691.6
"[TG(62:16),TG(61:9),TG(60:2)]_FA18:1",988.9,689.6,988.9 -> 689.6
"[TG(62:8),TG(61:1)]_FA18:1",1005.0,705.7,1005.0 -> 705.7
"[TG(62:9),TG(61:2)]_FA18:1",1002.9,703.6,1002.9 -> 703.6
"[TG(63:11),TG(62:4)]_FA18:1",1012.9,713.6,1012.9 -> 713.6
"[TG(63:12),TG(62:5)]_FA18:1",1010.9,711.6,1010.9 -> 711.6
"[TG(63:13),TG(62:6)]_FA18:1",1008.9,709.6,1008.9 -> 709.6
"[TG(64:10),TG(63:3)]_FA18:1",1029.0,729.7,1029.0 -> 729.7
"[TG(64:11),TG(63:4)]_FA18:1",1026.9,727.6,1026.9 -> 727.6
"[TG(64:12),TG(63:5)]_FA18:1",1024.9,725.6,1024.9 -> 725.6
"[TG(64:13),TG(63:6)]_FA18:1",1022.9,723.6,1022.9 -> 723.6
"[TG(64:15),TG(63:8),TG(62:1)]_FA18:1",1019.0,719.7,1019.0 -> 719.7
"[TG(64:16),TG(63:9),TG(62:2)]_FA18:1",1017.0,717.7,1017.0 -> 717.7
"[TG(64:17),TG(63:10),TG(62:3)]_FA18:1",1014.9,715.6,1014.9 -> 715.6
[TG(64:6)]_FA18:1,1036.9,737.6,1036.9 -> 737.6
"[TG(64:8),TG(63:1)]_FA18:1",1033.0,733.7,1033.0 -> 733.7
"[TG(64:9),TG(63:2)]_FA18:1",1031.0,731.7,1031.0 -> 731.7
"[TG(65:12),TG(64:5)]_FA18:1",1038.9,739.6,1038.9 -> 739.6
[TG(66:1)]_FA18:1,1075.0,775.7,1075.0 -> 775.7
"[TG(66:10),TG(65:3)]_FA18:1",1057.0,757.7,1057.0 -> 757.7
"[TG(66:11),TG(65:4)]_FA18:1",1055.0,755.7,1055.0 -> 755.7
"[TG(66:12),TG(65:5)]_FA18:1",1053.0,753.7,1053.0 -> 753.7
"[TG(66:13),TG(65:6)]_FA18:1",1050.9,751.6,1050.9 -> 751.6
"[TG(66:15),TG(65:8),TG(64:1)]_FA18:1",1047.0,747.7,1047.0 -> 747.7
"[TG(66:16),TG(65:9),TG(64:2)]_FA18:1",1045.0,745.7,1045.0 -> 745.7
"[TG(66:17),TG(65:10),TG(64:3)]_FA18:1",1043.0,743.7,1043.0 -> 743.7
"[TG(66:18),TG(65:11),TG(64:4)]_FA18:1",1041.0,741.7,1041.0 -> 741.7
[TG(66:2)]_FA18:1,1073.0,773.7,1073.0 -> 773.7
[TG(66:3)]_FA18:1,1071.0,771.7,1071.0 -> 771.7
[TG(66:4)]_FA18:1,1069.0,769.7,1069.0 -> 769.7
[TG(66:5)]_FA18:1,1067.0,767.7,1067.0 -> 767.7
[TG(66:6)]_FA18:1,1065.0,765.7,1065.0 -> 765.7
[TG(66:7)]_FA18:1,1062.9,763.6,1062.9 -> 763.6
"[TG(66:8),TG(65:1)]_FA18:1",1061.0,761.7,1061.0 -> 761.7
"[TG(66:9),TG(65:2)]_FA18:1",1059.0,759.7,1059.0 -> 759.7
[TG(50:5)]_FA18:1,842.7,543.4,842.7 -> 543.4
[TG(52:5)]_FA18:1,870.8,571.5,870.8 -> 571.5
"[TG(53:10),TG(52:3)]_FA18:1",874.8,575.5,874.8 -> 575.5
"[TG(54:10),TG(53:3)]_FA18:1",888.8,589.5,888.8 -> 589.5
"[TG(54:11),TG(53:4)]_FA18:1",886.8,587.5,886.8 -> 587.5
[TG(54:5)]_FA18:1,898.8,599.5,898.8 -> 599.5
[TG(54:6)]_FA18:1,896.8,597.5,896.8 -> 597.5
"[TG(54:8),TG(53:1)]_FA18:1",892.8,593.5,892.8 -> 593.5
"[TG(54:9),TG(53:2)]_FA18:1",890.8,591.5,890.8 -> 591.5
"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,902.8 -> 603.5
"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,900.8 -> 601.5
"[TG(55:8),TG(54:1)]_FA18:1",906.8,607.5,906.8 -> 607.5
"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,904.8 -> 605.5
"[TG(56:9),TG(55:2)]_FA18:1",918.8,619.5,918.8 -> 619.5
