lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
[TG(56:12)|TG(55:5)]_FA20:4,3.0578653664278024,8.514884263928534,70.20063325902811,5.356923889279327e-17,2.2745780777242616e-15,TAG,2020193.540527344,4087223.669189453,5995713.366943359,3351130.218383789,881484.3349609375,3212746.7626953125,331374.88024902344,398282.3486328125,162164.99169921875,401302.0717163086,436424.9332275391,188225.59228515625,71398.02557373047
DG(36:3)_C18:0,3.0552330598548743,6.2402680905786765,70.09375898101645,5.655160654039258e-17,2.3700264195564525e-15,DAG,931371.2541313173,63198.22480773926,62208.74425125122,60623.46455001831,3222199.0540618896,64007.36476135254,61625.64437484741,55266.52370452881,58730.72434997559,59226.78429794312,57190.60404586792,61369.90422439575,65619.12463378906
[TG(54:5)]_FA20:4,3.052542640331124,13.046934497765337,69.98926589427893,5.962805415057086e-17,2.466919624921694e-15,TAG,18529907.400390625,129477732.9951172,171722492.87695312,106886951.4296875,12362301.935546877,22199426.376953125,8797679.0859375,10663663.923828123,3219803.5361328125,10921749.323242188,9404788.7822265625,2862183.78125,1147714.1220703125
[TG(54:10)|TG(53:3)]_FA18:1,3.046653367985264,8.296767980452795,69.75457747339533,6.71618144217133e-17,2.743432596694542e-15,TAG,624665.3228759766,5475008.782104492,5748957.559997559,4092704.561889648,621692.7869873047,728295.3298339844,261769.3756103516,472781.1511230469,143165.49060058594,334436.3234863281,342652.62451171875,127869.728515625,50050.663146972656
[TG(56:9)|TG(55:2)]_FA18:0,3.019405923025476,7.891885994974389,68.67411778340465,1.1615543278177111e-16,4.685419769834692e-15,TAG,499378.1329345703,4480857.731689453,3410248.683654785,3724295.8260498047,660493.0238037109,510809.412902832,188220.11462402344,338227.40313720703,112924.3878173828,271205.24029541016,267769.7424316406,104300.60766601562,55071.92364501953
[TG(54:11)|TG(53:4)]_FA18:2,3.011489976249522,8.420046069062476,68.36144114385388,1.3611322419451998e-16,5.422683635502666e-15,TAG,641108.0274658203,5628604.609619141,6351588.888671875,4561874.524291992,708200.2698974609,847224.7368774414,311849.90234375,464307.8347167969,160879.95178222656,372475.2087402344,424085.2897949219,136726.42993164062,63383.60430908203
[TG(56:10)|TG(55:3)]_FA18:1,2.9976445771524554,7.982917398898585,67.8150436451615,1.795741526162935e-16,7.066899884058281e-15,TAG,539786.5776977539,4944599.091064453,3595287.0986328125,3761875.353393554,702262.0393066406,568349.6607666016,208103.77392578125,375524.5478515625,125269.78918457033,292035.7604980469,271198.1618652344,111731.62719726562,55790.32385253906
[TG(51:8)|TG(50:1)]_FA18:0,2.985541141973449,10.156709421059176,67.33911664141793,2.286004819364784e-16,8.887876568783323e-15,TAG,2263235.65234375,16254769.905517578,21373043.02001953,16298526.823486328,1773985.044921875,4171653.860595703,986155.279296875,1382713.9233398438,647279.26220703125,1272903.9501953125,1299028.4138183594,607870.56591796875,183136.9313964844
[TG(58:13)|TG(57:6)]_FA22:5,2.9710304062454025,8.334913076971615,66.76893553633272,3.05270972616113e-16,1.172749319800234e-14,TAG,2868490.0872192383,2614160.3379821777,4409908.527130127,1996384.7830810547,695498.2810668945,4321198.254821777,282897.0398864746,274160.3791503906,137199.82946777344,388330.3906860352,365956.8085327149,290050.0199584961,51019.72317504883
PI(36:5),2.9682399172474656,7.222093165326131,66.65895069344788,3.2278727037415787e-16,1.2254523782322439e-14,PI,323328.59924316406,2142913.194091797,2280283.565765381,2935676.5111694336,319655.23794555664,341499.7436218262,120914.58917236328,201734.95440673828,86319.64611816406,191580.09350585935,131313.2094116211,83034.96661376953,37556.10272216797
[TG(53:6)]_FA18:3,2.953291929777525,7.909524387359769,66.0742306555876,4.342563568162403e-16,1.629471236565125e-14,TAG,469617.4692993164,3922757.849182129,4290547.305664063,3292871.667114258,573778.557434082,589663.7638549805,170820.4111328125,369058.0277709961,134154.74963378906,274789.45935058594,255460.8377685547,130528.93020629884,46627.563049316406
[TG(56:13)|TG(55:6)]_FA18:3,2.952155437457615,7.893815370735025,66.02981804789033,4.441525377189747e-16,1.647448550826588e-14,TAG,541025.3796386719,4719195.406738281,3220334.064086914,3895673.567504883,549538.6759033203,391927.5516357422,181030.91137695312,415536.81091308594,112063.70904541016,291963.14025878906,245827.3779296875,101887.80682373048,55351.30422973633
[TG(56:12)|TG(55:5)]_FA18:3,2.918074796328139,8.158112527145823,64.702082397489,8.712274165861603e-16,3.1589335655320664e-14,TAG,646825.4244995117,5285375.641967773,4019555.078186035,4364410.1396484375,837959.72216796875,670324.52197265625,242960.3365478516,430375.1466064453,140110.68884277344,368094.3859863281,335706.5421142578,128638.86889648438,72887.0054321289
[TG(56:7)|TG(55:0)]_FA22:5,2.918617220924568,9.015817532122544,64.72339199813723,8.618561072402259e-16,3.1589335655320664e-14,TAG,1277667.4494628906,7199788.85333252,9050570.282836914,8701271.8544921875,1070877.3651733398,1274795.0255126953,507095.0716247559,642137.0227050781,212786.2540283203,738554.1714477539,684646.7866821289,241554.8570556641,50567.42346191406
[TG(54:12)|TG(53:5)]_FA18:3,2.9081601256116296,8.532268368361796,64.31748542581045,1.0590170884972836e-15,3.75543752151729e-14,TAG,741264.638671875,6111787.693603516,6808223.814697266,4850048.374267578,739736.47119140625,863134.5114746094,345975.22705078125,566877.0222167969,176610.33142089844,445021.1309814453,460607.7716064453,164797.51135253906,61723.884338378906
[TG(56:11)|TG(55:4)]_FA18:2,2.9083944520164087,8.017686567784978,64.32639568592276,1.0542386134201836e-15,3.75543752151729e-14,TAG,535802.5966796875,4737334.795410156,3717213.653076172,3965527.958251953,763638.2326660156,606050.4364013672,253637.9560546875,375111.0470581055,123426.60888671876,315806.6014404297,318509.8439941406,116697.76818847656,67830.30505371094
[TG(56:8)|TG(55:1)]_FA22:6,2.903581493232001,9.133223993215891,64.14020194981018,1.1587282512454208e-15,4.064365289966275e-14,TAG,1491122.8159179688,8142146.720581055,9413462.769226074,9304294.780822754,1129672.7020263672,1512677.4946289062,601619.1622924805,700939.7976074219,241730.4974975586,847117.68017578125,687346.4725341797,241199.3580932617,57026.84387207031
[TG(50:5)]_FA18:3,2.8869273294466455,10.013748648098119,63.496240360749724,1.6067318389760602e-15,5.575186714382522e-14,TAG,2308485.271484375,14618037.284179688,15106166.544921877,17533362.787109375,2146824.514160156,4718106.900878906,872393.69384765625,1515121.6669921875,582045.845703125,1236398.08984375,1210214.6650390625,547063.73828125,333991.703125
[TG(51:9)|TG(50:2)]_FA18:1,2.85354239066918,10.2828012178043,62.21135414785127,3.085040685336764e-15,1.0590879033597594e-13,TAG,2827024.1015625,18588832.481445312,21954183.21923828,16780628.536621094,1896084.5151367188,5103736.008544922,1390039.6264648438,1612941.8657226562,731792.4912109375,1453158.3012695312,1469175.4357910156,704427.5703125,180382.3720703125
[TG(53:6)]_FA20:4,2.850661474285268,7.40201301763365,62.10014550992491,3.264272927871454e-15,1.1088219724464401e-13,TAG,329133.92712402344,2481031.108154297,2602638.49029541,2802527.4837646484,499409.4385986328,540673.2373046875,153435.61102294922,266326.3564453125,87613.64654541016,207603.57556152344,210585.07611083984,84984.265869140625,44729.52337646485
[TG(58:14)|TG(57:7)|TG(56:0)]_FA20:4,2.800981249370057,7.289667879449822,60.20463564493912,8.549062125689952e-15,2.8441055133609764e-13,TAG,335449.88220214844,3133572.304992676,1975524.6513671875,2527926.1131896973,398781.6676025391,253608.01794433597,145160.42974853516,260165.37811279297,86144.44610595703,200308.93359375,184122.1319580078,81198.78527832031,56616.284423828125
[TG(58:14)|TG(57:7)|TG(56:0)]_FA22:6,2.8014223926902972,8.390667699399502,60.2218348762035,8.474685478172968e-15,2.8441055133609764e-13,TAG,3101187.4287719727,2746162.305908203,4258806.063018799,2009165.6282348635,724911.0132446289,4524875.015258789,333376.96044921875,286835.4994506836,166201.29455566406,481983.1773071289,389878.8246459961,339162.283203125,51446.98388671875
[TG(53:10)|TG(52:3)]_FA18:2,2.791005069880333,12.982438383830143,59.82715286025843,1.0356463737467612e-14,3.410235559266121e-13,TAG,18966313.94335937,120695098.70117188,160445813.37304688,95878868.34765624,12054041.740234377,23618758.35546875,11249675.875,10029237.3359375,3587978.11328125,11616175.560546877,11254931.47265625,3584719.048828125,750925.296875
[TG(53:9)|TG(52:2)]_FA18:1,2.773336462722217,12.804285976378367,59.15896248321278,1.454354361068526e-14,4.740607599159731e-13,TAG,18021476.08398437,112685857.8232422,139109785.67578125,80654511.8203125,10642690.166015623,20274179.32421875,9401518.328125,10124564.875,3260681.556640625,10582418.267578123,9446965.7890625,3118556.764648437,568842.640625
[TG(52:4)]_FA18:3,2.717554764721807,13.03987265554901,57.0655466992267,4.215259434845641e-14,1.3602642196246885e-12,TAG,21362016.62890625,124162472.95507812,166381786.34765625,97088528.44140624,12308791.755859377,24498662.30078125,11536957.794921877,11863449.1796875,3875860.552734375,13106827.1015625,12109666.224609377,3566046.7861328125,816298.306640625
[TG(56:9)|TG(55:2)]_FA22:6,2.7105555982843597,7.652730544200382,56.8040087873087,4.8148386309802965e-14,1.5383647784330116e-12,TAG,490243.2703857422,2872283.291442871,2905845.855529785,3075762.723449707,715792.0257263184,814836.313079834,197668.31616210935,297156.94174194336,103314.68743896484,287012.33892822266,243026.3767089844,162933.33026123047,44075.903060913086
[TG(57:11)|TG(56:4)]_FA18:2,2.6926366851188708,9.217899015804257,56.138262465800416,6.754966179372977e-14,2.13708586870947e-12,TAG,1364942.889892578,10995359.990112305,7751460.697021484,10822770.368286133,1294508.6135864258,828544.5628662109,749877.8983154297,889038.8934326172,233403.47509765625,994420.1602783204,883114.4450683594,291824.0603027344,51036.283752441406
[TG(57:11)|TG(56:4)]_FA18:1,2.690006945549818,9.818300114174347,56.04076594487063,7.098381498883281e-14,2.223929815232655e-12,TAG,2943675.2709350586,16991797.455932617,10090959.854736328,17338957.65753174,2401187.067932129,1012240.737548828,846326.5197753906,1863100.9135742188,333809.7861328125,1860284.0654296875,1032349.5600585938,321478.5416870117,41847.18273925781
[TG(57:10)|TG(56:3)]_FA18:0,2.688374908241712,9.695113242087643,55.98023907560194,7.320310796403312e-14,2.271407974999374e-12,TAG,2812167.376220703,15283537.65197754,9031466.37548828,16527461.751342772,2312920.196533203,799949.4644775391,731171.4381103516,1658019.0948486328,296566.142578125,1797301.6671142578,979512.8357543944,295754.3607788086,43386.563079833984
[TG(57:9)|TG(56:2)]_FA18:0,2.6837309366940274,9.087808425009099,55.808124715862505,7.990064947123064e-14,2.455613293749155e-12,TAG,1271203.9591064453,10191903.440979004,6903707.161315918,10101040.147460938,1145732.017944336,663363.5460205078,625587.4868774414,803179.7800292969,222533.0587158203,948547.505493164,823417.0814819336,280866.5415649414,43043.86297607422
[TG(57:10)|TG(56:3)]_FA18:1,2.6780622806984082,9.186158313269983,55.598351727923514,8.889813817512935e-14,2.7063612442560604e-12,TAG,1363360.4318237305,11189371.845214844,7458883.018798828,10268396.130432129,1217817.961303711,797384.746887207,668297.9665527344,897075.9157714844,237464.2166748047,1027099.6799316406,859304.3580322266,295586.1194458008,45031.72344970703
[TG(56:6)]_FA18:3,2.6757903922898567,9.983224338038314,55.51441314020821,9.277627058841116e-14,2.79802827279255e-12,TAG,3421135.651245117,18540212.509277344,11406098.452026367,19625568.734375,2670460.613220215,1116602.6541748047,963326.6995849608,2037285.465576172,358591.9665527344,2155321.834960937,1212652.810119629,354566.5030517578,77564.0658569336
[TG(57:12)|TG(56:5)]_FA18:2,2.6725050187142325,9.875326014377459,55.39300238368675,9.868714113685394e-14,2.948735226376182e-12,TAG,3050178.5345458984,16995880.77380371,10600961.143798828,18438864.83972168,2618191.253051758,1053421.3293457031,986785.0477294922,1827373.2243652344,338146.7650756836,1966623.3892822263,1128849.8087158203,334294.84118652344,49453.223205566406
[TG(56:8)|TG(55:1)]_FA22:5,2.6576796197047026,7.532624033404124,54.84574891527882,1.3037045055751328e-13,3.859682972010049e-12,TAG,439414.8872680664,2500432.3168640137,2741112.277862549,2868801.005554199,691615.6913452148,717771.0295410156,176618.2529296875,277712.87982177734,96018.7875366211,248585.4984741211,240801.05780029297,176548.61157226562,38751.52279663086
[TG(57:12)|TG(56:5)]_FA18:3,2.656960125849251,9.39383338572199,54.81973593841813,1.3210746960531337e-13,3.8755527674213296e-12,TAG,1693782.461364746,12510109.10546875,8599162.70123291,11965111.209960938,1456050.521484375,976332.7137451172,777289.29150390625,1055414.931640625,270842.3801269531,1178681.3348388672,1051927.178100586,332848.5047607422,62687.90417480469
[TG(59:13)|TG(58:6)]_FA20:4,2.6542270855510393,9.37966175559447,54.71915842311863,1.3904420174656016e-13,4.042303054379726e-12,TAG,1615419.028930664,12257511.724853516,8234190.794067383,12506287.833984377,1527290.793395996,881652.4300537109,800789.7810058594,1098749.4518432615,320479.0230102539,1132109.5127563477,916387.2291259766,329706.9229736328,51030.26315307617
[TG(52:9)|TG(51:2)]_FA18:0,2.590454300528696,6.863778634621284,52.38935610082535,4.551843580120788e-13,1.311499931522302e-11,TAG,233545.75714111328,1622808.769897461,1704580.885803223,1957938.9689941409,350282.904296875,359969.5586547852,118433.22763061523,200760.1148071289,77720.34558105469,154390.43133544922,170334.171875,79085.56530761719,36647.80255126953
[TG(50:3)]_FA18:2,2.577435678066729,10.556854806850923,51.91905977163729,5.783626532160143e-13,1.651660426485025e-11,TAG,3657438.86328125,20429221.57910156,25867808.28466797,19930399.837890625,2616870.3481445312,6415181.875488281,2170737.548828125,1993192.552734375,903169.00439453125,2089265.8442382808,2399274.6455078125,1007604.2680664062,297301.36279296875
[TG(55:8)|TG(54:1)]_FA18:0,2.5595045403640766,10.928454150292437,51.27247611246235,8.039496589693061e-13,2.275741710082413e-11,TAG,4334442.078613281,35537407.346191406,31675842.194335938,25649988.95214844,3407630.3251953125,3272955.6669921875,2601238.0815429688,2961823.8291015625,886913.85595703125,3404628.399902344,3254576.8305664062,1105022.2661132812,226154.87475585935
PI(38:9)|PI(37:2)|PI(O-38:2)|PI(P-38:1),2.5568494965029127,6.726981659550651,51.17599599387722,8.444494164226475e-13,2.3695984928659858e-11,PI,250978.37713623047,1761575.8707885742,1466989.3969726562,1436865.9210205078,357291.2237548828,324371.9616088867,123412.1104736328,184823.9747314453,75177.38522338867,150774.29040527344,141972.27111816406,65158.88485717773,43804.44345092773
[TG(57:12)|TG(56:5)]_FA20:4,2.550502437574413,11.343141773064886,50.94895137120776,9.479964505792225e-13,2.6372280569130615e-11,TAG,5842401.096191406,46091560.27124024,42316195.34375,34965885.97949219,4482421.746582031,4715587.939941406,3737323.093261719,3986081.3759765625,1097725.8100585938,4649726.095214844,4307817.945800781,1389605.1635742188,269438.8798828125
[TG(58:9)|TG(57:2)]_FA22:5,2.5437677609173246,9.12869319464821,50.70718274752654,1.0722643023498571e-12,2.957433251011102e-11,TAG,2066427.3337402344,9273574.196716309,6530549.586181641,10639681.862182615,1340425.0977783203,975513.6632080078,681881.1887207031,903705.2916870116,303146.2233276367,962673.0990600586,748275.5785217285,438701.0706176758,46568.583251953125
[TG(58:10)|TG(57:3)]_FA22:6,2.542068679346466,9.297048507269077,50.64630778864502,1.106043273665139e-12,3.024747156031698e-11,TAG,2387238.089904785,10785061.793029783,7155335.285858154,11689752.824035645,1495166.8549194336,1126243.671142578,817261.5704956055,996509.5654296876,338286.16580200195,1124901.1445922852,783195.9970703125,488050.3148803711,51388.26345825195
[TG(54:9)|TG(53:2)]_FA16:0,2.53671750365026,6.8489527194982225,50.45395641128017,1.2199361834490869e-12,3.308179885706053e-11,TAG,257738.216003418,1802957.4993286133,1565585.1551513672,1648978.1533203125,452908.3508605957,385785.9077758789,148973.1495361328,195714.53485107425,74348.525390625,166169.99267578125,168807.45251464844,71085.26483154297,39232.782470703125
[TG(58:13)|TG(57:6)]_FA20:4,2.463586448512961,7.571330713797701,47.86138085225684,4.574439787975557e-12,1.2301430996497603e-10,TAG,526314.3372192383,2967706.814575196,2482107.752746582,2573758.5776367188,722884.27587890625,696621.2880859375,240516.09606933597,324131.6649169922,125974.94921875,296334.1228027344,300374.5020751953,128210.08959960938,76066.68469238281
[TG(50:4)]_FA18:3,2.4590932638768046,10.762119273222657,47.70410546363742,4.956525834060895e-12,1.3218767658276452e-10,TAG,4716100.5595703125,23262147.251953125,28663383.01464844,22702437.8203125,2930289.9697265625,7528123.856445312,2544665.8603515625,2631960.6572265625,1108390.6108398438,2669108.65625,3032582.76953125,1120206.43359375,423067.46875
[TG(55:9)|TG(54:2)]_FA18:1,2.437640881359729,11.121937665070531,46.953568109596965,7.26885334740158e-12,1.9226712911528604e-10,TAG,5328303.745117188,41091043.497558594,35431201.37060547,26967511.76416016,3848449.2231445312,4346762.091308594,3555703.3979492188,3475242.3046875,1100329.5649414062,4186643.8828125,3800097.9575195312,1343402.9462890625,241709.57763671875
[TG(55:10)|TG(54:3)]_FA18:2,2.4270770855022765,11.230205083678774,46.58554553286014,8.77048097699591e-12,2.3010034238020978e-10,TAG,5563237.4990234375,41517498.89990234,39544412.06933594,29793540.658691406,4286635.30859375,4890372.296875,3963261.096679688,3609953.51171875,1147850.3642578125,4416059.201660156,4312497.717285156,1477230.119140625,313728.6240234375
