lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
[TG(56:11)|TG(55:4)]_FA18:3,2.0727105427262296,7.2767927997631014,34.873133432622126,3.519033975749891e-9,7.725117442003332e-8,TAG,615963.5569458008,2285145.8681640625,1938416.9405517576,1891203.178222656,440708.0364990234,560023.46044921875,231074.4586181641,301339.7609863281,139205.58978271484,293765.4971923828,302160.6384277344,155367.39013671875,63785.20422363281
[TG(58:8)|TG(57:1)]_FA20:4,2.068034400716748,8.887043471099254,34.72758237361268,3.792204261814006e-9,8.268542670860673e-8,TAG,1890278.436645508,7358190.440093994,5912532.092895508,7209313.052490234,1200855.0524291992,794988.2025756836,1005003.162109375,885087.3592529297,215988.67321777344,1349191.5509643557,936236.3827514648,288639.4172973633,37151.32266235352
[TG(62:14)|TG(61:7)|TG(60:0)]_FA22:6,2.047303682702795,7.650711964703761,34.08367682065,5.279226974453449e-9,1.1433600970846498e-7,TAG,1883089.5119628904,1521949.8424072266,2360231.7893066406,1139254.7166748047,481705.76989746094,2157497.986694336,301116.91955566406,281456.19860839844,153245.43127441406,421247.5892333984,289642.7012939453,362941.6231689453,78801.34576416016
[TG(48:2)]_FA14:0,2.000373457034938,6.775579832415884,32.64381843049341,1.106908974333967e-8,2.381330173450474e-7,TAG,336767.1242675781,1369873.151916504,1444740.211303711,1418875.7785644531,317221.66442871094,490930.4930419922,238832.71618652344,218383.69860839844,81697.74603271484,183876.294921875,266618.0614013672,84320.80578613281,44309.38317871094
[TG(54:12)|TG(53:5)]_FA20:4,1.9689558980499173,7.839321175311147,31.694133094206336,1.804665497048116e-8,3.85672553574455e-7,TAG,692131.7642211914,2905957.905273437,3370290.238647461,2920424.030151367,573137.4226074219,720035.6677246094,464125.2097167969,457189.47265625,171093.7117919922,465803.4770507813,546043.1002197266,183625.5322265625,90479.10626220705
[TG(54:11)|TG(53:4)]_FA16:1,1.9085253169470757,6.097996566260084,29.89806441218434,4.553671941876899e-8,9.667565366076812e-7,TAG,181628.81225585935,927001.5830078124,842737.0633544922,963599.5771484376,245808.63720703125,188999.41381835935,123183.20849609376,151625.41229248047,75196.98583984375,127459.8892211914,126055.4891357422,74993.30584716797,35937.862548828125
[TG(55:8)|TG(54:1)]_FA20:4,1.9059271717044304,5.93371727462548,29.82171702664891,4.736564261275648e-8,9.99012605956635e-7,TAG,175546.93194580078,866971.750793457,734152.3100280762,877637.0640869141,203667.31341552731,145469.29061889648,94802.867431640625,129640.48977661131,72027.00473022461,132161.54989624023,102457.66696166992,71504.46493530273,30250.04180908203
[TG(54:8)|TG(53:1)]_FA18:0,1.8932720310837818,7.761250947127989,29.452105293254135,5.731574383576892e-8,1.2010253594677032e-6,TAG,688785.3317871094,2664137.014892578,3087973.0579833984,2343013.4329833984,825765.3215332031,854653.6793212891,284593.66052246094,378117.7290039063,223270.59692382807,496170.4567871094,473841.3332519531,312358.3404541016,67169.36486816406
[TG(56:12)|TG(55:5)]_FA18:1,1.827087870754401,6.484732119296938,27.54624230716763,1.533830752802497e-7,3.193336670512037e-6,TAG,297619.35974121094,1569822.6251220703,887977.1580810547,1224678.7578735352,253193.8780517578,178197.75256347656,144662.17218017578,206162.0330810547,120344.02850341795,207342.4353027344,135960.388671875,107360.92706298828,34300.362731933594
PI(34:1)|PI(O-35:1)|PI(P-35:0),1.8208045808043618,10.371459806675558,27.368572090684292,1.6814178810391283e-7,3.47816378340594e-6,PI,5158505.862548828,16390568.0625,18956447.422607426,9560381.33618164,2359556.6987304688,4710524.403808594,3781656.3571777344,2160444.0446777344,768104.1779785156,3059777.795410156,2896275.376464844,822012.99755859375,2675812.8022460938
[TG(54:9)|TG(53:2)]_FA18:1,1.8036974870877769,7.947601449603021,26.885709760746977,2.1584897718451238e-7,4.436590123403958e-6,TAG,835704.0279541016,3108067.8696289062,3370678.2119140625,2564802.3013916016,888103.2116699219,982756.56787109375,398197.2064208984,492618.2126464844,262933.7580566406,547577.1142578125,569580.02587890625,337553.6015625,78035.84606933594
[TG(51:9)|TG(50:2)]_FA16:1,1.8011760307911022,10.686055364797927,26.81502311198892,2.2389004530076296e-7,4.572741621427608e-6,TAG,6522618.1923828125,20343185.830078125,25023333.41357422,12582241.808105469,2867797.3168945312,6192436.798828125,4671259.594238281,2799575.764160156,988718.41259765625,3507664.7451171875,4119391.682128906,1380483.7734375,2063598.873046875
[TG(56:11)|TG(55:4)]_FA18:0,1.789432676699678,6.38749788681914,26.485543114297794,2.655177688795046e-7,5.388841762101644e-6,TAG,256403.69842529297,1364638.6099853516,856422.2880859375,1231287.5307617188,236824.81689453125,155016.05114746094,130718.38861083984,184559.39184570312,116627.78839111328,181754.2120361328,144437.66961669922,112549.98840332033,34760.762634277344
[TG(51:8)|TG(50:1)]_FA16:0,1.7701464214984886,10.555631465278552,25.949516456568137,3.504632106914528e-7,7.068404880633239e-6,TAG,5825764.552734375,19237914.78515625,22768379.11035156,11941980.103515623,2459264.4711914062,5191058.766113281,4365795.815429688,2618693.7006835938,934008.9912109376,3684075.168945313,3710388.979492188,1109397.248046875,1707462.140625
[TG(50:5)]_FA20:4,1.766727259944299,7.335138088730595,25.85461798239794,3.681229268446876e-7,7.378463881539173e-6,TAG,486173.23400878906,1755799.705078125,1729226.439819336,2448780.376953125,419878.1916503906,726735.6751708984,290061.40173339844,353971.0861816406,147170.97003173828,305567.3839111328,405279.9676513672,206210.6958618164,152610.17028808594
[TG(48:2)]_FA16:0,1.76476832257481,7.930460419079441,25.800555842804897,3.785794293627146e-7,7.541208756502963e-6,TAG,721491.935546875,2503928.5971679688,2687109.7998046875,3052744.4111328125,960441.69482421875,1486510.4028320312,474444.1723632813,546587.19921875,260060.45947265625,464940.509765625,601987.36279296875,269551.7399902344,165637.21020507812
PI(34:4),1.7635158634285002,5.679476326196961,25.765206235845884,3.855771011422097e-7,7.633480401140558e-6,PI,149221.89004516602,500802.3521728516,659186.0663146973,615887.7654418945,221936.41662597656,234218.53805541992,78078.24572753906,110476.20767211914,80254.345703125,109160.6079711914,80551.3254699707,67194.085205078125,39685.78305053711
FA(16:0),1.7530757420662204,5.383013321939517,25.477180838496672,4.476462683286373e-7,8.808259194490931e-6,FA,55094.44415283203,49163.60290527344,579386.8859863281,961351.7022705078,72662.7451171875,63893.40417480469,76833.9849243164,60209.224609375,43438.84338378906,47840.32299804688,80733.36688232422,70615.96545410156,127026.0908203125
[TG(48:3)]_FA16:1,1.7488073709067518,8.055501297494459,25.361050151175732,4.75421145078755e-7,9.298085061631166e-6,TAG,804359.51904296875,2673396.65625,2922271.6538085938,3227084.187988281,1069243.259765625,1722475.6538085938,532566.2578125,630362.423828125,281101.1201171875,477788.3784179688,618000.37939453125,333022.3647460937,164005.93188476562
[TG(56:13)|TG(55:6)]_FA18:2,1.7482531371726062,6.5428660452003244,25.345530743245032,4.792615070432199e-7,9.316728212219702e-6,TAG,288523.99993896484,1465258.6593017578,955840.807800293,1327867.2021484375,285691.4810791016,194583.39404296875,174191.09246826172,205269.8147583008,128408.16931152344,212454.515625,165391.55200195312,113369.88848876952,42761.2829284668
PI(32:2)|PI(O-33:2)|PI(P-33:1),1.7455466628915364,7.7950546894998585,25.271613133560095,4.979840302562973e-7,9.622721351120187e-6,PI,677339.3098144531,2322140.867919922,2425916.256835937,2701600.625,820932.4641113281,1360324.714111328,431930.2087402344,531935.0119628906,243604.77661132807,433278.4140625,479611.15478515625,266463.9599609375,167421.7119140625
[TG(54:8)|TG(53:1)]_FA16:0,1.7450082539939609,6.255288382436842,25.25648540565271,5.019051925565679e-7,9.640762240357407e-6,TAG,239136.11401367188,1068236.3731079102,887107.6506347656,969502.9425048828,257977.0586547852,208977.89471435547,130983.6889038086,190534.8555908203,87872.06579589844,166956.072265625,165920.1109008789,87462.04541015625,43889.48303222656
[TG(50:6)]_FA18:3,1.739677797850232,6.903310849159484,25.110870466141932,5.412687400841051e-7,1.0335350439357439e-5,TAG,348751.8400878906,1263225.3847045898,1469889.1560668943,1805857.017578125,299816.89923095703,528111.6610717773,253095.9588623047,345957.7506103516,157419.59063720703,231179.8970336914,225467.4782104492,108617.10711669922,40467.72314453125
[TG(50:5)]_FA18:2,1.7359545305028337,6.747514725196499,25.009175839259115,5.705812626749385e-7,1.0830974909717802e-5,TAG,309376.6789550781,1138868.3688049316,1310651.6923828125,1648766.0564575195,281122.7817993164,456501.3911743164,233345.97970581052,297600.478515625,154326.0697631836,188149.3537597656,204603.67391967773,101208.28707885742,33025.062072753906
[TG(56:7)|TG(55:0)]_FA18:1,1.730341980568576,8.013636819736142,24.85651858135498,6.175984873488799e-7,1.1654914144297283e-5,TAG,1849937.8409423828,3270678.079223633,2621037.188110352,3065315.2006835938,966505.6583251952,711031.9310302734,676110.1563720703,548541.4342041016,198644.3951416016,815825.9986572266,584783.1457519531,175380.97204589844,85913.88653564453
[TG(50:4)]_FA18:1,1.7278208241079414,6.4859454335477125,24.78763581035582,6.40067259258021e-7,1.2008703753637406e-5,TAG,271134.4801635742,999977.714050293,1075198.8850708008,1322077.1731262207,242908.85577392575,380651.8684082031,181196.39263916016,254409.0651245117,132510.60913085938,160026.97018432617,166074.49279785156,90837.3461303711,24371.94166564941
[TG(54:10)|TG(53:3)]_FA18:2,1.7204777795180253,8.093679913600777,24.588739298341807,7.096521811276254e-7,1.3237269297681198e-5,TAG,886049.8991699219,3173197.225463867,3691882.966918945,2960008.431640625,1027657.219482422,1097873.7873535156,511801.3151855469,512538.2807617188,288057.8217773437,641855.3466796875,703036.150390625,374823.6291503906,90614.9461669922
[TG(53:7)|TG(52:0)]_FA18:0,1.7117355147113822,9.753619316844055,24.352538869729486,8.022094603765738e-7,1.4877758210547148e-5,TAG,3119615.763671875,10981078.200195312,13125411.094726562,8206823.53515625,2072968.845703125,2463138.96484375,1972109.599609375,1755079.412109375,836368.6728515625,2104068.5595703125,2072817.6015625,981128.84765625,394852.66943359375
[TG(50:3)]_FA18:0,1.7099755771114196,6.394651706790569,24.304632578205204,8.224103366883818e-7,1.5165246608533763e-5,TAG,253465.9381103516,873976.6219787598,1026707.875732422,1304467.608581543,229711.61462402344,329475.1091613769,162239.2141571045,236431.0982055664,126392.8489074707,159392.83074951172,159634.19049072266,86472.92636108398,27003.302276611328
[TG(55:11)|TG(54:4)]_FA20:4,1.7081635405239144,10.24006161018584,24.256280581799764,8.433164547046803e-7,1.546239885984093e-5,TAG,4513944.1083984375,15296723.78515625,17963476.166992188,11337260.301757812,2847314.3291015625,3635983.603515625,3134688.0869140625,2451250.44140625,1021207.3427734376,2985335.0556640625,2954657.630859375,1190623.259765625,721736.25390625
PI(35:2)|PI(O-36:2)|PI(P-36:1),1.7026274130185668,6.350396564049134,24.106913476143745,9.113252772224233e-7,1.6614952935574915e-5,PI,277235.62145996094,974183.5401611328,1117405.0968017578,836201.6054077148,274780.3408203125,292493.94024658203,176285.513671875,180510.9109802246,88110.84686279297,194004.2721252441,193531.89385986328,84006.48614501953,47512.38354492188
[TG(58:10)|TG(57:3)]_FA20:4,1.6959893979504628,7.629888328747853,23.929207785709877,9.994387510058422e-7,1.8119038480313778e-5,TAG,1394584.2365112305,2248795.6650390625,2240870.773010254,2279096.023742676,677795.5477294922,623366.2432861328,598996.1415405273,370558.6066894531,145395.5906982422,606387.9044799805,503612.6530151367,130275.06994628906,52285.90335083008
PI(38:8)|PI(37:1)|PI(O-38:1)|PI(P-38:0),1.6933727852450886,6.32069074088595,23.858857484193777,1.0366378500764767e-6,1.8688437665903856e-5,PI,268384.7185058594,1088482.4400024414,918135.0866088868,909052.6771240234,285030.3606567383,256219.41766357425,135902.8896484375,192791.89093017575,97955.06658935548,178196.3524169922,169959.1519165039,103987.06658935548,55807.26416015625
[TG(56:6)]_FA18:0,1.6926118515793929,7.924224138552011,23.83887893025894,1.047452843633462e-6,1.877850181336212e-5,TAG,1768144.6219482422,2962150.0540771484,2371819.069946289,3036712.893310547,992924.9675292968,586855.5827636719,616251.6799316406,536819.3365478516,174429.83349609375,793400.8424072266,595724.6763916016,169154.4306640625,83477.88592529297
[TG(56:8)|TG(55:1)]_FA18:2,1.6885717271393592,8.066574024292303,23.730991686963534,1.107841234653707e-6,1.9751401459820514e-5,TAG,1871484.960205078,3227865.871826172,2699775.1975097656,3282553.9106445312,1030020.668701172,746791.2763671875,765442.15380859375,563568.0758056641,189548.49267578125,848934.2233886719,641914.6002197266,181527.0518798828,97015.74639892578
[TG(46:6)]_FA22:6,-1.6864748102975247,7.632279177089079,23.675024834796197,1.1405310003674759e-6,2.022249196805409e-5,TAG,420024.0667114258,319237.505065918,743140.8942565918,565777.4880065918,522936.0169067383,329713.4479980469,391530.60232543945,327047.94244384766,854610.526550293,390501.046875,310354.959564209,3487472.8237304688,48950.82318115234
[TG(55:7)|TG(54:0)]_FA18:3,1.6656452903692718,6.697098320290519,23.122367673011468,1.520120415783744e-6,2.6805620665213894e-5,TAG,379502.41033935547,1635887.9783325195,1006809.8626098632,1422585.926513672,299302.36224365234,211729.2756347656,192278.55310058597,260828.8206787109,137374.66918945312,252768.97729492188,184523.45239257807,137266.40942382812,52098.62387084961
[TG(49:8)|TG(48:1)]_FA18:0,1.6649817309835242,6.920436938521107,23.10491684124645,1.5339793509817767e-6,2.6902996552272792e-5,TAG,373174.3900146485,1265953.7410888672,1248792.3919677734,1924777.1423339844,350003.84533691406,543394.3778076172,222995.3377685547,286837.9815673828,135044.8096923828,248605.4981689453,317331.1633300781,158789.97204589844,71089.50451660156
[TG(56:9)|TG(55:2)]_FA18:3,1.6629751492189067,8.1954686813827209,23.052208197112122,1.5766132532355228e-6,2.7501248476708284e-5,TAG,2123939.809692383,3574796.994873047,2886820.758300781,3485761.442260742,1080510.3269042969,796119.2526855469,791212.58056640625,635155.3815917969,213602.3358154297,974776.7933349608,706185.1475830078,200944.0516357422,130545.76922607422
[TG(48:2)]_FA18:1,1.6550163570628789,6.973511911757386,22.842669872690752,1.7581858884395832e-6,3.0503579903196422e-5,TAG,427238.5443115234,1407383.0942382812,1278258.169921875,1865009.815673828,344186.8859863281,588188.6240234375,259787.57885742188,296492.68127441406,139645.14880371094,252150.7550048828,307765.78125,173583.55078125,65631.744873046875
[TG(52:9)|TG(51:2)]_FA16:0,1.652911886881199,6.3312404967276015,22.78728137324225,1.8095933106927062e-6,3.1227580821419055e-5,TAG,242930.93817138672,956390.6300048828,1147408.3305664062,850113.5211181641,243741.1563110352,258770.6177368164,191474.11682128903,184965.11248779297,86504.406005859375,177807.99353027344,211213.5757446289,81854.82611083984,42355.14306640625
[TG(56:9)|TG(55:2)]_FA16:0,1.6522949612875892,5.2661117556582795,22.770561536544395,1.8254056802512073e-6,3.133289430941833e-5,TAG,122395.9673461914,563970.7149658203,413841.4860839844,464249.69372558594,133173.34942626953,98150.4266357422,72677.405029296875,95608.66632080078,46699.90344238281,88860.62591552734,87638.10705566406,44959.802978515625,26923.802032470703
[TG(56:6)]_FA18:1,1.644693449218006,9.1105560453714,22.572591600212036,2.0235091619655022e-6,3.4549545320966535e-5,TAG,3663687.436828613,6952975.090332031,5557082.472839356,7179771.257507324,2530072.147277832,982193.7598266602,1068368.7966308594,1794005.34375,435707.5694580078,2224666.8142089844,1004406.7180786132,338226.8048095703,51388.984130859375
[TG(56:7)|TG(55:0)]_FA18:2,1.6397834900055257,9.146472186504353,22.444498313911026,2.163041717204398e-6,3.673755590220311e-5,TAG,3649112.2680664062,6856995.779418945,5667512.519897461,7682350.162353516,2738096.424926758,968982.51220703125,1141480.4989013672,1764971.2494506836,430752.9522094727,2292226.262451172,1077677.434509277,351519.7274169922,60424.36410522461
[TG(54:11)|TG(53:4)]_FA18:3,1.638139971385117,8.19126284683677,22.401621581616837,2.2118718396504895e-6,3.7370211657340996e-5,TAG,985324.5228271484,3400652.5747070312,3843891.041748047,3074351.901123047,1083565.4184570312,1175532.728515625,524837.1174316406,610879.0881347656,339315.7021484375,703216.69140625,782145.5979003906,420063.5690917969,92128.006103515625
[TG(56:8)|TG(55:1)]_FA18:3,1.635418800989602,9.230408529528965,22.33089386796928,2.29484863477246e-6,3.857019033547254e-5,TAG,3986674.8157958975,7328090.78527832,6025664.5369262695,8036989.171142578,2689424.3182373047,1061776.8333740234,1174940.5454101562,1896434.0128173828,458000.5173339844,2473124.571655273,1144942.80078125,355088.1047363281,76574.96600341797
[TG(59:12)|TG(58:5)]_FA20:4,1.6299445523602423,7.130185381422527,22.188551641214875,2.471430870626772e-6,4.132283637053157e-5,TAG,438135.09002685547,1990799.873260498,1514021.4190063477,2110917.74798584,367112.1864624024,264783.5210571289,321391.6649169922,323358.2626953125,126530.56927490234,378123.9110107422,379388.62701416016,147598.37030029297,51291.50341796875
[TG(46:5)]_FA22:5,-1.6282377624812403,7.493176528002266,22.144382324433536,2.5289490376034474e-6,4.206659043477487e-5,TAG,392258.10443115234,302665.09765625,677290.0884399414,578733.84375,484456.9119873047,291704.1178588867,331557.5242919922,312750.70404052734,769967.9580688477,371034.56719970703,303534.88412475586,3102810.694213867,48261.743408203125
PI(36:1)|PI(O-37:1)|PI(P-37:0),1.6269342182040352,8.387798738812489,22.11070661562917,2.5737029074966663e-6,4.2591483499957654e-5,PI,1365274.1680908203,4459568.252197266,4705053.779418945,3116462.61328125,881013.4150390625,978096.96484375,990513.6971435548,737440.3771972656,249480.11791992188,983862.7365722656,858043.3009033203,285222.8391113281,89580.60632324219
FA(16:2),1.625947708509164,4.763468453340028,22.083332405914916,2.6106671409062178e-6,4.298276971277737e-5,FA,38776.343017578125,30418.662078857426,510933.7736816406,268117.97399902344,28859.40200805664,45933.54287719727,38360.98272705078,38993.72317504883,39153.262786865234,29083.622177124023,40108.28326416016,40325.942779541016,141914.6102294922
PI(35:3)|PI(O-36:3)|PI(P-36:2),1.6218528474196532,5.847311646425115,21.978752539198467,2.756856180024511e-6,4.5159263415934504e-5,PI,157771.91162109375,652711.252746582,772470.6129150391,603955.0043334961,229157.9168395996,202647.07411193848,103918.887008667,141685.99087524414,80502.48587036133,136441.38830566406,115959.6488647461,75683.84512329102,39125.62301635742
[TG(62:13)|TG(61:6)]_FA20:4,1.618887444443134,5.2453753533671135,21.901890741184616,2.8695105723174985e-6,4.676722533772004e-5,TAG,294118.45880126953,272560.9788208008,410278.1093139648,258407.4586181641,125522.34991455078,317983.5610961914,80900.68661499023,84267.70559692383,46713.16311645508,86920.72708129883,89110.525634765625,46742.383392333984,29583.88220214844
[TG(52:8)|TG(51:1)]_FA18:0,1.6167394796399785,7.477487499683814,21.847331241458843,2.9522692674482482e-6,4.78742358093241e-5,TAG,523237.2335205078,2071947.1524658203,2406956.833129883,2208536.817504883,509407.6452636719,534681.9580078125,359734.04888916016,398308.7307128906,202591.87634277344,404134.56677246094,483121.6722412109,238431.59729003903,75193.16491699219
[TG(57:12)|TG(56:5)]_FA18:0,1.6068251408353904,9.03810462449069,21.592740862513892,3.3712537329031803e-6,5.439517898039282e-5,TAG,3504772.0095214844,6369552.703857422,5104474.5584106445,7188401.797119141,2528334.0931396484,809785.4364013672,1003293.8041381836,1683619.7895507812,431265.7299194336,2165036.265991211,1016818.3408203124,344832.9263305664,48617.743591308594
[TG(52:10)|TG(51:3)]_FA16:0,1.5993260579394988,5.949270972982443,21.400374791071044,3.726983256116191e-6,5.9835696355656466e-5,TAG,158017.75134277344,698249.6932983398,868749.8362121582,664935.8038330078,228387.29348754883,201241.6343383789,118084.80856323242,145980.19165039062,94342.306640625,132886.88928222656,122410.32928466795,92588.30676269533,31416.36242675781
[TG(51:4)]_FA16:1,1.597961437586185,6.051423385967474,21.365587698488522,3.7952241509780997e-6,6.0629645223793704e-5,TAG,172770.69317626953,701963.149597168,967272.9774169922,702677.45361328125,250852.11895751956,227270.57678222656,120360.6883544922,160985.3930053711,102018.34753417967,127577.427734375,136524.32962036133,108174.64721679688,30130.842315673828
[TG(53:8)|TG(52:1)]_FA16:0,1.593507881225317,8.822703478198383,21.252586073911516,4.025668720023079e-6,6.375051821781789e-5,TAG,1715979.1357421875,6138488.022949219,6393060.191894531,4360719.422119141,1063304.4084472656,1202853.4333496094,1370437.220703125,963186.77197265625,333290.2434082031,1313019.0444335938,1257739.9091796875,407237.3103027344,116756.40869140624
[TG(55:11)|TG(54:4)]_FA16:1,1.5934259833503241,8.430262676364217,21.250481298018716,4.030091638188673e-6,6.375051821781789e-5,TAG,2201861.8696289062,4330023.336853027,2962337.115539551,5292435.585327148,1612828.485168457,454390.2518310547,591987.0428466797,1305730.8784179688,264792.53826904297,1395485.9962768557,629514.6638793945,221613.09631347656,37073.78219604492
[TG(52:10)|TG(51:3)]_FA16:1,1.590504415572948,6.4444262980704234,21.175862250966023,4.1900853701662565e-6,6.59580755586659e-5,TAG,285874.5789794922,959531.2872314452,1239521.925415039,904184.7689208984,273099.6217041016,306454.06231689453,208031.274597168,214137.67443847656,92147.94677734376,177534.43188476562,241380.0186767578,108990.16760253906,37751.36267089844
[TG(55:9)|TG(54:2)]_FA16:0,1.5900958934031268,7.1653848783741045,21.16565095062833,4.212470110503831e-6,6.598854876988283e-5,TAG,501260.6365966797,1935625.725036621,1641661.4633789062,1916561.2164916992,454368.2891845703,343571.3635253906,332981.3420410156,361212.80767822266,124925.1284790039,421620.69061279297,389280.8627319336,147892.3099975586,30431.46228027344
[TG(53:9)|TG(52:2)]_FA16:1,1.5854585877813203,8.929053161155915,21.048128935894056,4.4789000802999664e-6,6.982323941607725e-5,TAG,1898329.0319824216,6302906.889892578,6977143.413574219,4598162.819824219,1203695.12109375,1431333.0471191406,1455719.393798828,1098399.2416992188,375218.4045410156,1235795.1818847656,1399927.4738769531,500547.4580078125,111171.68737792967
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),1.5801348396072115,5.169229540194453,20.912425635747695,4.807658853642361e-6,7.458805346492259e-5,PI,113029.32772827148,509747.65658569336,368620.98358154297,404603.6295471192,131730.09033203125,105608.4269104004,70061.4048461914,92770.04669189452,48346.42346191406,82971.3062286377,74526.16549682617,45769.22311401367,34840.96273803711
[TG(55:10)|TG(54:3)]_FA16:1,1.5783003548385985,7.2722392048323385,20.866869023549956,4.923370481261417e-6,7.601778250253873e-5,TAG,535728.4315795898,1963245.3689575195,1853095.7791137693,2028399.5830078125,500655.53692626953,385298.82775878906,378928.7710571289,403470.18713378906,128918.68923950195,392417.610168457,437622.6702270508,176493.51361083984,36079.382415771484
[TG(50:6)]_FA20:4,1.572175390887137,6.2544599801821414,20.71213759004968,5.337658858889637e-6,8.202202446493742e-5,TAG,216092.9553222656,729381.9393920898,575491.2247314453,1129079.8712768557,244718.9401245117,261650.25744628903,123381.78894042967,204511.41375732425,73732.30572509766,141136.17126464844,165729.97247314453,92359.406982421875,235660.9579772949
[TG(58:11)|TG(57:4)]_FA22:6,1.5706927154805044,6.544959541195275,20.674976431780124,5.442260817929026e-6,8.323305999742637e-5,TAG,337231.74572753906,1346335.4392089844,863402.0618896484,1412112.173675537,268582.38092041016,194625.71405029297,202379.83489990237,237606.5948486328,102749.52670288086,248216.3179321289,189991.11288452148,137700.00881958008,42274.9231262207
[TG(55:10)|TG(54:3)]_FA16:0,1.565686533836384,8.437397969483705,20.549498996057082,5.810899766124785e-6,8.845176200605981e-5,TAG,2260332.503845215,4484866.114135742,2782964.95690918,5420689.851928711,1579865.1237792969,400316.26654052734,601945.0544433594,1308432.8774414062,269200.9794921875,1515124.0751953125,630962.7791137695,192058.97235107425,34598.14236450195
[TG(48:3)]_FA18:1,1.562525524792991,5.650903801258788,20.469663312757802,6.058392017993101e-6,9.178606123034618e-5,TAG,156262.07037353516,578373.1856689453,424397.5314331055,815341.821472168,163350.29138183594,208554.99609375,90011.38623046875,144286.54998779297,61472.68408203125,110420.50759887695,111742.60791015624,75693.0258178711,32116.1423034668
[TG(53:7)|TG(52:0)]_FA20:4,1.5514042650069002,5.619856220541049,20.191940335057154,7.004744276479516e-6,1.0562761579532429e-4,TAG,134223.4691772461,424125.6098022461,482635.291381836,554691.6652832031,355592.54318237305,280995.31854248047,98662.4867553711,123432.0288696289,64351.564376831055,114541.60946655272,107040.48764038086,72333.364990234375,34689.36242675781
[TG(48:4)]_FA18:2,1.546503066024937,5.984642956185683,20.070242590271846,7.464918318724532e-6,1.1204321588150726e-4,TAG,193750.25256347656,681552.3249511719,546641.5544433594,1069517.0474853516,207631.99353027344,247653.4766845703,126164.10913085938,167584.91217041016,77762.9453125,137549.12823486328,155450.03198242188,90152.58654785156,43992.80352783203
FA(40:6),-1.5460174978153092,8.62282793440833,20.058646982477512,7.510317900995457e-6,1.1220275864126084e-4,FA,868212.7740859985,725075.2012519836,2014863.304649353,2022528.7970848083,627071.0839424133,126885.0111618042,1251544.7256774902,471881.0527305603,374510.3220710754,1385945.374507904,1048147.0240325928,7366342.501377106,13028.760856628418
[TG(56:10)|TG(55:3)]_FA20:4,1.5404676241865585,6.1254912084771345,19.92066797660027,8.072292671361926e-6,1.2004280391928542e-4,TAG,272919.3772583008,793010.4384155273,602959.2265625,1155084.7001953125,217337.33447265625,204254.73364257807,142869.70947265625,162673.67053222656,87343.42672729492,182616.49395751956,160123.03100585938,96421.46697998048,54523.18399047852
FA(20:6),1.5262101138035606,6.516768371667911,19.56920451073273,9.702052138790447e-6,1.4361707454989343e-4,FA,80774.225341796875,71988.4653930664,561611.8636474609,496191.81384277344,1397700.7833251953,1225131.3087158203,97431.52587890624,84290.72625732422,84952.2060546875,72806.14599609375,230893.21801757807,369159.778503418,145130.27124023438
[TG(64:14)|TG(63:7)|TG(62:0)]_FA22:5,1.5248632426670605,5.7247771377639225,19.535915989499784,9.872591175582262e-6,1.454742087835797e-4,TAG,434030.651184082,342889.0230102539,603617.1785888672,319237.76498413086,134268.7497253418,472079.83627319336,102071.267578125,115364.18768310548,61189.30416870117,118041.74771118164,117070.02783203124,112363.72805786131,29459.982055664062
PI(38:2)|PI(P-39:1),1.5236180219761426,6.770748093555119,19.505716964471503,1.0029905090985478e-5,1.4712047149368244e-4,PI,436658.8517456055,1454694.1452941897,1217697.491973877,1356379.1840820312,350598.88458251953,258655.49920654297,255872.95852661133,298362.24377441406,121038.58862304688,330491.38525390625,236542.0386352539,128679.2680053711,35227.02261352539
DG(39:8)|DG(O-40:8)|DG(38:1)_C18:0,-1.5098801896736391,2.3048327124233046,19.156387744679705,1.2043378896867958e-5,1.7585512986512624e-4,DAG,2599.5601921081543,17425.621128082275,4130.780307769775,2609.660179138184,2743.28018951416,3238.2402114868164,2607.9201698303223,3412.500217437744,22212.461708068848,31686.66216278076,2603.78018951416,2594.2601928710938,62609.46417236328
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:0,-1.5058468251692037,2.3349190047851986,19.047780186147406,1.274859837464532e-5,1.853140853827948e-4,DAG,2598.980178833008,5730.060398101807,2611.960189819336,2609.940185546875,2604.920196533203,2589.6201934814453,2705.600200653076,2607.9201698303223,12708.580894470217,13197.52096939087,2603.320178985596,2593.8601722717285,83052.00598144531
