lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,DOD94_F4_Female_5xFAD_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,FAD189_M3_Male_WT_cerebellum,Blank_Blank_Blank_Blank_Blank
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,-0.033992362478997,4.065481143023605,0.013447628594857264,0.9076811438339085,0.9999248803854064,DAG,55805.804080963135,58061.004123687744,58588.864196777344,59624.76418685913,55949.34390258789,81597.54624938965,57809.5640296936,59311.58445739746,61653.02457046509,145198.6298828125,57685.14390563965,56737.56406021118,55703.2839050293,79542.44522094727,57907.98373794556,59281.32406234741,61343.32411193848,54126.88366699219,81281.74573135376,53767.2042427063,62378.46427536011,64220.784313201904,63167.164642333984
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,-0.033992362478997,4.065481143023605,0.013447628594857264,0.9076811438339085,0.9999248803854064,TAG,100010.7875366211,101041.74768066406,102965.04608154295,111912.78842163086,113556.64813232422,149414.05114746094,97225.24658203124,110398.70825195312,129511.60931396484,166567.17163085938,115419.06823730467,105470.9071044922,91541.66607666016,91482.50689697266,108503.88842773438,113587.9091796875,122971.1478881836,116591.48822021484,85572.6259765625,89609.52575683594,121061.7886352539,113663.36688232422,37488.22271728516
[TG(43:1)]_FA14:0,-0.052369845697925604,4.459125770022216,0.03191831477113283,0.858207054403622,0.9999248803854064,TAG,76285.345458984375,71457.08508300781,76418.42498779297,61427.78393554688,76243.36413574219,128399.16973876952,98336.64617919922,82708.52673339844,149783.05151367188,118719.5281982422,88746.886962890625,58864.98455810547,76819.346435546875,84553.78680419922,64542.04455566406,116745.82794189452,93424.106689453125,137951.25024414062,82381.32604980469,96731.927001953125,92375.006103515625,69310.34466552734,45029.04293823242
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,0.0920318006897886,5.0280314560704795,0.09856217746528273,0.7535619476502735,0.9999248803854064,DAG,152185.25191497803,120652.30958557127,145310.47080993652,44140.42303466797,120228.78884887695,221838.31448364255,173695.7911376953,156788.23040771484,81762.24529647827,223740.2161178589,141533.9310684204,95210.84678649902,134671.44848632812,156407.79077148438,59356.6442527771,50907.64339065552,165916.4315185547,247686.7748031616,124526.64962768556,163688.2717704773,140464.64910888672,75321.9252166748,64479.08459472656
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,0.0920318006897886,5.0280314560704795,0.09856217746528273,0.7535619476502735,0.9999248803854064,TAG,86845.3472290039,62111.64389038086,72606.72381591797,69443.024658203125,83023.26547241211,125573.32971191406,102984.86645507812,76546.72537231445,151232.3331604004,133591.4692993164,79346.68621826172,67926.324951171875,74213.32604980469,76278.36624145508,59774.18438720703,118692.66888427734,99299.50750732422,133257.16876220703,63582.14456176758,91103.40744018556,93479.4868774414,69203.72476196289,28787.042419433597
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,0.07592999073728779,5.169702862907372,0.0670943440454721,0.7956153654387129,0.9999248803854064,DAG,144853.93005371094,150570.33056640625,136923.889667511,81389.46574783325,81314.38595581055,265993.7575073242,200299.45446777344,172534.27294921875,115734.5284729004,296580.6599121094,107019.14727783205,83140.54558181763,141782.9299583435,109262.40813446043,81288.00554275513,81931.34609222412,223030.4358520508,392439.609375,186516.21270751956,84806.92607116699,90593.645778656,83421.32577514648,90114.32647705078
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,0.07592999073728779,5.169702862907372,0.0670943440454721,0.7956153654387129,0.9999248803854064,TAG,99989.6669921875,96351.78717041016,110814.34759521484,82222.00573730469,127706.96875,191802.37451171875,149462.91015625,113503.06829833984,237750.59692382807,202533.91247558597,160035.65100097656,106249.52740478516,105027.38745117188,129098.189453125,88213.685791015625,213962.2717285156,159633.27368164062,247277.3376464844,119336.82946777344,143137.1297607422,161705.47009277344,118574.04895019533,43171.90298461914
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,-0.005785473962643448,3.4538968449590217,3.8954257229306677e-4,0.9842533081037816,0.9999248803854064,DAG,36093.32261657715,34788.182430267334,35593.962284088135,40238.843032836914,33438.302379608154,54664.4644203186,37880.64264297485,36104.76250076294,42587.863105773926,101592.64754486084,39831.7830581665,37372.46259689331,37770.98285293579,47829.48352813721,35880.8424911499,38514.24279403687,37921.12284851074,39135.202838897705,49054.10325241089,35666.822357177734,40428.96318054199,39027.82275390625,49848.52362060547
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,-0.005785473962643448,3.4538968449590217,3.8954257229306677e-4,0.9842533081037816,0.9999248803854064,TAG,62609.284088134766,54976.78381347656,54009.60385131836,53094.96380615234,62351.984466552734,93477.427001953125,78075.38659667969,67700.08435058594,88744.18664550781,102171.70690917967,70284.805908203125,56918.883728027344,56036.4838256836,61477.68420410156,54413.74365234375,70530.70462036133,92216.92590332033,92843.7866821289,53953.023529052734,75143.68493652344,84247.16589355469,54087.023529052734,33833.2424621582
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,-0.05816131003121233,4.171403181984604,0.03936711024266515,0.8427231464109834,0.9999248803854064,DAG,69227.44472122192,70955.98503112793,70295.46493911743,62492.46427536011,67737.2447052002,71795.18524169922,74040.64515686035,68952.92491531372,67757.64538574219,73844.28545761108,68853.38493347168,65549.94440460205,66029.62483215332,66235.98456954956,69726.3850517273,71061.90488815308,65981.02456665039,66053.38452911377,67629.46472167969,70159.52486038208,68732.62482452393,68515.68505477905,70175.28515625
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,-0.05816131003121233,4.171403181984604,0.03936711024266515,0.8427231464109834,0.9999248803854064,TAG,125213.58813476562,112786.1484375,118164.6083984375,137853.9493408203,129662.14831542967,155906.7505493164,115837.64831542967,107297.58740234376,129004.7896118164,182717.7131347656,128137.35021972656,122097.9093017578,100231.54626464844,107815.10705566406,122585.88861083984,138486.6121826172,124814.7691040039,118995.40802001952,93405.78698730467,95301.26666259766,137980.58984375,127160.2495727539,40360.70263671875
[TG(43:2)]_FA14:0,0.047436772587780555,4.015654717850454,0.026187823246914377,0.8714424667250523,0.9999248803854064,TAG,58853.58409118652,74191.3254699707,49841.883392333984,45214.002838134766,43777.58319091797,66767.944091796875,58344.24444580078,51165.74368286133,61534.68453979492,87448.44659423828,61677.62347412109,53071.54370117188,63048.86422729492,57395.06414794922,45436.08367919922,52180.94409179688,58037.20455932617,61593.94464111328,49739.743591308594,57191.7844543457,51186.10345458984,41327.78280639648,130534.30740356444
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,-0.011493260263004488,4.446356145016602,0.0015373962841067623,0.9687232437185148,0.9999248803854064,DAG,97325.66667938232,77166.16584396362,90833.78685760498,44635.06314468384,78056.00588226318,111288.94703292848,99771.52592086792,101614.2268371582,56505.084255218506,133707.02850723267,98717.36562728882,72231.10549926758,96313.40645980836,98629.08643341064,56552.32401275635,44698.74304962158,105946.04760360718,111531.74740982056,83272.32568740845,100754.1480064392,104715.08763885498,65894.28423309326,58103.82432556152
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,-0.011493260263004488,4.446356145016602,0.0015373962841067623,0.9687232437185148,0.9999248803854064,TAG,69371.28546142578,49294.32345581055,56765.46371459961,52673.344635009766,53665.44329833984,74970.40533447266,64330.86428833008,59469.744384765625,78145.405517578125,92020.92636108398,67297.72454833984,57458.66400146485,62024.84442138672,60003.044677734375,52224.54425048828,62754.9642944336,66162.02487182617,72601.42446899414,53892.96398925781,62566.06430053711,66527.444580078125,58152.36447143555,24337.921661376957
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,0.35010196070327154,4.679981721349732,1.423083566583955,0.2328965292397912,0.9999248803854064,DAG,129019.76948547363,116827.828125,104233.86697387695,48376.62324142456,55544.72409057617,229230.17588806152,157849.4722213745,162620.47114562988,70811.72510528564,228628.51692199707,58800.22424697876,49170.02361679077,96544.76706314088,66187.70492172241,48798.44354248047,46515.84358596802,160530.7912826538,249092.07807922363,131597.2893447876,47690.04344558716,56542.92412185669,47393.04323577881,68668.52479553223
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,0.35010196070327154,4.679981721349732,1.423083566583955,0.2328965292397912,0.9999248803854064,TAG,88686.72589111328,71342.4242553711,81360.44607543945,67074.02478027344,88899.326171875,145417.4100036621,111788.50759887695,87058.56594848633,156767.73016357422,152749.87231445312,93240.0679321289,75801.24530029297,78198.32537841797,86948.64654541016,66162.5845336914,125721.68829345705,102060.08639526369,148932.23016357422,75659.06530761719,106954.66796875,106301.4682006836,78642.02584838867,32455.36245727539
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,0.01517922677392997,3.0425943482548203,0.0026813937230123486,0.9587022582045375,0.9999248803854064,TAG,41684.78289794922,35983.48260498047,39712.00241088867,39251.16290283203,41494.102966308594,64489.60388183594,58058.64447021485,46349.003173828125,65344.46487426758,76026.16525268555,48673.04321289063,44254.683349609375,43215.02297973633,48290.923278808594,40437.702880859375,40239.24282836914,62892.26443481445,59030.46374511719,39610.622497558594,57187.90361022949,57710.80426025391,42274.10287475586,23553.10162353516
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,0.01517922677392997,3.0425943482548203,0.0026813937230123486,0.9587022582045375,0.9999248803854064,DAG,29373.521965026852,29009.962028503414,26476.08186340332,31025.342330932617,27940.70181274414,39549.40296173096,31021.762119293213,29252.02210617065,30587.28225708008,72598.66502761841,28855.58207321167,30680.102096557617,31041.44227218628,35635.28254699707,26914.32207107544,27645.521854400635,32031.382259368896,29003.242191314697,36272.20262527466,26586.481819152832,29516.082065582275,27473.48187637329,31685.402374267574
[TG(43:2)]_FA18:1 | DG(44:2)_C18:1,-0.11736182184695275,3.609951276727861,0.16025616441208967,0.6889207819372275,0.9999248803854064,DAG,45653.92314910889,45367.58337402344,44360.00301361084,43679.683238983154,43951.36293411255,43980.06323242188,46628.34339904785,44913.1833152771,45463.82326507568,46745.96341705322,45748.54333496094,43796.04314804077,46221.76327514648,46121.44330596924,45541.26330566406,45172.28315734863,41340.82305526733,52182.963371276855,44512.84313964844,49195.50374603272,45362.96321105957,47452.14360046387,58514.683921813965
[TG(43:2)]_FA18:1 | DG(44:2)_C18:1,-0.11736182184695275,3.609951276727861,0.16025616441208967,0.6889207819372275,0.9999248803854064,TAG,75206.92526245117,59855.424072265625,70661.48522949219,60628.60467529297,75698.764892578125,110365.78717041016,89812.98602294922,69419.18475341797,91204.96621704102,126003.94973754884,82547.646484375,66937.76525878906,67570.34490966797,74315.56512451172,62996.504333496094,91382.10748291016,102852.9464111328,92528.44598388672,65337.303955078125,77517.32470703125,97758.7660522461,64224.024658203125,33421.14254760742
[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,-0.09823905325171381,4.368857479351093,0.11230070811961923,0.7375398631968701,0.9999248803854064,TAG,133692.64923095703,122455.26934814452,129221.52935791016,148850.01068115234,138668.08947753906,165844.89337158203,116778.14831542967,124824.96936035156,157342.09259033203,191742.93463134769,135994.97039794922,119457.15045166016,107061.18896484376,114296.16876220705,128173.20971679688,135317.52996826172,140487.0297241211,126891.68817138672,102837.78729248048,106542.8276977539,153108.19219970703,132493.26885986328,46888.12365722656
[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,-0.09823905325171381,4.368857479351093,0.11230070811961923,0.7375398631968701,0.9999248803854064,DAG,79403.9656867981,76604.92534255981,78732.12578582764,77974.64501571655,80819.26627349854,83021.06544113159,73674.26496505737,75357.44521331787,74758.94513320923,82009.88584518433,81240.82526397705,77759.18545150757,86438.006591796875,75869.64539718628,79580.86548995972,78142.00521850586,77880.76517868042,74851.08535766602,84347.36633682251,76120.22496414185,78721.16609573364,76749.30533218384,78153.04583740234
[TG(43:3)]_FA14:0,0.49063140999718463,5.248582505807473,2.788281464751206,0.09495601135874861,0.9999248803854064,TAG,131328.2915649414,171165.00897216797,84817.78607177734,84636.36614990234,94700.5669555664,125930.9091796875,110478.6883544922,105874.86682128906,132391.1492919922,487659.2925415039,329542.68182373047,114239.50708007812,133898.78997802734,108721.28790283205,86556.50622558594,80767.02655029297,100220.60620117188,127148.40881347656,88792.846435546875,118510.30889892578,121128.6082763672,95080.68713378906,306187.55657958984
[TG(43:3)]_FA16:0,-0.022687721850514327,3.6082524696449494,0.005990463011698921,0.9383068669895255,0.9999248803854064,TAG,46462.683349609375,41287.44274902344,37018.542724609375,39641.98260498047,41655.94305419922,60901.30407714844,53836.00457763672,44163.42303466797,61581.56408691406,72321.64538574219,52607.72415161133,45989.80364990234,47173.56332397461,41519.20281982422,34875.7819519043,43949.30285644531,54972.04370117188,61061.54397583008,38849.28244018555,50778.163482666016,53676.6635131836,42477.54287719727,41658.74337768555
[TG(43:3)]_FA16:1,-0.035844962915995766,4.073402987058751,0.014953396550993148,0.9026740386247533,0.9999248803854064,TAG,69654.00491333008,51358.223724365234,67085.94494628906,54540.80368041992,59761.364501953125,85742.78527832031,71258.98541259766,64952.864196777344,84463.04541015625,104860.7474975586,71438.50555419922,60744.78414916992,61230.184814453125,65008.14434814453,55630.50457763672,64072.72439575195,75014.985595703125,79930.1862487793,64156.94381713867,73180.60467529297,78505.64562988281,62110.40423583984,27754.10195922852
[TG(43:3)]_FA18:0,-0.19965283293289332,3.8190192677435397,0.46354762842202035,0.49597063484123927,0.9999248803854064,TAG,46692.82305908203,39720.06283569336,39365.50277709961,45057.503326416016,46232.503173828125,72366.14489746094,62140.92434692383,45872.72326660156,87506.56628417969,94284.62658691406,52637.08364868164,55459.98406982422,61916.98455810547,60557.32400512695,49959.64370727539,48072.123596191406,76287.54522705078,70574.12493896484,43721.72317504883,65698.94464111328,66732.42398071289,52138.603759765625,28597.6220703125
[TG(43:3)]_FA18:1,-0.05993163791865664,3.6655371035688367,0.041799120749033136,0.8380031636776155,0.9999248803854064,TAG,50050.923736572266,36665.90249633789,40017.382736206055,41546.82284545898,45224.26315307617,72620.98495483398,57698.46350097656,42709.8430480957,62268.66473388672,84832.28594970703,58501.9838256836,44318.782958984375,51846.52380371094,48905.50341796875,38053.36248779297,48395.88316345215,65952.12438964844,58891.78421020508,39537.402770996094,56132.6242980957,62336.28451538086,48379.50338745117,22665.221618652344
[TG(43:3)]_FA18:2,-0.06155452136523087,4.3543889115420145,0.04409472198062048,0.8336774814567439,0.9999248803854064,TAG,73694.82507324219,64706.02471923828,69636.10559082031,60175.40447998047,72099.60537719727,107072.06802368164,95338.54791259766,80986.0863647461,107496.80743408205,128204.36877441406,89083.446533203125,62238.40435791016,69115.14520263672,77774.70553588867,65710.1647644043,90561.3465576172,109132.62731933594,106115.12658691406,67389.80474853516,85733.56628417969,108487.58813476562,67527.00454711914,39748.602966308594
[TG(43:3)]_FA18:3,0.041833573331914765,5.251145527063975,0.020367817008605016,0.886514589606076,0.9999248803854064,TAG,141657.6494140625,144569.90948486328,129889.6294555664,173039.2928466797,166599.23071289062,204730.8143310547,148522.1513671875,138692.96936035156,180450.6544189453,215579.83489990237,161231.65258789062,145256.30938720703,127119.86950683594,128984.22912597656,143552.5723876953,173814.85260009766,166688.87133789062,156809.15020751953,116613.02825927734,124888.18914794922,171963.53173828125,162868.63342285156,50404.46350097656
[TG(43:4)]_FA14:0,0.20003347359716953,3.9557874004543816,0.4653164912169814,0.49514972918320277,0.9999248803854064,TAG,35142.26266479492,26583.622009277344,149146.42770385742,140935.23010253906,48762.04365539551,47262.26318359375,37634.64266967773,73045.344970703125,56813.84338378906,66966.26495361328,41970.78305053711,86625.36477661133,56638.16360473633,115750.806640625,73343.7055053711,31373.84219360352,41882.942626953125,38722.14288330078,33916.62237548828,37889.64266967773,43267.74282836914,43149.343017578125,20904.101501464844
[TG(43:4)]_FA16:0,0.23151434822033196,3.5879985880982135,0.6231243742487322,0.42988861309232757,0.9999248803854064,TAG,38485.94256591797,34546.68240356445,30089.40216064453,30876.10235595703,39496.962890625,60703.32467651367,54620.38343811035,37335.66250610352,59333.404205322266,154311.62991333008,100835.20611572266,43224.16323852539,37668.422760009766,34555.02261352539,36188.6028137207,37599.38269042969,57716.044036865234,47883.28359985352,34394.842346191406,43832.14297485352,63989.80494689941,42509.6826171875,22569.681671142574
[TG(43:4)]_FA16:1,-0.0030635729001305114,3.809489539157629,1.0923072593982397e-4,0.9916611806569238,0.9999248803854064,TAG,53448.2438659668,44395.963134765625,49089.50338745117,42422.02297973633,48442.80389404297,73956.22564697266,66343.724365234375,54220.3039855957,68783.9047241211,84416.06658935547,61473.98361206055,49217.76345825195,48088.88314819336,54963.90393066406,43015.88302612305,44809.08319091797,66323.28482055664,70429.94512939453,45778.7028503418,60378.864196777344,63158.66394042969,50798.16369628906,40477.54309082031
[TG(43:4)]_FA18:0,-0.047946935408961514,3.4597675063214086,0.02675354512413719,0.8700735131186167,0.9999248803854064,TAG,41312.04284667969,38658.86279296875,34456.60241699219,32066.422088623047,38636.22268676758,55020.2239074707,49272.243713378906,39035.3427734375,51444.40417480469,72685.38513183594,50641.80334472656,46591.9229888916,40962.70275878906,42804.82293701172,33372.60241699219,34784.102600097656,56479.86358642578,47876.96423339844,39485.822814941406,44823.60333251953,47840.70343017578,40102.94284057617,28845.041931152344
[TG(43:4)]_FA18:1,-0.164618889624878,3.904362492071689,0.3152211572804049,0.5744938081820428,0.9999248803854064,TAG,50863.70385742188,40529.982666015625,44364.4231262207,50060.80401611328,49235.24395751953,76944.58578491211,69924.94470214844,50264.64352416992,85212.6061706543,104662.4866027832,56882.60400390625,58078.884765625,67270.7045288086,60116.02372741699,53533.50405883789,51697.28385925293,75973.20574951172,71770.724853515625,46365.8432006836,63529.46398925781,72937.30474853516,59912.64419555664,28784.60217285156
[TG(43:4)]_FA18:2,-0.07540442558306763,3.7195140563309894,0.06616552772173623,0.7970038448976032,0.9999248803854064,TAG,45300.68344116211,37201.52230834961,43477.62292480469,42498.20266723633,43701.04260253906,69990.12509155273,62913.76477050781,47030.68312072754,73827.68521118164,91485.88668823242,56657.66409301758,45521.36315917969,48809.46347045898,52218.88363647461,39774.90281677246,48294.583404541016,70461.60437011719,71103.20458984375,38019.66247558594,59116.52365112305,71603.66534423828,45569.02331542969,25692.42185974121
[TG(43:4)]_FA18:3,-0.08175781209172964,4.545288629570435,0.07778624693841607,0.7803201418747208,0.9999248803854064,TAG,85374.66595458984,76103.765380859375,69564.32513427734,69650.26470947266,85145.605224609375,130189.84924316406,110527.74609375,89054.12646484375,122536.548828125,141001.2894897461,99091.88708496094,82326.166259765625,81435.40576171875,86339.26568603516,76755.3857421875,104861.90759277344,121381.1883544922,119917.96746826172,74051.22552490234,99854.1671142578,118846.6880493164,78490.2661743164,43583.14306640625
[TG(43:4)]_FA20:4,-0.038629073237522904,4.754912917539769,0.017366827045407263,0.8951557293596756,0.9999248803854064,TAG,96082.126220703125,85101.5259399414,84022.72607421875,78826.02508544922,94844.2866821289,154150.55053710938,110811.3080444336,96444.90686035156,128177.40893554688,201605.2542724609,129005.80981445312,95906.206298828125,90348.1264038086,92596.56652832033,79523.30596923828,118118.68878173828,122554.36840820312,126826.00805664062,87463.04669189453,115919.78833007812,144127.78955078125,101444.06671142578,63667.48425292969
[TG(44:0)|TG(O-45:0)]_FA14:0,-0.1309451848569034,5.863896694354076,0.19950062363030696,0.655124230502205,0.9999248803854064,TAG,164910.08984375,141882.169921875,220416.87817382807,189574.61645507807,192258.7125244141,352936.96484375,263025.2199707031,188173.83178710935,438226.5324707031,319563.4631347656,228699.33642578125,186160.375,157242.3917236328,224455.51684570312,158540.7099609375,361348.92724609375,289642.5795898437,406733.4135742188,160865.73193359375,270482.6376953125,284604.0207519531,198048.2528076172,95614.7861328125
[TG(44:0)|TG(O-45:0)]_FA16:0,-0.22892056949970555,6.029920986840765,0.6092978756669254,0.4350522948838157,0.9999248803854064,TAG,170910.77124023438,183112.13427734372,189554.43334960935,155242.17163085938,214772.67431640625,402935.4091796875,315222.1433105469,194853.71484375,538937.9763183594,342730.7451171875,259728.99975585935,216369.09448242188,179018.45239257812,215429.33447265625,147229.88989257812,486321.2351074219,347423.9641113281,512896.4636230469,184184.61352539065,295285.0209960937,335837.68603515625,222896.89599609372,106104.78759765624
[TG(44:0)|TG(O-45:0)]_FA18:0,-0.08707272783554934,5.327108028980228,0.08822852272760429,0.7664414183873335,0.9999248803854064,TAG,120398.80859375,116737.82861328124,115621.32788085938,113879.18798828124,138280.02978515625,235241.9587402344,209749.9747314453,149611.4112548828,261163.5791015625,233204.73706054688,172159.072265625,135536.8095703125,120230.56774902344,132006.4093017578,108102.22729492188,183018.99340820312,199244.91357421875,208290.5720214844,137438.05102539062,224603.296875,210029.4949951172,145881.39086914062,89095.28625488281
[TG(44:1)]_FA14:0,-0.13739720389447327,5.939156358094671,0.2196371169924305,0.6393165562018671,0.9999248803854064,TAG,132090.82934570312,80377.7056274414,322476.8811035156,654109.3104248047,204293.28900146484,155650.85162353516,123125.89013671876,317860.2106323242,284262.1820678711,163855.37231445312,122855.52856445312,458981.1455078125,210501.4190673828,520012.7294921875,380423.2961425781,218255.03649902344,130260.60876464844,242890.3367919922,89325.5669555664,123056.28887939452,145747.63049316406,158748.0717163086,65254.60461425781
[TG(44:1)]_FA16:0,-0.21167545704630691,5.62099856002488,0.5210320566166615,0.47040176777935305,0.9999248803854064,TAG,148190.830078125,148159.31079101562,140949.57006835938,136842.568359375,152774.89013671875,240138.61694335935,231218.2158203125,179656.91235351562,346244.3427734375,231561.05444335935,203990.8369140625,166253.5927734375,140977.330078125,168026.91259765625,132925.31005859375,318125.1638183594,239279.89526367188,328142.6435546875,157635.31127929688,235726.2165527344,244093.45727539065,162957.81225585938,120223.98803710938
[TG(44:1)]_FA16:1,-0.24171816605419216,6.140035010867858,0.6792457223436941,0.4098465779474531,0.9999248803854064,TAG,183635.79223632807,176499.81286621094,215432.1540527344,155633.330078125,235430.61596679688,454575.44921875,326936.5231933594,203654.6540527344,575519.9636230469,382835.8081054688,301884.7819824219,217001.49584960935,181895.79235839844,256479.6787109375,163894.93115234375,500397.2568359375,351854.1650390625,572419.1564941406,209013.0139160156,345338.6223144531,367002.9870605469,262448.2980957031,99202.86669921876
[TG(44:1)]_FA18:0,0.05427793120749997,4.668983295196632,0.0342866784983471,0.8530983468739751,0.9999248803854064,TAG,88210.98553466797,67900.7251586914,72278.844970703125,68314.9644165039,84919.8257446289,146864.70947265625,133740.26928710938,107713.1278076172,199404.1962890625,191610.8135986328,117228.12719726562,76850.06530761719,73553.34478759766,87993.42626953125,69260.604736328125,110004.9288330078,116674.98815917967,128020.02807617188,84686.52673339844,161540.5518798828,118675.60717773438,79047.78552246094,42495.68280029297
[TG(44:1)]_FA18:1,-0.1080971446878882,5.3897168564500415,0.1359683924906676,0.712322334484984,0.9999248803854064,TAG,134567.11010742188,115567.4287109375,117659.04833984376,116979.20874023438,150569.91015625,235109.7188720703,229188.4782714844,148362.23071289062,254845.1383056641,242421.83666992188,188427.2138671875,143357.7900390625,122278.08837890624,151032.63061523438,122913.66821289062,200535.61328125,215627.85522460935,202538.99487304688,136580.9306640625,219550.03356933597,227061.9560546875,152086.53088378906,88575.68591308594
[TG(44:2)]_FA14:0,-0.04099056034845749,4.049011065588263,0.019554363958221188,0.8887888426034993,0.9999248803854064,TAG,60948.28421020508,68331.70526123047,46317.30334472656,38824.762634277344,40946.343017578125,67174.22476196289,62748.86437988281,47565.9033203125,89276.386474609375,89333.92681884766,67807.3844909668,52912.96408081055,58924.883697509766,54668.8039855957,42727.98254394531,71658.30502319336,67654.84521484375,83974.74551391602,40772.08322143555,64006.844299316406,64600.58551025391,42046.62298583984,122163.10876464844
[TG(44:2)]_FA16:0,-0.17553760096188398,4.252120422618547,0.35840154162258386,0.5493953212638748,0.9999248803854064,TAG,80360.10543823242,54560.94387817383,53695.86364746094,42005.02355957031,49158.28372192383,73226.8053894043,84414.40628051758,76993.28466796875,148324.75067138672,103863.7663269043,62483.62417602539,79627.9252319336,64227.70486450195,72302.7650756836,56676.384216308594,74220.525390625,82244.84539794922,110390.9285888672,55455.06382751465,115138.2885131836,85142.64544677734,54495.72360229492,74138.00619506836
[TG(44:2)]_FA16:1,-0.20776647137442486,5.701286960399479,0.5019831932175975,0.4786300180526172,0.9999248803854064,TAG,151713.61083984375,147148.13012695312,163653.591796875,135609.72924804688,166712.89306640625,262305.4992675781,232995.5771484375,182040.13330078125,363348.5244140625,263094.6784667969,242561.81787109372,179026.99243164062,137093.90942382812,195731.9345703125,141367.14916992188,320734.8430175781,236924.8173828125,342288.7058105469,174529.55151367188,270144.60107421875,259660.7990722656,186791.833984375,105462.44763183594
[TG(44:2)]_FA18:0,-0.07067390049882448,4.567050715101354,0.058126964351231436,0.8094812221896099,0.9999248803854064,TAG,95711.32733154295,71975.08526611328,84492.2854309082,76475.10528564453,76138.44583129883,124037.72848510742,112919.36737060548,110418.04809570312,169912.4937133789,121667.8081665039,75408.90563964844,84213.8657836914,98212.24603271484,97408.38723754884,78874.28527832031,87746.50595092773,101551.84686279295,115527.88821411131,101708.1864013672,119938.2094116211,96907.2471923828,83276.865966796875,26810.24185180664
[TG(44:2)]_FA18:1,0.07386895960564664,4.744687477473204,0.06350117676660716,0.801045393640094,0.9999248803854064,TAG,96724.50762939452,71651.80450439453,78330.025634765625,72767.16467285156,89582.505615234375,157331.9913330078,153231.9315185547,114822.90728759766,197125.7152099609,184296.61291503903,130682.59020996094,83084.36584472656,78279.58605957031,91077.90655517578,70610.36486816406,122569.36901855467,122640.62902832033,122831.78955078124,89882.30627441406,153036.11059570312,129375.64868164062,87319.68591308594,45220.383361816406
[TG(44:2)]_FA18:2,-0.08899166583444963,5.413412229822597,0.09215972538481765,0.7614492597402167,0.9999248803854064,TAG,137666.84936523438,119346.3077392578,118205.36791992188,111193.28771972656,140520.89038085938,245975.09997558597,227299.63671875,156863.51171875,293015.8803710937,258593.31884765625,186571.91357421875,132024.16845703125,116580.96875,146483.36975097656,111035.0078125,201806.8956298828,215837.87524414065,221335.35485839844,139152.18994140625,241276.2170410156,251259.958984375,150370.89025878906,92367.046875
[TG(44:3)]_FA14:0,0.23609382785509425,3.5045988551821554,0.6479878070848599,0.4208330109438382,0.9999248803854064,TAG,37563.46270751953,30086.162078857426,38251.68217468262,37096.922790527344,35571.20233154297,49308.98361206055,45919.40328979492,39137.26245117188,50079.48355102539,149538.91079711914,83320.2463684082,35270.40249633789,34715.302673339844,38011.80258178711,38900.142578125,39586.34298706055,46433.5234375,49945.66360473633,36181.042572021484,44415.30288696289,50070.12341308594,34466.02258300781,24325.14190673828
[TG(44:3)]_FA16:0,-0.05326035437164954,4.202954872276263,0.03301200633177359,0.8558243938652236,0.9999248803854064,TAG,82013.34552001953,82674.26467895508,37176.782623291016,37961.40228271485,40963.54287719727,59142.84451293945,58847.68426513672,44089.84329223633,68154.60437011719,71524.3648071289,48537.16354370117,84998.8267211914,68108.66543579102,78413.44470214844,35635.702575683594,44828.20297241211,55585.88375854492,53231.90393066406,38322.50277709961,55542.72338867188,51802.16345214844,38525.24258422852,240967.0354309082
