Lipid,Class,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PG(19:0),PG,108059.70697021484,110797.60711669922,122283.82989501952,5680.980415344238,1743.9601135253906,96894.12677001952,107781.88677978516,4521.160301208496,129053.2489013672,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(19:1),PG,65129.24453735352,85627.30712890625,64191.144287109375,1501.4801063537598,2117.9601249694824,50951.98373413086,50688.74331665039,1457.360107421875,57384.06451416016,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(20:0),PG,83921.70629882812,76892.60479736328,79126.90521240234,49642.72366333008,58681.46393203735,64141.50411987305,71316.72509765625,68487.56512451172,68203.16497802734,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(20:1) | PG (20:1),PG,186668.37353515625,205996.45629882807,175235.15234375,123581.16931152344,121059.36793136597,161161.3916015625,189009.61401367188,149723.64965820312,151699.4521484375,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(20:1) | PG (20:1)_2,PG,181329.55310058597,206085.6154785156,181783.69262695312,131498.34936523438,121767.40879440308,164389.7508544922,189764.49365234372,152174.8106689453,157208.93017578125,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(20:2) | PG (20:2),PG,251033.76165771484,187083.8726196289,198479.8549194336,120691.60653686523,514399.9313392639,386361.72970581055,1110743.507446289,335348.6989135742,75848.12626647949,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(20:2) | PG (20:2)_2,PG,235590.97631835935,184173.3126220703,196787.53359985352,119170.2678527832,501887.3933105469,394050.2710266113,1116083.1503601074,338614.0032043457,79736.98617553711,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(20:3) | PG (20:3),PG,61809.30368041992,62805.8239440918,61542.36395263672,32990.382247924805,31819.72254562378,53333.56405639648,55793.02365112305,43238.08331298828,61253.543884277344,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(20:3) | PG (20:3)_2,PG,59898.04443359375,67224.90475463867,63052.36437988281,32102.28219604492,32068.96195602417,52252.06381225586,57100.00378417969,43176.90280151367,62474.78518676758,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(20:4) | PG (20:4),PG,56572.74417114258,56602.04379272461,55253.26409912109,26133.881942749023,20793.60140609741,46675.883392333984,46869.30364990234,41808.28373336792,59044.60400390625,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(20:4) | PG (20:4)_2,PG,55229.52404785156,58313.76467895508,52442.56378173828,27061.00187683105,21604.52149963379,50409.06393432617,47473.98355102539,44885.12287902832,54664.10339355469,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(20:5) | PG (20:5),PG,107147.8487548828,104231.6671142578,102666.60693359376,43626.96313858032,21553.321533203125,90312.50659179688,88813.34680175781,55922.6435508728,97097.947265625,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(20:5) | PG (20:5)_2,PG,107943.14697265624,108893.34924316406,103052.2666015625,47068.86347579956,22859.1216506958,90336.94677734376,90423.46606445312,56678.303813934326,100433.68798828124,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(21:0),PG,67462.68438720703,80681.42651367188,86781.44641113281,53096.68344116211,59380.36343383789,56096.80310058594,61217.86477661133,76288.76672363281,55121.823150634766,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(22:0) | PG (22:0),PG,174422.05139160156,186232.0714111328,200660.7120361328,93556.50659179688,139047.10864257812,125371.20770263672,232407.77734375,129613.50732421876,97126.20629882812,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(22:0) | PG (22:0)_2,PG,195903.2711791992,200491.2740478516,229813.31579589844,89512.14685058594,143580.90936279297,132831.85095214844,273797.4415283203,151267.8692626953,87367.98498535156,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(22:1) | PG (22:1),PG,57510.583740234375,60761.76416015625,52796.903381347656,38111.46295166016,40726.02299499512,46507.783111572266,48134.862701416016,49789.70378112793,55659.60400390625,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(22:1) | PG (22:1)_2,PG,52508.423583984375,58003.20373535156,52459.463134765625,39663.702865600586,40283.18322753906,46573.622955322266,47815.063385009766,50030.843505859375,56924.54309082031,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(22:2),PG,68514.08544921875,74536.76571655273,86595.36538696289,49350.98414611816,56548.72462463379,63943.823806762695,63314.023529052734,61020.82498168945,55307.94386291504,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(22:4) | PG (22:4),PG,89282.0864868164,82293.28723144531,90915.1664428711,57048.383880615234,59844.503662109375,75008.62524414062,81511.22467041016,71980.20492553711,66790.42504882812,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(22:4) | PG (22:4)_2,PG,87385.28674316406,82263.34548950195,93212.36694335938,59984.424072265625,67518.84497070312,78984.22564697266,82190.72634887695,72383.02529907227,67896.06561279297,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(22:6) | PG (22:6),PG,85420.30590820312,93254.52612304688,88719.5669555664,55859.36459350586,95152.18572998048,73085.1650390625,69224.94506835938,81244.08544921875,62303.984130859375,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PG(22:6) | PG (22:6)_2,PG,85895.42626953125,94988.38659667967,87159.36645507812,57397.68371582031,95742.32580566406,73765.96508789062,70963.66528320312,84391.86544799805,64106.305236816406,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0),PI,76939.12553405762,76564.96597290039,69342.94470214844,61663.42398071289,61283.28550720215,62948.00439453125,72001.904296875,63929.98400878906,51699.76379394531,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0)_2,PI,73088.72598266602,70692.3056640625,65925.9454498291,61138.28436279297,61040.7841796875,65184.444732666016,69831.80532836914,65931.64434814453,53322.10321044922,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0)_3,PI,73707.20544433594,75370.08514404297,65899.04483032227,63404.96401977539,58621.60322570801,61735.00396728516,72060.3251953125,68475.02508544922,55023.68432617188,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(13:0),PI,98647.04693603516,91295.36724853516,90015.52612304688,75100.20513916016,88541.12646484375,88041.56555175781,100036.94732666016,86445.34631347656,90002.8871459961,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(14:0) | PI (14:0),PI,87470.92645263672,86219.54473876953,76078.92526245117,68887.80520629883,69777.52505493164,77018.10507202148,81696.1852722168,78921.18536376953,67115.76525878906,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(14:0) | PI (14:0)_2,PI,85652.42483520508,92826.0671081543,73988.2854309082,67893.1647644043,74024.78521728516,71922.00552368164,82606.22671508789,80378.94665527344,61796.04522705078,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(14:1),PI,600025.3173828125,604615.9389648438,471085.9305419922,574559.7939453125,548475.0125732422,577600.7016601562,569121.9011230469,554944.9953613281,287219.0819091797,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(15:0) | PIo (16:0),PI,469203.79387283325,387951.9675636292,494828.383392334,480695.3606262207,593799.6798706055,2981.9402198791504,419664.1083068848,747041.7401123047,77248.48648071289,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(15:0) | PIo (16:0)_2,PI,438018.318813324,32079.262489318848,458154.5355949402,498758.9188842773,558285.804107666,3010.200187683105,390935.7881278992,752933.0030822754,74041.88470458984,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(15:1) | PIp (16:0),PI,82317.78646850586,78579.66567230225,75771.54620361328,58129.22286987305,62802.22502136231,56597.76386642456,71749.40454101562,67538.64532470703,73600.72549438477,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(15:1) | PIp (16:0)_2,PI,86207.90716552734,78760.70631408691,78593.08541870117,61738.10415649414,61123.14366149902,50827.68334197998,73202.16510009766,72923.36517333984,76934.50500488281,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(16:0) | PI (16:0),PI,1759.0200996398926,1562.160099029541,1738.140121459961,81080.62524414062,87324.20520019531,1489.740104675293,1489.8201065063477,90765.68591308594,1476.2200965881348,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(16:0) | PI (16:0)_2,PI,1511.9601135253906,1607.58012008667,1558.7001190185547,76981.98495483398,81338.96606445312,1527.2601051330566,1490.400104522705,92569.78631591795,1504.780101776123,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(16:1) | PI (16:1),PI,1631.5801124572754,1532.440113067627,1613.0201263427734,133495.728515625,126213.0689086914,1548.7201042175293,1671.540111541748,129531.8305053711,1462.5600929260254,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(16:1) | PI (16:1)_2,PI,1521.7801094055176,1520.3400993347168,1580.6601219177246,127767.3504638672,121746.44830322266,1574.8601036071775,1551.680103302002,132821.46844482422,1469.640106201172,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(17:0),PI,497566.0837402344,568422.4061279297,455615.4296875,392759.3411254883,411871.9519042969,451729.7956542969,440162.6307373047,345800.6390991211,128606.22680664062,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(17:1) | PIp (18:0),PI,67394.66438293457,87934.38578796387,66915.88409423828,48280.143615722656,50934.70422363281,52067.64385986328,61055.78427124024,63783.76399230957,71269.84600830078,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(17:1) | PIp (18:0)_2,PI,69022.56457519531,89619.24571228027,64803.14532470703,46030.983627319336,45513.60333251953,55174.4045715332,61300.06427001953,60621.78407287598,66126.30453491211,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(17:1) | PIp (18:0)_3,PI,67947.44439697266,91083.62768554688,61192.1643371582,47441.96319580078,51593.9441986084,52496.223693847656,53306.544006347656,57508.86442565918,67652.04391479492,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(17:2),PI,103239.16619873048,99003.14834594728,89453.2467956543,89129.80767822266,81697.72631835938,91277.56512451172,89759.5073852539,84095.34484863281,81531.94467163086,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(18:0) | PI (18:0),PI,101917.30682373048,109480.76763916016,95942.2066040039,65880.28506088257,1517.5201034545898,87577.46600341797,88591.98663330078,1469.5801010131836,125769.8071899414,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(18:0) | PI (18:0)_2,PI,102312.24703979492,107730.2465209961,99381.64721679688,58343.02503204346,1508.320110321045,86212.86614990234,90202.18518066406,1549.500114440918,126214.86944580078,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(18:1) | PI (18:1),PI,109452.07019042967,107379.50701904295,93371.36730957033,61951.38436889648,2264.380172729492,84962.34674072266,94174.5281982422,1671.480110168457,80815.58563232422,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(18:1) | PI (18:1)_2,PI,105354.14776611328,105590.98712158205,91703.0262451172,65469.68510437012,2118.980121612549,82652.2864074707,94537.46691894533,1529.6200981140137,81827.80645751953,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(18:2) | PI (18:2),PI,328401.9050292969,247656.0782470703,303526.24307250977,301223.24269104004,151814.59050369263,270742.419342041,275018.4161682129,2166.4401512146,63883.78512573242,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(18:2) | PI (18:2)_2,PI,326417.9494934082,253555.7018432617,301701.44357299805,298075.6281738281,85186.56508255005,259043.83163452148,292098.3041229248,2420.980194091797,62561.62313842773,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(18:3) | PI (18:3),PI,10354794.567565918,7085729.344970703,9609994.51916504,10714701.921875,6500267.43334198,8503795.555419922,8538973.434570312,3432882.2231140137,70834.02569580078,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(18:3) | PI (18:3)_2,PI,10262036.209655762,7198681.598144531,9584171.07055664,10543160.662719728,6396502.955978394,8669269.057128906,8335527.7421875,3143541.560207367,72475.46408081055,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(18:4) | PI (18:4),PI,86044.3452758789,76614.42538452148,71942.90496826172,46503.28314208984,45056.682861328125,79973.50549316406,73052.84490966797,76264.00668334961,71540.74481201172,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(18:4) | PI (18:4)_2,PI,88559.62622070312,77143.50494384766,70299.40512084961,46205.28378295898,47282.24377441406,79983.64639282227,71221.40557861328,69600.4850769043,71871.50671386719,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(19:0),PI,461735.2925415039,415200.81396484375,508891.3748168945,65860.94410705566,271321.9202270508,371650.0692749024,304500.24017333984,391521.5315246582,574804.6939086914,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(19:1),PI,350639.90368652344,297073.3190917969,303842.62072753906,8962.640602111816,131386.72912597656,244452.3192138672,238804.26306152344,142307.70880126953,129182.14990234376,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(20:0) | PI (20:0),PI,253053.80401611328,141072.65104675293,188774.03579711917,168783.97492980957,85530.56680297852,144194.06985473633,141523.2869873047,90995.88668823242,73873.18661499023,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(20:0) | PI (20:0)_2,PI,263066.99642944336,146506.9499053955,184841.5696105957,170623.4105834961,80644.18676757812,146254.68990325928,130837.2495727539,89151.54725646973,72112.00497436523,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(20:1),PI,176146.74963378906,156870.68896484375,161336.5916748047,117200.20910644533,140069.48876953125,160203.2314453125,162164.15161132812,168143.25170898438,116070.16857910156,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(20:2) | PI (20:2),PI,624519.9059448242,415594.3294372559,558446.7062072754,289222.30207824707,967741.2130737304,505923.1332397461,1106084.9411621094,544474.8129882812,67286.24493408203,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(20:2) | PI (20:2)_2,PI,632751.5485229492,405783.5829467773,562216.9637756348,291387.0392303467,990985.2069702148,497973.990234375,1103466.2647705078,559198.289932251,65474.80474853516,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(20:3) | PI (20:3),PI,82353.7261352539,80191.44625854492,81469.96594238281,42316.12278747559,51043.54405212402,58993.72412109375,73654.44584655762,58848.04365539551,56375.3434753418,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(20:3) | PI (20:3)_2,PI,82648.6069946289,79009.70642089844,80781.76602172852,44455.60302734375,53697.18376159668,56435.00396728516,71562.02555847168,56835.805000305176,60533.74481201172,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(20:4) | PI (20:4),PI,109345.7868347168,78491.30410766602,83974.8459777832,51200.02291870117,64871.58436584473,94095.04693603516,84363.58575439453,69927.06451416016,60508.06425476074,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(20:4) | PI (20:4)_2,PI,99683.26568603516,80574.26483154297,81018.30532836914,49758.76428222656,69885.12426757812,87761.36540222168,83724.88659667969,68896.7045135498,61764.72494506836,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(20:5) | PI (20:5),PI,87742.2868347168,85007.96630859375,80919.64575195312,42559.002670288086,57552.704010009766,75278.1654663086,73108.32537841797,72705.96603393555,77241.46475219727,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(20:5) | PI (20:5)_2,PI,83053.38552856445,82914.58563232422,78297.12490844727,41649.302642822266,56075.12380981445,76912.7063293457,75141.54516601562,76514.56466674805,78202.38619995117,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(21:0),PI,103664.86688232422,131981.98962402344,105857.2650756836,92895.8677368164,86174.8645324707,90487.30712890624,106023.14736938477,156552.9949798584,63325.7650756836,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
Lyso_PI(22:0) | PI (22:0),PI,178951.93353271484,170888.25244140625,158728.85040283203,100345.48626708984,120222.6275024414,210111.9931640625,230140.8342895508,122210.96966552734,87955.04663085938,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: WT | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: WT__Brain Region: diencephalonBlank1,5,3,10xBlank_01202023
