Lipid,Class,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PS(20:5) | PS (20:5)_2,PS,55513.583892822266,100645.28698730469,31408.822494506836,59676.3837890625,62237.00427246094,72018.68505859375,42639.30289840698,59156.32434082031,76606.40478515625,63597.664794921875,115041.00830078125,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(21:0),PS,26657.421936035156,90924.62615966797,21774.521308898926,54742.82385253906,64909.763916015625,35980.66264343262,25480.081714630127,27642.241729736328,74622.74548339844,82450.44532775879,61911.623962402344,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:0 | PS (22:0),PS,57513.86380004883,149153.15155029297,44862.46336364746,81682.9058227539,110419.0869140625,64278.404296875,59114.12419128418,55625.283447265625,90421.82568359375,82004.52606201172,90245.72631835938,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:0 | PS (22:0)_2,PS,54903.244079589844,172109.39001464844,55921.703353881836,78971.7250366211,113563.34869384766,61787.863830566406,64074.884826660156,55667.10418701172,91692.10675048828,84399.2060546875,83450.10632324219,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:1) | PS (22:1),PS,21675.541412353516,57579.72396850586,20441.701274871826,35805.04231262207,35946.10269165039,25680.28192138672,15046.100765228271,18056.001403808594,42519.00328063965,41692.863189697266,51666.10353851318,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:1) | PS (22:1)_2,PS,23245.421676635742,57378.565032958984,21256.941524505615,34179.842361450195,38008.78268432617,28686.20189666748,20363.801383972168,20400.361541748047,41728.662857055664,40676.46272277832,53168.72396850586,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:2) | PS (22:2),PS,27115.561767578125,66449.36477661133,22288.641609191895,43652.04325866699,53191.38427734375,29130.5224609375,21467.721221923828,24793.961540222168,54672.26371765137,53836.78309631348,55387.34255981445,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:2) | PS (22:2)_2,PS,19505.78123474121,70862.08526611328,21103.421562194824,44471.583557128906,56415.00346374512,32323.662155151367,22356.621253967285,19557.28126525879,55789.104248046875,53722.12368774414,58952.36463928223,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:4) | PS (22:4),PS,38141.58224487305,75608.64663696289,25375.681732177734,46928.06301879883,56045.32400512695,41204.423095703125,24391.781826019287,28885.722137451172,57637.383697509766,59425.204528808594,59931.30465698242,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:4) | PS (22:4)_2,PS,29998.962341308594,74799.24548339844,24926.401657104492,51946.243255615234,58347.264404296875,40597.042236328125,26837.021812438965,27774.26202392578,58089.004638671875,55730.90380859375,66614.36401367188,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:6) | PS (22:6),PS,41820.76330566406,97840.9271850586,29373.701957702637,62303.50341796875,105927.66784667969,50422.783935546875,28665.26245880127,34887.622497558594,77331.68566894531,85777.22644042969,62927.42401123047,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:6) | PS (22:6)_2,PS,43811.74301147461,94435.12683105469,35205.08265686035,59629.144470214844,107330.64697265625,49256.083251953125,31387.20221710205,39984.523010253906,76736.14617919922,80225.50509643555,61331.38409423828,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_Sphinganine-1-phosphocholine,SM,203941.5712890625,172750.6117553711,175613.45043945312,194024.97369384766,170412.57446289062,151694.17260742188,181463.50799560547,52212.203968048096,223580.6982421875,185214.31298828125,277995.00061035156,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_Sphingosine-1-phosphocholine,SM,94008.5673828125,90738.86682128906,92334.54565429688,119596.1078491211,99931.30859375,82935.06634521484,98304.3677368164,52652.50328063965,124501.0693359375,99880.6865234375,128523.28833007812,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
O-(11-carboxyundecanoyl)carnitine,CAR,1731202.8771972656,1739311.9392089844,1918406.1040039062,1776006.7917480469,1649938.2678222656,1548128.7014160156,1759246.6594238281,1817530.3332519531,1818691.2094726562,1472280.3151855469,1432417.7971191406,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
O-(13-carboxytridecanoyl)carnitine,CAR,2665642.4233398438,2598514.3828125,2535346.2927246094,2475313.7912597656,2383176.061767578,2230760.438720703,2560222.873046875,2573945.6643066406,2645433.884033203,2549217.2326660156,3416885.3427734375,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
O-(17-carboxyheptadecanoyl)carnitine,CAR,1898620.6997070312,2164544.1811523438,1907903.1274414062,1809047.0454101562,1838888.2495117188,1722163.9125976562,1877667.6440429688,1855567.626953125,1958748.5366210938,2000980.7578125,1911734.6020507812,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
O-arachidonoylcarnitine,CAR,1932781.3159179688,2044320.1259765625,1834919.6635742188,1870650.3305664062,1858463.8955078125,1653651.3374023438,1859686.2846679688,1922244.0390625,2052466.7138671875,2030648.822265625,2433795.9155273438,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
O-behenoylcarnitine,CAR,1184270.2881202698,1323492.8158226013,1101060.8301696777,1107051.5848388672,1151729.6306381226,1016328.2003860474,1170790.031513214,1169881.9305725098,1214997.707458496,1199428.2618026733,1460080.6394119263,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
"O-oleoylcarnitine, Elaidic carnitine",CAR,2801788.6118164062,3094329.1772460938,2869263.9248046875,3327537.8647460938,3727183.8056640625,3047597.2622070312,2503960.041015625,2960651.0043945312,2859035.7294921875,3032366.4145507812,2078276.6245117188,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",CAR,1680550.5319824219,1683534.466796875,1588934.2338867188,1642177.7680664062,1534474.7985839844,1419099.7780761719,1616132.1928710938,1669081.0307617188,1825302.4543457031,1595283.7138671875,2192422.580078125,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (30:0),PC,105900.78839111328,105742.36575317383,170340.57301330566,129019.88667297363,106470.00909423828,122156.1474609375,106600.94610595703,17507.461261749268,111930.44827270508,115846.28811645508,60246.084213256836,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (30:1),PC,100131.08609008789,102176.80632019043,158191.79438781738,125479.73042297363,99094.60607910156,118499.30799865723,104044.4260559082,16657.30113220215,104888.18682098389,102112.76795959473,61894.845123291016,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (30:2),PC,99383.78677368164,106229.40826416016,168418.17153930664,123631.98880004883,96501.10516357422,110530.94802856445,102225.46545410156,14522.701068878174,99768.40505981445,112151.60835266113,56625.44430541992,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (32:0),PC,1022007.2694702148,998933.9606933594,3117817.8639831543,967606.019744873,941605.0653686523,1342194.294631958,1271427.7728424072,58652.083251953125,1263623.2343444824,1604503.2309112549,47592.60353088379,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (32:1),PC,982136.6622314453,1045170.4931640625,3294692.1028442383,1057586.0389709473,950395.5458068848,1367319.778503418,1289537.480621338,45717.764099121094,1314897.7739868164,1808885.2483520508,49777.303451538086,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (32:2),PC,1001608.1361694336,964986.6069335938,3214999.939819336,1057844.7817687988,917394.8801269531,1351196.6850585938,1183275.7173461914,43436.36325073242,1236786.7782745361,1631968.0472106934,53116.663650512695,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (32:3),PC,961744.0218505859,1002372.6527709961,3072477.6345825195,1016463.3868713379,941355.8466186523,1201247.7471618652,1223784.7496948242,60236.284786224365,1225433.2733764648,1608706.7545166016,51552.863693237305,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (32:4),PC,525916.8311767578,534027.8240356445,1743391.7229003906,760893.8249511719,664026.7261352539,710603.7426147461,658993.5891113281,31673.301933288574,915391.12890625,1181219.6395874023,49518.30349731445,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (32:5),PC,312935.3221130371,313115.3441772461,897555.8111877441,446878.0377807617,363187.6665649414,386171.5890197754,379000.37130737305,29585.7017288208,453531.3371582031,579343.8569946289,53489.323822021484,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (34:0),PC,1334747.8936462402,1224335.9797973633,3852212.231262207,1412344.091003418,1390857.7197875977,1433346.9426574707,1278487.8649902344,46909.842960357666,1281487.8049316406,1696748.203277588,41339.46290588379,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (34:1),PC,1396159.8264465332,1371552.6341552734,3690538.781036377,1381796.279296875,1401110.129699707,1485534.6594543457,1216729.564163208,41541.74333190918,1298016.4420471191,1707484.1157989502,36019.26232910156,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (34:2),PC,1412241.9114990234,1434621.052307129,4183366.924682617,1461674.5265655518,1430529.9355163574,1524304.7133789062,1359254.6876831055,42987.78302001953,1342187.9460754395,1779779.2218017578,42255.16339111328,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (34:3),PC,2212837.0224609375,2136904.794555664,6288813.217102051,2238978.2575683594,2089924.302368164,2591436.0328674316,2363891.7829589844,62258.02487182617,2364359.4662475586,3140575.685760498,42642.14239501953,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (34:4),PC,2156676.599182129,2105789.944213867,6125820.717834473,2239270.74029541,2108441.6021118164,2593891.733215332,2182887.515686035,66044.54438781738,2359206.197570801,2929873.885848999,42724.80323791504,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (34:5),PC,1381279.5521240234,1521125.7707519531,4748156.144165039,1839137.1158447266,1636283.299194336,1885691.480834961,1815037.8078918457,56134.7633972168,2069122.562347412,2655078.2959594727,40900.86331176758,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (34:6),PC,1015678.5639343262,1075447.565246582,3260180.841369629,1144480.6765441895,1039331.022644043,1453333.6697540283,1329666.5189819336,51458.523178100586,1340993.6179199219,1911998.4697265625,36801.94223022461,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:0); PCp(38:6),PC,487717.54069519043,520755.48318481445,1501081.0718078613,565495.3728179932,551573.441619873,608937.5494232178,536617.1040496826,30348.1622467041,512936.7006225586,704872.9450454712,40671.02262878418,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:0); PCp(38:6)_2,PC,515433.6124267578,499082.0797729492,1467203.474472046,564009.5972595215,558790.9998779297,577410.3676300049,533921.7199401855,33312.14247131348,524585.4631958008,682445.1289215088,36498.38232421875,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:1),PC,514542.44369506836,524037.9494934082,1558410.198638916,580421.2794952393,527341.399597168,585485.858581543,571128.4786071777,29771.36269378662,570017.9784545898,709561.9246673584,38418.34245300293,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:2),PC,672171.686340332,677575.8850097656,1890692.8607177734,673722.9930114746,650016.4404907227,752633.8298339844,730934.6446685791,36005.482162475586,636512.2871704102,814948.791809082,36513.8621673584,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:3),PC,1534892.1795043945,1419661.1565551758,4288650.219177246,1343225.918395996,1289068.6963500977,1534922.6520996094,1440910.1892700195,45851.42393493652,1198528.9013824463,1534095.8400115967,39518.002670288086,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:4),PC,2088473.3629760742,2037568.09375,5925515.7919921875,2184723.6154174805,2144820.0047912598,2252229.1623687744,2075945.0811157227,61388.68461608887,2096319.9205932617,2678085.94039917,37044.02278137207,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:5),PC,1835644.8310546875,1758753.9612426758,5431139.847961426,2117078.837524414,1981715.0854187012,1948243.732421875,1901983.7871704102,53216.48407745361,1843176.958847046,2458360.6613311768,36505.94256591797,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:6),PC,1514455.0162353516,1515136.3699951172,4269117.551086426,1679083.5634155273,1643278.8785095215,1799577.7883911133,1649388.4610595703,52827.70310974121,1703571.7547302246,2083466.646118164,39996.64321899414,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:7),PC,1540253.7851867676,1432013.2853393555,4133002.5104675293,1586092.474761963,1588428.2809448242,1573570.8822631836,1440989.174621582,48606.74264526367,1503536.1922607422,2005140.5511779785,41506.08236694336,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:8),PC,1328760.4218139648,1401810.8900146484,4153762.8084869385,1428254.4309692383,1423884.5290222168,1479966.2419128418,1398340.3334350586,42692.76382446289,1436670.2541351318,1851009.7006225586,42892.32275390625,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:0),PC,961997.1005554199,692323.9741516113,1544220.5084533691,1540335.292541504,858190.6138305664,693438.1508483887,784046.9677429199,105959.26664733887,1337352.748046875,828923.1810913086,201841.65563964844,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:1),PC,921103.0446166992,758168.2310791016,1540768.4653625488,1526734.8310546875,882011.9263916016,721940.5462646484,812612.708984375,88011.82405471802,1348167.953277588,855555.1886444092,197077.77838134766,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:2),PC,1013753.8958129883,816662.5343017578,1690591.3887634277,1579069.3018798828,897935.2758789062,786782.4853820801,867565.1634216309,105535.12648773193,1388953.6940307617,856192.1399078369,180217.9161529541,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:3),PC,1230750.2282104492,1066339.7164916992,2550043.2766418457,1944783.3080444336,1204400.215209961,949413.2244262695,1052499.165222168,100276.1467590332,1576680.2421264648,1178898.9043884277,131699.63079833984,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:4),PC,1197282.5147705078,1106307.7721252441,2688871.127319336,1882282.0358276367,1259628.8879699707,1063857.2419433594,1010126.9606323242,95018.5260848999,1558908.745513916,1119988.7946014404,36616.4825592041,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:5),PC,1161199.7526245117,1040244.2387084961,2514339.6647338867,1791273.2988891602,1187661.6634521484,1000440.7562866211,1063915.464263916,99053.12864685059,1584955.8664093018,1162575.3454589844,32916.36234664917,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:6),PC,1329026.1171569824,1096592.3419189453,3136485.163543701,1987675.758178711,1303691.910522461,1209353.5899047852,1331739.1172485352,117856.31089019775,1800276.5747375488,1468527.9445800781,36380.62239074707,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:7),PC,1241948.6104736328,1069392.1952514648,2644534.98046875,1908615.1712036133,1262968.3327636719,1223141.7564697266,1216041.545928955,106129.68775939941,1759045.2538604736,1400932.3697814941,37295.28276062012,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:8),PC,1156137.2275390625,1009596.0447387695,2434330.098510742,1812139.113647461,1186555.0354614258,1125102.172454834,1132825.0487060547,95940.6453704834,1636398.6145324707,1296047.0419769287,34549.04225921631,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:9),PC,1123529.1834716797,905738.0805664062,2267927.247894287,1711167.0705871582,1081376.6384277344,920448.3539733887,963678.3581237793,80500.1660079956,1513855.494720459,1116396.079360962,34778.76306152344,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (40:0),PC,1448404.92578125,1222904.2131347656,1488455.0051269531,1432089.041015625,1387893.5847167969,1503540.5104980469,1818939.4748535156,105705.78713989258,1569123.3962402344,1592963.552734375,2047339.2370605469,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (40:1),PC,1452266.2375488281,1244676.9318847656,1511477.6423339844,1492374.822265625,1412461.0703125,1528783.8793945312,1746561.9645996094,334229.2057495117,1601225.7878417969,1533684.8386230469,2134648.975341797,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (40:10),PC,1027946.1585693359,766694.6724853516,1683945.4159851074,1588597.3434448242,956192.2734680176,759703.5677032471,848570.2675170898,106903.5273513794,1413595.9789123535,864567.3347625732,197675.9581604004,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (40:2),PC,1279268.3020019531,1103519.4831542969,1436023.740234375,1379619.2543945312,1277553.9731445312,1369581.4201660156,1607764.5209960938,258324.25643920898,1494383.1506347656,1430177.4392089844,1628081.5307617188,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (40:3),PC,1240400.8415527344,1105497.2922363281,1410619.9382324219,1275827.8666992188,1262121.912109375,1298649.3984375,1508715.9663085938,295240.0443725586,1441822.2233886719,1358761.4748535156,1529328.8000488281,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: diencephalon vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
