Lipid,Class,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Cer(d18:1/26:0),Cer,385644.3674545288,511342.61725616455,462894.2963142395,497802.9726371765,537609.1670837402,326642.004447937,64619.30450439453,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(d18:1/26:1(17Z)),Cer,400441.0852546692,510416.1512298584,479926.4353713989,522383.6354675293,543907.6788864136,341461.0228652954,64702.244232177734,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(d18:1/2:0),Cer,54291.603660583496,56176.74384307861,50214.62384033203,55860.76383972168,50782.20366668701,56856.504219055176,67826.3247833252,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(d18:2/14:0),Cer,3416852.9455070496,269664.724155426,694974.3241043091,174427.89269256592,152164.46856689453,190887.81532287598,40619.60283660889,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(d18:2/16:0),Cer,123757.82781982422,68455.36488723755,80657.44599914551,62053.18440628052,60778.943992614746,58489.70401763916,40860.862895965576,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(d18:2/18:1),Cer,266919.77966308594,241604.73596191406,252434.47973632812,206700.25567626953,222232.5562133789,212156.6743774414,151770.56994628906,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(d18:2/20:0),Cer,266852.4979248047,242336.57873535156,247730.11840820312,222627.7166748047,225070.27587890625,255206.47631835938,226586.03686523438,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(d18:2/20:1),Cer,280299.33935546875,236165.61596679688,271318.1794433594,231133.03564453125,243625.33837890625,269149.3182373047,235970.3165283203,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(d18:2/22:0),Cer,21876463.477294922,2192631.454345703,5911809.000732422,1038344.095703125,2183185.178466797,1487201.7111816406,284826.11853027344,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(d20:0/26:0(2OH)),Cer,275616.54064941406,367740.8090209961,339854.6871032715,374665.7680969238,411111.3875732422,237011.7158203125,85138.38583374023,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(d20:0/26:0),Cer,290547.47717285156,357204.64736938477,345908.2863006592,368906.1276245117,398658.8899078369,248854.31620788574,81056.96508789062,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(t18:0/16:0(2OH)),Cer,534204.100982666,603254.3074645996,580371.6365661621,546143.3397521973,495983.7569732666,532031.7911300659,104783.1061706543,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(t18:0/18:0(2OH)),Cer,128271.20899963379,136849.28987121582,131088.89018249512,128379.40993499756,120575.34927368164,104532.12574768066,88875.9674987793,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(t18:0/20:0(2OH)),Cer,770556.0726623535,468678.571975708,623066.1385498047,358028.68559265137,442355.5511627197,516267.29121398926,2303464.4086608887,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(t18:0/22:0(2OH)),Cer,940140.0170059204,743301.6553649902,796962.058631897,994208.4525604248,640879.6389160156,939934.5295562744,240265.17665863037,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(t18:0/24:0(2OH)),Cer,405635.0665588379,322809.5827178955,415376.32585144043,369610.20582580566,298792.6787109375,454948.3930206299,817832.6652984619,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(t18:0/26:0(2OH)),Cer,577438.0233917236,822959.9746398926,734778.9151687622,829755.802658081,883147.4157104492,486786.0977935791,123621.6683959961,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cer(t20:0/26:0(2OH)),Cer,3401.260238647461,3327.6402549743652,529730.6989440918,3415.580249786377,3371.1802368164062,398842.88369750977,3330.9602127075195,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
CerP(d18:0/16:0),Cer,179596.93313598633,168011.5310974121,176126.79162597656,152291.55096435547,168926.47064208984,155691.97232055664,140538.42944335938,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
CerP(d18:1/12:0),Cer,250289.65614318848,246327.43495178223,255952.53527069092,172587.41315841675,269969.7175292969,136097.96863555908,60864.985023498535,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
CerP(d18:1/14:0),Cer,64288.3443069458,57160.08363723755,57864.88422393799,57414.6042098999,62980.224296569824,53456.82442855835,58979.4440574646,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
CerP(d18:1/16:0),Cer,1047218.1471862793,161611.6707763672,317005.54399108887,105640.08877563477,175879.49389648438,121013.00926208496,51915.16375732422,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
CerP(d18:1/18:0),Cer,585449.997138977,445903.5458679199,478887.2141189575,581102.6004943848,433374.4486618042,591773.5444641113,172617.44886779785,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
CerP(d18:1/20:0),Cer,412531.6954803467,516332.2277946472,464796.09688949585,526049.6774749756,524687.4390716553,343504.624004364,70455.60445404053,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
CerP(d18:1/22:0),Cer,71332.52573013306,76476.0055770874,68321.12446212769,72163.64433288574,72178.28564453125,65620.66539001465,47523.42360687256,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
CerP(d18:1/24:0),Cer,59776.823780059814,69345.72481155396,64170.64370727539,63919.48501205444,71260.62462615967,55145.943351745605,44733.403621673584,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
CerP(d18:1/24:1(15Z)),Cer,58633.78398513794,70399.26530075073,65185.04468154907,64127.064453125,66398.08428192139,53918.283672332764,41887.46297836304,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
CerP(d18:1/26:0),Cer,56837.58446121216,50731.8637008667,44272.76279449463,42902.26310348511,45579.02322769165,44308.6830406189,58284.964336395264,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
CerP(d18:1/26:1(17Z)),Cer,57241.684047698975,52078.04344558716,44502.86340332031,42678.42306518555,45244.40324020386,44901.60280227661,60922.62433242798,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
CerP(d18:1/2:0),Cer,78310.10557556152,78514.5859375,73171.8849105835,83003.98606109619,77741.66497802734,61959.42440032959,62790.16516113281,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
CerP(d18:1/8:0),Cer,193493.39218139648,52068.70327377319,66779.88539123535,46514.703578948975,49922.343490600586,49612.223289489746,49341.603076934814,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",CE,631113.1820526123,519931.7783508301,111592.80855560303,508719.3950653076,431463.2315979004,140062.0503730774,95162.20687866211,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Cholesteryl nitrolinoleate,CE,916999.6038818359,793275.0352783203,235085.15655517578,763013.3603515625,696839.2486572266,257479.65899658203,321258.66369628906,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",CAR,1322355.9704589844,1216073.9246826172,1198193.4553222656,1131896.9448242188,1069884.9743652344,1345452.6511230469,1682056.3947753906,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Hexacosanoyl carnitine,CAR,1618919.9663162231,1518398.7227973938,1581639.0426635742,1580945.2354125977,1424323.4107513428,1670421.1096801758,1326842.521205902,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",CAR,5371311.2333984375,8483516.650390625,7063102.595703125,10762652.134765625,9055880.276367188,4218156.0244140625,2163848.6259765625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_C17 sphingosine-1-phosphocholine,SM,62717.02403259277,62700.98388671875,64643.46548461914,56239.96435546875,62709.823974609375,70548.52459716797,99362.04788208008,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(10:0),PC,40586.26254272461,41939.36279296875,39700.14270019531,43053.16354370117,41147.36267089844,40502.98275756836,45013.38296508789,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(11:0),PC,54829.30322265625,54804.46389770508,61528.24508666992,53096.84326171875,55629.164642333984,58976.524475097656,74863.08486938477,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(12:0),PC,76078.90518188477,84778.92742919922,79462.86553955078,78323.96432495117,77908.1851196289,81571.26525878906,105582.94674682617,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(13:0),PC,44602.643493652344,42521.94253540039,47130.6435546875,42034.46276855469,39431.04243469238,48180.64358520508,72778.96501159668,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(14:0),PC,193965.55139160156,198015.6134033203,198697.41284179688,164846.17041015625,178557.37377929688,199302.31298828125,299713.3961791992,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(14:1),PC,153161.81298828125,161758.591796875,170637.77001953125,131529.1483154297,143456.431640625,162883.21002197266,226274.31677246094,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(15:0),PC,289042.0607070923,282083.1940307617,283608.35565185547,228244.71633911133,252735.8761291504,294030.86206817627,456309.5058441162,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(15:1),PC,237573.4570465088,242139.5730895996,249241.88037109375,195633.83151245117,227935.71405029297,254834.17517089844,387608.71409606934,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(16:0),PC,231953.0191040039,254127.5302734375,230902.83569335938,198958.31341552734,222372.3583984375,225734.2387084961,341258.92666625977,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(16:1),PC,218835.89785766602,230079.5399169922,215836.05505371094,179472.37353515625,208194.77563476562,201951.55517578125,305760.84201049805,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(16:1)_2,PC,213202.51495361328,228598.17864990234,213364.51400756836,178669.31225585938,203020.33477783203,206924.05633544922,309537.7053833008,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(17:0),PC,68162.02474975586,74251.02435302734,61937.68325805664,63446.364196777344,63986.64566040039,70835.78567504883,105064.66651916504,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(17:1),PC,81375.7650756836,100988.14587402344,98807.10440063477,76202.38586425781,82043.1854095459,84666.7265625,98923.50466918945,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(17:2),PC,84929.48442077637,99804.7646484375,93646.6442565918,77509.14505004883,84948.26722717285,83562.18447875977,99576.6662902832,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(18:0),PC,87229.50686645508,104114.10618591309,99166.38619995117,75587.42486572266,101409.22686767578,85377.52505493164,94221.82421875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(18:1),PC,80200.70565795898,107466.66821289062,96909.36651611328,74625.46566772461,99568.6478881836,79150.88516235352,94584.08471679688,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(18:2),PC,74418.72485351562,95595.8258972168,91070.74609375,69174.48583984375,93846.1266784668,80808.28729248047,88339.04705810547,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(18:3),PC,65040.584869384766,82826.22457885742,81849.36590576172,60772.24401855469,81969.02670288086,72265.02438354492,83306.4447631836,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(18:4),PC,47005.26303100586,61642.364349365234,63520.66418457031,48834.903091430664,56667.34408569336,63303.76412963867,79343.0454711914,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(19:0),PC,129964.28955078125,135465.22875976562,170893.55297851562,121821.728515625,133721.26904296875,158563.51220703125,157374.3310546875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(19:1),PC,135391.95043945312,161986.73022460938,184284.171875,132118.4287109375,153739.55200195312,167019.77172851562,164997.83056640625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(19:2),PC,139944.62963867188,169943.39184570312,188709.69213867188,137134.68872070312,159176.27124023438,176978.853515625,167100.55078125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(19:3),PC,142770.5107421875,162278.11279296875,190301.71264648438,136890.22998046875,159878.41162109375,175262.45288085938,159312.2529296875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(20:0),PC,75896.76541137695,86251.98596191406,119230.26586914062,62083.14358520508,71881.84484863281,114222.54699707031,89313.10461425781,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(20:1),PC,121713.86865234375,129361.54931640625,144349.95043945312,109956.08813476562,118474.84838867188,132567.92919921875,141904.9503173828,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(20:2),PC,133300.07006835938,147670.03051757812,168661.5107421875,122888.26953125,129807.5693359375,169024.55126953125,157906.43115234375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(20:3),PC,129584.82788085938,138929.9892578125,171967.13110351562,122997.36865234375,126254.587890625,162846.17236328125,150656.23168945312,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(20:4),PC,125265.5107421875,133114.04956054688,164809.67211914062,120119.32836914062,120074.8076171875,158426.83081054688,152246.89013671875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(20:5),PC,131087.2490234375,135289.869140625,162614.03271484375,125822.58776855469,130877.68994140625,160035.25073242188,159828.591796875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(21:0),PC,2794677.4243164062,2359628.547241211,2431069.7095947266,3833971.0920410156,2099231.1717529297,2588389.8596191406,466071.697845459,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(21:4),PC,2668789.166015625,2342301.317138672,2325640.266723633,3856615.862060547,2017193.1414794922,2500026.487548828,326285.36322021484,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(22:0),PC,528320.7664794922,447081.22998046875,473009.36083984375,520299.76232910156,393196.8231201172,535932.1937255859,329044.4461669922,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(22:1),PC,533187.6323242188,454632.5712890625,467572.7673339844,518177.05725097656,403392.15563964844,526767.4150390625,320231.9479980469,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(22:2),PC,931206.0709228516,787555.9086303711,784271.0850830078,1117910.4442138672,691343.775390625,884563.8898925781,342298.45959472656,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(22:4),PC,2952220.6440429688,2617764.994140625,2633205.685546875,4165902.3942871094,2233517.9858398438,2864728.0532226562,532146.7904052734,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(22:5),PC,2687751.1931152344,2363640.3118896484,2412424.337890625,3883220.2172851562,2056358.5544433594,2592813.0639648438,487090.3118286133,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(22:6),PC,2723061.8120117188,2354835.1744384766,2362137.7236328125,3805597.016357422,2106960.2680664062,2611418.022705078,482973.88220214844,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(24:0),PC,1022237.5422363281,1425788.916381836,1334252.687866211,1565889.1699829102,1531883.060180664,898021.7210083008,249146.82150268555,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(24:1),PC,1068875.7888793945,1488782.1209716797,1350830.0040893555,1611795.6401367188,1543252.5775756836,933424.8053588867,247757.91528320312,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(2:0),PC,44527.34341430664,41813.06314086914,37966.68246459961,34395.862396240234,36972.222595214844,46396.063903808594,45205.82272338867,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(3:0),PC,1381279.5592041016,1282680.5951538086,1364002.7477722168,1049267.339050293,1202553.049987793,1375591.5878295898,1872528.8307800293,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(3:1),PC,527429.2012023926,528513.5643310547,728880.5522155762,392569.13092041016,461545.2166900635,740724.5583496094,770069.5003662109,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(4:0),PC,60389.204345703125,63137.22448730469,62214.52478027344,62585.584533691406,62584.34484863281,66822.56506347656,70449.044921875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PC(5:0),PC,73066.38549804688,58815.04431152344,56869.80456542969,61178.184326171875,57325.424377441406,61221.883850097656,69228.88464355469,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
