Lipid,Class,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PC(24:0),PC,1565889.1699829102,1531883.060180664,898021.7210083008,1277787.692199707,1403577.1068725586,1311458.546447754,249146.82150268555,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(24:1),PC,1611795.6401367188,1543252.5775756836,933424.8053588867,1314871.489807129,1386271.5630493164,1307638.0909423828,247757.91528320312,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(2:0),PC,34395.862396240234,36972.222595214844,46396.063903808594,38693.36267089844,46049.32376098633,35931.062927246094,45205.82272338867,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(3:0),PC,1049267.339050293,1202553.049987793,1375591.5878295898,1238371.830078125,1258964.556488037,1268034.756225586,1872528.8307800293,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(3:1),PC,392569.13092041016,461545.2166900635,740724.5583496094,478323.7102661133,521559.97161865234,657418.5752716064,770069.5003662109,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(4:0),PC,62585.584533691406,62584.34484863281,66822.56506347656,59332.52404785156,63340.864013671875,61855.66424560547,70449.044921875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(5:0),PC,61178.184326171875,57325.424377441406,61221.883850097656,58560.62420654297,71512.56481933594,56978.564392089844,69228.88464355469,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(6:0),PC,31684.862579345703,31769.42205810547,37361.402587890625,31276.461791992188,34373.042541503906,34646.76235961914,42570.742095947266,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(7:0),PC,65425.084411621094,94679.90551757812,75509.74627685547,69695.044921875,121661.22955322266,111604.16650390625,67993.1644897461,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(8:0),PC,34862.98222351074,34221.80302429199,38528.343338012695,36617.342544555664,36528.142265319824,31852.56233215332,49902.683906555176,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PC(9:0),PC,30381.822265625,31382.962432861328,34756.94241333008,30296.442138671875,30747.142456054688,31722.42202758789,43231.78256225586,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(12:0) | PE (12:0),PE,65989.26477050781,62108.14471435547,55810.94396972656,58613.804626464844,62217.08447265625,47750.10321044922,61092.423767089844,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(12:0) | PE (12:0)_2,PE,75219.70581054688,62175.38446044922,54320.40393066406,59645.624267578125,62108.244201660156,51293.04376220703,60886.64373779297,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(13:0),PE,33459.26225280762,30171.242156982422,32747.702362060547,31383.942352294922,33409.64245605469,33084.94209289551,36036.30244445801,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(14:0),PE,87024.54739379883,78509.30462646484,102554.34832763672,95542.20584106445,90079.0654296875,91017.90884399414,134677.56942749023,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(14:1),PE,145241.89141845703,125616.40954589844,71749.04560852051,101716.90786743164,110232.16781616211,125249.09133911133,39678.1423034668,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(15:0),PE,477655.6792449951,542968.7627563477,600238.4911804199,528889.0122375488,564543.0735015869,580362.1122283936,895332.0626068115,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(15:1),PE,316160.8480377197,254258.83685302734,104978.40783691406,204589.9945526123,224964.4195098877,235856.51805114746,31247.9818649292,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(16:0),PE,1501.1201057434082,1460.200096130371,824180.9934997559,1636.0601081848145,1421.6400985717773,636524.2214660645,1477791.6302337646,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(16:1),PE,1473.8600997924805,1867.8001251220703,25093.181884765625,1619.560115814209,2269.2601318359375,24564.281616210938,33066.92241668701,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(17:0),PE,59719.40496826172,58143.38348388672,31188.182136535645,52691.58349609375,51089.40432739258,46654.74398803711,8120.740547180176,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(17:1),PE,51918.84310913086,38746.74254608154,29230.902069091797,39628.52265930176,43944.782428741455,26499.28173828125,1598.3600997924805,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(17:2),PE,34402.70198059082,14014.180969238281,28196.30207824707,30558.741912841797,9986.980770111084,21536.101669311523,1422.240089416504,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(18:0),PE,54922.083892822266,58771.84338378906,30453.32209777832,48392.863708496094,50336.8235168457,26162.942016601562,52732.1637878418,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(18:1),PE,42648.90270996094,40611.26287841797,22664.321548461914,42837.36328125,38798.60287475586,20010.861541748047,38762.44291687012,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(18:2),PE,48335.26382446289,48637.20378112793,29462.281692504883,49165.24304199219,46277.2431640625,27227.1414642334,63069.78421020508,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(18:3),PE,41120.54284667969,47018.56332397461,28559.462158203125,41531.062744140625,38655.583099365234,24173.501724243164,40781.843017578125,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(18:4),PE,79140.36560058594,356090.884765625,173677.85327148438,82246.365234375,83568.72521972656,243814.63671875,48831.60382080078,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(19:0),PE,39589.48257446289,39694.922790527344,26130.8017578125,38523.962463378906,34617.74234008789,22125.941680908203,40591.5235748291,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(19:1),PE,38559.64245605469,35409.762268066406,27160.762145996094,39048.40267944336,36071.60220336914,21733.361541748047,43139.00271606445,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(20:0),PE,60229.16369628906,61393.38424682617,1570.1001052856445,56033.54412841797,47078.08349609375,1596.0601196289062,55170.40365600586,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(20:1),PE,85454.00555419922,142278.09173583984,2066.2401161193848,72416.22540283203,95325.0076751709,2423.220199584961,41330.32279968262,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(20:2),PE,225789.55432128906,371989.9260864258,1912.520133972168,166051.89303588867,242822.83203125,44757.70276260376,60406.58558654785,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(20:3),PE,54175.44415283203,59804.74459838867,10191.460746765137,58017.88381958008,58689.7841796875,18237.26127243042,55966.783935546875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(20:4),PE,158266.87084960938,154477.771484375,54779.563915252686,157105.17138671875,169627.53125,100970.30810546875,192101.29370117188,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(20:5),PE,96589.00695800781,84460.30712890625,20237.841274261475,99165.86730957031,88116.96691894531,17515.501266479492,100372.34777832031,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(21:0),PE,59641.24383544922,59982.943939208984,45611.46405029297,49610.323638916016,57227.643798828125,28300.561935424805,46612.263763427734,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(22:0),PE,54472.664459228516,60362.86328125,23103.741577148438,50975.364013671875,48685.763610839844,23367.361587524414,35826.622497558594,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(22:1),PE,39574.52282714844,35798.502380371094,25828.021850585938,35650.72253417969,37563.603088378906,21202.52153778076,42536.28253173828,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(22:2),PE,46831.3232421875,44720.44320678711,26945.82191467285,49902.02410888672,48327.86340332031,26272.641662597656,47750.58319091797,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(22:4),PE,44725.063049316406,52443.684143066406,29076.881858825684,43958.82293701172,49427.4235534668,26159.401428222656,46962.02322387695,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(22:5),PE,71308.66458129883,122977.30749511719,38627.14273071289,81636.5061340332,95906.06637573242,41637.442779541016,47812.822982788086,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(22:6),PE,56729.54382324219,59869.224365234375,29588.062423706055,56439.46432495117,51365.76400756836,21781.801498413086,43074.343338012695,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(24:0),PE,51296.683654785156,49808.76370239258,34971.7223815918,46298.42367553711,45918.10354614258,29016.76205444336,73709.22436523438,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(24:1),PE,64418.0244140625,66131.14393615723,50387.56346130371,67538.14346313477,63269.324462890625,42653.62296295166,89366.2847290039,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PE(24:6),PE,50781.8840637207,54160.92385864258,27743.462028503418,47553.24279785156,50448.363220214844,35764.041511535645,36389.14225769043,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(12:0),PG,76028.34558105469,85721.3662109375,87272.42645263672,80440.98516845703,94559.68676757812,82272.14642333984,62100.60400390625,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(13:0) | PG (12:0),PG,171392.11206054688,125325.68920898438,117497.80834960938,148135.2498779297,185458.99267578125,91264.86669921875,111238.74743652344,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(13:0) | PG (12:0)_2,PG,177290.7529296875,124287.04858398438,126280.42919921875,146011.9500732422,183567.01416015625,92566.80688476562,116032.82824707031,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(14:0),PG,62050.52429199219,75505.8447265625,82216.96569824219,68318.88424682617,74471.96533203125,83255.00537109375,49676.62432861328,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(14:1) | PG (14:1),PG,841124.8198242188,979346.2236328125,771176.2680664062,713315.0092773438,953785.6440429688,1386853.9106445312,288534.4426269531,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(14:1) | PG (14:1)_2,PG,831269.59765625,964704.9619140625,760768.568359375,720797.2622070312,944955.755859375,1387978.0146484375,292964.9814453125,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(15:0) | PGo (16:0),PG,62146.34553909302,80399.00595092773,103298.28735351562,63018.18440628052,90560.02697753906,72912.36505126953,63839.22380065918,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(15:0) | PGo (16:0)_2,PG,39628.24318695068,78163.62615966797,104955.32821655273,47168.08304977417,89681.98654174805,70348.32418823242,63154.72477340698,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(15:1),PG,93185.98645019531,83363.88610839844,95708.88775634766,111108.56829833984,106764.50677490234,86968.3251953125,124935.75091552734,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(16:0),PG,1471.7400970458984,1468.3800926208496,176357.0711669922,1652.4201278686523,1460.600112915039,167109.3533935547,1476.4401016235352,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(16:1) | PG (16:1),PG,1543.0001106262207,1531.6401062011719,83069.04583740234,1455.9201164245605,1604.7201080322266,65649.48458862305,1547.0800971984863,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(16:1) | PG (16:1)_2,PG,1488.8401069641113,1575.9401092529297,78848.70449829102,1460.2800979614258,1505.4401092529297,65975.76446533203,1465.0601119995117,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),PG,1106026.0170898438,1254833.138671875,600435.4860839844,833568.4702148438,1155757.3764648438,1442103.4287109375,270501.8620605469,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,PG,1049682.4501953125,1197653.798828125,640666.1799316406,788924.75390625,1098897.3393554688,1544390.5166015625,247907.35473632812,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,PG,984459.3425292969,1088854.1411132812,663693.0275878906,737858.494140625,1026135.63671875,1613862.654296875,218858.333984375,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(17:1) | PGp (18:0),PG,44995.303466796875,45841.20343017578,84383.5864868164,50110.323638916016,49994.92346191406,60616.30432128906,50902.10313415527,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(17:1) | PGp (18:0)_2,PG,46666.52314758301,47192.58364868164,84085.02572631836,50829.223876953125,49294.32360839844,62489.36407470703,52266.263259887695,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(17:2),PG,79778.38555908203,61216.964416503906,69901.5453491211,72752.0654296875,67634.28466796875,58913.184173583984,74178.66488647461,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(18:0) | PG (18:0),PG,647106.1052246094,901902.1672973633,277496.9031982422,270748.4178466797,513320.7364501953,153218.15118408203,1006352.5754394531,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(18:0) | PG (18:0)_2,PG,640110.3377075195,913106.8505859375,274351.4606933594,278998.5871582031,521076.3582763672,160355.33221435547,1004986.3320922852,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(18:1) | PG (18:1),PG,53097.66375732422,50935.803619384766,63956.58459472656,57904.16421508789,57463.84436035156,50030.34344482422,59695.784240722656,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(18:1) | PG (18:1)_2,PG,54014.92419433594,48055.043395996094,60859.06427001953,55557.24383544922,57780.30389404297,48653.64318847656,56918.223693847656,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(18:2) | PG (18:2),PG,45693.72286987305,48032.6838684082,49853.363372802734,53530.50393676758,48194.72317504883,39259.502868652344,56175.00375366211,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(18:2) | PG (18:2)_2,PG,46664.78317260742,45685.02291870117,56825.72351074219,49334.76336669922,52190.343994140625,38996.342849731445,56802.843490600586,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(18:3) | PG (18:3),PG,108097.24780273438,103985.76895141602,107379.70635986328,122384.76724243164,118545.48843383789,81362.76644897461,183594.97329711914,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(18:3) | PG (18:3)_2,PG,99848.12823486328,112137.56689453125,107523.34646606445,114632.96746826172,120569.24768066406,79242.22660827637,179755.27095031738,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(18:4),PG,63212.34423828125,62065.82409667969,79569.86477661133,63900.224609375,68357.3039855957,47275.16355895996,64394.943756103516,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(19:0),PG,96894.12677001953,107781.88677978516,4521.160301208496,90184.40692138672,99850.36743164062,1575.7201194763184,129053.24890136719,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(19:1),PG,50951.98373413086,50688.74331665039,1457.360107421875,54322.40408325195,56904.523681640625,1614.6401138305664,57384.064514160156,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(20:0),PG,64141.50411987305,71316.72509765625,68487.56512451172,79890.7855834961,67670.92492675781,54257.36389160156,68203.16497802734,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(20:1) | PG (20:1),PG,161161.3916015625,189009.61401367188,149723.64965820312,178469.873046875,185498.41381835938,136511.50927734375,151699.4521484375,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(20:1) | PG (20:1)_2,PG,164389.7508544922,189764.49365234375,152174.8106689453,178875.5927734375,192032.65283203125,143339.47216796875,157208.93017578125,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(20:2) | PG (20:2),PG,386361.72970581055,1110743.507446289,335348.6989135742,208107.29663085938,283014.3035888672,157858.75057983398,75848.12626647949,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(20:2) | PG (20:2)_2,PG,394050.2710266113,1116083.1503601074,338614.0032043457,203089.37615966797,271758.5769958496,161408.87243652344,79736.98617553711,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(20:3) | PG (20:3),PG,53333.564056396484,55793.02365112305,43238.08331298828,55877.044342041016,59028.844177246094,35008.04235839844,61253.543884277344,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
