Lipid,Class,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
22:5 Cholesteryl ester,CE,781182.6794433594,727029.6968994141,266388.83935546875,490647.8161621094,528387.7165527344,207113.65533447266,343852.4637451172,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
22:6 Cholesteryl ester,CE,792286.6184082031,704965.5673828125,258944.73635864258,477660.0895996094,511284.4758300781,203145.3345336914,318345.9444580078,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",CE,502742.6997833252,380739.0824661255,113668.9673461914,380375.34741973877,343044.65074920654,77957.44495010376,225753.29443740845,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
3-hydroxyarachidonoylcarnitine,CAR,1799780.4743652344,1569145.6931152344,1896938.0458984375,1790563.1328125,1705696.5053710938,1698589.076171875,1852556.1604003906,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",CAR,1492376.4155273438,1272668.7355957031,1561962.6239013672,1469556.4709472656,1387417.1748046875,1385420.610961914,1670603.4350585938,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"3-hydroxylinoleoylcarnitine,",CAR,24845405.71484375,20141493.19873047,7696857.471191406,16175701.743652344,16419706.2265625,17175345.586914062,2200595.70703125,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",CAR,10120286.5234375,8644065.336914062,4404611.219238281,7209705.599609375,7470181.8642578125,7760483.259277344,2678909.9697265625,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",CAR,1702237.0874023438,1567913.7353515625,1825566.8857421875,1753678.2744140625,1650440.2626953125,1726526.607421875,1844464.9086914062,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C12:0,FA,69178.10479736328,89496.72622680664,807750.4308166504,85580.02577972412,74923.58480072021,653824.168548584,75923.3450012207,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C12:1,FA,54428.58346557617,68969.32496643066,320718.3243408203,49931.84354400635,54982.60381317139,259565.99877929688,73215.28530883789,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C14:0,FA,797848.4155273438,1038947.3747558594,6086357.0712890625,1015557.3937988281,1011738.4111328125,6046213.6572265625,693541.4095458984,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C14:1,FA,615082.2641601562,682291.145690918,1603733.1870117188,599084.623046875,714810.3697509766,1283313.6311035156,740184.6535644531,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C15:0,FA,110539.58795166016,123724.40884399414,1152721.5948486328,103824.6078491211,122971.3888092041,978235.9412841797,129704.048828125,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C15:1,FA,210501.95483398438,202034.65341186523,1514256.1926269531,213923.81509399414,292221.74154663086,1946355.0656738281,272115.42083740234,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C16:0,FA,529921.4750976562,620287.5859985352,24158374.688964844,575914.718963623,671411.6846313477,23273896.87438965,774104.8880310059,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C16:1,FA,86202.68649291992,91125.6865158081,2158698.156677246,90039.48612976074,99205.50751495361,1551176.450012207,136898.70957183838,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C17:0,FA,100422.14749145508,122047.98829650879,2972810.925720215,110541.86812591553,120016.02813720703,2790368.6721191406,140066.65022277832,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C17:1,FA,61690.26426696777,74057.78514099121,625535.0833129883,60772.00437927246,65939.6644897461,524639.7941894531,70801.5651550293,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C18:0,FA,352334.68466186523,399402.2286453247,22949736.43359375,362502.4236526489,440748.81315612793,30694361.858276367,531086.4338760376,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C18:1,FA,82890.0258178711,86888.56616210938,954833.6274414062,80559.24592590332,88099.3063659668,933400.5457763672,104823.58738708496,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C18:2,FA,70807.24513244629,76265.94551086426,719817.4752197266,73442.66500854492,75589.74545288086,698083.7495727539,77342.70542907715,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C18:3,FA,64590.524490356445,63170.42427062988,639759.1867675781,53728.96374511719,70039.80529785156,542877.7591552734,80425.24575805664,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C18:4,FA,46533.32337188721,43442.8631439209,297272.72036743164,40413.74284362793,45068.98324584961,221650.59716796875,51582.26365661621,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C19:0,FA,98136.66693115234,111588.76774597168,2496712.6459960938,97796.74641418457,124545.28927612305,2724316.3669433594,127139.60901260376,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C20:0,FA,7596.040508270264,7619.42049407959,3588110.9125976562,7786.240581512451,7616.220481872559,4097641.8989257812,7613.20051574707,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C20:1,FA,8022.220550537109,7994.180530548096,840781.7383422852,8162.660572052002,8022.740535736084,722962.9092407227,7613.340526580811,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C20:3,FA,91157.68614196777,103897.3074798584,1108946.6127929688,122215.80850601196,142620.22994995117,2218698.015625,13496.580974578857,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C20:4,FA,46574.743087768555,53875.42372894287,525532.2166137695,44692.9231262207,49378.24327850342,572772.0607910156,45044.563426971436,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C20:5,FA,95898.60676574707,99464.44665527344,2234795.3063964844,104304.14715576172,110983.42793273926,1982782.5202636719,136633.4702758789,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C22:0,FA,26260.50191116333,25082.261833190918,1738271.1184082031,24892.821910858154,28235.482181549072,1712995.5904541016,28793.822025299072,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C22:1,FA,15058.681056976318,15180.181098937988,562976.8242797852,15487.821071624756,15168.301097869873,444693.6153564453,17784.141235351562,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C22:4,FA,14099.040958404541,14168.140979766846,407576.4501953125,12582.440914154053,14356.981021881104,306986.10302734375,16067.361099243164,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C22:5,FA,22931.981758117676,24359.44175720215,1739447.8699951172,21748.681560516357,25058.141830444336,1816660.3414916992,29294.741844177246,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C22:6,FA,17181.101203918457,17762.741245269775,826280.32421875,15993.341148376465,19020.541275024414,756597.8385009766,27184.26198196411,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C24:0,FA,12339.840816497803,11470.440799713135,7645.300586700439,12388.660903930664,11858.200817108154,7638.380542755127,12727.700942993164,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C24:1,FA,11309.860774993896,12344.300842285156,7645.220573425293,11738.680828094482,11354.360801696777,7633.980541229248,12003.96082687378,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C24:5,FA,15465.401084899902,16131.00112915039,714886.6081542969,15376.321109771729,14395.621006011963,530051.2543334961,13804.400928497314,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C24:6,FA,14413.2610206604,13877.68102645874,415605.2879180908,13269.780883789062,13179.320930480957,258853.2403793335,15041.60111618042,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C26:0,FA,10922.100776672363,10977.520793914795,314647.0219268799,10576.300743103027,11245.940822601318,261543.07759857178,12548.10087966919,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C26:1,FA,12510.580871582031,12858.260913848877,275542.51921081543,12926.800945281982,13353.080894470215,233291.056640625,14125.440979003906,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C28:0,FA,11346.440788269043,14290.341018676758,942742.3486595154,11402.26082611084,11650.580795288086,684809.6028213501,12821.700942993164,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C30:0,FA,10840.640766143799,11179.040767669678,514491.25815963745,9297.000675201416,9123.000602722168,480525.6749305725,8330.380569458008,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C32:0,FA,8321.540542602539,8389.820556640625,305144.40198135376,8088.4605712890625,8280.70057296753,274007.4186592102,8348.740566253662,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
C34:0,FA,11103.62077331543,10224.440677642822,371290.66888427734,10922.560760498047,11188.040767669678,310052.53927993774,11941.300830841064,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Cer(d14:1(4E)/20:0(2OH)),Cer,44911.30355453491,52637.56365966797,50211.7035446167,49878.70409011841,56111.02438354492,45659.42296600342,68671.68458557129,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Cer(d14:1(4E)/20:1(11Z)(2OH)),Cer,66385.66468048096,67455.70527648926,58207.66443634033,52688.6039352417,70659.82479858398,49852.18405914307,122900.58740234375,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Cer(d14:1(4E)/22:0(2OH)),Cer,1112994.5978775024,801876.4956321716,959443.559223175,832938.3742713928,834609.2866287231,877342.0538597107,159580.59019088745,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Cer(d14:1(4E)/22:1(13Z)(2OH)),Cer,1077618.9515800476,790294.2203903198,916265.2725219727,819234.1487236023,805563.0180473328,830461.3099212646,155243.2335395813,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Cer(d14:1(4E)/24:0(2OH)),Cer,126405.50827407837,108610.56880187988,134923.91022872925,122786.96894454956,117472.36762619019,113448.3260307312,163696.31212615967,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Cer(d14:1(4E)/26:0(2OH)),Cer,594248.168182373,595145.3946228027,324045.42502593994,510906.1202926636,527990.4151763916,492965.01626586914,64156.52414703369,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d14:2(4E,6E)/16:0)",Cer,36659.842697143555,41108.84299468994,48744.80326461792,42436.223178863525,38605.86249923706,39105.20266342163,44330.06309890747,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d14:2(4E,6E)/18:0(2OH))",Cer,42400.46326446533,47095.68347167969,57186.80380630493,47569.923416137695,45236.16244888306,43166.66304779053,50339.72342300415,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",Cer,42056.00294494629,40724.52266693115,54889.60378265381,49429.76351547241,44780.18308258057,45603.483127593994,48420.423290252686,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d14:2(4E,6E)/18:1(9Z))",Cer,37185.162647247314,43020.64310836792,52689.10400390625,43888.96270751953,40150.343017578125,41182.242851257324,46065.9236869812,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",Cer,51594.80355834961,57414.78372955322,65516.9846496582,58682.24353790283,64424.864612579346,55648.38431549072,47508.283447265625,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
