Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",CAR,4113421.935546875,4024964.0034179688,4172629.2885742188,5983760.49609375,5044906.811035156,2897261.4868164062,2428656.8916015625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
12:0 Cholesteryl ester,CE,194297.81564331055,206243.57360839844,53790.523944854736,169429.59413146973,191839.97328186035,48507.40311431885,158999.98956298828,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
12:0 Cholesteryl ester_2,CE,190207.0535888672,198169.45237731934,51690.70365142822,170046.1913909912,177208.31147766113,51444.80327987671,163044.15301513672,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
14:0 Cholesteryl ester,CE,151012.9727783203,95271.94723510742,54412.36402511597,99233.18690490723,90300.90599060059,40449.28260803223,85346.74568939209,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
14:1 Cholesteryl ester,CE,146649.31089782715,99486.52751159668,53858.74382400513,93945.5266494751,94580.62687683105,39776.48303985596,91728.62675476074,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,CE,273822.9802246094,280063.29833984375,99011.74743652344,282307.53967285156,277162.119140625,107436.90838623047,268696.0985107422,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester_2,CE,266944.2990722656,270783.4014892578,96553.88653564453,282309.6809082031,278571.67907714844,108698.96670532227,281328.5203857422,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
15:0 Cholesteryl ester,CE,241246.33728027344,253455.57739257812,105602.46716308594,257820.47827148438,246816.4970703125,116445.74822998047,248100.27880859375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,CE,278759.4783935547,273873.7996826172,111482.82788085938,295206.8620605469,267262.1589355469,126887.06896972656,282264.8193359375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester_2,CE,272410.89880371094,280813.90087890625,110884.42791748047,280321.3400878906,274924.6597290039,121661.82904052734,287922.24072265625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
15:1 Cholesteryl ester,CE,260969.47998046875,254370.2586669922,106415.78732299805,268707.93811035156,249741.7177734375,113070.38781738281,255572.7781982422,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
16:0 Campesteryl ester | 17:0 Cholesteryl ester,CE,163176.71159362793,187992.35208892822,46379.60326766968,336776.8264312744,328525.7266998291,76195.66496658325,121273.30940246582,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
16:0 Campesteryl ester | 17:0 Cholesteryl ester_2,CE,160255.63095092773,202342.01542663574,50241.78372955322,347830.1068267822,326737.56340026855,75534.00523757935,125768.08905029297,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
16:2 Campesteryl ester,CE,157160.73239135742,191045.8516845703,48198.26329803467,342955.9080352783,310051.0410308838,69768.96461868286,117353.56846618652,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
"16:2 Cholesteryl ester, zymosteryl palmitoleate",CE,269839.3192138672,260879.01892089844,113157.44812011719,280581.6188964844,265993.7189941406,119384.78771972656,274790.7999267578,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
16:3 Campesteryl ester,CE,154318.75048446655,185146.27444458008,47734.20327758789,332875.0812988281,310477.7449951172,71218.46506500244,114802.70822143555,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
16:3 Cholesteryl ester,CE,254891.2978515625,267854.7390136719,103272.96737670898,259728.7784423828,258171.55993652344,119627.44903564453,268572.4782714844,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
16:3 Stigmasteryl ester,CE,209177.15560913086,238084.13414001465,74735.34531402588,417130.14904785156,365903.52224731445,105826.88729095459,174687.61349487305,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",CE,263683.299118042,306007.86514282227,72935.00525665283,472836.29583740234,411432.90814208984,95725.1279220581,197711.39486694336,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester_2",CE,264936.3984527588,297442.67919921875,70505.20509338379,467518.1094055176,432811.65029907227,94433.90701293945,197452.61389160156,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",CE,262366.89752197266,291198.4189758301,70637.34497070312,449361.2501220703,421981.7488708496,102442.5464553833,201944.25617980957,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester_2",CE,270283.1389465332,304620.8027038574,71781.18487167358,468996.0119934082,424691.0045776367,98708.50708389282,199674.95538330078,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
