Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PE (44:6),PE,48718.10363769531,48154.603576660156,39028.502990722656,58426.00473022461,49402.683197021484,47195.40316772461,50487.563568115234,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PE (44:7),PE,53625.52325439453,46385.583251953125,41015.963134765625,57923.924560546875,51558.083923339844,42413.98318481445,42247.16329956055,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PE (44:8),PE,47270.562896728516,45291.96304321289,37866.70251464844,54874.14385986328,54885.46337890625,44967.56280517578,44680.182678222656,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PE (46:1),PE,35952.602935791016,35078.12237548828,30622.002151489258,37620.06265258789,34513.40249633789,30911.962329864502,32585.642639160156,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PE (52:4),PE,23377.76155090332,26356.641815185547,19531.88136291504,28340.042053222656,28180.481994628906,21441.26141357422,21515.601501464844,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (18:0),PE,75903.28526306152,69617.58444213867,70900.70501708984,69466.42578125,70017.66452026367,71102.58520507812,12523.880874633789,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (18:1),PE,145145.56640625,105032.86602783203,136572.67150878906,143689.90783691406,126090.60876464844,89539.92742919922,2986.2802352905273,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (20:0),PE,35662.482177734375,62488.6442565918,27152.581939697266,37974.64291381836,33909.082748413086,36208.162353515625,50394.444076538086,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (28:0),PE,56641.904205322266,61203.545013427734,46655.303771972656,59384.1044921875,59947.50506591797,53012.38439941406,64770.42544555664,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (30:0),PE,488390.36541748047,510806.88150024414,440954.44958496094,489825.76431274414,607526.670501709,277419.37954711914,42619.00257873535,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (32:1),PE,65783.625,73124.98541259766,68925.06433105469,69745.10552978516,69501.40545654297,66611.84454345703,74534.8853149414,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (32:5),PE,50271.22326660156,48045.22314453125,43034.68295288086,48942.24349975586,47289.7834777832,44685.58303833008,42055.64291381836,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (34:0),PE,59016.82403564453,72418.28576660156,47907.243255615234,58837.88394165039,59794.783752441406,58835.3835144043,61414.24447631836,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (34:1),PE,70884.02517700195,136385.93057250977,54739.92367553711,69691.9644165039,78173.4248046875,62287.56393432617,89238.78762817383,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (34:2),PE,96710.9457397461,166934.23114013672,68667.42346191406,100358.84600830078,112603.08898925781,75709.00469970703,64707.64520263672,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (34:3),PE,55066.62350463867,53616.88360595703,41877.46267700195,53741.103759765625,50033.38357543945,44003.56335449219,51130.023376464844,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (34:4),PE,54336.42413330078,50662.92333984375,42188.762451171875,53788.363830566406,51407.92370605469,50269.283111572266,54821.244232177734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (36:0),PE,48901.46350097656,55163.123931884766,42337.28341674805,54260.343658447266,50479.32360839844,45195.02310180664,47888.66329956055,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (36:1),PE,83005.94543457031,151652.42962646484,62138.86447143555,71095.06549072266,83505.84606933594,77814.52600097656,46045.104095458984,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (36:2),PE,98983.92877197266,258222.91870117188,67078.62475585938,89990.64569091797,119662.06750488281,79316.70516967773,60238.78433227539,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (36:3),PE,97892.88729858398,295060.06341552734,67448.92413330078,92813.78649902344,134241.3094482422,77434.42501831055,54553.723693847656,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (36:4),PE,71083.14462280273,97940.46701049805,49375.0837097168,75299.44439697266,77296.0248413086,57665.16436767578,58951.66506958008,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (36:5),PE,57050.984283447266,86392.96536254883,41945.702545166016,57749.58419799805,56975.46438598633,52657.30404663086,52111.863830566406,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (38:0),PE,282501.4990234375,366532.5550842285,232319.2980041504,299715.51959228516,338284.18463134766,196594.55114746094,98827.6455078125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (38:1),PE,83345.66485595703,109614.48803710938,66710.58428955078,80095.40545654297,82706.02575683594,80843.02569580078,64799.56494140625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (38:2),PE,91453.88647460938,168619.87274169922,71691.46447753906,86306.96551513672,102332.26788330078,78835.7857055664,62723.40478515625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (38:3),PE,78785.00592041016,177120.63061523438,54568.984130859375,84834.74645996094,92710.3471069336,63081.64385986328,53738.78381347656,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (38:4),PE,94988.18768310547,168340.99017333984,64629.545166015625,105212.7470703125,134540.74963378906,93779.18688964844,57848.88397216797,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (38:5),PE,79761.42492675781,212039.99346923828,61407.70477294922,94667.5464477539,136186.59075927734,82799.76538085938,47719.54364013672,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (38:6),PE,74958.54559326172,248703.6954345703,55545.88357543945,98189.86712646484,153218.76983642578,87432.166015625,48624.98318481445,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (40:0),PE,128338.06872558594,588777.3201904297,106308.94775390625,146661.47204589844,240076.25756835938,122394.50854492188,74184.26550292969,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (40:2),PE,68232.74450683594,76756.74517822266,53565.60317993164,74735.5458984375,71195.14465332031,62257.204650878906,67354.98455810547,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (40:3),PE,91795.78601074219,102526.66766357422,72671.76483154297,119468.7681274414,138081.34881591797,77269.96514892578,62180.68426513672,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (40:4),PE,83218.2060546875,108345.68731689453,63829.244873046875,97157.80670166016,105567.22717285156,80072.88568115234,65576.48498535156,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (40:5),PE,115580.6484375,187761.3331298828,102850.48681640625,125988.20935058594,156156.95056152344,130290.14910888672,103374.60748291016,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (40:6),PE,645075.6004638672,866598.7687988281,740734.1182861328,602669.748046875,717795.7928466797,912397.2744750977,704991.9232788086,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (42:0),PE,59635.824462890625,82816.18579101562,46051.42303466797,64077.304138183594,59292.64422607422,54903.00387573242,54419.50369262695,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (42:2),PE,77340.82586669922,89179.30651855469,62895.96405029297,82795.72540283203,92715.7074584961,68302.90454101562,55708.50402832031,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (42:4),PE,217563.8895263672,236135.61486816406,170406.89443969727,169455.55560302734,181097.19592285156,214879.47827148438,324055.8346557617,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEo (42:6),PE,133991.19073486328,144288.47137451172,101886.68682861328,114303.84857177734,129090.28829956055,115344.26727294922,124321.7060546875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (16:0),PE,218027.91625976562,215946.91772460938,208405.52154541016,258065.21942138672,247666.9150390625,122082.09100341797,54986.14303588867,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (20:0),PE,49470.26336669922,134447.83166503906,36138.982177734375,52287.78402709961,52446.9035949707,44060.4833984375,64054.60452270508,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (28:0),PE,41585.7028503418,42774.983337402344,36068.22294616699,39014.42346191406,39162.64320373535,33667.14198303223,45536.66323852539,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (30:0),PE,56969.0442199707,54427.48361206055,40255.84310913086,51571.66360473633,49904.44384765625,46030.08337402344,42990.90328979492,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (30:1),PE,57122.4638671875,52576.163330078125,44788.42304992676,51380.723571777344,49956.363342285156,46339.262924194336,62109.14465332031,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (32:1),PE,61122.265228271484,62373.74432373047,48866.744049072266,55411.40414428711,63384.08450317383,54138.5641784668,61631.52438354492,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (34:4),PE,45233.62292480469,43831.183166503906,35003.10241699219,52017.863830566406,49395.80383300781,39097.78237915039,53312.764068603516,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (36:5),PE,80293.84442138672,84054.22778320312,66707.84423828125,78158.0454711914,81695.74450683594,71977.88464355469,88156.58575439453,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (36:6),PE,100598.68786621094,265607.1188964844,67035.98498535156,105726.4076538086,149800.4691772461,92878.06616210938,67523.58465576172,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (40:7),PE,99816.4877319336,243495.5977783203,75163.90502929688,103795.50787353516,130181.048828125,93577.50634765625,63073.764892578125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (42:0),PE,54849.884033203125,72698.14526367188,40817.48294067383,70375.14422607422,66909.28503417969,64166.72396850586,65286.44451904297,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PEp (42:4),PE,54715.52392578125,58536.804138183594,46484.643310546875,60382.684509277344,59181.14450073242,54499.86395263672,55964.783630371094,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (14:0),PG,81406.42565917969,85270.1664428711,74774.2053527832,61639.36407470703,71233.14532470703,89454.2861328125,50930.9035949707,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (18:4),PG,68166.82501220703,133642.3088684082,52266.56396484375,58937.00390625,64064.14419555664,79660.66485595703,61716.084716796875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (20:0),PG,68104.00454711914,76911.9860534668,64693.844635009766,61948.724517822266,61246.604919433594,75659.30575561523,52910.88430786133,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (22:2),PG,59902.20343017578,78837.18505859375,56305.304122924805,64401.98516845703,66228.8649597168,63082.68376159668,55415.843673706055,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (24:0),PG,77775.76486206055,82647.32623291016,86036.22525024414,57251.0842590332,97977.98626708984,77918.72494506836,44715.28372192383,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (24:1),PG,114214.46850585938,114920.20776367188,108279.60729980469,92905.20666503906,105148.50793457031,101908.18737792969,89024.44677734375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (26:0),PG,63143.02520751953,69749.00427246094,58003.50442504883,58088.70440673828,57170.24365234375,78658.56594848633,77219.28582763672,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (28:0),PG,891997.2149658203,828588.7037353516,1013840.1146850586,538328.4263305664,622773.063659668,1031013.9747924805,642308.7884521484,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (28:1),PG,68491.84460449219,74913.38555908203,57968.744079589844,66117.46496582031,66095.12390136719,73219.505859375,66218.52410888672,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (28:2),PG,57340.04409790039,84554.66744995117,45218.58349609375,44807.363189697266,48303.203552246094,51090.06314086914,85055.92672729492,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (30:0),PG,74066.08599853516,90102.52648925781,74679.70458984375,72160.88464355469,79109.26556396484,91742.30627441406,63750.92449951172,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (30:1),PG,48364.64367675781,54285.8440246582,45376.46318054199,47028.323333740234,44048.48304748535,53536.66427612305,40275.58282470703,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (30:2),PG,61294.60485839844,62893.364318847656,45769.882972717285,51810.54397583008,51573.5231628418,56091.14419555664,52244.96357727051,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (30:3),PG,71195.38423156738,71759.74517822266,62228.52453613281,47844.06344604492,62687.1442565918,84933.68667602539,53280.26364135742,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (30:4),PG,49965.16354370117,50746.962982177734,40654.42274475098,44217.262298583984,44229.783294677734,48141.243591308594,45092.143463134766,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (32:0),PG,102743.06762695312,115370.12881469727,90067.28607177734,86060.94647216797,93189.24645996094,120055.34701538086,68149.18524169922,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (32:1),PG,75246.42495727539,82812.26593017578,57021.724517822266,61925.564453125,72009.84506225586,65136.56423950195,39920.783111572266,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (32:2),PG,443466.1301269531,484116.0390625,301770.5174560547,387149.08642578125,461732.9279785156,209519.27392578125,62236.564208984375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (32:3),PG,65668.12420654297,65404.14474487305,56752.3444519043,55383.4241027832,59053.22378540039,63486.364349365234,43656.642974853516,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (32:4),PG,101438.8674621582,87340.14566040039,81720.02523803711,65135.10385131836,69293.24423217773,71438.1047668457,43767.94314575195,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (32:5),PG,59121.56433105469,68848.2642211914,48331.803802490234,69036.98474121094,59599.624603271484,56953.104248046875,52170.14404296875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:0),PG,57631.26397705078,72081.1653137207,60293.04412841797,58813.623962402344,60293.164489746094,72317.00527954102,49477.183349609375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:1),PG,94860.04602050781,130954.04846191406,74307.78564453125,92546.8056640625,90451.78625488281,86161.50659179688,58451.984619140625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:2),PG,66695.94464111328,73869.34582519531,54799.94348144531,58951.363708496094,60949.6643371582,63638.90447998047,45983.30322265625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:3),PG,66449.2251586914,72496.46502685547,56262.884216308594,59029.723876953125,60156.80432128906,61119.82482910156,50424.14373779297,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:4),PG,65065.224609375,66065.48483276367,49460.76364135742,50943.86380004883,56303.083984375,57067.52410888672,45698.94369506836,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:5),PG,128450.8108215332,116327.82794189453,99962.30596923828,91123.22644042969,107448.30584716797,109511.1272277832,70728.80438232422,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:5)_2,PG,125213.76928710938,105470.92761230469,90703.90734863281,85250.4059753418,105301.64752197266,98670.8664855957,70120.16534423828,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (34:6),PG,69765.04461669922,73391.60455322266,55129.4440612793,61748.304443359375,60929.28512573242,60219.763900756836,49891.1640625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (36:0),PG,163344.27221679688,193784.0128173828,120035.48742675781,138971.9110107422,133008.84814453125,134365.41009521484,112770.00897216797,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
PG (36:1),PG,401467.169921875,351786.125,154521.771484375,432836.1142578125,308539.82080078125,191490.91357421875,142614.4111328125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
