Lipid,Class,BlankBrain_NA_x,C-1BrainF,C-2BrainF,C-3BrainF,C-4BrainM,C-5BrainM,C-6BrainM,E-1BrainF,E-2BrainF,E-3BrainF,E-4BrainM,E-5BrainM,E-6BrainM,BlankPlasma_NA,C-1BMVF,C-1PlasmaF,C-2BMVF,C-2PlasmaF,C-3BMVF,C-3PlasmaF,C-4BMVM,C-4PlasmaM,C-5BMVM,C-5PlasmaM,C-6BMVM,C-6PlasmaM,E-1BMVF,E-1PlasmaF,E-2BMVF,E-2PlasmaF,E-3BMVF,E-3PlasmaF,E-4BMVM,E-4PlasmaM,E-5BMVM,E-5PlasmaM,E-6BMVM,E-6PlasmaM,blankBMV_NA,BlankBrain_NA_y,Title1,Title2,Title,length1,length2,Blank_name
LPI(13:0),PI,1431.780086517334,1551.100112915039,1844.4401245117188,1440.2000999450684,1483.6001167297363,1833.1401176452637,1795.6801261901855,1537.600112915039,1777.5201148986816,2052.600166320801,1294.3000869750977,1566.5401077270508,1625.860107421875,1437.9801025390625,1694.460105895996,1639.2401008605957,1307.6601028442383,1340.7400970458984,1366.8800926208496,1313.6000938415527,1470.1601028442383,1609.880111694336,1497.440097808838,1655.200122833252,1618.9001121520996,1366.8800926208496,1494.7801132202148,1256.960090637207,1576.2601280212402,1296.9601020812988,1247.340103149414,1557.6401290893555,1257.220085144043,1429.020092010498,1526.560115814209,1419.6200942993164,1301.5800743103027,1632.3601188659668,1446.9601020812988,1431.780086517334,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(14:0),PI,3070.2802124023438,2775.4201850891113,2409.5201683044434,2237.3001747131348,2632.560188293457,2820.480197906494,2977.78023147583,2862.12020111084,3437.540267944336,3660.8602561950684,3624.640239715576,3216.4602279663086,2603.5801849365234,3353.120220184326,2477.420166015625,2501.4401779174805,3006.5202407836914,2451.3202018737793,3444.080223083496,3521.760284423828,2671.6602096557617,2483.8201751708984,2711.64017868042,2333.5601806640625,2565.960193634033,1779.2801361083984,3218.160213470459,2574.500175476074,2872.400192260742,2383.9401817321777,2664.960174560547,2249.6801681518555,2514.4401893615723,2576.26016998291,2024.9401473999023,2188.800136566162,2902.8202323913574,2044.0401420593262,2829.400192260742,3070.2802124023438,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(14:1),PI,8673.520706176758,6665.120491027832,8439.060661315918,7936.820598602295,7337.540504455566,6604.340469360352,8921.900615692139,8201.660587310791,7014.500465393066,8065.480583190918,6927.060447692871,6877.380474090576,7983.1205406188965,9139.760719299316,7805.200603485107,7712.860572814941,8354.580547332764,6805.760471343994,7461.600563049316,8382.260517120361,6539.080490112305,5859.740398406982,9608.980743408203,6390.640449523926,8129.180587768555,9065.520565032959,8659.420623779297,7355.540542602539,8520.220645904541,8073.420444488525,8170.260601043701,8141.520622253418,7022.340480804443,9562.240661621094,7630.420497894287,7592.560520172119,8689.180679321289,3878.0202674865723,7481.140590667725,8673.520706176758,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(15:0)|LPI(O-16:0),PI,1405.760108947754,1613.7201042175293,2055.420135498047,2021.860122680664,1901.9201316833496,1774.5001106262207,2050.340145111084,1824.6001281738281,1724.6601219177246,2292.0801696777344,1606.3201026916504,1552.6401100158691,1817.2201347351074,1792.800136566162,1710.9401245117188,1468.1400985717773,1410.3001098632812,1368.1600875854492,1643.9801063537598,1215.2000846862793,1413.000099182129,1479.160099029541,1748.4201393127441,1392.420108795166,1554.240104675293,1341.6200942993164,1462.8001022338867,1334.8800926208496,2084.080150604248,1405.4600868225098,1688.4201393127441,1357.1400985717773,1620.8201217651367,1462.4401054382324,1526.940113067627,1536.320110321045,1444.3000946044922,1347.2601013183594,1617.600112915039,1405.760108947754,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(15:1)|LPI(P-16:0),PI,1531.460117340088,1395.8001022338867,1484.0201034545898,2475.16015625,2013.240135192871,1555.1001167297363,1810.940113067627,1469.9001121520996,1924.2601432800293,2676.020217895508,1692.9601211547852,1340.9200859069824,1957.4801406860352,1292.3200912475586,1878.060131072998,1383.480094909668,1371.680103302002,1427.5801124572754,1271.4000968933105,1400.8200950622559,1445.920108795166,1416.420108795166,1559.2601165771484,1650.4801063537598,1352.720100402832,1628.5801162719727,1392.0400886535645,1419.6600952148438,1688.6400985717773,1703.1201248168945,1239.6200866699219,1863.9801292419434,1304.7200889587402,1208.500087738037,1435.9200897216797,1490.8800964355469,1427.4401092529297,1228.0200958251953,1553.1401062011719,1531.460117340088,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(16:0),PI,1331.4000930786133,1478.2600936889648,2031.5601425170898,1851.6201362609863,1936.0401420593262,1820.1201400756836,1811.6401290893555,1711.940113067627,1955.080150604248,2330.240177154541,1348.7000923156738,2291.4201469421387,1960.1001472473145,1453.3800926208496,1725.7601280212402,1371.6800918579102,1768.1801261901855,1710.1601219177246,1465.3801078796387,1692.680118560791,1521.760108947754,1541.5401077270508,1357.9000816345215,1519.2200965881348,1374.7201042175293,1686.8401069641113,1757.9801216125488,1625.140121459961,1609.4601249694824,1561.5200996398926,1249.14009475708,1476.940097808838,1990.7401390075684,1569.000099182129,1490.8600959777832,1670.9801139831543,1596.1201095581055,1408.0201034545898,1665.0801315307617,1331.4000930786133,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(16:1),PI,2648.3001861572266,2903.440212249756,3905.4402961730957,2844.360176086426,3176.320243835449,3669.3202362060547,2218.220142364502,3113.0602073669434,3225.6201934814453,4717.980323791504,3282.960235595703,2559.240207672119,4315.100273132324,3657.8402786254883,4113.720283508301,3734.5802574157715,4176.0002784729,2589.220169067383,3768.3202743530273,3309.340229034424,3466.8002853393555,3184.2402381896973,3110.2602043151855,2921.4401931762695,3103.6002235412598,3813.30029296875,3231.1002464294434,3052.6802101135254,3969.1402854919434,3210.040195465088,3746.1202507019043,3414.660213470459,3837.5402603149414,3083.2002029418945,4412.660320281982,3021.12020111084,2837.760196685791,1676.2801132202148,3626.520278930664,2648.3001861572266,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(17:0)|LPI(O-18:0),PI,5459.780342102051,6038.5404052734375,4560.8603515625,4973.5603675842285,5665.660358428955,4387.920318603516,6014.180393218994,6180.980503082275,5529.200386047363,4139.6003074646,4026.280303955078,4488.640361785889,5557.38041305542,4849.700290679932,4470.420276641846,5270.140411376953,6416.90043258667,5872.740451812744,4729.980381011963,4837.900321960449,5680.460391998291,3986.9402770996094,3896.7402954101562,4155.140342712402,4830.46036529541,4381.000305175781,4910.180328369141,3993.1002769470215,5699.720397949219,5315.940338134766,5067.480354309082,5356.100357055664,4756.460380554199,4089.740306854248,5458.680458068848,5744.660373687744,5089.640407562256,3243.68021774292,4792.820346832275,5459.780342102051,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(17:1)|LPI(P-18:0),PI,1308.9800910949707,1414.220100402832,1530.240104675293,1997.8001518249512,1853.040111541748,1651.1401138305664,1961.9401359558105,1833.9801177978516,1497.5001029968262,1501.2401123046875,1447.0200958251953,1589.5001029968262,2082.1401405334473,1697.2601203918457,1320.9200973510742,1379.4801025390625,1405.4601020812988,1395.9201049804688,1366.6601028442383,1475.9800987243652,1393.3601150512695,1524.6401100158691,1657.760108947754,1645.0601119995117,1665.6801261901855,1334.1800994873047,1748.780117034912,1620.3000984191895,1479.7201042175293,1572.7001037597656,1417.2801094055176,1296.1400909423828,1414.4800987243652,1211.1400871276855,1578.9801177978516,1377.1200981140137,1368.2800941467285,1288.7200927734375,1643.3401222229004,1308.9800910949707,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(17:2),PI,1527.3201217651367,1320.6000900268555,1380.3000831604004,1663.6801261901855,1450.760097503662,1480.6200942993164,1637.7001190185547,1315.1000900268555,1470.0801086425781,1759.060115814209,1628.6800956726074,2312.9201431274414,1752.4201049804688,1612.400104522705,1290.2600898742676,1719.2401161193848,1772.0801391601562,1434.360107421875,1451.8600959777832,1281.4200859069824,1250.1800918579102,1306.2601013183594,1411.4000968933105,1555.8600997924805,1404.3201026916504,1285.1600952148438,1424.220100402832,1443.4401016235352,1438.5801048278809,1370.8401107788086,1518.9401168823242,1427.8001022338867,1765.4001350402832,1418.6800994873047,1425.5801010131836,1340.3600883483887,1344.000087738037,1304.920093536377,1617.4801063537598,1527.3201217651367,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(18:0),PI,1546.800121307373,1342.8600769042969,2888.4801597595215,2109.2801361083984,2069.440143585205,2244.320171356201,2252.680164337158,2224.3601570129395,1936.420150756836,2892.9602394104004,1829.9001350402832,2230.1401596069336,1858.6401290893555,1329.14009475708,1701.640121459961,1621.2601165771484,1318.5200996398926,1354.4001121520996,1616.8401107788086,1470.3600997924805,1765.0601119995117,1595.9001121520996,1889.640121459961,1415.2000923156738,1491.6401176452637,1498.3801040649414,1742.4401092529297,1675.6001091003418,1440.0801010131836,1566.400104522705,1363.64009475708,1614.2001037597656,1729.2001266479492,1594.56010055542,1642.16011428833,1377.3201065063477,1416.1200866699219,1327.6800994873047,1422.760108947754,1546.800121307373,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(18:1),PI,1294.1001052856445,1348.6401023864746,1805.2201232910156,1612.8601188659668,1281.6401023864746,1491.7201080322266,1456.7601127624512,1268.500087738037,1506.5401000976562,1600.3201370239258,1583.6801109313965,1374.840103149414,1649.500114440918,1379.520092010498,1525.7801246643066,1303.8400840759277,1376.7800979614258,1304.240089416504,1524.480110168457,1367.5600852966309,1404.200096130371,1333.2800903320312,1380.540096282959,1523.4201011657715,1556.0001029968262,1305.5401039123535,1316.1000900268555,1339.10009765625,1465.0001068115234,1525.3000946044922,1263.4200897216797,1306.000087738037,1337.1400871276855,1250.740089416504,1489.0201110839844,1317.7800903320312,1368.0600814819336,1273.4601020812988,1338.900104522705,1294.1001052856445,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(18:2),PI,1502.2601127624512,1484.8400917053223,1447.3201065063477,1716.2201194763184,1711.2601051330566,1757.4201164245605,1504.1001167297363,1492.800106048584,1732.1401100158691,2047.6601676940918,1663.6001167297363,1499.6001205444336,1615.940128326416,1478.1401023864746,1342.7200965881348,1635.980110168457,1246.1200904846191,1402.760097503662,1273.7400856018066,1317.000099182129,1694.68013381958,1495.9001121520996,1405.020107269287,1515.2601051330566,1252.7400932312012,1308.3800811767578,1406.740089416504,1296.8800964355469,1246.6400833129883,1520.6400985717773,1543.6201095581055,1387.9600944519043,1386.4401016235352,1365.6401023864746,1436.9401054382324,1347.3001022338867,1252.380084991455,1325.580093383789,1378.6600952148438,1502.2601127624512,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(18:3),PI,1476.7200927734375,1250.1800727844238,1382.6200904846191,1337.420093536377,1464.7200927734375,1284.780086517334,1301.2800941467285,1256.2000885009766,1416.2001037597656,1656.4001121520996,1412.780101776123,1272.7000885009766,1393.0201034545898,1437.020092010498,1277.8000946044922,1569.4801139831543,1335.2401008605957,1355.4800987243652,1521.7001113891602,1346.7200965881348,1509.8801002502441,1764.6001319885254,1479.4401092529297,1285.9600868225098,1428.440097808838,1247.980094909668,1611.3401222229004,1378.9200973510742,1251.7800941467285,1409.4401016235352,1315.480094909668,1489.0801048278809,1293.9000930786133,1510.7001113891602,1387.8200874328613,1314.5800971984863,1355.8600883483887,1286.180088043213,1302.800090789795,1476.7200927734375,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(18:4),PI,1638.9001083374023,1805.6201400756836,1549.4601097106934,1781.5801277160645,1636.600112915039,2398.8001747131348,1477.240104675293,1498.9201049804688,2151.100154876709,2435.8801612854004,1837.4601211547852,1806.4601135253906,1927.8401260375977,1925.3201217651367,1625.8401222229004,1638.0401000976562,1998.880142211914,1832.7401313781738,1513.7201042175293,1787.7801361083984,1777.5601425170898,1928.6201515197754,1614.6001167297363,1367.8200912475586,1988.1401481628418,1492.8200988769531,1791.7401123046875,1599.1401176452637,1470.5001106262207,1984.5001220703125,1595.6001091003418,1743.9201393127441,1482.360107421875,1891.4001350402832,1378.0000953674316,1483.5601081848145,1774.6201286315918,1353.8600883483887,1882.1201400756836,1638.9001083374023,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(19:0)|LPI(O-20:0),PI,3791.9802627563477,1861.160140991211,1566.880111694336,2203.2001609802246,3430.4202194213867,2013.940143585205,1932.7801475524902,2677.2001991271973,1756.4801216125488,2108.5801315307617,1969.1801147460938,2218.720169067383,3532.460220336914,1632.7001304626465,2610.8401832580566,2487.720184326172,2470.0401916503906,1562.6601104736328,2571.9801864624023,1463.5401039123535,1712.3401145935059,2271.6001625061035,1754.1201095581055,1788.1601181030273,2596.440170288086,1707.60013961792,2035.4201202392578,1402.6800918579102,5063.360355377197,1920.6801261901855,1728.460132598877,1847.460117340088,2804.7002182006836,3032.500232696533,1665.5601234436035,1861.4001541137695,5970.540321350098,1311.8600883483887,3690.70023727417,3791.9802627563477,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(19:1)|LPI(P-20:0),PI,1611.2801094055176,1362.3601036071777,1425.0200996398926,1579.0801162719727,1513.8201065063477,1733.8201141357422,2013.4801483154297,1780.9601249694824,1642.440113067627,1862.4601287841797,1756.6201248168945,1845.6401329040527,2095.7801361083984,1762.500129699707,1644.340129852295,1805.5001029968262,1521.1401138305664,1824.3601303100586,1578.520107269287,1640.7401008605957,1280.4800910949707,1551.440113067627,1468.580093383789,1627.320110321045,1508.7001152038574,1458.8601188659668,1840.0601387023926,1431.9000968933105,1524.3001098632812,1477.6400985717773,1553.2001152038574,1514.0401077270508,1763.3801307678223,1509.3001174926758,1711.1801071166992,1373.3400993347168,1628.2601013183594,1434.6201095581055,1402.64009475708,1611.2801094055176,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(20:0),PI,1441.3201065063477,1367.900089263916,1292.6400871276855,1312.4000930786133,1323.5600967407227,1849.0801391601562,1577.7001266479492,1357.3201065063477,1661.4201202392578,1948.420124053955,1359.6000862121582,1324.960090637207,1413.6601066589355,1437.840087890625,1345.7400932312012,1596.5201034545898,1245.9200859069824,1566.1001167297363,1608.340103149414,1357.60009765625,1607.440113067627,1765.0001258850098,1519.400104522705,1822.260124206543,1467.460105895996,1489.2201042175293,1514.0001029968262,1536.7601051330566,1590.6801261901855,1719.3801155090332,1346.9400901794434,1306.080093383789,1576.5600967407227,1561.5201148986816,1280.4800987243652,1508.3801040649414,1328.60009765625,1279.7600898742676,1455.9800987243652,1441.3201065063477,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(20:1),PI,1455.1200981140137,1510.340103149414,1364.6800994873047,1694.7601280212402,1654.2001266479492,1380.3000946044922,1396.0001068115234,1867.4401321411133,1631.260124206543,1515.080093383789,1296.840087890625,1496.4801139831543,1776.580135345459,1354.5000953674316,1690.1401290893555,2364.3801498413086,1791.5801315307617,4693.320327758789,1769.1201171875,1321.580093383789,1690.1401138305664,3061.0202140808105,1302.5400924682617,4655.940284729004,1298.7400970458984,2875.700206756592,1444.760108947754,3219.0802268981934,1318.8400993347168,5002.220302581787,1254.0400924682617,2907.8402137756348,1247.8200874328613,4283.320350646973,1316.0001029968262,3017.2402153015137,1672.0801315307617,1620.8201217651367,1380.580093383789,1455.1200981140137,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(20:2),PI,1467.9200973510742,1374.6200981140137,1393.6400985717773,1755.140121459961,1517.8601036071777,1495.360107421875,1420.0401000976562,1485.8800926208496,1671.4201011657715,1431.6401023864746,1464.5600929260254,1540.8001098632812,1530.9001007080078,1411.0800895690918,1277.1600914001465,1330.7000846862793,1346.8801002502441,1419.8400993347168,1410.9601135253906,1358.8400955200195,1424.220100402832,1432.1800918579102,1441.4001121520996,1329.7200965881348,1443.040111541748,1487.1001167297363,1400.0600967407227,1365.1400871276855,1442.1001091003418,1434.1401023864746,1504.2001037597656,1328.9601135253906,1462.3601112365723,1370.4800910949707,1337.2000999450684,1248.5400848388672,1286.5200843811035,1270.6800994873047,1365.4400939941406,1467.9200973510742,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(20:3),PI,1291.8200988769531,1338.0401000976562,1354.9800872802734,1508.820110321045,1476.5201034545898,1263.960090637207,1313.4400901794434,1318.220085144043,1451.1000900268555,1645.3801193237305,1297.1400985717773,1362.60009765625,1504.940097808838,1450.460105895996,1370.3400917053223,1697.6001091003418,1246.2200889587402,1356.2400932312012,1353.4801025390625,1252.220085144043,1271.4600944519043,1300.9400939941406,1278.7800750732422,1250.4800834655762,1316.2800979614258,1440.3000984191895,1346.9000930786133,1418.5000953674316,1324.1800918579102,1408.3800773620605,1379.3801002502441,1358.6001052856445,1324.120101928711,1537.5801010131836,1451.5800971984863,1343.1401023864746,1353.4200973510742,1360.8201065063477,1531.7801208496094,1291.8200988769531,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(20:4),PI,1386.4601020812988,1355.1000938415527,1253.1800804138184,1657.6201248168945,1382.420093536377,1329.2200927734375,1707.1601333618164,1271.0800857543945,1542.2801132202148,2005.2201614379883,1273.9800910949707,1676.3601150512695,1345.680088043213,1281.220085144043,1370.3000984191895,1399.8200988769531,1319.5801010131836,1327.2000923156738,1364.8200988769531,1292.7400970458984,1278.0800857543945,1401.8400993347168,1326.10009765625,1349.4000968933105,1418.8800964355469,1596.9401092529297,1261.360092163086,1479.8600997924805,1356.5400924682617,1251.0000915527344,1321.700080871582,1550.0401000976562,1268.1800842285156,1787.120132446289,1454.8201065063477,1627.480094909668,1363.8200950622559,1316.240104675293,1361.940097808838,1386.4601020812988,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(20:5),PI,1458.7601127624512,1326.120101928711,1584.1201057434082,1485.960105895996,1546.6601219177246,1593.5801048278809,1935.0201454162598,1399.1401100158691,1868.4801330566406,2227.0601501464844,1486.820110321045,1741.5801239013672,1705.880126953125,1314.280086517334,1406.7601013183594,1459.4000968933105,1466.680103302002,1576.3001022338867,1368.7600936889648,1502.7401161193848,1296.1001052856445,1535.6601104736328,1727.0601043701172,1441.0200996398926,1328.9400939941406,1375.5600891113281,1570.7401123046875,1387.840103149414,1616.8801193237305,1250.9000930786133,1294.6200942993164,1449.1801109313965,1397.5400924682617,1407.5601081848145,1497.0801048278809,1418.0801010131836,1565.0800971984863,1343.2601051330566,1437.8201026916504,1458.7601127624512,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(21:0),PI,1338.5000915527344,1380.6401023864746,1447.9401016235352,1661.7601318359375,1551.9800987243652,1680.960117340088,1543.7401008605957,1633.2601280212402,1424.4200859069824,1900.5601539611816,1358.0000839233398,1376.2001037597656,1308.5600967407227,1360.1600952148438,1376.960105895996,1457.5601119995117,1441.2401008605957,1388.0200996398926,1702.0401191711426,1395.1200942993164,1305.5200958251953,1604.3401145935059,1343.4400901794434,1285.280086517334,1299.5200881958008,1314.3600959777832,1383.10009765625,1539.2801246643066,1626.1001319885254,1305.9600830078125,1291.900104522705,1391.4600982666016,1281.8600997924805,1404.500099182129,1575.1001091003418,1294.8600997924805,1552.1601181030273,1379.400104522705,1408.2800941467285,1338.5000915527344,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(22:0),PI,1784.260124206543,1317.2400856018066,1516.8601188659668,1641.8601264953613,1596.8001174926758,1602.5601196289062,1458.7801094055176,1646.4401245117188,1530.8601112365723,1908.1801300048828,1466.1200942993164,1676.5001182556152,1619.8201217651367,1489.2400970458984,1499.9001121520996,1644.1801071166992,1316.8600959777832,1385.5600967407227,1354.7201118469238,1378.240104675293,1344.6800918579102,1647.9201049804688,1538.0601119995117,1440.8801078796387,1391.5801086425781,1474.600112915039,1404.8600997924805,1579.5801124572754,1370.1201057434082,1565.5201034545898,1525.720115661621,1588.800106048584,1368.4200973510742,1957.9401473999023,1646.1401100158691,1400.6001091003418,1330.56010055542,1261.8400917053223,1617.8401069641113,1784.260124206543,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(22:1),PI,1360.2000999450684,1301.1400871276855,1699.4801139831543,1671.5601272583008,1364.56010055542,1578.5201263427734,1887.7201385498047,1422.4000968933105,1905.9401245117188,1809.8801193237305,1615.420108795166,1658.3201179504395,1568.3201179504395,1532.8801002502441,1489.2401084899902,1346.5800895690918,1561.4001121520996,1386.6601066589355,1256.6800842285156,1319.900089263916,1573.7801132202148,1544.1200981140137,1465.920108795166,1531.780101776123,1584.3201217651367,1556.7801132202148,1545.340103149414,1579.760108947754,1491.420108795166,1348.2600860595703,1677.1001243591309,1446.0601081848145,1387.5800895690918,1576.9001083374023,1777.6201438903809,1588.6201210021973,1569.1400985717773,1339.4000854492188,1655.2001342773438,1360.2000999450684,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(22:2),PI,1395.5001029968262,1330.10009765625,1655.2001113891602,1770.14013671875,1418.6001014709473,1690.5401229858398,2234.100154876709,1317.8801002502441,1817.6201171875,2467.100212097168,1595.6801147460938,1510.780101776123,2167.960132598877,1441.180088043213,1364.5600967407227,1364.8800888061523,1351.9000854492188,1574.6201095581055,1443.1601028442383,1432.5000953674316,1590.7201080322266,1389.3200988769531,1426.2201042175293,1443.1401062011719,1586.4001274108887,1466.8600883483887,1429.2001037597656,1741.3601150512695,1593.6801109313965,1330.3200874328613,1292.8001022338867,1455.0401077270508,1392.2401084899902,1496.1401062011719,1393.6400871276855,1465.1201095581055,1618.8401184082031,1346.7600898742676,1453.8200950622559,1395.5001029968262,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(22:4),PI,1289.840087890625,1338.7001113891602,1534.9201049804688,1401.940086364746,1510.6801071166992,1669.4001235961914,1464.460105895996,1602.9401054382324,1937.4601287841797,1711.320125579834,1535.0801048278809,1744.2801208496094,2074.280158996582,1490.4201126098633,1400.520092010498,1389.4800910949707,1397.4001007080078,1304.260097503662,1367.9401016235352,1505.420108795166,1279.800090789795,1317.3800964355469,1305.64009475708,1355.14009475708,1389.9201011657715,1496.5801086425781,1265.000099182129,1643.1401252746582,1366.500087738037,1434.2200965881348,1312.1200942993164,1313.7200965881348,1311.5400924682617,1390.8801040649414,1415.8600845336914,1368.7400856018066,1304.7800979614258,1247.7200889587402,1273.3600807189941,1289.840087890625,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPI(22:6),PI,1391.3200950622559,1305.6800994873047,1673.7001152038574,1562.0601119995117,1429.7800979614258,1426.600112915039,1542.7401161193848,1280.6600875854492,1557.1201057434082,1364.6800956726074,1652.7801132202148,1406.520092010498,1374.9400939941406,1254.7600898742676,1305.2200965881348,1389.880084991455,1245.9800910949707,1343.1200942993164,1319.2200965881348,1468.5801086425781,1387.9600944519043,1325.1001014709473,1496.980110168457,1517.3600997924805,1434.2201080322266,1331.1800956726074,1473.5200996398926,1369.3800964355469,1508.3401184082031,1355.3400955200195,1395.9801025390625,1264.7200889587402,1345.6801071166992,1340.7400932312012,1548.3201065063477,1278.5600852966309,1277.0200958251953,1446.5601043701172,1286.2000923156738,1391.3200950622559,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPS(12:0),PS,1744.3001174926758,1330.3200874328613,1401.3600883483887,1732.2401161193848,1916.6401405334473,1464.740104675293,1783.040111541748,1889.6001319885254,1788.9801406860352,2957.0601768493652,2029.7001190185547,2268.640148162842,2155.4801445007324,1534.2800979614258,1482.8200988769531,1370.080093383789,1592.6201171875,1511.340087890625,1734.7401237487793,1692.9601249694824,1844.5801391601562,2067.8801460266113,1595.7201194763184,1579.7001113891602,1517.9801025390625,1812.5801315307617,1700.0601234436035,1645.5601043701172,1495.7401084899902,1687.10009765625,1341.4200820922852,1483.3401107788086,1486.6200942993164,1804.3401489257812,1735.6201210021973,1577.700107574463,1434.2200965881348,1426.3000946044922,1862.1601333618164,1744.3001174926758,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPS(13:0),PS,2006.3001327514648,1546.820110321045,2580.680160522461,2226.940158843994,1989.3401260375977,1752.060131072998,1424.3200950622559,2208.8401489257812,1893.6001281738281,2473.880153656006,1371.480094909668,2143.140148162842,2666.6401596069336,1649.540111541748,1357.3800964355469,1321.280101776123,2036.460132598877,1864.0001411437988,2625.9602012634277,1506.8800926208496,1940.5001411437988,1674.540111541748,1752.060131072998,1840.7801208496094,1958.2801475524902,2323.200164794922,1881.3201293945312,1722.1801223754883,2029.2801399230957,1734.9401092529297,1399.9200973510742,1804.0001373291016,2126.780132293701,2136.200149536133,1946.2001304626465,1853.1201210021973,1672.6201171875,1564.9401016235352,1580.0400924682617,2006.3001327514648,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPS(14:0),PS,1952.760139465332,1546.8401107788086,2621.220184326172,1571.660099029541,1749.8601417541504,1662.8601188659668,1315.020092010498,2394.8401679992676,1615.1001091003418,2201.500160217285,2147.920139312744,1994.0601539611816,2220.420154571533,2798.5002098083496,1862.6001205444336,1523.4800987243652,1924.1601257324219,2119.680149078369,1992.3401489257812,1786.480125427246,1677.4601287841797,1344.000087738037,1620.4201202392578,1986.940143585205,2021.8401374816895,1734.2601165771484,1535.8601036071777,1981.3601379394531,1522.9200973510742,1673.520107269287,1517.5601119995117,1448.2601051330566,1690.420108795166,1519.6600952148438,1671.6201400756836,1621.4001083374023,1364.8600845336914,1922.3801231384277,1541.200107574463,1952.760139465332,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
LPS(14:1),PS,13967.901062011719,6743.800506591797,7730.460536956787,6581.620452880859,8791.180603027344,6436.140441894531,6313.200435638428,9932.26067352295,7040.780502319336,6333.120468139648,6117.160453796387,6651.120376586914,6303.700420379639,10187.800777435303,5699.640396118164,3249.640239715576,10132.58073425293,8419.360569000244,8797.740669250488,6020.620502471924,8366.200565338135,7657.000537872314,7460.100540161133,7865.5206298828125,7854.980556488037,6425.760406494141,6960.400478363037,7012.580520629883,7567.000576019287,7980.180511474609,5080.280345916748,8550.82064819336,7478.300498962402,7400.740463256836,7097.220447540283,6672.600479125977,8276.880638122559,5533.000415802002,6583.740482330322,13967.901062011719,Type: Brain,Type: Plasma BMV,Type: Brain vs Type: Plasma BMV,13,26,BlankBrain_NA
