Lipid,Class,BlankBrain_NA_x,C-1BrainF_x,C-2BrainF_x,C-3BrainF_x,C-4BrainM_x,C-5BrainM_x,C-6BrainM_x,E-1BrainF_x,E-2BrainF_x,E-3BrainF_x,E-4BrainM_x,E-5BrainM_x,E-6BrainM_x,BlankBrain_NA_y,C-1BrainF_y,C-2BrainF_y,C-3BrainF_y,C-4BrainM_y,C-5BrainM_y,C-6BrainM_y,E-1BrainF_y,E-2BrainF_y,E-3BrainF_y,E-4BrainM_y,E-5BrainM_y,E-6BrainM_y,BlankBrain_NA,Title1,Title2,Title,length1,length2,Blank_name
CAR(20:0)_QUAL,CAR,10983.14079284668,11758.38088607788,11588.720844268799,12130.300888061523,12324.240951538086,11836.50085067749,11105.9408493042,12263.66096496582,10624.020771026611,10857.620807647705,11829.720798492432,12211.72089767456,11345.200897216797,10983.14079284668,11758.38088607788,11588.720844268799,12130.300888061523,12324.240951538086,11836.50085067749,11105.9408493042,12263.66096496582,10624.020771026611,10857.620807647705,11829.720798492432,12211.72089767456,11345.200897216797,10983.14079284668,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(20:1),CAR,10238.260486602783,5632.040382385254,5169.820381164551,5190.280376434326,5492.880424499512,5865.720401763916,5732.260471343994,5824.300361633301,5035.480388641357,5316.480381011963,5183.040355682373,5221.860347747803,5146.66036605835,10238.260486602783,5632.040382385254,5169.820381164551,5190.280376434326,5492.880424499512,5865.720401763916,5732.260471343994,5824.300361633301,5035.480388641357,5316.480381011963,5183.040355682373,5221.860347747803,5146.66036605835,10238.260486602783,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(20:1)_QUAL,CAR,6994.920455932617,5721.640354156494,6746.560516357422,7300.800548553467,6178.620445251465,6355.94047164917,7157.280513763428,6529.100433349609,6760.940456390381,5959.54044342041,6293.960472106934,6292.260448455811,6303.400436401367,6994.920455932617,5721.640354156494,6746.560516357422,7300.800548553467,6178.620445251465,6355.94047164917,7157.280513763428,6529.100433349609,6760.940456390381,5959.54044342041,6293.960472106934,6292.260448455811,6303.400436401367,6994.920455932617,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(20:2),CAR,11362.280754089355,7556.7805099487305,9489.760757446289,8686.040550231934,7895.560531616211,7999.340633392334,7314.300487518311,7182.120510101318,7270.020492553711,8182.20055770874,8745.8205909729,8633.48062133789,8035.500621795654,11362.280754089355,7556.7805099487305,9489.760757446289,8686.040550231934,7895.560531616211,7999.340633392334,7314.300487518311,7182.120510101318,7270.020492553711,8182.20055770874,8745.8205909729,8633.48062133789,8035.500621795654,11362.280754089355,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(20:2)_QUAL,CAR,6046.840408325195,6157.000385284424,5851.680423736572,6157.24044418335,4948.420337677002,5586.400386810303,5704.820411682129,5732.940425872803,5701.980434417725,5953.300437927246,5892.5204429626465,4768.040351867676,6375.500415802002,6046.840408325195,6157.000385284424,5851.680423736572,6157.24044418335,4948.420337677002,5586.400386810303,5704.820411682129,5732.940425872803,5701.980434417725,5953.300437927246,5892.5204429626465,4768.040351867676,6375.500415802002,6046.840408325195,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(20:4),CAR,4425.940315246582,3361.560245513916,3852.3402709960938,3772.8002586364746,3810.4602661132812,3629.5402793884277,4495.300327301025,3431.900260925293,4290.820281982422,4280.780296325684,3700.7402687072754,3922.700294494629,4507.200328826904,4425.940315246582,3361.560245513916,3852.3402709960938,3772.8002586364746,3810.4602661132812,3629.5402793884277,4495.300327301025,3431.900260925293,4290.820281982422,4280.780296325684,3700.7402687072754,3922.700294494629,4507.200328826904,4425.940315246582,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(20:4)_QUAL,CAR,8200.92056274414,6855.480438232422,7171.180465698242,8161.42053604126,6869.1604652404785,7775.260547637939,6262.520416259766,7583.400573730469,7940.16060256958,6530.860481262207,6965.900520324707,7866.280563354492,7559.880535125732,8200.92056274414,6855.480438232422,7171.180465698242,8161.42053604126,6869.1604652404785,7775.260547637939,6262.520416259766,7583.400573730469,7940.16060256958,6530.860481262207,6965.900520324707,7866.280563354492,7559.880535125732,8200.92056274414,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(22:0),CAR,7062.320465087891,4523.340286254883,5122.120300292969,4990.800354003906,5026.220352172852,4800.120323181152,4964.000347137451,4909.740379333496,4796.080295562744,4622.520305633545,5010.900310516357,5575.320419311523,4550.920303344727,7062.320465087891,4523.340286254883,5122.120300292969,4990.800354003906,5026.220352172852,4800.120323181152,4964.000347137451,4909.740379333496,4796.080295562744,4622.520305633545,5010.900310516357,5575.320419311523,4550.920303344727,7062.320465087891,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(22:0)_QUAL,CAR,6993.86051940918,6040.760440826416,5442.32039642334,6303.260452270508,6681.160484313965,5384.640399932861,6034.06046295166,5924.020427703857,6605.760406494141,5869.540431976318,6636.2204513549805,7060.080474853516,6154.840431213379,6993.86051940918,6040.760440826416,5442.32039642334,6303.260452270508,6681.160484313965,5384.640399932861,6034.06046295166,5924.020427703857,6605.760406494141,5869.540431976318,6636.2204513549805,7060.080474853516,6154.840431213379,6993.86051940918,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(22:2),CAR,5427.660346984863,3948.5202674865723,4689.420322418213,5085.740379333496,4936.5203285217285,3804.300319671631,4285.780319213867,4106.060291290283,4093.600299835205,4398.500301361084,5188.980377197266,4592.820331573486,3900.3402557373047,5427.660346984863,3948.5202674865723,4689.420322418213,5085.740379333496,4936.5203285217285,3804.300319671631,4285.780319213867,4106.060291290283,4093.600299835205,4398.500301361084,5188.980377197266,4592.820331573486,3900.3402557373047,5427.660346984863,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(22:2)_QUAL,CAR,11603.960777282715,9915.780662536621,11116.860782623291,10690.060752868652,10288.240756988525,10142.30075454712,11201.960857391357,10639.000762939453,10584.96081161499,10702.900814056396,10275.38070678711,10957.920795440674,10145.100646972656,11603.960777282715,9915.780662536621,11116.860782623291,10690.060752868652,10288.240756988525,10142.30075454712,11201.960857391357,10639.000762939453,10584.96081161499,10702.900814056396,10275.38070678711,10957.920795440674,10145.100646972656,11603.960777282715,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(22:4),CAR,4460.2802810668945,4637.500305175781,4949.36039352417,5522.520389556885,5189.760417938232,5061.06033706665,5288.640365600586,4869.56033706665,4525.660320281982,4866.080390930176,5960.900436401367,6419.000461578369,5233.640335083008,4460.2802810668945,4637.500305175781,4949.36039352417,5522.520389556885,5189.760417938232,5061.06033706665,5288.640365600586,4869.56033706665,4525.660320281982,4866.080390930176,5960.900436401367,6419.000461578369,5233.640335083008,4460.2802810668945,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(22:4)_QUAL,CAR,9533.180648803711,9246.000591278076,9423.94062423706,10206.360698699951,10701.280738830566,8442.900661468506,8905.300685882568,9367.000644683838,9140.520561218262,8915.260597229004,9888.320671081543,10337.120704650879,9264.680606842041,9533.180648803711,9246.000591278076,9423.94062423706,10206.360698699951,10701.280738830566,8442.900661468506,8905.300685882568,9367.000644683838,9140.520561218262,8915.260597229004,9888.320671081543,10337.120704650879,9264.680606842041,9533.180648803711,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(22:5),CAR,4361.300304412842,4036.540256500244,5293.800361633301,4910.060363769531,3728.560260772705,4043.8403244018555,4621.080337524414,4625.2403564453125,4733.700355529785,4238.260242462158,4959.600337982178,3867.34029006958,4610.720294952393,4361.300304412842,4036.540256500244,5293.800361633301,4910.060363769531,3728.560260772705,4043.8403244018555,4621.080337524414,4625.2403564453125,4733.700355529785,4238.260242462158,4959.600337982178,3867.34029006958,4610.720294952393,4361.300304412842,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(22:5)_QUAL,CAR,20664.5414352417,18552.18128967285,19040.32144165039,19212.2813873291,21611.761478424072,18139.82138824463,19093.16115951538,20378.7612991333,19453.82137298584,20051.561546325684,21520.12168121338,19974.40134048462,20547.041564941406,20664.5414352417,18552.18128967285,19040.32144165039,19212.2813873291,21611.761478424072,18139.82138824463,19093.16115951538,20378.7612991333,19453.82137298584,20051.561546325684,21520.12168121338,19974.40134048462,20547.041564941406,20664.5414352417,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(22:6),CAR,10166.90071105957,6251.7404861450195,7689.200611114502,7431.760566711426,7338.880611419678,7849.300510406494,6658.580509185791,7155.40047454834,6989.5004959106445,7872.940578460693,7899.080581665039,6882.900447845459,7359.400535583496,10166.90071105957,6251.7404861450195,7689.200611114502,7431.760566711426,7338.880611419678,7849.300510406494,6658.580509185791,7155.40047454834,6989.5004959106445,7872.940578460693,7899.080581665039,6882.900447845459,7359.400535583496,10166.90071105957,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(22:6)_QUAL,CAR,14327.981048583984,9155.920600891113,8835.680599212646,9082.440628051758,8814.200622558594,8113.040622711182,9606.560684204102,7977.000629425049,9477.180644989014,8136.420551300049,9405.160705566406,9756.440704345703,8959.100662231445,14327.981048583984,9155.920600891113,8835.680599212646,9082.440628051758,8814.200622558594,8113.040622711182,9606.560684204102,7977.000629425049,9477.180644989014,8136.420551300049,9405.160705566406,9756.440704345703,8959.100662231445,14327.981048583984,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(26:0),CAR,11135.580696105957,7991.740581512451,8747.240608215332,8883.880630493164,9410.260704040527,8161.520618438721,7236.160484313965,9346.30075454712,8771.720642089844,9544.620655059814,9888.760749816895,8445.600563049316,7477.260498046875,11135.580696105957,7991.740581512451,8747.240608215332,8883.880630493164,9410.260704040527,8161.520618438721,7236.160484313965,9346.30075454712,8771.720642089844,9544.620655059814,9888.760749816895,8445.600563049316,7477.260498046875,11135.580696105957,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(26:0)_QUAL,CAR,4934.44030380249,4560.000301361084,5056.6203536987305,5251.280364990234,4698.020305633545,4070.3202896118164,3953.5202674865723,4604.220348358154,4237.6802978515625,5109.480361938477,4568.380352020264,4468.840286254883,4751.280303955078,4934.44030380249,4560.000301361084,5056.6203536987305,5251.280364990234,4698.020305633545,4070.3202896118164,3953.5202674865723,4604.220348358154,4237.6802978515625,5109.480361938477,4568.380352020264,4468.840286254883,4751.280303955078,4934.44030380249,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(2:0),CAR,228032.9575805664,220700.4169807434,232835.4353904724,223010.01626205444,213396.59462738037,216707.21728134155,224873.955909729,230897.37491226196,239535.81791305542,232947.91370773315,238187.23596954346,256874.50066375732,255357.95951843262,228032.9575805664,220700.4169807434,232835.4353904724,223010.01626205444,213396.59462738037,216707.21728134155,224873.955909729,230897.37491226196,239535.81791305542,232947.91370773315,238187.23596954346,256874.50066375732,255357.95951843262,228032.9575805664,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(2:0)_QUAL,CAR,2918.3402252197266,2538.8001823425293,2517.2201766967773,2371.9001693725586,2944.700210571289,2548.760181427002,3461.7202529907227,2592.7401733398438,2722.160213470459,2118.1401443481445,2430.7601737976074,2839.4602127075195,2406.340171813965,2918.3402252197266,2538.8001823425293,2517.2201766967773,2371.9001693725586,2944.700210571289,2548.760181427002,3461.7202529907227,2592.7401733398438,2722.160213470459,2118.1401443481445,2430.7601737976074,2839.4602127075195,2406.340171813965,2918.3402252197266,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(3:0),CAR,9091.040565490723,10268.460678100586,8343.100593566895,9110.460590362549,9064.320655822754,9315.080699920654,8671.500663757324,8845.700576782227,9376.46064376831,9187.700721740723,9021.860637664795,9769.360660552979,10642.140769958496,9091.040565490723,10268.460678100586,8343.100593566895,9110.460590362549,9064.320655822754,9315.080699920654,8671.500663757324,8845.700576782227,9376.46064376831,9187.700721740723,9021.860637664795,9769.360660552979,10642.140769958496,9091.040565490723,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(3:0)_QUAL,CAR,2514.3801879882812,2200.6401596069336,2764.800189971924,2560.5401878356934,2919.4201850891113,2355.3001823425293,2399.160167694092,2876.1801948547363,2265.20015335083,2261.060157775879,2475.760181427002,2432.64017868042,2653.140224456787,2514.3801879882812,2200.6401596069336,2764.800189971924,2560.5401878356934,2919.4201850891113,2355.3001823425293,2399.160167694092,2876.1801948547363,2265.20015335083,2261.060157775879,2475.760181427002,2432.64017868042,2653.140224456787,2514.3801879882812,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(3:1),CAR,20445.221389770508,21240.461582183838,19731.701496124268,19695.561477661133,18342.5813331604,20200.401489257812,21035.901538848877,22393.961498260498,21570.081520080566,19003.061252593994,22542.6814994812,22533.161911010742,22787.66163635254,20445.221389770508,21240.461582183838,19731.701496124268,19695.561477661133,18342.5813331604,20200.401489257812,21035.901538848877,22393.961498260498,21570.081520080566,19003.061252593994,22542.6814994812,22533.161911010742,22787.66163635254,20445.221389770508,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(3:1)_QUAL,CAR,2529.4601860046387,2312.9601707458496,2728.980182647705,2704.160171508789,2605.9001808166504,2704.5002059936523,2413.060146331787,2541.4401817321777,2532.200180053711,2722.8202018737793,2926.960189819336,3021.1602058410645,2534.64017868042,2529.4601860046387,2312.9601707458496,2728.980182647705,2704.160171508789,2605.9001808166504,2704.5002059936523,2413.060146331787,2541.4401817321777,2532.200180053711,2722.8202018737793,2926.960189819336,3021.1602058410645,2534.64017868042,2529.4601860046387,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(4:0),CAR,19013.361404418945,19425.1413230896,18375.42129135132,17162.461353302002,16339.701042175293,18081.361305236816,18554.88129043579,20144.80152130127,18912.621437072754,19925.701370239258,18384.381439208984,19315.68133544922,19084.941371917725,19013.361404418945,19425.1413230896,18375.42129135132,17162.461353302002,16339.701042175293,18081.361305236816,18554.88129043579,20144.80152130127,18912.621437072754,19925.701370239258,18384.381439208984,19315.68133544922,19084.941371917725,19013.361404418945,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(4:0)_QUAL,CAR,2224.0001487731934,1987.3801536560059,2191.2201538085938,2003.9201431274414,2102.340145111084,2209.820167541504,2248.400173187256,1945.6801300048828,1932.3401336669922,2492.5401725769043,1791.2601318359375,2076.7801475524902,2325.000175476074,2224.0001487731934,1987.3801536560059,2191.2201538085938,2003.9201431274414,2102.340145111084,2209.820167541504,2248.400173187256,1945.6801300048828,1932.3401336669922,2492.5401725769043,1791.2601318359375,2076.7801475524902,2325.000175476074,2224.0001487731934,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(4:1),CAR,24590.70191192627,22295.961456298828,20531.54149246216,20823.941566467285,20179.961353302002,19447.70128250122,19672.201362609863,20895.321670532227,19578.281421661377,21169.761432647705,21256.881580352783,22913.421684265137,23890.48167037964,24590.70191192627,22295.961456298828,20531.54149246216,20823.941566467285,20179.961353302002,19447.70128250122,19672.201362609863,20895.321670532227,19578.281421661377,21169.761432647705,21256.881580352783,22913.421684265137,23890.48167037964,24590.70191192627,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(4:1)_QUAL,CAR,2918.6601791381836,2475.360179901123,2483.240165710449,3034.560218811035,3090.440231323242,2550.080181121826,2940.280185699463,3146.8602409362793,3209.2002143859863,2916.1602058410645,2554.7801780700684,3083.5801963806152,2702.8402099609375,2918.6601791381836,2475.360179901123,2483.240165710449,3034.560218811035,3090.440231323242,2550.080181121826,2940.280185699463,3146.8602409362793,3209.2002143859863,2916.1602058410645,2554.7801780700684,3083.5801963806152,2702.8402099609375,2918.6601791381836,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
CAR(5:0),CAR,7615.000579833984,8108.440502166748,8433.64055633545,7524.440536499023,7376.700481414795,7254.72057723999,7669.30057144165,8380.380626678467,7954.580612182617,8632.220588684082,7490.940448760986,8409.740493774414,9247.740558624268,7615.000579833984,8108.440502166748,8433.64055633545,7524.440536499023,7376.700481414795,7254.72057723999,7669.30057144165,8380.380626678467,7954.580612182617,8632.220588684082,7490.940448760986,8409.740493774414,9247.740558624268,7615.000579833984,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
