Lipid,Class,BlankBrain_NA_x,C-1BrainF_x,C-2BrainF_x,C-3BrainF_x,C-4BrainM_x,C-5BrainM_x,C-6BrainM_x,E-1BrainF_x,E-2BrainF_x,E-3BrainF_x,E-4BrainM_x,E-5BrainM_x,E-6BrainM_x,BlankBrain_NA_y,C-1BrainF_y,C-2BrainF_y,C-3BrainF_y,C-4BrainM_y,C-5BrainM_y,C-6BrainM_y,E-1BrainF_y,E-2BrainF_y,E-3BrainF_y,E-4BrainM_y,E-5BrainM_y,E-6BrainM_y,BlankBrain_NA,Title1,Title2,Title,length1,length2,Blank_name
LPS(22:2),PS,1600.2001190185547,1648.0401191711426,3330.6402473449707,1623.940113067627,9924.860717773438,2149.380153656006,5532.8203773498535,4965.640338897705,2798.5602073669434,28625.92226409912,3388.3802185058594,8325.240516662598,25808.201900482178,1600.2001190185547,1648.0401191711426,3330.6402473449707,1623.940113067627,9924.860717773438,2149.380153656006,5532.8203773498535,4965.640338897705,2798.5602073669434,28625.92226409912,3388.3802185058594,8325.240516662598,25808.201900482178,1600.2001190185547,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
LPS(22:4),PS,1607.600112915039,1400.2600936889648,1586.7401084899902,1445.720100402832,1839.980125427246,1413.1400985717773,1800.3401336669922,1410.200107574463,1817.0801467895508,3505.5602264404297,1511.1800956726074,1875.3401145935059,2069.320137023926,1607.600112915039,1400.2600936889648,1586.7401084899902,1445.720100402832,1839.980125427246,1413.1400985717773,1800.3401336669922,1410.200107574463,1817.0801467895508,3505.5602264404297,1511.1800956726074,1875.3401145935059,2069.320137023926,1607.600112915039,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
LPS(22:6),PS,1984.800148010254,1251.5600967407227,1856.4201278686523,1340.4801025390625,1967.5401344299316,1379.2801055908203,1378.760108947754,1879.080135345459,1562.340103149414,1751.6601219177246,1599.2001266479492,1553.880111694336,1929.4801292419434,1984.800148010254,1251.5600967407227,1856.4201278686523,1340.4801025390625,1967.5401344299316,1379.2801055908203,1378.760108947754,1879.080135345459,1562.340103149414,1751.6601219177246,1599.2001266479492,1553.880111694336,1929.4801292419434,1984.800148010254,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
LPS(O-16:0),PS,3671.6002235412598,2495.1201705932617,8452.860607147217,2927.7201957702637,7065.580513000488,2662.340171813965,2435.340175628662,8044.540458679199,2731.5801734924316,6356.840442657471,2417.4401473999023,7545.180507659912,6662.76053237915,3671.6002235412598,2495.1201705932617,8452.860607147217,2927.7201957702637,7065.580513000488,2662.340171813965,2435.340175628662,8044.540458679199,2731.5801734924316,6356.840442657471,2417.4401473999023,7545.180507659912,6662.76053237915,3671.6002235412598,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
LPS(O-18:0),PS,12693.88092803955,5417.120391845703,9589.000587463379,6441.38041305542,17599.10125732422,7371.400470733643,6305.080505371094,11204.8607711792,6561.88053894043,14662.480995178223,7800.540523529053,9778.520740509033,14257.441135406494,12693.88092803955,5417.120391845703,9589.000587463379,6441.38041305542,17599.10125732422,7371.400470733643,6305.080505371094,11204.8607711792,6561.88053894043,14662.480995178223,7800.540523529053,9778.520740509033,14257.441135406494,12693.88092803955,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
LPS(O-20:0),PS,1833.5401229858398,1469.0400924682617,3128.4602394104004,1572.6200981140137,3861.960262298584,1440.8800964355469,1676.0401229858398,2476.440170288086,1912.660140991211,4672.540325164795,1621.2201118469238,3847.420265197754,5136.540351867676,1833.5401229858398,1469.0400924682617,3128.4602394104004,1572.6200981140137,3861.960262298584,1440.8800964355469,1676.0401229858398,2476.440170288086,1912.660140991211,4672.540325164795,1621.2201118469238,3847.420265197754,5136.540351867676,1833.5401229858398,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
LPS(P-16:0),PS,2344.520175933838,1524.740104675293,1512.7001113891602,1903.7201499938965,2401.0801887512207,1499.8801002502441,1518.0601043701172,2483.940200805664,2055.9001502990723,1990.7401428222656,1363.1800956726074,1911.0601348876953,2036.9401245117188,2344.520175933838,1524.740104675293,1512.7001113891602,1903.7201499938965,2401.0801887512207,1499.8801002502441,1518.0601043701172,2483.940200805664,2055.9001502990723,1990.7401428222656,1363.1800956726074,1911.0601348876953,2036.9401245117188,2344.520175933838,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
LPS(P-18:0),PS,1474.1601028442383,1354.240089416504,1576.820110321045,1480.6400909423828,1451.6401100158691,1272.4601020812988,1501.5601081848145,1294.400089263916,1336.6600952148438,1687.3001289367676,1314.0601081848145,1541.3600959777832,1578.3601150512695,1474.1601028442383,1354.240089416504,1576.820110321045,1480.6400909423828,1451.6401100158691,1272.4601020812988,1501.5601081848145,1294.400089263916,1336.6600952148438,1687.3001289367676,1314.0601081848145,1541.3600959777832,1578.3601150512695,1474.1601028442383,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
LPS(P-20:0),PS,1490.860107421875,1318.1200904846191,1924.2001266479492,1282.6800918579102,1808.6401596069336,1379.8201026916504,1318.7400856018066,1467.2801132202148,1403.1200981140137,1841.480125427246,1436.000099182129,2041.3201293945312,1983.500114440918,1490.860107421875,1318.1200904846191,1924.2001266479492,1282.6800918579102,1808.6401596069336,1379.8201026916504,1318.7400856018066,1467.2801132202148,1403.1200981140137,1841.480125427246,1436.000099182129,2041.3201293945312,1983.500114440918,1490.860107421875,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(10:0)|LPC(11:0),PC,1927.9001388549805,6884.020488739014,5209.060428619385,6955.100547790527,4126.640266418457,3736.3402709960938,6462.840381622314,3194.680206298828,5342.960460662842,4554.100280761719,4619.580360412598,4421.720317840576,5375.280342102051,1927.9001388549805,6884.020488739014,5209.060428619385,6955.100547790527,4126.640266418457,3736.3402709960938,6462.840381622314,3194.680206298828,5342.960460662842,4554.100280761719,4619.580360412598,4421.720317840576,5375.280342102051,1927.9001388549805,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(12:0)|LPC(13:0)|LPC(O-14:0),PC,1481.4601020812988,3719.4602546691895,2867.0001678466797,2557.7201614379883,2227.360134124756,2781.4602088928223,2570.5601768493652,2022.0001373291016,3046.9802207946777,2848.0001831054688,2421.840171813965,2618.020164489746,2426.640151977539,1481.4601020812988,3719.4602546691895,2867.0001678466797,2557.7201614379883,2227.360134124756,2781.4602088928223,2570.5601768493652,2022.0001373291016,3046.9802207946777,2848.0001831054688,2421.840171813965,2618.020164489746,2426.640151977539,1481.4601020812988,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(12:4),PC,1404.9200820922852,2512.540180206299,2454.8401679992676,3041.6602096557617,1825.2601280212402,2682.8201866149902,3428.0002517700195,2191.4201736450195,4171.620223999023,2681.0601692199707,2903.6201934814453,2214.5001487731934,2429.8201637268066,1404.9200820922852,2512.540180206299,2454.8401679992676,3041.6602096557617,1825.2601280212402,2682.8201866149902,3428.0002517700195,2191.4201736450195,4171.620223999023,2681.0601692199707,2903.6201934814453,2214.5001487731934,2429.8201637268066,1404.9200820922852,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(14:0)|LPC(15:0)|LPC(O-16:0),PC,2046.5601539611816,11046.580829620361,7462.540515899658,20260.40184402466,14972.201171875,11016.220802307129,25570.84203338623,8938.020629882812,17712.741188049316,31456.70205307007,13282.000713348389,10474.140674591064,23275.061447143555,2046.5601539611816,11046.580829620361,7462.540515899658,20260.40184402466,14972.201171875,11016.220802307129,25570.84203338623,8938.020629882812,17712.741188049316,31456.70205307007,13282.000713348389,10474.140674591064,23275.061447143555,2046.5601539611816,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(16:0)|PC(O-17:0)|LPC(O-18:0),PC,2073.160140991211,13485.140895843506,11435.560894012451,31501.602447509766,23843.52193069458,14515.320972442627,55605.34436798096,8338.200672149658,29660.921993255615,50809.80383682251,22053.781658172607,12714.800964355469,38246.60217285156,2073.160140991211,13485.140895843506,11435.560894012451,31501.602447509766,23843.52193069458,14515.320972442627,55605.34436798096,8338.200672149658,29660.921993255615,50809.80383682251,22053.781658172607,12714.800964355469,38246.60217285156,2073.160140991211,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(16:4),PC,1088.4200592041016,4339.860328674316,2785.5001640319824,3973.5602645874023,2745.460189819336,4514.660308837891,4646.700366973877,2634.9802017211914,4022.020347595215,4327.000289916992,3776.4202461242676,3555.1402168273926,4209.640331268311,1088.4200592041016,4339.860328674316,2785.5001640319824,3973.5602645874023,2745.460189819336,4514.660308837891,4646.700366973877,2634.9802017211914,4022.020347595215,4327.000289916992,3776.4202461242676,3555.1402168273926,4209.640331268311,1088.4200592041016,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(18:0)|LPC(19:0)|PC(O-19:0)|LPC(O-20:0),PC,2170.6601791381836,6312.92045211792,6573.440334320068,12663.240886688232,8224.12056350708,11118.500835418701,11719.380802154541,10078.58067703247,16241.70112991333,10055.000732421875,15262.761108398438,9572.200778961182,9378.560745239258,2170.6601791381836,6312.92045211792,6573.440334320068,12663.240886688232,8224.12056350708,11118.500835418701,11719.380802154541,10078.58067703247,16241.70112991333,10055.000732421875,15262.761108398438,9572.200778961182,9378.560745239258,2170.6601791381836,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(18:1)|LPC(19:1)|PC(O-19:1)|LPC(P-20:0),PC,2490.5001945495605,5011.260364532471,4744.740348815918,4879.82035446167,4453.840358734131,5967.840370178223,6721.740459442139,4257.420295715332,4338.7803382873535,4890.860355377197,4129.640323638916,2984.120204925537,4644.24031829834,2490.5001945495605,5011.260364532471,4744.740348815918,4879.82035446167,4453.840358734131,5967.840370178223,6721.740459442139,4257.420295715332,4338.7803382873535,4890.860355377197,4129.640323638916,2984.120204925537,4644.24031829834,2490.5001945495605,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(19:0)|LPC(20:0)|PC(O-20:0),PC,1736.2801361083984,4705.500339508057,3393.0602378845215,8278.500411987305,4400.640251159668,3756.6802711486816,9585.100597381592,4961.560279846191,6955.960525512695,9991.34048461914,6978.660545349121,4312.200332641602,10551.740730285645,1736.2801361083984,4705.500339508057,3393.0602378845215,8278.500411987305,4400.640251159668,3756.6802711486816,9585.100597381592,4961.560279846191,6955.960525512695,9991.34048461914,6978.660545349121,4312.200332641602,10551.740730285645,1736.2801361083984,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(19:1)|LPC(20:1)|PC(O-20:1)|PC(P-20:0),PC,1606.8601036071777,3075.980224609375,2249.600154876709,3084.7802124023438,2753.3602256774902,3967.4603385925293,4082.4802894592285,2727.8402099609375,4425.480312347412,4669.640338897705,4005.86030960083,3414.8002586364746,4309.980316162109,1606.8601036071777,3075.980224609375,2249.600154876709,3084.7802124023438,2753.3602256774902,3967.4603385925293,4082.4802894592285,2727.8402099609375,4425.480312347412,4669.640338897705,4005.86030960083,3414.8002586364746,4309.980316162109,1606.8601036071777,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(20:0)|LPC(21:0)|PC(O-21:0),PC,2129.62015914917,3504.7002449035645,4449.120384216309,8425.42070388794,6859.720504760742,5506.680374145508,9141.060691833496,5614.300388336182,7911.020580291748,10313.200843811035,7181.440605163574,4462.360244750977,10111.540813446045,2129.62015914917,3504.7002449035645,4449.120384216309,8425.42070388794,6859.720504760742,5506.680374145508,9141.060691833496,5614.300388336182,7911.020580291748,10313.200843811035,7181.440605163574,4462.360244750977,10111.540813446045,2129.62015914917,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(20:1)|PC(O-21:1),PC,1244.6400909423828,4842.980419158936,3590.920234680176,10222.940780639648,6227.46044921875,6774.100566864014,11251.540706634521,5359.080371856689,6951.020488739014,12641.201000213623,6581.380546569824,5487.720455169678,8629.680652618408,1244.6400909423828,4842.980419158936,3590.920234680176,10222.940780639648,6227.46044921875,6774.100566864014,11251.540706634521,5359.080371856689,6951.020488739014,12641.201000213623,6581.380546569824,5487.720455169678,8629.680652618408,1244.6400909423828,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(20:4)|LPC(21:4),PC,1507.56010055542,4128.260292053223,4757.1003341674805,8537.280704498291,5330.340328216553,5940.280513763428,7245.600631713867,5327.940296173096,7288.680561065674,9196.30071258545,5703.52042388916,6197.520439147949,6398.9404945373535,1507.56010055542,4128.260292053223,4757.1003341674805,8537.280704498291,5330.340328216553,5940.280513763428,7245.600631713867,5327.940296173096,7288.680561065674,9196.30071258545,5703.52042388916,6197.520439147949,6398.9404945373535,1507.56010055542,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(21:0)|LPC(22:0)|PC(O-22:0),PC,2426.140193939209,4008.2602615356445,5200.900390625,6213.08048248291,5258.080490112305,5851.6803855896,8657.640682220459,4900.240348815918,5470.580375671387,6282.480369567871,6287.42045211792,4417.48030090332,6307.260471343994,2426.140193939209,4008.2602615356445,5200.900390625,6213.08048248291,5258.080490112305,5851.6803855896,8657.640682220459,4900.240348815918,5470.580375671387,6282.480369567871,6287.42045211792,4417.48030090332,6307.260471343994,2426.140193939209,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(21:1)|LPC(22:1),PC,1692.5801162719727,5087.280345916748,4369.480304718018,11135.90076828003,6391.080463409424,7089.980480194092,13232.740989685059,5232.0604248046875,8831.960624694824,20484.641300201416,9445.920722961426,5486.5602951049805,14715.340900421143,1692.5801162719727,5087.280345916748,4369.480304718018,11135.90076828003,6391.080463409424,7089.980480194092,13232.740989685059,5232.0604248046875,8831.960624694824,20484.641300201416,9445.920722961426,5486.5602951049805,14715.340900421143,1692.5801162719727,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(22:0),PC,2943.4001808166504,21638.98136138916,24246.161308288574,86322.82678985596,35768.962631225586,29728.48250579834,100008.58703994751,16907.641563415527,41745.76274108887,119174.88808441162,50203.2237701416,27448.02207183838,90438.38464736938,2943.4001808166504,21638.98136138916,24246.161308288574,86322.82678985596,35768.962631225586,29728.48250579834,100008.58703994751,16907.641563415527,41745.76274108887,119174.88808441162,50203.2237701416,27448.02207183838,90438.38464736938,2943.4001808166504,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(22:1),PC,1822.9601097106934,28077.88164138794,23497.54130935669,130792.22658920288,53607.58470916748,41836.68176269531,147578.67291259766,22413.081520080566,59346.3641166687,200879.73233413696,78895.02682495117,38198.96360397339,139935.42766571045,1822.9601097106934,28077.88164138794,23497.54130935669,130792.22658920288,53607.58470916748,41836.68176269531,147578.67291259766,22413.081520080566,59346.3641166687,200879.73233413696,78895.02682495117,38198.96360397339,139935.42766571045,1822.9601097106934,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(24:0),PC,2261.520133972168,5760.260429382324,5237.820358276367,9472.160808563232,3609.8602600097656,6076.320343017578,9249.160701751709,4567.880321502686,7990.720664978027,11100.94107055664,8797.920738220215,3789.680274963379,8832.460720062256,2261.520133972168,5760.260429382324,5237.820358276367,9472.160808563232,3609.8602600097656,6076.320343017578,9249.160701751709,4567.880321502686,7990.720664978027,11100.94107055664,8797.920738220215,3789.680274963379,8832.460720062256,2261.520133972168,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(25:0),PC,2801.8802070617676,39104.62300109863,11697.220844268799,8616.580707550049,5707.040428161621,23596.961681365967,17085.661235809326,11641.420837402344,6262.180393218994,7295.260612487793,15566.241519927979,10220.32067489624,7404.660491943359,2801.8802070617676,39104.62300109863,11697.220844268799,8616.580707550049,5707.040428161621,23596.961681365967,17085.661235809326,11641.420837402344,6262.180393218994,7295.260612487793,15566.241519927979,10220.32067489624,7404.660491943359,2801.8802070617676,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(26:0),PC,5583.900360107422,10523.640941619873,10565.460571289062,16532.121238708496,12894.601104736328,14677.920906066895,16946.2413482666,9150.320655822754,10386.00068283081,12299.560855865479,12970.021095275879,9377.140586853027,14753.481079101562,5583.900360107422,10523.640941619873,10565.460571289062,16532.121238708496,12894.601104736328,14677.920906066895,16946.2413482666,9150.320655822754,10386.00068283081,12299.560855865479,12970.021095275879,9377.140586853027,14753.481079101562,5583.900360107422,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(26:1),PC,1586.2601203918457,5635.520408630371,10028.060821533203,5863.280330657959,6324.180435180664,9548.980651855469,5929.76042175293,5462.900409698486,5751.460346221924,7808.9406089782715,8385.760517120361,6150.040390014648,7821.920642852783,1586.2601203918457,5635.520408630371,10028.060821533203,5863.280330657959,6324.180435180664,9548.980651855469,5929.76042175293,5462.900409698486,5751.460346221924,7808.9406089782715,8385.760517120361,6150.040390014648,7821.920642852783,1586.2601203918457,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(27:0)|PC(O-28:0),PC,2306.12015914917,9820.420639038086,8704.48066329956,8001.400623321533,6792.28044128418,8701.800724029541,9326.020690917969,5699.160396575928,9337.780666351318,10036.520679473877,11485.680919647217,5823.860404968262,9904.500793457031,2306.12015914917,9820.420639038086,8704.48066329956,8001.400623321533,6792.28044128418,8701.800724029541,9326.020690917969,5699.160396575928,9337.780666351318,10036.520679473877,11485.680919647217,5823.860404968262,9904.500793457031,2306.12015914917,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(27:1)|PC(P-28:0),PC,1314.54008102417,9013.560626983643,4636.720409393311,7901.340579986572,5842.2404708862305,7055.420497894287,8284.420635223389,5103.500389099121,6348.640491485596,11405.580745697021,7266.2605056762695,4181.160255432129,7582.5805740356445,1314.54008102417,9013.560626983643,4636.720409393311,7901.340579986572,5842.2404708862305,7055.420497894287,8284.420635223389,5103.500389099121,6348.640491485596,11405.580745697021,7266.2605056762695,4181.160255432129,7582.5805740356445,1314.54008102417,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(28:0)|PC(O-29:0),PC,3010.3801879882812,7532.400451660156,7744.800575256348,13220.060726165771,7168.800518035889,8706.760459899902,12857.560703277588,7262.8005027771,7656.460483551025,9612.000686645508,8563.860618591309,5215.300354003906,9542.52082824707,3010.3801879882812,7532.400451660156,7744.800575256348,13220.060726165771,7168.800518035889,8706.760459899902,12857.560703277588,7262.8005027771,7656.460483551025,9612.000686645508,8563.860618591309,5215.300354003906,9542.52082824707,3010.3801879882812,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(28:1)|PC(P-29:0),PC,1416.4601135253906,3615.5402908325195,5389.020397186279,5959.42041015625,4947.2004318237305,5124.080436706543,7026.420444488525,4317.180324554443,4713.860366821289,6503.540439605713,6089.960437774658,3616.36026763916,6386.14041519165,1416.4601135253906,3615.5402908325195,5389.020397186279,5959.42041015625,4947.2004318237305,5124.080436706543,7026.420444488525,4317.180324554443,4713.860366821289,6503.540439605713,6089.960437774658,3616.36026763916,6386.14041519165,1416.4601135253906,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(28:2),PC,1478.6601219177246,3086.2202110290527,4134.500289916992,7037.2205238342285,3888.100269317627,4581.300289154053,5725.9204025268555,3400.080249786377,3887.180316925049,6418.160396575928,3718.5402755737305,4053.460247039795,5115.460380554199,1478.6601219177246,3086.2202110290527,4134.500289916992,7037.2205238342285,3888.100269317627,4581.300289154053,5725.9204025268555,3400.080249786377,3887.180316925049,6418.160396575928,3718.5402755737305,4053.460247039795,5115.460380554199,1478.6601219177246,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(29:0)|PC(O-30:0),PC,2083.1401443481445,6991.620567321777,7681.52071762085,15176.180980682373,8268.860557556152,9947.960739135742,14949.601413726807,6498.820407867432,9168.56046295166,9311.420707702637,9663.180675506592,5940.4604415893555,12344.50072479248,2083.1401443481445,6991.620567321777,7681.52071762085,15176.180980682373,8268.860557556152,9947.960739135742,14949.601413726807,6498.820407867432,9168.56046295166,9311.420707702637,9663.180675506592,5940.4604415893555,12344.50072479248,2083.1401443481445,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(29:1)|PC(O-30:1)|PC(P-30:0),PC,2025.1001472473145,3783.8002128601074,3774.2802696228027,5210.480323791504,4741.320323944092,5251.240425109863,5806.320468902588,2846.900146484375,4811.040328979492,5809.500461578369,4733.540321350098,3080.2602043151855,5667.220478057861,2025.1001472473145,3783.8002128601074,3774.2802696228027,5210.480323791504,4741.320323944092,5251.240425109863,5806.320468902588,2846.900146484375,4811.040328979492,5809.500461578369,4733.540321350098,3080.2602043151855,5667.220478057861,2025.1001472473145,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(29:2)|PC(P-30:1),PC,1574.16011428833,4405.160308837891,4607.780330657959,7687.780467987061,5171.400310516357,4889.6603355407715,8495.52070236206,3957.740249633789,4736.520320892334,6282.200435638428,5248.780330657959,3291.780261993408,6961.680511474609,1574.16011428833,4405.160308837891,4607.780330657959,7687.780467987061,5171.400310516357,4889.6603355407715,8495.52070236206,3957.740249633789,4736.520320892334,6282.200435638428,5248.780330657959,3291.780261993408,6961.680511474609,1574.16011428833,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(30:0)|PC(O-31:0),PC,2458.840156555176,199024.87009048462,324091.60051345825,647425.4971008301,336616.4722595215,495805.084854126,788017.9468536377,206637.49862670898,386827.3850402832,520276.0390625,426641.7611999512,210301.15286254883,574545.8603820801,2458.840156555176,199024.87009048462,324091.60051345825,647425.4971008301,336616.4722595215,495805.084854126,788017.9468536377,206637.49862670898,386827.3850402832,520276.0390625,426641.7611999512,210301.15286254883,574545.8603820801,2458.840156555176,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(30:1)|PC(O-31:1)|PC(P-31:0),PC,3294.7402572631836,5804.280418395996,5309.780376434326,9232.840724945068,6059.000492095947,6996.040431976318,12257.30094909668,5870.620460510254,7136.680438995361,11374.340633392334,7555.340534210205,5232.740394592285,11627.261070251465,3294.7402572631836,5804.280418395996,5309.780376434326,9232.840724945068,6059.000492095947,6996.040431976318,12257.30094909668,5870.620460510254,7136.680438995361,11374.340633392334,7555.340534210205,5232.740394592285,11627.261070251465,3294.7402572631836,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(30:2)|PC(P-31:1),PC,1428.9601097106934,4937.380336761475,4387.740253448486,7448.48059463501,4591.34029006958,5873.220375061035,8543.280799865723,5253.260391235352,5345.960414886475,8637.680641174316,5384.400386810303,3094.940196990967,8759.440536499023,1428.9601097106934,4937.380336761475,4387.740253448486,7448.48059463501,4591.34029006958,5873.220375061035,8543.280799865723,5253.260391235352,5345.960414886475,8637.680641174316,5384.400386810303,3094.940196990967,8759.440536499023,1428.9601097106934,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(30:3),PC,1281.8800888061523,3924.0802421569824,4836.160297393799,7474.6005210876465,5008.720371246338,5813.200382232666,10472.660598754883,5607.620498657227,5484.120422363281,11155.400978088379,6935.460609436035,3909.500316619873,6997.780555725098,1281.8800888061523,3924.0802421569824,4836.160297393799,7474.6005210876465,5008.720371246338,5813.200382232666,10472.660598754883,5607.620498657227,5484.120422363281,11155.400978088379,6935.460609436035,3909.500316619873,6997.780555725098,1281.8800888061523,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(30:4),PC,1943.66015625,5210.880336761475,5538.560382843018,10549.940662384033,4091.0003547668457,6691.00053024292,9670.440658569336,5721.160461425781,6786.480495452881,10498.060852050781,7785.340488433838,4783.8003005981445,8537.040603637695,1943.66015625,5210.880336761475,5538.560382843018,10549.940662384033,4091.0003547668457,6691.00053024292,9670.440658569336,5721.160461425781,6786.480495452881,10498.060852050781,7785.340488433838,4783.8003005981445,8537.040603637695,1943.66015625,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(31:0)|PC(O-32:0),PC,2517.920192718506,144328.05125045776,207447.8313522339,431895.3626861572,403992.4832458496,301285.7427711487,487666.5612182617,156662.04986572266,311184.9391937256,376740.06561279297,293109.42056274414,130943.228099823,420291.2253112793,2517.920192718506,144328.05125045776,207447.8313522339,431895.3626861572,403992.4832458496,301285.7427711487,487666.5612182617,156662.04986572266,311184.9391937256,376740.06561279297,293109.42056274414,130943.228099823,420291.2253112793,2517.920192718506,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(31:1)|PC(O-32:1)|PC(P-32:0),PC,2076.580146789551,7350.440536499023,7706.160438537598,12255.640857696533,7128.20051574707,8799.5006980896,14137.88101196289,4838.180271148682,7898.900665283203,18876.521434783936,13426.421123504639,5667.280410766602,15024.541023254395,2076.580146789551,7350.440536499023,7706.160438537598,12255.640857696533,7128.20051574707,8799.5006980896,14137.88101196289,4838.180271148682,7898.900665283203,18876.521434783936,13426.421123504639,5667.280410766602,15024.541023254395,2076.580146789551,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(31:2)|PC(O-32:2)|PC(P-32:1),PC,1137.6400756835938,6750.300559997559,6896.660419464111,16183.881359100342,10825.320579528809,10687.880752563477,13430.080883026123,7078.020427703857,8639.640636444092,22615.481254577637,13881.721130371094,6746.040504455566,14556.401077270508,1137.6400756835938,6750.300559997559,6896.660419464111,16183.881359100342,10825.320579528809,10687.880752563477,13430.080883026123,7078.020427703857,8639.640636444092,22615.481254577637,13881.721130371094,6746.040504455566,14556.401077270508,1137.6400756835938,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(31:3)|PC(O-32:3),PC,1189.8200798034668,4458.900314331055,3846.5402030944824,7880.840572357178,6084.340293884277,5959.30046081543,8773.420600891113,3762.6202697753906,6322.360401153564,10519.76070022583,8123.120586395264,3686.8602294921875,8173.120571136475,1189.8200798034668,4458.900314331055,3846.5402030944824,7880.840572357178,6084.340293884277,5959.30046081543,8773.420600891113,3762.6202697753906,6322.360401153564,10519.76070022583,8123.120586395264,3686.8602294921875,8173.120571136475,1189.8200798034668,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
PC(31:4),PC,1548.7801055908203,3517.0602378845215,3480.9002227783203,6043.880489349365,3730.5402870178223,4308.1402587890625,7515.540596008301,3824.0802841186523,6059.260398864746,8896.820640563965,5913.580406188965,3546.3802452087402,6989.120491027832,1548.7801055908203,3517.0602378845215,3480.9002227783203,6043.880489349365,3730.5402870178223,4308.1402587890625,7515.540596008301,3824.0802841186523,6059.260398864746,8896.820640563965,5913.580406188965,3546.3802452087402,6989.120491027832,1548.7801055908203,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
