Lipid,Class,BlankBrain_NA_x,C-1BrainF,C-2BrainF,C-3BrainF,C-4BrainM,C-5BrainM,C-6BrainM,E-1BrainF,E-2BrainF,E-3BrainF,E-4BrainM,E-5BrainM,E-6BrainM,BlankRetina_NA,C-1RetinaF,C-2RetinaF,C-3RetinaF,C-4RetinaM,C-5RetinaM,C-6RetinaM,E-1RetinaF,E-2RetinaF,E-3RetinaF,E-4RetinaM,E-5RetinaM,E-6RetinaM,BlankBrain_NA_y,Title1,Title2,Title,length1,length2,Blank_name
CAR(20:0)_QUAL,CAR,10983.14079284668,11758.38088607788,11588.720844268799,12130.300888061523,12324.240951538086,11836.50085067749,11105.9408493042,12263.66096496582,10624.020771026611,10857.620807647705,11829.720798492432,12211.72089767456,11345.200897216797,12398.300914764404,11199.880809783936,12457.18081665039,10898.740753173828,11509.600826263428,11426.74091720581,11309.000770568848,11843.880844116211,12392.92085647583,12716.760822296143,11682.140869140625,13586.280990600586,11643.640880584717,10983.14079284668,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(20:1),CAR,10238.260486602783,5632.040382385254,5169.820381164551,5190.280376434326,5492.880424499512,5865.720401763916,5732.260471343994,5824.300361633301,5035.480388641357,5316.480381011963,5183.040355682373,5221.860347747803,5146.66036605835,11073.880802154541,5363.280361175537,4827.600318908691,4995.660377502441,5382.340393066406,5276.400363922119,5510.900394439697,5189.260341644287,5368.780372619629,5092.30033493042,4781.80037689209,5754.800354003906,6177.580486297607,10238.260486602783,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(20:1)_QUAL,CAR,6994.920455932617,5721.640354156494,6746.560516357422,7300.800548553467,6178.620445251465,6355.94047164917,7157.280513763428,6529.100433349609,6760.940456390381,5959.54044342041,6293.960472106934,6292.260448455811,6303.400436401367,7330.960494995117,6502.640468597412,6167.10046005249,6859.800487518311,6775.580459594727,7116.7004737854,5804.740390777588,6091.360466003418,5924.060440063477,6451.5004806518555,5255.50040435791,7702.360488891602,6081.660438537598,6994.920455932617,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(20:2),CAR,11362.280754089355,7556.7805099487305,9489.760757446289,8686.040550231934,7895.560531616211,7999.340633392334,7314.300487518311,7182.120510101318,7270.020492553711,8182.20055770874,8745.8205909729,8633.48062133789,8035.500621795654,9864.000728607178,8882.620639801025,8179.320507049561,8252.84062576294,8243.34061050415,8172.500579833984,8133.880516052246,8565.200630187988,9261.520622253418,8015.040565490723,5299.480377197266,8698.16056060791,9626.720733642578,11362.280754089355,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(20:2)_QUAL,CAR,6046.840408325195,6157.000385284424,5851.680423736572,6157.24044418335,4948.420337677002,5586.400386810303,5704.820411682129,5732.940425872803,5701.980434417725,5953.300437927246,5892.5204429626465,4768.040351867676,6375.500415802002,5933.240417480469,5973.200454711914,6368.560489654541,5971.760425567627,4664.320346832275,5575.900341033936,4886.020359039307,5050.660377502441,5443.500419616699,5416.520389556885,4367.100330352783,6471.300537109375,5585.160385131836,6046.840408325195,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(20:4),CAR,4425.940315246582,3361.560245513916,3852.3402709960938,3772.8002586364746,3810.4602661132812,3629.5402793884277,4495.300327301025,3431.900260925293,4290.820281982422,4280.780296325684,3700.7402687072754,3922.700294494629,4507.200328826904,5060.960357666016,4363.140274047852,3822.940273284912,3729.420223236084,3898.8602867126465,3858.220283508301,4222.380275726318,4166.040260314941,4608.840335845947,4018.1602668762207,2921.080207824707,3451.5002479553223,3603.3802528381348,4425.940315246582,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(20:4)_QUAL,CAR,8200.92056274414,6855.480438232422,7171.180465698242,8161.42053604126,6869.1604652404785,7775.260547637939,6262.520416259766,7583.400573730469,7940.16060256958,6530.860481262207,6965.900520324707,7866.280563354492,7559.880535125732,7750.420482635498,7733.600555419922,7401.960468292236,7574.300556182861,7436.220504760742,7688.420486450195,7798.460556030273,7765.300556182861,7220.520458221436,7995.440521240234,5846.620384216309,8353.800510406494,8059.020561218262,8200.92056274414,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(22:0),CAR,7062.320465087891,4523.340286254883,5122.120300292969,4990.800354003906,5026.220352172852,4800.120323181152,4964.000347137451,4909.740379333496,4796.080295562744,4622.520305633545,5010.900310516357,5575.320419311523,4550.920303344727,8652.46057510376,5134.780361175537,5262.4003982543945,4337.200328826904,3788.040271759033,5285.760402679443,5183.840370178223,4603.160339355469,4900.140338897705,4943.980388641357,3684.360294342041,5152.940361022949,4279.500312805176,7062.320465087891,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(22:0)_QUAL,CAR,6993.86051940918,6040.760440826416,5442.32039642334,6303.260452270508,6681.160484313965,5384.640399932861,6034.06046295166,5924.020427703857,6605.760406494141,5869.540431976318,6636.2204513549805,7060.080474853516,6154.840431213379,6105.600383758545,5674.820400238037,5490.080341339111,6089.500434875488,6206.280437469482,6530.560455322266,6590.440414428711,6080.580455780029,5890.160430908203,5609.740421295166,4655.500373840332,7040.2805252075195,5677.100414276123,6993.86051940918,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(22:2),CAR,5427.660346984863,3948.5202674865723,4689.420322418213,5085.740379333496,4936.5203285217285,3804.300319671631,4285.780319213867,4106.060291290283,4093.600299835205,4398.500301361084,5188.980377197266,4592.820331573486,3900.3402557373047,4560.3603439331055,4106.600284576416,4526.52033996582,4833.320331573486,4982.540325164795,4903.280330657959,4082.160285949707,4476.340316772461,5486.440372467041,4761.860366821289,3333.820224761963,4998.260353088379,5014.380348205566,5427.660346984863,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(22:2)_QUAL,CAR,11603.960777282715,9915.780662536621,11116.860782623291,10690.060752868652,10288.240756988525,10142.30075454712,11201.960857391357,10639.000762939453,10584.96081161499,10702.900814056396,10275.38070678711,10957.920795440674,10145.100646972656,10650.780754089355,9766.460655212402,10082.120796203613,11319.520690917969,11227.980773925781,9528.060623168945,10704.060760498047,9757.94068145752,11668.760837554932,10837.620742797852,9736.88069152832,10743.620685577393,9716.360649108887,11603.960777282715,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(22:4),CAR,4460.2802810668945,4637.500305175781,4949.36039352417,5522.520389556885,5189.760417938232,5061.06033706665,5288.640365600586,4869.56033706665,4525.660320281982,4866.080390930176,5960.900436401367,6419.000461578369,5233.640335083008,4706.640335083008,5389.100330352783,4527.76029586792,5147.78035736084,5160.700355529785,5300.340385437012,5521.900421142578,4989.82035446167,5328.560398101807,6209.740459442139,3433.5402450561523,6068.32043838501,5169.940353393555,4460.2802810668945,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(22:4)_QUAL,CAR,9533.180648803711,9246.000591278076,9423.94062423706,10206.360698699951,10701.280738830566,8442.900661468506,8905.300685882568,9367.000644683838,9140.520561218262,8915.260597229004,9888.320671081543,10337.120704650879,9264.680606842041,9312.340679168701,9822.860675811768,9912.020736694336,9763.360717773438,8979.480632781982,8675.460674285889,9304.360626220703,9710.80067062378,10440.82071685791,9704.70072555542,7362.560501098633,10458.760738372803,9653.940689086914,9533.180648803711,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(22:5),CAR,4361.300304412842,4036.540256500244,5293.800361633301,4910.060363769531,3728.560260772705,4043.8403244018555,4621.080337524414,4625.2403564453125,4733.700355529785,4238.260242462158,4959.600337982178,3867.34029006958,4610.720294952393,5464.320407867432,4078.220317840576,4426.960334777832,4436.880302429199,4890.880321502686,4259.140285491943,4627.700305938721,4100.800289154053,4469.980331420898,4524.24027633667,3414.0402450561523,4864.480319976807,3758.5602493286133,4361.300304412842,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(22:5)_QUAL,CAR,20664.5414352417,18552.18128967285,19040.32144165039,19212.2813873291,21611.761478424072,18139.82138824463,19093.16115951538,20378.7612991333,19453.82137298584,20051.561546325684,21520.12168121338,19974.40134048462,20547.041564941406,19773.381240844727,18621.781383514404,19670.921253204346,19368.081455230713,21536.60150909424,21151.94150161743,19040.681316375732,22207.661575317383,19293.54149246216,20549.781410217285,14362.660926818848,22754.621551513672,20630.461490631104,20664.5414352417,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(22:6),CAR,10166.90071105957,6251.7404861450195,7689.200611114502,7431.760566711426,7338.880611419678,7849.300510406494,6658.580509185791,7155.40047454834,6989.5004959106445,7872.940578460693,7899.080581665039,6882.900447845459,7359.400535583496,8074.5405349731445,7631.220561981201,6872.140487670898,7701.94051361084,7631.180500030518,7968.600643157959,7293.880554199219,7546.120548248291,7428.820487976074,8010.340644836426,4750.200370788574,8417.840648651123,7240.520503997803,10166.90071105957,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(22:6)_QUAL,CAR,14327.981048583984,9155.920600891113,8835.680599212646,9082.440628051758,8814.200622558594,8113.040622711182,9606.560684204102,7977.000629425049,9477.180644989014,8136.420551300049,9405.160705566406,9756.440704345703,8959.100662231445,14860.501041412354,9339.08069229126,9114.100616455078,8838.040599822998,9373.400657653809,10322.980709075928,9428.380702972412,9594.480648040771,9303.840641021729,9308.840660095215,7447.300552368164,10872.120780944824,8670.9206199646,14327.981048583984,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(26:0),CAR,11135.580696105957,7991.740581512451,8747.240608215332,8883.880630493164,9410.260704040527,8161.520618438721,7236.160484313965,9346.30075454712,8771.720642089844,9544.620655059814,9888.760749816895,8445.600563049316,7477.260498046875,11567.56069946289,7892.500514984131,8554.520656585693,7966.020565032959,8387.180610656738,9058.780738830566,7900.540565490723,9166.280624389648,7837.5605392456055,8694.840641021729,7049.940460205078,9998.240737915039,9200.380619049072,11135.580696105957,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(26:0)_QUAL,CAR,4934.44030380249,4560.000301361084,5056.6203536987305,5251.280364990234,4698.020305633545,4070.3202896118164,3953.5202674865723,4604.220348358154,4237.6802978515625,5109.480361938477,4568.380352020264,4468.840286254883,4751.280303955078,4261.000305175781,4566.660320281982,5365.860408782959,4487.600322723389,4607.540367126465,5146.020366668701,4540.160312652588,4121.660259246826,4767.740341186523,5076.42032623291,4341.8002853393555,5983.50040435791,4102.500270843506,4934.44030380249,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(2:0),CAR,228032.9575805664,220700.4169807434,232835.4353904724,223010.01626205444,213396.59462738037,216707.21728134155,224873.955909729,230897.37491226196,239535.81791305542,232947.91370773315,238187.23596954346,256874.50066375732,255357.95951843262,228702.1571044922,235955.77534866333,244298.49713134766,244894.17795181274,236825.1781463623,235355.79573059082,236632.15311050415,237846.2364730835,249431.7382850647,256341.03567123413,90780.80589675903,237730.43705749512,259890.2767982483,228032.9575805664,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(2:0)_QUAL,CAR,2918.3402252197266,2538.8001823425293,2517.2201766967773,2371.9001693725586,2944.700210571289,2548.760181427002,3461.7202529907227,2592.7401733398438,2722.160213470459,2118.1401443481445,2430.7601737976074,2839.4602127075195,2406.340171813965,2578.920181274414,2948.2401962280273,1914.0601425170898,2825.5001945495605,2215.7401695251465,2544.3601684570312,2466.540153503418,2490.9201583862305,2837.4202041625977,2340.160171508789,1889.4401245117188,2000.480136871338,1946.2401390075684,2918.3402252197266,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(3:0),CAR,9091.040565490723,10268.460678100586,8343.100593566895,9110.460590362549,9064.320655822754,9315.080699920654,8671.500663757324,8845.700576782227,9376.46064376831,9187.700721740723,9021.860637664795,9769.360660552979,10642.140769958496,8502.960632324219,9267.640544891357,8618.520629882812,9528.560684204102,9307.620700836182,9499.22067642212,7885.800533294678,8579.480583190918,9382.340633392334,9973.040725708008,5050.020332336426,8549.640663146973,12851.740856170654,9091.040565490723,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(3:0)_QUAL,CAR,2514.3801879882812,2200.6401596069336,2764.800189971924,2560.5401878356934,2919.4201850891113,2355.3001823425293,2399.160167694092,2876.1801948547363,2265.20015335083,2261.060157775879,2475.760181427002,2432.64017868042,2653.140224456787,2881.1801795959473,2160.600143432617,2439.5001640319824,2454.3801879882812,2405.500171661377,2900.200206756592,2463.20015335083,2245.6201705932617,2578.560199737549,2497.5401763916016,1759.880126953125,2777.9602088928223,2073.580177307129,2514.3801879882812,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(3:1),CAR,20445.221389770508,21240.461582183838,19731.701496124268,19695.561477661133,18342.5813331604,20200.401489257812,21035.901538848877,22393.961498260498,21570.081520080566,19003.061252593994,22542.6814994812,22533.161911010742,22787.66163635254,19490.841384887695,20129.461433410645,21753.52147293091,21886.661659240723,20105.60138320923,20466.841464996338,23287.52153778076,23376.061771392822,22719.881633758545,22165.121479034424,11676.560897827148,19850.881492614746,26167.98196029663,20445.221389770508,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(3:1)_QUAL,CAR,2529.4601860046387,2312.9601707458496,2728.980182647705,2704.160171508789,2605.9001808166504,2704.5002059936523,2413.060146331787,2541.4401817321777,2532.200180053711,2722.8202018737793,2926.960189819336,3021.1602058410645,2534.64017868042,2976.6201667785645,2668.5001792907715,2804.440170288086,2777.2202072143555,2641.9601669311523,2742.5002250671387,2417.3401832580566,2626.880172729492,2459.4401817321777,2836.2601928710938,2096.660140991211,2709.6001892089844,2189.1201553344727,2529.4601860046387,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(4:0),CAR,19013.361404418945,19425.1413230896,18375.42129135132,17162.461353302002,16339.701042175293,18081.361305236816,18554.88129043579,20144.80152130127,18912.621437072754,19925.701370239258,18384.381439208984,19315.68133544922,19084.941371917725,17873.701293945312,21292.721660614014,20111.90140914917,19620.721450805664,19894.80143737793,18580.78126144409,19917.641494750977,20785.74137878418,18218.94130706787,20854.801391601562,8954.160606384277,17548.28133392334,25238.661796569824,19013.361404418945,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(4:0)_QUAL,CAR,2224.0001487731934,1987.3801536560059,2191.2201538085938,2003.9201431274414,2102.340145111084,2209.820167541504,2248.400173187256,1945.6801300048828,1932.3401336669922,2492.5401725769043,1791.2601318359375,2076.7801475524902,2325.000175476074,1931.020133972168,1786.000129699707,2422.900177001953,2137.220146179199,1742.020133972168,1909.2001266479492,2153.380157470703,2084.3201293945312,2117.0801429748535,2104.0801429748535,1750.9401206970215,2168.800163269043,1956.9001235961914,2224.0001487731934,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(4:1),CAR,24590.70191192627,22295.961456298828,20531.54149246216,20823.941566467285,20179.961353302002,19447.70128250122,19672.201362609863,20895.321670532227,19578.281421661377,21169.761432647705,21256.881580352783,22913.421684265137,23890.48167037964,22310.52166748047,22393.541606903076,21492.021392822266,19782.661457061768,21628.381340026855,21531.621494293213,21531.081436157227,22138.421592712402,21148.841564178467,21770.361499786377,11681.260807037354,21193.001426696777,25545.881660461426,24590.70191192627,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(4:1)_QUAL,CAR,2918.6601791381836,2475.360179901123,2483.240165710449,3034.560218811035,3090.440231323242,2550.080181121826,2940.280185699463,3146.8602409362793,3209.2002143859863,2916.1602058410645,2554.7801780700684,3083.5801963806152,2702.8402099609375,2602.1601753234863,3089.8602256774902,2740.100200653076,2745.020175933838,2601.5001487731934,2991.000202178955,2552.420166015625,2909.2002296447754,2473.2401542663574,2688.3801879882812,1817.9601287841797,2719.0802001953125,2335.1001510620117,2918.6601791381836,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
CAR(5:0),CAR,7615.000579833984,8108.440502166748,8433.64055633545,7524.440536499023,7376.700481414795,7254.72057723999,7669.30057144165,8380.380626678467,7954.580612182617,8632.220588684082,7490.940448760986,8409.740493774414,9247.740558624268,9385.860637664795,8483.400524139404,8511.520584106445,7085.400508880615,7830.780559539795,8063.260608673096,7623.86056137085,7713.060489654541,7378.500576019287,8864.720584869385,4084.0203170776367,8781.480602264404,8755.68069076538,7615.000579833984,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
