Lipid,Class,BlankBrain_NA_x,C-1BrainF,C-2BrainF,C-3BrainF,C-4BrainM,C-5BrainM,C-6BrainM,E-1BrainF,E-2BrainF,E-3BrainF,E-4BrainM,E-5BrainM,E-6BrainM,BlankRetina_NA,C-1RetinaF,C-2RetinaF,C-3RetinaF,C-4RetinaM,C-5RetinaM,C-6RetinaM,E-1RetinaF,E-2RetinaF,E-3RetinaF,E-4RetinaM,E-5RetinaM,E-6RetinaM,BlankBrain_NA_y,Title1,Title2,Title,length1,length2,Blank_name
FA(22:2),FA,219956.93505859375,249225.419921875,235026.61865234375,249742.05810546875,224514.19580078125,256743.57861328125,261014.88037109375,217944.658203125,214819.57666015625,342324.9884033203,185332.03271484375,132964.267578125,211909.3154296875,119818.208984375,188904.65356445312,188549.013671875,194398.83276367188,183017.95166015625,178042.431640625,208916.19555664062,198828.15405273438,193457.67333984375,180862.13110351562,214253.11450195312,190454.5517578125,204656.53491210938,219956.93505859375,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(22:3),FA,459441.3701171875,536213.4965820312,475182.51171875,616358.8305664062,500137.673828125,603612.0258789062,645701.4365234375,526590.0986328125,552326.5356445312,1181159.294921875,386447.3273925781,253133.29760742188,459559.732421875,178195.251953125,310758.1435546875,290193.33837890625,318699.36181640625,321817.302734375,310956.2614746094,325218.96484375,327114.32275390625,284356.919921875,296210.4587402344,314083.30126953125,304260.62353515625,312874.20361328125,459441.3701171875,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(22:4),FA,385488.0458984375,363171.283203125,331368.3447265625,272832.341796875,285559.84033203125,327025.779296875,276487.4404296875,319899.779296875,273646.638671875,203069.45458984375,195699.853515625,187110.33349609375,221461.75390625,196468.43408203125,228386.03564453125,235495.43481445312,228161.494140625,226801.33642578125,224466.3759765625,244561.375,229437.51416015625,216376.87280273438,222958.115234375,226522.99755859375,220029.5751953125,230176.85546875,385488.0458984375,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(22:5),FA,740074.1748046875,1059915.259765625,784450.01171875,649784.984375,669580.521484375,1079336.869140625,896762.982421875,944936.671875,567346.2626953125,661466.265625,417079.447265625,328375.48583984375,430036.6298828125,301575.66162109375,435086.328125,435013.62890625,417399.7314453125,391891.208984375,386556.087890625,412062.8876953125,414345.46875,376772.96875,375580.4267578125,405612.771484375,383180.830078125,399571.712890625,740074.1748046875,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(22:6),FA,794204.6796875,450919.30859375,377131.10546875,258326.3388671875,337076.1845703125,514126.435546875,304865.21923828125,383976.0048828125,330730.759765625,328538.599609375,269986.599609375,234055.07568359375,344560.9853515625,275910.5400390625,351239.763671875,311860.66162109375,306572.26318359375,317830.50439453125,278851.34130859375,339038.14453125,311488.72021484375,287123.220703125,286493.8212890625,313272.96240234375,292362.02001953125,291466.39892578125,794204.6796875,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(23:0) | FA(24:7),FA,438384.57421875,424022.66796875,388405.271484375,302037.203125,334405.3818359375,435702.7177734375,336963.802734375,396861.16796875,352052.9638671875,269874.99853515625,230158.95458984375,198615.935546875,275850.71875,200968.97412109375,275303.2578125,260683.65625,262393.96044921875,257716.798828125,244676.13818359375,274178.341796875,258117.57763671875,249275.23681640625,235316.25634765625,261205.279296875,241028.39697265625,250734.29736328125,438384.57421875,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(23:0) | FA(24:7)_2,FA,379419.146484375,362575.7841796875,312805.62451171875,247598.599609375,275552.89892578125,380731.248046875,294655.3017578125,349666.5634765625,315594.6201171875,251628.43701171875,206161.255859375,172841.85205078125,251419.318359375,173841.79248046875,255939.57861328125,247615.45751953125,241092.59521484375,229703.65625,222501.33544921875,254599.69799804688,240028.955078125,249308.39697265625,215835.69580078125,259541.05810546875,234373.11767578125,235902.81640625,379419.146484375,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(23:1),FA,441195.31640625,471228.76953125,371726.5283203125,297429.462890625,313992.1015625,374755.9853515625,293560.224609375,336839.4033203125,249513.4990234375,281402.97998046875,217113.03564453125,178042.65454101562,267740.7194824219,202573.25537109375,282318.5791015625,282116.6025390625,293485.38134765625,294777.84130859375,279588.69775390625,305152.20068359375,310765.42138671875,283227.638671875,269003.91650390625,289600.998046875,288143.599609375,297019.6611328125,441195.31640625,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(23:6),FA,355607.666015625,373709.92529296875,339131.66552734375,251753.19921875,265487.14013671875,350455.2822265625,265515.35888671875,326567.1611328125,309659.94140625,267831.83740234375,301158.6826171875,268281.13818359375,354244.00341796875,290943.54248046875,360646.2236328125,351091.80615234375,344102.884765625,327179.4208984375,333061.0029296875,355398.20263671875,341070.28515625,329386.18359375,327349.40380859375,348622.14599609375,332572.763671875,327964.82421875,355607.666015625,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(24:0),FA,379317.38525390625,330015.04150390625,300262.4833984375,219406.59619140625,244220.876953125,369877.345703125,245581.23876953125,356483.26416015625,293391.06103515625,232306.25610351562,186412.29345703125,136348.12817382812,214769.2353515625,151206.60961914062,209053.13452148438,211048.47314453125,215118.35498046875,211388.375,199077.9951171875,217627.49365234375,232831.33569335938,213753.69311523438,190798.33349609375,212076.9951171875,197562.634765625,217631.2548828125,379317.38525390625,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(24:1),FA,178201.45166015625,173866.79321289062,158214.79125976562,126871.78662109375,138624.4501953125,180481.1328125,126375.84887695312,163260.03271484375,260119.9150390625,101353.52673339844,95064.10754394531,77790.68530273438,114023.92712402344,90401.86669921875,133560.64892578125,130272.08911132812,128466.04858398438,125643.56909179688,122691.18798828125,137924.61059570312,126374.18920898438,127891.529296875,121158.509765625,129629.66796875,123268.78857421875,122663.8291015625,178201.45166015625,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(24:10),FA,471434.35498046875,499932.8994140625,460106.4375,378465.44677734375,399073.6904296875,570376.208984375,449407.0908203125,517500.0537109375,403389.77001953125,377381.2648925781,269501.4167480469,243226.7158203125,317452.72509765625,264352.7392578125,304035.67919921875,283771.15771484375,284691.720703125,264010.82080078125,268580.43896484375,289388.6005859375,282395.59765625,271421.11962890625,262885.47900390625,279135.3818359375,273067.9580078125,272358.53955078125,471434.35498046875,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(24:12),FA,310367.3818359375,293744.2998046875,270811.42138671875,209055.01513671875,235115.93505859375,271080.7802734375,218672.75634765625,271732.65966796875,236794.65576171875,174620.41259765625,189663.63330078125,185886.59375,225568.49560546875,202545.95556640625,212020.49462890625,221971.21630859375,216628.4365234375,210189.537109375,223015.5166015625,214372.45581054688,221423.556640625,210627.61572265625,211585.49560546875,219603.09375,214718.9365234375,213476.314453125,310367.3818359375,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(24:2),FA,169259.85180664062,162405.6728515625,157571.05078125,120899.1484375,139186.25024414062,183612.89453125,125259.828125,158497.19189453125,127559.509765625,116532.60791015625,104595.88745117188,91524.58666992188,109965.62817382812,98030.306640625,124709.02807617188,124020.8291015625,122717.60852050781,114442.58764648438,115759.28857421875,130385.4697265625,121811.1279296875,118580.80786132812,116131.56787109375,123551.60766601562,112727.6279296875,125216.8486328125,169259.85180664062,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(24:3),FA,274997.69970703125,250344.5791015625,235591.4794921875,188921.1533203125,203137.59423828125,245352.4990234375,190074.03369140625,239372.01513671875,192765.1533203125,125045.28930664062,103883.4677734375,92517.20617675781,118503.92749023438,110294.30688476562,137429.66943359375,137822.6494140625,136128.44897460938,129049.60986328125,129897.96997070312,148074.7509765625,133605.46948242188,128342.66845703125,128358.76831054688,133845.86938476562,132617.86865234375,135839.84912109375,274997.69970703125,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(24:4),FA,283148.1572265625,238048.29931640625,197730.79296875,158401.1728515625,171249.2529296875,218865.43505859375,156187.93139648438,209078.154296875,187357.79321289062,115913.92895507812,112871.08837890625,116310.56860351562,138581.509765625,154299.89013671875,168103.73168945312,155405.41235351562,156331.48950195312,148634.35180664062,146243.19116210938,173492.55346679688,154022.0908203125,155430.67260742188,144310.07055664062,177533.13305664062,147406.3701171875,158490.6103515625,283148.1572265625,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(24:5),FA,494039.29541015625,270461.1787109375,226757.056640625,169202.03173828125,206442.2158203125,344794.9853515625,188801.69482421875,243635.35791015625,232283.0751953125,189545.61450195312,173755.29296875,206674.97509765625,285572.17919921875,256228.5400390625,274782.63818359375,259096.1015625,241214.4384765625,241534.7998046875,241821.09765625,262618.2978515625,220832.45263671875,220812.478515625,219208.8740234375,252773.7978515625,233699.3759765625,227809.05517578125,494039.29541015625,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(24:6),FA,1734765.0336914062,464083.80615234375,355072.62890625,231281.25634765625,353600.66748046875,690159.6469726562,240797.4765625,347105.14013671875,495660.232421875,358530.14306640625,373940.162109375,528804.1767578125,582906.681640625,485925.859375,483728.935546875,384136.08984375,321983.1826171875,364639.482421875,345128.544921875,358196.74462890625,247082.1787109375,244339.49755859375,274547.93798828125,372064.4228515625,321224.00048828125,232002.59765625,1734765.0336914062,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(25:0),FA,269983.3388671875,277580.22021484375,253153.4794921875,237765.49658203125,237658.1552734375,272304.7783203125,259140.35693359375,274600.1201171875,248863.373046875,208639.27612304688,170340.57275390625,159429.43017578125,250219.3193359375,152873.55126953125,232444.49658203125,226769.21484375,230850.537109375,207970.81591796875,216940.13720703125,224362.65625,215184.1953125,206390.1962890625,199463.1962890625,222599.896484375,195144.55419921875,209490.97802734375,269983.3388671875,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(25:1),FA,175807.57397460938,176822.97387695312,192849.07568359375,281906.9387207031,216462.6328125,209718.634765625,276862.2197265625,168059.0908203125,211749.87426757812,220670.81372070312,149969.25061035156,139060.27075195312,258922.67797851562,120445.80834960938,204785.45556640625,209490.77612304688,192034.03369140625,170091.99243164062,180200.6123046875,197246.85278320312,189102.47290039062,185785.45288085938,159901.65185546875,197908.69189453125,178667.89233398438,193138.89404296875,175807.57397460938,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(25:4),FA,381251.51220703125,288114.8391113281,187787.61254882812,137660.84838867188,155427.03100585938,297866.10302734375,157803.73168945312,205752.49487304688,204423.91479492188,155509.2099609375,137197.8712158203,151884.33129882812,214700.1142578125,254242.85791015625,245002.41796875,202907.3330078125,209772.99462890625,191788.75439453125,194463.89404296875,241132.7197265625,204405.33447265625,194090.93310546875,180410.25341796875,218533.3349609375,199661.19189453125,197891.45361328125,381251.51220703125,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(26:0),FA,233109.236328125,225713.015625,218602.115234375,164024.57275390625,213140.2138671875,250677.9375,187318.43286132812,267618.04052734375,226818.47729492188,245383.67724609375,171048.81201171875,144136.59057617188,188961.29467773438,126853.189453125,186164.892578125,183930.5927734375,177296.07275390625,181059.73461914062,181843.9921875,195557.59423828125,178854.7724609375,190220.07421875,177610.61328125,186859.91430664062,182765.31323242188,186638.5341796875,233109.236328125,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(26:1),FA,234367.0966796875,203498.1337890625,187234.55346679688,145435.431640625,160419.07202148438,211825.134765625,162317.17138671875,186450.47290039062,155288.931640625,134582.72827148438,119139.70703125,102551.82678222656,132307.10913085938,110887.78735351562,156171.30981445312,168638.791015625,157502.87243652344,150354.51171875,151049.71142578125,160834.05078125,158800.21215820312,154809.3701171875,140570.2900390625,156672.29125976562,145325.52978515625,159084.95092773438,234367.0966796875,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(26:2),FA,188853.63330078125,247909.51904296875,240968.2548828125,138053.57080078125,150963.90966796875,222898.6953125,139212.78979492188,210939.85424804688,166666.25024414062,121344.50927734375,127602.13024902344,89889.12573242188,126535.94909667969,93474.68676757812,326889.78515625,223817.3154296875,166451.01135253906,154820.3701171875,144250.86938476562,190096.6318359375,152992.150390625,198471.17260742188,139387.5703125,158836.59033203125,137862.46923828125,207482.65551757812,188853.63330078125,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(26:3),FA,138940.24951171875,152165.62963867188,133755.70947265625,105530.58715820312,107090.74755859375,128813.44897460938,104169.16674804688,130911.38891601562,116014.66857910156,98954.80712890625,88950.72668457031,81377.306640625,104332.28869628906,103788.72607421875,131655.90966796875,139504.0302734375,133962.06958007812,119890.62963867188,126677.669921875,137805.70922851562,138446.17041015625,139773.72973632812,123653.54870605469,142331.35034179688,129994.86962890625,138361.55078125,138940.24951171875,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(26:4),FA,200187.33447265625,193896.99243164062,161141.69311523438,129520.90991210938,136400.52978515625,184775.35278320312,140732.07055664062,165454.27294921875,149253.35083007812,149806.89038085938,143061.96948242188,142576.78979492188,180527.3916015625,164245.55224609375,204196.9345703125,203111.1533203125,207683.0556640625,206243.4140625,199853.27294921875,212239.7958984375,205751.29248046875,198817.15625,190503.052734375,215586.2353515625,205254.193359375,204392.974609375,200187.33447265625,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(26:5),FA,386656.4873046875,300294.1396484375,265902.1376953125,201855.29443359375,235062.296875,337239.962890625,188962.11279296875,266185.92236328125,197341.47387695312,210310.01245117188,186018.6728515625,195431.5126953125,243097.4990234375,224819.056640625,273802.20068359375,254963.576171875,243088.91943359375,233085.4736328125,231608.2177734375,234296.3759765625,227809.05615234375,203240.9541015625,227240.1162109375,231819.89453125,211983.61669921875,210909.8349609375,386656.4873046875,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(26:6),FA,243385.6181640625,246528.83740234375,234616.41552734375,163088.85107421875,177915.29248046875,233976.7158203125,189150.2734375,232253.3349609375,244690.638671875,215587.31591796875,315315.0830078125,385424.0673828125,373248.626953125,225899.435546875,347715.3056640625,330087.7255859375,272893.31982421875,295313.18115234375,297811.0419921875,212031.994140625,225694.1552734375,203228.7939453125,238589.0546875,275399.6591796875,272404.060546875,203448.333984375,243385.6181640625,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(27:0) | FA(28:7),FA,532209.71875,658812.2690429688,455694.8876953125,533744.798828125,531654.8212890625,754696.46875,749904.9907226562,782513.0380859375,661037.1845703125,2062269.3349609375,534023.5595703125,282818.318359375,698547.4069824219,215132.57666015625,541527.2651367188,403920.1318359375,349112.4841308594,420257.72900390625,385089.8671875,400604.19091796875,410645.0546875,409566.611328125,406766.76904296875,472928.0546875,462382.3525390625,463602.5537109375,532209.71875,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(27:0) | FA(28:7)_2,FA,414308.6689453125,565978.041015625,393826.60546875,508642.6162109375,466749.03125,624976.6030273438,710484.5869140625,724232.072265625,613351.02734375,2215026.7778320312,515157.0556640625,253453.91674804688,712961.2514648438,167164.53466796875,494940.3017578125,348705.90576171875,293958.8620605469,385392.4460449219,357274.76416015625,354454.765625,366564.90380859375,374651.1857910156,367372.9636230469,409546.47412109375,401443.9873046875,382690.990234375,414308.6689453125,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(27:1),FA,127586.16796875,192142.21435546875,149282.4697265625,105049.62744140625,115834.94799804688,152528.89208984375,101357.90747070312,147282.01049804688,124779.90844726562,111858.72827148438,108931.58776855469,93616.96667480469,122295.42895507812,100298.70678710938,166336.81103515625,166668.31079101562,158845.53076171875,158704.970703125,140415.23022460938,213569.595703125,194131.0126953125,204073.63452148438,139214.42919921875,251881.4365234375,172873.8134765625,209348.6953125,127586.16796875,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(27:2),FA,149431.77099609375,221163.3740234375,201845.75244140625,127777.74755859375,148605.41064453125,199253.45361328125,131414.10913085938,175721.2939453125,170109.1337890625,133013.13024902344,132915.82836914062,110998.7685546875,123622.14916992188,99102.12646484375,138601.98803710938,134294.58935546875,131795.50927734375,131646.9482421875,118969.0087890625,137139.87036132812,136005.17041015625,124556.90942382812,116431.38793945312,133912.54833984375,120812.708984375,134942.82983398438,149431.77099609375,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(27:3),FA,166916.61206054688,193289.07348632812,172665.41162109375,164361.5517578125,161599.14892578125,189149.49487304688,148190.46997070312,166675.18994140625,156434.53076171875,192667.4168701172,148021.28955078125,128739.68884277344,174691.591796875,136800.96948242188,203958.6533203125,206998.99340820312,205823.89453125,190366.29174804688,192217.7734375,205674.595703125,196018.97241210938,180376.77270507812,183802.27172851562,200359.6533203125,174129.8125,190438.8525390625,166916.61206054688,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(27:4),FA,260572.41870117188,169073.45263671875,151586.9306640625,137736.62841796875,141601.47143554688,201768.69555664062,135070.78881835938,149321.90942382812,151795.90893554688,158576.79052734375,118588.54760742188,131128.26928710938,163605.373046875,128552.02880859375,185714.994140625,183860.412109375,173636.7119140625,148956.44970703125,149569.85107421875,157631.03149414062,160959.83032226562,142957.98999023438,143525.43017578125,155153.37084960938,151317.42993164062,153057.130859375,260572.41870117188,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(28:0),FA,157261.5506591797,370862.94970703125,220766.97827148438,149877.46997070312,145549.35009765625,224433.37622070312,168784.95239257812,242065.77783203125,213922.95581054688,317314.7021484375,173399.71215820312,106174.70690917969,214201.73376464844,96617.306640625,170284.55151367188,174063.67211914062,171191.63110351562,208411.115234375,181475.45239257812,200379.05688476562,213609.69555664062,204470.99450683594,181694.8133544922,215438.67211914062,206241.81665039062,215059.79443359375,157261.5506591797,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(28:1),FA,132892.02880859375,219572.9168701172,183159.45385742188,146948.97021484375,158014.0135498047,172378.4344482422,127921.54858398438,176537.95263671875,215164.41430664062,237267.45532226562,200834.05541992188,161653.8310546875,227483.595703125,156845.59033203125,273766.10009765625,283798.00146484375,271862.3825683594,269794.19873046875,241545.41796875,322373.56494140625,277632.7578125,311633.2395019531,243772.037109375,296496.12109375,263502.21630859375,303353.69921875,132892.02880859375,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(28:2),FA,154526.55053710938,295069.2216796875,406845.2705078125,131618.42895507812,165604.27124023438,360800.7216796875,148494.41040039062,308875.0593261719,175057.69213867188,125993.02819824219,161161.65069580078,108157.72778320312,129541.4091796875,103993.66748046875,133838.70922851562,134410.08984375,132783.46899414062,134292.07006835938,133907.55102539062,138518.04907226562,148726.81005859375,131771.80908203125,136237.4677734375,145579.9306640625,150487.85180664062,144213.55151367188,154526.55053710938,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(28:3),FA,147055.36889648438,175328.39331054688,137948.291015625,119807.58764648438,125376.96875,156621.35107421875,117100.267578125,139448.38989257812,176501.69116210938,140656.43029785156,111825.00830078125,97342.80798339844,125349.72875976562,125425.34838867188,141395.03076171875,150751.61181640625,141569.07006835938,140530.17041015625,132654.27001953125,154811.11010742188,145032.69140625,130811.38842773438,134081.36987304688,152293.27075195312,133509.20922851562,146220.771484375,147055.36889648438,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(28:4),FA,141668.3291015625,155942.75170898438,113709.40747070312,100225.46728515625,112521.4873046875,137111.70971679688,110108.70751953125,131072.34912109375,128490.2890625,113965.34814453125,113771.990234375,88677.2275390625,113806.4482421875,103010.54711914062,127821.77001953125,133673.44946289062,142470.42993164062,128561.509765625,122543.48950195312,131191.548828125,134185.5302734375,129045.00952148438,117782.8291015625,138109.21044921875,127819.32861328125,135073.7890625,141668.3291015625,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(28:5),FA,183742.89233398438,141974.11157226562,132688.48876953125,108532.74853515625,115682.34838867188,156852.6923828125,104378.486328125,127716.29028320312,115917.6083984375,108143.66674804688,108150.30786132812,123269.36840820312,159797.47119140625,171059.81103515625,214594.49609375,211259.1962890625,208170.1357421875,187480.2119140625,182406.052734375,208933.29296875,189667.4521484375,188785.43383789062,175520.59155273438,197467.73388671875,185476.87060546875,198859.61328125,183742.89233398438,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(28:6),FA,213681.6357421875,238547.91723632812,195239.673828125,158492.79077148438,176692.63305664062,225208.51733398438,188484.89208984375,232867.2333984375,233671.23583984375,214926.59423828125,164106.35131835938,133840.20874023438,185290.93139648438,141439.06958007812,291512.7409667969,254745.53784179688,238675.99609375,214941.4560546875,199642.77416992188,249973.677734375,235725.95458984375,232900.35717773438,197989.09497070312,243746.35717773438,218459.75439453125,245469.79736328125,213681.6357421875,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(29:0),FA,139058.52978515625,512387.2561035156,356348.74658203125,1446674.8322753906,1119815.669921875,1142054.9873046875,2366085.591796875,1535971.365234375,1381896.9609375,6155938.1806640625,1256853.466796875,411283.8896484375,2305346.4970703125,138152.23046875,320789.8610839844,328943.861328125,367788.9436035156,733593.9794921875,676234.6220703125,491944.658203125,683177.7705078125,579649.806640625,698562.0512695312,714861.6396484375,764848.6938476562,590970.2197265625,139058.52978515625,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(29:1),FA,111245.748046875,426470.3770751953,140862.150390625,134231.16821289062,131840.90856933594,149764.4891357422,144239.37060546875,174691.5126953125,135429.33129882812,135227.568359375,108266.70678710938,77189.36529541016,108810.86669921875,69509.72521972656,156118.43188476562,154082.39013671875,150177.40966796875,131896.94897460938,127067.88928222656,215848.95666503906,207124.4345703125,134709.33129882812,164377.91015625,164978.1336669922,132811.34887695312,138669.05017089844,111245.748046875,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(29:2),FA,138803.97033691406,152191.5118408203,122943.8671875,95283.02551269531,114871.62866210938,145299.76989746094,100769.54711914062,126028.5498046875,181089.27478027344,117429.08728027344,96653.08740234375,86525.86608886719,110888.52844238281,100400.46801757812,132636.01000976562,132458.869140625,129625.42919921875,125860.9892578125,120286.5087890625,151116.6904296875,140368.60961914062,160711.7099609375,112191.02856445312,247250.97680664062,130869.40991210938,159194.9521484375,138803.97033691406,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(29:3),FA,282447.9973144531,226366.0576171875,200745.17358398438,121544.46923828125,145462.62866210938,210189.87548828125,127173.44897460938,163618.69189453125,137098.6915283203,145207.650390625,105809.12707519531,99212.68774414062,143535.57104492188,116503.54833984375,169353.41162109375,157818.87280273438,155977.73046875,143705.16918945312,137701.51000976562,209688.81713867188,162822.81103515625,199564.83276367188,136232.189453125,347097.6623535156,146552.61157226562,184791.95458984375,282447.9973144531,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(2:0),FA,73614.44580078125,78383.60565185547,74947.38580322266,75596.32557678223,77728.90533447266,81409.86654663086,75032.12446594238,82878.74627685547,41810.202880859375,14542.101119995117,11846.120849609375,8953.220611572266,10941.240737915039,12852.0009765625,12506.680847167969,12640.72085571289,14790.521133422852,12588.500900268555,12104.800811767578,12186.160705566406,12989.540924072266,11479.260681152344,12196.020935058594,12234.540901184082,13451.0009765625,14289.94107055664,73614.44580078125,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(30:0),FA,119196.26867675781,243713.93530273438,184212.1337890625,188914.6727294922,133015.98803710938,189677.37426757812,192829.3321533203,205839.1953125,193205.015625,364609.4091796875,172490.3140258789,92119.84631347656,250518.39880371094,71814.50524902344,122951.42846679688,128960.369140625,121890.06811523438,158311.45092773438,130711.74853515625,167825.61254882812,153405.11279296875,184187.21520996094,143640.310546875,229793.3731689453,159315.03088378906,164195.712890625,119196.26867675781,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(30:1),FA,106252.72729492188,155062.67138671875,140307.53051757812,98049.10717773438,95726.6474609375,117490.52844238281,92394.36706542969,118795.76770019531,114722.58703613281,96074.72668457031,80308.60583496094,65445.425048828125,92816.90649414062,77786.6455078125,121637.52880859375,124244.66967773438,125187.56921386719,119805.08837890625,119929.22778320312,189801.09350585938,148893.6298828125,206576.25256347656,115658.748046875,290808.93896484375,138722.44970703125,184302.3155517578,106252.72729492188,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(30:2),FA,156562.77124023438,285791.0236816406,227246.5947265625,119392.58813476562,123575.02880859375,172540.251953125,108375.98645019531,176435.21130371094,133048.91040039062,114269.86828613281,99724.52600097656,95420.62683105469,123967.767578125,128234.88842773438,166967.55395507812,162474.17309570312,151975.83129882812,145106.9501953125,131941.88891601562,220787.77514648438,189269.47534179688,218153.07446289062,139818.91015625,310891.46533203125,166261.970703125,214053.17407226562,156562.77124023438,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(30:3),FA,155729.94970703125,445169.37536621094,242084.7373046875,140417.20971679688,119623.24853515625,139065.55139160156,113966.54711914062,142880.58959960938,224807.73510742188,193762.65649414062,194223.3936767578,140191.74877929688,204685.13500976562,100474.46630859375,164581.77172851562,146333.15112304688,152379.85083007812,141359.51025390625,133496.66967773438,159368.33325195312,152326.11108398438,150832.63012695312,131849.24926757812,181168.93237304688,134100.76733398438,153290.91259765625,155729.94970703125,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
FA(30:4),FA,234930.09606933594,714634.7663574219,324720.2442626953,195646.83227539062,148695.96997070312,195653.17211914062,141899.49072265625,182419.99072265625,328452.3271484375,302625.2199707031,293158.75842285156,187372.59118652344,294435.5380859375,92307.26708984375,193161.51220703125,173214.5528564453,159194.35205078125,166522.734375,145268.39135742188,181142.23168945312,167073.33081054688,158222.5701904297,147892.75048828125,183615.49072265625,153612.31030273438,170373.29296875,234930.09606933594,Type: Brain,Type: Retina,Type: Brain vs Type: Retina,13,13,BlankBrain_NA
