Lipid,Class,BlankLiver_NA,C-1LiverF,C-2LiverF,C-3LiverF,C-4LiverM,C-5LiverM,C-6LiverM,E-1LiverF,E-2LiverF,E-3LiverF,E-4LiverM,E-5LiverM,E-6LiverM,BlankBrain_NA_x,C-1BrainF,C-2BrainF,C-3BrainF,C-4BrainM,C-5BrainM,C-6BrainM,E-1BrainF,E-2BrainF,E-3BrainF,E-4BrainM,E-5BrainM,E-6BrainM,BlankBrain_NA_y,Title1,Title2,Title,length1,length2,Blank_name
DG(38:4)_C18:1,DAG,2662.9801864624023,3749.7602767944336,2948.8402214050293,3474.0002632141113,2853.6202087402344,3671.780242919922,3312.6002464294434,2939.160202026367,3162.4402198791504,2919.6402168273926,3279.080238342285,3599.2002296447754,2856.7001914978027,3254.620220184326,3176.320224761963,3075.6401977539062,3665.360282897949,2733.3202018737793,3238.080207824707,3587.120258331299,2678.0601768493652,2742.7402153015137,3569.4802436828613,2564.2601585388184,2803.860206604004,3202.6402320861816,3254.620220184326,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:4)_C18:2,DAG,2310.620143890381,2317.1601524353027,2434.1001586914062,2285.220157623291,2209.1201515197754,2230.740146636963,2277.9001541137695,2397.4601516723633,2342.1601638793945,2361.460147857666,2340.840156555176,2316.720146179199,2279.8801460266113,2363.0401573181152,2252.860164642334,2184.3201599121094,2194.760150909424,2193.1201553344727,2257.780158996582,2373.340145111084,2200.8601570129395,2220.4201469421387,2454.6401710510254,2172.200149536133,2353.9601669311523,2322.220157623291,2363.0401573181152,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:5)_C16:0,DAG,1945.68013381958,3540.9202308654785,4626.900295257568,1891.2201385498047,1741.3401184082031,3737.400234222412,3757.6402893066406,2201.300148010254,1792.9201278686523,2480.3801651000977,4010.620273590088,5792.140449523926,5346.240386962891,2657.0001907348633,1968.5001411437988,2660.540153503418,2569.960193634033,3304.6202507019043,2747.5001945495605,1947.3601188659668,2441.080177307129,2105.4201469421387,2762.880184173584,2452.7201805114746,2656.480197906494,3097.360237121582,2657.0001907348633,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:5)_C16:1,DAG,2169.500129699707,2292.360176086426,1967.5401306152344,1997.3601379394531,1979.2001457214355,1982.7401428222656,2352.400173187256,2209.9601402282715,2121.920154571533,2482.880195617676,1963.8601379394531,2543.480194091797,2337.0001678466797,2414.080177307129,2028.1401481628418,1951.9401397705078,1913.980136871338,1938.460132598877,2028.240146636963,1933.300136566162,2083.0401458740234,1964.9601249694824,2968.100227355957,1963.5401229858398,2127.080150604248,2066.26016998291,2414.080177307129,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:5)_C18:0,DAG,1972.4001426696777,1776.0401153564453,1939.7601432800293,2038.5401306152344,1944.4001159667969,2180.580146789551,1870.2601432800293,1771.6001205444336,1825.2201309204102,2005.0201416015625,1760.040126800537,1843.5201301574707,2051.0001373291016,2622.000160217285,2134.20015335083,1781.3001403808594,2017.0201530456543,1841.000114440918,1908.7801399230957,2069.8601570129395,2028.0201530456543,1866.5201377868652,1809.200122833252,1809.2401237487793,1985.2401428222656,1918.7001419067383,2622.000160217285,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:5)_C18:1,DAG,2388.3001670837402,2316.3601684570312,2287.0001640319824,2132.300151824951,2395.8201599121094,3028.0802116394043,2580.580165863037,2276.920166015625,2284.4001541137695,2284.060157775879,2785.1801948547363,2006.3001136779785,2433.400192260742,2606.640182495117,2723.060199737549,2246.380138397217,2158.2601432800293,2430.64017868042,2678.1401863098145,2669.520191192627,2055.920154571533,2723.720169067383,2332.880168914795,2245.9001502990723,2338.580177307129,2146.440155029297,2606.640182495117,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:5)_C18:2,DAG,2320.340156555176,2240.10013961792,2287.8801498413086,2212.880157470703,2182.8601455688477,2403.7801628112793,2257.960159301758,2230.70015335083,2338.880138397217,2361.7001571655273,2196.7601470947266,2263.900161743164,2166.200149536133,2300.5801696777344,2277.6001510620117,2364.7601585388184,2253.3401527404785,2166.9001426696777,2405.500175476074,2236.5801582336426,2129.5201377868652,2196.7401428222656,2445.5601654052734,2188.840160369873,2289.900177001953,2202.6601524353027,2300.5801696777344,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:6)|DG(dO-40:6)_C16:0,DAG,3098.8602027893066,5835.780410766602,8255.680515289307,2597.0001678466797,2924.5602111816406,12623.300861358643,13625.401042938232,1900.7001190185547,2069.1601524353027,7026.880470275879,6101.780410766602,15881.361145019531,8788.540542602539,8322.22063446045,2439.5601768493652,2612.8401679992676,3026.0802001953125,6595.660526275635,3280.1602478027344,2466.4401512145996,3392.7802238464355,2651.500186920166,5873.1004066467285,1848.540138244629,3191.9202423095703,5229.060390472412,8322.22063446045,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:6)|DG(dO-40:6)_C16:1,DAG,2733.2201805114746,2106.800151824951,2327.740161895752,2385.2001609802246,1972.6801376342773,2642.440170288086,2058.7401390075684,2032.8401412963867,2000.6401405334473,2154.1801681518555,1914.380142211914,2209.5601387023926,2055.3201332092285,6615.240436553955,2039.440143585205,2010.320140838623,2091.220169067383,2201.6001472473145,2022.2001457214355,1970.18013381958,1967.400131225586,2035.8601379394531,2747.540184020996,2044.780143737793,2069.080146789551,2097.560157775879,6615.240436553955,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:6)|DG(dO-40:6)_C18:0,DAG,3136.660228729248,1844.4601287841797,1958.3601341247559,1793.9201316833496,1899.2601318359375,3758.9602851867676,2107.0201263427734,1847.6001281738281,1789.9801330566406,2125.9601440429688,1942.8601379394531,1840.3401374816895,2650.380184173584,7174.080520629883,1981.020133972168,1893.4401397705078,1800.5401306152344,1771.3401222229004,2860.7201766967773,1743.1601257324219,2202.4001541137695,2123.6801528930664,2499.4001541137695,2159.4201431274414,1826.4801330566406,2004.1201362609863,7174.080520629883,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:6)|DG(dO-40:6)_C18:1,DAG,5110.84037399292,4665.120315551758,4835.820308685303,4204.100284576416,3957.9602966308594,3455.460231781006,4243.780300140381,4774.060329437256,4446.260288238525,4178.400287628174,4066.700298309326,4818.620357513428,4061.70027923584,5004.00036239624,4111.180263519287,4120.940277099609,4521.420310974121,4263.060291290283,5144.040355682373,4209.880310058594,4168.460250854492,4825.22038269043,4708.220333099365,5063.120380401611,3083.720241546631,3742.32027053833,5004.00036239624,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:6)|DG(dO-40:6)_C18:2,DAG,2300.8001747131348,2243.3401412963867,2188.2601470947266,2255.140163421631,2391.080165863037,2278.5401649475098,2201.9001655578613,2144.180149078369,2227.920154571533,2302.2001609802246,2232.2401275634766,2242.7801513671875,2305.320152282715,2180.3001670837402,2126.360153198242,2269.6601486206055,2161.8401641845703,2265.8401641845703,2216.12015914917,2213.2201385498047,2158.900146484375,2348.500144958496,2210.440158843994,2308.680160522461,2128.560146331787,2323.0401649475098,2180.3001670837402,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:7)|DG(37:0)_C16:0,DAG,8252.280536651611,7781.220474243164,8485.560565948486,6150.620399475098,6797.460460662842,14020.8811378479,8040.700565338135,2922.9601974487305,4120.920322418213,7129.040451049805,8308.660652160645,8656.840602874756,10237.760726928711,26790.182327270508,6425.700469970703,6987.700466156006,6949.960479736328,15809.761222839355,6042.860397338867,7079.940486907959,7899.540546417236,8269.880599975586,10517.340755462646,5670.700386047363,8202.900508880615,11426.980800628662,26790.182327270508,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:7)|DG(37:0)_C16:1,DAG,5946.740398406982,2193.9401473999023,2548.0401916503906,2399.2001724243164,2130.0401573181152,6478.460475921631,3240.460235595703,2160.800163269043,2206.280158996582,2788.9201469421387,1949.4601516723633,3315.4602394104004,3335.5002059936523,44921.18306732178,2346.5401725769043,2066.440139770508,1970.2801246643066,2376.0801734924316,2096.000156402588,2103.260150909424,1997.540126800537,2080.720146179199,5379.620361328125,2025.6001281738281,2004.7001342773438,3465.300247192383,44921.18306732178,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:7)|DG(37:0)_C18:0,DAG,7364.800540924072,2597.0601921081543,2339.5801696777344,2268.5801391601562,2089.440143585205,9629.540786743164,3021.0802268981934,1974.9201545715332,2385.7001876831055,2330.100166320801,1820.7201232910156,2170.540153503418,7343.06050491333,30244.122360229492,2601.5601959228516,2112.4201431274414,3113.660243988037,2326.8601684570312,4690.100357055664,2400.640163421631,1932.0001335144043,2081.8001441955566,2937.76021194458,2038.5801239013672,2353.2001609802246,2307.140163421631,30244.122360229492,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:7)|DG(37:0)_C18:1,DAG,2636.0801734924316,2259.4401473999023,2197.620143890381,2265.7601623535156,2270.140148162842,3093.9602012634277,3071.3002433776855,2097.9201469421387,2492.9201698303223,2224.260166168213,2417.700183868408,2173.380153656006,2765.0001831054688,5057.680362701416,2643.260181427002,2700.620162963867,2519.6801795959473,2392.020164489746,2238.720146179199,2508.4001808166504,2223.9401664733887,2029.9401359558105,2262.720169067383,2133.8001556396484,2131.1601524353027,2517.8201866149902,5057.680362701416,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:7)|DG(37:0)_C18:2,DAG,2540.9401626586914,2508.0601806640625,2322.5401611328125,2265.7001457214355,2466.7401695251465,2530.0401763916016,2479.9601860046387,2420.1801681518555,2453.160167694092,2300.0801544189453,2555.7601776123047,2215.7801628112793,2447.1601600646973,2398.76016998291,2311.58016204834,2607.300178527832,2508.060161590576,2595.800178527832,2518.8601722717285,2497.3601722717285,2209.500141143799,2284.7201652526855,2477.0601844787598,2453.1601753234863,2425.0801734924316,2351.400157928467,2398.76016998291,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:8)|DG(dO-40:8)|DG(37:1)_C16:0,DAG,4868.820384979248,3743.800266265869,5218.000373840332,3449.2002334594727,3147.7202377319336,5241.440376281738,3657.580253601074,2930.6402130126953,2145.6201553344727,3968.5402908325195,6367.260486602783,4463.7202796936035,6203.860458374023,5132.460350036621,3720.2802734375,4593.8203201293945,4759.320327758789,4332.420272827148,3794.66024017334,5040.740383148193,7589.380474090576,3665.3202590942383,6005.160427093506,4447.180328369141,4698.740352630615,5520.800392150879,5132.460350036621,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:8)|DG(dO-40:8)|DG(37:1)_C16:1,DAG,8794.140800476074,2631.220188140869,3060.9802284240723,2451.020164489746,1993.66015625,11293.580757141113,7338.420570373535,3135.960247039795,2756.64017868042,2907.3202171325684,2191.4001426696777,3557.1802520751953,7100.080493927002,174203.83025741577,3408.7802124023438,2276.800178527832,2375.6801567077637,3033.0602264404297,2532.0801696777344,2170.2001457214355,2231.040184020996,2231.3801612854004,10880.140697479248,1935.220127105713,2008.0801429748535,6982.56050491333,174203.83025741577,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:0,DAG,2271.440139770508,2043.8201446533203,2257.7601623535156,2133.6201515197754,1995.000144958496,2814.6002044677734,2820.2802352905273,2192.980167388916,1984.0401458740234,1832.7001342773438,1731.3201217651367,1972.5001373291016,2661.1401748657227,3097.920196533203,2022.4001426696777,1923.3601379394531,1822.5601425170898,2195.340156555176,2555.8401794433594,1978.9001350402832,1928.3001289367676,2067.920154571533,3057.9602088928223,1946.9601402282715,2081.880142211914,1924.8601379394531,3097.920196533203,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,DAG,4494.34029006958,2563.460193634033,3264.2402267456055,3350.9802436828613,3023.640193939209,5176.340362548828,3324.880241394043,2625.1601753234863,3078.4001846313477,2787.900188446045,3055.180202484131,2633.360195159912,5884.020420074463,19098.86111831665,3133.920211791992,3078.460220336914,3008.9802055358887,3145.300224304199,3812.2802772521973,2615.140167236328,3267.6802520751953,3477.5402450561523,3245.3002166748047,3120.8002014160156,2553.1201934814453,2753.420211791992,19098.86111831665,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:2,DAG,2906.960216522217,2617.8201789855957,2314.7001419067383,2265.7601585388184,2537.4601821899414,2613.5801887512207,2457.000171661377,2559.200168609619,2206.8601608276367,2469.9401626586914,2572.5201873779297,2489.3801803588867,2677.5401725769043,2856.0001792907715,2528.3401832580566,2584.660171508789,2268.860153198242,2444.260166168213,2339.9201622009277,2387.860164642334,2570.6801681518555,2177.20015335083,2287.940155029297,2536.260166168213,2572.6801681518555,2486.920150756836,2856.0001792907715,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:9)|DG(dO-40:9)|DG(37:2)_C16:0,DAG,1956.9201278686523,2013.0601425170898,2679.8601875305176,1950.2401237487793,1913.8001174926758,2254.2201499938965,2319.020149230957,2170.2401428222656,1890.560131072998,1939.4201431274414,2969.480197906494,2240.1201515197754,2120.580150604248,1815.0801277160645,2163.300148010254,2327.880157470703,2059.7601432800293,2345.7801666259766,1881.6001358032227,2073.1001358032227,2170.2401390075684,2049.5801544189453,2740.1401977539062,1749.7401237487793,2319.7601890563965,2746.1602096557617,1815.0801277160645,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:9)|DG(dO-40:9)|DG(37:2)_C16:1,DAG,2347.6001472473145,2158.760150909424,2423.620174407959,2033.6401329040527,1967.1001434326172,2039.7201538085938,2012.320140838623,1921.000144958496,2207.300163269043,1946.2401275634766,1912.2201347351074,2259.9801635742188,1993.5601348876953,2360.5401763916016,2487.940185546875,1952.9201354980469,1914.5601501464844,1916.780128479004,1935.0001258850098,1917.860122680664,2015.2601356506348,1989.5201263427734,2366.2001609802246,2015.4001502990723,2022.760139465332,1989.8001403808594,2360.5401763916016,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:0,DAG,2137.400161743164,1921.4201354980469,1953.0001411437988,1985.3801307678223,2098.920139312744,2350.180191040039,2292.0601654052734,2141.0401306152344,2128.0801429748535,2092.760150909424,1725.980125427246,1744.1601104736328,1869.0401420593262,2271.000175476074,1827.8401145935059,1775.2201194763184,1950.5401344299316,2200.0001525878906,1958.3601531982422,1944.9201469421387,2022.000144958496,1812.6001319885254,2071.0401573181152,2341.5801544189453,1894.3201370239258,2296.1801948547363,2271.000175476074,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:1,DAG,6132.360427856445,4857.060371398926,4323.000316619873,5088.940376281738,4127.360275268555,5090.180358886719,4836.160316467285,5229.760372161865,4315.140300750732,4981.620361328125,4520.28031539917,4162.780311584473,4743.460330963135,5631.020408630371,4852.980354309082,4317.700302124023,4673.00032043457,4661.280345916748,4516.540328979492,3985.1002807617188,4367.420314788818,5383.880393981934,4439.800323486328,5311.8403968811035,5299.000385284424,5271.84037399292,5631.020408630371,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:2,DAG,4688.920307159424,2714.560188293457,2526.6001739501953,2925.3402061462402,2687.5401916503906,2499.4601554870605,2530.7001876831055,2659.760185241699,2501.780170440674,2260.9401473999023,2676.6601791381836,2340.7201766967773,2920.8402061462402,7132.740528106689,2797.120216369629,2762.640193939209,2657.480197906494,2548.68017578125,2602.140193939209,2445.160182952881,2489.0801544189453,2858.7801780700684,2192.6601753234863,2467.560173034668,2271.700164794922,2917.0602073669434,7132.740528106689,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:4)_C16:0,DAG,2051.8401527404785,2677.640193939209,2955.0402069091797,1773.2601203918457,1823.0601234436035,2976.7602043151855,2358.8001594543457,1823.5601348876953,1861.1801452636719,1910.7801361083984,3249.6202278137207,4085.1802673339844,4204.000324249268,2284.4801750183105,1958.6401329040527,1965.58012008667,1910.6601257324219,1926.980136871338,1842.1201515197754,1908.9801483154297,2227.200149536133,1879.5001335144043,2132.980152130127,1960.3801383972168,2453.020195007324,2241.6801719665527,2284.4801750183105,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:4)_C16:1,DAG,2982.500213623047,2368.1001892089844,2709.5201873779297,3073.20023727417,2018.6201515197754,1913.5401458740234,1983.9801216125488,2340.860164642334,2212.6801414489746,2086.0401573181152,2119.840156555176,2522.120174407959,2229.56014251709,2718.8001823425293,2140.9401512145996,1931.8201370239258,2274.840175628662,2035.9601554870605,2432.420177459717,2093.560157775879,2198.4601516723633,1992.040138244629,3432.9402198791504,1987.340129852295,2258.5801582336426,2422.4801445007324,2718.8001823425293,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:4)_C18:0,DAG,3281.500228881836,3111.4002113342285,3884.600299835205,2587.0001640319824,3189.3002548217773,3908.360282897949,3166.6002197265625,3159.0002479553223,2453.4401779174805,3373.3802070617676,2087.1601600646973,2180.820152282715,3517.800262451172,4216.040325164795,3181.960189819336,3517.9402465820312,2820.5802001953125,3127.140235900879,2817.480224609375,4173.220268249512,2842.100185394287,3105.18021774292,3384.4202461242676,3147.280227661133,3146.4602088928223,3190.2602310180664,4216.040325164795,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:4)_C18:1,DAG,2686.820182800293,2819.7001953125,2528.0801734924316,2827.78018951416,2229.8201599121094,2853.460216522217,2835.400188446045,2884.720199584961,2255.4201622009277,2724.420181274414,2655.460178375244,2280.4001655578613,2730.720188140869,2514.2601623535156,2466.1201515197754,2901.8201789855957,2478.440158843994,2428.0201530456543,2371.3001708984375,2516.600185394287,2540.8601837158203,2359.920154571533,2343.260166168213,2213.5001525878906,2592.3801765441895,2293.0401611328125,2514.2601623535156,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:4)_C18:2,DAG,2283.820152282715,2236.74015045166,2329.860164642334,2331.920150756836,2564.5801734924316,2339.600166320801,2363.840175628662,2451.200180053711,2614.2201919555664,2250.0801582336426,2359.5001525878906,2379.900161743164,2386.640163421631,2265.4201698303223,2350.780174255371,2786.180187225342,2307.1401557922363,2222.980155944824,2425.740161895752,2430.660182952881,2342.680164337158,2349.4201622009277,2422.500175476074,2380.300163269043,2913.7802200317383,2585.4001808166504,2265.4201698303223,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:5)_C16:0,DAG,2435.58016204834,2284.5801696777344,2880.4001960754395,2151.060173034668,2082.260139465332,2951.5602378845215,2219.18017578125,1897.58012008667,1809.3401260375977,2309.700164794922,2064.2201538085938,2393.8001670837402,2304.5001487731934,2850.78018951416,1831.040126800537,2065.500141143799,2175.8601455688477,3071.8802223205566,1761.6801223754883,2148.7601432800293,2464.440185546875,1809.800121307373,3038.2202110290527,2068.9201469421387,2238.8601722717285,3207.580234527588,2850.78018951416,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:5)_C16:1,DAG,2142.480152130127,1929.8401374816895,1917.2401161193848,2180.520149230957,2075.560146331787,2062.9201583862305,2035.8001403808594,1985.760154724121,1982.000129699707,2023.100154876709,1912.3801460266113,1982.160140991211,2037.2001495361328,2197.380153656006,1918.7401313781738,1916.2401428222656,1914.4201469421387,1926.780128479004,2042.6601333618164,1954.0201263427734,2007.1001586914062,1966.8201522827148,2380.220184326172,1970.1601295471191,1919.9401359558105,2098.260154724121,2197.380153656006,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:5)_C18:0,DAG,2545.760181427002,1903.2601318359375,1912.440143585205,1920.8401222229004,1833.0801391601562,2173.3601417541504,2284.72017288208,1893.5401191711426,1760.8801345825195,2000.8601303100586,1702.6601104736328,1712.2001304626465,2027.3201522827148,2525.500186920166,1944.460147857666,1843.5001335144043,1975.520149230957,1814.9401245117188,2036.8401489257812,1792.2601356506348,1963.6201362609863,1771.5201301574707,2418.6801719665527,1906.9801216125488,1794.760124206543,1806.3001251220703,2525.500186920166,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:5)_C18:1,DAG,2842.3002128601074,2259.4001808166504,2982.600212097168,3362.6402587890625,3195.960220336914,2675.2201957702637,3089.1802101135254,3141.500213623047,2763.060188293457,2509.1801795959473,2562.7001876831055,3270.760242462158,2775.300189971924,3312.8802185058594,2628.6401710510254,2500.6001739501953,3087.1802253723145,3150.5602226257324,2567.3601684570312,2262.8801651000977,2827.0201873779297,3262.5002250671387,2764.460189819336,3257.440227508545,2770.000213623047,2757.1801986694336,3312.8802185058594,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:5)_C18:2,DAG,2307.440139770508,2189.3601608276367,2238.3001556396484,2407.8601608276367,2146.740146636963,2197.6001358032227,2218.56014251709,2271.720157623291,2288.180149078369,2347.6001625061035,2430.8801612854004,2551.7601737976074,2390.140167236328,2257.4001693725586,2162.8601722717285,2378.0201721191406,2200.7401542663574,2375.460163116455,2578.3001823425293,2347.2201538085938,2176.680164337158,2214.2201499938965,2202.1001586914062,2382.460174560547,2656.100185394287,2255.4001426696777,2257.4001693725586,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:6)_C16:0,DAG,3423.4002532958984,2414.4001655578613,2780.9602127075195,2882.9002075195312,2578.640182495117,4150.28031539917,2721.0401878356934,1985.0401458740234,1914.8201293945312,2635.0001678466797,2868.7601928710938,2388.7801628112793,3530.1002464294434,5436.240390777588,2770.5802001953125,2437.7001571655273,3610.6202659606934,5459.420425415039,2420.5401725769043,2478.4601554870605,2488.320167541504,2707.7201957702637,3715.4802474975586,2588.3001708984375,3407.580253601074,4726.480323791504,5436.240390777588,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:6)_C16:1,DAG,2891.080207824707,2585.5202026367188,2906.6202125549316,3157.320243835449,2322.9401779174805,1964.5001335144043,2146.0001525878906,2105.3401679992676,2404.6801834106445,2237.4001541137695,1912.8401412963867,2286.920166015625,2046.3201522827148,2948.200206756592,2783.940185546875,2381.9801750183105,2208.500144958496,2211.0201568603516,2030.820140838623,2203.620147705078,2155.260150909424,2102.3601417541504,2846.460216522217,2299.8801651000977,2297.360164642334,2382.840160369873,2948.200206756592,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:6)_C18:0,DAG,11008.700820922852,10246.900691986084,9606.420669555664,9200.080715179443,8704.200511932373,10497.66064453125,8520.460586547852,7844.680522918701,5785.020355224609,10479.120735168457,5659.120399475098,4853.000354766846,9498.380676269531,12836.601013183594,8503.560607910156,10085.22063446045,8809.46064376831,8751.680583953857,8872.300598144531,9046.580673217773,9840.040718078613,9693.500637054443,10438.000686645508,7963.720504760742,9312.780632019043,8216.46060180664,12836.601013183594,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:6)_C18:1,DAG,3333.80025100708,2614.360179901123,3143.0402221679688,2370.440185546875,3003.3802032470703,3115.0002365112305,2868.3202056884766,2973.1202087402344,2416.5001640319824,3038.400215148926,3005.040210723877,2584.8401794433594,2672.4401893615723,3873.420238494873,2642.2801666259766,3259.560230255127,2801.560199737549,2957.620204925537,3015.8602142333984,3008.6602096557617,2808.560203552246,3162.820209503174,2603.5401649475098,3082.640205383301,2652.1401901245117,2546.820171356201,3873.420238494873,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:6)_C18:2,DAG,12536.980865478516,9787.620723724365,9939.880676269531,10146.240779876709,9512.400650024414,9366.380668640137,9293.080669403076,9552.720737457275,11334.820755004883,10279.020664215088,10004.40079498291,8991.020664215088,9849.280632019043,9645.08067703247,10656.300746917725,11077.100723266602,8752.06063079834,11669.180809020996,10872.90072631836,11753.020893096924,9606.160675048828,12380.160949707031,9603.660717010498,10923.860740661621,10161.740726470947,8449.820594787598,9645.08067703247,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:7)|DG(38:0)|DG(dO-40:0)_C16:1,DAG,2230.2401390075684,1989.1801414489746,2086.8201484680176,1949.7801399230957,1947.1401290893555,2000.040138244629,1970.0601425170898,2033.980136871338,1935.4201316833496,1976.7001571655273,1913.2001419067383,2046.4001426696777,2335.0801734924316,2208.540153503418,2020.3601417541504,2001.5001411437988,1915.2401390075684,2056.360153198242,2192.480155944824,1944.2801246643066,2013.5201377868652,1919.3601341247559,2237.860153198242,1988.9201354980469,1965.5001373291016,2360.9201622009277,2208.540153503418,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:1,DAG,3543.0802726745605,2856.600185394287,2934.260227203369,3253.6002235412598,3053.420211791992,3094.5802001953125,2787.800189971924,2516.0401649475098,2659.540199279785,3164.1002159118652,2829.7802124023438,2917.72021484375,3472.480239868164,6548.460475921631,2563.6601791381836,2641.460178375244,2707.400192260742,2610.28018951416,3018.620204925537,2287.6801681518555,3238.5402030944824,2545.1801834106445,2511.280174255371,2788.3602027893066,3242.0802116394043,3000.560199737549,6548.460475921631,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2,DAG,2530.260166168213,2199.0201568603516,2129.240146636963,2295.9601516723633,2342.780143737793,2243.6201553344727,2415.800148010254,2380.560161590576,2199.2801475524902,2257.180164337158,2363.2201652526855,2138.1601486206055,2424.9201622009277,2453.1201820373535,2189.2401580810547,2295.480140686035,2387.68017578125,2387.3001594543457,2411.660171508789,2329.520149230957,2242.2001571655273,2355.5601654052734,2641.340187072754,2257.900173187256,2622.260181427002,2256.640151977539,2453.1201820373535,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
DG(39:8)|DG(O-40:8)|DG(38:1)_C16:0,DAG,3303.480224609375,3651.100254058838,4856.900310516357,4438.740295410156,3504.2602767944336,3780.8402824401855,3818.240303039551,2135.5201454162598,2332.0601387023926,2983.4602394104004,5275.840370178223,4970.860385894775,5267.040355682373,4704.6003494262695,3555.3802452087402,3713.20027923584,2969.1002159118652,3839.4802627563477,3334.6402168273926,3270.000213623047,4944.3603439331055,4696.740325927734,4224.340293884277,3005.940196990967,3582.3402557373047,4655.460315704346,4704.6003494262695,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
