Lipid,Class,BlankBrain_NA_x,E-5BrainM,E-6BrainM,BlankLiver_NA,E-4LiverM,E-5LiverM,E-6LiverM,BlankBrain_NA_y,Title1,Title2,Title,length1,length2,Blank_name
[TG(64:6)]_FA22:6,TAG,1542.3001022338867,1538.9001121520996,1605.3601188659668,1539.1801147460938,1587.0201034545898,1733.5001220703125,1740.9401168823242,1542.3001022338867,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(64:7)|TG(63:0)]_FA22:6,TAG,1541.9801139831543,1538.4600982666016,1540.3801002502441,1538.3201217651367,1583.0601081848145,1585.1601028442383,1702.3401069641113,1541.9801139831543,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(64:8)|TG(63:1)]_FA22:6,TAG,1541.8401069641113,1539.8201141357422,1569.3601150512695,1538.9601249694824,1773.3801307678223,1606.6601028442383,1741.6801109313965,1541.8401069641113,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(64:9)|TG(63:2)]_FA22:6,TAG,1565.06010055542,1655.2001266479492,1593.8001022338867,1538.240119934082,1548.4801063537598,1665.5201225280762,2022.940143585205,1565.06010055542,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(65:12)|TG(64:5)]_FA22:6,TAG,1541.1001167297363,1548.5001106262207,1540.7401008605957,1538.120101928711,1910.7801055908203,1547.760097503662,1710.3001174926758,1541.1001167297363,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(66:10)|TG(65:3)]_FA22:6,TAG,1599.6201095581055,1538.6401138305664,1540.560115814209,1538.5201148986816,1746.1401252746582,1621.380111694336,1736.6201210021973,1599.6201095581055,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(66:11)|TG(65:4)]_FA22:6,TAG,1594.040111541748,1593.4001121520996,1540.020107269287,1582.940113067627,1673.360107421875,1615.4601020812988,1659.4801139831543,1594.040111541748,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(66:12)|TG(65:5)]_FA22:6,TAG,1541.5601119995117,1538.6001052856445,1540.700107574463,1538.420108795166,2488.7801551818848,1931.220142364502,3006.7202110290527,1541.5601119995117,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(66:13)|TG(65:6)]_FA22:6,TAG,1541.2800979614258,1538.3201141357422,1539.3001098632812,1539.0401077270508,3085.820209503174,1917.9201278686523,3805.480266571045,1541.2800979614258,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(66:14)|TG(65:7)|TG(64:0)]_FA22:6,TAG,1540.8200988769531,1538.980110168457,1574.9801177978516,1538.2801208496094,2323.6601791381836,1792.6401176452637,2951.840202331543,1540.8200988769531,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(66:15)|TG(65:8)|TG(64:1)]_FA22:6,TAG,1542.2001037597656,1599.4601097106934,1561.6401100158691,1537.6801109313965,3086.6601905822754,1653.340103149414,2741.2801971435547,1542.2001037597656,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(66:16)|TG(65:9)|TG(64:2)]_FA22:6,TAG,1540.8800964355469,1539.0601043701172,1540.1601104736328,1538.0601196289062,2330.3401527404785,1663.3601188659668,2129.14013671875,1540.8800964355469,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(66:17)|TG(65:10)|TG(64:3)]_FA22:6,TAG,1542.0601119995117,1538.8601112365723,1622.8201179504395,1545.800106048584,1767.4001121520996,1548.0800971984863,2334.020164489746,1542.0601119995117,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(66:18)|TG(65:11)|TG(64:4)]_FA22:6,TAG,1541.2601165771484,1574.3001136779785,1540.0801010131836,1538.3801078796387,1749.1401062011719,1595.9000968933105,1721.700122833252,1541.2601165771484,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(66:6)]_FA22:6,TAG,1583.3601036071777,1538.2201118469238,1544.140121459961,1542.4001083374023,1752.180118560791,1628.1401062011719,1841.480110168457,1583.3601036071777,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(66:7)]_FA22:6,TAG,1542.440113067627,1538.2601127624512,1540.0001068115234,1538.0401077270508,1579.3401107788086,1581.4601020812988,1746.3001098632812,1542.440113067627,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(66:8)|TG(65:1)]_FA22:6,TAG,1541.5001029968262,1537.740119934082,1539.540111541748,1538.980110168457,1664.980110168457,1549.2800941467285,1655.9801063537598,1541.5001029968262,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
[TG(66:9)|TG(65:2)]_FA22:6,TAG,1574.720100402832,1538.7801094055176,1540.4001083374023,1538.1401062011719,1597.3801040649414,1611.8801078796387,1552.0000953674316,1574.720100402832,Type: Brain,Type: Liver,Type: Brain vs Type: Liver,3,4,BlankBrain_NA
