Lipid,Class,DOD93_F4_Female_5xFAD_cortex ,DOD94_F3_Female_WT_cortex ,DOD94_F4_Female_5xFAD_cortex ,FAD184_F3_Female_WT_cortex ,FAD184_F4_Female_WT_cortex ,FAD185_M1_Male_5xFAD_cortex ,FAD185_M3_Male_5xFAD_cortex ,FAD185_M4_Male_WT_cortex ,FAD189_M1_Male_5xFAD_cortex ,FAD189_M2_Male_5xFAD_cortex ,FAD189_M3_Male_WT_cortex ,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_hippocampus,DOD94_F4_Female_5xFAD_hippocampus,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_hippocampus,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
FA(24:10),FA,82432.5659790039,133651.04876708984,141908.2474975586,68548.98504638672,66087.1851196289,85842.36633300781,87063.96478271484,242071.7733154297,254522.09765625,85906.0453491211,73616.40460205078,109844.74792480467,190046.33056640625,252175.4559326172,74030.52526855469,123638.95135498048,93499.18725585938,79715.24530029297,94663.74682617188,63558.204650878906,95165.82690429688,94168.84674072266,77676.20532226562,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(24:12),FA,79183.2855834961,91445.2855834961,187434.8123779297,104612.2880859375,64959.66409301758,75129.1244506836,75784.68518066406,270518.2648925781,324025.97900390625,66548.58477783203,54808.00390625,135698.0502319336,298890.482421875,330871.2088623047,88909.80493164062,125212.52954101562,87249.70581054688,68696.36477661133,75271.5855102539,85369.2271118164,86127.80578613281,176417.69360351562,62282.48425292969,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(24:2),FA,91398.28509521484,98385.88696289062,154455.2720336914,83884.48623657227,75252.26586914062,74632.42443847656,87331.3662109375,191913.0753173828,185499.0725097656,91502.5850830078,86265.74578857422,132373.1078491211,201560.95135498047,180146.77368164065,70641.7658996582,208319.6331787109,88141.12670898438,72491.64602661133,85364.96588134766,65286.845703125,85797.9867553711,98464.58673095705,44184.74328613281,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(24:3),FA,82365.04461669922,138065.06994628906,166105.79248046875,74701.6245727539,127080.83020019533,77981.84564208984,81819.06610107422,221043.7807006836,195950.73278808597,73092.32495117188,77798.94622802734,104652.927734375,173223.57250976562,204728.91790771484,82880.28479003906,232786.1187744141,88241.52667236328,81068.4052734375,107520.32763671876,71934.70458984375,87014.3056640625,100854.36749267578,48507.44354248047,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(24:4),FA,59294.54473876953,79849.40576171875,133831.212890625,51236.44299316406,51252.42303466797,61843.12481689453,68324.00439453125,139468.04852294922,160268.0909423828,60443.28448486328,57646.80389404297,77891.06530761719,112261.7471923828,131881.48895263672,54759.50378417969,146153.08764648438,67118.82513427734,65227.185119628906,60702.28485107422,62574.044372558594,70514.86437988281,76057.22479248047,58374.68432617188,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(24:5),FA,83328.6654663086,89961.98760986328,137298.3885498047,72654.78533935547,75652.2255859375,81800.78546142578,85489.46655273438,185095.99560546875,229662.33947753903,95838.14630126952,80248.60595703125,106909.9281616211,134166.14807128906,184090.0538330078,69745.74578857422,154376.35180664062,86621.8667602539,91246.38647460938,80023.70501708984,81158.50561523438,92695.9673461914,101694.62799072266,55213.8236694336,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(24:6),FA,103696.3275756836,118892.74865722656,151556.19116210938,76439.74493408203,101455.68737792967,92824.94677734376,96394.86767578124,236072.8983154297,283255.5396728516,114007.90783691406,96976.26538085938,130271.8471069336,191378.7126464844,270413.3994140625,78414.5453491211,163247.4718017578,97297.98614501952,108482.4892578125,93282.80688476562,80425.00598144531,101552.18548583984,140414.09149169922,49563.42321777344,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(24:7),FA,312052.3962402344,323889.5444335937,289029.1613769531,160861.35021972656,234314.95263671875,163501.47241210938,178970.4942626953,635929.2517089844,475253.36083984375,218086.4578857422,262765.76037597656,377883.1270751953,531524.484375,482500.4731445313,141412.22875976562,242437.63415527344,177785.45666503906,182153.59326171875,258992.7208251953,115804.2471923828,238960.85913085935,398710.7060546875,69632.14453125,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(25:0),FA,182377.41650390625,183866.49365234372,227332.27661132807,155227.2900390625,148885.11270141602,133118.26943969727,136438.8896484375,373532.90423583984,397588.1801757813,155977.56869506836,164188.99200439453,246104.95806884769,347965.44329833984,332929.2257080078,129810.77017211914,235211.51754760745,136167.4683227539,128247.1904296875,162020.28887939453,104634.82675170898,176591.4129638672,260798.36349487305,41254.102966308594,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(25:1),FA,1157961.2617797852,197815.3690185547,1748078.3751831057,1339439.1516723633,764680.5753173828,568218.2534790039,416080.4329223633,2231208.544067383,1871584.5166625977,880457.5874023438,315793.7453613281,611165.9561157227,2006463.085632324,2850145.781433105,663694.2182312012,771381.7066650391,433787.7529296875,330347.11041259766,303035.2885131836,440961.2958374024,438436.51416015625,1125445.1729125977,43555.403259277344,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(25:4),FA,129194.3077392578,101708.84832763672,233479.33532714844,146226.44897460938,112933.88861083984,108435.6082763672,144663.1908569336,377983.80322265625,326014.09759521484,108954.06646728516,86248.78625488281,237076.9202270508,207066.1350097656,272107.20025634766,151021.34893798828,260684.6131591797,128144.58807373048,117842.34790039062,128262.28778076172,119093.94787597656,147076.70947265625,172783.95153808594,60962.44451904297,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(26:0),FA,161757.57321166992,213836.7319946289,277803.7376098633,144583.4909210205,166584.05264282227,51747.82460021973,3711.74027633667,395453.5965576172,352287.5574951172,131042.5085029602,166012.73168945312,225120.3346252441,328074.68182373047,296662.1799316406,138684.3091430664,231572.09725952148,53544.703704833984,3107.3002319335938,178047.51052856445,84462.52673721313,154046.1079978943,206144.699798584,44583.703674316406,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(26:1),FA,98068.70626831056,164393.91110229492,133752.07232666016,71025.18490600586,68375.86605834961,15538.38111114502,49841.00384140015,203829.3541870117,171788.89123535156,74450.48531341553,81822.28536987305,113552.18548583984,133596.89111328125,135638.84814453125,77117.04479980469,185688.9139404297,13181.78091430664,58600.72330093384,87521.70526123047,60275.38473892212,100006.36526489258,103625.54852294922,39933.90270996094,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(26:2),FA,90191.5850830078,116781.6495361328,138371.4278564453,78945.12573242188,77002.48568725586,7000.000553131104,91683.34508132936,179928.85314941406,209646.29370117188,101244.90676879884,90891.18765258788,128512.73092651369,204157.1524658203,202966.07788085935,80691.28625488281,145893.10864257812,5365.4603271484375,68287.74380493164,98175.04678344728,92027.54776000977,109976.40966796876,116290.1694946289,36913.302490234375,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(26:3),FA,217473.61532592773,108274.94891357422,486056.6119995117,459622.3332519531,223258.41723632807,4113.100318908691,237868.1149673462,532528.3289794922,767463.962890625,208537.44998168945,106784.52764892578,387156.6846923828,823944.598815918,736861.2674560547,357277.4828796387,290658.798828125,6517.520359039307,207759.59057617188,210922.57791137692,376286.3082275391,288960.915222168,855558.5967407227,37790.74255371094,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(26:4),FA,4012218.409423828,485795.8717041016,10501125.249389648,11629138.650390623,4787873.276977539,3721132.2571372986,5517216.53503418,11400934.761657717,19295962.34423828,4257208.670654297,1299040.1467285156,9131303.404663086,21945532.461608887,18373798.52966309,9046802.419555664,4914699.711181641,5304811.007907867,4496058.882324219,4071511.050476074,9693195.326171877,6226920.753662109,23800264.11090088,47376.20294189453,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(26:5),FA,84964.42724609375,124291.76629638672,123005.08825683594,71623.34564208984,75800.76544189453,59965.76482772827,95032.80688476562,175240.1143798828,203110.69482421875,80586.98559570312,79875.4253540039,109579.64739990234,161689.9116821289,199640.3949584961,97824.76641845705,168522.9721069336,65677.20550918579,98480.76727294922,124999.25061035156,82268.88494873047,90782.66735839844,103906.6690673828,53558.24353027344,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(26:6),FA,101594.66583251952,125159.30780029295,144726.2706298828,76503.16516113281,82920.34582519531,84808.96599197388,89412.96533203125,207517.6552734375,251593.87866210935,95311.80603027344,97864.2055053711,124874.5297241211,198019.87432861328,217220.7349853516,77660.3257446289,174154.39086914062,88648.38766479492,90266.3875732422,89393.66540527344,76751.76550292969,110070.9878540039,113640.84912109376,55383.86395263672,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(27:0) | FA(28:7),FA,132077.1708984375,107957.16702270508,217813.298034668,144806.57109069824,14363.940982818604,141737.47052001953,140783.27209472656,271514.8184814453,86883.06569671631,94290.90696716309,52514.52340698242,211420.4993591309,293041.7760620117,284950.33770751953,181163.153465271,22133.501457214355,159739.03192138672,122458.78771972656,131592.19039916992,144815.30994415283,115294.80708312988,173425.78783035278,42439.32305908203,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(27:0) | FA(28:7)_2,FA,144130.11096191406,117908.82775878906,229243.85614013672,152628.0325012207,12359.760864257812,112627.56927490234,111957.02655029295,275652.66290283203,62846.364112854,75375.32458496094,48357.88360977173,225853.81539916992,284503.5628051758,280606.7399902344,177899.89113998413,15034.141132354736,115519.89056396484,94721.86654663086,142918.0075378418,107450.60717391968,97783.78643798828,133516.51020812988,38998.02291870117,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(27:1),FA,96298.70761108398,130154.20690917967,130540.44860839844,61270.16310119629,49343.78350830078,63623.82550048828,71017.08443450928,192227.33282470703,98857.40818405151,42366.56327819824,30637.121841430664,114380.28799438477,150144.31149291992,160218.79006958008,72246.4055557251,113369.14617538452,64180.02410888672,55308.36396789551,86299.44650268555,40277.56285095215,51757.983810424805,50289.96350479126,29089.88214111328,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(27:2),FA,201729.87997436523,119423.2243347168,427420.03311157227,275388.1371192932,128528.50890731812,236705.297454834,129553.0894050598,621923.1297302246,436845.7552719116,42724.66291046143,12316.20097732544,288670.56091308594,781910.3919677734,522564.1469421387,171452.3289794922,192049.19450759888,238721.9820556641,129603.19191741943,145670.83224487305,96598.58877563477,63049.74560165405,56238.00357055664,31830.24227905273,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(27:3),FA,596514.2433776855,489673.7473754883,719621.0420532227,330298.77673339844,415673.9078826904,333585.9831542969,169690.21142578125,1149188.332824707,460751.8884086609,14685.761009216309,56356.24535751343,867527.1688232422,921483.0032348632,996030.4910888672,321303.9982910156,660965.6515159607,240786.55769348145,149171.7720336914,437267.2824707031,42282.40343856812,16723.66119003296,288453.99074172974,45375.02368164063,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(27:4),FA,83797.80651855469,113932.9482421875,131701.19091796875,76562.08624267578,73365.42510986328,63855.08459472656,49034.18349456787,178985.67181396484,140309.61164093018,8946.320617675781,42735.26343154907,116775.66845703124,166323.45501708984,172246.7719116211,70327.00500488281,159363.55200195312,68241.623878479,45543.98288345337,79141.70495605469,13137.020877838137,7470.400478363037,57431.58541488648,51359.66369628906,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(28:0),FA,204323.7139892578,153958.61068725586,347971.06719970703,135027.36894226074,145374.37385559082,179352.6925048828,450368.59954833984,304188.47396087646,309601.10720825195,204348.17510986328,123882.26779174805,261454.85470581052,570566.8500061035,802093.0982055664,107377.76684570312,158988.07237243652,144492.45100402832,119489.35057067873,24250.22163772583,134605.52990722656,172856.42878723145,374481.90773010254,28822.442321777344,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(28:1),FA,1723376.2241210938,1954391.0568847656,2962509.725097656,834148.5965080261,1025065.6970825196,2646266.39440918,6222018.468139648,2637693.679840088,3823796.229248047,2891988.961791992,1328047.8131103516,2010182.442138672,3182513.053222656,6142033.014526367,1362861.212524414,1533596.2138671875,1856425.5283203125,1572824.2185058594,197270.93542099,1674746.4068603516,3230701.451171875,2960676.9180908203,140184.7899169922,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(28:2),FA,104900.66842651369,150393.67022705078,150629.2919921875,58589.18423461914,55325.32400894165,55001.94323730469,55953.66452026367,161884.1300163269,98253.3277015686,57290.0439453125,63837.28289794922,110685.3448486328,142790.84811401367,168979.03253173828,43049.80267333984,95411.08689880373,60684.64492797852,56558.80325317383,73782.28366851807,44171.28244018555,68654.54452514648,105297.38940429688,36202.50262451172,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(28:3),FA,289248.6806640625,395269.997253418,339887.2189941406,76840.5661201477,135512.9304046631,119915.12890625,87939.46673583984,351340.9652938843,185384.5953979492,108879.52682495116,137406.03253173828,285546.25885009766,248749.87646484372,276989.5211791992,50779.503494262695,150578.7494506836,106140.86737060548,132124.07000732422,119993.84759902954,77803.62460327148,181677.64862060547,305320.75607299805,50293.14337158203,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(28:4),FA,147263.10989379883,186956.1898803711,201076.6551818848,58466.06373596192,99329.16636657716,108792.80801391602,90689.5456237793,255185.95542907715,155507.47076034546,117254.4246826172,91033.92520141602,239471.8019104004,363022.77084350586,345127.9529724121,25336.121784210205,129705.08682250977,123246.3916015625,92642.90634155272,125606.32557678224,81038.9058227539,107296.34834289552,169232.47603988647,39330.06262207031,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(28:5),FA,153209.06951904297,116183.46884155272,233931.8403930664,30964.12233734131,59677.223693847656,110715.26773071288,105641.44805908205,254526.6771812439,203147.05270004272,114464.1473083496,73109.60427474976,153113.99237060547,211600.89385986328,294521.563079834,60358.74319076538,94967.12602233888,106242.14688110352,95696.78790283205,109488.2668838501,98044.5260925293,109158.68856811523,155571.35181427002,35232.46252441406,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(28:6),FA,332863.2625427246,216210.49850463867,343428.5447692871,113192.42889022829,38985.98276901245,165451.7508239746,126322.6452331543,483854.9430236816,107041.58795928957,183114.4903755188,132025.05117797852,197095.53549194336,368101.54330444336,523584.4940795898,164544.03393936157,49856.44386291504,122327.76531982422,103203.12814331056,242134.9012756348,89366.36773300171,133456.5655784607,190761.17477416992,34132.7825012207,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(29:0),FA,374272.6076812744,850026.4943847656,569641.7505836487,167969.19473266602,245828.43392944336,693597.8175048828,469833.74085998535,463612.7371368408,657838.1084136963,469087.94242858887,527239.051651001,565072.459197998,581784.7383117676,931372.7842102052,251051.61628723145,296701.9582672119,622437.225402832,346926.7088623047,280037.3410186768,329903.4430847168,1240445.8518981934,483166.0990142822,28903.92153930664,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(29:1),FA,97579.22763061523,84937.6675415039,108945.66584014893,60326.86373901367,62452.68521118164,62055.36401367188,169210.66912841797,88250.88688659668,117184.34894561768,70863.6661453247,54203.063537597656,105885.92764282228,130161.08813476562,149240.35250854492,74355.02352905273,112418.7495727539,59570.26525878906,68343.26397705078,54905.22439575195,57156.26271057129,61855.26383972168,83918.9467163086,25239.80160522461,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(29:2),FA,174202.4373779297,231123.49404907227,270348.2547340393,141464.77325439453,148574.64935302734,116602.92669677734,111721.46719360352,175403.75062179565,209646.15060424805,114424.10949707033,115460.34976196288,246083.27655029297,479088.2749938965,668343.0711364746,114897.34991455078,207216.19763183597,133790.42944335938,104248.8258972168,136621.40788269043,97246.68753051758,143532.4535522461,350070.2496032715,40158.66345214844,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(29:3),FA,623303.2073364258,569365.0314331055,1241775.5875740051,730677.6097412109,371812.8894042969,602776.1968383789,556476.4182739258,274762.9822502136,1542699.581604004,577461.5647583008,273567.77532958984,775427.9139404297,5194426.479125977,7853645.913818359,489027.1326293945,438837.4135131836,664425.5786743164,464812.67333984375,391611.1671447754,613601.7890625,686251.6192626953,3420731.9689941406,61862.46453857422,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(2:0),FA,5498.220413208008,6190.000457763672,7555.160503387451,5096.080352783203,4692.980297088623,5641.060409545898,5725.380500793457,11626.240760803224,14610.30094909668,5560.040321350098,4958.340328216553,7250.700576782227,9323.98070526123,12763.120864868164,5975.1804275512695,5518.460430145264,5962.360366821289,5793.94038772583,4611.800346374512,6032.940406799316,6654.160430908203,7951.66060256958,6517.80046081543,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(30:1),FA,2237094.442993164,1269407.046722412,873246.7853240967,595602.450302124,698882.6817779541,129965.14849853516,102073.8048248291,1122954.3367156982,202487.91818237305,200417.0348815918,389687.6827545166,913941.9959106444,1444838.7722473145,2409260.2674980164,303231.2611846924,718744.0816345215,130488.96948242188,98799.78436279295,571821.3587188721,72029.76539611816,135318.57009887695,455565.4866638184,25251.52146911621,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(30:2),FA,492328.9431114197,549334.9301147461,442613.5168762207,315797.3395690918,263019.0959472656,176746.34756469727,148971.1926574707,691313.1042785645,290667.26544189453,244146.83779907227,205108.6746826172,636537.3035888672,566463.7753601074,710422.7625160217,228477.75103759769,377305.080078125,177421.55326843262,132078.78872680664,326042.20028686523,116093.51132202148,212586.79513549805,453310.5002746582,38128.70245361328,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(30:3),FA,239499.69929504397,123188.86877441406,138184.09017944336,137887.50915527344,106034.18801879884,145691.52947998047,137269.36779785156,248603.61795043945,330267.28607177734,196067.036315918,93096.2056274414,214890.61236572263,292179.29650878906,343504.4814796448,164331.63317871094,180741.11529541016,136910.890625,122412.84942626952,115150.80780029295,141111.93060302734,158807.9913330078,192413.73626708984,45492.32321166992,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(30:4),FA,115905.6091003418,146941.25128173828,86666.26714324951,82169.6459350586,71726.22485351562,134833.5890197754,131830.2886352539,215416.49270629883,269143.09756469727,111764.7075805664,78351.10522460938,132850.5697631836,195847.53561401367,189017.13284683228,111526.7469482422,167705.1915283203,157570.8529663086,141074.7077331543,116253.02990722656,108892.78704833984,154067.77081298828,109713.70715332033,45677.2428894043,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(30:5),FA,233844.7343444824,138940.29147338867,52315.66368103027,114023.04934692384,146664.86935424805,158096.37298583984,109857.78857421876,370140.2455596924,244526.900390625,99770.0263671875,131071.5708618164,284816.0397338867,362167.005859375,299765.42395401,221101.4969177246,203209.9541015625,131190.07275390625,145046.89138793945,235565.6774902344,124823.9077758789,161882.56881713867,287323.3991088867,28115.80195617676,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(30:6),FA,203482.41250610352,145979.07522583008,133318.47114562988,120928.7876586914,117431.95104980467,125012.24795532228,127272.28858947754,221226.3728942871,252196.29489135745,132743.23193359375,125302.22790527344,219408.0759277344,268447.81658935547,320242.48209381104,146552.73010253906,168688.7322692871,121222.48764038086,114635.76654052734,132878.90872192383,100402.78689575195,171222.21286010742,198397.95404052731,26589.62176513672,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(31:0),FA,153157.1749572754,197340.21348571777,223086.3536682129,108582.72904968262,171981.1942138672,87669.64553833008,91302.58637237547,229049.5377807617,188271.31272888184,97462.32733154295,111765.007522583,183142.10877990723,266806.8951263428,238338.3360824585,102861.0463104248,225970.9776916504,89178.34579467773,74708.50561523438,118742.9104156494,70269.00539398193,127058.74795532228,199502.55310058597,21158.88146972656,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(32:0),FA,69889.74494934082,41546.143058776855,88984.5062866211,39921.14311981201,74787.56424713135,41447.28326416016,45051.72428894043,100327.88525390624,73379.24534606934,49707.74437713623,54767.684814453125,100580.24603271484,47408.5235748291,109052.66638946532,41202.22265625,70079.34467315674,43970.68264007568,38855.2632522583,56075.083168029785,34409.242935180664,50833.482414245605,90906.26817321776,13181.56095123291,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(32:1),FA,75835.98751831055,19253.48127746582,125625.4312286377,58398.26483154297,56907.66387176514,49195.76428985596,54728.16403198242,124649.87088775636,100156.06767272948,50768.36460876465,49319.60299682617,95687.62651062012,149619.41194915771,134835.38711547852,59426.86437988281,96650.06643676758,51591.50492858887,47028.92419433594,64330.04335021973,47099.0235748291,61131.464767456055,99244.08837890624,18008.06126022339,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(32:4),FA,102685.50759887695,79503.50625991821,222512.07598876956,168606.05303955078,90869.3858642578,115646.57025146484,107487.82681274414,197339.8143310547,301573.4206542969,102944.18768310548,69929.66445922852,122203.83100509644,268972.61809921265,207611.03268432617,101729.14810180664,147071.08782958984,111055.6879272461,91210.6276550293,79553.40643310547,102433.32656860352,125438.84759521484,163850.09088134766,34405.84225463867,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(32:5),FA,76756.32637023926,98521.6281929016,99283.04638671876,50866.44343566895,55872.88362121582,67799.44485473633,63756.66390991211,137248.8911743164,122116.18698120116,61116.124740600586,67738.68566894531,87242.46530151367,151119.14709472656,109257.1669921875,56898.3638458252,123733.7904663086,60486.36477661133,55853.84375,75380.40447998047,43805.38214111328,70492.22514343262,91025.94674682616,25019.94189453125,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(32:6),FA,97037.08778381348,119907.75059509276,161836.5754699707,82162.02598571777,74438.40672302246,82684.74589538574,154061.68881225586,166290.0920715332,163274.55081176758,74107.52430725098,58882.96350097656,101714.88786315918,225005.6362915039,201561.8521728516,74966.34603881836,171290.23220825195,73962.20417785645,63904.06463623047,72305.00553894043,59615.14321899414,90177.86650085448,114129.7684020996,20922.801544189453,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(33:0),FA,65365.88536071777,82821.66539001465,84763.34690856934,40212.90236663818,46040.062423706055,43227.102966308594,42081.50286865234,95610.7656097412,75238.64663696289,43370.84378051758,46370.0633392334,77623.98468017578,107702.60794067384,118999.22721099854,38794.50357818604,68258.02373123169,44375.9634552002,39651.68311309815,53092.44302368164,37365.18248748779,53097.68338775635,63044.52466583252,9500.760627746582,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(34:0),FA,60718.924812316895,81897.86650085449,92829.28717041016,37424.10290527344,55382.32424545288,43516.0832824707,45755.7830657959,94783.9252243042,78447.84631347656,52833.98243713379,45982.423263549805,95447.24711608888,102409.8063430786,101443.14668273926,39608.18259429932,66035.44366455078,46199.16313171387,44414.52346801758,48682.86282348633,36333.32304382324,50368.36408996582,75751.38412475586,13632.401084899902,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
FA(34:1),FA,58592.443603515625,82921.02449035645,79361.92442321777,35276.76231384277,44045.80323791504,44552.52340698242,46049.362884521484,91472.48676300047,84154.62509155273,45804.32374572754,40243.903495788574,80703.5664138794,99083.48692321776,91090.60678100586,39159.16239929199,60599.76396179199,41194.86259460449,47113.40366363525,44602.763580322266,35140.70278930664,68008.98356628418,60009.44422912598,13806.40103149414,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
