Lipid,Class,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_hippocampus,DOD94_F4_Female_5xFAD_hippocampus,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_hippocampus,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD189_M3_Male_WT_hippocampus,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
DG(37:6)_C16:1,DAG,185175.81384277344,69597.14417648315,75081.26569366455,113376.46731948853,69126.76418304443,256672.33810424805,176414.53269958496,88464.84600067139,137973.98908233643,122611.8479156494,63938.16463851929,113295.20830917358,84828.606590271,178654.0105934143,74288.74578094482,328918.201423645,178194.29287719727,62611.18476104736,96542.92666625977,100039.1475982666,250804.37872314453,112722.46859741212,240425.3175048828,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(37:6)_C18:0,DAG,46106.74322891235,41875.48289108277,68535.38436889648,102526.72800827026,58664.9444770813,104675.94864273071,66073.08513641357,64355.624965667725,68902.9041595459,55421.32429122925,59119.36381149292,53017.78412628174,58329.48458862305,86028.126537323,60236.26469039917,78997.14596939087,59298.64421081543,68244.02500534058,48966.523540496826,67290.18436813354,102567.98706436156,54585.323303222656,153808.18914794922,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(37:6)_C18:1,DAG,31609.22221755981,29209.282024383545,33091.24263381958,38275.06264877319,32884.042335510254,14690.041076660156,2897.4802017211914,27715.882053375244,4075.760318756104,30824.282207489014,30236.222106933597,30604.622257232662,30704.282302856445,32337.18260574341,34777.70230102539,30274.94204711914,2882.4601974487305,3261.4802284240723,32787.36234283447,14119.700984954834,3892.060253143311,26657.621795654297,40443.82269287109,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(37:6)_C18:2,DAG,3244.960216522217,3240.460220336914,3897.7002868652335,3219.860244750977,3239.600212097168,3227.940223693848,3238.460224151612,3237.7002334594727,3226.5802421569824,4435.400318145752,9087.920627593994,3235.7602195739746,4222.660289764404,3229.200225830078,3280.5402221679688,4180.900295257568,3895.580257415772,3238.6802101135254,3227.4402351379395,3231.2402381896973,3231.2202224731445,3228.8802375793457,5866.820430755615,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(37:7)|DG(36:0)_C16:0,DAG,193424.5329589844,140561.12926864624,152784.47021484375,145883.11126708984,149527.13079833984,268288.2800292969,235475.37713623047,147931.85223388672,232409.93603515625,205461.21459960935,79402.18565750122,176023.3524169922,132300.44953918457,144425.32974243164,99690.12631607056,126094.388381958,511659.03729248047,73437.36582183838,147911.01007080078,212607.6957397461,379631.8491821289,176376.43395996094,242113.876159668,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(37:7)|DG(36:0)_C16:1,DAG,767756.6776123047,240084.03596115112,229999.6926841736,407568.98808288574,261968.95835494995,1034423.4532470704,630117.2912139893,324174.38136291504,529573.4429855347,422056.7104225159,218976.6172180176,379236.32876968384,254676.2189979553,545036.0393562317,270082.94037246704,1306418.391620636,714030.8047790527,211707.3150558472,369665.4485473633,419798.6287994385,981183.0268554688,435427.59295654297,959165.8348388672,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(37:7)|DG(36:0)_C18:0,DAG,303070.3017807007,199879.9541358948,213322.83568954468,382303.3681755066,260488.83464050293,447929.2275772095,316063.8462905884,217425.97748184204,458475.9928665161,280108.8770561218,263348.8408164978,297678.9613456726,257823.99361038208,400799.0236778259,317569.30078125,636668.0279197693,326124.46546554565,296694.1020469665,269361.2995643616,330198.2462539673,649968.7440719604,307246.3426055908,851649.2297363281,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(37:7)|DG(36:0)_C18:1,DAG,66233.5439376831,66833.02463531494,90225.96728134155,180830.07257843015,86875.68632507324,83277.8664970398,5531.040386199951,64200.0641708374,84986.56633377075,63330.083866119385,70445.30507278442,80056.08561706543,74681.52541351318,95350.50729370116,95672.1870994568,67959.24423599243,5642.760345458984,70767.44464492798,79181.16505432129,74043.42584228516,81572.20729446411,72619.70542526245,177927.35278320312,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(37:7)|DG(36:0)_C18:2,DAG,3245.8802375793457,3241.1402282714844,7404.680473327637,3236.3602409362798,3239.0002365112305,3228.5002365112305,3237.7602195739746,3239.080207824707,3226.240234375,4104.140296936035,3242.3602256774902,3237.080219268799,5387.260349273682,3228.420249938965,3232.260234832764,4066.900268554688,13220.52088546753,3238.300224304199,3226.800224304199,3231.940242767334,3233.400234222412,3229.300235748291,19945.541400909424,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:3)_C16:0,DAG,107087.7075805664,53318.20374679565,74210.72595214844,78418.06604003906,75913.02490234375,119425.7276916504,115422.40908813477,76562.88513183594,112214.28799438477,126691.78903198242,34134.74240112305,84128.10618591309,63051.64451599121,64510.9850769043,53123.10340118408,33337.002223968506,128981.96890258788,34866.02233123779,79369.18576049805,107111.38830566406,107060.66748046876,87432.02604675293,36975.32287597656,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:3)_C16:1,DAG,234767.07559204104,41560.50282287598,56833.34422302246,42640.643127441406,115811.78926467896,364254.1700439453,197633.23416137692,64522.22471618652,177761.61348342896,148498.0101699829,42151.30306625366,45319.402755737305,40233.48300170898,40687.02291870117,36079.32272338867,35611.822509765625,235653.0367164612,38206.062915802,188381.69387817383,183713.27267456052,248171.87829589844,188451.37524414065,45506.98309326172,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:3)_C18:0,DAG,30114.90226364136,31695.302318573,31739.422367095947,31634.66236114502,29374.06226348877,3887.020275115967,30282.10230255127,35381.90269470215,31963.9224319458,33488.34254074097,32749.46228027344,30046.862270355225,32420.18244934082,30962.98212051392,30615.72201156616,25513.82178878784,2597.8201751708984,2602.0801887512207,37089.00269317627,31007.322143554688,47166.98362350464,41306.622943878174,42154.14288330078,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:3)_C18:1,DAG,2892.180206298828,5401.500377655029,4379.940319061279,27021.86197662353,27494.421939849854,31833.922176361084,35307.28231430054,21826.74146270752,34869.66232299805,26737.421920776367,26840.34190750122,7107.560497283936,2888.480194091797,20162.081329345703,24897.12168121338,24829.6016998291,31570.46225738525,30693.36215209961,24791.44165420532,31224.56240081787,30682.742267608643,26326.601806640625,2901.940200805664,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:3)_C18:2,DAG,96427.84665298462,90456.40587234496,90704.56658554076,86618.84624099731,95762.4866142273,91028.68656158449,91626.62643432616,86233.46606826782,92227.68642044067,91819.14627075195,95705.02640533449,88954.90614700317,85878.82597732544,86850.48616027832,91535.54664230348,91992.8258743286,91793.10722351074,87853.64599609375,93978.70683288574,92207.94593429564,86377.64631652832,91067.3662223816,109760.32781982422,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:4)_C16:0,DAG,73175.44515991211,44232.72327804565,57304.10400390625,61588.72480773926,58189.80416870117,85574.4658203125,89070.82708740234,56050.80415344238,87278.70642089844,86039.34591674805,36408.622592926025,53047.5837097168,49713.68355560303,55532.70394897461,47858.96340942383,37551.22274017334,88549.80574035645,39116.48265075684,60553.5244140625,77429.08529663086,87138.18627929688,72901.40505981445,42338.8232421875,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:4)_C16:1,DAG,116175.68850708008,38363.22256088257,45486.4031791687,42333.94292831421,56940.26405334473,130168.029296875,87382.24672698975,50318.50357437134,83282.2259979248,77291.40599822998,36787.44250488281,44056.963150024414,39611.86287307739,41059.8830909729,34402.62258529663,34177.842502593994,99241.28759384155,33834.882305145264,86617.66616821289,71131.54518127441,111046.72811889648,96777.84698486328,43204.962814331055,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:4)_C18:0,DAG,19504.461151123047,21823.761627197266,18581.20141983032,21999.16166305542,20957.441551208496,17851.741283416748,20607.58140563965,21822.821674346924,22355.28164291382,19434.601398468018,19470.241344451904,20509.30145263672,22326.40157699585,20766.241512298584,19481.4214553833,19581.84138488769,2598.3001823425293,14468.881042480469,25469.661754608154,21617.261478424072,35861.7225151062,26930.961849212646,24175.62171936035,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:4)_C18:1,DAG,2891.660202026367,10199.060661315918,2885.700206756592,23146.281631469727,25166.701778411865,31661.00234222412,35407.70227813721,17759.761333465576,32679.522174835205,26302.401947021484,26543.94203567505,2892.7001991271973,2887.9001960754395,19219.94145965576,23771.44160079956,26758.14192199707,33441.862365722656,31403.96228408813,20282.521453857426,31485.48226547241,30223.04201889038,27395.881881713867,3023.700225830078,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:4)_C18:2,DAG,41177.38293457031,41481.463134765625,37959.70259094238,37198.76277923584,39668.52265930176,39816.42252731323,38995.36271286011,40974.24264526367,38668.60285568237,40340.66282272339,42954.903060913086,39798.30286407471,36773.72248840332,35285.762577056885,45586.10283279419,41057.44299697876,37955.88262176514,39480.0026473999,40618.402893066406,38896.942920684814,40236.94281768799,40017.54278564453,45277.14308166504,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:5)_C16:0,DAG,140586.7294921875,73645.70523834229,106154.3871459961,135305.04971313477,120980.06936645508,236466.51693725583,198451.6749267578,122455.3692779541,173213.39151000977,198913.6751403809,38571.94290924072,87009.12612915039,85598.1667137146,117470.9880065918,80811.42514419556,42328.74291992188,208316.0365600586,40209.44269561768,113114.20916748048,145954.15071105957,132435.22946166992,167552.5915222168,54797.063903808594,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:5)_C16:1,DAG,69682.32510375977,41141.04279708862,44671.22339248657,40358.7428855896,48436.68340682984,87036.22573852539,63183.564403533936,42447.78310775757,61566.06476974487,54751.08403015137,41609.903060913086,42752.44313430786,39628.18268966675,39915.90291595459,38226.88258361816,37260.02271652222,68200.9652671814,34678.2223815918,61932.90436553955,53258.74377441406,81936.80584716797,72929.78524780273,43637.98295593262,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:5)_C18:0,DAG,25916.882068634037,27039.48201751709,28160.04196548462,29788.082187652588,27113.521942138672,28555.76209640503,27869.221961975098,29144.942043304443,30416.442100524902,28766.36206436157,26099.741889953613,26354.76195526123,26365.40180206299,28530.701915740967,25075.841724395752,30088.28214263916,3819.660278320313,26954.22201919556,33410.682388305664,26798.941875457764,41702.76282501221,34178.42227172852,41467.34309387207,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:5)_C18:1,DAG,3043.2602195739746,10706.06077194214,2885.4202194213867,14303.021015167236,16217.181201934814,23949.94158554077,24345.9017868042,6644.020481109619,20145.581272125244,18085.781352996823,18222.52133178711,2893.3601989746094,2888.4202041625977,6198.240451812744,12155.200828552246,16662.821071624756,23735.841651916504,21211.621494293213,10240.080738067629,23499.30170822144,22681.581672668457,22298.521659851074,4106.460289001465,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:5)_C18:2,DAG,39137.84295654297,39423.34292602539,38698.882804870605,40134.4227142334,40437.2028503418,41267.3229675293,43526.54317092896,40405.56286239624,40518.64278411865,37169.14264678955,44003.46309280396,36887.82263183594,38683.34273529053,37258.68256378174,36807.72276687622,38949.06254959106,36640.40261077881,39612.46266937256,36410.64260864258,40291.80298614502,38731.782787323,39602.08288574219,51412.323303222656,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:6)|DG(dO-40:6)_C16:0,DAG,215439.6756591797,97938.86701965332,158384.05206298828,183547.71325683597,172859.7924194336,327057.34161376953,298683.3836669922,177107.41357421875,273679.2785644531,284259.0806274414,65345.02471160889,147386.04986572266,143414.5107498169,149817.01043701172,102386.4473991394,68429.32446289062,362882.826965332,64708.92483520508,186928.4126586914,231770.61602783203,267475.11920166016,242961.3794555664,153145.77056884766,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:6)|DG(dO-40:6)_C16:1,DAG,152984.37142944336,42285.76310348511,48092.14331054688,40467.042751312256,76153.80495071411,235156.61712646484,125726.34812545776,51580.20363616943,124542.8892364502,101820.36725234984,38411.52306365967,41464.06283569336,41863.443115234375,43124.20317459106,39075.88271331787,35944.04242324829,149263.7328453064,38449.76256942749,122673.18908691406,94087.62601089478,128264.52917480467,163410.611328125,59604.78436279297,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:6)|DG(dO-40:6)_C18:0,DAG,61199.10422897339,49774.70344924927,72995.3053779602,79526.94537353516,58416.583908081055,80233.76579666138,70030.20490646362,64789.22479248047,77625.88536453247,68096.744972229,53786.66416168213,65347.404972076416,57730.18343734741,87372.62623977661,59563.72438049317,88566.94528961182,68368.64458084106,64340.74501037598,66090.38455581665,59528.30435180664,95233.16703033449,72883.14505386353,185719.23248291016,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:6)|DG(dO-40:6)_C18:1,DAG,17978.081272125244,20058.26160812378,2925.200210571289,15433.221118927002,12008.12089920044,26462.961849212646,27193.641899108887,2882.360218048096,26857.16194152832,20035.281440734863,15311.60111618042,2892.9001998901367,12409.70087814331,2892.100200653076,3979.360290527344,16692.78116607666,28075.10209274292,24922.76150894165,6952.8604736328125,23752.101707458496,25387.401821136475,20653.46142578125,31291.182106018063,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:6)|DG(dO-40:6)_C18:2,DAG,28802.002082824707,29621.542079925537,26006.6618347168,27603.721981048584,27069.84202575684,27118.66188812256,28162.40201950073,25642.30182647705,29359.42212295532,28356.64207839966,32154.782302856445,24797.901885986328,26484.881969451904,28451.521942138672,29181.58195114136,28657.96201324463,26767.221908569336,29118.9220123291,27889.86192703247,28462.64196777344,32398.962215423584,27080.6819229126,27575.86190032959,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:7)|DG(37:0)_C16:0,DAG,503232.3591308594,310738.4802970886,376005.34765625,427835.09063720703,384143.40771484375,704478.7192382812,657891.2102050781,405333.2900390625,586639.8620605469,636699.5244140625,262211.7383804321,337925.3452148437,416411.6888122559,374893.4260253906,312294.58152008057,280920.7204055786,777295.5361328125,266470.17864990234,397425.5307617188,510421.2321777344,559674.0,553230.5375976562,343552.84423828125,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:7)|DG(37:0)_C16:1,DAG,219920.87579345703,76024.26510238647,85650.98622131348,68326.86456680298,114302.08797073364,323672.0404663086,205604.3520622253,89834.12622833252,183303.5526046753,136888.35025405884,67748.58477020264,77041.20551681519,71227.52561187744,77829.78595733643,67394.64479064941,70418.90478134155,242277.25716400144,65943.30472946167,181176.79083251956,158787.7106628418,264136.9193725586,233413.93774414065,165978.4307861328,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:7)|DG(37:0)_C18:0,DAG,168661.8338432312,106749.62763214111,197297.032913208,304277.8407020569,154002.27263259888,222059.57568359372,119085.70853424072,194335.5320663452,239470.1925315857,159764.3890800476,152435.6721496582,139103.17036819458,137618.02935791016,267388.5187187195,138775.750541687,310115.8618507385,176044.3925857544,126629.9894104004,126279.2699623108,154927.67279434204,274559.14109039307,152340.87014770508,729776.2362060547,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:7)|DG(37:0)_C18:1,DAG,68199.36566543579,68825.76572036743,49310.64292144776,2914.800224304199,10002.440715789797,48325.80347442627,55225.60406112671,2881.9802017211914,49594.923095703125,29848.281978607178,4991.180347442627,9992.220737457275,66990.28491210938,2892.160202026367,2896.9402198791504,9388.80065536499,66583.60443115234,42280.42302322388,5228.7604331970215,36802.24234390259,57741.72361755371,28504.98190307617,208052.99420166016,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:7)|DG(37:0)_C18:2,DAG,38209.04250717163,34424.08239364624,31274.822288513184,34530.92252731323,36812.36267089844,37398.76276779175,34125.18239974976,31121.30209350586,33843.14226150513,32313.18242263794,33772.50256347656,28699.482006073,29996.22208404541,33821.842487335205,34130.22243118286,37034.66244506836,33392.04235458374,35559.52262878418,32962.20223617554,35001.002380371094,34481.02250289917,35177.08254623413,40522.842834472656,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:8)|DG(dO-40:8)|DG(37:1)_C16:0,DAG,120982.56860351562,75869.04542922974,96523.26690673828,116404.20761108398,102444.32647705078,162472.19244384766,152280.37100219727,97091.22735595705,148295.03118896484,141819.01043701172,59505.98404312134,93224.0067138672,93297.62664794922,99062.48724365234,78091.82573318481,64789.38457107544,157767.27117919922,62845.84474563599,107106.66735839844,140429.89044189453,157223.25061035156,143987.05136108398,69689.68505859375,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:8)|DG(dO-40:8)|DG(37:1)_C16:1,DAG,423850.529296875,287425.60136413574,294173.68042755127,275103.99990844727,282611.7415504456,589318.4387207031,428838.6301994324,302997.9620742798,383078.5885467529,378743.3877105713,291752.4620666504,298585.08100891113,293512.8992767334,286466.38035583496,276510.1191444397,269923.19887542725,488943.3552856445,260305.1778640747,352284.4851074219,342114.6638908386,469713.853515625,468799.4946289063,323543.662109375,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:0,DAG,38142.82305526733,42417.02297973633,38917.302642822266,39161.94271087647,37901.10243225098,40452.92305755615,39498.28290557861,40017.56281661987,44757.36325073242,40712.96282958984,40310.06290435791,36326.64270019531,38101.28282165527,39099.04265975952,36894.36259841919,38665.96265411377,41946.00295639038,41837.36301803589,60756.3247718811,40853.703048706055,75750.36520385742,79818.00622177124,48661.18344116211,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,DAG,170829.49340057373,158374.57176208496,277437.6010360718,2904.9802169799805,7788.440601348877,69014.60486602783,122716.78902053832,2882.060218811035,126053.36786651611,2979.200206756592,2899.320209503174,224303.0769882202,197568.55099487305,2946.880226135254,2898.660202026367,2939.3402137756348,162984.59084320068,79788.12594223022,10357.580741882324,43560.68323135376,121319.96685791016,11872.740837097168,842503.0589599609,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:2,DAG,77493.90565490723,50503.30355834961,63680.54465484619,67377.18465805054,71171.96541213989,66241.12379837036,66725.54518127441,63974.00424194336,73528.64549636841,59797.28414154053,62448.40435791016,65109.66473007202,58112.92389678955,61031.804039001465,76373.02516937256,90853.2664527893,69528.10507965088,56176.60424804688,77861.76544189453,72109.36562728882,70823.5251197815,56540.764362335205,128785.86852264404,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:9)|DG(dO-40:9)|DG(37:2)_C16:0,DAG,85017.00610351562,40392.04303741455,76679.92495727539,65611.9245300293,75201.28515625,104687.70791625977,96416.86703491212,77555.30520629883,163162.77116394043,169517.2904663086,31929.62217330933,108699.7673034668,54751.42345428467,67306.64460754395,46744.66335296631,34678.702617645264,141831.3500366211,33019.40245437622,75130.86560058594,151601.20977783203,241118.4379272461,83556.12605285645,38293.00260925293,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:9)|DG(dO-40:9)|DG(37:2)_C16:1,DAG,129532.18896484376,64964.28462982178,70189.16509246826,64714.32493209839,76191.38534164429,160609.89059448242,111355.527885437,72610.76532363892,113302.66899871826,97596.38792800903,66814.62445449829,69019.36463165283,67353.82537460327,64862.88430786133,66961.64482498169,63103.504486083984,121978.72946166992,63944.46458053589,112641.2882080078,103222.98680496216,154653.35119628906,145685.36975097656,71697.14538574219,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:0,DAG,39449.48299026489,33674.382331848145,44655.86312866211,47475.78345870972,47902.94324874878,51209.70372772217,47592.92350006104,47309.36363983154,48731.08360290527,42050.1830368042,52727.88372421265,42894.363105773926,42350.56297302246,45406.22327041626,45822.28303909302,45509.42342758179,55336.92377471924,50916.883487701416,56053.94427108765,46904.96321487427,80918.54560470581,41603.20289993286,46346.06335449219,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:1,DAG,46804.60360336304,45734.58324813843,44355.76335525513,2895.060195922852,9122.700645446776,18105.32131958008,21303.34157180786,2882.240207672119,3771.5002822875977,2895.2802085876465,2887.8002128601074,44118.82313537598,46115.34331512451,5627.380420684814,2897.960201263428,2896.380199432373,19199.60131835937,4973.620357513428,15295.82092666626,12290.600940704346,9810.000686645508,2890.5402030944824,54125.684020996094,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:2,DAG,152035.13149261475,110259.34765625,132921.76876449585,181793.75442504883,173547.37297439575,240896.8991470337,166774.77152633667,181083.0146408081,196567.4918289185,125760.2880973816,157615.9719734192,138714.3718109131,108374.78791046144,168023.7940673828,204035.112613678,219357.0728340149,183129.17309570312,130929.3088912964,192177.97258758545,202216.7525253296,181209.75367736816,128388.80988311768,264463.9578895569,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(39:4)_C16:0,DAG,82212.36610412598,54739.38347625733,57915.8041381836,73910.04524993896,74907.94567871094,108161.4469909668,106886.7681274414,60228.62435913086,119811.78857421876,151924.92965698242,37513.82257461548,60912.50424194336,53730.16372680664,60913.42428588867,52296.04386138916,39747.74257659912,113880.9475250244,35984.34228515625,73588.44494628906,88452.1060180664,98530.84719848631,96049.18647766112,54527.50387573242,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(39:4)_C16:1,DAG,92976.78604125977,48157.66340637207,52558.22367095947,51957.84369277954,56918.88364028931,98218.72665405272,78000.90562057495,52239.26369857788,71404.32484436035,66652.48463439941,50138.40356063843,47102.18333816528,50548.28365325928,50991.12336730957,45381.6230506897,48438.74346923828,81875.76600265503,45825.62337875366,74305.18551635742,72928.58502960205,91453.86672973631,86644.92663574219,54039.04379272461,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
DG(39:4)_C18:0,DAG,2691.0601806640625,2609.780174255371,12915.640949249268,2739.1801948547363,8936.76067352295,16432.781185150146,8553.800640106201,7832.200550079346,6275.960414886475,13415.52087020874,10426.240726470947,8055.520545959473,3751.4602546691895,2921.5402183532715,10710.620765686035,15207.861167907717,23406.341651916504,20922.78147506714,13961.880912780762,11404.78086090088,19855.661346435547,8629.920585632324,5479.060409545898,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
