Match 1,Match 2,Lipid 1,Lipid 2,Number,Gene,Reaction,T-Statistic,P-Value,Z-Score
LPE(15:1),PE(32:2),LPE,PE,10162,LPCAT3,26,0.10105637659306325,0.9202748863807104,0.10008746557924664
PC(44:7),LPC(20:1),PC,LPC,5320,PLA2G2A,23,1.0538322064413317,0.3054610618489133,1.0247925935559634
PE(18:3),PC(32:4),PE,PC,10400,PEMT,8,1.1446801273059746,0.26185394929847006,1.1220199694730986
PE(42:3),PS(28:2),PE,PS,81490,PTDSS2,7,1.050651117320733,0.3040230604200157,1.027844328847336
PI(30:1),LPI(12:0) ,PI,LPI,123745,PLA2G4E,29,-0.870383304661233,0.3918105353739698,0.8563385653850155
PG(36:1),LPG(16:0),PG,LPG,283748,PLA2G4D,33,0.9474872372726525,0.3513346839510546,0.932003563257011
PG(42:8),LPG(20:4) ,PG,LPG,54675,CRLS1,33,-0.2967847411108934,0.7687570785922855,0.2940010793620371
PC(30:2),PS(42:3),PC,PS,9791,PTDSS1,9,-0.2928550513584737,0.77309996575501,0.2883223952650871
PC(32:2),LPC(18:2),PC,LPC,255189,PLA2G4F,23,0.5879931640167361,0.5621837948433037,0.5796008868496699
LPI(22:2) ,PI(34:2),LPI,PI,79143,MBOAT7,28,1.6173109116950681,0.11697884287465399,1.567581454955163
LPC(18:1),PC(34:1),LPC,PC,54947,LPCAT2,22,0.956346795683867,0.3471718002605769,0.9400892153167696
LPS(12:0) ,PS(34:1),LPS,PS,10162,LPCAT3,30,1.1428240466594597,0.26253800904128866,1.1204125272395813
LPE(18:1),PE(38:5),LPE,PE,10162,LPCAT3,26,0.44908569902139867,0.6570161684081534,0.44403653674843285
PE(20:0),PS(38:1),PE,PS,81490,PTDSS2,7,-1.6219908508945238,0.12778676333868244,1.5228878607807994
PI(34:2),LPI(16:1) ,PI,LPI,123745,PLA2G4E,29,0.8041553608037781,0.428332351449499,0.7920485784373329
PG(38:6),LPG(18:1) ,PG,LPG,283748,PLA2G4D,33,-1.2950139936538247,0.20575559140028718,1.2653229262279941
LPC(22:5),PC(44:5),LPC,PC,254531,LPCAT4,22,0.4379666544041014,0.6646781582180046,0.43346338858385486
LPE(20:1),PE(38:2),LPE,PE,254531,LPCAT4,26,-1.3561275675472266,0.19451146777642367,1.297348023174134
LPS(18:4),PS(40:3),LPS,PS,154141,MBOAT1,30,0.20339978328018715,0.8405794777298778,0.20115231334655384
PS(30:1),PE(16:0),PS,PE,23761,PISD,6,0.4687884270433513,0.6434731845443036,0.46284819264224736
LPI(20:3) ,PI(32:3),LPI,PI,79143,MBOAT7,28,-0.008257951594792503,0.9934740146747234,0.008179200864339407
PS(34:6),PE(22:6),PS,PE,23761,PISD,6,0.3697656276135179,0.7142496163504837,0.3661547351703737
LPS(22:4) ,PS(34:4),LPS,PS,254531,LPCAT4,30,0.014998420706367643,0.9881765972863591,0.014818980134352688
PC(34:3),LPC(19:3),PC,LPC,30814,PLA2G2E,23,0.8411561885905241,0.41077774377279197,0.8225257390886689
PG(30:1),LPG(15:0) ,PG,LPG,255189,PLA2G4F,33,-0.6946096046941742,0.49311955051295775,0.6853556062894091
PC(36:6),LPC(16:1)_2,PC,LPC,5319,PLA2G1B,23,-0.19223611991455164,0.8489005529752232,0.19052142877250086
PC(42:3),LPC(18:4),PC,LPC,255189,PLA2G4F,23,1.305903675069431,0.20740513031809665,1.2607328054814337
PC(32:3),LPC(20:4),PC,LPC,5319,PLA2G1B,23,0.688303464778528,0.49833073591433497,0.6771185568463707
LPC(17:2),PC(36:2),LPC,PC,79888,LPCAT1,22,0.3866699849950815,0.7019800900282229,0.382648923852152
LPS(20:3) ,PS(40:2),LPS,PS,10162,LPCAT3,30,0.5289946100772468,0.6012814709708378,0.5225585798491883
Cer(42:1),Cer1P(20:1),Cer,Cer1P,64781,CERK,41,1.5790358797218949,0.1252949453166874,1.5329225244495672
PC(34:6),LPC(22:5),PC,LPC,123745,PLA2G4E,23,-1.0726580599196187,0.29924952345200145,1.0380441019094704
LPC(6:0),PC(36:0) ,LPC,PC,10162,LPCAT3,22,0.5852126836376885,0.5634709231447554,0.577693715039817
LPE(20:2),PE(38:6),LPE,PE,10162,LPCAT3,26,-0.1596743559080998,0.8747390094930811,0.15764186883156855
PI(38:1),LPI(16:1) ,PI,LPI,123745,PLA2G4E,29,0.5482837940409564,0.5884290279308715,0.541113972695847
PS(36:3),LPS(20:2) ,PS,LPS,5320,PLA2G2A,31,-1.1255703127422532,0.27850129398436774,1.0836922026604903
PE(14:1),PC(36:6),PE,PC,10400,PEMT,8,0.7472101308971889,0.46168470493006863,0.7360755770985639
PS(38:2),LPS(20:2) ,PS,LPS,5320,PLA2G2A,31,-1.2798422110912209,0.21587138198933942,1.2375812185705297
LPG(18:2) ,PG(42:7),LPG,PG,54675,CRLS1,32,1.420108075206828,0.16896282822231593,1.3755440845871494
PC(42:3),LPC(20:2),PC,LPC,26279,PLA2G2D,23,1.1542203939550353,0.2633593141619741,1.1184863944288037
PC(38:1),LPC(20:4),PC,LPC,283748,PLA2G4D,23,0.8134843495651228,0.424857323900494,0.7980226884552764
PC(34:6),LPC(10:0),PC,LPC,5319,PLA2G1B,23,0.6734888562937643,0.5075707518174648,0.6626250044856239
LPE(22:4),PE(22:4),LPE,PE,10162,LPCAT3,26,0.166614146250092,0.8688334845050936,0.16514038782847296
PS(38:6),LPS(14:0),PS,LPS,64600,PLA2G2F,31,0.7538893273300585,0.4579964595307444,0.7421499985489727
PE(40:3),LPE(20:2),PE,LPE,8605,PLA2G4C,27,-1.0971817029851672,0.2846672285240625,1.0698935459501207
PC(42:2),LPC(18:1),PC,LPC,64600,PLA2G2F,23,1.29907023255042,0.20794849135726864,1.259226613726471
PS(30:1),LPS(14:1) ,PS,LPS,5320,PLA2G2A,31,0.3309361692587646,0.7431386928134549,0.3276997494987707
PC(38:0),LPC(14:0),PC,LPC,26279,PLA2G2D,23,-0.11851441432449869,0.9065138160551386,0.11743693576317961
LPG(14:1) ,PG(34:5),LPG,PG,54675,CRLS1,32,0.10028801108582704,0.9208364370069598,0.09938015722001946
Cer1P(42:1),SM(42:1),Cer,SM,10087,CERT1,17,0.480656244784477,0.6344104963871497,0.47552825865277165
LPS(20:4) ,PS(38:8),LPS,PS,154141,MBOAT1,30,1.1923371492243675,0.24401683244216854,1.1650053371860651
PI(40:4),LPI(20:4) ,PI,LPI,283748,PLA2G4D,29,-1.4166068778019563,0.1722376809624238,1.3650489007837372
LPS(20:2) ,PS(42:7),LPS,PS,254531,LPCAT4,30,1.036471543549472,0.31034776457786717,1.014492587624947
PE(32:1),LPE(20:2),PE,LPE,8605,PLA2G4C,27,-0.9989564678242472,0.32856246892128116,0.9770135000873793
PE(18:0),PC(30:0),PE,PC,10400,PEMT,8,0.008746227814777118,0.9930847958776337,0.008667031595294396
PS(34:4),LPS(16:0) ,PS,LPS,64600,PLA2G2F,31,0.6474071679054734,0.5230668095989435,0.6386251600929598
LPC(18:0),PC(36:4),LPC,PC,10162,LPCAT3,22,0.5974190151156129,0.554894731319048,0.5904414455277844
PC(36:0) ,LPC(14:1),PC,LPC,5320,PLA2G2A,23,0.43694558716547544,0.6658656425081018,0.43182907996379943
PC(30:2),LPC(16:1)_2,PC,LPC,100137049,PLA2G4B,23,-0.9090682296858658,0.37280262671628706,0.8912359035934566
LPS(20:2) ,PS(38:1),LPS,PS,254531,LPCAT4,30,2.0455419940227872,0.050176233843537914,1.9584585193600983
LPE(22:2),PE(44:6),LPE,PE,10162,LPCAT3,26,0.8258954987519995,0.4167103048805678,0.8121417399731963
LPC(22:0),PC(44:6),LPC,PC,254531,LPCAT4,22,0.23832288980193755,0.8133392183950809,0.23612043366961255
PC(38:1),LPC(18:0),PC,LPC,8605,PLA2G4C,23,0.41503509976301245,0.6814696003606036,0.4104585545695775
LPE(24:1),PE(42:5),LPE,PE,154141,MBOAT1,26,1.5302014189122641,0.13681977720550004,1.4877388521301964
PG(42:3),LPG(20:4) ,PG,LPG,283748,PLA2G4D,33,0.5565860650927794,0.5821259836341225,0.5502819775582599
Cer(44:1),SM(30:0),Cer,SM,166929,SGMS2,17,-0.595135370949998,0.5563815872480609,0.5882245408127121
LPC(18:0),PC(32:0),LPC,PC,79888,LPCAT1,22,0.42154774916386106,0.6765165427627358,0.4172213055577036
PG(42:5),LPG(20:4) ,PG,LPG,255189,PLA2G4F,33,-0.19036615159470938,0.8504028358155482,0.1886044614838542
PS(36:7),PE(14:1),PS,PE,23761,PISD,6,-0.6065251503157821,0.5496717318877027,0.5982521009454811
PE(20:1),PC(42:7),PE,PC,10400,PEMT,8,-1.487602880120965,0.1566263784518746,1.4165095213583054
PC(34:2),LPC(20:3),PC,LPC,100137049,PLA2G4B,23,0.8621656729979098,0.399492486642984,0.8425279767129898
LPC(17:2),PC(32:3),LPC,PC,10162,LPCAT3,22,0.5040934213212853,0.6180218969770173,0.4986557868781552
PC(30:0),LPC(13:0),PC,LPC,5321,PLA2G4A,23,-0.3085395419096089,0.7598868853188975,0.3056293312484147
LPC(16:1)_2,PC(34:5),LPC,PC,54947,LPCAT2,22,0.9246906137554742,0.3631424997680337,0.9093934087933883
LPG(20:3) ,PG(36:4),LPG,PG,54675,CRLS1,32,1.345197799258001,0.18906344358375987,1.3133547323365056
PE(14:0),PS(26:1),PE,PS,81490,PTDSS2,7,0.3639586440831058,0.7188785076547484,0.35995804631727046
PE(24:0),PS(42:3),PE,PS,81490,PTDSS2,7,-0.4598017927364734,0.6514685673413751,0.45172297147763096
LPI(16:1) ,PI(28:0),LPI,PI,79143,MBOAT7,28,-0.06334816600173243,0.9499454366980931,0.06277529762999733
PC(38:1),LPC(20:1),PC,LPC,30814,PLA2G2E,23,0.6742928979021019,0.5073222615830562,0.6630129478653214
LPE(20:2),PE(42:6),LPE,PE,254531,LPCAT4,26,-0.32747647685367093,0.7470002988246671,0.3225972207318607
PS(36:6),LPS(16:1) ,PS,LPS,30814,PLA2G2E,31,0.3672543128506967,0.7167944113943556,0.36274629766823313
PC(32:1),LPC(16:1),PC,LPC,30814,PLA2G2E,23,-0.3583264232932646,0.7233341265278328,0.35400634715258034
LPS(13:0) ,PS(32:0),LPS,PS,254531,LPCAT4,30,0.870690225749956,0.39119699506003347,0.8574486268395254
PS(38:6),LPS(20:4) ,PS,LPS,5320,PLA2G2A,31,-0.3600019463115165,0.7214905819495157,0.3564673730790844
PC(36:0) ,LPC(21:0),PC,LPC,64600,PLA2G2F,23,-1.239375690361833,0.2328824522826596,1.1929666044827398
PC(36:7),LPC(18:3),PC,LPC,5319,PLA2G1B,23,0.6796837514084777,0.5044448942518973,0.6675123961650709
LPS(16:1) ,PS(38:5),LPS,PS,154141,MBOAT1,30,-0.47706509905548833,0.6375522201054256,0.47112395403257584
PE(42:5),LPE(18:4),PE,LPE,8605,PLA2G4C,27,0.6412014084357311,0.5280519404451238,0.6309825405167805
LPS(20:1) ,PS(40:0) ,LPS,PS,154141,MBOAT1,30,-0.19435279238378325,0.8477144225788475,0.19203546852005252
LPS(17:2),PS(32:3),LPS,PS,254531,LPCAT4,30,0.9293752668243145,0.3617751374388394,0.9119878046214931
PS(38:4),PE(22:4),PS,PE,23761,PISD,6,0.1343046270561229,0.8940964712294287,0.13312253775520363
PS(38:4),LPS(16:0) ,PS,LPS,5320,PLA2G2A,31,0.8862291454622501,0.3831467508208066,0.872112970680095
LPE(12:0) ,PE(36:5),LPE,PE,10162,LPCAT3,26,0.08290245244130498,0.9345527378163399,0.08211817821821574
PC(44:1),LPC(22:6),PC,LPC,26279,PLA2G2D,23,-0.915859072991581,0.372969272457376,0.890925251411701
PC(40:7),LPC(18:1),PC,LPC,123745,PLA2G4E,23,0.27970982717860066,0.7820483067763907,0.2766507308519712
PC(34:0),LPC(10:0),PC,LPC,5321,PLA2G4A,23,0.7564392671910869,0.45836968219140684,0.7415340697636602
PS(36:4),PE(20:3),PS,PE,23761,PISD,6,-0.32653526874378086,0.7467236317311519,0.3229625137182099
PC(36:0) ,LPC(6:0),PC,LPC,30814,PLA2G2E,23,0.7009582917660091,0.49069852269969727,0.6891982424410323
LPC(22:1),PC(44:2),LPC,PC,79888,LPCAT1,22,0.8106822214848232,0.42420058796828497,0.7991549195882254
LPG(20:5) ,PG(44:10),LPG,PG,54675,CRLS1,32,1.4127419327496336,0.1721925136733981,1.3651926315449574
LPE(16:1),PE(36:0),LPE,PE,154141,MBOAT1,26,-0.45248592670718685,0.6542874043671311,0.4478140475950585
LPC(6:0),PC(34:0),LPC,PC,79888,LPCAT1,22,0.7724181517424757,0.4475321732781433,0.7595356890879672
PS(36:0),LPS(19:0),PS,LPS,30814,PLA2G2E,31,-1.6317520582865737,0.11938563588344497,1.5573574779189536
PC(44:2),LPC(22:6),PC,LPC,26279,PLA2G2D,23,-0.8387082952471696,0.4135437534263291,0.817673311987089
PG(38:1),LPG(20:2) ,PG,LPG,54675,CRLS1,33,-1.1138733275740744,0.28045019996603693,1.0793085560731457
LPE(20:4),PE(42:4),LPE,PE,154141,MBOAT1,26,1.6855182458022364,0.10896464957744426,1.602864152379941
LPS(20:4) ,PS(32:4),LPS,PS,10162,LPCAT3,30,0.6252301196621781,0.5372534191786933,0.6169716592505177
SM(44:1),Cer(30:1),SM,Cer,55512,SMPD3,18,0.39164869061686497,0.6984834756269707,0.3873684253035412
LPS(18:4)_2,PS(44:4),LPS,PS,10162,LPCAT3,30,0.5150920813724432,0.6104622889818325,0.5094136806829683
Cer1P(38:1),SM(38:1),Cer,SM,166929,SGMS2,17,0.6949583079853894,0.4933031754812399,0.6850645713725452
LPS(16:1) ,PS(36:5),LPS,PS,10162,LPCAT3,30,-0.46964931984121155,0.6430330839664843,0.4634622270872585
LPC(12:0),PC(34:5),LPC,PC,54947,LPCAT2,22,0.7708168759733465,0.4473362430436588,0.7598633966729718
LPE(20:2),PE(42:7),LPE,PE,129642,MBOAT2,26,-0.25380170084681214,0.8022301206699979,0.25046195767087887
LPE(22:1),PE(44:0),LPE,PE,10162,LPCAT3,26,1.5436949800895547,0.13376210501448643,1.4994300413207506
LPC(16:0),PC(30:1),LPC,PC,10162,LPCAT3,22,1.0411575863859641,0.30713355593849484,1.0212551785248918
LPI(18:4) ,PI(36:5),LPI,PI,79143,MBOAT7,28,2.0589045864604794,0.049835559672896636,1.9613727218598798
LPS(22:6) ,PS(40:3),LPS,PS,154141,MBOAT1,30,-1.4807798068145133,0.14946924046477095,1.4414087474257744
PC(32:1),LPC(16:0),PC,LPC,30814,PLA2G2E,23,-0.3225997102724725,0.7497339636859658,0.3189901742582769
PC(44:6),LPC(24:1),PC,LPC,5320,PLA2G2A,23,0.2925014143023569,0.7723825852129937,0.28925978391252655
PC(42:7),LPC(22:2),PC,LPC,100137049,PLA2G4B,23,-0.5115436093827775,0.6167552642777586,0.5004542473808806
PC(46:0),LPC(14:0),PC,LPC,255189,PLA2G4F,23,-0.6661043876101376,0.5114088246416201,0.6566455943104794
PG(38:6),LPG(18:1) ,PG,LPG,54675,CRLS1,33,-1.2950139936538247,0.20575559140028718,1.2653229262279941
PE(46:1),PS(28:1),PE,PS,81490,PTDSS2,7,0.4868052800591536,0.6306934740348417,0.4807510076368571
LPC(22:0),PC(34:0),LPC,PC,10162,LPCAT3,22,0.9125118975892653,0.36963801852644285,0.8971516172297272
PE(36:1),PC(50:0),PE,PC,10400,PEMT,8,-0.19748680432876,0.8449032494005265,0.19562556437056872
LPC(20:3),PC(38:5),LPC,PC,10162,LPCAT3,22,0.46920489727975395,0.6425949681479544,0.4640736659801513
LPI(20:5) ,PI(38:5),LPI,PI,79143,MBOAT7,28,0.799794099035338,0.4303340100813834,0.7886202187549195
LPE(14:0),PE(36:6),LPE,PE,10162,LPCAT3,26,0.40099963587337856,0.6918975138723646,0.3962813095201986
LPE(20:3),PE(38:7),LPE,PE,254531,LPCAT4,26,1.3049258337394263,0.2076147910574088,1.2601512891137516
LPC(24:1),PC(46:0),LPC,PC,10162,LPCAT3,22,0.9167741378087272,0.37111657635138473,0.8943838014544666
LPG(20:1) ,PG(34:0),LPG,PG,54675,CRLS1,32,2.1881583295386715,0.03687375376376243,2.0871591161876837
PC(42:4),LPC(18:4),PC,LPC,30814,PLA2G2E,23,1.2543769818299964,0.22511938222362418,1.2130273023594498
LPG(16:0),PG(34:2),LPG,PG,54675,CRLS1,32,-0.7253249065848052,0.4752019280374016,0.7140408369052428
PC(34:2),LPC(17:2),PC,LPC,26279,PLA2G2D,23,0.54380208940436,0.5920601855395413,0.5358529476266584
LPC(18:4),PC(52:4),LPC,PC,254531,LPCAT4,22,-0.7523523740127366,0.46025740618795286,0.7384230594227565
LPE(22:5),PE(34:4),LPE,PE,154141,MBOAT1,26,0.5881002084421213,0.5618993165958539,0.580022690112862
PG(44:5),LPG(22:4) ,PG,LPG,54675,CRLS1,33,-0.6309931979415786,0.5337789438144402,0.6222477934323883
LPE(20:0),PE(44:0),LPE,PE,10162,LPCAT3,26,-1.3778670415338354,0.18771342531020194,1.3173736009960793
PE(16:0),PC(44:0),PE,PC,10400,PEMT,8,-0.5901580308585606,0.5600367909046859,0.5827868611520964
LPE(18:3),PE(30:2),LPE,PE,129642,MBOAT2,26,0.9163358931966875,0.36715797256181126,0.9018096878925763
PS(32:2),LPS(17:1) ,PS,LPS,64600,PLA2G2F,31,-0.5666968526254126,0.5770012123171111,0.5577703492013854
PS(22:7),PE(44:12),PS,PE,23761,PISD,6,0.2671453432634502,0.7914103641154617,0.2644796234390178
PC(32:2),LPC(16:1),PC,LPC,30814,PLA2G2E,23,-0.22721272606425733,0.8221910552115176,0.2247277758737478
PC(40:7),LPC(20:4),PC,LPC,255189,PLA2G4F,23,0.8471392051133816,0.40711235703651705,0.8289859509615015
PC(32:0),LPC(17:0),PC,LPC,8605,PLA2G4C,23,0.24249591368535175,0.8101170644585485,0.24027501295865275
PE(38:0)_2,LPE(12:0) ,PE,LPE,8605,PLA2G4C,27,0.012407922900994059,0.9901876895032931,0.012298217467898952
PC(30:1),LPC(14:1),PC,LPC,5321,PLA2G4A,23,0.05344433807021894,0.9577495320677549,0.052977880116996515
PE(32:5),PC(32:5),PE,PC,10400,PEMT,8,0.7990087148282017,0.43078800834305786,0.7878439183009445
PG(38:4),LPG(18:4),PG,LPG,54675,CRLS1,33,0.7481245495634468,0.4607690055848186,0.7375811631501201
PC(36:0) ,LPC(20:1),PC,LPC,5319,PLA2G1B,23,0.7303022110687939,0.4736439341029728,0.7165627527414947
LPI(18:0) ,PI(36:1),LPI,PI,79143,MBOAT7,28,-0.712509729810078,0.48498053333711477,0.6983144997179354
Cer(44:1),Cer1P(30:1),Cer,Cer1P,64781,CERK,41,-0.03341697598435427,0.9736073743518754,0.03308428536555379
LPC(6:0),PC(34:0),LPC,PC,254531,LPCAT4,22,0.7724181517424757,0.4475321732781433,0.7595356890879672
PC(50:0),LPC(18:0),PC,LPC,64600,PLA2G2F,23,0.9475233768657778,0.35120257544253786,0.9322592235133478
PS(42:3),LPS(22:2) ,PS,LPS,5320,PLA2G2A,31,-0.0889297500057719,0.9299187392907631,0.08794707726511876
LPC(16:1)_2,PC(34:3),LPC,PC,10162,LPCAT3,22,0.9193427725451162,0.3665950282240261,0.9028697476925475
LPC(16:1)_2,PC(32:0),LPC,PC,54947,LPCAT2,22,0.7340300540505557,0.46895065375810363,0.7241874638785819
Cer1P(20:1),Cer(36:0),Cer1P,Cer,5524,PTPA,42,-0.1475570229545688,0.8837447232736937,0.14622379307458988
LPE(24:1),PE(42:3),LPE,PE,129642,MBOAT2,26,0.21851620014479736,0.8285913025231041,0.21650862537820384
LPS(20:5) ,PS(40:9),LPS,PS,154141,MBOAT1,30,0.7703119604953549,0.44756217269119514,0.7594855200858401
PC(38:7),LPC(18:4),PC,LPC,5321,PLA2G4A,23,0.3195280606430724,0.7517186998892249,0.31637393323686114
PS(34:2),LPS(20:3) ,PS,LPS,5320,PLA2G2A,31,-0.34850165027593566,0.7301881042559342,0.3448753215208176
LPC(22:5),PC(44:5),LPC,PC,79888,LPCAT1,22,0.4379666544041014,0.6646781582180046,0.43346338858385486
PC(40:8),LPC(20:3),PC,LPC,64600,PLA2G2F,23,0.8016168450101119,0.43205625049666396,0.7856778372290804
PS(38:5),LPS(16:1) ,PS,LPS,64600,PLA2G2F,31,0.41500216760558584,0.681916097587805,0.40984984711025296
LPE(24:1),PE(42:1),LPE,PE,254531,LPCAT4,26,0.8738202145525642,0.3896093770070672,0.8603259774825031
PS(44:4),PE(26:0),PS,PE,23761,PISD,6,-0.29913697315729415,0.7674081288761252,0.29576686559948645
PC(52:4),PS(32:0),PC,PS,9791,PTDSS1,9,0.4296537607816609,0.6713752743827193,0.42426127961656507
PC(40:9),LPC(20:5),PC,LPC,283748,PLA2G4D,23,0.7209258381699424,0.47853604699199426,0.7086591073395019
PC(42:0),LPC(14:0),PC,LPC,5320,PLA2G2A,23,1.3264851924648524,0.20070545610192922,1.279544282665872
PS(30:1),LPS(14:0),PS,LPS,30814,PLA2G2E,31,-0.07207030821258062,0.9431254327873961,0.07134217140550712
PS(28:1),LPS(14:0),PS,LPS,64600,PLA2G2F,31,0.2665293723870553,0.791968717759266,0.26375499220621934
PS(34:1),PE(20:1),PS,PE,23761,PISD,6,0.26990985634748127,0.7894683674090233,0.26700103082838333
PC(32:3),LPC(18:2),PC,LPC,100137049,PLA2G4B,23,0.23302015829098946,0.8174322022933623,0.23084888463421338
PE(44:5),LPE(22:1),PE,LPE,8605,PLA2G4C,27,-1.1136597114811269,0.2762141820366085,1.0888632780891372
LPC(22:2),PC(42:2),LPC,PC,254531,LPCAT4,22,0.09088126320201494,0.9285055492792375,0.08972525124522872
PC(42:7),LPC(18:2),PC,LPC,26279,PLA2G2D,23,1.2113398140626375,0.24072670166671242,1.1731723401152516
PC(40:2),LPC(16:1),PC,LPC,100137049,PLA2G4B,23,-0.4684837201719691,0.6429593164101901,0.463565165702774
PC(44:5),LPC(22:4),PC,LPC,5321,PLA2G4A,23,-0.5109516209085656,0.6160868595537844,0.5014039512567099
PC(38:0),LPC(18:4),PC,LPC,5320,PLA2G2A,23,0.43924599249457946,0.6637559621783145,0.43473338573645137
LPE(20:2),PE(40:1),LPE,PE,154141,MBOAT1,26,-0.3857769751293182,0.7042899181445059,0.37953594364740256
LPS(16:1) ,PS(34:1),LPS,PS,154141,MBOAT1,30,-0.512057594403875,0.6134991608604221,0.5050849650882129
PI(40:2),LPI(18:1) ,PI,LPI,283748,PLA2G4D,29,1.042438547723502,0.3073232500815378,1.0208547717429923
PG(38:1),LPG(16:0),PG,LPG,283748,PLA2G4D,33,0.5030746345989553,0.6193605107412778,0.4967568734637471
LPC(16:1)_2,PC(32:2),LPC,PC,254531,LPCAT4,22,0.7976501433354805,0.4321126528507756,0.7855815910500625
PS(40:4),PE(20:3),PS,PE,23761,PISD,6,0.09035305407186842,0.9286539244522698,0.08953854204795535
PC(32:5),LPC(20:4),PC,LPC,8605,PLA2G4C,23,0.5013347422660368,0.6211424415280653,0.4942318600504038
Cer1P(44:2),Cer1P(20:1),Cer1P,Cer,5524,PTPA,42,0.7141391730398342,0.48124508569361035,0.7043014143879426
PG(34:3),LPG(20:4) ,PG,LPG,283748,PLA2G4D,33,-0.21190768615926056,0.8336936869173875,0.20996666965703586
PI(34:1),LPI(15:1) ,PI,LPI,283748,PLA2G4D,29,-1.4626774041089412,0.1570876986353466,1.4149345096194377
LPS(14:1) ,PS(38:1),LPS,PS,254531,LPCAT4,30,0.647016968712154,0.5228045831934843,0.6390282055674782
PC(44:2),LPC(20:1),PC,LPC,100137049,PLA2G4B,23,0.928805815681622,0.36376256021513365,0.9082189383226384
PC(36:7),LPC(18:4),PC,LPC,8605,PLA2G4C,23,0.6784959783331265,0.5049804275709008,0.6666739409869537
PC(34:5),LPC(22:6),PC,LPC,5319,PLA2G1B,23,-1.3133916379337545,0.20719752546006528,1.2613090400300289
LPS(18:1) ,PS(32:1),LPS,PS,254531,LPCAT4,30,-1.0969647905605064,0.2864322064028487,1.0659810541560515
SM(36:2),Cer(20:1),SM,Cer,6610,SMPD2,18,0.4070723614312909,0.6873786436154068,0.4024149850116751
LPS(14:0),PS(32:2),LPS,PS,254531,LPCAT4,30,0.326978129136105,0.7471441994034742,0.3224072409159236
PC(44:3),LPC(20:4),PC,LPC,26279,PLA2G2D,23,1.208039614198461,0.2415176226514716,1.1712019226756198
PI(32:2),LPI(17:1) ,PI,LPI,283748,PLA2G4D,29,0.20925560335901852,0.8360260917952053,0.20697921403144887
PC(40:0),LPC(18:0),PC,LPC,255189,PLA2G4F,23,1.2390172641850954,0.23039339241830517,1.1993461107880816
PC(32:4),LPC(20:4),PC,LPC,64600,PLA2G2F,23,0.6471328325806325,0.5248483002150257,0.6358897250166619
PC(38:3),LPC(20:5),PC,LPC,5321,PLA2G4A,23,0.7456374442300868,0.4641752278994389,0.7319890882768675
PC(42:2),LPC(20:1),PC,LPC,123745,PLA2G4E,23,1.1033303639095549,0.2842839878490177,1.0707452561641375
LPG(12:0),PG(28:0),LPG,PG,54675,CRLS1,32,-1.3294787751650772,0.19450561670751979,1.2973650362581897
PC(36:1),LPC(14:1),PC,LPC,283748,PLA2G4D,23,0.4621892750873032,0.6479897768334658,0.4565566040818993
LPE(18:3),PE(36:7),LPE,PE,129642,MBOAT2,26,1.227729251117812,0.22944040293676854,1.201801606411493
PC(36:3),LPC(20:4),PC,LPC,64600,PLA2G2F,23,0.8887910673031103,0.3851883186589973,0.8683763843300657
LPS(18:1) ,PS(42:0),LPS,PS,154141,MBOAT1,30,-1.3490301082832197,0.19677173218608307,1.2908037642836812
Cer1P(36:1),Cer(20:1),Cer1P,Cer,5524,PTPA,42,0.6405000116181407,0.5269502575263647,0.6326683267291767
PC(44:6),LPC(20:5),PC,LPC,5320,PLA2G2A,23,1.1036319267931278,0.2839286278618982,1.071535699232434
LPS(22:2) ,PS(42:7),LPS,PS,254531,LPCAT4,30,-0.11349987647229222,0.9104895749796368,0.11242103821855684
PI(44:1),LPI(22:6) ,PI,LPI,123745,PLA2G4E,29,0.37786079183047694,0.7087133961796205,0.37358459587684295
PE(14:1),PS(38:2),PE,PS,81490,PTDSS2,7,0.757376815694033,0.4555472413639028,0.7461989515934666
PC(34:0),LPC(19:1),PC,LPC,64600,PLA2G2F,23,0.8464453366985073,0.4078788365944902,0.827632182601817
PC(30:0),LPC(14:0),PC,LPC,283748,PLA2G4D,23,-0.6241937072091202,0.5375672465951591,0.6164959461911959
LPS(18:4)_2,PS(40:8),LPS,PS,154141,MBOAT1,30,1.2357234420192973,0.22683508143290426,1.208551805679439
LPC(22:0),PC(44:6),LPC,PC,79888,LPCAT1,22,0.23832288980193755,0.8133392183950809,0.23612043366961255
PG(32:1),LPG(15:1),PG,LPG,54675,CRLS1,33,-0.12386927301673646,0.9026007012101649,0.12237668648527401
LPC(22:2),PC(40:0),LPC,PC,254531,LPCAT4,22,0.5273674795478073,0.6042200703676187,0.5183414318524208
PC(38:7),LPC(18:4),PC,LPC,123745,PLA2G4E,23,0.3195280606430724,0.7517186998892249,0.31637393323686114
PI(38:0) ,LPI(22:0) ,PI,LPI,283748,PLA2G4D,29,-1.4191686134611945,0.16857449631061563,1.3767986889502881
LPS(14:0),PS(28:1),LPS,PS,10162,LPCAT3,30,-0.055263482933625686,0.956354344704212,0.054729025878018256
PC(52:0),PS(28:0),PC,PS,9791,PTDSS1,9,0.2948360135072908,0.7711012386552236,0.29093473035852346
PG(38:1),LPG(20:5) ,PG,LPG,255189,PLA2G4F,33,0.08117925355381356,0.9359261021445751,0.08039122953712777
PC(38:5),LPC(22:4),PC,LPC,123745,PLA2G4E,23,-1.357730940773475,0.19136902637408773,1.3065398798363557
