Match 1,Match 2,Lipid 1,Lipid 2,Number,Gene,Reaction,T-Statistic,P-Value,Z-Score
PS(34:3),LPS(20:3) ,PS,LPS,64600,PLA2G2F,31,-0.7912777671932006,0.43723845652623705,0.7768649426162694
LPS(16:1) ,PS(30:0),LPS,PS,154141,MBOAT1,30,-0.537387700233562,0.5959262184345342,0.53026787256116
LPC(18:4),PC(34:3),LPC,PC,254531,LPCAT4,22,0.7639249588350101,0.45180353880560364,0.752411656587176
PC(34:0),LPC(8:0),PC,LPC,8605,PLA2G4C,23,0.5396767199555049,0.5950632591963467,0.5315131096369479
PC(44:0),LPC(22:6),PC,LPC,8605,PLA2G4C,23,-0.7212011793423396,0.4799436570427521,0.7063931862224413
PC(40:10),LPC(22:6),PC,LPC,5319,PLA2G1B,23,-1.1539565698135748,0.26247793116643947,1.120553585659064
PC(34:0),LPC(10:0),PC,LPC,255189,PLA2G4F,23,0.7564392671910869,0.45836968219140684,0.7415340697636602
PC(40:2),LPC(18:3),PC,LPC,30814,PLA2G2E,23,1.5421798687019863,0.1349228432084176,1.4949678105612936
PC(44:4),LPC(24:1),PC,LPC,283748,PLA2G4D,23,0.16737649439212401,0.8684419269352079,0.1656378903875602
LPC(20:5),PC(42:10),LPC,PC,79888,LPCAT1,22,-0.8797531067846093,0.3864518123939331,0.866069933051131
LPC(18:2),PC(34:1),LPC,PC,254531,LPCAT4,22,0.8202037800360187,0.4189927732742147,0.8081699165187013
PE(16:1),PS(40:1),PE,PS,81490,PTDSS2,7,-1.1116833360745375,0.27696243750690347,1.0871683002137538
PC(32:2),LPC(18:1),PC,LPC,5321,PLA2G4A,23,0.434035305604007,0.6678517896239303,0.42909816225524516
PI(42:1),LPI(20:5) ,PI,LPI,283748,PLA2G4D,29,-0.725916157156046,0.47452462861314026,0.7151366187032209
PE(40:7),LPE(18:3),PE,LPE,8605,PLA2G4C,27,0.7976245882212698,0.4353148955908316,0.7801290895472474
PC(30:0),LPC(14:0),PC,LPC,100137049,PLA2G4B,23,-0.6241937072091202,0.5375672465951591,0.6164959461911959
LPC(6:0),PC(32:1),LPC,PC,79888,LPCAT1,22,0.7162177928103233,0.4804218637074392,0.7056242111924061
PE(38:2),LPE(18:1),PE,LPE,8605,PLA2G4C,27,-0.1131187432302488,0.9107953209541316,0.11203542164036942
LPG(17:2),PG(34:2),LPG,PG,54675,CRLS1,32,0.9154808469240118,0.36758712318470677,0.901002250372199
LPE(22:5),PE(42:5),LPE,PE,254531,LPCAT4,26,0.8362696603666854,0.4106791574467886,0.8226990469395764
PC(34:3),LPC(20:2),PC,LPC,30814,PLA2G2E,23,0.8470381281790809,0.40761877265709223,0.8280913415386855
PG(38:1),LPG(18:2) ,PG,LPG,54675,CRLS1,33,-0.23381883464979544,0.8167701356380898,0.23170115319305487
PG(34:1),LPG(17:2),PG,LPG,255189,PLA2G4F,33,-0.37148128618769244,0.7129798347654515,0.3678570398438906
PC(34:2),LPC(22:1),PC,LPC,30814,PLA2G2E,23,-0.3758966801293437,0.709809941167604,0.3721113566179536
LPC(20:1),PC(42:7),LPC,PC,54947,LPCAT2,22,-0.8681590840342355,0.3924411454672019,0.8551987186331088
LPC(15:0),PC(32:1),LPC,PC,79888,LPCAT1,22,1.0022370959036004,0.32621290998449504,0.9817705293762411
PG(38:2),LPG(20:0),PG,LPG,54675,CRLS1,33,0.5271541537796316,0.6025076582102871,0.5207977678692037
LPS(22:2) ,PS(40:0) ,LPS,PS,254531,LPCAT4,30,0.014839928604002395,0.9882734059714995,0.014697635226372222
PC(34:5),LPC(14:1),PC,LPC,64600,PLA2G2F,23,0.48554324233146434,0.6319979463130037,0.4789166207948133
PC(40:6),LPC(18:1),PC,LPC,123745,PLA2G4E,23,0.4331950522177411,0.6687752182344542,0.42782955422424235
LPE(22:6),PE(40:2),LPE,PE,154141,MBOAT1,26,0.8246584592553525,0.41637455964537484,0.8127270658993461
LPE(18:3),PE(34:2),LPE,PE,10162,LPCAT3,26,1.5454464698070969,0.1334476215387517,1.500644165754374
PG(42:4),LPG(18:3) ,PG,LPG,255189,PLA2G4F,33,-1.70180721051397,0.09953855402366354,1.6470948378260988
PC(32:4),LPC(10:0),PC,LPC,123745,PLA2G4E,23,0.41947200140123864,0.678872010621739,0.41400286228869454
LPS(22:6) ,PS(44:10),LPS,PS,154141,MBOAT1,30,-1.1625316127266005,0.2547165427069677,1.1389679008220477
PC(46:1),PS(34:2),PC,PS,9791,PTDSS1,9,0.01694255933763268,0.9866147693246226,0.01677668578991772
PC(32:2),LPC(20:2),PC,LPC,5319,PLA2G1B,23,0.8295187739808846,0.41667421791264536,0.8122046393212269
PI(44:2),LPI(22:6) ,PI,LPI,123745,PLA2G4E,29,0.8843434729473311,0.38505504947734437,0.8686199305849789
LPC(16:1)_2,PC(38:6),LPC,PC,254531,LPCAT4,22,0.8110162028205566,0.4241187195217504,0.799296134894854
PC(40:5),LPC(20:5),PC,LPC,100137049,PLA2G4B,23,0.7796504768058353,0.4446492586451546,0.7643658416452932
PC(40:0),LPC(16:0),PC,LPC,5321,PLA2G4A,23,0.7114428344013864,0.48327570400564435,0.7010437636792931
PC(48:2),PS(32:3),PC,PS,9791,PTDSS1,9,0.050120875838706475,0.960455294572799,0.04958224637063966
LPE(22:1),PE(38:0)_2,LPE,PE,10162,LPCAT3,26,0.6796822742387937,0.5021857835163323,0.6710545433004436
PC(42:3),LPC(18:4),PC,LPC,30814,PLA2G2E,23,1.305903675069431,0.20740513031809665,1.2607328054814337
LPE(20:4),PE(44:3),LPE,PE,154141,MBOAT1,26,1.6519670823666668,0.11571369546147567,1.5730221240425788
LPC(18:3),PC(38:3),LPC,PC,10162,LPCAT3,22,0.45434262958720695,0.653019566811357,0.44957132688751167
PC(40:2),LPC(18:2),PC,LPC,8605,PLA2G4C,23,1.2243485863293102,0.23142845611581758,1.1966873072860742
PC(42:0),LPC(20:1),PC,LPC,283748,PLA2G4D,23,1.1606393983425245,0.2607828949511562,1.1245426328996233
PC(38:0),LPC(20:3),PC,LPC,100137049,PLA2G4B,23,0.7674509687265904,0.45077855639766495,0.7541176894097156
LPC(22:1),PC(40:2),LPC,PC,254531,LPCAT4,22,1.2349261447133797,0.22751090147301656,1.206795520858162
LPS(18:4),PS(40:8),LPS,PS,254531,LPCAT4,30,1.5022366830416602,0.14437111376224826,1.4597051941750663
PE(14:1),PC(36:7),PE,PC,10400,PEMT,8,0.8025147492447601,0.4295150250663199,0.7900218205579597
LPS(12:0) ,PS(30:3),LPS,PS,254531,LPCAT4,30,0.6009743709521017,0.552540644756353,0.5939573419795698
PI(38:1),LPI(20:1),PI,LPI,283748,PLA2G4D,29,-1.1965183451566876,0.24125542351131402,1.171854633958176
PC(44:2),LPC(22:2),PC,LPC,255189,PLA2G4F,23,-1.124364019044174,0.2774884628642955,1.0859785939844389
LPE(20:5),PE(38:6),LPE,PE,254531,LPCAT4,26,1.7467533776672655,0.0973768900966435,1.6577056637232066
PS(40:3),LPS(22:2) ,PS,LPS,64600,PLA2G2F,31,0.9508130209005687,0.3497900656897567,0.9349965727148623
PS(38:0),LPS(18:4),PS,LPS,5320,PLA2G2A,31,-1.509826863125707,0.14545210072233197,1.4557848658986983
PC(38:2),LPC(18:1),PC,LPC,5319,PLA2G1B,23,0.10482966688983741,0.9172354078829842,0.1039167583331655
PS(36:6),PE(22:6),PS,PE,23761,PISD,6,0.11256983868687492,0.9111517423942898,0.11158591257339338
PC(36:0) ,LPC(19:1),PC,LPC,8605,PLA2G4C,23,0.8124000157071821,0.4260533772169278,0.7959632825204447
PG(44:7),LPG(22:1) ,PG,LPG,255189,PLA2G4F,33,-1.4816802317577247,0.149658401041413,1.4407391111897754
PC(42:0),LPC(22:0),PC,LPC,26279,PLA2G2D,23,1.0988892202179563,0.281736448847265,1.0764267397352776
PG(30:3),LPG(18:3) ,PG,LPG,283748,PLA2G4D,33,-0.7945513146366635,0.43398173253610806,0.7823962575437088
LPE(20:4),PE(44:4),LPE,PE,129642,MBOAT2,26,1.682831981825461,0.10951180204410911,1.6003913084810977
LPC(22:4),PC(40:6),LPC,PC,10162,LPCAT3,22,0.7023292353213955,0.48807374314333785,0.6933758031771735
LPE(22:1),PE(44:7),LPE,PE,254531,LPCAT4,26,0.9395755967738629,0.35538462530928316,0.9241953325282741
PS(34:1),LPS(18:1) ,PS,LPS,30814,PLA2G2E,31,2.1384116911516715,0.04417136882639253,2.012460952643022
PE(28:1),PC(40:0),PE,PC,10400,PEMT,8,-0.8277249778805383,0.4145947584701455,0.8158345697144105
LPC(18:3),PC(36:3),LPC,PC,254531,LPCAT4,22,0.4943332560942643,0.6249652901454283,0.48882543355521607
LPC(20:5),PC(34:6),LPC,PC,79888,LPCAT1,22,0.5965334184389204,0.5558934369027344,0.5889520545649132
PC(42:0),LPC(16:1),PC,LPC,5319,PLA2G1B,23,1.8902351348792288,0.0729920748214647,1.7928802447203762
LPS(22:4) ,PS(36:4),LPS,PS,254531,LPCAT4,30,0.017448534092633125,0.9862015917462403,0.017294602243546744
LPC(14:1),PC(30:0),LPC,PC,10162,LPCAT3,22,0.8121706988783622,0.424168793463911,0.7992097602002773
PE(36:0),LPE(18:3),PE,LPE,8605,PLA2G4C,27,0.8013877857749349,0.43315133694563945,0.7838104571790241
PC(32:1),LPC(16:1),PC,LPC,5320,PLA2G2A,23,-0.3583264232932646,0.7233341265278328,0.35400634715258034
PS(40:2),PE(18:2),PS,PE,23761,PISD,6,-0.4128674144624183,0.6836396735099971,0.4075015260987165
PE(18:2),PS(42:2),PE,PS,81490,PTDSS2,7,-0.08301037280851611,0.9346584017804251,0.08198530153479525
PC(44:3),LPC(22:2),PC,LPC,5319,PLA2G1B,23,-0.9004807650773902,0.3819490012096871,0.8743108333742083
PS(44:1),LPS(20:2) ,PS,LPS,64600,PLA2G2F,31,-1.2731591704614824,0.22452356638371138,1.2145872179074997
PS(36:0),LPS(22:0 ,PS,LPS,64600,PLA2G2F,31,0.15002679808172295,0.8826578788213677,0.14760073016951977
PS(44:0),LPS(22:1) ,PS,LPS,64600,PLA2G2F,31,-0.4111468328320575,0.6844145595025161,0.4064464995323318
PC(36:0) ,LPC(6:0),PC,LPC,5320,PLA2G2A,23,0.7009582917660091,0.49069852269969727,0.6891982424410323
PC(34:2),LPC(16:1)_2,PC,LPC,5319,PLA2G1B,23,-0.07255988063058205,0.9426550996684004,0.0719331610836638
LPC(16:1),PC(40:6),LPC,PC,254531,LPCAT4,22,0.6747646304398331,0.5056498712312512,0.6656264883430572
LPI(18:2) ,PI(38:5),LPI,PI,79143,MBOAT7,28,-1.8807960291637527,0.08656870285808792,1.7137823677086668
PI(38:8),LPI(18:3) ,PI,LPI,283748,PLA2G4D,29,-0.47667712947908003,0.6373137375553249,0.4714579553978826
LPG(22:6) ,PG(34:5)_2,LPG,PG,9926,LPGAT1,32,-0.7346184276172775,0.4696035989260974,0.723124173613264
PC(36:2),LPC(22:2),PC,LPC,8605,PLA2G4C,23,-0.8667207716451888,0.3984255297944349,0.8444365062543878
LPC(20:0),PC(42:5),LPC,PC,54947,LPCAT2,22,-1.7966376171419434,0.08321893020689439,1.7323069218680847
PC(38:4),LPC(22:5),PC,LPC,283748,PLA2G4D,23,-1.39344106979147,0.18093169370914275,1.337891851766717
LPC(22:1),PC(48:0),LPC,PC,10162,LPCAT3,22,1.4273669249942242,0.16916813795489735,1.374881653665253
LPC(16:1)_2,PC(46:1),LPC,PC,79888,LPCAT1,22,1.8108749310065808,0.08526709562812876,1.7209103364449625
PS(32:2),LPS(15:1),PS,LPS,5320,PLA2G2A,31,-0.7839010760994313,0.4414991689923681,0.7696641030596535
PE(38:1),LPE(18:2),PE,LPE,8605,PLA2G4C,27,-0.5949419493780358,0.5570796791676612,0.5871846816928952
PC(46:0),LPC(22:1),PC,LPC,283748,PLA2G4D,23,-1.6814228323694431,0.10344704577802089,1.6283672113651209
LPE(22:6),PE(42:5),LPE,PE,154141,MBOAT1,26,0.7914478497908607,0.43553275384233237,0.7797589824805001
PC(40:6),LPC(20:5),PC,LPC,5319,PLA2G1B,23,0.8604702449547929,0.40000497897617293,0.8416123413679764
LPC(18:2),PC(32:1),LPC,PC,54947,LPCAT2,22,0.62767430380139,0.5351430667795769,0.6201742587275809
PC(40:6),LPC(22:6),PC,LPC,8605,PLA2G4C,23,-1.1504400866839235,0.2661081305961725,1.1120698225780454
O-PE(34:4),P-PE(16:0),O-PE,P-PE,387521,PEDS1,84,0.6198111383503718,0.5402536470996271,0.6124294725882833
LPC(16:1),PC(34:3),LPC,PC,54947,LPCAT2,22,0.9046464147002948,0.3742411096522684,0.888557185420609
PC(40:2),LPC(24:1),PC,LPC,30814,PLA2G2E,23,-0.001954856466436434,0.9984553778313826,0.0019358980099330834
PC(50:0),LPC(18:0),PC,LPC,5319,PLA2G1B,23,0.9475233768657778,0.35120257544253786,0.9322592235133478
PS(44:8),LPS(22:2) ,PS,LPS,64600,PLA2G2F,31,0.560053156126459,0.5798505314556848,0.5536030599008529
PC(42:7),LPC(18:2),PC,LPC,255189,PLA2G4F,23,1.2113398140626375,0.24072670166671242,1.1731723401152516
PC(32:1),LPC(18:2),PC,LPC,5321,PLA2G4A,23,0.4996488621971198,0.6218485005695964,0.4932322393426298
PC(34:2),LPC(16:0),PC,LPC,5319,PLA2G1B,23,-0.0970630435575581,0.9233440503896173,0.09622226192528298
PI(40:0),LPI(18:0) ,PI,LPI,123745,PLA2G4E,29,1.21919488246928,0.2326212556991375,1.1936337761161393
PC(44:1),LPC(20:1),PC,LPC,30814,PLA2G2E,23,0.8701123101003762,0.3940200069979284,0.852349739592849
PC(34:1),LPC(10:0),PC,LPC,5319,PLA2G1B,23,0.733457679456765,0.4720901272201473,0.7190824382445737
LPI(16:1) ,PI(32:1),LPI,PI,79143,MBOAT7,28,-0.037050387148246725,0.9707074987202757,0.03672095690082009
PC(32:2),LPC(16:1),PC,LPC,5320,PLA2G2A,23,-0.22721272606425733,0.8221910552115176,0.2247277758737478
PI(42:1),LPI(16:1) ,PI,LPI,283748,PLA2G4D,29,0.8193852884120488,0.4198963733347706,0.8066010418090063
PS(38:9),LPS(18:4),PS,LPS,30814,PLA2G2E,31,-1.0592574081923398,0.3003388117366094,1.035707094160034
PC(32:0),LPC(18:1),PC,LPC,5321,PLA2G4A,23,0.17881826442632398,0.8593263021769848,0.17723182045608263
PE(20:3),PC(40:2),PE,PC,10400,PEMT,8,0.6900580149230667,0.4957975588034589,0.6811168454781575
LPE(18:2),PE(32:1),LPE,PE,154141,MBOAT1,26,0.9553106304067559,0.3482757696369648,0.93793897992244
LPI(14:0) ,PI(34:1),LPI,PI,79143,MBOAT7,28,2.7499270479329048,0.01016589301979429,2.570134865003976
LPG(20:3) ,PG(42:7),LPG,PG,54675,CRLS1,32,0.7624873616360479,0.4519799967959134,0.7521181719079633
PC(44:2),LPC(20:2),PC,LPC,100137049,PLA2G4B,23,1.0844485529895214,0.2907414486374592,1.0564964789891655
PS(38:3),LPS(18:3) ,PS,LPS,5320,PLA2G2A,31,-0.31893354397211693,0.752225932089196,0.315705657523869
PG(42:5),LPG(18:0) ,PG,LPG,283748,PLA2G4D,33,-0.35357219382558375,0.7264973744737317,0.3497885742344027
Cer1P(20:1),SM(34:1),Cer,SM,259230,SGMS1,17,0.30528325961548325,0.7623682106931511,0.302372375772975
LPC(10:0),PC(36:1),LPC,PC,79888,LPCAT1,22,0.5504002720064477,0.5867282202883447,0.5435833494416192
PC(50:0),PS(38:0),PC,PS,9791,PTDSS1,9,0.9081526491735668,0.37195960025517294,0.8928087490265778
LPC(16:1),PC(34:4),LPC,PC,254531,LPCAT4,22,0.8749593924916255,0.3895432412126726,0.8604459944938982
LPG(22:0) ,PG(42:3),LPG,PG,54675,CRLS1,32,-0.3889681605677376,0.7022234326579306,0.3823207940923943
LPG(22:1) ,PG(38:2),LPG,PG,54675,CRLS1,32,0.5034389381137957,0.6184594818725397,0.4980348458431325
PC(34:0),LPC(15:0),PC,LPC,64600,PLA2G2F,23,-0.9217487450668083,0.3680118494367076,0.9002037151537833
PC(44:4),LPC(18:3),PC,LPC,5320,PLA2G2A,23,1.479277037919969,0.15337929691419114,1.4276962815959184
LPS(18:4),PS(38:0),LPS,PS,10162,LPCAT3,30,1.647839088926711,0.11018061746169351,1.597381842220907
LPE(22:5),PE(36:4),LPE,PE,129642,MBOAT2,26,1.1552613296273324,0.25803778486918216,1.1310411194347632
PI(28:0),LPI(16:1) ,PI,LPI,123745,PLA2G4E,29,0.4849166201854538,0.6320320528391865,0.47886868084472567
PS(38:9),LPS(20:5) ,PS,LPS,5320,PLA2G2A,31,-0.14627669927087147,0.8847173956653419,0.1449917371314682
Cer(20:1),SM(34:2),Cer,SM,259230,SGMS1,17,0.6655198505688252,0.5111961856964078,0.6569762531952996
PC(42:4),LPC(20:5),PC,LPC,5321,PLA2G4A,23,1.12311230821295,0.27601724722699783,1.0893099029077384
PC(40:8),LPC(22:5),PC,LPC,5320,PLA2G2A,23,-1.192657736063926,0.24974160774749277,1.1509772189909364
PG(38:1),LPG(19:1),PG,LPG,54675,CRLS1,33,0.11396314104506533,0.9100876351471887,0.1129280030037192
PS(38:2),PE(14:1),PS,PE,23761,PISD,6,-0.08467865942223993,0.9331026443760836,0.08394187653031303
LPE(22:2),PE(42:6),LPE,PE,10162,LPCAT3,26,1.7256983119509173,0.09573705482614794,1.665881320422549
LPS(18:3) ,PS(42:8),LPS,PS,254531,LPCAT4,30,1.0148951320216124,0.3195179717993503,0.9954489283790646
PC(44:4),LPC(24:0),PC,LPC,5321,PLA2G4A,23,0.2411250758021342,0.811439478728324,0.23856942136854314
Cer1P(30:1),SM(44:0),Cer,SM,166929,SGMS2,17,-0.5906886638559052,0.5605329029720769,0.5820501478069471
PS(38:1),PE(18:4),PS,PE,23761,PISD,6,-0.04648726782057293,0.9632467561331213,0.046079662033202386
PC(36:6),LPC(18:3),PC,LPC,5320,PLA2G2A,23,0.6779649125888401,0.5054392465999394,0.6659559657832587
PS(40:0) ,PE(22:2),PS,PE,23761,PISD,6,0.08904942132365908,0.9297132647427002,0.0882056022257468
PC(44:0),LPC(18:1),PC,LPC,30814,PLA2G2E,23,0.8854344165518224,0.38381051679791334,0.8708967769306782
PC(46:1),LPC(18:1),PC,LPC,283748,PLA2G4D,23,-1.1226117514324145,0.27135879530021767,1.0999387830092717
PC(32:5),LPC(14:1),PC,LPC,5321,PLA2G4A,23,-0.2764150136324441,0.7842075930416456,0.27383998635178397
LPC(8:0),PC(32:5),LPC,PC,54947,LPCAT2,22,1.0120263806334586,0.32002053423248145,0.9944156867222573
PC(40:4),LPC(20:0),PC,LPC,5321,PLA2G4A,23,1.791876836169651,0.08565605951262507,1.7187711015335398
LPS(20:0) ,PS(38:3),LPS,PS,154141,MBOAT1,30,-0.8205089005329738,0.4200342428580406,0.8063618405548197
LPE(15:0),PE(30:1),LPE,PE,10162,LPCAT3,26,0.9742934766642769,0.342556372850502,0.9491263133633463
PG(32:5),LPG(14:1) ,PG,LPG,54675,CRLS1,33,-0.06932184074638208,0.9452221892491832,0.0687078252858401
LPC(18:4),PC(34:3),LPC,PC,79888,LPCAT1,22,0.7639249588350101,0.45180353880560364,0.752411656587176
Cer1P(20:1),SM(32:2),Cer,SM,166929,SGMS2,17,-0.47027300481063766,0.6417776550971758,0.46521478050233694
LPI(12:0) ,PI(30:2),LPI,PI,79143,MBOAT7,28,0.267388628849274,0.79179256932767,0.26398358262915
PI(34:2),LPI(22:1) ,PI,LPI,283748,PLA2G4D,29,-1.1966900734839963,0.24193244087937585,1.1701703036226205
PE(20:0),PS(44:1),PE,PS,81490,PTDSS2,7,-1.6694863179407817,0.11823967256817303,1.5622051296770483
PE(14:0),PC(30:1),PE,PC,10400,PEMT,8,0.719449071140916,0.478008114930376,0.7095098922826026
PI(38:2),LPI(20:4) ,PI,LPI,123745,PLA2G4E,29,-0.9176860118548011,0.36823106339870915,0.8997917916834921
PC(44:3),LPC(18:2),PC,LPC,5321,PLA2G4A,23,1.142359032526395,0.2653904364880784,1.1137407161563906
PC(36:2),LPC(17:2),PC,LPC,283748,PLA2G4D,23,0.5640587259928925,0.5773174844172292,0.5573073066050828
LPS(20:5) ,PS(36:4),LPS,PS,154141,MBOAT1,30,0.6629176545802318,0.5132398809377032,0.6538012191599922
LPS(22:1) ,PS(36:0),LPS,PS,10162,LPCAT3,30,1.0751343053909934,0.29295214357904736,1.051667463737715
PC(46:0),LPC(18:0),PC,LPC,26279,PLA2G2D,23,0.5978672482730264,0.5545773778147547,0.5909149957850585
PC(32:1),LPC(18:2),PC,LPC,123745,PLA2G4E,23,0.4996488621971198,0.6218485005695964,0.4932322393426298
PC(36:1),LPC(19:1),PC,LPC,8605,PLA2G4C,23,0.8215713738961776,0.4210237761606309,0.8046463690571193
PC(42:3),LPC(20:3),PC,LPC,100137049,PLA2G4B,23,1.1568296313173656,0.26233214909501235,1.1208959639388125
LPI(14:1),PI(26:0),LPI,PI,79143,MBOAT7,28,1.5509126878546844,0.1331598289747668,1.5017571864879031
PC(44:3),PS(26:1),PC,PS,9791,PTDSS1,9,0.9515594869507051,0.3528007899340855,0.9291703900646171
LPE(20:3),PE(32:4),LPE,PE,129642,MBOAT2,26,1.1323261712938633,0.2706834698340464,1.10148996445788
PC(38:1),LPC(20:4),PC,LPC,64600,PLA2G2F,23,0.8134843495651228,0.424857323900494,0.7980226884552764
PC(34:5),LPC(18:4),PC,LPC,5321,PLA2G4A,23,0.578110365941415,0.56908579395012,0.569398412468284
PC(44:1),LPC(16:1)_2,PC,LPC,64600,PLA2G2F,23,-0.5360862481697147,0.596492850641822,0.5294506779837795
Cer(46:0),SM(32:1),Cer,SM,259230,SGMS1,17,-1.4626432470225663,0.1570583533837223,1.4150345939105202
PC(34:4),LPC(22:5),PC,LPC,5319,PLA2G1B,23,-1.1564714155318225,0.26428980718962636,1.1163091946997086
PS(40:3),LPS(20:4) ,PS,LPS,64600,PLA2G2F,31,0.00789163192702277,0.9937612649652647,0.007819174493991674
LPC(10:0),PC(34:1),LPC,PC,79888,LPCAT1,22,0.7376210874584848,0.46770955570823036,0.7262107942120369
LPC(16:1),PC(36:5),LPC,PC,10162,LPCAT3,22,0.8791407133075952,0.38755211762729525,0.8640651217654675
PI(36:5),LPI(16:1) ,PI,LPI,283748,PLA2G4D,29,0.5015161494773351,0.6205623936047211,0.49505344700284276
LPE(18:2),PE(40:1),LPE,PE,254531,LPCAT4,26,0.7899876872749337,0.43728892411235953,0.77677941417454
PG(32:1),LPG(20:0),PG,LPG,255189,PLA2G4F,33,0.25088119959343186,0.8037292576145614,0.2485236710380748
LPE(24:1),PE(38:0),LPE,PE,254531,LPCAT4,26,0.7097322000209697,0.483910084614382,0.7000275737086258
LPC(16:1)_2,PC(44:1),LPC,PC,254531,LPCAT4,22,0.667202171210806,0.5101068960644042,0.6586712540345874
PC(40:8),LPC(18:4),PC,LPC,64600,PLA2G2F,23,0.5457497319008309,0.5899465542782967,0.5389134817018844
PC(32:2),LPC(17:1),PC,LPC,100137049,PLA2G4B,23,0.42667138019312334,0.673070230589609,0.4219380574061308
PC(38:4),LPC(21:4),PC,LPC,8605,PLA2G4C,23,-1.41283986533768,0.17547589396851984,1.3548169214448027
LPG(18:2) ,PG(40:7),LPG,PG,9926,LPGAT1,32,0.7659229300703806,0.44994047881039634,0.7555142610001523
PC(42:9),LPC(22:6),PC,LPC,8605,PLA2G4C,23,-0.5188061432416936,0.611894045858022,0.5073716896721716
SM(36:2),Cer1P(20:1),SM,Cer,55512,SMPD3,18,0.5886778802919175,0.5617696827918446,0.580214935738676
PS(42:2),LPS(18:3) ,PS,LPS,5320,PLA2G2A,31,-0.8505390082924429,0.4056273489747605,0.8316131290659808
LPE(16:1),PE(32:1),LPE,PE,10162,LPCAT3,26,-1.029841451760933,0.3123531665620049,1.0102966898902448
LPS(17:2),PS(36:2),LPS,PS,154141,MBOAT1,30,-0.1436575454077826,0.8870323897430592,0.14206028270719986
LPC(22:6),PC(44:10),LPC,PC,54947,LPCAT2,22,0.2845406701857856,0.7782773610468676,0.28156463445088326
LPC(19:3),PC(36:4),LPC,PC,79888,LPCAT1,22,0.5317720346547804,0.5990888581765123,0.5257112326028182
PC(32:5),LPC(14:1),PC,LPC,123745,PLA2G4E,23,-0.2764150136324441,0.7842075930416456,0.27383998635178397
LPC(22:0),PC(42:3),LPC,PC,54947,LPCAT2,22,-0.2718654452965676,0.7877439652830251,0.2692413457126432
PC(42:6),LPC(18:0),PC,LPC,64600,PLA2G2F,23,1.2692035995172237,0.2193697413174239,1.228205748475014
LPI(16:0) ,PI(44:0),LPI,PI,79143,MBOAT7,28,-0.8649585089361533,0.3966852705540431,0.8475560301783204
LPI(20:3) ,PI(44:4),LPI,PI,79143,MBOAT7,28,0.32694280927500563,0.7464152685499134,0.3233697069217734
PG(42:1),LPG(18:0) ,PG,LPG,54675,CRLS1,33,-0.4768010126135225,0.6377585177893832,0.4708350708484102
PC(40:2),LPC(20:3),PC,LPC,30814,PLA2G2E,23,1.2335793117521348,0.23149907135854814,1.1965062235987198
LPC(22:4),PC(42:8),LPC,PC,254531,LPCAT4,22,0.4036043437368486,0.6900769751762719,0.39875060648168614
LPC(22:5),PC(40:1),LPC,PC,254531,LPCAT4,22,0.9920810729665287,0.3328595820787442,0.9683700690677497
LPE(20:0),PE(38:0),LPE,PE,154141,MBOAT1,26,-1.3112283940425251,0.20949255563296662,1.2549619981602578
LPE(20:5),PE(38:8),LPE,PE,10162,LPCAT3,26,1.9866394523366202,0.062074114755305936,1.8657659742019075
LPG(20:5) ,PG(38:7),LPG,PG,9926,LPGAT1,32,1.6808362535780452,0.10511301210125745,1.62055545499056
LPC(16:1)_2,PC(40:6),LPC,PC,10162,LPCAT3,22,0.6894520983998154,0.4964771870630459,0.6800430746281373
PG(38:4),LPG(18:0) ,PG,LPG,54675,CRLS1,33,0.2277056284695799,0.8215498316402559,0.22555205857236152
PS(34:6),LPS(22:6) ,PS,LPS,64600,PLA2G2F,31,0.11930962733968292,0.906473198328511,0.11748819494029428
PC(44:3),LPC(18:2),PC,LPC,123745,PLA2G4E,23,1.142359032526395,0.2653904364880784,1.1137407161563906
LPE(24:0),PE(24:0),LPE,PE,10162,LPCAT3,26,0.3717325401343139,0.7128685615981994,0.3680062665024499
PC(40:2),LPC(20:5),PC,LPC,123745,PLA2G4E,23,1.1957119546983284,0.24552545477163923,1.1612863842283287
PI(26:1),LPI(14:1),PI,LPI,123745,PLA2G4E,29,0.005766748946301701,0.995439802717994,0.00571539083853321
PC(44:4),LPC(20:4),PC,LPC,283748,PLA2G4D,23,1.2650590669080883,0.22044681890353302,1.2253408612528665
PI(32:3),LPI(12:0) ,PI,LPI,283748,PLA2G4D,29,1.2742683981776477,0.21398151818476813,1.242691552037291
PC(36:0) ,LPC(2:0),PC,LPC,255189,PLA2G4F,23,0.41505599475757743,0.6816471435802233,0.4102164925757013
PG(36:1),LPG(20:2) ,PG,LPG,255189,PLA2G4F,33,-0.4523563057163061,0.6558240975704905,0.44568597405973476
LPE(20:5),PE(36:5),LPE,PE,10162,LPCAT3,26,1.9750109740827202,0.06346796583390643,1.8558989279404856
LPC(22:4),PC(44:8),LPC,PC,54947,LPCAT2,22,0.3122246480551532,0.7572727992676564,0.309064057838276
PC(38:4),LPC(20:3),PC,LPC,283748,PLA2G4D,23,0.6845315256120196,0.5011296560320337,0.6727133763036528
PS(44:1),LPS(18:1) ,PS,LPS,64600,PLA2G2F,31,2.698694953080487,0.01202625528384434,2.511372991787364
