Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PC(14:0),PC,202316.1151123047,211498.97149658203,199179.37622070312,193965.55139160156,198015.6134033203,198697.41284179688,299713.3961791992,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(14:1),PC,156261.908203125,160945.83239746094,157671.35119628906,153161.81298828125,161758.591796875,170637.77001953125,226274.31677246094,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(15:0),PC,298806.32095336914,292091.32440185547,277070.57315063477,289042.0607070923,282083.1940307617,283608.35565185547,456309.5058441162,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(15:1),PC,261408.84521484375,269029.9136657715,257679.71942138672,237573.4570465088,242139.5730895996,249241.88037109375,387608.71409606934,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(16:0),PC,239863.69696044922,276419.07974243164,213644.19760131836,231953.0191040039,254127.5302734375,230902.83569335938,341258.92666625977,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(16:1),PC,221295.02075195312,253514.03674316406,200772.57232666016,218835.89785766602,230079.5399169922,215836.05505371094,305760.84201049805,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(16:1)_2,PC,219244.1767578125,252219.7197265625,198258.15258789062,213202.51495361328,228598.17864990234,213364.51400756836,309537.7053833008,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(17:0),PC,72448.84536743164,78981.82550048828,64713.084411621094,68162.02474975586,74251.02435302734,61937.68325805664,105064.66651916504,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(17:1),PC,87532.68469238281,112535.1264038086,75947.70532226562,81375.7650756836,100988.14587402344,98807.10440063477,98923.50466918945,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(17:2),PC,81515.76544189453,112486.28619384766,68231.0248413086,84929.48442077637,99804.7646484375,93646.6442565918,99576.6662902832,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(18:0),PC,85851.18676757812,126577.8508605957,77110.28485107422,87229.50686645508,104114.10618591309,99166.38619995117,94221.82421875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(18:1),PC,79952.50616455078,125862.50830078125,80141.447265625,80200.70565795898,107466.66821289062,96909.36651611328,94584.08471679688,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(18:2),PC,73813.70523071289,113064.68884277344,71832.26412963867,74418.72485351562,95595.8258972168,91070.74609375,88339.04705810547,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(18:3),PC,67000.32357788086,100859.98532104492,61119.50421142578,65040.584869384766,82826.22457885742,81849.36590576172,83306.4447631836,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(18:4),PC,53213.10385131836,64248.66564941406,52957.243255615234,47005.26303100586,61642.364349365234,63520.66418457031,79343.0454711914,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(19:0),PC,133058.2490234375,149937.21118164062,161593.51123046875,129964.28955078125,135465.22875976562,170893.55297851562,157374.3310546875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(19:1),PC,134736.81079101562,173027.6533203125,165624.09204101562,135391.95043945312,161986.73022460938,184284.171875,164997.83056640625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(19:2),PC,143698.33056640625,184792.61303710938,172432.47314453125,139944.62963867188,169943.39184570312,188709.69213867188,167100.55078125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(19:3),PC,134963.66845703125,186356.93212890625,171837.13208007812,142770.5107421875,162278.11279296875,190301.71264648438,159312.2529296875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(20:0),PC,68587.32489013672,82925.72552490234,110147.14776611328,75896.76541137695,86251.98596191406,119230.26586914062,89313.10461425781,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(20:1),PC,112775.58801269531,124897.18798828125,126172.74829101562,121713.86865234375,129361.54931640625,144349.95043945312,141904.9503173828,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(20:2),PC,124694.98828125,140742.208984375,157275.0498046875,133300.07006835938,147670.03051757812,168661.5107421875,157906.43115234375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(20:3),PC,127053.86987304688,140288.21020507812,158510.59204101562,129584.82788085938,138929.9892578125,171967.13110351562,150656.23168945312,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(20:4),PC,125405.04907226562,133658.39013671875,151201.7509765625,125265.5107421875,133114.04956054688,164809.67211914062,152246.89013671875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(20:5),PC,132291.2705078125,136441.76879882812,159401.79125976562,131087.2490234375,135289.869140625,162614.03271484375,159828.591796875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(21:0),PC,2448513.725830078,2459627.7224121094,2546138.637084961,2794677.4243164062,2359628.547241211,2431069.7095947266,466071.697845459,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(21:4),PC,2409455.5631103516,2350072.6596679688,2487231.534790039,2668789.166015625,2342301.317138672,2325640.266723633,326285.36322021484,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(22:0),PC,510390.93298339844,556306.9787597656,479444.5811767578,528320.7664794922,447081.22998046875,473009.36083984375,329044.4461669922,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(22:1),PC,501695.80920410156,549451.8221435547,477169.67041015625,533187.6323242188,454632.5712890625,467572.7673339844,320231.9479980469,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(22:2),PC,876453.9860839844,899871.3728027344,829656.7313232422,931206.0709228516,787555.9086303711,784271.0850830078,342298.45959472656,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(22:4),PC,2751444.881591797,2832763.6282958984,2811222.005859375,2952220.6440429688,2617764.994140625,2633205.685546875,532146.7904052734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(22:5),PC,2542578.0036621094,2543986.539428711,2565378.6588134766,2687751.1931152344,2363640.3118896484,2412424.337890625,487090.3118286133,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(22:6),PC,2515328.8627929688,2506585.961303711,2499617.8338623047,2723061.8120117188,2354835.1744384766,2362137.7236328125,482973.88220214844,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(24:0),PC,1310909.6707763672,1275861.0581054688,1252535.0736694336,1022237.5422363281,1425788.916381836,1334252.687866211,249146.82150268555,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(24:1),PC,1331651.5457763672,1280722.564880371,1192603.1639404297,1068875.7888793945,1488782.1209716797,1350830.0040893555,247757.91528320312,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(2:0),PC,40137.802825927734,41128.802795410156,37558.702880859375,44527.34341430664,41813.06314086914,37966.68246459961,45205.82272338867,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(3:0),PC,1378713.7521362305,1390633.641418457,1417834.058013916,1381279.5592041016,1282680.5951538086,1364002.7477722168,1872528.8307800293,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(3:1),PC,514483.30114746094,572684.3642272949,781756.6647949219,527429.2012023926,528513.5643310547,728880.5522155762,770069.5003662109,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(4:0),PC,60304.724548339844,63232.78454589844,62904.52423095703,60389.204345703125,63137.22448730469,62214.52478027344,70449.044921875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(5:0),PC,68514.30432128906,57459.343811035156,62717.72424316406,73066.38549804688,58815.04431152344,56869.80456542969,69228.88464355469,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(6:0),PC,32761.942260742188,35535.06268310547,36259.36248779297,32188.78240966797,33948.32260131836,35546.00231933594,42570.742095947266,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(7:0),PC,125303.5083618164,110001.16784667969,107863.72705078125,119708.04846191406,74772.205078125,93363.28674316406,67993.1644897461,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(8:0),PC,37417.36247253418,38545.4026184082,35196.942642211914,38834.263671875,36789.18226623535,35651.56294250488,49902.683906555176,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PC(9:0),PC,32410.382263183594,32072.662628173828,33763.52233886719,31338.902465820312,35567.06271362305,33157.20230102539,43231.78256225586,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(12:0) | PE (12:0),PE,63236.06427001953,58667.92419433594,50384.72381591797,63051.10485839844,61949.984619140625,51484.004150390625,61092.423767089844,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(12:0) | PE (12:0)_2,PE,66629.96435546875,67130.94500732422,51721.76336669922,60681.48425292969,65928.98443603516,53947.144104003906,60886.64373779297,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(13:0),PE,30483.321716308594,33182.66198730469,31725.02279663086,33544.54243469238,32823.98263549805,33090.301986694336,36036.30244445801,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(14:0),PE,92623.6259765625,97073.14538574219,96248.90744018555,87890.40606689453,96582.22650146484,93155.24807739258,134677.56942749023,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(14:1),PE,101463.24789428711,94894.80627441406,94647.7466430664,81199.48522949219,115519.9476928711,110463.72792053223,39678.1423034668,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(15:0),PE,599341.5704956055,571195.5212860107,630722.2981719971,568512.1632080078,562622.633102417,608762.5358276367,895332.0626068115,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(15:1),PE,177420.15368652344,174131.95416259766,176532.44889831543,136586.97213745117,238605.2573852539,202215.25520324707,31247.9818649292,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(16:0),PE,1487.660099029541,1488.120101928711,735794.0842285156,1662.080135345459,1416.2400932312012,707197.2882995605,1477791.6302337646,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(16:1),PE,1626.66011428833,1850.8601150512695,25771.32147216797,1469.8201065063477,1847.620132446289,25443.601852416992,33066.92241668701,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(17:0),PE,63118.68492126465,53328.30303955078,39414.54248046875,74649.68531799316,56647.323181152344,47094.66287231445,8120.740547180176,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(17:1),PE,52385.943756103516,35853.12247467041,26146.161987304688,52008.18356323242,39167.603515625,24601.06184387207,1598.3600997924805,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(17:2),PE,28755.2020111084,11433.720886230469,23867.821563720703,29789.84210205078,13618.160827636719,27485.66192626953,1422.240089416504,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(18:0),PE,52255.54382324219,64479.22448730469,25576.541885375977,54278.94403076172,55208.08459472656,30092.482025146484,52732.1637878418,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(18:1),PE,41849.662841796875,43646.563217163086,21510.501419067383,39105.662841796875,38249.242614746094,24038.881660461426,38762.44291687012,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(18:2),PE,53367.42398071289,47243.523376464844,29968.902221679688,47283.28323364258,53209.36312866211,28235.62171936035,63069.78421020508,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(18:3),PE,42638.463287353516,192287.69317626953,25324.861785888672,45223.44338989258,55025.18389892578,25923.22183227539,40781.843017578125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(18:4),PE,83877.54577636719,6150566.934814453,200389.6328125,89168.46691894531,719531.388671875,200920.294921875,48831.60382080078,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(19:0),PE,35852.462799072266,203676.2134399414,22511.941551208496,37374.80270385742,51856.40417480469,23227.321685791016,40591.5235748291,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(19:1),PE,37309.702407836914,37366.88269042969,23654.141510009766,38668.14279174805,38822.68280029297,27334.0020904541,43139.00271606445,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(20:0),PE,58415.50341796875,69577.14547729492,1800.000144958496,57735.70428466797,54474.34405517578,1680.3201217651367,55170.40365600586,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(20:1),PE,122085.49041748047,129404.32888793945,1773.440113067627,163634.48986816406,90085.626953125,1671.4801025390625,41330.32279968262,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(20:2),PE,323229.72283935547,303685.5765686035,15917.841033935547,497647.71478271484,209780.2778930664,2616.640167236328,60406.58558654785,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(20:3),PE,55334.1037902832,58629.24478149414,15686.021110534668,57163.64422607422,62147.364990234375,17701.481510162354,55966.783935546875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(20:4),PE,153445.23095703125,162642.75170898438,97253.40704345703,159388.17114257812,158872.29174804688,82031.42609024048,192101.29370117188,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(20:5),PE,96479.5458984375,85115.74682617188,18521.781127929688,98819.9072265625,91800.68640136719,19152.421493530273,100372.34777832031,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(21:0),PE,57595.30368041992,58165.3444519043,30646.54229736328,87757.24655151367,55654.04473876953,35582.04244995117,46612.263763427734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(22:0),PE,51882.02365112305,60567.04473876953,22367.821701049805,56585.16387939453,53942.10363769531,27198.022079467773,35826.622497558594,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(22:1),PE,36488.56246948242,38434.30268096924,25264.32177734375,41971.142669677734,39181.60284423828,25360.441635131836,42536.28253173828,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(22:2),PE,50945.40295410156,45542.38311767578,27002.622146606445,53169.623046875,46934.46314239502,29089.761947631836,47750.58319091797,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(22:4),PE,45719.66355895996,54852.62417602539,26062.96231842041,47519.12307739258,47068.742767333984,34298.96237182617,46962.02322387695,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(22:5),PE,69520.46524047852,122738.92803955078,32209.462448120117,93331.02627563477,104717.34698486328,75396.98522949219,47812.822982788086,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(22:6),PE,47918.48287963867,63714.763763427734,23767.701553344727,53752.104095458984,57161.58416748047,30662.802001953125,43074.343338012695,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(24:0),PE,50954.34371948242,57656.164123535156,28297.862060546875,49776.903411865234,49925.744384765625,32055.622283935547,73709.22436523438,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(24:1),PE,70419.12481689453,70993.22561645508,43900.02310180664,73293.564453125,62804.82376098633,49077.58329772949,89366.2847290039,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PE(24:6),PE,49263.46365356445,51440.94338989258,30227.00249481201,52615.54379272461,50852.52381896973,43733.04328918457,36389.14225769043,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PG(12:0),PG,97586.20776367188,97161.48742675781,79471.46600341797,78609.22625732422,90008.88598632812,88899.18688964844,62100.60400390625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PG(13:0) | PG (12:0),PG,169503.89135742188,159722.7119140625,95881.46655273438,145131.91064453125,128483.40942382812,112850.96740722656,111238.74743652344,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
Lyso_PG(13:0) | PG (12:0)_2,PG,186327.85278320312,163540.9931640625,108660.58666992188,150098.74963378906,147085.2508544922,115446.54858398438,116032.82824707031,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
