Lipid,Class,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Cer(t20:0/26:0(2OH)),Cer,3472.6402549743652,3509.6202545166016,3504.380241394043,551505.4501037598,478902.4676361084,3486.5602416992188,3444.4202194213867,3574.7402420043945,698702.4664611816,655535.264541626,3330.9602127075195,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
CerP(d18:0/16:0),Cer,165910.61169433594,153504.0506591797,190737.9141845703,186114.55307006836,149576.4500732422,167354.21173095703,172110.23361206055,153519.27124023438,184781.05389404297,151555.0101928711,140538.42944335938,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
CerP(d18:1/12:0),Cer,114497.92813110352,289692.12311935425,128133.2698135376,180204.93405151367,139695.7490234375,207053.93296813965,189219.3741607666,338638.8857650757,245497.26009368896,168906.83016967773,60864.985023498535,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
CerP(d18:1/14:0),Cer,50174.30355834961,77168.68590545654,70619.36522293091,58899.18377304077,55923.62368774414,57608.46398925781,60879.42431640625,70005.40510559082,56838.84355163574,46804.30297088623,58979.4440574646,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
CerP(d18:1/16:0),Cer,1734354.9717330933,394428.32166671753,426700.7503814697,127977.84979629517,154259.330619812,134544.67080688477,152515.37224578857,215635.6561279297,142268.0097846985,181937.49304962158,51915.16375732422,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
CerP(d18:1/18:0),Cer,425314.37715148926,828874.2796936035,429235.33068847656,586049.7076873779,525810.9160423279,508529.0331802368,545016.2441635132,778754.5726089478,466490.5502624512,426871.897190094,172617.44886779785,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
CerP(d18:1/20:0),Cer,344956.46003723145,449065.00788879395,476758.07065582275,491758.5409164429,461539.83221435547,508357.8988189697,504831.9145965576,469591.5770187378,627998.1846199036,554159.9758529663,70455.60445404053,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
CerP(d18:1/22:0),Cer,61631.84370803833,73455.42486190796,82271.40557098389,81327.52565002441,69422.86536026001,78094.42456054688,85487.36515808105,75109.58536529541,86839.4056930542,75236.56569671631,47523.42360687256,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
CerP(d18:1/24:0),Cer,53171.323791503906,83684.60627746582,72532.48625946045,68345.40460586548,69290.18549728394,68788.08518600464,69359.74527359009,68383.18479537964,75840.66597747803,67767.52487182617,44733.403621673584,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
CerP(d18:1/24:1(15Z)),Cer,52777.92399597168,77358.9055519104,70387.12477493286,64805.624561309814,68889.94542312622,62033.40418624878,70879.74507141113,65431.344665527344,75196.10556793213,64007.36405181885,41887.46297836304,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
CerP(d18:1/26:0),Cer,50795.7237701416,48844.94369125366,57405.48349380493,53192.20389175415,43240.883228302,49741.92379760742,51883.223876953125,49429.0036239624,49121.68328857422,38473.88240432739,58284.964336395264,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
CerP(d18:1/26:1(17Z)),Cer,52006.94332122803,48834.88298416138,57551.08400726318,50186.58321762085,41992.88306808472,48283.38327026367,52253.70330429077,49866.66344451904,50924.0834236145,37757.48268890381,60922.62433242798,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
CerP(d18:1/2:0),Cer,61445.36422729492,73409.58462524414,71354.50555419922,75402.24518585205,69761.10538482666,76570.36514282227,78236.74575042725,77440.2847290039,87621.36699676514,83306.0661315918,62790.16516113281,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
CerP(d18:1/8:0),Cer,211300.37481307983,45715.56356048584,85170.80661773682,48379.0632019043,51838.48345184326,46432.32344055176,52125.743896484375,53584.103675842285,48419.82300567627,49027.083404541016,49341.603076934814,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",CE,418094.6909484863,291328.83966064453,229211.5368499756,50162.80352783203,61692.403953552246,4335094.217636108,2424601.445907593,1214155.4890136719,473240.09295654297,260224.8973274231,95162.20687866211,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Cholesteryl nitrolinoleate,CE,676317.4758300781,688197.0075683594,549666.6363525391,168850.0728149414,164718.53118896484,4343857.308349609,2643083.2318115234,1497477.1091308594,648281.0699462891,371760.6458129883,321258.66369628906,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",CAR,1014312.66015625,1064424.775756836,1110499.5349121094,1231695.2462158203,1348945.6447753906,1282508.1748046875,1568286.4035644531,1336119.8891601562,1163869.4793701172,1387507.767944336,1682056.3947753906,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Hexacosanoyl carnitine,CAR,1306819.7283477783,1469721.9734268188,1477280.5765838623,1601114.1556091309,1683242.4908447266,1631829.830657959,2064688.331604004,1616359.3477249146,1544224.7182312012,1700647.0773849487,1326842.521205902,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",CAR,5187867.46875,8540479.934570312,8147970.2490234375,7258763.232421875,6417243.6640625,7413245.498046875,8382387.8232421875,7600345.13671875,10872286.795898438,10477917.965820312,2163848.6259765625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_C17 sphingosine-1-phosphocholine,SM,52986.603912353516,57440.58419799805,62417.06414794922,73641.38424682617,68976.42373657227,72424.88525390625,60508.86395263672,65257.52606201172,72772.10366821289,56528.32470703125,99362.04788208008,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(10:0),PC,32828.462310791016,37395.782775878906,36815.562744140625,46392.542907714844,46797.022888183594,38746.002868652344,38514.10272216797,45633.14303588867,46014.78372192383,43415.363525390625,45013.38296508789,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(11:0),PC,52298.5442199707,45589.02279663086,52335.303649902344,57822.98406982422,54605.50323486328,56542.384033203125,53470.723571777344,52937.44354248047,62926.923889160156,52248.7239074707,74863.08486938477,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(12:0),PC,68740.86395263672,75311.54467773438,75648.06494140625,89628.94696044922,82573.4271850586,81415.14685058594,76761.20614624023,79839.46560668945,86490.06756591797,77891.06628417969,105582.94674682617,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(13:0),PC,38803.642974853516,37973.04277038574,39844.42317199707,52873.24341583252,45919.122955322266,47654.963439941406,41767.90272521973,42572.84313964844,48605.66372680664,39598.14318847656,72778.96501159668,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(14:0),PC,158144.5704345703,159397.93005371094,183461.89453125,216827.87353515625,229734.08044433594,209887.85876464844,182656.97198486328,191844.51220703125,206543.1798095703,175626.13134765625,299713.3961791992,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(14:1),PC,127281.67163085938,131028.42919921875,143160.2300415039,186188.04809570312,189966.0518798828,157900.31127929688,145659.6300048828,150578.2108154297,175907.4500732422,148306.47045898438,226274.31677246094,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(15:0),PC,226536.878616333,217689.9557800293,240429.79470825195,311517.0654449463,310490.0026245117,301378.4775695801,258286.6183166504,267411.9811706543,302481.65116882324,238674.79434204102,456309.5058441162,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(15:1),PC,186503.56999206543,187515.7371826172,225681.23864746094,288096.2198791504,318642.9030456543,258522.4175415039,226735.40126037598,238269.09379577637,278025.0953979492,216010.97100830078,387608.71409606934,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(16:0),PC,183595.07577514648,260359.99555969238,221136.17639160156,244014.4180908203,236898.55975341797,244871.02267456055,220532.0155029297,251082.41595458984,235656.4969482422,189824.8768310547,341258.92666625977,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(16:1),PC,165961.6928100586,236137.43359375,189986.32803344727,224067.7159423828,217869.35614013672,223897.35287475586,211295.51513671875,230940.04000854492,228268.93450927734,177538.39709472656,305760.84201049805,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(16:1)_2,PC,157331.0883178711,237032.39624023438,185290.3735961914,229274.27380371094,211318.89315795898,218162.4168395996,204568.57305908203,233947.9769897461,216502.6401977539,173068.13122558594,309537.7053833008,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(17:0),PC,58319.66467285156,78822.5244140625,66631.16394042969,66216.52465820312,65347.164123535156,76762.30578613281,68611.34437561035,69696.04495239258,73495.2650756836,57730.06298828125,105064.66651916504,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(17:1),PC,69010.26428222656,134401.46755981445,77203.74609375,86904.44613647461,85666.00604248047,86046.84603881836,85520.20541381836,107340.52880859375,87438.50668334961,71970.24459838867,98923.50466918945,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(17:2),PC,63176.744049072266,137526.75009155273,74282.06518554688,87197.58618164062,82576.88522338867,88660.86538696289,81512.38650512695,106169.92623901367,83589.74645996094,73713.68560791016,99576.6662902832,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(18:0),PC,71206.04479980469,165427.35009765625,87419.08764648438,91038.68643188477,87329.92602539062,92926.66662597656,81885.96606445312,123135.208984375,92113.98797607422,78908.14556884766,94221.82421875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(18:1),PC,66050.58395385742,155595.34814453125,81373.58599853516,88215.66705322266,79881.96746826172,83602.20474243164,83063.76602172852,118313.86895751953,90767.50674438477,72008.54544067383,94584.08471679688,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(18:2),PC,56757.304260253906,144246.29000854492,74633.48510742188,80155.86434936523,76964.60424804688,81794.42599487305,78272.64535522461,111006.98776245117,85791.68524169922,74492.74594116211,88339.04705810547,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(18:3),PC,54805.52420043945,120562.84899902344,68145.94525146484,76510.32626342773,69051.16381835938,77142.88470458984,67052.60549926758,93419.86630249023,82102.64483642578,65368.00473022461,83306.4447631836,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(18:4),PC,49765.56411743164,67411.00518798828,54752.3642578125,60825.56433105469,59868.94400024414,56320.86422729492,57230.08352661133,56181.184074401855,60978.04431152344,55514.564392089844,79343.0454711914,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(19:0),PC,128490.34912109375,140378.61083984375,133586.16943359375,182244.5126953125,164165.07153320312,134867.60888671875,135261.78979492188,142673.12939453125,188738.53344726562,150582.03295898438,157374.3310546875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(19:1),PC,129420.74877929688,209859.31665039062,139541.31030273438,187752.37548828125,166440.8115234375,146437.888671875,138339.42822265625,176165.7548828125,201466.83520507812,159394.01171875,164997.83056640625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(19:2),PC,131067.3896484375,217381.416015625,144229.95068359375,199038.07373046875,180409.29467773438,145711.57080078125,146362.19018554688,177543.69067382812,198877.71264648438,173818.2119140625,167100.55078125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(19:3),PC,130253.2294921875,210616.69409179688,138164.80932617188,197804.59448242188,178467.05395507812,143833.23071289062,145332.9501953125,178646.69360351562,201959.05517578125,159625.29174804688,159312.2529296875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(20:0),PC,53020.04333496094,89795.68692016602,63391.34393310547,258925.45867919922,124283.91125488281,73835.86605834961,71055.20474243164,86069.80685424805,234531.1572265625,115491.50827026367,89313.10461425781,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(20:1),PC,99981.26770019531,133542.62768554688,112138.92700195312,134670.40966796875,130993.888671875,121064.36865234375,117105.927734375,128553.93054199219,130229.2294921875,124876.1494140625,141904.9503173828,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(20:2),PC,116670.1484375,138711.33032226562,133168.44970703125,184387.03271484375,150847.39086914062,136069.55029296875,128051.58959960938,140827.11181640625,185696.41137695312,155302.6923828125,157906.43115234375,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(20:3),PC,118320.86865234375,140549.70947265625,125571.88940429688,177373.11376953125,154151.15087890625,133788.82958984375,128307.84814453125,138788.0498046875,177724.49291992188,148765.6494140625,150656.23168945312,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(20:4),PC,111087.52844238281,130471.00866699219,123679.9267578125,179116.35229492188,158769.53247070312,130265.71044921875,126746.53002929688,137497.13061523438,173439.07202148438,149187.95068359375,152246.89013671875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(20:5),PC,112272.26806640625,130121.18920898438,130481.88989257812,179913.314453125,157750.53149414062,130033.60791015625,128118.92919921875,137083.4091796875,172543.87182617188,153063.05126953125,159828.591796875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(21:0),PC,2135508.3458251953,3080358.211303711,2328771.8837890625,2557704.2806396484,2450041.228149414,2412238.2563476562,2603843.2265625,3413266.3399658203,2281924.7747802734,2545644.134765625,466071.697845459,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(21:4),PC,2045877.7138671875,2933408.098754883,2311685.3897094727,2489929.4365844727,2287158.2677001953,2414262.1247558594,2505853.501953125,3358262.9720458984,2266365.5416259766,2519705.8090820312,326285.36322021484,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(22:0),PC,402104.3272705078,591780.7458496094,421769.5837402344,476601.32189941406,479803.07189941406,469232.0037841797,476372.4255371094,572688.6302490234,407098.6994628906,391518.3835449219,329044.4461669922,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(22:1),PC,412193.66735839844,597144.3286132812,420065.17236328125,486351.2375488281,492044.32421875,484824.14709472656,458105.8370361328,563318.5280761719,404924.62158203125,389621.5490722656,320231.9479980469,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(22:2),PC,699060.3333740234,1052436.1103515625,744767.62890625,787112.0913085938,796816.4721679688,836704.1334228516,824175.38671875,1084849.4591064453,697067.6116943359,753127.8942871094,342298.45959472656,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(22:4),PC,2334827.184814453,3282422.0932617188,2618563.2252807617,2794172.3344726562,2641848.921020508,2672709.3813476562,2789486.448486328,3716215.7692871094,2500477.9357910156,2805521.6970214844,532146.7904052734,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(22:5),PC,2096277.1203613281,3032590.598388672,2417187.346008301,2624155.2010498047,2443963.8299560547,2428149.642578125,2554759.552001953,3418769.0103759766,2337554.686767578,2591846.838745117,487090.3118286133,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(22:6),PC,2091560.9787597656,3042154.1123046875,2424098.416015625,2589684.7756347656,2451819.653076172,2468775.3170166016,2612548.2978515625,3345885.7987060547,2270646.189086914,2596805.2248535156,482973.88220214844,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(24:0),PC,905414.0150756836,1308010.9286499023,1414161.6682128906,1309800.9198608398,1256138.128540039,1391959.7025756836,1346838.56640625,1308934.5665283203,1778532.7724609375,1650429.8873291016,249146.82150268555,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(24:1),PC,928934.9002685547,1346795.9471435547,1380433.6245117188,1301702.474609375,1279635.0307006836,1403475.5137939453,1329922.650024414,1336721.3992919922,1773667.3100585938,1681234.2272949219,247757.91528320312,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(2:0),PC,33852.34246826172,39532.8630065918,38088.52294921875,38086.943420410156,42160.02310180664,47492.74334716797,47933.26284790039,41989.52276611328,33125.74237060547,37172.522216796875,45205.82272338867,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
Lyso_PC(3:0),PC,1124345.323638916,966770.605682373,1175649.0488739014,1728936.0067443848,1442466.5830993652,1372757.2396850586,1168281.0025634766,1282095.8279418945,1604079.395477295,1136678.5831604004,1872528.8307800293,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
