Lipid,Class,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PE(13:0),PE,35428.36259460449,31144.142578125,32203.52227783203,30862.321884155273,33544.54243469238,32823.98263549805,33090.301986694336,36036.30244445801,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(14:0),PE,94828.74526977539,96368.72691345215,88381.2873840332,82949.8670501709,87890.40606689453,96582.22650146484,93155.24807739258,134677.56942749023,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(14:1),PE,114240.6683959961,129850.2887878418,150060.64965820312,149260.49179077148,81199.48522949219,115519.9476928711,110463.72792053223,39678.1423034668,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(15:0),PE,586573.2970275879,500142.1717529297,600872.923538208,571153.9864196777,568512.1632080078,562622.633102417,608762.5358276367,895332.0626068115,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(15:1),PE,221106.73291015625,257136.58129882812,296495.0810852051,287040.02125549316,136586.97213745117,238605.2573852539,202215.25520324707,31247.9818649292,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(16:0),PE,1430.14009475708,2142.940139770508,605423.7229309082,614751.231048584,1662.080135345459,1416.2400932312012,707197.2882995605,1477791.6302337646,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(16:1),PE,1490.1801109313965,16617.381031036377,28738.501998901367,28000.58169555664,1469.8201065063477,1847.620132446289,25443.601852416992,33066.92241668701,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(17:0),PE,65880.40432739258,34450.72262954712,63126.74530029297,40903.86225891113,74649.68531799316,56647.323181152344,47094.66287231445,8120.740547180176,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(17:1),PE,49026.66329956055,9651.7607421875,28643.881759643555,26049.301788330078,52008.18356323242,39167.603515625,24601.06184387207,1598.3600997924805,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(17:2),PE,26701.94183731079,1449.660099029541,27798.981964111328,23426.70184326172,29789.84210205078,13618.160827636719,27485.66192626953,1422.240089416504,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(18:0),PE,61575.624114990234,59124.883697509766,31037.84213256836,26596.16192626953,54278.94403076172,55208.08459472656,30092.482025146484,52732.1637878418,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(18:1),PE,46027.40347290039,39577.70315551758,26365.00213623047,22079.82144165039,39105.662841796875,38249.242614746094,24038.881660461426,38762.44291687012,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(18:2),PE,53002.404388427734,45364.44369506836,28913.782287597656,27459.941772460938,47283.28323364258,53209.36312866211,28235.62171936035,63069.78421020508,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(18:3),PE,50200.14392089844,30487.08233642578,22128.90167236328,48090.983459472656,45223.44338989258,55025.18389892578,25923.22183227539,40781.843017578125,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(18:4),PE,132420.98950195312,49292.863525390625,50390.56359863281,1178031.4189453125,89168.46691894531,719531.388671875,200920.294921875,48831.60382080078,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(19:0),PE,46659.203216552734,29181.46206665039,2494.2202072143555,53879.12384033203,37374.80270385742,51856.40417480469,23227.321685791016,40591.5235748291,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(19:1),PE,41546.88317871094,34807.2820892334,12181.940929412842,24634.181762695312,38668.14279174805,38822.68280029297,27334.0020904541,43139.00271606445,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(20:0),PE,61192.003814697266,52152.00378417969,10267.620811462402,18421.961280822754,57735.70428466797,54474.34405517578,1680.3201217651367,55170.40365600586,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(20:1),PE,140695.06887817383,75613.18676757812,9462.62064743042,123282.98962402344,163634.48986816406,90085.626953125,1671.4801025390625,41330.32279968262,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(20:2),PE,390082.18756103516,159460.3917236328,8024.3605880737305,36412.722259521484,497647.71478271484,209780.2778930664,2616.640167236328,60406.58558654785,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(20:3),PE,65285.88455200195,63229.82507324219,8894.660633087158,25734.46189880371,57163.64422607422,62147.364990234375,17701.481510162354,55966.783935546875,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(20:4),PE,170399.51245117188,166512.65161132812,16069.201034545898,100486.6669921875,159388.17114257812,158872.29174804688,82031.42609024048,192101.29370117188,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(20:5),PE,93538.5068359375,83122.82580566406,1493.7801132202148,19662.681350708008,98819.9072265625,91800.68640136719,19152.421493530273,100372.34777832031,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(21:0),PE,87636.82614135742,48976.94348144531,40803.003189086914,30865.78204345703,87757.24655151367,55654.04473876953,35582.04244995117,46612.263763427734,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(22:0),PE,59917.04415893555,43939.88285827637,36129.402114868164,23884.321655273438,56585.16387939453,53942.10363769531,27198.022079467773,35826.622497558594,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(22:1),PE,41009.56282043457,35864.202377319336,29172.541748046875,22803.681701660156,41971.142669677734,39181.60284423828,25360.441635131836,42536.28253173828,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(22:2),PE,53241.88319396973,47137.2834777832,28129.241928100586,23799.181732177734,53169.623046875,46934.46314239502,29089.761947631836,47750.58319091797,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(22:4),PE,61551.60513305664,48646.70365905762,36923.64253234863,27571.1420211792,47519.12307739258,47068.742767333984,34298.96237182617,46962.02322387695,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(22:5),PE,127142.36938476562,125781.90936279297,75621.48532104492,45936.482818603516,93331.02627563477,104717.34698486328,75396.98522949219,47812.822982788086,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(22:6),PE,66757.36499023438,61184.38455200195,34541.30253601074,20840.181427001953,53752.104095458984,57161.58416748047,30662.802001953125,43074.343338012695,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(24:0),PE,61649.545013427734,48846.883728027344,35370.24295043945,29271.70196533203,49776.903411865234,49925.744384765625,32055.622283935547,73709.22436523438,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(24:1),PE,76917.60604858398,64308.685485839844,48661.682388305664,41981.8229598999,73293.564453125,62804.82376098633,49077.58329772949,89366.2847290039,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PE(24:6),PE,56311.5846862793,42145.06314086914,54653.74327087402,35666.90277481079,52615.54379272461,50852.52381896973,43733.04328918457,36389.14225769043,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(12:0),PG,94955.52685546875,71601.22485351562,76464.06622314453,90408.36694335938,78609.22625732422,90008.88598632812,88899.18688964844,62100.60400390625,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(13:0) | PG (12:0),PG,177987.59252929688,147746.5498046875,120611.24853515625,112059.0078125,145131.91064453125,128483.40942382812,112850.96740722656,111238.74743652344,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(13:0) | PG (12:0)_2,PG,189262.6728515625,160789.39282226562,126125.38891601562,108325.68786621094,150098.74963378906,147085.2508544922,115446.54858398438,116032.82824707031,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(14:0),PG,88293.9859008789,56379.16394042969,95458.9267578125,73707.22509765625,91497.48596191406,82256.86560058594,99267.06726074219,49676.62432861328,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(14:1) | PG (14:1),PG,1028042.9047851562,638230.3408203125,1758449.70703125,1129728.8994140625,1258672.4228515625,1011577.1616210938,1377536.2084960938,288534.4426269531,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(14:1) | PG (14:1)_2,PG,1016062.0776367188,645595.1977539062,1768414.1518554688,1131762.0078125,1273893.7622070312,991362.8793945312,1408114.28125,292964.9814453125,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(15:0) | PGo (16:0),PG,111522.5873413086,65276.94515991211,79442.98614501953,88679.32727050781,99884.14504623413,76440.50614929199,82327.16583251953,63839.22380065918,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(15:0) | PGo (16:0)_2,PG,109663.9866027832,65061.50534057617,80524.4658203125,94875.60662841797,69923.82579040527,79943.26568603516,86121.12686157227,63154.72477340698,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(15:1),PG,119784.80792236328,89928.96685791016,100217.62829589844,79701.7651977539,102172.9478149414,100178.10626220703,89803.64767456055,124935.75091552734,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(16:0),PG,1497.8000984191895,1554.1201057434082,196479.45315551758,152307.66967773438,1453.4201126098633,1467.8801040649414,186140.9340209961,1476.4401016235352,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(16:1) | PG (16:1),PG,1552.7801055908203,1530.340103149414,66349.36459350586,68397.72528076172,1684.7401084899902,1634.6601028442383,72665.84478759766,1547.0800971984863,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(16:1) | PG (16:1)_2,PG,1586.9801177978516,1552.8201141357422,73526.4642944336,67515.16467285156,1706.6601257324219,1512.6801071166992,70501.2445678711,1465.0601119995117,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),PG,1245639.6420898438,732898.9790039062,1899850.7126464844,1153654.5563964844,1727465.3676757812,1262055.7163085938,1398261.3156738281,270501.8620605469,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,PG,1185238.2587890625,687843.9790039062,2015514.9868164062,1188459.6889648438,1625907.2641601562,1232189.2143554688,1485995.8959960938,247907.35473632812,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,PG,1127991.4616699219,610883.6608886719,2093113.7717285156,1235036.7775878906,1521635.9482421875,1133377.6079101562,1556953.1655273438,218858.333984375,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(17:1) | PGp (18:0),PG,68958.62487792969,52079.343200683594,85653.30581665039,55350.0637512207,54148.80422973633,58135.863525390625,82315.56579589844,50902.10313415527,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(17:1) | PGp (18:0)_2,PG,70027.00537109375,50363.14419555664,82595.72589111328,52921.884033203125,59036.80407714844,58824.56433105469,82732.76611328125,52266.263259887695,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(17:2),PG,75401.7258605957,61143.885162353516,64285.86462402344,61849.72427368164,64384.684814453125,72226.56481933594,64609.204650878906,74178.66488647461,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(18:0) | PG (18:0),PG,573868.9445800781,795429.5872802734,274496.2174682617,271304.25897216797,634398.4738769531,864664.8092651367,252140.61895751953,1006352.5754394531,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(18:0) | PG (18:0)_2,PG,586587.3552856445,802778.4462280273,276988.7353515625,269036.4365234375,632419.8797607422,889756.4171142578,251318.75744628906,1004986.3320922852,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(18:1) | PG (18:1),PG,65431.04461669922,47951.34329223633,53102.923431396484,49520.583251953125,59266.804107666016,56538.84442138672,52211.263427734375,59695.784240722656,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(18:1) | PG (18:1)_2,PG,71908.42529296875,51354.803466796875,61003.92401123047,50755.503662109375,61069.84356689453,57408.16394042969,53643.78399658203,56918.223693847656,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(18:2) | PG (18:2),PG,68170.06494140625,41276.683364868164,39960.98303985596,40403.722595214844,63475.22473144531,49932.503509521484,51973.44369506836,56175.00375366211,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(18:2) | PG (18:2)_2,PG,70039.32461547852,42973.20329284668,44374.643814086914,40432.62271118164,62306.984130859375,47544.423278808594,56877.10339355469,56802.843490600586,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(18:3) | PG (18:3),PG,128186.41116333008,110676.2456665039,90666.50567626953,82178.46502685547,126294.16860961914,110590.7279663086,101586.2074584961,183594.97329711914,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(18:3) | PG (18:3)_2,PG,138765.0897216797,110777.3890991211,83791.60534667969,86326.18725585938,132135.30938720703,117494.8671875,104265.36758422852,179755.27095031738,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(18:4),PG,85860.60638427734,62755.58465576172,61536.04479980469,67430.7649230957,66564.68450927734,77059.04528808594,62217.34494018555,64394.943756103516,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(19:0),PG,113600.58792114258,105137.92782592773,7542.400505065918,1656.7801208496094,102102.28771972656,111208.24822998047,1630.2801208496094,129053.24890136719,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(19:1),PG,67350.90414428711,47771.063385009766,1539.260108947754,2067.8201484680176,60182.96502685547,59933.72471618652,1491.420108795166,57384.064514160156,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(20:0),PG,78979.90545654297,65402.36462402344,63605.12469482422,52936.24394607544,69926.54455566406,72648.86511230469,63783.884368896484,68203.16497802734,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(20:1) | PG (20:1),PG,204851.41552734375,169580.41162109375,141077.81030273438,135680.8108139038,199992.37451171875,185115.91381835938,150701.69116210938,151699.4521484375,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(20:1) | PG (20:1)_2,PG,207557.55249023438,173594.27221679688,136963.44897460938,130584.62813949585,196260.63256835938,188939.87329101562,151284.83081054688,157208.93017578125,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(20:2) | PG (20:2),PG,679506.0567626953,202158.79595947266,200675.33438110352,269932.67991256714,409278.7787475586,288855.0391845703,231983.4186706543,75848.12626647949,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(20:2) | PG (20:2)_2,PG,659222.9008789062,207679.81677246094,204273.7769165039,261288.9019126892,410978.78509521484,277433.16342163086,229102.47442626953,79736.98617553711,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(20:3) | PG (20:3),PG,71022.5256652832,54178.56423950195,43382.403747558594,32352.06227874756,60992.24490356445,62328.404541015625,43966.063049316406,61253.543884277344,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(20:3) | PG (20:3)_2,PG,64133.085540771484,53458.60330200195,43510.663513183594,31257.761905670166,61960.724517822266,59360.02490234375,42583.42295837402,62474.78518676758,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(20:4) | PG (20:4),PG,64777.54406738281,48290.023345947266,38263.022857666016,23117.98167037964,53665.90383911133,55504.14450073242,29395.582550048828,59044.60400390625,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(20:4) | PG (20:4)_2,PG,62626.24395751953,45988.803802490234,37247.66262817383,22692.341346740723,52694.48370361328,51100.32357788086,32522.36199951172,54664.10339355469,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(20:5) | PG (20:5),PG,116189.08874511719,86026.74609375,54350.90383529663,18926.5615234375,93536.00720214844,99798.80700683594,46889.363220214844,97097.947265625,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(20:5) | PG (20:5)_2,PG,115493.94812011719,89173.58654785156,54362.28416442871,24862.521739959717,100301.34765625,101364.38684082031,49014.203563690186,100433.68798828125,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(21:0),PG,76416.50512695312,59667.5842590332,71841.1849975586,64879.50451660156,77618.22555541992,68776.28442382812,61995.704986572266,55121.823150634766,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
Lyso_PG(22:0) | PG (22:0),PG,299290.2998046875,124028.98944091797,128361.60961914062,127635.51110839844,388397.3115234375,175154.57165527344,123025.18920898438,97126.20629882812,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
