Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PI(17:1) | PIp (18:0)_3,PI,23474.22166824341,60402.563552856445,51971.38439941406,57837.72412109375,61037.764221191406,25788.721878051758,67652.04391479492,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(17:2),PI,38813.1828918457,94730.76571655273,84766.42706298828,92505.88821411133,100150.7865600586,45429.52306365967,81531.94467163086,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:0) | PI (18:0),PI,41941.6428527832,101704.12713623047,1585.8401145935059,85553.88565063477,94117.28704833984,1571.3401145935059,125769.8071899414,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:0) | PI (18:0)_2,PI,46524.58316040039,101403.06750488281,1686.240119934082,88221.68646240234,90611.52746582031,1463.0801010131836,126214.86944580078,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:1) | PI (18:1),PI,32688.46255493164,110174.80853271484,1585.4801177978516,80306.46560668945,99224.92785644531,1771.840103149414,80815.58563232422,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:1) | PI (18:1)_2,PI,39279.962493896484,112897.36917114258,1765.4801216125488,83491.32543945312,95430.02624511719,1621.8001136779785,81827.80645751953,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:2) | PI (18:2),PI,45629.44384765625,283449.1376953125,2728.6601905822754,209466.67485046387,286896.09939575195,32216.581508636475,63883.78512573242,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:2) | PI (18:2)_2,PI,55440.92433166504,293043.6199951172,2962.0802154541016,217747.7539215088,285794.453704834,2434.940158843994,62561.623138427734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:3) | PI (18:3),PI,1108765.7086791992,9017962.689697266,5282289.402523041,6075404.322265625,8747848.963623047,1981734.8844451904,70834.02569580078,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:3) | PI (18:3)_2,PI,1261473.7984313965,9129985.507324219,5173628.779884338,6129537.108032227,8710851.886535645,2025487.797492981,72475.46408081055,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:4) | PI (18:4),PI,29790.102115631104,88778.10650634766,55778.844146728516,65778.56491088867,84633.52445220947,26696.161834716797,71540.74481201172,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:4) | PI (18:4)_2,PI,29886.262008666992,88855.18725585938,52733.622985839844,68408.10559082031,86147.0054321289,28261.581634521484,71871.50671386719,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(19:0),PI,119203.69091796875,339945.18475341797,405689.1903991699,537758.0297851562,527039.861114502,133474.55117797852,574804.6939086914,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(19:1),PI,76700.08508300781,206630.5535888672,147601.572265625,199834.7745361328,215436.29528808594,68424.24536132812,129182.14990234375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:0) | PI (20:0),PI,27494.401824951172,100491.08828735352,64285.88473510742,110390.90756225586,84179.0658569336,30166.22203063965,73873.18661499023,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:0) | PI (20:0)_2,PI,27781.8819732666,99610.30551147461,69121.86444091797,108143.90655517578,85246.2057800293,29862.682403564453,72112.00497436523,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:1),PI,95359.72668457031,177406.5517578125,134682.80883789062,141323.27197265625,166653.33251953125,86753.28625488281,116070.16857910156,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:2) | PI (20:2),PI,145046.9137878418,1085672.1391296387,745132.8973388672,514094.0180053711,944450.6334533691,305557.8998413086,67286.24493408203,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:2) | PI (20:2)_2,PI,141717.7893218994,1090943.8528442383,736958.7850036621,512331.0799560547,938776.4866027832,295151.8788757324,65474.804748535156,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:3) | PI (20:3),PI,30329.622177124023,100758.36703491211,69472.48553466797,69427.10412597656,93706.76776123047,30095.922332763672,56375.3434753418,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:3) | PI (20:3)_2,PI,27755.561553955078,101938.0866394043,68859.64503479004,69665.7246017456,91361.56747436523,25777.04148864746,60533.74481201172,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:4) | PI (20:4),PI,35430.7225189209,112571.98727416992,69103.62489318848,73522.30572509766,118785.22639465332,26514.061820983887,60508.06425476074,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:4) | PI (20:4)_2,PI,41561.50314331055,115503.32766723633,65911.92514038086,72899.12484741211,115885.68811035156,26255.641555786133,61764.72494506836,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:5) | PI (20:5),PI,40032.822998046875,84395.20684814453,73289.96563720703,86523.1650390625,96450.10717773438,38041.782623291016,77241.46475219727,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:5) | PI (20:5)_2,PI,40050.72219848633,88782.6872253418,74940.68502807617,73109.76446533203,96217.40689086914,36479.40295410156,78202.38619995117,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(21:0),PI,41802.92306518555,105488.24728393555,86084.62646484375,92840.06625366211,129096.44696044922,38776.062240600586,63325.765075683594,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(22:0) | PI (22:0),PI,40855.62286758423,176077.4532470703,120032.95007324219,145815.60913085938,183840.1304321289,52331.62371826172,87955.04663085938,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(22:0) | PI (22:0)_2,PI,39094.3226852417,180142.77532958984,118459.46856689453,152064.70892333984,180110.6915283203,56194.86437988281,87932.9253540039,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(22:1) | PI (22:1),PI,32720.622344970703,67087.08477783203,51090.78356933594,55932.98376464844,65662.98425292969,31679.222091674805,63170.44467163086,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(22:1) | PI (22:1)_2,PI,36835.06268310547,62944.14392089844,46467.583404541016,57738.10397338867,60971.704498291016,28474.041793823242,55785.18338012695,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(22:2) | PI (22:2),PI,26095.3416595459,66476.26585388184,51343.024353027344,60017.74337768555,68658.44511413574,25460.84178161621,48115.70307922363,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(22:2) | PI (22:2)_2,PI,24529.061599731445,68327.06495666504,52392.242919921875,54407.9040222168,63427.84408569336,26434.10157775879,53404.66319274902,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(22:4) | PI (22:4),PI,41848.70246887207,100828.58755493164,71910.06484985352,74207.72534179688,111836.68731689453,32515.282348632812,44389.12341308594,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(22:4) | PI (22:4)_2,PI,43725.14227294922,99839.08731079102,71721.24472045898,76050.84600830078,106430.3464050293,35135.102294921875,46897.20364379883,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(22:6) | PI (22:6),PI,36638.922790527344,108881.72875976562,63075.003814697266,96290.32858276367,96266.82736206055,37639.88246154785,69642.30505371094,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(22:6) | PI (22:6)_2,PI,38774.38293457031,102204.4065246582,63855.86476135254,95625.72549438477,100304.52781677246,40897.48278808594,66985.02429199219,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(12:0) | PS (12:0),PS,41797.58274459839,42126.04304885864,63595.20446777344,25795.301834106445,42363.82317352295,68183.5845336914,70351.16497802734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(12:0) | PS (12:0)_2,PS,38366.082931518555,44732.3430519104,67364.484375,28240.722076416016,41258.10308074951,60092.144470214844,66672.48522949219,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(13:0) | PS (12:0),PS,72418.08570861816,64162.2844619751,103606.328125,30363.042266845703,62651.9843711853,95641.52612304688,104050.64685058594,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(13:0) | PS (12:0)_2,PS,69296.04517745972,64716.02420043945,107081.04663085938,28475.34210205078,66407.22507095337,99995.5864868164,109224.12805175781,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(14:0),PS,27932.422080993652,41741.96318817139,80923.40573120117,23480.64199447632,36825.922134399414,95322.12561035156,51522.92321777344,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(14:1) | PS (14:1),PS,231311.47485733032,495857.2742996216,1362649.7783203125,442712.26135253906,437247.667678833,1843878.0400390625,359968.5234375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(14:1) | PS (14:1)_2,PS,238473.89477157593,473341.18996429443,1351059.3720703125,440766.7176513672,413562.32832336426,1838617.3159179688,350454.306640625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(15:0) | PSo (16:0),PS,29071.082023620605,2975.8602027893066,78540.6655883789,28020.62216567993,13514.88064956665,74195.22479248047,58220.9235534668,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(15:0) | PSo (16:0)_2,PS,17800.06135559082,2016.400161743164,82471.36572265625,23516.06181716919,2676.0001678466797,74141.82510375977,3366.4802589416504,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(15:1),PS,45034.443157196045,51027.52350616455,122841.90899658203,66512.00527191162,63030.50439071655,114339.60986328125,184590.2139892578,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(16:0) | PS (16:0),PS,1589.7200965881348,1560.8400993347168,110110.28857421875,1476.8200950622559,1484.620101928711,108193.7082824707,1584.6001014709473,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(16:0) | PS (16:0)_2,PS,1466.2200965881348,1510.9601020812988,109398.66900634766,1523.280117034912,1493.0200958251953,108573.52767944336,1695.0401153564453,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(16:1) | PS (16:1),PS,1465.7001037597656,1460.7800979614258,61040.48419189453,1465.7200927734375,1463.6001014709473,61598.303314208984,1461.7800941467285,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(16:1) | PS (16:1)_2,PS,1466.680088043213,1529.240104675293,56821.023864746094,1465.7800941467285,1463.300090789795,62395.34475708008,1661.680118560791,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(17:0) | PSo (18:0),PS,216663.97645950317,618023.602306366,1341913.3032226562,302583.68184280396,466859.409866333,1949182.4775390625,320243.1005859375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(17:0) | PSo (18:0)_2,PS,206127.9143447876,561933.6593780518,1418677.9946289062,169785.63372802734,471776.87328338623,2034447.8559570312,306518.5986328125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(17:0) | PSo (18:0)_3,PS,187415.21215438843,588388.2116241455,1503362.1142578125,334620.6996269226,413431.58867645264,2174830.40625,282656.58251953125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(17:1) | PSp (18:0),PS,18330.701347351074,22935.201774597168,55906.623596191406,14041.700965881348,21661.041751861572,62760.98406982422,56043.78454589844,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(17:1) | PSp (18:0)_2,PS,18481.10138320923,26667.20167541504,58591.32354736328,8116.920593261719,22807.46170425415,59675.12487792969,54849.643005371094,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(17:2),PS,21082.081523895264,32911.66214752197,54298.944244384766,16240.761283874512,30699.241817474365,50977.183654785156,76558.74655151367,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(18:0) | PS (18:0),PS,35472.38247680664,46176.70299530029,21602.36111831665,18270.561317443848,42345.36321258545,21730.02108001709,81131.58502197266,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(18:0) | PS (18:0)_2,PS,35771.602195739746,47233.46329116821,10900.94051361084,16875.321140289307,41912.28272628784,3973.220260620117,85181.74688720703,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(18:1) | PS (18:1),PS,31112.262294769287,35970.48225021362,47162.50341415405,16022.441188812256,34763.762466430664,51726.163372039795,64813.48416137695,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(18:1) | PS (18:1)_2,PS,31162.32218170166,37647.542362213135,37531.6224899292,18964.221439361572,37130.36268615723,42056.66282272339,64689.94519042969,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(18:2) | PS (18:2),PS,21608.801483154297,28054.16201019287,46367.38302612305,15703.16104888916,25579.321880340576,40571.02297973633,64214.78381347656,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(18:2) | PS (18:2)_2,PS,20571.921417236328,29414.06206512451,44926.90283203125,14899.941314697266,25881.501949310303,41549.00276184082,63530.50405883789,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(18:3) | PS (18:3),PS,25429.941772460938,47328.28337478638,93332.60614013672,43063.224060058594,42750.082805633545,88972.32730102539,226295.8097229004,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(18:3) | PS (18:3)_2,PS,24889.04176712036,46512.94332122803,96180.4271850586,46733.78289794922,49186.28354263306,90121.50735473633,221567.43829345703,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(18:4),PS,19890.741333007812,26007.841762542725,46234.523834228516,14829.420928955078,28563.822177886963,44876.24295043945,58961.74395751953,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(18:4)_2,PS,21914.72146987915,30551.28214263916,52488.16409301758,16138.580909729004,28331.342010498047,47575.60348510742,61272.443908691406,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(19:0),PS,33772.402252197266,43529.64334106445,43842.423248291016,46820.863498687744,42261.90301132202,45193.54261779785,133982.76724243164,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(19:1),PS,23428.841648101807,31496.882194519043,28501.401824951172,20624.821533203125,31639.382205963135,27957.282077789307,64479.6432800293,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(20:0) | PS (20:0),PS,40904.762786865234,47438.04373168945,61975.204833984375,25465.621280670166,46715.22375488281,66418.52423095703,76737.62524414062,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(20:0) | PS (20:0)_2,PS,40550.02256774902,52115.623596191406,62898.92449951172,24787.061824798584,53203.02380371094,65915.86376953125,73232.0855102539,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(20:1) | PS (20:1),PS,103260.88696289062,120051.70849609375,146038.3905029297,49378.58358383179,123547.52905273438,148424.93090820312,153981.72924804688,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(20:1) | PS (20:1)_2,PS,101174.34753417969,121282.96948242188,143733.54943847656,37521.822788238525,117766.30871582031,148917.24951171875,146052.58984375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(20:2) | PS (20:2),PS,32369.82244873047,81246.44653320312,172152.21444702148,70398.02376556396,83133.02516174316,181936.49060058594,78611.82608032227,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(20:2) | PS (20:2)_2,PS,31775.56214904785,66992.96417236328,164607.43182373047,48791.58422470093,78494.06533813477,180147.79452514648,80939.62471008301,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(20:3) | PS (20:3),PS,19179.481231689453,31267.041870117188,50255.763275146484,17150.60121536255,29883.742141723633,46856.58271789551,72401.92562866211,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(20:3) | PS (20:3)_2,PS,22563.241584777832,30119.72235107422,45658.30340576172,9829.400676727295,29893.84213256836,45878.863189697266,73284.9259185791,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(20:4) | PS (20:4),PS,21773.26141357422,27803.401885986328,39023.942932128906,17175.12148284912,26518.561920166016,37240.58271026611,56449.204010009766,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(20:4) | PS (20:4)_2,PS,23458.541534423828,34046.662200927734,36660.422790527344,8301.840595245361,32386.84228515625,36888.98262023926,57925.26445007324,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PS(20:5) | PS (20:5),PS,55933.003662109375,63889.18490982056,67421.98461914062,33119.78231048584,59094.443992614746,69333.16479492188,110512.24768066406,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
