lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M4_Male_WT_cerebellum,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_diencephalon,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cerebellum,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_diencephalon,FAD189_M3_Male_WT_hippocampus,DOD93_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,DOD94_F4_Female_5xFAD_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,Blank_Blank_Blank_Blank_Blank
[TG(56:9)|TG(55:2)]_FA18:0,2.2913382268985822,7.31944976183132,38.500742963333096,5.473284476103802e-10,2.4530956950537457e-8,TAG,1308554.564453125,3410248.683654785,179655.033203125,112924.3878173828,132114.44897460938,510809.412902832,180466.3916015625,104300.60766601562,143921.04907226562,112266.22875976562,123291.7489013672,151893.3309326172,129609.01043701172,55071.92364501953
[TG(59:13)|TG(58:6)]_FA20:4,2.291495821538951,8.611920466887325,38.505830474810864,5.459035481861836e-10,2.4530956950537457e-8,TAG,3549653.3513183594,8234190.794067383,499000.1796875,320479.0230102539,391822.80603027344,881652.4300537109,392782.7057495117,329706.9229736328,506349.1950683594,285330.35986328125,232144.81494140625,312683.59924316406,314113.18493652344,51030.26315307617
[TG(56:10)|TG(55:3)]_FA18:0,2.2754807669633665,6.923835525030191,38.033683137748085,6.953378823455375e-10,3.073774447026095e-8,TAG,976293.0909423828,2706693.838195801,136095.6102294922,90732.1865234375,106652.64739990234,289315.66387939453,125151.669921875,79108.38592529297,117808.6883544922,81925.60559082031,97204.68688964844,114761.12817382812,96502.54724121094,42357.52313232422
[TG(51:9)|TG(50:2)]_FA16:0,2.271880744753373,10.939665078429053,37.92874232598655,7.337622796468443e-10,3.199798481649144e-8,TAG,21067882.729736328,40404234.60791016,1323331.0087890625,660820.5910644531,1139022.533203125,7519742.250488281,1305181.5551757812,472180.8115234375,1560311.95703125,1532647.8635253906,995806.4045410156,2642533.4892578125,1523714.6396484375,164916.07250976562
[TG(53:6)]_FA18:3,2.2573842920982568,7.565069615066862,37.50361681669574,9.124362975632345e-10,3.823937574333192e-8,TAG,1355142.9276733398,4290547.305664063,207199.53314208984,134154.74963378906,177884.83142089844,589663.7638549805,189999.03411865237,130528.93020629884,174519.47265625,145417.92974853516,134262.9697265625,192076.6735229492,156530.57202148438,46627.563049316406
[TG(56:12)|TG(55:5)]_FA18:2,2.259016947632555,7.120393466114182,37.55115036015013,8.904688754743842e-10,3.823937574333192e-8,TAG,1153241.3555908203,3015674.9809570312,168735.27380371094,93988.34649658205,116357.96875,369417.16497802734,151921.30920410156,91334.005615234375,136555.52996826172,91918.5460205078,114526.10729980467,140432.40942382812,104868.70739746094,46758.3432006836
[TG(57:12)|TG(56:5)]_FA18:3,2.2574063126714097,8.665857715330892,37.5045809748226,9.11985369390852e-10,3.823937574333192e-8,TAG,3658680.5623779297,8599162.70123291,460937.4327392578,270842.3801269531,380696.5255126953,976332.7137451172,454779.32946777344,332848.5047607422,522209.11096191406,260911.0407714844,258286.6590576172,362808.5865478516,343221.7452392578,62687.90417480469
[TG(56:11)|TG(55:4)]_FA18:2,2.2484082602545645,7.48434712663648,37.241427856683,1.0437277331032867e-9,4.3180889675952636e-8,TAG,1459555.3247070312,3717213.653076172,206184.9342041016,123426.60888671876,158858.09130859375,606050.4364013672,233297.5159912109,116697.76818847656,176759.33154296875,125870.4891357422,147110.2716064453,172001.61108398438,139027.70947265625,67830.30505371094
[TG(56:11)|TG(55:4)]_FA18:1,2.2446613928079726,7.091442526171456,37.13198892377386,1.1039773280942377e-9,4.509537769316589e-8,TAG,1131749.9060058594,2961392.9420776367,172721.23364257812,95877.44635009766,112937.08856201172,351357.2637939453,139022.08984375,88315.487060546875,130586.78936767578,101844.22717285156,110745.48815917967,126410.52813720705,112244.58868408205,44079.46292114258
[TG(56:10)|TG(55:3)]_FA18:1,2.2407993222393774,7.428990798184076,37.019667848482186,1.1694367735619211e-9,4.717215585355399e-8,TAG,1407719.2028808594,3595287.0986328125,205444.55517578125,125269.78918457033,152928.57067871094,568349.6607666016,214754.25512695312,111731.62719726562,159745.05078125,121049.56854248048,142412.470703125,163159.5916748047,150480.74963378906,55790.32385253906
[TG(57:12)|TG(56:5)]_FA20:4,2.219355410605261,10.945677205873537,36.39771043364681,1.6089210882774065e-9,6.40986216280394e-8,TAG,18973821.435546875,42316195.34375,2056776.2368164065,1097725.8100585938,1295517.1206054688,4715587.939941406,1609700.2045898438,1389605.1635742188,2438088.0556640625,1256796.982421875,1403061.9931640625,1840472.720214844,1740966.3369140625,269438.8798828125
[TG(58:9)|TG(57:2)]_FA22:6,2.2139568216470362,9.330944060204986,36.24149785919872,1.7431884289692646e-9,6.860084219858313e-8,TAG,4861714.758789063,15454737.135742188,680581.3310546875,289119.37982177734,450301.5102539063,1618862.169128418,461050.3158569336,399908.0455932617,666169.2702636719,291211.6604003906,513757.4003295898,836424.27880859375,522255.4940795898,65577.12463378906
[TG(52:7)|TG(51:0)]_FA18:3,2.20935451720218,7.6996973891866185,36.108214562900685,1.866583313114209e-9,7.125372057114295e-8,TAG,1310941.6947021484,4780346.387390137,230037.4766235352,163253.13104248047,182654.0513916016,851894.9584655762,152775.08966064453,115222.16772460938,187797.45239257807,161764.51049804688,141822.14837646484,254022.1590576172,162398.05291748047,35813.00262451172
[TG(53:10)|TG(52:3)]_FA18:2,2.210124640168206,13.004130211218246,36.13094551012999,1.8449366191854224e-9,7.125372057114295e-8,TAG,96788325.5703125,160445813.37304688,7288888.158203125,3587978.11328125,4487133.013671875,23618758.35546875,5590460.18359375,3584719.048828125,8830150.72265625,5424446.7734375,5590045.263671875,9116362.88671875,7265837.900390625,750925.296875
[TG(56:12)|TG(55:5)]_FA18:3,2.2089860063220015,7.592844978778741,36.097534990890836,1.8768411058404558e-9,7.125372057114295e-8,TAG,1504556.3638916016,4019555.078186035,216502.03356933597,140110.68884277344,186565.2547607422,670324.52197265625,251924.3376464844,128638.86889648438,181388.53051757807,147775.2900390625,150288.189453125,188390.2734375,171097.61267089844,72887.0054321289
[TG(55:8)|TG(54:1)]_FA18:0,2.2007945552177737,10.541630583603578,35.861830165081756,2.1181797833813924e-9,7.948100187176457e-8,TAG,14561951.328125,31675842.194335938,1373665.4599609375,886913.85595703125,1079029.6840820312,3272955.6669921875,1380709.6528320312,1105022.2661132812,1770570.7231445312,964053.78759765625,1077782.619140625,1509947.0649414062,1292967.7397460938,226154.87475585935
[TG(52:6)]_FA20:4,2.1913778529981194,9.434497048579074,35.59093635807949,2.4341748843454663e-9,9.028830289405539e-8,TAG,5636726.7548828125,14053567.595458984,593871.28759765625,276010.0400390625,554219.49462890625,3857273.451904297,581146.443359375,301073.10009765625,640927.3859863281,538919.9752197266,485191.7922363281,866683.6120605469,524776.6364746094,111193.94787597656
[TG(53:9)|TG(52:2)]_FA18:1,2.180410524741965,12.816988506466823,35.276530138785205,2.86058620653737e-9,1.0489899646018288e-7,TAG,85337445.453125,139109785.67578125,7500942.93359375,3260681.556640625,4041388.01953125,20274179.32421875,4778325.642578125,3118556.764648437,7912238.388671875,4962054.759765625,4757716.8125,8098798.357421875,6690401.283203125,568842.640625
[TG(51:9)|TG(50:2)]_FA18:0,2.166418006350139,8.99301647451484,34.87644599631312,3.5130518685465728e-9,1.2737773460449203e-7,TAG,4149293.367675781,10370100.853271484,411628.3873291016,233233.56005859372,434972.9719238281,2605939.213989258,515267.4555664063,253382.01904296875,462683.3146972656,409516.1719970703,358106.6268310547,659427.7844238281,392322.4262695313,85660.94641113281
[TG(45:3)]_FA16:1,-1.9410470751707283,8.38511765685411,34.61967122259375,4.008351759018297e-9,1.4372167918168936e-7,TAG,94758.1063232422,114323.3881225586,100084.64764404295,86874.44647216797,102307.84631347656,166562.6922607422,235748.07720947263,160524.0322265625,1415711.8143310547,741562.9344482422,91888.68634033205,89406.0068359375,118725.248046875,5501317.548217773
[TG(52:6)]_FA18:2,2.1557169271699492,7.648693347044815,34.571380146926,4.109034542238496e-9,1.4571268645938049e-7,TAG,1298139.3673095703,4541961.361572266,223081.25512695312,159050.2530517578,174899.6124267578,827320.4942626953,141436.60974121094,111924.90789794922,197590.21459960935,151999.59088134766,157834.97143554688,250928.71685791016,148473.49087524414,33825.68228149414
[TG(56:13)|TG(55:6)]_FA18:3,2.1416454001223144,7.222848234194607,34.17187582923498,5.045286886600848e-9,1.769689215550102e-7,TAG,1166441.1900024414,3220334.064086914,179623.59375,112063.70904541016,138917.8094482422,391927.5516357422,165908.11071777344,101887.80682373048,150046.0111694336,121981.9896850586,124547.82818603516,157120.7120361328,122493.32958984376,55351.30422973633
[TG(52:4)]_FA18:3,2.133022119104094,13.047334755023197,33.92860812171395,5.717183465939087e-9,1.9838011875898314e-7,TAG,95975857.01855467,166381786.34765625,7657196.09765625,3875860.552734375,4918972.5,24498662.30078125,5942121.16796875,3566046.7861328125,9268294.005859377,6109258.7734375,5578897.2724609375,10051432.48828125,8061415.51171875,816298.306640625
[TG(53:6)]_FA20:4,2.130312764072987,7.050302097383783,33.851369572646945,5.9487200049689675e-9,2.0421829208547723e-7,TAG,1057327.9283447266,2602638.49029541,156969.49157714844,87613.64654541016,129687.94946289062,540673.2373046875,198654.19296264648,84984.265869140625,129366.60888671876,109811.32708740234,115947.68841552734,129936.47003173828,120190.06872558594,44729.52337646485
DG(36:3)_C18:0,2.1234080755203153,6.022832906569512,33.655840953894476,6.577707053412098e-9,2.2343432275116673e-7,DAG,420651.6709022522,62208.74425125122,515416.0616493225,58730.72434997559,58330.084033966064,64007.36476135254,975274.7439804076,61369.90422439575,56192.32408905029,58645.66415786743,57656.14430618286,59841.54425430298,56077.08395767212,65619.12463378906
[TG(52:5)]_FA18:1,2.121244205955686,7.502695467577361,33.59592320371121,6.783475345721149e-9,2.2802369729835573e-7,TAG,1209784.9381103516,4048569.708068848,226526.45635986328,142476.11151123047,161752.67239379883,714833.1268920898,121339.02905273438,102985.5072631836,177716.09274291992,151586.8310546875,144491.2693786621,232196.61474609372,129758.6282043457,30298.922149658203
[TG(52:6)]_FA16:1,2.12028593434898,7.538044819034951,33.5689627804677,6.878153390624472e-9,2.2882269063448628e-7,TAG,1569048.5268554688,3942889.41595459,218452.1571044922,131673.73046875,163389.71258544922,564597.3616943359,134448.20861816406,126740.56958007812,195583.53326416016,137767.71060180664,150405.6522216797,219078.71813964844,157031.11004638672,34136.28253173828
DG(38:7)|DG(37:0)_C18:1,-1.8814888294453282,4.077586311897307,32.55947618717846,1.1560011097725205e-8,3.806546511465228e-7,DAG,2884.8802223205566,2883.04020690918,5228.7604331970215,2881.9802017211914,32028.2025680542,13608.461036682129,28504.98190307617,4991.180347442627,67010.62446594238,69004.8046951294,39897.58261489868,3046.0202102661133,21664.74160003662,208052.99420166016
[TG(50:3)]_FA18:1,2.056963077527106,9.10654513776478,31.803827640906093,1.7055629656596202e-8,5.559446151700601e-7,TAG,4613830.8642578125,10594898.296142578,520648.29833984375,269330.6794433594,483066.3747558594,2931287.295898437,597909.7990722656,273096.8376464844,540409.041015625,469407.6711425781,409480.0900878906,766775.8957519531,452862.8908691406,90900.966064453125
[TG(52:5)]_FA16:0,2.0533248368111443,7.377662139516165,31.703046535704743,1.796401796409494e-8,5.796988597013437e-7,TAG,1354115.640258789,3588301.330932617,174935.93035888672,130538.53002929688,148768.7691040039,480069.2538757324,121002.12811279295,96856.42724609376,176011.79095458984,137546.95043945312,139681.41079711914,205014.6739501953,140642.6502685547,35542.66250610352
[TG(57:12)|TG(56:5)]_FA18:2,2.0279606420771716,8.96639492135049,31.006596020530196,2.5715302807453072e-8,8.216166550460502e-7,TAG,4213833.432128906,10600961.143798828,648965.6031494141,338146.7650756836,589411.7830810547,1053421.3293457031,546881.0783691406,334294.84118652344,843120.9981689453,293535.4989013672,362570.4654541016,461261.3913574219,536300.6734008789,49453.223205566406
[TG(55:10)|TG(54:3)]_FA18:2,2.022496199018943,10.920009560638093,30.857286236105125,2.777174619697855e-8,8.786218135063705e-7,TAG,18387127.61523437,39544412.06933594,1953302.3857421875,1147850.3642578125,1417676.37890625,4890372.296875,1911005.4975585935,1477230.119140625,2685634.494140625,1365012.984375,1586406.6762695312,2048378.6474609373,1909901.579589844,313728.6240234375
[TG(52:5)]_FA20:4,2.016029577917681,10.575316069152763,30.68083872851132,3.0415383518058993e-8,9.529169185706444e-7,TAG,15125202.143554688,29280863.14501953,1389221.2568359375,707046.7119140625,1154528.2124023438,6256001.4892578125,1282036.2983398438,666601.87353515625,1553361.9934082031,1359043.4184570312,1176478.6118164062,2025507.417236328,1395746.3237304688,187618.8330078125
[TG(52:4)]_FA18:0,1.9977417908181392,7.26394985424132,30.183328428562163,3.9307386904446845e-8,1.2196628609677882e-6,TAG,932957.4642333984,3472359.175048828,177347.69256591797,132293.72979736328,155966.35089111328,544420.3543395996,113622.58935546876,106611.60723876952,161359.07189941406,139123.3096923828,150426.21145629883,196235.79266357425,116150.48858642578,27233.32211303711
[TG(55:11)|TG(54:4)]_FA18:3,1.9953704372492334,10.970105187103929,30.119555941663904,4.06214208128017e-8,1.248431666313439e-6,TAG,18433962.91748047,41381394.90429688,2053039.4921875,1255326.4702148438,1500028.638671875,5042896.217285156,2045663.09765625,1448992.4584960938,2760597.447265625,1526580.9829101562,1535889.9174804688,2202473.7470703125,2067679.3427734373,289580.8388671875
[TG(55:9)|TG(54:2)]_FA18:1,1.9889754760924714,10.789057797939005,29.946564883410645,4.441179912639772e-8,1.3520459979328815e-6,TAG,17225875.078125,35431201.37060547,1847265.62109375,1100329.5649414062,1303909.3662109375,4346762.091308594,1774099.2543945312,1343402.9462890625,2484181.74609375,1327470.6547851562,1436745.2622070312,1855089.131347656,1846468.9892578125,241709.57763671875
[TG(56:6)]_FA18:3,1.9876789290011518,9.050532770477078,29.911479360464,4.522274737039537e-8,1.3638673435912696e-6,TAG,4184810.057373047,11406098.452026367,688042.205078125,358591.9665527344,629936.861328125,1116602.6541748047,602802.9119873047,354566.5030517578,891091.2254638672,329732.78479003906,370051.88818359375,517649.6123046875,593927.0855712891,77564.0658569336
[TG(57:11)|TG(56:4)]_FA18:1,1.9859681489910106,8.912047267798531,29.865270303038415,4.631347981681383e-8,1.3838296237857245e-6,TAG,4093393.2119140634,10090959.854736328,637430.6478271484,333809.7861328125,559217.2618408203,1012240.737548828,529302.0594482422,321478.5416870117,843520.2747192383,303255.9664916992,359182.9029541016,443088.79052734375,518743.6163330078,41847.18273925781
[TG(57:10)|TG(56:3)]_FA18:0,1.9744100586236895,8.735683242816647,29.553840310913074,5.4384792186725555e-8,1.6100892145556272e-6,TAG,3594299.6044921875,9031466.37548828,521836.0505371094,296566.142578125,515471.9920043945,799949.4644775391,476363.6352539063,295754.3607788086,746420.4553833008,252815.4339599609,327259.2608642578,397273.4122314453,474341.0657348633,43386.563079833984
[TG(58:14)|TG(57:7)|TG(56:0)]_FA20:4,1.9398620750909203,6.623223519877259,28.629522755462858,8.763582822712273e-8,2.5709165244447732e-6,TAG,741587.9544677734,1975524.6513671875,144555.12890625,86144.44610595703,99928.12683105467,253608.01794433597,117208.48779296876,81198.78527832031,112056.56817626952,87316.0064086914,101894.04705810548,107254.04809570312,91409.22637939452,56616.284423828125
[TG(51:8)|TG(50:1)]_FA18:0,1.9226203720202713,10.1441092989134,28.173317921056878,1.1092321309685622e-7,3.2247676456176127e-6,TAG,10948718.665039062,21373043.02001953,990465.1057128906,647279.26220703125,997869.923828125,4171653.860595703,1176268.0766601562,607870.56591796875,1155828.307861328,1030826.6005859376,958581.378173828,1704618.3178710938,1018713.135986328,183136.9313964844
[TG(50:4)]_FA18:2,1.9177921754357632,9.485563632544396,28.045807173089997,1.1847752527812591e-7,3.3760865498233685e-6,TAG,5991174.1865234375,13118062.01147461,644120.51025390625,362428.0654296875,648162.3815917969,3869446.4096679688,874385.13134765625,379307.4462890625,744502.91064453125,689012.48974609375,591164.73974609375,1038074.9685058594,650464.3874511719,187771.9123535156
[TG(52:9)|TG(51:2)]_FA18:0,1.918277509183025,6.53136593937757,28.057884640890393,1.1774042767502807e-7,3.3760865498233685e-6,TAG,688804.6252441406,1704580.885803223,106238.86767578124,77720.34558105469,104602.00762939452,359969.5586547852,183591.2521972656,79085.56530761719,100654.02746582033,90938.107177734375,97406.56677246094,99414.54754638672,89804.92565917969,36647.80255126953
PI(36:5),1.917326697678173,6.822220539379607,28.032958459742076,1.1926676996587047e-7,3.3760865498233685e-6,PI,928222.8671264648,2280283.565765381,136212.53009033203,86319.64611816406,103000.42657470705,341499.7436218262,100541.44805908205,83034.96661376953,136354.0910949707,107140.74780273438,99914.54724121094,135205.9685974121,109164.90805053712,37556.10272216797
[TG(56:7)|TG(55:0)]_FA22:5,1.9020769347711362,8.711290504978198,27.63231528598226,1.4670721818733684e-7,4.116732113830748e-6,TAG,3391077.5244140625,9050570.282836914,378289.5460205078,212786.2540283203,350963.3438720703,1274795.0255126953,350653.70416259766,241554.8570556641,569973.7384033203,300340.8625488281,351399.1848754883,550371.9178466797,455044.4344482422,50567.42346191406
[TG(56:8)|TG(55:1)]_FA22:6,1.87329252551816,8.811507207821423,26.881034966398147,2.1637171109321763e-7,6.0192371698087356e-6,TAG,3711045.223876953,9413462.769226074,417961.3940429688,241730.4974975586,368730.26739501953,1512677.4946289062,373882.8656616211,241199.3580932617,617922.505859375,331942.2848510742,393848.2430419922,584823.9625854492,499486.6190185547,57026.84387207031
