lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M4_Male_WT_cerebellum,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_diencephalon,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cerebellum,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_diencephalon,FAD189_M3_Male_WT_hippocampus,DOD93_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,DOD94_F4_Female_5xFAD_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA16:0,-0.13439146719034575,3.8279252238293315,0.16212179575571795,0.6872104968511952,0.9996459543607097,TAG,33835.46237182617,37728.2825012207,34225.76248168945,34991.28244018555,33884.962463378906,43973.78302001953,49809.303771972656,32878.50213623047,44902.88342285156,45286.76361083984,34881.682373046875,33076.962310791016,36143.16256713867,30333.022064208984
[TG(41:2)]_FA16:1,0.0043342323516851545,4.653165577954698,1.674497599140068e-4,0.9896754720145778,0.9996459543607097,TAG,64246.14489746094,78583.06512451172,73843.88552856445,64600.10391235352,63776.904052734375,73714.185546875,87145.046875,66500.625,73520.78503417969,63287.764709472656,70111.76544189453,58236.06411743164,71528.30490112305,35800.64254760742
[TG(41:2)]_FA18:0,0.15459034868033888,4.34400704462991,0.21122705901575495,0.6458073431362444,0.9996459543607097,TAG,57026.464111328125,66060.4848022461,50139.56344604492,48668.76370239258,54290.84393310547,73758.705322265625,79424.04650878906,54847.66394042969,56323.643615722656,49728.78350830078,48934.243072509766,45297.92349243164,54502.50454711914,28303.062103271484
[TG(41:2)]_FA18:1,0.1264972708384109,4.766689957624861,0.14166764205646132,0.7066287467619302,0.9996459543607097,TAG,64623.10540771485,87804.126220703125,65709.82427978516,71103.88525390625,74551.82501220703,107101.7879638672,90801.76623535156,79326.06555175781,67158.96514892578,66034.48468017578,63101.10394287109,65263.664489746094,83048.00549316406,38625.762786865234
[TG(41:2)]_FA18:2,0.2188740120120215,5.189748984885888,0.4218115293349456,0.516034507687873,0.9996459543607097,TAG,78062.704833984375,96607.46618652344,97626.7276611328,80246.54553222656,113166.88793945312,130067.3485107422,127416.0679321289,138084.42993164062,87786.78625488281,71836.44482421875,85783.385986328125,97390.26690673828,94820.846435546875,61773.204162597656
[TG(42:0)]_FA14:0,0.1477277470119296,5.804420266161062,0.19298011194814535,0.6604477843611336,0.9996459543607097,TAG,139224.84936523438,145477.98950195312,138926.59008789062,138777.9296875,159455.091796875,188241.4755859375,234775.47802734372,141784.03051757812,138935.25024414062,127147.84887695312,141182.00952148438,123500.18798828124,150887.05102539062,113048.08764648438
[TG(42:0)]_FA16:0 | DG(44:7)|DG(43:0)_C16:0,0.04194307216359283,6.510169973196414,0.01565027452988943,0.900443546293789,0.9996459543607097,TAG,140297.21020507812,159284.75170898438,143349.51025390625,160564.35131835938,168147.17211914062,187684.95434570312,236975.37524414065,142555.27075195312,144032.31005859375,144845.69140625,132042.64892578125,127009.1689453125,162035.6123046875,121932.28857421876
[TG(42:0)]_FA16:0 | DG(44:7)|DG(43:0)_C16:0,0.04194307216359283,6.510169973196414,0.01565027452988943,0.900443546293789,0.9996459543607097,DAG,241614.13764190677,243146.6571426392,235630.27731704712,237422.83609771729,218527.7357597351,276884.1991119385,360736.4863395691,200641.63452911377,224193.156085968,235080.2770843506,231044.2556991577,217377.57597732544,237800.4574928284,210377.31560897827
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,0.15320129499142157,5.8010974181970045,0.20747851143391927,0.6487509402240551,0.9996459543607097,DAG,173405.533493042,135790.39041900635,166419.65313339233,132920.72943115234,139017.60989761353,134064.2495956421,228732.6784439087,134176.20957183838,130474.44820785522,132130.6492614746,131952.68935012817,131045.70979309082,132098.6689338684,145012.23127746582
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,0.15320129499142157,5.8010974181970045,0.20747851143391927,0.6487509402240551,0.9996459543607097,TAG,164801.1513671875,161559.47094726562,139168.65002441406,160660.85095214844,168545.2509765625,210514.55541992188,210248.49609375,155187.95141601562,156016.77221679688,147698.18872070312,138767.7705078125,144867.6494140625,156064.4306640625,95813.34716796876
[TG(42:1)]_FA14:0,0.1500137170483886,6.067375310721259,0.1989732828517674,0.6555508619158782,0.9996459543607097,TAG,168401.73120117188,188244.79296875,164939.3916015625,182400.23291015625,166810.87084960938,225026.87524414065,243581.7158203125,181902.07275390625,163439.23046875,151246.3310546875,167269.51293945312,160441.97143554688,163824.65209960938,152156.83129882812
[TG(42:1)]_FA16:0 | DG(44:8)|DG(43:1)_C16:0,0.13378856304004258,5.6576331143960745,0.15840826518200413,0.6906262360466354,0.9996459543607097,DAG,144138.0702972412,155918.15157699585,142845.19010543823,135489.03059387207,115652.36836624146,185061.8521575928,174456.8917503357,101692.94748306274,136218.64959716797,121039.88883209229,134738.06940078735,99952.7067642212,124966.88886642456,108147.32796478271
[TG(42:1)]_FA16:0 | DG(44:8)|DG(43:1)_C16:0,0.13378856304004258,5.6576331143960745,0.15840826518200413,0.6906262360466354,0.9996459543607097,TAG,90245.9462890625,91031.1065673828,89793.44665527344,81181.02624511719,85342.14611816406,115370.48950195312,112668.84741210938,77220.28576660156,89187.686767578125,78731.426025390625,78660.32556152344,79265.065185546875,86977.125732421875,61789.464599609375
[TG(42:1)]_FA16:1 | DG(44:8)|DG(43:1)_C16:1,0.04665284425769858,6.549811969379297,0.01935733807476936,0.8893469076975516,0.9996459543607097,DAG,262923.558921814,257983.01947021484,245935.5770187378,232812.8161048889,224065.235458374,230245.1968727112,385401.40757751465,224889.894947052,250971.8165969849,254870.89778137207,232485.9177322388,214186.334438324,220770.4165649414,220931.89596557617
[TG(42:1)]_FA16:1 | DG(44:8)|DG(43:1)_C16:1,0.04665284425769858,6.549811969379297,0.01935733807476936,0.8893469076975516,0.9996459543607097,TAG,166091.37231445312,175909.2294921875,157436.73071289062,160099.21215820312,198405.79345703125,225253.17602539065,247291.39819335935,187644.37231445312,157876.95092773438,146871.62963867188,150374.47045898438,135898.97021484375,178746.83276367188,117124.5888671875
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,-0.055602221528601566,5.904153352578124,0.02764573114745872,0.8679444307480091,0.9996459543607097,TAG,185772.8146972656,169416.67138671875,157058.1727294922,192240.5341796875,179049.89208984375,236775.03784179688,233166.31713867188,167708.35180664062,174302.15356445312,163437.6524658203,155301.1728515625,159034.88940429688,166608.23266601562,93264.42736816406
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,-0.055602221528601566,5.904153352578124,0.02764573114745872,0.8679444307480091,0.9996459543607097,DAG,163175.4511871338,152233.9104347229,156049.9700241089,157755.27192687988,151163.6314163208,162028.11164855957,160019.01190185547,153312.25073623657,149817.55047607422,157273.7301940918,157765.37173080444,155098.49042129517,152152.25021743774,156449.9517364502
[TG(42:2)]_FA14:0,0.024072057943069172,3.8257718498769444,0.005159363329539701,0.9427382259390175,0.9996459543607097,TAG,36475.12274169922,42087.20324707031,34421.20236206055,30498.60217285156,35527.02261352539,47659.88354492188,54571.6637878418,41860.68276977539,39688.96292114258,34426.96240234375,44656.38320922852,32945.062324523926,34668.86233520508,22672.82162475586
[TG(42:2)]_FA16:0,0.03504437696412075,5.058357313110385,0.01092913343472901,0.9167388462178495,0.9996459543607097,TAG,112736.18853759766,103278.48767089844,99558.60650634766,89537.4468383789,84444.1859741211,83919.96572875977,119695.62677001952,91295.32678222656,103705.48669433594,90062.1664428711,88431.865966796875,84198.42578125,86152.36560058594,26854.08209228516
[TG(42:2)]_FA16:1,0.20088497908302128,5.207664695387337,0.35571340643952004,0.550896592094552,0.9996459543607097,TAG,104958.06677246094,104500.34741210938,102549.68762207033,95648.62548828124,104065.6475830078,139871.35021972656,124076.04846191406,96626.38671875,97729.346923828125,81675.505126953125,92468.12658691406,79600.625732421875,95669.9873046875,63914.5048828125
[TG(42:2)]_FA18:0,0.08036447751983133,4.568260172676058,0.05732906901482693,0.8107683743496861,0.9996459543607097,TAG,62732.24475097656,98599.08752441406,56994.38415527344,62081.68435668945,63002.92434692383,75524.16595458984,72232.465087890625,64210.864196777344,71837.84518432617,57756.04425048828,58635.94415283203,54808.98352050781,65814.8037109375,31618.68270874023
[TG(42:2)]_FA18:1,-0.14297561517525553,8.605280847974617,0.18359717773273587,0.6682999355411862,0.9996459543607097,TAG,1643733.9321289062,1135802.4056396484,1072487.504638672,1517538.612915039,774630.36328125,601347.93896484375,1217882.538330078,934916.9182128906,1253088.417602539,1212233.0595703125,1206959.9322509766,1301213.1651611328,876264.8203125,53799.88366699219
[TG(42:2)]_FA18:2,0.13808069537922088,6.0294180621535585,0.1686949448494488,0.6812742653285541,0.9996459543607097,TAG,185085.53442382807,176629.23266601562,168265.85131835938,189939.1748046875,173505.75,228210.95458984372,244838.77685546875,171772.73388671875,177006.25122070312,160174.07104492188,161717.6708984375,158536.25146484375,165974.51196289062,92525.246826171875
[TG(42:3)]_FA14:0,-0.07875500268742387,4.065283243955986,0.05552276459809491,0.8137177046494304,0.9996459543607097,TAG,46479.62292480469,57667.424713134766,39291.32241821289,37721.26281738281,36475.40240478516,52597.403747558594,54004.20385742188,38596.64273071289,45125.08288574219,49457.983642578125,42765.74279785156,41750.86315917969,44154.92343139648,35728.92272949219
[TG(42:3)]_FA16:0,0.07154270057381444,3.8485385873806877,0.04545332729892948,0.8311726377557225,0.9996459543607097,TAG,40990.3627319336,42305.90280151367,37761.36264038086,36749.74267578125,38528.16284179688,51707.283752441406,50408.763671875,31758.52236938477,38284.622970581055,37414.4425201416,36638.94284057617,33714.362243652344,37930.24285888672,25102.121856689453
[TG(42:3)]_FA16:1,0.07078895001381844,5.143036283874877,0.044506559695264514,0.8329139751598684,0.9996459543607097,TAG,131320.70819091797,106444.46807861328,103042.00860595705,93014.18658447266,93463.466552734375,92557.24560546876,118238.86706542967,101085.26739501952,111968.78845214844,88677.62634277344,100297.32733154295,79962.36602783203,93116.1669921875,27811.601989746097
[TG(42:3)]_FA18:0,0.10005701155040508,4.137969434170808,0.088765379657616,0.7657526263208112,0.9996459543607097,TAG,47922.4635925293,48352.823303222656,45457.94305419922,46972.40301513672,49641.28353881836,54165.464111328125,62293.10461425781,52383.28399658203,49518.44378662109,40310.14340209961,44271.96304321289,43797.44329833984,46960.28359985352,26775.0419921875
[TG(42:3)]_FA18:1,0.13903574610447528,4.603788930338941,0.1710178239103186,0.6792088151096968,0.9996459543607097,TAG,62339.56530761719,102043.54708862305,65396.32403564453,62737.60394287109,66000.00439453125,81386.82571411133,79866.0658569336,62607.044342041016,68998.82489013672,58667.0241394043,62587.984924316406,54486.323974609375,65224.10479736328,29450.76205444336
[TG(42:3)]_FA18:2,-0.12105150099628599,8.655888831574506,0.13146838793636562,0.7169143960661982,0.9996459543607097,TAG,1678551.3739013672,1194427.177734375,1168291.5274658203,1541362.7244873047,799424.6354980469,645049.9449462891,1296171.7205810547,959551.6593017578,1314607.0300292969,1230132.1671142578,1210387.3834228516,1329860.723022461,921370.6868286132,58494.303955078125
[TG(42:3)]_FA18:3,0.14870400595254601,6.293560924221927,0.1955302977664246,0.6583531112891899,0.9996459543607097,TAG,212069.1545410156,206843.83447265625,200421.39416503903,223738.03564453125,219072.97534179688,284996.9020996094,296112.7590332031,200165.33520507807,204614.8728027344,198459.75439453125,174534.01342773438,198585.65356445312,201082.31518554688,120483.86853027344
[TG(42:4)]_FA14:0,0.15408303106344629,3.633616027194169,0.20983479010692463,0.6468969246295302,0.9996459543607097,TAG,28532.94223022461,34947.022552490234,32366.742431640625,30510.08221435547,30522.36196899414,56952.6845703125,46703.06295776367,32842.7421875,32365.58218383789,34106.56271362305,29116.04183959961,26695.42205810547,31575.78196716309,19876.82141113281
[TG(42:4)]_FA16:1,0.19046867236505546,4.054649296530155,0.31995884435582417,0.5716323790353308,0.9996459543607097,TAG,46396.70358276367,48267.963775634766,44563.88314819336,44664.542724609375,42676.26345825195,63610.324645996094,59871.84420776367,44160.52313232422,43679.92288208008,39609.262786865234,38323.74243164063,36975.96260070801,44432.183013916016,26625.481826782227
[TG(42:4)]_FA18:0,-0.15161172932760286,4.074960863630061,0.20650536492166793,0.649520361512284,0.9996459543607097,TAG,41527.18280029297,43085.80319213867,39142.7629699707,37540.04235839844,36936.94253540039,46756.50323486328,53403.8432006836,45276.22311401367,49729.4836730957,55492.20346069336,39329.422790527344,39239.1630859375,40887.98278808594,46545.34292602539
[TG(42:4)]_FA18:1,0.07316177121523308,4.242653641551316,0.04753137979264466,0.8274159239896989,0.9996459543607097,TAG,50030.62344360352,52758.64410400391,54971.32406616211,50204.10409545898,51187.64358520508,62191.28436279297,66955.42431640625,50087.78366088867,54455.18408203125,46988.70318603516,47001.723236083984,44678.623046875,52847.68383789063,26707.68170166016
[TG(42:4)]_FA18:2,0.09970481173270634,4.673853620983634,0.08814677917052904,0.766546495956649,0.9996459543607097,TAG,68137.14447021484,106421.1875,63767.42468261719,62997.64459228516,62392.02456665039,89812.96728515625,84445.00604248047,64337.644287109375,79368.06512451172,57523.24417114258,66488.30477905273,57177.72393798828,68749.78411865234,35190.76235961914
[TG(42:4)]_FA18:3,-0.12657531430062885,8.884909945632714,0.14377926422912424,0.7045524478485619,0.9996459543607097,TAG,1908201.833251953,1354914.1162109375,1350721.6561279297,1742559.5402832031,1005770.8283691406,796628.0965576172,1537059.787475586,1176350.843017578,1511871.8399658203,1427791.1396484375,1409499.3337402344,1553312.8923339844,1159393.3745117188,59124.18420410156
[TG(42:4)]_FA20:4,0.19206501047327498,5.6116181648099746,0.325341146550727,0.5684153537377684,0.9996459543607097,TAG,118848.98828125,125895.6689453125,127849.14990234376,121500.5089111328,142009.83068847656,212650.8348388672,170356.6298828125,127402.54821777344,124515.66821289062,115847.70739746094,110332.00805664062,103631.5869140625,134972.55041503906,91566.78698730467
[TG(43:0)]_FA14:0,0.22139647479609217,5.034770615844307,0.43152130081807627,0.511243411770531,0.9996459543607097,TAG,76739.16583251953,82077.16589355469,80060.585205078125,76582.8257446289,96046.70764160156,120111.52795410156,162875.85107421875,102554.94567871094,82319.40563964844,66354.24432373047,81081.66589355469,71689.745361328125,100101.1273803711,42054.46301269531
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,0.14445115331995217,5.766099512894625,0.1845499120322529,0.6674919277875186,0.9996459543607097,DAG,157974.43029785156,162102.4522705078,151617.91131591797,145142.91052246094,115996.96822738647,217152.7556152344,274278.6967773437,76685.9051399231,154462.4510498047,148404.6905517578,162378.5307006836,76138.74542236328,141548.1492919922,83584.4458618164
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,0.14445115331995217,5.766099512894625,0.1845499120322529,0.6674919277875186,0.9996459543607097,TAG,106607.56805419922,108077.04833984376,93848.08697509766,99388.5068359375,108399.587890625,136377.310546875,181441.2135620117,113460.56774902344,100196.1869506836,92628.506591796875,96075.527099609375,78962.90478515625,112955.0068359375,51219.62335205078
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,0.2702512270010192,4.677756458448491,0.641017652842379,0.4233425304368571,0.9996459543607097,TAG,85572.6259765625,110398.70825195312,94784.34649658205,86181.38555908203,113663.36688232422,115419.06823730467,141403.60870361328,96121.9672241211,100010.7875366211,101041.74768066406,102965.04608154295,111912.78842163086,113556.64813232422,37488.22271728516
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,0.2702512270010192,4.677756458448491,0.641017652842379,0.4233425304368571,0.9996459543607097,DAG,81281.74573135376,59311.58445739746,98896.146484375,59512.20413970947,64220.784313201904,57685.14390563965,112766.78756713869,57880.80365371704,55805.804080963135,58061.004123687744,58588.864196777344,59624.76418685913,55949.34390258789,63167.164642333984
[TG(43:1)]_FA14:0,0.07613144132702344,4.8153500792035455,0.05146164253483221,0.8205391485627458,0.9996459543607097,TAG,82381.32604980469,82708.52673339844,72745.38488769531,62346.32452392578,69310.34466552734,88746.886962890625,116988.22778320312,75954.72509765625,76285.345458984375,71457.08508300781,76418.42498779297,61427.78393554688,76243.36413574219,45029.04293823242
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,-0.05993926559189246,5.4008719703788,0.03213348667918581,0.8577350008729386,0.9996459543607097,DAG,124526.64962768556,156788.23040771484,136554.1099395752,101591.32766342165,75321.9252166748,141533.9310684204,172042.39190673828,50363.84364700317,152185.25191497803,120652.30958557127,145310.47080993652,44140.42303466797,120228.78884887695,64479.08459472656
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,-0.05993926559189246,5.4008719703788,0.03213348667918581,0.8577350008729386,0.9996459543607097,TAG,63582.14456176758,76546.72537231445,70227.00396728516,66039.38415527344,69203.72476196289,79346.68621826172,105256.68682861328,67560.44448852539,86845.3472290039,62111.64389038086,72606.72381591797,69443.024658203125,83023.26547241211,28787.042419433597
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,0.2088913831208816,5.63244340144976,0.3844520654374719,0.5352301445129128,0.9996459543607097,TAG,119336.82946777344,113503.06829833984,111151.5283203125,107464.0278930664,118574.04895019533,160035.65100097656,200291.032409668,132539.0089111328,99989.6669921875,96351.78717041016,110814.34759521484,82222.00573730469,127706.96875,43171.90298461914
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,0.2088913831208816,5.63244340144976,0.3844520654374719,0.5352301445129128,0.9996459543607097,DAG,186516.21270751956,172534.27294921875,162814.4916381836,94540.24653625488,83421.32577514648,107019.14727783205,300414.22119140625,84891.18597793579,144853.93005371094,150570.33056640625,136923.889667511,81389.46574783325,81314.38595581055,90114.32647705078
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,0.2072316494279675,4.005749838528196,0.37836645642440225,0.538478780327882,0.9996459543607097,TAG,53953.023529052734,67700.08435058594,58834.62469482422,60015.424072265625,54087.023529052734,70284.805908203125,78019.10534667969,58621.4245300293,62609.284088134766,54976.78381347656,54009.60385131836,53094.96380615234,62351.984466552734,33833.2424621582
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,0.2072316494279675,4.005749838528196,0.37836645642440225,0.538478780327882,0.9996459543607097,DAG,49054.10325241089,36104.76250076294,56530.94398498535,39055.5227355957,39027.82275390625,39831.7830581665,56356.84394836426,36869.22276687622,36093.32261657715,34788.182430267334,35593.962284088135,40238.843032836914,33438.302379608154,49848.52362060547
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,-0.055750413051983604,4.724698378811434,0.027792175574475664,0.867598351313266,0.9996459543607097,TAG,93405.78698730467,107297.58740234376,106875.84759521484,94748.90716552734,127160.2495727539,128137.35021972656,152740.71142578125,107096.98760986328,125213.58813476562,112786.1484375,118164.6083984375,137853.9493408203,129662.14831542967,40360.70263671875
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,-0.055750413051983604,4.724698378811434,0.027792175574475664,0.867598351313266,0.9996459543607097,DAG,67629.46472167969,68952.92491531372,68409.02521896362,69014.42468261719,68515.68505477905,68853.38493347168,70598.60501098633,70749.8450088501,69227.44472122192,70955.98503112793,70295.46493911743,62492.46427536011,67737.2447052002,70175.28515625
[TG(43:2)]_FA14:0,-0.23279500643671394,4.53180948127084,0.4887077971337703,0.4845042934329191,0.9996459543607097,TAG,49739.743591308594,51165.74368286133,43609.78341674805,38873.9228515625,41327.78280639648,61677.62347412109,60414.064361572266,49128.60360717773,58853.58409118652,74191.3254699707,49841.883392333984,45214.002838134766,43777.58319091797,130534.30740356444
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,-0.012474032498559676,4.8784379310520505,0.0013882468387009794,0.9702783488323858,0.9996459543607097,DAG,83272.32568740845,101614.2268371582,87952.42604064941,77230.82518005371,65894.28423309326,98717.36562728882,98163.6070098877,43125.843128204346,97325.66667938232,77166.16584396362,90833.78685760498,44635.06314468384,78056.00588226318,58103.82432556152
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,-0.012474032498559676,4.8784379310520505,0.0013882468387009794,0.9702783488323858,0.9996459543607097,TAG,53892.96398925781,59469.744384765625,51152.60415649414,54938.68408203125,58152.36447143555,67297.72454833984,75170.14636230469,59389.56396484375,69371.28546142578,49294.32345581055,56765.46371459961,52673.344635009766,53665.44329833984,24337.921661376957
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,0.08565200426290162,5.163495708510395,0.0651035977207357,0.7986041065834182,0.9996459543607097,TAG,75659.06530761719,87058.56594848633,84229.12594604492,70130.38470458984,78642.02584838867,93240.0679321289,116176.62854003906,75731.94543457031,88686.72589111328,71342.4242553711,81360.44607543945,67074.02478027344,88899.326171875,32455.36245727539
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,0.08565200426290162,5.163495708510395,0.0651035977207357,0.7986041065834182,0.9996459543607097,DAG,131597.2893447876,162620.47114562988,140646.3697052002,61296.78426742554,47393.04323577881,58800.22424697876,175867.95222473145,54018.32390213013,129019.76948547363,116827.828125,104233.86697387695,48376.62324142456,55544.72409057617,68668.52479553223
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,0.09471572772273491,3.575649136824271,0.07955999107204548,0.7778945849123629,0.9996459543607097,TAG,39610.622497558594,46349.003173828125,38517.48281860352,38036.12265014648,42274.10287475586,48673.04321289063,51765.86343383789,47270.32318115234,41684.78289794922,35983.48260498047,39712.00241088867,39251.16290283203,41494.102966308594,23553.10162353516
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,0.09471572772273491,3.575649136824271,0.07955999107204548,0.7778945849123629,0.9996459543607097,DAG,36272.20262527466,29252.02210617065,39820.42289733887,28119.162021636963,27473.48187637329,28855.58207321167,42095.76298904419,28887.34217453003,29373.521965026852,29009.962028503414,26476.08186340332,31025.342330932617,27940.70181274414,31685.402374267574
[TG(43:2)]_FA18:1 | DG(44:2)_C18:1,-0.04490063083629428,4.164945582023492,0.018016457328428714,0.8932243433472115,0.9996459543607097,TAG,65337.303955078125,69419.18475341797,78243.92608642578,70271.60534667969,64224.024658203125,82547.646484375,91199.325927734375,69346.26550292969,75206.92526245117,59855.424072265625,70661.48522949219,60628.60467529297,75698.764892578125,33421.14254760742
[TG(43:2)]_FA18:1 | DG(44:2)_C18:1,-0.04490063083629428,4.164945582023492,0.018016457328428714,0.8932243433472115,0.9996459543607097,DAG,44512.84313964844,44913.1833152771,49850.863468170166,44091.34299468994,47452.14360046387,45748.54333496094,44736.94325256348,43448.46296310425,45653.92314910889,45367.58337402344,44360.00301361084,43679.683238983154,43951.36293411255,58514.683921813965
[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,-0.05393985074294504,4.927551548045087,0.026014201467887688,0.8718656402021057,0.9996459543607097,DAG,84347.36633682251,75357.44521331787,77769.6856765747,78994.74576187134,76749.30533218384,81240.82526397705,81110.48553848267,83383.88648223877,79403.9656867981,76604.92534255981,78732.12578582764,77974.64501571655,80819.26627349854,78153.04583740234
[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,-0.05393985074294504,4.927551548045087,0.026014201467887688,0.8718656402021057,0.9996459543607097,TAG,102837.78729248048,124824.96936035156,111663.90740966795,93996.50622558594,132493.26885986328,135994.97039794922,172077.47198486328,110820.20831298828,133692.64923095703,122455.26934814452,129221.52935791016,148850.01068115234,138668.08947753906,46888.12365722656
[TG(43:3)]_FA14:0,0.07029630954160758,5.769905703792125,0.04389090347376623,0.8340567180168952,0.9996459543607097,TAG,88792.846435546875,105874.86682128906,81683.60595703125,79283.10614013672,95080.68713378906,329542.68182373047,157423.61096191406,102331.4262084961,131328.2915649414,171165.00897216797,84817.78607177734,84636.36614990234,94700.5669555664,306187.55657958984
[TG(43:3)]_FA16:0,0.020177602818525063,4.034740482301163,0.0036258212849133997,0.95198456405708,0.9996459543607097,TAG,38849.28244018555,44163.42303466797,39564.86260986328,41197.24298095703,42477.54287719727,52607.72415161133,52655.04364013672,42787.80252075195,46462.683349609375,41287.44274902344,37018.542724609375,39641.98260498047,41655.94305419922,41658.74337768555
[TG(43:3)]_FA16:1,0.05447614624252177,4.513218488211243,0.02638061806976566,0.8709742455200827,0.9996459543607097,TAG,64156.94381713867,64952.864196777344,60317.96469116211,61351.24395751953,62110.40423583984,71438.50555419922,75989.46572875977,69004.24542236328,69654.00491333008,51358.223724365234,67085.94494628906,54540.80368041992,59761.364501953125,27754.10195922852
[TG(43:3)]_FA18:0,0.15983385633774888,4.134302964409117,0.22572520385892858,0.6347118026912233,0.9996459543607097,TAG,43721.72317504883,45872.72326660156,50589.22381591797,38598.58224487305,52138.603759765625,52637.08364868164,61980.50390625,63555.52365112305,46692.82305908203,39720.06283569336,39365.50277709961,45057.503326416016,46232.503173828125,28597.6220703125
[TG(43:3)]_FA18:1,0.07832298146534718,4.037422885624269,0.054457463759831626,0.8154809159384054,0.9996459543607097,TAG,39537.402770996094,42709.8430480957,45151.30288696289,39335.54284667969,48379.50338745117,58501.9838256836,59261.464263916016,48447.12341308594,50050.923736572266,36665.90249633789,40017.382736206055,41546.82284545898,45224.26315307617,22665.221618652344
[TG(43:3)]_FA18:2,0.08552026636406339,4.725327909882484,0.0649026286176877,0.7989085153606198,0.9996459543607097,TAG,67389.80474853516,80986.0863647461,71237.88467407227,67392.04501342773,67527.00454711914,89083.446533203125,99096.5464477539,71481.1455078125,73694.82507324219,64706.02471923828,69636.10559082031,60175.40447998047,72099.60537719727,39748.602966308594
[TG(43:3)]_FA18:3,-0.1515172682635849,5.703029782905451,0.20626658246057872,0.6497094897068442,0.9996459543607097,TAG,116613.02825927734,138692.96936035156,133303.26873779297,118732.46850585938,162868.63342285156,161231.65258789062,200709.732421875,130070.90850830078,141657.6494140625,144569.90948486328,129889.6294555664,173039.2928466797,166599.23071289062,50404.46350097656
[TG(43:4)]_FA16:0,0.3524185535126023,3.9255130091218957,1.084268010459482,0.2977447311983782,0.9996459543607097,TAG,34394.842346191406,37335.66250610352,35334.44274902344,37815.52279663086,42509.6826171875,100835.20611572266,49813.92347717285,41754.08282470703,38485.94256591797,34546.68240356445,30089.40216064453,30876.10235595703,39496.962890625,22569.681671142574
[TG(43:4)]_FA16:1,0.04771098146575053,4.229117791845017,0.02024231220667616,0.8868624136158868,0.9996459543607097,TAG,45778.7028503418,54220.3039855957,48859.78350830078,42011.462646484375,50798.16369628906,61473.98361206055,62176.54476928711,51771.34381103516,53448.2438659668,44395.963134765625,49089.50338745117,42422.02297973633,48442.80389404297,40477.54309082031
[TG(43:4)]_FA18:0,0.0985553134200212,3.886622900671931,0.08612601653754837,0.7691611358339382,0.9996459543607097,TAG,39485.822814941406,39035.3427734375,34722.98254394531,36510.42251586914,40102.94284057617,50641.80334472656,48272.96334838867,46436.20303344727,41312.04284667969,38658.86279296875,34456.60241699219,32066.422088623047,38636.22268676758,28845.041931152344
[TG(43:4)]_FA18:1,0.18640769386430395,4.257275416193101,0.3065406315997734,0.5798107910779967,0.9996459543607097,TAG,46365.8432006836,50264.64352416992,55220.70372009277,44672.62335205078,59912.64419555664,56882.60400390625,69753.68521118164,67842.4048461914,50863.70385742188,40529.982666015625,44364.4231262207,50060.80401611328,49235.24395751953,28784.60217285156
[TG(43:4)]_FA18:2,0.11033256332031785,4.062907569536201,0.10786939839641718,0.7425829567496088,0.9996459543607097,TAG,38019.66247558594,47030.68312072754,45840.54333496094,39952.243225097656,45569.02331542969,56657.66409301758,63708.68435668945,51962.78353881836,45300.68344116211,37201.52230834961,43477.62292480469,42498.20266723633,43701.04260253906,25692.42185974121
