Lipid,Class,DOD93_F4_Female_5xFAD_cerebellum,DOD93_F4_Female_5xFAD_cortex ,DOD93_F4_Female_5xFAD_diencephalon,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_cerebellum,DOD94_F3_Female_WT_cortex ,DOD94_F3_Female_WT_diencephalon,DOD94_F3_Female_WT_hippocampus,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cortex ,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
DG(33:1)|DG(O-34:1)_C18:1,DAG,58016.46437835693,62600.58419036865,61419.7843170166,62948.044593811035,61049.60442352295,60859.54426956177,61834.86428833008,59512.304290771484,60458.804080963135,59817.34432601929,59729.08447265625,60035.22406387329,146698.89093017578,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:2)_C16:0,DAG,58790.80465698242,68141.5648803711,50949.46353149414,76113.36535644531,68276.84503173828,66118.78457641602,50642.28350830078,46465.08359527588,70004.36502075195,60649.72430419922,55254.22430419922,60927.38397216797,48120.763122558594,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:2)_C16:1,DAG,61656.20418548584,73890.22482299805,60422.744174957275,87551.94570922852,69073.38438415527,77878.72534179688,64495.52434539795,59477.00439834595,60927.424365997314,70201.62489700317,59684.604305267334,63652.42431640625,65436.78466796875,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:2)_C18:0,DAG,47820.943561553955,50851.223751068115,51403.663566589355,47925.28345489502,49681.94356918335,49504.2232093811,52726.10375213623,52593.50373840332,49027.28370666504,52856.02372741699,49240.003479003906,53124.32373046875,61951.8444519043,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:2)_C18:1,DAG,64825.8447227478,65857.80469894409,65824.6049079895,66979.16484451294,65495.364276885986,65020.3643951416,61924.72455215454,63521.76467514038,67251.44462585449,62119.66470336914,59822.6441078186,63019.04425430298,73919.3452758789,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:2)_C18:2,DAG,60444.244022369385,61466.164585113525,58326.92448043823,61861.66440963745,64933.64434814453,63278.02446746826,62654.70444869995,68621.02499008179,58103.243896484375,61710.6243019104,60374.46404647827,60382.28436279297,145297.4905090332,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:3)_C16:0,DAG,56370.84387207031,61367.64450073242,50674.80368041992,72116.5654296875,64234.10446166992,51124.863830566406,45413.82302856445,46941.10334777832,65275.04443359375,62331.5046081543,49419.04341125488,55995.06359863281,34988.962310791016,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:3)_C16:1,DAG,44703.42307662964,65934.78450012207,45219.68306350708,94005.8265991211,74430.32527160645,59726.10437011719,41572.5827293396,38776.64278411865,50021.4635848999,59940.92411804199,43866.42310714722,48009.88349533081,52907.083984375,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:3)_C18:0,DAG,29848.722145080566,30692.92218017578,30326.622203826904,31482.602180480957,33914.42246246338,28834.222232818604,28340.862045288086,33497.00231552124,31164.862297058105,32892.92227935791,29769.001861572266,29157.321823120117,38404.24252319336,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:3)_C18:1,DAG,60492.22428894043,63863.98414993286,61079.16431427002,58333.44422912598,62813.06457519531,59624.284214019775,58040.34423828125,60936.86413574219,61847.323947906494,60105.224266052246,56928.78412628174,60163.44416809082,73733.90539550781,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:3)_C18:2,DAG,61339.764209747314,62793.00450515747,66513.24493408203,66259.26468276978,59914.10427856445,63083.364486694336,64189.98452377319,64207.26441574097,58817.74417877197,59877.784198760986,64332.224700927734,64115.06447601318,76821.22573852539,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:4)_C16:0,DAG,52446.32345581055,50627.28350830078,37329.9825592041,54439.56369018555,57213.12405395508,52107.40376281738,42692.94323730469,47777.98320007324,51553.643646240234,47533.08322143555,47574.323150634766,46054.863342285156,39657.74295043945,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:4)_C16:1,DAG,40072.7226524353,105148.28700256348,42128.482849121094,109087.66734313965,68574.34477233887,59855.08395385742,38301.54279708862,39331.12266921997,50585.283531188965,61535.484477996826,42753.143184661865,40703.12296295166,52294.58386230469,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:4)_C18:0,DAG,172756.13221359253,170985.27236557007,181960.4530029297,172361.9320449829,179184.67337417603,178600.55208969116,176092.45294189453,180578.89270401,176786.37340164185,174048.31200027466,171614.9916419983,179188.35264968872,207783.83520507812,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:4)_C18:1,DAG,35062.64255523682,36650.982639312744,38968.06272506714,36424.602630615234,36884.68278121948,37319.582679748535,35985.40252304077,35840.962646484375,37424.60266876221,33843.22252655029,33351.14250564575,34631.04236602783,38159.922927856445,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:4)_C18:2,DAG,65170.56448364258,67785.06504058838,67046.14483642578,65286.20467758179,66019.0650100708,67035.2246170044,69902.78469848633,65174.2243270874,67309.40454864502,67229.20516204834,62792.46464538574,68280.24494171143,82581.46606445312,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:5)_C16:0,DAG,67114.32485961914,64806.88513183594,70578.54495239258,73341.98522949219,75942.06539916992,49669.123291015625,54371.743713378906,58360.084396362305,80528.52542114258,74104.16519165039,66464.66494750977,57961.78436279297,46754.70330810547,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:5)_C16:1,DAG,49274.38366699219,62698.984375,46872.56329727173,71058.98504638672,65459.46496582031,54398.663803100586,45358.00313568115,44967.26330947876,50688.523582458496,52183.843631744385,46984.403354644775,43173.543102264404,54140.38375854492,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:5)_C18:0,DAG,83117.70595169067,84487.86577606201,90995.38660430908,82978.18565368652,81576.42572402954,67289.94459152222,80557.76623153687,62742.4245300293,79804.20554351807,89056.78603744507,86592.82635116577,95410.94716262817,85946.8662109375,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:5)_C18:1,DAG,206283.77388381958,211202.51498794556,202396.1947441101,203100.11449050903,204914.97398757935,211708.15533447266,202245.79447555542,205028.75423812866,212984.77377319336,200490.15354919434,200848.71238327026,200611.0938873291,202510.99340820312,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(33:5)_C18:2,DAG,39808.102893829346,40366.08280181885,36452.36245727539,40657.82286453247,39458.16286468506,39104.52283859253,39985.20285797119,38400.942890167236,40202.282817840576,38206.282527923584,37951.76258087158,38237.72274017334,47241.20333862305,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:0)_C16:0,DAG,235700.91619110107,6686.820503234863,6597.920379638672,4017.300235748291,3189.4402236938477,134117.96994018555,2639.440185546875,2619.7601928710938,5100.6403465271,4413.7203369140625,118578.6499786377,4104.560279846191,3417.0002250671387,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:0)_C18:0,DAG,68340.68467712402,67926.78511810303,73177.4054069519,67004.60450744629,74285.08531570435,69004.02492141724,73046.90536499023,73713.7455444336,135881.70820236206,69135.46517944336,68321.56440734863,73754.30503082275,102004.16799926758,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:1)_C16:0,DAG,107350.76652526855,125000.84768676758,61643.865032196045,20905.86139678955,4183.460300445557,87952.6858253479,3103.980213165283,2890.240222930908,253799.51736450195,61649.2442817688,77225.28565216064,34355.84236907959,11391.08073425293,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:1)_C16:1,DAG,132953.10933303833,315208.5969238281,150253.53077697754,273508.14025878906,157471.93129730225,148888.69145584106,128294.06929397583,41403.92293548584,197344.97513961792,169836.57126235962,154939.17164230347,158198.57165145874,693586.6465492249,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:1)_C18:0,DAG,59901.344341278076,64086.66431045532,66587.6448173523,64778.50440979004,64610.80487823486,67240.76491546631,63602.684562683105,68403.74453735352,152825.3314781189,64109.52471923828,59989.00435256958,66614.44471740723,107205.48748779297,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:1)_C18:1,DAG,85831.1061630249,86232.38597869873,85512.80604553223,84645.3463973999,86664.7862815857,83881.20626449585,85091.98588180542,89750.72657775879,84685.90576171875,80647.30582809448,85360.38608551025,85515.78561401367,107462.40710449219,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:2)_C16:0,DAG,117625.98892211914,93366.00695800781,77738.30567932129,88959.16589355469,56837.30375289917,87726.4857788086,47735.02322769165,39474.56233215332,162698.7527770996,91534.78675842285,57746.48391723633,77010.1452331543,32901.14241409302,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:2)_C16:1,DAG,37425.16244888306,127888.02982330322,43811.18299484253,132888.20993041992,77878.28522109985,98745.50674438477,37516.06272125244,38538.66275405884,91858.64519882202,77651.50510025024,42438.50280380249,46238.723556518555,283284.41635131836,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:2)_C18:0,DAG,79789.54530334473,82883.6054763794,82411.12512207031,76725.8651008606,85839.66646575928,81811.06614685059,85427.14624023438,87116.22611618042,215128.65719985962,75843.24555587769,79427.66560745239,79444.08520507812,361707.8221435547,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:2)_C18:1,DAG,74486.68550109863,78542.18539047241,73681.72478866577,68850.08517837524,74912.70528793335,76066.00535583496,75711.64541244507,73875.26497268677,75491.94482421875,72240.70510101318,69868.70495986938,69734.08503341675,188204.89282226562,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:2)_C18:2,DAG,85864.46641159058,90812.12646865845,92517.94617080688,94952.28715133667,93962.5467414856,90557.66667175293,97738.08685302734,91236.3864364624,89547.86638641357,94982.06629562378,88953.22649765015,92385.06637191772,124230.28894042969,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:3)_C16:0,DAG,2997584.3324279785,1623058.7904052734,1381300.924621582,1478305.860321045,1024837.4969482422,1452496.0829467773,479362.0121154785,464524.91384124756,1245451.5886230469,1405695.8587036133,699873.0219726562,1308243.2137451172,43855.44302368164,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:3)_C16:1,DAG,33274.06243515015,81436.18544006348,35487.32258605957,108928.96795654297,63550.824420928955,86137.2657623291,33769.00235748291,34159.78240966797,66083.42430114746,79225.52571105957,32734.34223175049,42465.72331619263,41195.38296508789,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:3)_C18:0,DAG,38356.56282424927,39448.14287567139,37434.04251861572,38923.68282699585,40778.522773742676,41408.14306259155,39059.24295425415,41513.60303878784,44906.36315917969,39917.18274688721,38409.94271850586,39380.48267364502,43404.04296875,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:3)_C18:1,DAG,90696.72626876831,94831.48704910278,91244.2664527893,89757.38611602783,88738.92649841309,96380.10678100586,90248.02644348145,87759.4262084961,95651.66682434082,89090.5460395813,91986.84649276733,91383.56658172607,483603.37561035156,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:3)_C18:2,DAG,78024.66570663452,76792.12543487549,76825.7253036499,80615.78565979004,78850.32578659058,79114.80540084839,83480.98556518555,77361.54560470581,76959.28588867188,80817.94552230835,80560.84574890137,80130.62634277344,204294.35400390625,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:4)|DG(dO-36:4)_C16:0,DAG,51183.7434387207,58583.18392944336,49221.143814086914,65804.24432373047,62394.3440246582,56651.1641998291,48623.34330749512,44465.66318511963,61880.20455932617,56596.144287109375,53753.74380493164,52024.603744506836,39824.60289001465,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:4)|DG(dO-36:4)_C16:1,DAG,78898.06536865234,1187208.2663574219,75224.76482009888,1857368.0333251953,769222.8261222839,1301695.4321899414,73909.36499023438,69864.04468536377,404213.30617141724,1042086.5790252686,71454.06485366821,329758.5263786316,77399.72564697266,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:4)|DG(dO-36:4)_C18:0,DAG,38711.30281448364,38179.56285095215,38859.10271835327,37651.72250366211,42584.542793273926,37946.12281417847,39715.60289001465,42000.56285858154,82981.74608230591,39351.502658843994,36655.78259277344,40337.84296798706,44942.38348388672,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:4)|DG(dO-36:4)_C18:1,DAG,44118.72296142578,45897.26287841797,48153.50339508057,43847.62295150757,44806.843242645264,44724.02328491211,45795.80303955078,42364.322940826416,45308.26316070557,49004.84341430664,43609.80312728882,41457.88313293457,51128.74368286133,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:4)|DG(dO-36:4)_C18:2,DAG,110467.06803131104,111762.26794052124,109349.2278137207,116704.38751220703,111108.04792785645,113433.10765075684,112673.30794525146,110930.7677078247,111684.5881690979,114790.24785614014,114905.02848815918,113896.3876914978,709841.7547607422,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C16:0,DAG,72652.10522460938,100229.98748779297,87368.76654052734,118270.20913696289,106749.82763671875,100703.86700439453,76083.74560546875,60537.384349823,116172.68719482422,97359.64660644531,88380.88684082031,95647.94665527344,52276.983947753906,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C16:1,DAG,48047.60338592529,56310.464126586914,44748.70317840576,73556.38491821289,54931.783935546875,53474.52392578125,43137.543060302734,44092.90317153931,46450.083320617676,55102.30418395996,47442.84349822998,47134.30335998535,45867.14334106445,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C18:0,DAG,25368.36175918579,24244.181743621826,24729.16180038452,25196.501693725586,24447.86166381836,24452.561695098877,28496.262115478516,28983.982162475586,36242.20272445679,28781.62212371826,25233.121646881104,25410.321849822998,29006.862106323242,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C18:1,DAG,42681.56281661987,43964.36312484741,45375.963161468506,43350.0231590271,41707.1828918457,42606.363021850586,43542.68318939209,43668.682888031006,45835.32309341431,45471.42310333252,43187.882987976074,41104.382804870605,44881.66304016113,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:5)_C18:2,DAG,45325.44328689575,47335.40352630615,43914.203243255615,47871.06354141235,45628.7830619812,44344.60311508179,46755.76354980469,48042.68356704712,47743.54348754883,46643.64311218262,43890.48317718506,47182.2636680603,52044.783630371094,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C16:0,DAG,51237.52421569824,66898.26461791992,48991.70350646973,70468.50500488281,70223.82434082031,70792.3649597168,58211.08409118652,40062.842876434326,72749.62512207031,64578.48468017578,58146.92361450195,62722.36474609375,43977.2028503418,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C16:1,DAG,53185.90355682373,95297.26782226562,51034.26356506348,141694.18841552734,91506.6467666626,99657.84844970703,52550.06341934204,49132.103370666504,64191.284366607666,86067.16604995728,48502.5834274292,53480.02396392822,55637.703552246094,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C18:0,DAG,40514.822998046875,40628.462940216064,41273.28288269043,43334.90337371826,45007.58330154419,41846.20282745361,48090.10334396362,44281.50318527222,46963.76326370239,39922.362701416016,39191.54272842407,43889.46329879761,52143.92370605469,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C18:1,DAG,30199.462154388428,28673.4217376709,27577.94200515747,28354.24200439453,29452.002071380615,31005.902088165283,29711.0220413208,28519.621898651123,31655.962310791016,27680.681690216064,29235.28221511841,30403.382217407227,30433.421905517578,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(34:6)_C18:2,DAG,46582.663204193115,47067.763469696045,46403.403202056885,48823.90334320068,48667.64319229126,45249.46310424805,47821.48336029053,47551.023429870605,47670.94348907471,49431.72353744507,45924.68326187134,48295.28331375122,50028.90385437012,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C16:0,DAG,4958.340370178223,6642.7604637146,19393.721351623535,24172.321586608887,32789.262298583984,12730.06084060669,26515.42186355591,22050.981609344482,2721.3401832580566,8001.24059677124,4440.520351409912,14661.601070404053,23162.98149871826,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C16:1,DAG,2930.5802040100098,3062.620220184326,2930.5601959228516,4836.440368652344,3154.0602226257324,15222.121109008789,2926.860210418701,16072.621196746826,2940.3602027893066,5559.400344848633,2927.120216369629,2931.020206451416,5898.74040222168,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C18:0,DAG,32664.16234588623,34434.20234298706,32191.2423248291,32604.58240890503,31790.422157287598,30461.782146453857,35760.222454071045,32816.74242401123,46814.663146972656,31385.68217086792,30719.122146606445,32761.262084960938,45704.34292602539,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C18:1,DAG,39237.8429145813,38891.0228843689,39336.023021698,37069.62278366089,36278.14251327515,35266.64234161377,35699.282360076904,36952.04262924194,34844.26229095459,33519.34239196777,34429.66234588623,35762.74252700806,44023.92338562012,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:3)_C18:2,DAG,58758.524421691895,57763.98410797119,56596.724071502686,64908.84466934204,60416.9841003418,60389.884284973145,61413.584617614746,60791.264335632324,57211.64438247681,57276.34380722046,57499.60417556763,63208.08451843262,65164.82434082031,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:0,DAG,3344.660224914551,2623.8602027893066,2626.820198059082,2638.3601875305176,6143.640399932861,2842.0802040100098,5201.020347595215,5239.420379638672,2634.5601768493652,2631.880184173584,4518.980358123779,2629.180187225342,3767.960250854492,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:1,DAG,2930.180202484131,2965.4802169799805,2931.4602088928223,5723.640365600586,2930.0001945495605,2930.920207977295,2928.1401977539062,2939.000202178955,2939.6202087402344,13078.760986328125,2927.7802085876465,2930.5602073669434,2929.0802116394043,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:0,DAG,28158.241916656494,27489.90205001831,27649.941875457764,25860.72193145752,25961.74192047119,24673.941772460938,28689.341968536377,30044.381969451904,30897.502117156982,24663.96169281006,25969.621921539307,28444.8018989563,31889.96241760254,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:1,DAG,34234.50255584717,37086.282539367676,37631.60277175903,34940.482498168945,36438.12268447876,38186.622619628906,39001.30284118652,36934.762508392334,37706.62268447876,37242.10262298584,37240.80277633667,39800.542961120605,52983.624114990234,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:2,DAG,40755.10293197632,38208.28276062012,40926.742752075195,40424.402866363525,41886.68308258057,35868.46237945557,37624.262729644775,40704.782722473145,36852.682514190674,41434.042766571045,39692.62265396118,42203.742893218994,46965.44367980957,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C16:0,DAG,5191.380355834961,2674.8201866149902,2627.4601860046387,2627.300178527832,2630.300189971924,3764.3802452087402,2629.18017578125,2619.2601928710938,2711.8401794433594,2630.980194091797,11245.600883483887,2627.240188598633,2623.7001914978027,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C16:1,DAG,2930.4601821899414,2946.16019821167,2930.940200805664,18637.06117630005,2930.020195007324,2930.480209350586,2927.4202003479004,2920.5602226257324,2939.920196533203,17529.70124053955,2972.2802085876465,2931.420211791992,2927.8002281188965,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C18:0,DAG,31928.462188720703,33622.54253387451,35098.40267944336,29688.302127838135,33587.002323150635,28791.48187637329,31911.102027893066,34820.462535858154,34959.822383880615,31626.542488098145,32004.28229522705,31691.362270355225,34644.682525634766,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C18:1,DAG,28410.282165527344,31139.34209060669,31511.082370758057,30020.422161102295,32810.10237121582,29763.22206878662,31767.042190551758,30241.0220413208,32852.84242248535,30387.66215133667,31504.942226409912,30169.522033691406,32716.282470703125,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C18:2,DAG,38262.52252960205,38195.98250198364,39681.46266937256,43628.36313247681,43594.002880096436,41826.60303878784,39597.42286300659,41306.80307006836,36749.98254394531,37980.942653656006,38973.182846069336,37330.90270996094,49277.923683166504,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C16:0,DAG,334638.4625053406,2623.2201919555664,2627.0801734924316,2627.0601959228516,2695.0801887512207,44525.6035118103,2628.2201652526855,2619.440196990967,2941.7801933288574,2630.7801818847656,103629.78706359863,2626.6201820373535,2623.120189666748,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C16:1,DAG,2929.7602005004883,3126.960220336914,4084.2603149414062,34236.76235961914,2941.780227661133,2929.3202209472656,3602.560234069824,2920.960189819336,6719.160530090332,32681.282440185547,13690.600978851318,11366.14077758789,3145.3802223205566,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C18:0,DAG,29494.182109832764,28577.621967315674,28925.362003326416,29693.202014923096,29028.382053375244,28588.76210784912,28173.661827087402,28428.921936035156,30417.682430267334,29142.54209136963,28545.062015533447,27295.30219268799,34969.36227416992,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C18:1,DAG,37407.68255233765,42354.66315460205,40843.22304534912,40226.72269821167,39862.8228187561,39082.96263885498,36061.32229614258,36961.96257400513,43173.5629196167,35968.58260345459,34532.44248962402,37118.76273345947,38631.74266052246,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C18:2,DAG,32634.18243408203,33761.70238494873,31977.42237854004,35574.94269180298,37296.982723236084,34943.50224685669,34415.562633514404,32843.00246810913,34328.34246444702,34810.46228027344,35830.24254989624,33200.54235458374,36274.84265136719,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C16:0,DAG,50575.24348449707,58759.76411437988,42034.24304199219,67312.48452758789,60089.984146118164,54352.12387084961,52991.963638305664,44657.46337509155,61798.964752197266,54923.36407470703,49047.58346557617,46426.442962646484,41486.92295837402,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
