Lipid,Class,AK0135,AK0140,AK0142,AK0144,AK0147,AK0154,AK0155,AK0157,AK0166,AK0168,AK0169,AK0139,AK0141,AK0145,AK0161,AK0164,AK0170,AK0174,AK0175,AK0200,AK0202,AK0204,Blank-1x,Title1,Title2,Title,length1,length2,Blank_name
Cer(d20:0/26:0(2OH)),CER,60257.58404159546,548139.8922462463,11401.320793151855,23498.321548461914,10131.400749206543,15790.521091461182,33796.60206604004,9936.340759277344,18896.801445007324,25157.801864624023,94111.76588821411,70630.22485733032,27834.362232208252,47042.62385940552,24407.621559143066,36811.48260116577,78771.12669754028,934894.2044754028,190485.75704956055,568625.2210197449,494345.7305030823,124804.72968673706,11815.660804748535,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Cer(d20:0/26:0),CER,82489.00484466553,723109.9012832642,14138.560970306396,181543.9899520874,9119.04063796997,299336.8090324402,33998.30194854736,12971.66093826294,21699.901554107666,31783.662128448486,120564.42832946777,122976.50982284546,13559.880859375,12331.600761413574,21008.941318511963,41083.24278640747,64888.283515930176,8932.380596160889,244944.81497573853,897382.4204978943,972553.6929969788,22905.541801452637,3579.9602546691895,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Cer(t18:0/16:0(2OH)),CER,12557.180896759033,13664.701026916504,6927.280448913574,9846.40083694458,7614.640621185303,7721.940490722656,5929.720443725586,7552.76061630249,16895.981185913086,11146.620826721191,31874.30238723755,8192.680583953857,9114.800674438477,7234.48051071167,10100.900688171387,18293.061210632324,8726.480609893799,9322.280643463135,15268.821044921875,10622.18073272705,18067.001266479492,6908.560508728027,3632.020252227783,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Cer(t18:0/18:0(2OH)),CER,10695.600646972656,4463.580272674561,4968.520317077637,6150.500453948975,4262.180328369141,4673.000347137451,4813.400367736816,4164.380298614502,4925.040386199951,5591.920429229736,6341.84041595459,6127.060443878174,5540.700393676758,5322.1003341674805,5566.220409393311,5159.860374450684,6449.300476074219,5816.420383453369,5926.220371246338,5493.120372772217,10643.920879364014,6062.740455627441,3497.1202697753906,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Cer(t18:0/20:0(2OH)),CER,13448.28080368042,4697.080352783203,5225.560394287109,7018.660511016846,4055.1802978515625,4319.520301818848,4774.300369262695,4436.980297088623,5926.4204025268555,5515.620414733887,6906.960483551025,7116.7005043029785,7180.220481872559,6439.480453491211,5693.400424957275,5296.620372772217,6556.300514221191,5718.460403442383,7387.200477600098,6061.700386047363,12915.060813903809,6542.200546264648,3679.1402587890625,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Cer(t18:0/22:0(2OH)),CER,11098.700813293457,4527.4802894592285,5141.620380401611,5578.040386199951,4453.920310974121,4277.8003005981445,5118.400344848633,4231.340297698975,4416.0803298950195,5187.240367889404,6566.480495452881,7173.120525360107,6808.300441741943,6026.360404968262,5806.520404815674,5066.840358734131,5522.460380554199,5957.460422515869,6071.120445251465,5411.860378265381,12065.320938110352,6261.800457000732,3512.6002464294434,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Cer(t18:0/24:0(2OH)),CER,14313.640983581543,5680.500358581543,5974.080451965332,8099.780643463135,6757.480487823486,4759.780342102051,6624.520484924316,6489.040431976318,5866.380416870117,6467.460414886475,8834.020637512207,9710.380645751953,8356.560562133789,7779.720565795898,8070.860546112061,7380.100456237793,7586.880500793457,9029.500560760498,8763.400657653809,8891.520622253418,18844.601234436035,7246.360439300537,3548.1802406311035,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Cer(t18:0/26:0(2OH)),CER,36233.4628944397,291107.31967544556,9427.680702209473,17902.361499786377,7793.180530548096,29897.781887054443,19827.60152053833,7966.4805335998535,17015.521141052246,15974.581268310547,41202.80269241333,10586.800743103027,5493.900371551514,7124.720485687256,12692.780986785889,20583.52146911621,30666.9022064209,5092.140342712402,84920.7845993042,225540.09686279297,276953.3325691223,15254.46109008789,3491.180248260498,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Cer(t20:0/26:0(2OH)),CER,2477198.3452148438,667538.1039581299,563340.3377990723,875485.4289245605,563670.2484588623,1434251.897064209,678895.320640564,640449.2682952881,828394.4857788086,1365325.8842163086,2123840.556274414,1856937.534576416,1276013.0539550781,2889587.844848633,1669103.9911499023,1543073.3563995361,1432894.1043701172,1515577.6712036133,1864518.5993652344,1469962.440246582,2277613.4079589844,1071563.0387878418,70673.0450668335,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
CerP(d18:0/16:0),CER,8757.320594787598,4967.060382843018,4579.040321350098,5278.420356750488,3784.7802543640137,4195.600292205811,5211.620330810547,4328.180286407471,4177.340309143066,5410.500377655029,5358.9603843688965,5785.160442352295,6219.920379638672,7617.480556488037,5560.400405883789,6472.740459442139,4958.080371856689,5332.880359649658,6116.460437774658,4648.2603187561035,8245.520656585693,5519.800399780273,3842.6802520751953,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
CerP(d18:1/12:0),CER,91240.66621017456,11322.640933990479,25481.5216255188,39244.02239227295,13081.980865478516,11449.300758361816,17283.241481781006,13412.061004638672,13416.100833892822,29662.36203765869,30091.10199356079,20537.161876678467,26779.801971435547,20406.621467590332,61514.424602508545,19951.201263427734,38701.44205856323,51436.82389831543,51188.56448364258,47325.42292404175,111983.40600204468,77626.44487762451,3562.3002586364746,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
CerP(d18:1/14:0),CER,11618.200832366943,3992.860282897949,5006.020343780518,6420.520404815674,4970.200340270996,5155.340362548828,4936.680351257324,4916.460296630859,5721.92041015625,7235.760520935059,7138.220527648926,9966.08067703247,7747.560508728027,11060.660831451416,9004.720611572266,6412.000511169434,7684.180549621582,7444.540546417236,8092.040565490723,8039.740547180176,12691.980976104736,7531.100635528564,3557.3802528381348,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
CerP(d18:1/16:0),CER,15802.60120010376,6055.6604080200195,5953.600414276123,7049.240524291992,5468.980392456055,5186.240390777588,7445.860443115234,4964.380321502686,6953.44047164917,5636.320404052734,8396.160614013672,9585.040691375732,9655.620666503906,12125.500793457031,8889.440536499023,7816.120468139648,8248.420581817627,7089.900482177734,9189.720668792725,6964.84049987793,12876.820960998535,6663.72049331665,3982.9202880859375,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
CerP(d18:1/18:0),CER,9040.620643615723,4311.860290527344,4377.6403160095215,5638.660373687744,4336.600292205811,5119.220371246338,5230.600399017334,4545.700325012207,4830.8603515625,5999.540409088135,6240.860446929932,8415.78063583374,6831.320514678955,9651.460605621338,6531.680450439453,6438.740447998047,6636.660457611084,6892.72049331665,6253.8604736328125,5590.460414886475,9038.080612182617,5458.240425109863,3522.8602447509766,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
CerP(d18:1/20:0),CER,10754.160743713379,5235.5404052734375,5879.280410766602,6579.860446929932,4991.940361022949,6490.260448455811,6207.260429382324,5040.100372314453,5974.220432281494,6618.580463409424,8909.520698547363,14133.221000671387,9217.64066696167,13100.620990753174,6797.900424957275,7458.4404945373535,7319.500511169434,8587.180618286133,8358.140602111816,7806.920509338379,12372.800922393799,8038.500522613525,3445.2002449035645,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
CerP(d18:1/22:0),CER,8342.540550231934,4899.200386047363,4282.820301055908,5398.080375671387,4367.420299530029,5262.860385894775,5260.580383300781,4299.480304718018,4636.500312805176,4984.620342254639,6328.2004737854,6291.620498657227,5769.580390930176,8423.560562133789,4924.320369720459,5368.6203536987305,5681.480422973633,5426.280414581299,6469.040424346924,4745.460315704346,8780.060585021973,5220.380390167236,4026.920295715332,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
CerP(d18:1/24:0),CER,6688.660514831543,4339.320281982422,4060.20027923584,4322.140293121338,4122.300258636475,6243.220470428467,4469.3803062438965,4490.780307769775,4106.760314941406,4752.440349578857,5814.260395050049,6348.460502624512,5355.340377807617,7056.500556945801,5098.620372772217,5801.780364990234,4568.060317993164,4988.900352478027,5360.360355377197,4437.040336608887,6672.680446624756,4140.560302734375,3477.780258178711,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
CerP(d18:1/24:1(15Z)),CER,6626.800449371338,4014.0602798461914,4453.8803062438965,3927.300266265869,3886.2402572631836,5366.800384521484,4626.740310668945,3970.120288848877,4336.540309906006,4612.900314331055,5641.260429382324,5647.220405578613,5203.680347442627,7574.580612182617,5208.660343170166,5250.84037399292,5517.88041305542,4960.660358428955,4675.400318145752,5522.160373687744,7005.960430145264,4906.820388793945,3529.4202613830566,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
CerP(d18:1/26:0),CER,9116.140628814697,4842.300361633301,4715.640319824219,4807.200347900391,4562.600326538086,5797.960414886475,5478.860408782959,4267.12028503418,4396.0803146362305,5688.720375061035,6070.000408172607,6724.020496368408,5704.4203453063965,7691.600532531738,4556.34033203125,4859.200325012207,4798.960353851318,4782.640335083008,5732.120410919189,4893.02033996582,7706.840591430664,5057.560363769531,9914.120788574219,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
CerP(d18:1/26:1(17Z)),CER,8268.140617370605,4974.40034866333,4638.660308837891,5368.160373687744,4154.920276641846,6115.160404205322,5318.940402984619,4677.740337371826,4348.020309448242,5306.3603439331055,5812.200420379639,5623.36043548584,5280.200366973877,7165.040523529053,5293.44038772583,4620.2203369140625,4079.140293121338,4564.260311126709,6553.660423278809,5100.200351715088,7202.420543670654,4682.760292053223,11089.920539855957,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
CerP(d18:1/2:0),CER,4243.380332946777,3512.8002319335938,3525.780258178711,3794.4802589416504,3584.9602584838867,3736.900249481201,3694.1802711486816,3688.9602699279785,3736.020252227783,4083.040298461914,3892.86026763916,4369.2603187561035,3723.68025970459,4030.760269165039,4287.340312957764,3909.7402725219727,3661.480270385742,3780.520278930664,4033.7202682495117,3822.460273742676,4123.5003089904785,3696.700263977051,3441.740245819092,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
CerP(d18:1/8:0),CER,7437.220550537109,4649.260314941406,4323.44030380249,4603.920299530029,4711.900360107422,4446.2402992248535,4452.060314178467,4104.060276031494,4352.820274353027,4416.560314178467,7243.880512237549,6176.220413208008,5703.680389404297,6296.520408630371,5241.460380554199,6267.080467224121,5692.500381469727,4890.740348815918,6090.540412902832,5402.280406951904,7349.400577545166,4782.640312194824,3514.960247039795,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",CE,533870.6376190186,700159.7734985352,663030.6465454102,553655.8814086914,498807.3168029785,354369.70401000977,617962.2474365234,613211.6491088867,584433.799987793,715746.4278259277,474769.67569732666,1256229.6076660156,1587193.425415039,956232.8487243652,1237291.4857177734,1377201.6538085938,1111881.0670166016,403474.0128097534,380127.8677215576,1245960.6432495117,458317.61375427246,1124422.562072754,34096.34209060669,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Cholesteryl nitrolinoleate,CE,1091636.5594940186,1788691.0656738281,1604588.0322265625,1451576.4797363281,1321585.7880859375,1004468.9272460938,1620032.2609863281,1524418.9621582031,1488006.2475585938,1665276.3488769531,1187320.3341674805,2569482.7895507812,3118859.4130859375,1932838.3002929688,2535476.6435546875,2767624.451171875,2310163.735595703,810911.4112548828,952404.748840332,2432870.24609375,1018377.1646118164,2288220.044189453,106358.96755218506,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",AC,1027983.7938842773,781642.6542053223,757926.490234375,767466.9733276367,824126.393447876,706021.9697875977,935481.1636047363,847701.5971069336,801889.3361816406,995985.0510253906,764300.458190918,1299551.5747070312,939753.4852294922,929313.5657958984,1079431.389465332,1013811.1938476562,1000578.4338989258,1136196.5419921875,862845.2858886719,1288342.0263061523,950225.4151611328,2294064.293823242,137809.76998138428,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Hexacosanoyl carnitine,AC,1051320.6752319336,803631.8961486816,758098.4177856445,857668.9227600098,885182.6350097656,793452.9128417969,885474.2459716797,974635.7312011719,860118.7023925781,1020950.3348999023,833816.8939819336,1308802.8541870117,1083656.4185180664,1119799.4569091797,1107639.333770752,969854.4119873047,988400.9650878906,1283694.174987793,958872.9895019531,1334501.9274902344,943244.846496582,2905660.0857543945,214098.37524414062,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",AC,5459029.475097656,5325274.859375,5237342.287109375,4804016.552734375,5700394.2607421875,4870150.984375,5422371.9921875,4588833.94140625,5025861.2890625,5150018.9140625,5164315.299072266,5357620.784667969,4480439.955322266,4243113.879394531,3984383.2495117188,4565989.5703125,4176504.0732421875,3877340.1345214844,5025627.596435547,4928253.0986328125,4895887.435058594,9798287.1875,1090622.9429779053,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_C17 sphingosine-1-phosphocholine,SM,152176.85327148438,86006.28457641602,85316.82556152344,98035.42596435547,83321.3246459961,17124.74137878418,103255.82781982422,91881.62713623047,90636.38690185547,122992.74822998047,102047.52502441406,55026.984313964844,205701.49395751953,183423.45526123047,233626.05590820312,173846.5337524414,194448.9341430664,189423.4114074707,117969.8482055664,199923.77404785156,139370.99053955078,199571.4580078125,27942.222106933594,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(10:0),PC,84429.36669921875,64987.10467529297,66593.50476074219,69228.1449584961,59210.10412597656,20557.401489257812,69675.6845703125,67028.16467285156,61043.204040527344,73306.78503417969,67143.3046875,44390.94317626953,102987.00720214844,89654.90563964844,99513.00659179688,85858.36596679688,91561.74768066406,90356.74633789062,73190.52575683594,90779.34606933594,77943.82507324219,84038.36657714844,44484.48294067383,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(11:0),PC,78483.80651855469,56748.40362548828,53654.02459716797,55852.84405517578,51891.844177246094,14178.281005859375,57823.744384765625,53813.34326171875,51787.04364013672,64591.005310058594,59395.46350097656,37047.30252075195,99740.46691894531,94820.74572753906,102308.26776123047,83167.80578613281,99273.32647705078,89839.7260131836,61076.584228515625,91567.6655883789,72692.48529052734,85418.58630371094,28150.682037353516,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(12:0),PC,117873.1078491211,74808.86535644531,70949.44439697266,75402.6049194336,63856.223388671875,14908.181015014648,83034.08456420898,73952.34564208984,70376.56481933594,88066.66680908203,87228.005859375,50054.683349609375,162649.7705078125,140538.34979248047,161851.34930419922,132207.01104736328,141346.82989501953,143506.86975097656,98689.84777832031,144216.02923583984,105673.14739990234,134375.12866210938,30967.9617767334,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(13:0),PC,150667.9700012207,84337.5062866211,83471.44653320312,94818.50604248047,78540.3666381836,15787.181091308594,103597.18768310547,86677.82653808594,84019.74630737305,121215.68933105469,96636.26501464844,56257.464263916016,196087.0532836914,186577.89416503906,231099.99548339844,170060.55181884766,189057.7940979004,183503.12713623047,117920.98919677734,203756.25610351562,141177.3511352539,193326.97357177734,24540.241989135742,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(14:0),PC,254762.4541015625,140043.82891845703,142739.3515625,169998.11431884766,135749.09100341797,25094.081512451172,168929.0737915039,156513.40979003906,158920.89001464844,214492.79333496094,173976.2940673828,99632.72735595703,359070.68438720703,378970.6643066406,475389.6979980469,327008.5828857422,384158.00311279297,362720.15032958984,225495.53930664062,414916.7355957031,261667.11889648438,351184.2839355469,36491.72264099121,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(14:1),PC,280183.46044921875,151534.83001708984,154253.3321533203,182122.05346679688,150173.41094970703,28108.662216186523,189615.41345214844,167741.1727294922,167053.44952392578,242961.05615234375,190962.81481933594,94030.20532226562,401324.6789550781,397489.1731567383,507028.6661376953,345893.29876708984,417846.44763183594,398927.23388671875,242052.47314453125,442732.29498291016,283218.2752685547,379665.09118652344,35490.28253173828,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(15:0),PC,474897.0526123047,234774.93612670898,244980.21746826172,322351.2043762207,240669.17486572266,40615.103515625,300352.3215332031,286596.29864501953,303163.0421142578,416581.8937988281,276131.11462402344,205397.35681152344,630294.1290283203,707546.9608154297,906593.2374267578,587017.9760742188,718186.8879394531,683319.0270385742,415540.7692871094,800674.9152832031,489097.73126220703,730898.4072265625,20977.201400756836,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(15:1),PC,499950.67559814453,254543.5133972168,254366.1151123047,335782.7777709961,251753.92028808594,43078.582916259766,318355.7028198242,292676.04428100586,298916.6838378906,440480.46826171875,306186.90423583984,222462.05438232422,682257.2727050781,763431.6488037109,950942.2745361328,630828.0367431641,753475.8819580078,726974.1410522461,440001.04400634766,842996.6394042969,525849.729309082,771619.7590332031,24600.321746826172,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(16:0),PC,464270.07568359375,268989.75201416016,277612.8649902344,330017.36431884766,254046.9221496582,35885.44223022461,313718.0032348633,313196.76110839844,322708.7360839844,388422.37255859375,322578.62170410156,207960.61389160156,739028.8676757812,634670.4690551758,751209.0628662109,697161.4776611328,687954.7912597656,623078.6674194336,380202.3669433594,742609.9812011719,459523.2281188965,653266.9506835938,25482.341918945312,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(16:1),PC,566267.4648742676,314274.8108215332,337857.1567840576,414176.9676361084,311874.18353271484,44461.68335342407,380702.3077697754,382155.746673584,383322.13302612305,490172.4379577637,374815.8477783203,298108.9748535156,879212.424987793,801806.052734375,964679.2448425293,836222.2980957031,863984.0475158691,792106.2202758789,486419.25018310547,926270.876953125,583497.5680847168,844386.1119384766,27523.861877441406,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(17:0),PC,416712.7072753906,242277.35760498047,229440.99713134766,250881.4810180664,196924.8920288086,28720.34178161621,272502.35946655273,248594.29934692383,247917.57772827148,341450.88165283203,278479.4605102539,257388.6199951172,600310.6522827148,539613.9011230469,708905.005859375,557508.0715332031,576045.1784667969,548164.8413085938,330804.7200317383,639200.4080810547,389333.9821166992,578974.1978759766,21906.06137084961,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(17:1),PC,513590.92877197266,312477.7395629883,307557.9856567383,366517.9412841797,271052.17752075195,38063.78200531006,349297.20404052734,336853.78454589844,336842.42041015625,422321.3110961914,355075.66357421875,336590.79846191406,848225.6342773438,719119.4678955078,863490.7413330078,818256.1641845703,790037.0690917969,713757.703125,422551.59423828125,841131.1634521484,502730.3267211914,773624.8588867188,29047.582061767578,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(17:2),PC,483133.83392333984,275121.3255004883,297064.00549316406,363245.78314208984,258319.2791748047,38091.14228820801,325730.0248413086,323704.8839416504,320654.40521240234,407238.46435546875,336438.18157958984,323551.36334228516,791758.1644287109,678346.7711181641,821883.994934082,758792.3349609375,758249.4084472656,679043.725982666,397105.40588378906,805634.6839599609,485207.5317993164,704380.6212158203,26037.341796875,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(18:0),PC,450855.54541015625,274083.642578125,319068.1618041992,361798.6495361328,273263.2385253906,37453.74281311035,319975.96783447266,326418.44610595703,317815.38049316406,358325.2084350586,330716.9816894531,324067.5012207031,898225.6985473633,699158.5182495117,751368.4946289062,928202.3468017578,826833.3364257812,694952.4678955078,383955.5598144531,827906.6788330078,476804.0100097656,730644.7673339844,36511.50262451172,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(18:1),PC,462812.63330078125,285065.5809326172,336009.74884033203,369060.4850463867,279859.45513916016,37723.882720947266,319835.0576171875,336560.4811401367,336748.7803955078,376183.53338623047,327643.248046875,323267.36041259766,921365.0416259766,735475.2955322266,821422.5344238281,937867.8310546875,839365.7825927734,731240.0786132812,400065.6690673828,847458.8862304688,492847.82360839844,766609.4916992188,33821.68258666992,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(18:2),PC,419525.87408447266,272523.8549194336,306800.60192871094,346269.3406982422,256637.5756225586,36106.30224609375,301175.69860839844,314904.5040283203,302741.88122558594,341753.6442260742,303115.5612792969,348880.359375,858138.6641845703,666908.7189941406,721862.9830932617,866611.9840087891,775474.6103515625,661751.7465820312,360354.0861816406,785400.6146240234,440227.1915283203,691972.2446289062,32442.92251586914,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(18:3),PC,354404.06774902344,218469.59704589844,248098.8572998047,289196.0160522461,206284.431640625,33289.78276062012,260207.29760742188,259159.6195678711,243505.6944580078,287906.1767578125,266254.67907714844,275815.59454345703,672232.1409912109,559712.9399414062,606053.0478515625,699068.8294677734,618244.1290283203,549729.4590454102,299461.92474365234,638508.9880371094,363006.57092285156,574141.6812744141,28402.10220336914,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(18:4),PC,289451.9224243164,178392.11334228516,185473.43600463867,193990.31478881836,150637.11016845703,26375.94207763672,208112.91738891602,179208.47247314453,185936.9337463379,232873.75775146484,201348.85302734375,204853.3162841797,493955.67181396484,428219.3107910156,508898.09310913086,479229.8331298828,470268.0567626953,435944.07232666016,232618.71508789062,480547.7485961914,282434.0641479492,438692.80615234375,24835.501892089844,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(19:0),PC,403134.80798339844,210213.0576171875,260138.51751708984,289560.74072265625,214080.03063964844,38470.983337402344,278510.3789367676,253685.99603271484,245711.61883544922,334045.4483642578,274915.3803100586,198544.49377441406,725173.9498291016,598292.020324707,695686.8063964844,668231.4826660156,635049.9534912109,597964.1372680664,352341.7405395508,722321.3221435547,420551.9828491211,715934.6882324219,29588.461944580078,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(19:1),PC,432735.0291748047,252148.77807617188,303632.1015625,342224.56134033203,254174.72009277344,35275.18264770508,312614.80334472656,311568.50390625,307396.7696533203,369324.5478515625,329214.9020385742,192600.0496826172,823539.0510253906,676350.4163818359,758737.4825439453,792917.5489501953,718424.5484619141,656753.5474853516,385700.931640625,808862.5047607422,457921.6362915039,789750.2707519531,32981.36242675781,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(19:2),PC,430814.9108886719,258947.63793945312,310453.3427734375,351206.7258300781,260439.3973388672,36028.24252319336,304414.1257324219,322088.00494384766,309914.6647338867,374574.9091796875,318697.10137939453,211923.25390625,869032.3150634766,680820.2330322266,752867.6813354492,856291.6083984375,755486.4157714844,659900.0794677734,370308.2449951172,831471.6868896484,456127.09509277344,792589.4046630859,36980.6025390625,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(19:3),PC,399818.96435546875,235963.1788330078,288286.18005371094,328605.62353515625,247405.84307861328,35991.44259643555,286088.45623779297,298890.6162109375,290765.0594482422,340643.32733154297,297641.08282470703,292166.50579833984,824271.2009887695,651324.2465209961,688116.4907226562,834093.8240966797,731436.0479736328,629627.5137329102,341717.3758544922,782779.5034179688,416390.0323486328,739812.8360595703,35280.76266479492,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(20:0),PC,739987.1994628906,511108.87536621094,717289.4250488281,652114.4560546875,539013.9407958984,358780.00762939453,606653.2620849609,541799.4466552734,646353.4613037109,645045.4106445312,616946.4055175781,464923.65173339844,794387.333984375,792318.2211914062,721718.0700683594,668125.296875,652873.2399902344,825154.9951171875,670309.5982666016,801870.2216796875,670892.0823974609,896930.4338378906,274757.4362792969,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(20:1),PC,302301.2332763672,178745.53271484375,182315.57049560547,194308.19177246094,156455.84997558594,36844.722229003906,210874.19696044922,181185.71240234375,191028.59509277344,257739.8735961914,208767.81311035156,109580.38793945312,439898.90673828125,406027.09313964844,480360.1643066406,370667.53118896484,384867.2468261719,389358.68963623047,233633.21710205078,464783.43884277344,273989.58013916016,490068.97705078125,28432.302154541016,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(20:2),PC,307355.26123046875,168803.4539794922,176945.31353759766,180982.03289794922,152408.3705444336,29297.262313842773,196059.33135986328,178218.79138183594,177775.9721069336,243812.19635009766,201671.2958984375,112653.44818115234,423677.39611816406,394723.1385498047,462860.8973388672,358232.5463256836,378608.9852294922,382511.04748535156,228813.25549316406,452650.3848876953,257579.99835205078,487848.09759521484,29503.842224121094,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
Lyso_PC(20:3),PC,285205.5402832031,159696.61541748047,164531.01141357422,172377.59436035156,145762.00854492188,27686.201690673828,185334.6717529297,169519.57305908203,173525.9711303711,235485.07611083984,193720.05694580078,110209.9076538086,401485.7852783203,365020.50189208984,441076.05139160156,345323.02587890625,358117.30627441406,365810.00567626953,216933.83599853516,446293.1932373047,255894.89599609375,473830.79638671875,27583.961944580078,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
