,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Sample_ID,Transition,Match_Group,Lipid,Correct_RT,Max_Intensity,Cage,Mouse,Genotype,Biology,Group_Sample
1263744,930.6,631.5,17.05,2871.0,11302023_FAD185_M3_5xFAD_dienc_O3off_01,930.6 -> 631.5,3326,"[TG(57:10),TG(56:3)]_FA18:1",17.05,2871.0,FAD185,M3,5xFAD,dienc,85
1593587,898.8,599.5,13.91,2789.0,11302023_FAD189_M1_5xFAD_dienc_O3off_01,898.8 -> 599.5,2994,[TG(54:5)]_FA18:1,13.91,2789.0,FAD189,M1,5xFAD,dienc,110
157952,898.8,599.5,13.95,2723.0,11302023_DOD93_F4_5xFAD_cortex_O3off_01,898.8 -> 599.5,2977,[TG(54:5)]_FA18:1,13.95,2723.0,DOD93,F4,5xFAD,cortex,4
1002444,898.8,599.5,13.91,2671.0,11302023_FAD185_M1_5xFAD_hippo_O3off_01,898.8 -> 599.5,2987,[TG(54:5)]_FA18:1,13.91,2671.0,FAD185,M1,5xFAD,hippo,47
1171336,898.8,599.5,13.64,2656.0,11302023_FAD185_M3_5xFAD_cortex_O3off_01,898.8 -> 599.5,2989,[TG(54:5)]_FA18:1,13.64,2656.0,FAD185,M3,5xFAD,cortex,67
1839047,846.8,547.5,13.69,2642.0,11302023_FAD189_M2_5xFAD_cortex_O3off_01,846.8 -> 547.5,2661,[TG(50:3)]_FA18:1,13.69,2642.0,FAD189,M2,5xFAD,cortex,122
1094846,930.6,631.5,17.05,2503.0,11302023_FAD185_M3_5xFAD_cereb_O3off_01,930.6 -> 631.5,3324,"[TG(57:10),TG(56:3)]_FA18:1",17.05,2503.0,FAD185,M3,5xFAD,cereb,64
1256937,900.8,629.5,14.79,2466.0,11302023_FAD185_M3_5xFAD_dienc_O3off_01,900.8 -> 629.5,3038,"[TG(55:11),TG(54:4)]_FA16:1",14.79,2466.0,FAD185,M3,5xFAD,dienc,77
1432056,928.8,629.5,16.03,2396.0,11302023_FAD189_M1_5xFAD_cereb_O3off_01,928.8 -> 629.5,3304,"[TG(57:11),TG(56:4)]_FA18:1",16.03,2396.0,FAD189,M1,5xFAD,cereb,101
1093082,924.8,625.5,13.72,2387.0,11302023_FAD185_M3_5xFAD_cereb_O3off_01,924.8 -> 625.5,3252,[TG(56:6)]_FA18:1,13.72,2387.0,FAD185,M3,5xFAD,cereb,62
1090868,914.8,615.5,15.41,2291.0,11302023_FAD185_M3_5xFAD_cereb_O3off_01,914.8 -> 615.5,3156,"[TG(56:11),TG(55:4)]_FA18:1",15.41,2291.0,FAD185,M3,5xFAD,cereb,61
1923502,846.8,547.5,13.95,2134.0,11302023_FAD189_M2_5xFAD_dienc_O3off_01,846.8 -> 547.5,2662,[TG(50:3)]_FA18:1,13.95,2134.0,FAD189,M2,5xFAD,dienc,129
1089783,906.8,607.5,17.23,2064.0,11302023_FAD185_M3_5xFAD_cereb_O3off_01,906.8 -> 607.5,3108,"[TG(55:8),TG(54:1)]_FA18:1",17.23,2064.0,FAD185,M3,5xFAD,cereb,59
1846339,896.8,597.5,12.48,2059.0,11302023_FAD189_M2_5xFAD_cortex_O3off_01,896.8 -> 597.5,2973,[TG(54:6)]_FA18:1,12.48,2059.0,FAD189,M2,5xFAD,cortex,125
487865,846.8,547.5,13.86,2054.0,11302023_DOD94_F4_5xFAD_cortex_O3off_01,846.8 -> 547.5,2645,[TG(50:3)]_FA18:1,13.86,2054.0,DOD94,F4,5xFAD,cortex,22
1010989,932.9,633.6,18.34,2008.0,11302023_FAD185_M1_5xFAD_hippo_O3off_01,932.9 -> 633.6,3347,"[TG(57:9),TG(56:2)]_FA18:1",18.34,2008.0,FAD185,M1,5xFAD,hippo,51
