Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Genotype,Sex,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
Cer(d18:0/h17:0),570.5,266.4,23552.721618652344,570.5 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1062.5601959228516,Cer,Cer,NA,(d18:0/h17:0),None
"Cer(d15:2(4E,6E)/22:0)",578.6,220.4,11380.12092590332,578.6 -> 220.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1011.600212097168,Cer,Cer,NA,"(d15:2(4E,6E)",None
Cer(d18:1/19:0),580.6,264.4,19799.18116760254,580.6 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1218.8199615478516,Cer,Cer,NA,(d18:1/19:0),None
Cer(d18:0/19:0),582.6,266.4,23624.841720581055,582.6 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1255.6600799560547,Cer,Cer,NA,(d18:0/19:0),None
CerP(d18:1/14:0),590.5,264.4,19182.301193237305,590.5 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,CerP,CerP,NA,(d18:1/14:0),None
Cer(d18:2/20:1),590.6,262.4,14096.920989990234,590.6 -> 262.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,702.1200180053711,Cer,Cer,NA,(d18:2/20:1),None
Cer(d18:2/20:0),592.6,262.4,14261.48104095459,592.6 -> 262.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1144.2201080322266,Cer,Cer,NA,(d18:2/20:0),None
Cer(d18:1/20:0),594.6,264.4,17296.36116027832,594.6 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,2452.900077819824,Cer,Cer,NA,(d18:1/20:0),None
Cer(d18:0/20:0),596.6,266.4,26695.201568603516,596.6 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1546.1597290039062,Cer,Cer,NA,(d18:0/20:0),None
Cer(d18:2/21:0),606.6,262.4,18342.381256103516,606.6 -> 262.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,2134.8801345825195,Cer,Cer,NA,(d18:2/21:0),None
Cer(d16:1/23:0),608.6,236.4,11596.560745239258,608.6 -> 236.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,Cer,Cer,NA,(d16:1/23:0),None
Cer(d18:0/21:0),610.6,266.4,29813.042083740234,610.6 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1771.1600646972656,Cer,Cer,NA,(d18:0/21:0),None
CerP(d18:1/16:0),618.5,264.4,17799.581329345703,618.5 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,2046.2404251098633,CerP,CerP,NA,(d18:1/16:0),None
CerP(d18:0/16:0),620.5,266.4,29477.281829833984,620.5 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,2913.4801025390625,CerP,CerP,NA,(d18:0/16:0),None
Cer(d18:2/22:0),620.6,262.4,14229.121101379395,620.6 -> 262.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,Cer,Cer,NA,(d18:2/22:0),None
Cer(d18:1/22:0),622.6,264.4,16935.281127929688,622.6 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1810.3801040649414,Cer,Cer,NA,(d18:1/22:0),None
Cer(d18:0/22:0),624.6,266.4,27776.181610107422,624.6 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,885.3397674560547,Cer,Cer,NA,(d18:0/22:0),None
Cer(d18:2/23:0),634.6,262.4,17917.461380004883,634.6 -> 262.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,796.4601554870605,Cer,Cer,NA,(d18:2/23:0),None
Cer(d18:1/23:0),636.6,264.4,21990.70149230957,636.6 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,6957.52033996582,Cer,Cer,NA,(d18:1/23:0),None
Cer(d18:0/23:0),638.6,266.4,26815.2218170166,638.6 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1325.6799774169922,Cer,Cer,NA,(d18:0/23:0),None
CerP(d18:1/18:0),646.5,264.4,23757.74183654785,646.5 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,3147.260269165039,CerP,CerP,NA,(d18:1/18:0),None
SM(d18:1/12:0),647.5,184.1,29287.742126464844,647.5 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,2232.640380859375,SM,SM,NA,(d18:1/12:0),None
Cer(d18:1/24:1(15Z)),648.6,264.4,28354.101760864258,648.6 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,6843.120254516602,Cer,Cer,NA,(d18:1/24:1(15Z),None
SM(d16:0/14:0),649.5,184.1,26916.141983032227,649.5 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,824.0198822021484,SM,SM,NA,(d16:0/14:0),None
Cer(d18:1/24:0),650.6,264.4,19778.12139892578,650.6 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,725.6800994873047,Cer,Cer,NA,(d18:1/24:0),None
Cer(d18:0/24:0),652.7,266.4,73688.32458496094,652.7 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,6935.5802001953125,Cer,Cer,NA,(d18:0/24:0),None
Cer(d18:2/25:0),662.6,262.4,21505.2615814209,662.6 -> 262.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,3866.1603088378906,Cer,Cer,NA,(d18:2/25:0),None
SM(d18:0/13:0),663.5,184.1,28235.161865234375,663.5 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,SM,SM,NA,(d18:0/13:0),None
Cer(d18:1/25:0),664.7,264.4,22809.58139038086,664.7 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,4860.120132446289,Cer,Cer,NA,(d18:1/25:0),None
Cer(d18:0/25:0),666.7,266.4,67027.64416503906,666.7 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,179.559326171875,Cer,Cer,NA,(d18:0/25:0),None
Cer(d18:0/h24:0),668.7,266.4,66100.90417480469,668.7 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,2011.5391845703125,Cer,Cer,NA,(d18:0/h24:0),None
SM(d18:2/14:0),673.5,184.1,39674.48278808594,673.5 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,SM,SM,NA,(d18:2/14:0),None
CerP(d18:1/20:0),674.5,264.4,16581.30125427246,674.5 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1722.1000671386719,CerP,CerP,NA,(d18:1/20:0),None
SM(d16:1/16:0),675.5,184.1,41788.80310058594,675.5 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,611.9803466796875,SM,SM,NA,(d16:1/16:0),None
Cer(d18:1/26:1(17Z)),676.7,264.4,16077.50112915039,676.7 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,Cer,Cer,NA,(d18:1/26:1(17Z),None
SM(d16:0/16:0),677.6,184.1,39756.30285644531,677.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1208.42041015625,SM,SM,NA,(d16:0/16:0),None
Cer(d18:1/26:0),678.7,264.4,18196.42124938965,678.7 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1920.0799713134766,Cer,Cer,NA,(d18:1/26:0),None
Cer(d18:0/26:0),680.7,266.4,37811.342834472656,680.7 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,Cer,Cer,NA,(d18:0/26:0),None
SM(d18:2/15:0),687.5,184.1,37025.88299560547,687.5 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,3009.6608276367188,SM,SM,NA,(d18:2/15:0),None
SM(d16:1/17:0),689.6,184.1,34574.86260986328,689.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,473.8602294921875,SM,SM,NA,(d16:1/17:0),None
Cer(d18:2/27:0),690.7,262.4,17447.961212158203,690.7 -> 262.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,Cer,Cer,NA,(d18:2/27:0),None
SM(d18:0/15:0),691.6,184.1,35190.64245605469,691.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,2578.06005859375,SM,SM,NA,(d18:0/15:0),None
Cer(d18:1/27:0),692.7,264.4,16620.921264648438,692.7 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1618.4002227783203,Cer,Cer,NA,(d18:1/27:0),None
Cer(d18:0/27:0),694.7,266.4,38411.08255004883,694.7 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,682.3800048828125,Cer,Cer,NA,(d18:0/27:0),None
Cer(d18:0/h26:0),696.7,266.4,37228.58270263672,696.7 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,2590.9403686523438,Cer,Cer,NA,(d18:0/h26:0),None
SM(d16:1/18:1),701.6,184.1,42067.00259399414,701.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,19251.080963134766,SM,SM,NA,(d16:1/18:1),None
CerP(d18:1/22:0),702.6,264.4,14392.100997924805,702.6 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,CerP,CerP,NA,(d18:1/22:0),None
SM(d16:1/18:0),703.6,184.1,40429.74295043945,703.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,17685.541473388672,SM,SM,NA,(d16:1/18:0),None
Cer(d18:2/28:0),704.7,262.4,20703.861526489258,704.7 -> 262.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,2908.2801208496094,Cer,Cer,NA,(d18:2/28:0),None
SM(d16:0/18:0),705.6,184.1,40609.72276306152,705.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,16329.000991821289,SM,SM,NA,(d16:0/18:0),None
Cer(d18:1/28:0),706.7,264.4,12641.48091506958,706.7 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,Cer,Cer,NA,(d18:1/28:0),None
Cer(d20:0/26:0),708.7,294.4,15488.001068115234,708.7 -> 294.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,2027.2001113891602,Cer,Cer,NA,(d20:0/26:0),None
SM(d18:1/17:0),717.6,184.1,45691.84358215332,717.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,24999.562118530273,SM,SM,NA,(d18:1/17:0),None
Cer(d18:2/29:0),718.7,262.4,20557.501358032227,718.7 -> 262.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1836.7399139404297,Cer,Cer,NA,(d18:2/29:0),None
SM(d18:0/17:0),719.6,184.1,44384.08316040039,719.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,22620.461486816406,SM,SM,NA,(d18:0/17:0),None
Cer(d18:1/29:0),720.7,264.4,13456.160888671875,720.7 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1116.5401153564453,Cer,Cer,NA,(d18:1/29:0),None
Cer(d18:0/29:0),722.7,266.4,23369.76188659668,722.7 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,Cer,Cer,NA,(d18:0/29:0),None
SM(d18:2/18:1),727.6,184.1,68047.54397583008,727.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,46170.382385253906,SM,SM,NA,(d18:2/18:1),None
CerP(d18:1/24:1(15Z)),728.6,264.4,12847.321006774902,728.6 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,CerP,CerP,NA,(d18:1/24:1(15Z),None
SM(d16:1/20:1),729.6,184.1,78819.34478759766,729.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,55939.62307739258,SM,SM,NA,(d16:1/20:1),None
CerP(d18:1/24:0),730.6,264.4,13356.400939941406,730.6 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,359.4399719238281,CerP,CerP,NA,(d18:1/24:0),None
SM(d16:1/20:0),731.6,184.1,83451.7063293457,731.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,56046.98449707031,SM,SM,NA,(d16:1/20:0),None
Cer(d18:2/30:0),732.7,262.4,19677.521438598633,732.7 -> 262.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,Cer,Cer,NA,(d18:2/30:0),None
SM(d16:0/20:0),733.6,184.1,78170.18705749512,733.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,50518.18501281738,SM,SM,NA,(d16:0/20:0),None
Cer(d18:1/30:0),734.7,264.4,13984.540939331055,734.7 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1043.9200286865234,Cer,Cer,NA,(d18:1/30:0),None
Cer(d18:0/30:0),736.8,266.4,22763.581573486328,736.8 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,2858.6600952148438,Cer,Cer,NA,(d18:0/30:0),None
SM(d18:1/19:0),745.6,184.1,86628.4868774414,745.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,58568.484954833984,SM,SM,NA,(d18:1/19:0),None
Cer(d18:1/31:0),748.8,264.4,11886.22095489502,748.8 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,Cer,Cer,NA,(d18:1/31:0),None
Cer(d18:0/31:0),750.8,266.4,17145.78123474121,750.8 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,Cer,Cer,NA,(d18:0/31:0),None
SM(d18:2/20:1),755.6,184.1,720453.3782348633,755.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,680294.4153137207,SM,SM,NA,(d18:2/20:1),None
CerP(d18:1/26:1(17Z)),756.6,264.4,9543.900772094727,756.6 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,CerP,CerP,NA,(d18:1/26:1(17Z),None
SM(d16:1/22:1),757.6,184.1,717992.0911560059,757.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,679859.5682067871,SM,SM,NA,(d16:1/22:1),None
CerP(d18:1/26:0),758.6,264.4,12391.88079071045,758.6 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,CerP,CerP,NA,(d18:1/26:0),None
SM(d16:1/22:0),759.6,184.1,696155.2435913086,759.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,662636.9610900879,SM,SM,NA,(d16:1/22:0),None
Cer(d18:2/32:0),760.8,262.4,19106.52130126953,760.8 -> 262.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,Cer,Cer,NA,(d18:2/32:0),None
SM(d16:0/22:0),761.7,184.1,707041.6244506836,761.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,674896.8823852539,SM,SM,NA,(d16:0/22:0),None
Cer(d18:1/32:0),762.8,264.4,10929.700782775879,762.8 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,Cer,Cer,NA,(d18:1/32:0),None
Cer(d18:0/32:0),764.8,266.4,18658.421279907227,764.8 -> 266.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,Cer,Cer,NA,(d18:0/32:0),None
SM(d18:2/21:0),771.6,184.1,739750.6749267578,771.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,703181.3121337891,SM,SM,NA,(d18:2/21:0),None
SM(d16:1/23:0),773.7,184.1,880304.3875732422,773.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,841896.0051879883,SM,SM,NA,(d16:1/23:0),None
SM(d16:0/23:0),775.7,184.1,1105056.1424560547,775.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1067799.8799743652,SM,SM,NA,(d16:0/23:0),None
Cer(d18:1/33:0),776.8,264.4,10560.500732421875,776.8 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,125.92001342773438,Cer,Cer,NA,(d18:1/33:0),None
SM(d18:2/22:1),783.6,184.1,1072948.4306030273,783.6 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1018453.6465454102,SM,SM,NA,(d18:2/22:1),None
SM(d16:1/24:1),785.7,184.1,928453.3142700195,785.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,885530.0310668945,SM,SM,NA,(d16:1/24:1),None
SM(d16:1/24:0),787.7,184.1,914149.8395996094,787.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,869474.5166625977,SM,SM,NA,(d16:1/24:0),None
SM(d16:0/24:0),789.7,184.1,923036.9236450195,789.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,880121.9406738281,SM,SM,NA,(d16:0/24:0),None
Cer(d18:1/34:0),790.8,264.4,10944.020725250244,790.8 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,0.0,Cer,Cer,NA,(d18:1/34:0),None
SM(d17:1/24:1),799.7,184.1,1179380.799194336,799.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1131502.8957519531,SM,SM,NA,(d17:1/24:1),None
SM(d16:1/25:0),801.7,184.1,1362161.7312011719,801.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1316651.2879638672,SM,SM,NA,(d16:1/25:0),None
SM(d16:0/25:0),803.7,184.1,1475097.174621582,803.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1427662.931213379,SM,SM,NA,(d16:0/25:0),None
Cer(d18:1/35:0),804.8,264.4,12832.000988006592,804.8 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,1010.1801872253418,Cer,Cer,NA,(d18:1/35:0),None
SM(d18:2/24:1),811.7,184.1,828435.4181518555,811.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,791975.2154541016,SM,SM,NA,(d18:2/24:1),None
SM(d18:1/24:1(15Z)),813.7,184.1,691411.9628601074,813.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,661962.8807067871,SM,SM,NA,(d18:1/24:1(15Z),None
SM(d18:0/24:1),815.7,184.1,685694.2684020996,815.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,656122.5662841797,SM,SM,NA,(d18:0/24:1),None
SM(d18:0/24:0),817.7,184.1,676515.6820678711,817.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,648150.3797912598,SM,SM,NA,(d18:0/24:0),None
SM(d17:1/26:1),827.7,184.1,736542.5115966797,827.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,716572.4500579834,SM,SM,NA,(d17:1/26:1),None
SM(d18:1/25:0),829.7,184.1,762114.2655639648,829.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,741258.0442199707,SM,SM,NA,(d18:1/25:0),None
1-O-eicosanoyl-Cer(d18:1/16:0),832.8,264.4,11178.260723114014,832.8 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,2705.760124206543,1-O-Cer,1-O-Cer,NA,(d18:1/16:0),None
SM(d18:1/26:1(17Z)),841.7,184.1,216923.49560546875,841.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,132772.1689453125,SM,SM,NA,(d18:1/26:1(17Z),None
SM(d18:0/26:1(17Z)),843.7,184.1,206967.31604003906,843.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,124562.98950195312,SM,SM,NA,(d18:0/26:1(17Z),None
SM(d17:0/27:0),845.7,184.1,201321.07482910156,845.7 -> 184.1,SM,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,120818.189453125,SM,SM,NA,(d17:0/27:0),None
1-O-behenoyl-Cer(d18:1/16:0),860.8,264.4,34993.262214660645,860.8 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,27616.46171951294,1-O-Cer,1-O-Cer,NA,(d18:1/16:0),None
1-O-tricosanoyl-Cer(d18:1/16:0),874.9,264.4,135550.37031173706,874.9 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,126990.34968948364,1-O-Cer,1-O-Cer,NA,(d18:1/16:0),None
1-O-lignoceroyl-Cer(d18:1/16:0),888.9,264.4,128046.36904907227,888.9 -> 264.4,Cer,CER_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,CER,120040.48851776123,1-O-Cer,1-O-Cer,NA,(d18:1/16:0),None
