lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023
1-O-tricosanoyl-Cer(d18:1/18:0),0.13608989699147975,4.291350679156888,0.08407282348947831,0.7718520869878747,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,10099.880729675291,10180.240703582764,11458.880809783936,12517.040855407717,10831.58073425293,9886.160655975342,11597.380840301514,10146.580741882324,12243.720832824709,8869.920574188232,12759.900817871094
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",-0.20252281871584527,12.90608138965501,0.18616566211690966,0.6661272501541654,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,3269997.2236328125,4893907.564453125,4660732.6201171875,4206026.020996094,3740109.557617187,4456442.3203125,4906805.72265625,4376553.2001953125,5851287.732910156,5240845.183105469,2428656.8916015625
12:0 Cholesteryl ester,0.06977107129311771,7.91517634697458,0.022110827776486985,0.8817926490576479,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,162075.57186889648,185949.39279174805,190370.63200378415,52144.48365020752,51295.14357757568,197889.75340270996,192208.85467529297,196251.07221984863,46403.643058776855,45492.56311035156,158999.98956298828
12:0 Cholesteryl ester_2,0.11339622576587555,7.895824741928735,0.05839581617328804,0.8090496219983592,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,167308.3116760254,191733.1952819824,180831.03214263916,49434.48342514038,48283.80372619629,188985.39365386963,191529.11226654053,181537.25415039065,43779.26319885254,49127.3635559082,163044.15301513672
14:0 Cholesteryl ester,0.5523101538921248,7.333764342984622,1.3772800751564773,0.24056499329625586,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,202606.45343017575,94036.7070159912,116114.08819580078,39418.46291732788,37524.18278503418,107592.74710083008,111948.30752563477,95863.90637207033,37085.942611694336,34170.76250457764,85346.74568939209
14:1 Cholesteryl ester,0.561139795670908,7.331450642165927,1.4213919057401654,0.23317443804940602,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,199691.31356811523,93316.4656982422,120425.56855773926,37575.38257598877,34715.18257904053,105616.70771789552,114755.32794189452,89815.826416015625,36128.2225151062,35097.92267227173,91728.62675476074
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,-0.07009764178635702,8.628740794577638,0.022318508170428686,0.8812429018886849,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,247360.9578857422,266253.2185058594,280976.87927246094,103361.62686157228,103570.74768066406,344296.18408203125,322049.3430175781,282733.9587402344,111289.70825195312,97976.74700927734,268696.0985107422
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester_2,-0.021580604045038827,8.626706248519087,0.002115554321790114,0.9633141112423443,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,252850.63806152344,269787.4794921875,275199.18005371094,109722.42831420898,102070.20748901369,339298.6618652344,310006.2232055664,279367.6589355469,109775.18774414062,90888.4663696289,281328.5203857422
15:0 Cholesteryl ester,0.11655472769255683,8.476974528249478,0.06169386523833964,0.8038384740541812,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,229352.2568359375,249117.5584716797,268693.6774902344,105126.76776123048,107702.80712890624,266142.63873291016,262806.1593017578,247914.3380126953,100862.94711303712,93542.90643310548,248100.27880859375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,0.025015365242388655,8.661069362857026,0.0028425587370293215,0.9574804095294023,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,260590.21728515625,268047.0192871094,298079.80126953125,111455.6879272461,115781.30844116212,325613.7829589844,314207.48400878906,285182.6004638672,111228.06823730467,104504.52752685548,282264.8193359375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester_2,-0.0050143474405765906,8.675485193255325,1.1421661474741995e-4,0.9914729965974224,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,261740.3193359375,276397.84020996094,290697.8009033203,112282.48760986328,111079.46835327148,332167.22412109375,320285.1428222656,290290.8615722656,109240.58813476562,110252.7873840332,287922.24072265625
15:1 Cholesteryl ester,0.1522492916432383,8.526699949566154,0.10524698293011081,0.7456216591075341,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,259498.01831054688,255651.8582763672,270325.19915771484,111679.74743652344,103642.36712646484,268890.8377685547,271941.56005859375,254635.35803222656,99233.0864868164,98567.5069580078,255572.7781982422
"16:2 Cholesteryl ester, zymosteryl palmitoleate",0.009063215397229082,8.64302520183408,3.7313428765628487e-4,0.9845884743620461,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,258572.75805664065,269297.05908203125,292214.919921875,110203.26791381836,106837.36743164062,318423.20361328125,314303.2229003906,291071.2001953125,108236.02865600586,103669.7276916504,274790.7999267578
16:3 Cholesteryl ester,0.02493027126051032,8.590700327034394,0.0028232507465872914,0.9576249257613684,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,242702.83837890625,258914.6781005859,280185.4190673828,113500.16781616212,111255.42819213869,310266.3620605469,293686.3809814453,270211.9997558594,109016.26788330078,102616.72705078124,268572.4782714844
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",-0.660498312437302,8.692393798428935,1.9646623557182465,0.16101556442809062,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,175049.87139892578,348423.6258239746,213535.4341430664,67835.50381469727,64241.92467880249,579479.3815917969,415102.8081359863,312724.2644042969,103781.74765777588,79692.8857498169,232670.8377380371
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated_2",-0.6551580717719212,8.693635387901137,1.9332881969502012,0.1643991481475777,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,179889.05236816406,339962.84579467773,213364.9132080078,68219.18450927734,64514.02480316162,581549.4797363281,415805.8867492676,298301.0598449707,106387.14749145508,80918.7451248169,241449.8783721924
18:1 Campesteryl ester,-0.5503845138756875,8.509517414646197,1.3677810179724474,0.24219350164864908,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,175239.93341064453,268409.1796569824,215967.89556884769,61878.924240112305,62048.54407501221,455285.64990234375,356218.5864562988,290367.66189575195,90191.30676269533,66857.70453643799,225617.7167816162
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",-1.0065837683630152,9.11506840471816,4.51216356340592,0.03365464457001648,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,185224.33242797852,288059.8182067871,258973.9764404297,218629.17308807373,95617.1079788208,840616.2183532715,529500.3120422363,600648.3408966064,201127.7946472168,78328.40519714355,224405.7758178711
18:3 Campesteryl ester,-0.3959635680229979,8.317060756704372,0.7099886246578535,0.3994475882587502,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,163275.2911682129,237849.93978881836,197581.23251342773,67581.88467407227,63734.52460479736,349060.78579711914,310821.30099487305,245531.99661254883,79602.82596588135,67994.36478424072,197820.75631713867
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",-0.9698673273395976,9.180296328264202,4.194833867542911,0.04054732595322771,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,200000.09326171875,302431.44108581543,274596.4970703125,227412.97649383545,99282.3278427124,850813.5699462891,552733.6976013184,620345.52880859375,201715.55276489255,91518.96710586548,254542.46154785156
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",-0.3589741109125165,9.335708129337185,0.5838658595748711,0.44480100436717945,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,341507.6442871094,514951.9577636719,400920.3483886719,148631.35021972656,134828.8695678711,738547.298828125,590154.2624511719,468987.13415527344,208501.35400390625,149831.62994384766,328716.4434814453
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester_2",-0.3225023675859963,9.335049441585053,0.4714847254945198,0.49230491724444286,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,352155.083984375,523589.3599853515,399723.98828125,146718.33074951172,137638.7099609375,721592.5570068359,591230.9625244141,457069.5925292969,204910.27416992188,155575.15103149414,329537.4803466797
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",0.0051174383539295204,11.171437647843925,1.1896237629116513e-4,0.9912976556123935,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1040048.8419189452,1131210.0415039062,1147077.4656982422,1272941.5639648438,1376064.4704589844,1342165.8034667969,1293608.794555664,1232293.98046875,1205931.8406982422,1154733.269897461,1930786.4631347656
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",-0.34860489267578554,9.347524593449815,0.5507027518615359,0.45803069221984966,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,347684.2236328125,502197.9731445313,419090.47009277344,148990.13116455078,136796.1903076172,741543.9924316406,592514.7603759766,463263.3770751953,213167.83587646484,152485.4100341797,336350.2844238281
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",-0.32951829590707693,9.322895748578814,0.4921769267239142,0.4829578310826057,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,339358.6844482422,501408.71350097656,406331.3693847656,155499.97149658203,139269.41015625,715989.0925292969,571387.8460693359,452535.7111816406,214638.8768310547,156924.85137939453,332064.9237060547
20:3 Campesteryl ester,-0.11577745045350805,9.99229581063573,0.06087472342187539,0.8051187081200969,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,733625.4548339844,708332.6119384766,659154.8083496094,231894.11669921875,267571.7769165039,971733.7509765624,796782.51513671875,658286.7297363281,331052.8444213867,359388.5831298828,532591.3153076172
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",-0.3959956056494505,9.153095607021676,0.7101098099956289,0.3994073600505498,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,283521.4597167969,442812.4324951172,341104.5848388672,144004.32977294922,136512.4094543457,655990.4508056641,518913.4805908203,402155.2277832031,194882.89279174805,152072.91143798828,281844.6805419922
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.5235843418351583,9.27101083303331,1.2385334880682421,0.2657538737201123,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,257892.53875732425,472898.1745147705,339870.63845825195,132994.22860717773,130860.34854125977,739420.5382232666,566264.937713623,449138.75494384766,170348.91171264648,147960.15045166016,433173.92571258545
20:5 Cholesteryl ester,-0.3773542570193029,10.168482682701113,0.645015402988065,0.42190046090074174,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,553765.8633422852,813621.7353820801,678465.0278625488,236174.3785057068,275581.3198928833,1235624.6225280762,995561.273284912,848273.2289733887,289770.39990234375,256014.0956192017,911030.2897338868
22:0 Sitosteryl ester,-0.7130720194470039,9.325632850835936,2.286645328371378,0.130491695564581,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,331275.7441635132,425492.64304351807,416829.35135650635,85851.6470413208,90384.90623092651,765647.420135498,885845.569229126,525418.6844100952,82712.30665969849,204437.75436782837,228572.99380493164
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",-0.8534301938680798,9.274894612955046,3.261420978539718,0.0709276388481849,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,322672.14546203613,349491.7835159302,386046.8065223694,80745.9264755249,84339.68700027466,755514.5677680969,944503.3225631714,491153.4977798462,81157.6648902893,208831.17345809937,206498.9136428833
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",-0.8392445160719777,9.23702429091154,3.1553694620524766,0.0756775586272819,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,306571.82232666016,354139.8619194031,398292.5674934387,78448.08561706543,82347.54563903809,743872.3928756714,898655.6136779785,502230.538608551,85175.60606384277,209764.5725975037,160474.38968276978
22:3 Stigmasteryl ester,-0.8511717564632563,9.163680946811738,3.244423074912447,0.07166691728673144,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,301818.8037338257,337057.02380371094,380411.2284011841,75978.84562683105,74485.04415512085,723321.4232177734,894071.6810836792,463588.0719909668,83160.50679779053,201195.9746055603,107463.74801254272
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.7517131393484868,9.295376098296446,2.5383730149017083,0.11110922408522551,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,331529.74309921265,390391.3275756836,402741.9845695496,83488.34439468384,86167.32622909546,741502.5326538086,901822.6605300904,507127.1789741516,85131.08557891846,202069.635471344,225753.29443740845
3-hydroxyarachidonoylcarnitine,-0.129177888653118,11.691202848442348,0.07577724022121402,0.7831036937012438,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1519325.8486328125,1689632.529296875,1686260.1721191406,1863435.63671875,1930435.376953125,1856874.8933105469,2316012.5373535156,1997917.2893066409,1784077.2758789062,2009942.3466796875,1852556.1604003904
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",-0.1580708227371088,11.41042347868879,0.11344714387075785,0.7362532315749077,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1186676.7076416016,1378030.6455078125,1366539.055053711,1493792.3493652344,1580037.5629882812,1554010.6118164062,1916138.784423828,1676102.2985839844,1419993.0892333984,1622108.3797607422,1670603.4350585938
"3-hydroxylinoleoylcarnitine,",-0.31977186835080473,14.749028934087807,0.4635554414601093,0.4959670038762717,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,10412728.368164062,19095156.520996097,17691295.735839844,15293062.92236328,12758226.377441406,15726473.67578125,17840220.71875,15795650.27294922,23904027.19970703,23345401.69580078,2200595.70703125
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-0.2694666101433727,13.637820464122463,0.3293727622068108,0.5660286620259601,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,5047329.992675781,8265390.025878906,7852521.141601563,6952312.624511719,6381760.837890625,7174074.6181640625,7910488.398925781,7254243.041503906,10290363.202148438,10271814.326171877,2678909.9697265625
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",-0.04015009654047044,11.62269724175198,0.007322620360355359,0.9318064105505851,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1471570.1196289062,1663145.7919921875,1660488.5493164062,1796975.3369140625,1917517.5590820312,1828917.915527344,1991359.2607421875,1810925.8793945312,1731165.087890625,1800051.0874023438,1844464.9086914065
C12:0,0.3799876486654369,8.471377083907495,0.6540164271646063,0.41868035163805484,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,FA,49450.46340942383,52048.26383972168,101086.58731079102,253384.01986694336,786235.9553222656,91115.66660308838,71487.16569900513,123507.88874053957,163278.9520263672,470759.61096191406,75923.3450012207
