#"+ TIC MRM (** -> **) CrudeCanola_O3on_150gN3_02082023.d "
#Point,X(Minutes),Y(Counts)
1023,16.683,22445.666015625
1024,16.699,21575.18359375
1025,16.716,20810.501953125
1026,16.732,20370.12109375
1027,16.748,20760.19921875
1028,16.765,20700.037109375
1029,16.781,20183.3828125
1030,16.797,19975.18359375
1031,16.814,19791.23828125
1032,16.830,19620.28125
1033,16.846,19247.4609375
1034,16.862,19669.220703125
1035,16.879,20060.423828125
1036,16.895,19913.822265625
1037,16.911,19574.380859375
1038,16.928,19398.40234375
1039,16.944,20008.142578125
1040,16.960,20536.779296875
1041,16.977,22114.462890625
1042,16.993,22666.26171875
1043,17.009,22527.6640625
1044,17.026,21874.642578125
1045,17.042,22188.099609375
1046,17.058,22747.1015625
1047,17.074,22780.1640625
1048,17.091,22755.501953125
1049,17.107,22611.38671875
1050,17.123,21912.62109375
1051,17.140,20541.162109375
1052,17.156,20114.724609375
1053,17.172,21238.458984375
1054,17.189,22670.578125
1055,17.205,23348.4375
1056,17.221,23165.564453125
1057,17.238,22797.5625
1058,17.254,23540.1796875
1059,17.270,24415.9609375
1060,17.287,25513.9609375
1061,17.303,25057.70703125
1062,17.319,26017.599609375
1063,17.335,27240.6015625
1064,17.352,28821.166015625
1065,17.368,30283.140625
1066,17.384,32632.740234375
1067,17.401,33886.0546875
1068,17.417,34101.1171875
1069,17.433,33083.1640625
1070,17.450,32940.37890625
1071,17.466,33031.8828125
1072,17.482,34140.3359375
1073,17.499,34426.90234375
1074,17.515,35032.1640625
1075,17.531,34479.4609375
1076,17.547,34833.48828125
1077,17.564,34375.62109375
1078,17.580,36203.7421875
1079,17.596,36878.6796875
1080,17.613,38076.8203125
1081,17.629,37223.90625
1082,17.645,37623.234375
1083,17.662,36830.73046875
1084,17.678,37317.2421875
1085,17.694,36671.4296875
1086,17.711,38034.5703125
1087,17.727,37783.125
1088,17.743,39196.73046875
1089,17.759,39814.7578125
1090,17.776,41901.62109375
1091,17.792,43533.96484375
1092,17.808,48125.93359375
1093,17.825,53869.4921875
1094,17.841,64606.3828125
1095,17.857,87193.5
1096,17.874,123933.828125
1097,17.890,177232.328125
1098,17.906,258747.046875
1099,17.923,375705.0625
1100,17.939,509763.21875
1101,17.955,645570.9375
1102,17.971,740952.0625
1103,17.988,785215.4375
1104,18.004,776049.1875
1105,18.020,700971.4375
1106,18.037,581435.6875
1107,18.053,430647.21875
1108,18.069,313412.40625
1109,18.086,221134.65625
1110,18.102,159971.53125
1111,18.118,117777.921875
1112,18.135,90482.515625
1113,18.151,71687.4375
1114,18.167,60008.140625
1115,18.183,51085.71875
1116,18.200,45663.078125
1117,18.216,40994.66015625
1118,18.232,38572.08203125
1119,18.249,36918.50390625
1120,18.265,36276.8828125
1121,18.281,34841.40625
1122,18.298,33475.85546875
1123,18.314,33494.21875
1124,18.330,33365.26171875
1125,18.347,33339.1015625
1126,18.363,31591.083984375
1127,18.379,31551.8203125
1128,18.395,30595.0859375
1129,18.412,30765.619140625
1130,18.428,30370.701171875
1131,18.444,30861.919921875
1132,18.461,31080.4609375
1133,18.477,31718.3828125
1134,18.493,33220.703125
1135,18.510,33061.640625
1136,18.526,32067.5234375
1137,18.542,30504.84375
1138,18.559,29967.845703125
1139,18.575,29565.943359375
1140,18.591,31491.984375
1141,18.607,32993.23828125
1142,18.624,33163.6484375
1143,18.640,30363.08984375
1144,18.656,29530.08203125
1145,18.673,28645.87890625
1146,18.689,27907.14453125
1147,18.705,26655.78515625
1148,18.722,26064.224609375
1149,18.738,25334.42578125
1150,18.754,25235.8046875
1151,18.771,25743.48046875
1152,18.787,26949.361328125
1153,18.803,27266.083984375
1154,18.819,26619.24609375
1155,18.836,26314.1796875
1156,18.852,26628.919921875
1157,18.868,27578.205078125
1158,18.885,28318.759765625
1159,18.901,28237.982421875
1160,18.917,27905.998046875
1161,18.934,27801.58203125
1162,18.950,27677.37890625
1163,18.966,27169.962890625
1164,18.983,27560.646484375
1165,18.999,28354.638671875
1166,19.015,30069.3046875
1167,19.031,28669.90234375
1168,19.048,27919.9609375
1169,19.064,26459.619140625
1170,19.080,27909.142578125
1171,19.097,29088.123046875
1172,19.113,29428.640625
1173,19.129,28544.443359375
1174,19.146,28245.478515625
1175,19.162,29221.283203125
1176,19.178,29760.958984375
1177,19.195,29873.4609375
1178,19.211,29105.720703125
1179,19.227,28260.357421875
1180,19.243,26802.943359375
1181,19.260,26529.501953125
1182,19.276,26187.244140625
1183,19.292,27263.5234375
1184,19.309,27019.505859375
1185,19.325,27433.880859375
1186,19.341,26603.658203125
1187,19.358,27537.94140625
1188,19.374,27456.705078125
1189,19.390,27660.3046875
1190,19.407,27710.044921875
1191,19.423,28309.720703125
1192,19.439,28401.48046875
1193,19.455,27681.923828125
1194,19.472,27871.337890625
1195,19.488,28026.923828125
1196,19.504,28879.439453125
1197,19.521,29943.279296875
1198,19.537,31189.482421875
1199,19.553,31970.0390625
1200,19.570,32469.04296875
1201,19.586,32974.37109375
1202,19.602,33032.69921875
1203,19.619,33282.640625
1204,19.635,33513.1640625
1205,19.651,34154.90625
1206,19.667,34185.30078125
1207,19.684,34475.64453125
1208,19.700,34188.3125
1209,19.716,34911.6015625
1210,19.733,35483.22265625
1211,19.749,36491.22265625
1212,19.765,37160.87890625
1213,19.782,37089.01171875
1214,19.798,37961.62109375
1215,19.814,38565.34375
1216,19.831,40331.8984375
1217,19.847,40582.8046875
1218,19.863,41688.0390625
1219,19.879,43994.55078125
1220,19.896,47191.76171875
1221,19.912,56426.34375
1222,19.928,70417.7890625
1223,19.945,86218.6484375
1224,19.961,105537.8046875
1225,19.977,122707.7890625
1226,19.994,136168.046875
1227,20.010,132933.125
1228,20.026,117210.3828125
1229,20.043,97643.703125
1230,20.059,78775.65625
1231,20.075,65525.16015625
1232,20.091,54407.2421875
1233,20.108,47435.80078125
1234,20.124,41868.41796875
1235,20.140,37480.828125
1236,20.157,35514.3203125
1237,20.173,34552.5234375
1238,20.189,32650.201171875
1239,20.206,30907.958984375
1240,20.222,29646.564453125
1241,20.238,30365.5625
1242,20.255,31713.578125
1243,20.271,31987.16015625
1244,20.287,30884.921875
1245,20.303,30575.10546875
1246,20.320,32004.501953125
1247,20.336,33311.01953125
1248,20.352,32820.3984375
1249,20.369,32579.04296875
1250,20.385,33359.22265625
1251,20.401,33586.34375
1252,20.418,32480.68359375
1253,20.434,30983.568359375
1254,20.450,30518.337890625
1255,20.467,30453.181640625
1256,20.483,29834.6015625
1257,20.499,30266.6640625
1258,20.515,30314.439453125
1259,20.532,31082.080078125
1260,20.548,30468.865234375
1261,20.564,29624.5859375
1262,20.581,29617.1640625
1263,20.597,30212.67578125
1264,20.613,31009.904296875
1265,20.630,30212.802734375
1266,20.646,29906.943359375
1267,20.662,30678.9609375
1268,20.679,32286.083984375
1269,20.695,32760.46484375
1270,20.711,31632.123046875
1271,20.727,30823.759765625
1272,20.744,30664.681640625
1273,20.760,30407.68359375
1274,20.776,30347.626953125
1275,20.793,30280.359375
1276,20.809,30489.884765625
1277,20.825,30407.779296875
1278,20.842,31776.50390625
1279,20.858,32323.458984375
1280,20.874,32373.044921875
1281,20.891,31035.04296875
1282,20.907,31328.75390625
1283,20.923,31508.201171875
1284,20.939,32087.537109375
1285,20.956,32222.6796875
1286,20.972,32010.263671875
1287,20.988,32135.203125
1288,21.005,31313.359375
1289,21.021,31682.322265625
1290,21.037,31573.326171875
1291,21.054,32182.001953125
1292,21.070,31717.05859375
1293,21.086,30686.5859375
1294,21.103,30587.080078125
1295,21.119,30443.96484375
1296,21.135,30678.724609375
1297,21.151,29938.357421875
1298,21.168,30453.99609375
1299,21.184,30670.642578125
1300,21.200,31173.71875
1301,21.217,30531.484375
1302,21.233,29658.68359375
1303,21.249,28872.21875
1304,21.266,29440.603515625
1305,21.282,30337.23828125
1306,21.298,31383.1796875
1307,21.315,31888.6796875
1308,21.331,31250.998046875
1309,21.347,29655.12109375
1310,21.363,28271.240234375
1311,21.380,27890.341796875
1312,21.396,27757.58203125
1313,21.412,28324.0390625
1314,21.429,29554.556640625
1315,21.445,30323.87890625
1316,21.461,30241.322265625
1317,21.478,30921.943359375
1318,21.494,30778.837890625
1319,21.510,31047.9375
1320,21.527,31285.66015625
1321,21.543,30926.234375
1322,21.559,30361.603515625
1323,21.575,29563.69921875
1324,21.592,30295.263671875
1325,21.608,30891.462890625
1326,21.624,31178.041015625
1327,21.641,32478.103515625
1328,21.657,32457.802734375
1329,21.673,32127.759765625
1330,21.690,31808.71875
1331,21.706,33097.91796875
1332,21.722,33366.8203125
1333,21.739,33866.40234375
1334,21.755,33162.140625
1335,21.771,33840.16015625
1336,21.788,33253.80078125
1337,21.804,33144.66796875
1338,21.820,32580.744140625
1339,21.836,31186.642578125
1340,21.853,31179.36328125
1341,21.869,30868.6796875
1342,21.885,31309.142578125
1343,21.902,31485.5390625
1344,21.918,32538.974609375
1345,21.934,33875.06640625
1346,21.951,33972.80859375
1347,21.967,34718.9296875
1348,21.983,34335.80859375
1349,22.000,34679.18359375
1350,22.016,34875.046875
1351,22.032,33575.38671875
1352,22.048,32177.703125
1353,22.065,30983.4140625
1354,22.081,31638.5078125
1355,22.097,31622.904296875
1356,22.114,31829.7421875
1357,22.130,31683.107421875
1358,22.146,31385.923828125
1359,22.163,30828.541015625
1360,22.179,30526.041015625
1361,22.195,29841.744140625
1362,22.212,30272.482421875
1363,22.228,31539.59765625
1364,22.244,31201.296875
1365,22.260,29838.50390625
1366,22.277,28231.080078125
1367,22.293,28768.759765625
1368,22.309,28749.560546875
1369,22.326,29575.55859375
1370,22.342,30798
1371,22.358,31472.578125
1372,22.375,31447.6875
1373,22.391,29941.279296875
1374,22.407,28782.564453125
1375,22.424,27823.564453125
1376,22.440,28417.396484375
1377,22.456,29639.546875
1378,22.472,29358.908203125
1379,22.489,28995.9140625
1380,22.505,28529.26171875
1381,22.521,29662.763671875
1382,22.538,29448.029296875
1383,22.554,29728.375
1384,22.570,29425.125
1385,22.587,30372.544921875
1386,22.603,29641.939453125
1387,22.619,29857.552734375
1388,22.636,28613.203125
1389,22.652,28616.720703125
1390,22.668,29031.87890625
1391,22.684,29654.64453125
1392,22.701,29652.259765625
1393,22.717,29247.837890625
1394,22.733,29550.146484375
1395,22.750,29457.78125
1396,22.766,28902.669921875
1397,22.782,28825.884765625
1398,22.799,28975.560546875
1399,22.815,29143.62109375
1400,22.831,29495
1401,22.848,28662.380859375
1402,22.864,28062.51953125
1403,22.880,28834.8984375
1404,22.896,30811.1796875
1405,22.913,30981.62109375
1406,22.929,29105.263671875
1407,22.945,27881.06640625
1408,22.962,28212.501953125
1409,22.978,28848.30078125
1410,22.994,28520.560546875
1411,23.011,28946.037109375
1412,23.027,29251.658203125
1413,23.043,29541.35546875
1414,23.060,28386.1796875
1415,23.076,28311.724609375
1416,23.092,28158.283203125
1417,23.108,28693.064453125
1418,23.125,28544.0234375
1419,23.141,28550.83984375
1420,23.157,28595.498046875
1421,23.174,29043.806640625
1422,23.190,28287.1015625
1423,23.206,28635.76171875
1424,23.223,28454.337890625
1425,23.239,28858.474609375
1426,23.255,28264.361328125
1427,23.272,28638.1640625
1428,23.288,29362.357421875
1429,23.304,29514.970703125
1430,23.320,29101.2421875
1431,23.337,28835.123046875
1432,23.353,28486.244140625
1433,23.369,28584.28125
1434,23.386,27930.119140625
1435,23.402,27702.486328125
1436,23.418,28126.140625
1437,23.435,29465.283203125
1438,23.451,30208.05859375
1439,23.467,30317.4453125
1440,23.484,30093.92578125
1441,23.500,29874.080078125
1442,23.516,29350.63671875
1443,23.532,28868.21875
1444,23.549,29312.923828125
1445,23.565,29352.861328125
1446,23.581,29930.060546875
1447,23.598,28135.982421875
1448,23.614,26559.861328125
1449,23.630,25447.55859375
1450,23.647,26153.16015625
1451,23.663,26100.642578125
1452,23.679,26265.462890625
1453,23.696,25704.33984375
1454,23.712,26020.68359375
1455,23.728,24975.78125
1456,23.744,25466.54296875
1457,23.761,25733.568359375
1458,23.777,26291.8203125
1459,23.793,26479.861328125
1460,23.810,26738.083984375
1461,23.826,27636.96484375
1462,23.842,27406.09375
1463,23.859,26997.099609375
1464,23.875,25295.71875
1465,23.891,24743.998046875
1466,23.908,24820.787109375
1467,23.924,25257.701171875
1468,23.940,26439.71875
1469,23.956,27238.86328125
1470,23.973,27867.5390625
1471,23.989,27106.001953125
1472,24.005,26918.337890625
1473,24.022,26564.923828125
1474,24.038,26631.599609375
1475,24.054,26056.279296875
1476,24.071,26386.005859375
1477,24.087,25997.646484375
1478,24.103,27082.580078125
1479,24.120,27121.724609375
1480,24.136,27205.400390625
1481,24.152,26261.779296875
1482,24.168,26054.3828125
1483,24.185,26420.00390625
1484,24.201,26194.23828125
1485,24.217,26270.9453125
1486,24.234,26602.220703125
1487,24.250,27353.90234375
1488,24.266,28542.2421875
1489,24.283,28322.501953125
1490,24.299,28848
1491,24.315,28019.71875
1492,24.332,27375.8828125
1493,24.348,26466.802734375
1494,24.364,26747.0234375
1495,24.380,27597.302734375
1496,24.397,27641.625
1497,24.413,27549.462890625
1498,24.429,28011.34375
1499,24.446,28192.5625
1500,24.462,28539.0078125
1501,24.478,28463.802734375
1502,24.495,29269.8984375
1503,24.511,29049.083984375
1504,24.527,29238.580078125
1505,24.544,28644.4453125
1506,24.560,28679.798828125
1507,24.576,28502.337890625
1508,24.592,29090.458984375
1509,24.609,28299.77734375
1510,24.625,27740.71875
1511,24.641,26982.044921875
1512,24.658,27764.681640625
1513,24.674,28444.298828125
1514,24.690,29690.62109375
1515,24.707,28674.744140625
1516,24.723,27104.158203125
1517,24.739,26107.306640625
1518,24.756,26208.041015625
1519,24.772,25744.384765625
1520,24.788,25396.82421875
1521,24.804,26579.31640625
1522,24.821,27642.484375
1523,24.837,26954.46484375
1524,24.853,26001.50390625
1525,24.870,25178.04296875
1526,24.886,24882.322265625
1527,24.902,24268.580078125
1528,24.919,24792.263671875
1529,24.935,25672.58203125
1530,24.951,26964.16015625
1531,24.968,27785.125
1532,24.984,28070.357421875
1533,25.000,27823.8828125
1534,25.016,26768.37890625
1535,25.033,26425.3203125
1536,25.049,25643.8203125
1537,25.065,26562.181640625
1538,25.082,26233.08203125
1539,25.098,27215.58203125
1540,25.114,26371.322265625
1541,25.131,26025.8203125
1542,25.147,25728.140625
1543,25.163,25909.841796875
1544,25.180,25848.77734375
1545,25.196,25220.63671875
1546,25.212,25298.240234375
1547,25.228,25275.2578125
1548,25.245,24714.224609375
1549,25.261,25337.658203125
1550,25.277,26235.04296875
1551,25.294,26206.90234375
1552,25.310,25237.30078125
1553,25.326,25203.802734375
1554,25.343,26038.40234375
1555,25.359,26670.2421875
1556,25.375,26490.564453125
1557,25.392,27098.12109375
1558,25.408,25857.681640625
1559,25.424,25342.982421875
1560,25.440,26024.14453125
1561,25.457,28902.966796875
1562,25.473,29633.076171875
1563,25.489,29422.34765625
1564,25.506,28612.623046875
1565,25.522,28918.162109375
1566,25.538,28845.26171875
1567,25.555,29420.275390625
1568,25.571,30584.279296875
1569,25.587,32006.861328125
1570,25.604,33007.30078125
1571,25.620,32356.96484375
1572,25.636,31441.982421875
1573,25.652,30839.560546875
1574,25.669,31098.619140625
1575,25.685,31666.56640625
1576,25.701,31936.18359375
1577,25.718,31636.763671875
1578,25.734,30292.8203125
1579,25.750,30673.91796875
1580,25.767,30961.34375
1581,25.783,32096.8828125
1582,25.799,31434.5625
1583,25.816,31331.083984375
1584,25.832,30726.20703125
1585,25.848,30330.1640625
1586,25.864,31445.9609375
1587,25.881,32557.599609375
1588,25.897,33219.28125
1589,25.913,32773.8984375
1590,25.930,32199.22265625
1591,25.946,32151.259765625
1592,25.962,32226.919921875
1593,25.979,32410.6796875
1594,25.995,31589.3984375
1595,26.011,31657.77734375
1596,26.028,32535.041015625
1597,26.044,32962.46484375
1598,26.060,32665.181640625
1599,26.076,33232.55859375
1600,26.093,33743.77734375
1601,26.109,32638.59765625
1602,26.125,31712.779296875
1603,26.142,31900.162109375
1604,26.158,31620.677734375
1605,26.174,32185.380859375
1606,26.191,33212.3046875
1607,26.207,34315.17578125
1608,26.223,32969.54296875
1609,26.240,33403.98046875
1610,26.256,34504.99609375
1611,26.272,35971.00390625
1612,26.288,36088.71875
1613,26.305,36499.578125
1614,26.321,36937.0625
1615,26.337,36243.34375
1616,26.354,36643.80078125
1617,26.370,36732.16796875
1618,26.386,36637.23828125
1619,26.403,36004.8203125
1620,26.419,35792.62109375
1621,26.435,36588.7421875
1622,26.452,37574.78125
1623,26.468,38193.04296875
1624,26.484,37284.45703125
1625,26.500,36417.421875
1626,26.517,35620.14453125
1627,26.533,35944.49609375
1628,26.549,36416.8125
1629,26.566,37277.5390625
1630,26.582,38156
1631,26.598,37415.02734375
1632,26.615,37560.375
1633,26.631,37126.54296875
1634,26.647,38407.859375
1635,26.664,37586.59765625
1636,26.680,36288.078125
1637,26.696,34629.52734375
1638,26.712,34697.06640625
1639,26.729,35097.3046875
1640,26.745,34799.37890625
1641,26.761,35300.26171875
1642,26.778,34868.80078125
1643,26.794,35247.921875
1644,26.810,34246.5
1645,26.827,33689.68359375
1646,26.843,32551.9453125
1647,26.859,32529.240234375
1648,26.876,34847.234375
1649,26.892,36935.58203125
1650,26.908,38210.71875
1651,26.925,38244.41796875
1652,26.941,36941.5234375
1653,26.957,35106.20703125
1654,26.973,33703.01953125
1655,26.990,33394.1796875
1656,27.006,33453.09765625
1657,27.022,33317.8828125
1658,27.039,34000.00390625
1659,27.055,34019.78515625
1660,27.071,33827.9453125
1661,27.088,32654.724609375
1662,27.104,33044.9609375
1663,27.120,33643.69921875
1664,27.137,35621.6015625
1665,27.153,35576.703125
1666,27.169,36707.875
1667,27.185,36600.265625
1668,27.202,36531.30859375
1669,27.218,35756.7421875
1670,27.234,35081.64453125
1671,27.251,34042.1875
1672,27.267,33770.20703125
1673,27.283,34580.18359375
1674,27.300,34785.92578125
1675,27.316,34637.8359375
1676,27.332,34613.88671875
1677,27.349,36016.23828125
1678,27.365,36147.4609375
1679,27.381,36740.03515625
1680,27.397,36121.33984375
1681,27.414,35577.80078125
1682,27.430,35159.109375
1683,27.446,36093.04296875
1684,27.463,36945.0859375
1685,27.479,37613.51953125
1686,27.495,37406.59375
1687,27.512,36729.03515625
1688,27.528,35501.765625
1689,27.544,35280.64453125
1690,27.561,35431.484375
1691,27.577,35129.50390625
1692,27.593,34345.1796875
1693,27.609,34693.265625
1694,27.626,35592.75
1695,27.642,36507.14453125
1696,27.658,36381.68359375
1697,27.675,37492.68359375
1698,27.691,36845.08984375
1699,27.707,36685.625
1700,27.724,34878.41796875
1701,27.740,35698.5234375
1702,27.756,35427.56640625
1703,27.773,36120.12109375
1704,27.789,36536.12890625
1705,27.805,35540
1706,27.821,33687.34375
1707,27.838,31756.244140625
1708,27.854,32050.37890625
1709,27.870,31831.1015625
1710,27.887,32645.021484375
1711,27.903,33304.26171875
1712,27.919,33870.3203125
1713,27.936,33399.72265625
1714,27.952,33002.12109375
1715,27.968,34216.04296875
1716,27.985,34335.5390625
1717,28.001,34657.09765625
1718,28.017,34259.49609375
1719,28.033,35831.19140625
1720,28.050,36343.8125
1721,28.066,35843.19921875
1722,28.082,35640.265625
1723,28.099,36044.64453125
1724,28.115,37829.2421875
1725,28.131,39226.0859375
1726,28.148,40652.76171875
1727,28.164,38861.23828125
1728,28.180,36436.78125
1729,28.197,35645.78515625
1730,28.213,37502.71484375
1731,28.229,38759.421875
1732,28.245,38235.95703125
1733,28.262,36792.24609375
1734,28.278,35591.18359375
1735,28.294,35243.78125
1736,28.311,36452.7421875
1737,28.327,36893.0625
1738,28.343,37026.125
1739,28.360,36454.5625
1740,28.376,37332.62109375
1741,28.392,37894.22265625
1742,28.409,38657.73828125
1743,28.425,37902.640625
1744,28.441,36557.91796875
1745,28.457,36646.390625
1746,28.474,37447.98046875
1747,28.490,38482.7421875
1748,28.506,38259.92578125
1749,28.523,38956.36328125
1750,28.539,39141.5078125
1751,28.555,39138.33203125
1752,28.572,38196.16015625
1753,28.588,38067.38671875
1754,28.604,37428.10546875
1755,28.621,37009.9375
1756,28.637,36629.99609375
1757,28.653,37409.91015625
1758,28.669,38462.4296875
1759,28.686,38075.94140625
1760,28.702,36490.12890625
1761,28.718,34491.1796875
1762,28.735,34203.28515625
1763,28.751,35388.86328125
1764,28.767,36445.6484375
1765,28.784,35829.7265625
1766,28.800,35573.625
1767,28.816,35352.84375
1768,28.833,36174.2890625
1769,28.849,34962.70703125
1770,28.865,34717.04296875
1771,28.881,34374.34765625
1772,28.898,34401.703125
1773,28.914,34423.75390625
1774,28.930,33844.55859375
1775,28.947,34603.08203125
1776,28.963,34100.76171875
1777,28.979,34360.62109375
1778,28.996,34147.30078125
1779,29.012,35232.12890625
1780,29.028,35174.62109375
1781,29.045,34249.68359375
1782,29.061,33531.3828125
1783,29.077,33063.48046875
1784,29.093,33699.48828125
1785,29.110,33659.875
1786,29.126,34282.5234375
1787,29.142,33280.73828125
1788,29.159,32833.359375
1789,29.175,33430.6484375
1790,29.191,35413.421875
1791,29.208,36706.04296875
1792,29.224,36244.80078125
1793,29.240,35977.33984375
1794,29.257,35915.34375
1795,29.273,36076.140625
1796,29.289,36897.14453125
1797,29.305,37752.91796875
1798,29.322,38986.54296875
1799,29.338,38433.9296875
1800,29.354,38207.56640625
1801,29.371,38678.49609375
1802,29.387,39158.66796875
1803,29.403,38801.3671875
1804,29.420,36245.43359375
1805,29.436,34548.1640625
1806,29.452,34078.59765625
1807,29.469,35530.18359375
1808,29.485,35569.2265625
1809,29.501,35861.04296875
1810,29.517,35133.68359375
1811,29.534,34267.83984375
1812,29.550,34338.94140625
1813,29.566,33812.44140625
1814,29.583,34557.96484375
1815,29.599,33430.20703125
1816,29.615,34451.28515625
1817,29.632,34164.2421875
1818,29.648,33970.5
1819,29.664,33903.9453125
1820,29.681,34140.0234375
1821,29.697,34587.3671875
1822,29.713,33451.92578125
1823,29.729,33170.9765625
1824,29.746,33630.26171875
1825,29.762,35290.3828125
1826,29.778,36486.5859375
1827,29.795,35945.04296875
1828,29.811,35239.21875
1829,29.827,35021.19921875
1830,29.844,36030.91015625
1831,29.860,36829.99609375
1832,29.876,36504.31640625
1833,29.893,36229.921875
1834,29.909,35500.54296875
1835,29.925,35309.85546875
1836,29.941,34997.49609375
1837,29.958,35262.265625
1838,29.974,36726.38671875
1839,29.990,36390.9140625
1840,30.007,35771.8828125
1841,30.023,33297.98046875
1842,30.039,33227.28125
1843,30.056,33954.18359375
1844,30.072,35821.12890625
1845,30.088,35881.33984375
1846,30.105,36620.94140625
1847,30.121,35686.62109375
1848,30.137,36187.6171875
1849,30.153,35224.8671875
1850,30.170,36046.98828125
1851,30.186,34653.8671875
1852,30.202,33558.5625
1853,30.219,34179.81640625
1854,30.235,34846.50390625
1855,30.251,35049.84375
1856,30.268,33352.94140625
1857,30.284,33312.2578125
1858,30.300,33224.421875
1859,30.317,33796.36328125
1860,30.333,33908.5234375
1861,30.349,33836.32421875
1862,30.365,33474.19921875
1863,30.382,33200.78515625
1864,30.398,34472.94140625
1865,30.414,36689.16015625
1866,30.431,36992.70703125
1867,30.447,35865.0234375
1868,30.463,34187.71875
1869,30.480,34388.28515625
1870,30.496,33251.55859375
1871,30.512,32538.978515625
1872,30.529,32538.341796875
1873,30.545,33495.74609375
1874,30.561,34050.56640625
1875,30.577,33657.73828125
1876,30.594,33125.8046875
1877,30.610,33506.84375
1878,30.626,34215.0390625
1879,30.643,35620.86328125
1880,30.659,35552.203125
1881,30.675,34891.05859375
1882,30.692,32950.0859375
1883,30.708,30827.865234375
1884,30.724,26589.259765625
1885,30.741,21864.798828125
1886,30.757,17463.140625
1887,30.773,15046.7021484375
1888,30.789,12941.4404296875
1889,30.806,11611.580078125
1890,30.822,10401.1005859375
1891,30.838,9745.419921875
1892,30.855,9364.0810546875
1893,30.871,9575.361328125
1894,30.887,8993.8203125
1895,30.904,8276.7607421875
1896,30.920,7379.73974609375
1897,30.936,7247.98095703125
1898,30.953,7106.640625
1899,30.969,7340.2802734375
1900,30.985,7286.140625
1901,31.001,7264.7802734375
1902,31.018,7322.4208984375
1903,31.034,7763.23974609375
1904,31.050,7720.7802734375
1905,31.067,6951.12060546875
1906,31.083,6139.2607421875
1907,31.099,5855.66064453125
1908,31.116,6100.90087890625
1909,31.132,6402.18017578125
1910,31.148,6787.26171875
1911,31.165,7072.42041015625
1912,31.181,7174.7001953125
1913,31.197,7418.6396484375
1914,31.213,7626.439453125
1915,31.230,7218.220703125
1916,31.246,6553.5
1917,31.262,6628.78076171875
1918,31.279,6773.3603515625
1919,31.295,6869.080078125
1920,31.311,6510.58056640625
1921,31.328,6619.98046875
1922,31.344,6738.50048828125
1923,31.360,6720.380859375
1924,31.377,6993.7607421875
1925,31.393,7005.68017578125
1926,31.409,6963.02001953125
1927,31.425,6550.35986328125
1928,31.442,6224.61962890625
1929,31.458,6215.8408203125
1930,31.474,6094.701171875
1931,31.491,6029.720703125
1932,31.507,5983.5810546875
1933,31.523,6042.5400390625
1934,31.540,6175.8798828125
1935,31.556,6216.96044921875
1936,31.572,6225.9208984375
1937,31.589,6195.5615234375
1938,31.605,6111.83984375
1939,31.621,6094.5205078125
1940,31.637,6028.64111328125
1941,31.654,5764.90087890625
1942,31.670,6101.64111328125
1943,31.686,6310.341796875
1944,31.703,6501.9404296875
1945,31.719,5873.6796875
1946,31.735,5395.2802734375
1947,31.752,5433.681640625
1948,31.768,5718.8408203125
1949,31.784,5940.72021484375
1950,31.801,5767.33984375
1951,31.817,5550.361328125
1952,31.833,5698.7802734375
1953,31.849,5984.5009765625
1954,31.866,6050.919921875
1955,31.882,5807.46044921875
1956,31.898,5511.5009765625
1957,31.915,5794.02001953125
1958,31.931,6059.419921875
1959,31.947,6393.1201171875
1960,31.964,6163.3994140625
1961,31.980,6350.07958984375
1962,31.996,6156.52001953125
1963,32.013,5945.38037109375
1964,32.029,5600.80078125
1965,32.045,5535.8603515625
1966,32.062,5716.5810546875
1967,32.078,5682.6796875
1968,32.094,5692.2001953125
1969,32.110,5686.9208984375
1970,32.127,5847.4609375
1971,32.143,5886.89990234375
1972,32.159,5933.92041015625
1973,32.176,6008.88037109375
1974,32.192,6211.5400390625
1975,32.208,5701.9208984375
1976,32.225,5190.4599609375
1977,32.241,5098.2197265625
1978,32.257,5522.580078125
1979,32.274,5896.40087890625
1980,32.290,5992.7001953125
1981,32.306,6009.640625
1982,32.322,5764.48095703125
1983,32.339,5431.02099609375
1984,32.355,5155.4404296875
1985,32.371,5714.24072265625
1986,32.388,5901.78076171875
1987,32.404,5947.92041015625
1988,32.420,5781.24072265625
1989,32.437,5909.40087890625
1990,32.453,5767.5595703125
1991,32.469,5726.22021484375
1992,32.486,5860.7001953125
1993,32.502,6048.9599609375
1994,32.518,5962.900390625
1995,32.534,6125.06103515625
1996,32.551,6032.50048828125
1997,32.567,6051.81982421875
1998,32.583,6109.9208984375
1999,32.600,6276.65966796875
2000,32.616,6152.1005859375
2001,32.632,6047.60009765625
2002,32.649,6149.52099609375
2003,32.665,6027.66064453125
2004,32.681,5960.1005859375
2005,32.698,5815.20068359375
2006,32.714,5788.22021484375
2007,32.730,5496.6806640625
2008,32.746,5443.6806640625
2009,32.763,5583.8798828125
2010,32.779,6137.6806640625
2011,32.795,6164.4814453125
2012,32.812,6117.60107421875
2013,32.828,5680.96142578125
2014,32.844,5645.10009765625
2015,32.861,5860.400390625
2016,32.877,6033.55908203125
2017,32.893,6122.08056640625
2018,32.910,5925.47998046875
2019,32.926,6079.98046875
2020,32.942,6252.12060546875
2021,32.958,6516.58056640625
2022,32.975,6590.560546875
2023,32.991,6784.50048828125
