Lipid,Parent_Ion,Product_Ion,Class,Transition
SM (d16:1/22:1),757.6,184.1,SM,757.6 -> 184.1
SM (d16:1/24:0),787.7,184.1,SM,787.7 -> 184.1
SM (d16:1/24:1),785.6,184.1,SM,785.6 -> 184.1
SM (d18:0/12:0),649.5,184.1,SM,649.5 -> 184.1
SM (d18:0/14:0),677.6,184.1,SM,677.6 -> 184.1
SM (d18:0/16:0),705.6,184.1,SM,705.6 -> 184.1
SM (d18:0/18:0),733.6,184.1,SM,733.6 -> 184.1
SM (d18:0/20:0),761.6,184.1,SM,761.6 -> 184.1
SM (d18:0/22:0),789.7,184.1,SM,789.7 -> 184.1
SM (d18:0/24:0),817.7,184.1,SM,817.7 -> 184.1
SM (d18:0/26:0),845.7,184.1,SM,845.7 -> 184.1
SM (d18:1/12:0),647.5,184.1,SM,647.5 -> 184.1
SM (d18:1/14:0),675.5,184.1,SM,675.5 -> 184.1
SM (d18:1/16:0),703.6,184.1,SM,703.6 -> 184.1
SM (d18:1/18:0),731.6,184.1,SM,731.6 -> 184.1
SM (d18:1/18:1)9Z)),729.6,184.1,SM,729.6 -> 184.1
SM (d18:1/20:0),759.6,184.1,SM,759.6 -> 184.1
SM (d18:1/24:0),815.7,184.1,SM,815.7 -> 184.1
SM (d18:1/24:1)15Z)),813.7,184.1,SM,813.7 -> 184.1
SM (d18:1/26:0),843.7,184.1,SM,843.7 -> 184.1
SM (d18:1/26:1)17Z)),841.7,184.1,SM,841.7 -> 184.1
SM (d18:2/14:0),673.5,184.1,SM,673.5 -> 184.1
SM (d18:2/18:1),727.6,184.1,SM,727.6 -> 184.1
SM (d18:2/20:1),755.6,184.1,SM,755.6 -> 184.1
SM (d18:2/22:1),783.6,184.1,SM,783.6 -> 184.1
SM (d18:2/24:1),811.7,184.1,SM,811.7 -> 184.1
Lyso_PG(12:0),446.2175,257.2175,PG,446.2175 -> 257.2175
Lyso_PG(13:0),460.2332,271.2332,PG,460.2332 -> 271.2332
Lyso_PG(14:0),474.2488,285.2488,PG,474.2488 -> 285.2488
Lyso_PG(14:1),472.2332,283.2332,PG,472.2332 -> 283.2332
Lyso_PG(15:0),488.2645,299.2645,PG,488.2645 -> 299.2645
Lyso_PG(15:1),486.2488,297.2488,PG,486.2488 -> 297.2488
Lyso_PG(16:0),502.2801,313.2801,PG,502.2801 -> 313.2801
Lyso_PG(16:1),500.2645,311.2645,PG,500.2645 -> 311.2645
Lyso_PG(17:0),516.2958,327.2958,PG,516.2958 -> 327.2958
Lyso_PG(17:1),514.2801,325.2801,PG,514.2801 -> 325.2801
Lyso_PG(17:2),512.2645,323.2645,PG,512.2645 -> 323.2645
Lyso_PG(18:0),530.3114,341.3114,PG,530.3114 -> 341.3114
Lyso_PG(18:1),528.2958,339.2958,PG,528.2958 -> 339.2958
Lyso_PG(18:2),526.2801,337.2801,PG,526.2801 -> 337.2801
Lyso_PG(18:3),524.2645,335.2645,PG,524.2645 -> 335.2645
Lyso_PG(18:4),522.2488,333.2488,PG,522.2488 -> 333.2488
Lyso_PG(19:0),544.3271,355.3271,PG,544.3271 -> 355.3271
Lyso_PG(19:1),542.3114,353.3114,PG,542.3114 -> 353.3114
Lyso_PG(20:0),558.3427,369.3427,PG,558.3427 -> 369.3427
Lyso_PG(20:1),556.3271,367.3271,PG,556.3271 -> 367.3271
Lyso_PG(20:2),554.3114,365.3114,PG,554.3114 -> 365.3114
Lyso_PG(20:3),552.2958,363.2958,PG,552.2958 -> 363.2958
Lyso_PG(20:4),550.2801,361.2801,PG,550.2801 -> 361.2801
Lyso_PG(20:5),548.2645,359.2645,PG,548.2645 -> 359.2645
Lyso_PG(21:0),572.3584,383.3584,PG,572.3584 -> 383.3584
Lyso_PG(22:0),586.374,397.374,PG,586.374 -> 397.374
Lyso_PG(22:1),584.3584,395.3584,PG,584.3584 -> 395.3584
Lyso_PG(22:2),582.3427,393.3427,PG,582.3427 -> 393.3427
Lyso_PG(22:4),578.3114,389.3114,PG,578.3114 -> 389.3114
Lyso_PG(22:6),574.2801,385.2801,PG,574.2801 -> 385.2801
PG (12:0),460.2042,271.2042,PG,460.2042 -> 271.2042
PG (14:0),474.2562,285.2562,PG,474.2562 -> 285.2562
PG (14:1),472.2406,283.2406,PG,472.2406 -> 283.2406
PG (16:0),516.2668,327.2668,PG,516.2668 -> 327.2668
PG (16:1),500.2719,311.2719,PG,500.2719 -> 311.2719
PG (18:0),530.3188,341.3188,PG,530.3188 -> 341.3188
PG (18:1),528.3032,339.3032,PG,528.3032 -> 339.3032
PG (18:2),526.2875,337.2875,PG,526.2875 -> 337.2875
PG (18:3),524.2719,335.2719,PG,524.2719 -> 335.2719
PG (18:4),522.2562,333.2562,PG,522.2562 -> 333.2562
PG (20:0),572.3294,383.3294,PG,572.3294 -> 383.3294
PG (20:1),556.3345,367.3345,PG,556.3345 -> 367.3345
PG (20:2),554.3188,365.3188,PG,554.3188 -> 365.3188
PG (20:3),552.3032,363.3032,PG,552.3032 -> 363.3032
PG (20:4),550.2875,361.2875,PG,550.2875 -> 361.2875
PG (20:5),548.2719,359.2719,PG,548.2719 -> 359.2719
PG (22:0),586.3814,397.3814,PG,586.3814 -> 397.3814
PG (22:1),584.3658,395.3658,PG,584.3658 -> 395.3658
PG (22:2),582.3501,393.3501,PG,582.3501 -> 393.3501
PG (22:4),578.3188,389.3188,PG,578.3188 -> 389.3188
PG (22:6),574.2875,385.2875,PG,574.2875 -> 385.2875
PG (24:0),628.392,439.392,PG,628.392 -> 439.392
PG (24:1),654.4076,465.4076,PG,654.4076 -> 465.4076
PG (26:0),656.4233,467.4233,PG,656.4233 -> 467.4233
PG (28:0),684.4546,495.4546,PG,684.4546 -> 495.4546
PG (28:1),682.4389,493.4389,PG,682.4389 -> 493.4389
PG (28:2),680.4233,491.4233,PG,680.4233 -> 491.4233
PG (30:0),712.4859,523.4859,PG,712.4859 -> 523.4859
PG (30:1),710.4702,521.4702,PG,710.4702 -> 521.4702
PG (30:2),708.4546,519.4546,PG,708.4546 -> 519.4546
PG (30:3),706.4389,517.4389,PG,706.4389 -> 517.4389
PG (30:4),704.4233,515.4233,PG,704.4233 -> 515.4233
PG (32:0),740.5172,551.5172,PG,740.5172 -> 551.5172
PG (32:1),738.5015,549.5015,PG,738.5015 -> 549.5015
PG (32:2),736.4859,547.4859,PG,736.4859 -> 547.4859
PG (32:3),734.4702,545.4702,PG,734.4702 -> 545.4702
PG (32:4),732.4546,543.4546,PG,732.4546 -> 543.4546
PG (32:5),730.4389,541.4389,PG,730.4389 -> 541.4389
PG (34:0),768.5485,579.5485,PG,768.5485 -> 579.5485
PG (34:1),766.5328,577.5328,PG,766.5328 -> 577.5328
PG (34:2),764.5172,575.5172,PG,764.5172 -> 575.5172
PG (34:3),762.5015,573.5015,PG,762.5015 -> 573.5015
PG (34:4),760.4859,571.4859,PG,760.4859 -> 571.4859
PG (34:5),758.4702,569.4702,PG,758.4702 -> 569.4702
PG (34:6),756.4546,567.4546,PG,756.4546 -> 567.4546
PG (36:0),796.5798,607.5798,PG,796.5798 -> 607.5798
PG (36:1),794.5641,605.5641,PG,794.5641 -> 605.5641
PG (36:2),792.5485,603.5485,PG,792.5485 -> 603.5485
PG (36:3),790.5328,601.5328,PG,790.5328 -> 601.5328
PG (36:4),788.5172,599.5172,PG,788.5172 -> 599.5172
PG (36:5),786.5015,597.5015,PG,786.5015 -> 597.5015
PG (36:6),784.4859,595.4859,PG,784.4859 -> 595.4859
PG (36:7),782.4702,593.4702,PG,782.4702 -> 593.4702
PG (36:8),780.4546,591.4546,PG,780.4546 -> 591.4546
PG (38:0),824.6111,635.6111,PG,824.6111 -> 635.6111
PG (38:1),822.5954,633.5954,PG,822.5954 -> 633.5954
PG (38:2),820.5798,631.5798,PG,820.5798 -> 631.5798
PG (38:3),818.5641,629.5641,PG,818.5641 -> 629.5641
PG (38:4),816.5485,627.5485,PG,816.5485 -> 627.5485
PG (38:5),814.5328,625.5328,PG,814.5328 -> 625.5328
PG (38:6),812.5172,623.5172,PG,812.5172 -> 623.5172
PG (38:7),810.5015,621.5015,PG,810.5015 -> 621.5015
PG (38:8),808.4859,619.4859,PG,808.4859 -> 619.4859
PG (38:9),806.4702,617.4702,PG,806.4702 -> 617.4702
PG (40:0),852.6424,663.6424,PG,852.6424 -> 663.6424
PG (40:1),850.6267,661.6267,PG,850.6267 -> 661.6267
PG (40:10),832.4859,643.4859,PG,832.4859 -> 643.4859
PG (40:2),848.6111,659.6111,PG,848.6111 -> 659.6111
PG (40:3),846.5954,657.5954,PG,846.5954 -> 657.5954
PG (40:4),844.5798,655.5798,PG,844.5798 -> 655.5798
PG (40:5),842.5641,653.5641,PG,842.5641 -> 653.5641
PG (40:6),840.5485,651.5485,PG,840.5485 -> 651.5485
PG (40:7),838.5328,649.5328,PG,838.5328 -> 649.5328
PG (40:8),836.5172,647.5172,PG,836.5172 -> 647.5172
PG (40:9),834.5015,645.5015,PG,834.5015 -> 645.5015
PG (42:0),880.6737,691.6737,PG,880.6737 -> 691.6737
PG (42:1),878.658,689.658,PG,878.658 -> 689.658
PG (42:10),860.5172,671.5172,PG,860.5172 -> 671.5172
PG (42:11),858.5015,669.5015,PG,858.5015 -> 669.5015
PG (42:2),876.6424,687.6424,PG,876.6424 -> 687.6424
PG (42:3),874.6267,685.6267,PG,874.6267 -> 685.6267
PG (42:4),872.6111,683.6111,PG,872.6111 -> 683.6111
PG (42:5),870.5954,681.5954,PG,870.5954 -> 681.5954
PG (42:6),868.5798,679.5798,PG,868.5798 -> 679.5798
PG (42:7),866.5641,677.5641,PG,866.5641 -> 677.5641
PG (42:8),864.5485,675.5485,PG,864.5485 -> 675.5485
PG (42:9),862.5328,673.5328,PG,862.5328 -> 673.5328
PG (44:0),908.705,719.705,PG,908.705 -> 719.705
PG (44:1),906.6893,717.6893,PG,906.6893 -> 717.6893
PG (44:10),888.5485,699.5485,PG,888.5485 -> 699.5485
PG (44:12),884.5172,695.5172,PG,884.5172 -> 695.5172
PG (44:2),904.6737,715.6737,PG,904.6737 -> 715.6737
PG (44:3),902.658,713.658,PG,902.658 -> 713.658
PG (44:4),900.6424,711.6424,PG,900.6424 -> 711.6424
PG (44:5),898.6267,709.6267,PG,898.6267 -> 709.6267
PG (44:6),896.6111,707.6111,PG,896.6111 -> 707.6111
PG (44:7),894.5954,705.5954,PG,894.5954 -> 705.5954
PG (44:8),892.5798,703.5798,PG,892.5798 -> 703.5798
PGo (16:0),488.3083,299.3083,PG,488.3083 -> 299.3083
PGo (18:0),516.3396,327.3396,PG,516.3396 -> 327.3396
PGo (20:0),544.3709,355.3709,PG,544.3709 -> 355.3709
PGo (28:0),670.4753,481.4753,PG,670.4753 -> 481.4753
PGo (30:0),698.5066,509.5066,PG,698.5066 -> 509.5066
PGo (30:1),696.491,507.491,PG,696.491 -> 507.491
PGo (32:0),726.5379,537.5379,PG,726.5379 -> 537.5379
PGo (32:1),724.5223,535.5223,PG,724.5223 -> 535.5223
PGo (34:0),754.5692,565.5692,PG,754.5692 -> 565.5692
PGo (34:1),752.5536,563.5536,PG,752.5536 -> 563.5536
PGo (34:2),750.5379,561.5379,PG,750.5379 -> 561.5379
PGo (34:3),748.5223,559.5223,PG,748.5223 -> 559.5223
PGo (34:4),746.5066,557.5066,PG,746.5066 -> 557.5066
PGo (36:0),782.6005,593.6005,PG,782.6005 -> 593.6005
PGo (36:1),780.5849,591.5849,PG,780.5849 -> 591.5849
PGo (36:2),778.5692,589.5692,PG,778.5692 -> 589.5692
PGo (36:3),776.5536,587.5536,PG,776.5536 -> 587.5536
PGo (36:4),774.5379,585.5379,PG,774.5379 -> 585.5379
PGo (36:5),772.5223,583.5223,PG,772.5223 -> 583.5223
PGo (38:0),810.6318,621.6318,PG,810.6318 -> 621.6318
PGo (38:1),808.6162,619.6162,PG,808.6162 -> 619.6162
PGo (38:2),806.6005,617.6005,PG,806.6005 -> 617.6005
PGo (38:3),804.5849,615.5849,PG,804.5849 -> 615.5849
PGo (38:4),802.5692,613.5692,PG,802.5692 -> 613.5692
PGo (38:5),800.5536,611.5536,PG,800.5536 -> 611.5536
PGo (38:6),798.5379,609.5379,PG,798.5379 -> 609.5379
PGo (40:0),838.6631,649.6631,PG,838.6631 -> 649.6631
PGo (40:1),836.6475,647.6475,PG,836.6475 -> 647.6475
PGo (40:2),834.6318,645.6318,PG,834.6318 -> 645.6318
PGo (40:4),830.6005,641.6005,PG,830.6005 -> 641.6005
PGo (40:5),828.5849,639.5849,PG,828.5849 -> 639.5849
PGo (40:6),826.5692,637.5692,PG,826.5692 -> 637.5692
PGo (40:9),832.6162,643.6162,PG,832.6162 -> 643.6162
PGo (42:0),866.6944,677.6944,PG,866.6944 -> 677.6944
PGo (42:1),864.6788,675.6788,PG,864.6788 -> 675.6788
PGo (42:2),862.6631,673.6631,PG,862.6631 -> 673.6631
PGo (42:4),858.6318,669.6318,PG,858.6318 -> 669.6318
PGo (42:6),854.6005,665.6005,PG,854.6005 -> 665.6005
PGp (16:0),486.2926,297.2926,PG,486.2926 -> 297.2926
PGp (18:0),514.3239,325.3239,PG,514.3239 -> 325.3239
PGp (20:0),542.3552,353.3552,PG,542.3552 -> 353.3552
PGp (28:0),668.4597,479.4597,PG,668.4597 -> 479.4597
PGp (30:1),694.4753,505.4753,PG,694.4753 -> 505.4753
PGp (34:4),744.491,555.491,PG,744.491 -> 555.491
PGp (36:5),770.5066,581.5066,PG,770.5066 -> 581.5066
PGp (38:6),796.5223,607.5223,PG,796.5223 -> 607.5223
PGp (40:6),824.5536,635.5536,PG,824.5536 -> 635.5536
PGp (42:2),860.6475,671.6475,PG,860.6475 -> 671.6475
PGp (42:4),856.6162,667.6162,PG,856.6162 -> 667.6162
PGp (42:6),852.5849,663.5849,PG,852.5849 -> 663.5849
Lyso_PE(12:0),398.2229,257.2229,PE,398.2229 -> 257.2229
Lyso_PE(13:0),412.2386,270.2386,PE,412.2386 -> 270.2386
Lyso_PE(14:0),426.2542,284.2542,PE,426.2542 -> 284.2542
Lyso_PE(14:1),424.2386,282.2386,PE,424.2386 -> 282.2386
Lyso_PE(15:0),440.2699,298.2699,PE,440.2699 -> 298.2699
Lyso_PE(15:1),438.2542,296.2542,PE,438.2542 -> 296.2542
Lyso_PE(16:0),454.2855,312.2855,PE,454.2855 -> 312.2855
Lyso_PE(16:1),452.2699,310.2699,PE,452.2699 -> 310.2699
Lyso_PE(17:0),468.3012,326.3012,PE,468.3012 -> 326.3012
Lyso_PE(17:1),466.2855,324.2855,PE,466.2855 -> 324.2855
Lyso_PE(17:2),464.2699,322.2699,PE,464.2699 -> 322.2699
Lyso_PE(18:0),482.3168,340.3168,PE,482.3168 -> 340.3168
Lyso_PE(18:1),480.3012,338.3012,PE,480.3012 -> 338.3012
Lyso_PE(18:2),478.2855,336.2855,PE,478.2855 -> 336.2855
Lyso_PE(18:3),476.2699,334.2699,PE,476.2699 -> 334.2699
Lyso_PE(18:4),474.2542,332.2542,PE,474.2542 -> 332.2542
Lyso_PE(19:0),496.3325,354.3325,PE,496.3325 -> 354.3325
Lyso_PE(19:1),494.3168,352.3168,PE,494.3168 -> 352.3168
Lyso_PE(20:0),510.3481,368.3481,PE,510.3481 -> 368.3481
Lyso_PE(20:1),508.3325,366.3325,PE,508.3325 -> 366.3325
Lyso_PE(20:2),506.3168,364.3168,PE,506.3168 -> 364.3168
Lyso_PE(20:3),504.3012,362.3012,PE,504.3012 -> 362.3012
Lyso_PE(20:4),502.2855,360.2855,PE,502.2855 -> 360.2855
Lyso_PE(20:5),500.2699,358.2699,PE,500.2699 -> 358.2699
Lyso_PE(21:0),524.3638,382.3638,PE,524.3638 -> 382.3638
Lyso_PE(22:0),538.3794,396.3794,PE,538.3794 -> 396.3794
Lyso_PE(22:1),536.3638,394.3638,PE,536.3638 -> 394.3638
Lyso_PE(22:2),534.3481,392.3481,PE,534.3481 -> 392.3481
Lyso_PE(22:4),530.3168,388.3168,PE,530.3168 -> 388.3168
Lyso_PE(22:5),528.3012,386.3012,PE,528.3012 -> 386.3012
Lyso_PE(22:6),526.2855,384.2855,PE,526.2855 -> 384.2855
Lyso_PE(24:0),566.4107,424.4107,PE,566.4107 -> 424.4107
Lyso_PE(24:1),564.3951,422.3951,PE,564.3951 -> 422.3951
Lyso_PE(24:6),554.3168,412.3168,PE,554.3168 -> 412.3168
PE (12:0),398.2303,257.2303,PE,398.2303 -> 257.2303
PE (14:0),426.2616,285.2616,PE,426.2616 -> 285.2616
PE (14:1),424.246,283.246,PE,424.246 -> 283.246
PE (16:0),454.2929,313.2929,PE,454.2929 -> 313.2929
PE (16:1),452.2773,311.2773,PE,452.2773 -> 311.2773
PE (18:0),482.3242,341.3242,PE,482.3242 -> 341.3242
PE (18:1),480.3086,339.3086,PE,480.3086 -> 339.3086
PE (18:2),478.2929,337.2929,PE,478.2929 -> 337.2929
PE (18:3),476.2773,335.2773,PE,476.2773 -> 335.2773
PE (18:4),474.2616,333.2616,PE,474.2616 -> 333.2616
PE (20:0),510.3555,369.3555,PE,510.3555 -> 369.3555
PE (20:1),508.3399,367.3399,PE,508.3399 -> 367.3399
PE (20:2),506.3242,365.3242,PE,506.3242 -> 365.3242
PE (20:3),504.3086,363.3086,PE,504.3086 -> 363.3086
PE (20:4),502.2929,361.2929,PE,502.2929 -> 361.2929
PE (20:5),500.2773,359.2773,PE,500.2773 -> 359.2773
PE (21:0),524.3348,383.3348,PE,524.3348 -> 383.3348
PE (22:0),538.3868,397.3868,PE,538.3868 -> 397.3868
PE (22:1),536.3712,395.3712,PE,536.3712 -> 395.3712
PE (22:2),534.3555,393.3555,PE,534.3555 -> 393.3555
PE (22:4),530.3242,389.3242,PE,530.3242 -> 389.3242
PE (22:6),526.2929,385.2929,PE,526.2929 -> 385.2929
PE (24:0),580.3974,439.3974,PE,580.3974 -> 439.3974
PE (26:0),608.4287,467.4287,PE,608.4287 -> 467.4287
PE (26:1),606.4131,465.4131,PE,606.4131 -> 465.4131
PE (28:0),636.46,495.46,PE,636.46 -> 495.46
PE (28:1),634.4444,493.4444,PE,634.4444 -> 493.4444
PE (28:2),632.4287,491.4287,PE,632.4287 -> 491.4287
PE (30:0),664.4913,523.4913,PE,664.4913 -> 523.4913
PE (30:1),662.4757,521.4757,PE,662.4757 -> 521.4757
PE (30:2),660.46,519.46,PE,660.46 -> 519.46
PE (30:3),658.4444,517.4444,PE,658.4444 -> 517.4444
PE (30:4),656.4287,515.4287,PE,656.4287 -> 515.4287
PE (32:0),692.5226,551.5226,PE,692.5226 -> 551.5226
PE (32:1),690.507,549.507,PE,690.507 -> 549.507
PE (32:2),688.4913,547.4913,PE,688.4913 -> 547.4913
PE (32:3),686.4757,545.4757,PE,686.4757 -> 545.4757
PE (32:4),684.46,543.46,PE,684.46 -> 543.46
PE (32:5),682.4444,541.4444,PE,682.4444 -> 541.4444
PE (34:0),720.5539,579.5539,PE,720.5539 -> 579.5539
PE (34:1),718.5383,577.5383,PE,718.5383 -> 577.5383
PE (34:2),716.5226,575.5226,PE,716.5226 -> 575.5226
PE (34:3),714.507,573.507,PE,714.507 -> 573.507
PE (34:4),712.4913,571.4913,PE,712.4913 -> 571.4913
PE (34:5),710.4757,569.4757,PE,710.4757 -> 569.4757
PE (34:6),708.46,567.46,PE,708.46 -> 567.46
PE (36:0),748.5852,607.5852,PE,748.5852 -> 607.5852
PE (36:1),746.5696,605.5696,PE,746.5696 -> 605.5696
PE (36:2),744.5539,603.5539,PE,744.5539 -> 603.5539
PE (36:3),742.5383,601.5383,PE,742.5383 -> 601.5383
PE (36:4),740.5226,599.5226,PE,740.5226 -> 599.5226
PE (36:5),738.507,597.507,PE,738.507 -> 597.507
PE (36:6),736.4913,595.4913,PE,736.4913 -> 595.4913
PE (36:7),734.4757,593.4757,PE,734.4757 -> 593.4757
PE (36:8),732.46,591.46,PE,732.46 -> 591.46
PE (38:0),776.6165,635.6165,PE,776.6165 -> 635.6165
PE (38:1),774.6009,633.6009,PE,774.6009 -> 633.6009
PE (38:2),772.5852,631.5852,PE,772.5852 -> 631.5852
PE (38:3),770.5696,629.5696,PE,770.5696 -> 629.5696
PE (38:4),768.5539,627.5539,PE,768.5539 -> 627.5539
PE (38:5),766.5383,625.5383,PE,766.5383 -> 625.5383
PE (38:6),764.5226,623.5226,PE,764.5226 -> 623.5226
PE (38:7),762.507,621.507,PE,762.507 -> 621.507
PE (38:8),760.4913,619.4913,PE,760.4913 -> 619.4913
PE (38:9),758.4757,617.4757,PE,758.4757 -> 617.4757
PE (40:0),804.6478,663.6478,PE,804.6478 -> 663.6478
PE (40:1),802.6322,661.6322,PE,802.6322 -> 661.6322
PE (40:10),784.4913,643.4913,PE,784.4913 -> 643.4913
PE (40:2),800.6165,659.6165,PE,800.6165 -> 659.6165
PE (40:3),798.6009,657.6009,PE,798.6009 -> 657.6009
PE (40:4),796.5852,655.5852,PE,796.5852 -> 655.5852
PE (40:5),794.5696,653.5696,PE,794.5696 -> 653.5696
PE (40:6),792.5539,651.5539,PE,792.5539 -> 651.5539
PE (40:7),790.5383,649.5383,PE,790.5383 -> 649.5383
PE (40:8),788.5226,647.5226,PE,788.5226 -> 647.5226
PE (40:9),786.507,645.507,PE,786.507 -> 645.507
PE (42:0),832.6791,691.6791,PE,832.6791 -> 691.6791
PE (42:1),830.6635,689.6635,PE,830.6635 -> 689.6635
PE (42:10),812.5226,671.5226,PE,812.5226 -> 671.5226
PE (42:11),810.507,669.507,PE,810.507 -> 669.507
PE (42:2),828.6478,687.6478,PE,828.6478 -> 687.6478
PE (42:3),826.6322,685.6322,PE,826.6322 -> 685.6322
PE (42:4),824.6165,683.6165,PE,824.6165 -> 683.6165
PE (42:5),822.6009,681.6009,PE,822.6009 -> 681.6009
PE (42:6),820.5852,679.5852,PE,820.5852 -> 679.5852
PE (42:7),818.5696,677.5696,PE,818.5696 -> 677.5696
PE (42:8),816.5539,675.5539,PE,816.5539 -> 675.5539
PE (42:9),814.5383,673.5383,PE,814.5383 -> 673.5383
PE (44:0),860.7104,719.7104,PE,860.7104 -> 719.7104
PE (44:1),858.6948,717.6948,PE,858.6948 -> 717.6948
PE (44:10),840.5539,699.5539,PE,840.5539 -> 699.5539
PE (44:12),836.5226,695.5226,PE,836.5226 -> 695.5226
PE (44:2),856.6791,715.6791,PE,856.6791 -> 715.6791
PE (44:3),854.6635,713.6635,PE,854.6635 -> 713.6635
PE (44:4),852.6478,711.6478,PE,852.6478 -> 711.6478
PE (44:5),850.6322,709.6322,PE,850.6322 -> 709.6322
PE (44:6),848.6165,707.6165,PE,848.6165 -> 707.6165
PE (44:7),846.6009,705.6009,PE,846.6009 -> 705.6009
PE (44:8),844.5852,703.5852,PE,844.5852 -> 703.5852
PE (46:1),886.7261,745.7261,PE,886.7261 -> 745.7261
PE (52:4),964.773,823.773,PE,964.773 -> 823.773
PEo (18:0),468.345,327.345,PE,468.345 -> 327.345
PEo (18:1),466.3293,325.3293,PE,466.3293 -> 325.3293
PEo (20:0),496.3763,355.3763,PE,496.3763 -> 355.3763
PEo (28:0),622.4807,481.4807,PE,622.4807 -> 481.4807
PEo (30:0),650.512,509.512,PE,650.512 -> 509.512
PEo (32:1),676.5277,535.5277,PE,676.5277 -> 535.5277
PEo (32:5),678.5433,537.5433,PE,678.5433 -> 537.5433
PEo (34:0),706.5746,565.5746,PE,706.5746 -> 565.5746
PEo (34:1),704.559,563.559,PE,704.559 -> 563.559
PEo (34:2),702.5433,561.5433,PE,702.5433 -> 561.5433
PEo (34:3),700.5277,559.5277,PE,700.5277 -> 559.5277
PEo (34:4),698.512,557.512,PE,698.512 -> 557.512
PEo (36:0),734.6059,593.6059,PE,734.6059 -> 593.6059
PEo (36:1),732.5903,591.5903,PE,732.5903 -> 591.5903
PEo (36:2),730.5746,589.5746,PE,730.5746 -> 589.5746
PEo (36:3),728.559,587.559,PE,728.559 -> 587.559
PEo (36:4),726.5433,585.5433,PE,726.5433 -> 585.5433
PEo (36:5),724.5277,583.5277,PE,724.5277 -> 583.5277
PEo (38:0),762.6372,621.6372,PE,762.6372 -> 621.6372
PEo (38:1),760.6216,619.6216,PE,760.6216 -> 619.6216
PEo (38:2),758.6059,617.6059,PE,758.6059 -> 617.6059
PEo (38:3),756.5903,615.5903,PE,756.5903 -> 615.5903
PEo (38:4),754.5746,613.5746,PE,754.5746 -> 613.5746
PEo (38:5),752.559,611.559,PE,752.559 -> 611.559
PEo (38:6),750.5433,609.5433,PE,750.5433 -> 609.5433
PEo (40:0),790.6685,649.6685,PE,790.6685 -> 649.6685
PEo (40:1),788.6529,647.6529,PE,788.6529 -> 647.6529
PEo (40:2),786.6372,645.6372,PE,786.6372 -> 645.6372
PEo (40:3),784.6216,643.6216,PE,784.6216 -> 643.6216
PEo (40:4),782.6059,641.6059,PE,782.6059 -> 641.6059
PEo (40:5),780.5903,639.5903,PE,780.5903 -> 639.5903
PEo (40:6),778.5746,637.5746,PE,778.5746 -> 637.5746
PEo (42:0),818.6998,677.6998,PE,818.6998 -> 677.6998
PEo (42:2),814.6685,673.6685,PE,814.6685 -> 673.6685
PEo (42:4),810.6372,669.6372,PE,810.6372 -> 669.6372
PEo (42:6),806.6059,665.6059,PE,806.6059 -> 665.6059
PEp (16:0),438.298,297.298,PE,438.298 -> 297.298
PEp (20:0),494.3606,353.3606,PE,494.3606 -> 353.3606
PEp (28:0),620.4651,479.4651,PE,620.4651 -> 479.4651
PEp (30:0),648.4964,507.4964,PE,648.4964 -> 507.4964
PEp (30:1),646.4807,505.4807,PE,646.4807 -> 505.4807
PEp (32:1),674.512,533.512,PE,674.512 -> 533.512
PEp (34:4),696.4964,555.4964,PE,696.4964 -> 555.4964
PEp (36:5),722.512,581.512,PE,722.512 -> 581.512
PEp (36:6),748.5277,607.5277,PE,748.5277 -> 607.5277
PEp (40:7),774.5433,633.5433,PE,774.5433 -> 633.5433
PEp (42:0),816.6842,675.6842,PE,816.6842 -> 675.6842
PEp (42:2),812.6529,671.6529,PE,812.6529 -> 671.6529
PEp (42:4),808.6216,667.6216,PE,808.6216 -> 667.6216
PEp (42:6),804.5903,663.5903,PE,804.5903 -> 663.5903
Lyso_PI(12:0),534.2336,257.2336,PI,534.2336 -> 257.2336
Lyso_PI(13:0),548.2492,271.2492,PI,548.2492 -> 271.2492
Lyso_PI(14:0),562.2649,285.2649,PI,562.2649 -> 285.2649
Lyso_PI(14:1),560.2492,283.2492,PI,560.2492 -> 283.2492
Lyso_PI(15:0),576.2805,299.2805,PI,576.2805 -> 299.2805
Lyso_PI(15:1),574.2649,297.2649,PI,574.2649 -> 297.2649
Lyso_PI(16:0),590.2962,313.2962,PI,590.2962 -> 313.2962
Lyso_PI(16:1),588.2805,311.2805,PI,588.2805 -> 311.2805
Lyso_PI(17:0),604.3118,327.3118,PI,604.3118 -> 327.3118
Lyso_PI(17:1),602.2962,325.2962,PI,602.2962 -> 325.2962
Lyso_PI(17:2),600.2805,323.2805,PI,600.2805 -> 323.2805
Lyso_PI(18:0),618.3275,341.3275,PI,618.3275 -> 341.3275
Lyso_PI(18:1),616.3118,339.3118,PI,616.3118 -> 339.3118
Lyso_PI(18:2),614.2962,337.2962,PI,614.2962 -> 337.2962
Lyso_PI(18:3),612.2805,335.2805,PI,612.2805 -> 335.2805
Lyso_PI(18:4),610.2649,333.2649,PI,610.2649 -> 333.2649
Lyso_PI(19:0),632.3431,355.3431,PI,632.3431 -> 355.3431
Lyso_PI(19:1),630.3275,353.3275,PI,630.3275 -> 353.3275
Lyso_PI(20:0),646.3588,369.3588,PI,646.3588 -> 369.3588
Lyso_PI(20:1),644.3431,367.3431,PI,644.3431 -> 367.3431
