lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,DOD94_F3_Female_WT_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,Blank_Blank_Blank_Blank_Blank
[TG(46:3)]_FA18:1,0.4040494915523354,4.5793820147149455,0.8608041080499476,0.3535137654829905,0.9999413310567914,TAG,44843.96325683594,62825.26440429688,85481.02645874023,146311.0909423828,108019.18920898438,103214.00750732422,51906.08367919922,45829.803283691406,54335.3041381836,36208.3224029541
[TG(46:3)]_FA18:2,0.24038972423612928,5.827433343944464,0.30907596331826426,0.5782477654086517,0.9999413310567914,TAG,118096.1083984375,134704.3096923828,246070.7774658203,269061.7995605469,250953.1975097656,258129.49963378903,124596.52893066406,122478.2686767578,145975.39086914062,83974.86608886719
[TG(46:3)]_FA18:3,0.34344960502189814,7.001681493154802,0.6253420035027375,0.4290690633269003,0.9999413310567914,TAG,245251.45849609372,303619.04345703125,756712.6833496094,637195.31201171875,428274.7507324219,654173.7116699219,288051.47900390625,231168.9560546875,340776.14501953125,150336.63134765625
[TG(46:4)]_FA14:0,0.3580893686257894,5.693559830914437,0.6789010385764414,0.4099654045385267,0.9999413310567914,TAG,503568.7866821289,80801.28674316406,77305.90612792969,65638.80487060547,209563.11651611328,127689.5892944336,43952.20300292969,214056.33331298828,98632.30712890624,26334.401763916016
[TG(46:4)]_FA16:0,-0.07315977266743863,3.8594687762948032,0.029348222407236335,0.8639774790473447,0.9999413310567914,TAG,33862.82257080078,40633.34292602539,60813.12484741211,49353.00369262695,56267.32354736328,54636.843353271484,35580.10256958008,39251.682861328125,40457.222747802734,23549.921585083008
[TG(46:4)]_FA16:1,-0.02531670664381496,4.239853335427474,0.003501838976490035,0.9528116561653518,0.9999413310567914,TAG,40210.26272583008,40230.16287231445,73939.28503417969,66133.46466064453,68270.8247680664,86842.38653564453,47449.003509521484,42116.923248291016,49940.26373291016,46061.403259277344
[TG(46:4)]_FA18:0,-0.07912259955455579,4.3181639813944885,0.03434381061560998,0.8529773997868394,0.9999413310567914,TAG,39793.22250366211,57502.7840423584,86128.78732299805,74076.32461547852,87067.04586791992,76691.62530517578,51897.58349609375,45817.02294921875,66053.44418334961,23455.681671142574
[TG(46:4)]_FA18:1,0.07821847342652681,4.135304346269241,0.033158410572696084,0.8555085570909975,0.9999413310567914,TAG,35515.38244628906,39373.96252441406,60605.20455932617,60490.08450317383,67574.24523925781,87225.38589477539,45943.12324523926,34348.5022277832,40650.20275878906,48290.3430480957
[TG(46:4)]_FA18:2,0.5124257529676783,4.6753762114360855,1.3709788769203897,0.2416437703067892,0.9999413310567914,TAG,47549.003173828125,62519.7649230957,99133.2275390625,166821.45175170898,116992.38873291016,114273.62817382812,52888.40426635742,44708.78314208984,57172.624084472656,36456.08303833008
[TG(46:4)]_FA18:3,0.1716352361690572,6.17922462710778,0.15846836547552823,0.690570587719925,0.9999413310567914,TAG,146102.25024414062,174870.1923828125,333731.79931640625,329251.5251464844,286853.0217285156,332832.443359375,169169.072265625,155095.47094726562,193469.43383789065,109052.1884765625
[TG(46:4)]_FA20:4,0.1564591927020214,6.011984408025655,0.13184752238828423,0.716524103099684,0.9999413310567914,TAG,138878.5694580078,174233.17150878906,302938.30114746094,259079.35864257807,258868.35778808597,251519.05786132807,146423.45092773438,138690.83056640625,171367.51196289062,115508.98828125
[TG(46:5)]_FA14:0,-0.04135315669008119,3.893511719930266,0.009354405127055543,0.9229502069549567,0.9999413310567914,TAG,38204.20300292969,41896.00274658203,59450.82360839844,44392.84326171875,57984.864318847656,52829.62380981445,34221.4426574707,38291.74291992188,40969.2825012207,30267.742095947266
[TG(46:5)]_FA16:0,-0.17571533138543566,4.392516412984931,0.17057720318052816,0.6795993376556321,0.9999413310567914,TAG,50987.40365600586,66174.3646850586,82676.96563720703,69689.56546020508,89238.34649658203,62482.64471435547,44489.9231262207,73127.24481201172,60904.3041381836,26592.601684570312
[TG(46:5)]_FA16:1,0.0299923675493608,4.0304621490255546,0.004893804810938818,0.9442288919051772,0.9999413310567914,TAG,37974.84274291992,42853.10311889648,69063.42440795898,63383.484466552734,68184.1650390625,63486.4443359375,37274.44241333008,42437.92321777344,44855.94287109375,25023.12158203125
[TG(46:5)]_FA18:0,-0.24885342183829132,4.516584669387914,0.3438828873334039,0.5575964746799782,0.9999413310567914,TAG,57599.14392089844,67220.62512207031,95472.46649169922,71615.54595947266,84528.8056640625,71896.28503417969,65436.00439453125,65371.765380859375,68947.04461669922,30836.42227172852
[TG(46:5)]_FA18:1,-0.08297106319974927,4.292744386139429,0.03777674395291797,0.8458921260715295,0.9999413310567914,TAG,40836.62310791016,57707.123931884766,82002.92520141602,72844.82606506348,84530.84628295898,77968.28509521484,51633.70324707031,48166.0030670166,62676.60437011719,20021.681350708008
[TG(46:5)]_FA18:2,0.14437625460414286,4.371733052040331,0.11237165887814626,0.7374600244356847,0.9999413310567914,TAG,37957.20291137695,41458.36264038086,69113.20504760742,71258.98477172852,71652.98468017578,109442.16802978516,50960.82327270508,38638.56295776367,41375.18270874024,72666.74557495117
[TG(46:5)]_FA18:3,0.3699542409990463,4.993384148739138,0.7238593540600959,0.3948808815387582,0.9999413310567914,TAG,56806.4838256836,76373.28546142578,113313.62768554688,186896.73406982425,138309.0302734375,146978.42944335938,71064.904541015625,59101.06439208984,71869.44519042969,58477.58435058594
[TG(46:5)]_FA20:4,-0.01842056427469781,5.912261991006157,0.0018530707097852428,0.9656638226015076,0.9999413310567914,TAG,135016.90991210938,162484.21142578125,232635.9959716797,218416.2164306641,275293.83850097656,201851.63427734372,138254.67053222656,151673.8104248047,169256.03198242188,114478.82788085938
[TG(46:6)]_FA14:0,0.056639297327324215,4.270461991209111,0.0174165321789701,0.8950066683341822,0.9999413310567914,TAG,53850.723541259766,42649.423248291016,80698.045654296875,68293.16543579102,85964.48596191406,83154.84637451172,44063.78350830078,47881.84295654297,55018.763671875,26215.441955566406
[TG(46:6)]_FA16:0,0.24470328401500968,4.770122828255531,0.3201384745757423,0.5715244386949766,0.9999413310567914,TAG,64630.104553222656,65775.68450927734,149897.18920898438,107656.42727661131,106940.4266357422,115664.32745361328,59052.32427978516,59055.66375732422,69732.3046875,41872.12301635742
[TG(46:6)]_FA16:1,0.15086725365103876,4.318319791043666,0.12263939050899353,0.7261893026481,0.9999413310567914,TAG,39073.62286376953,51623.30352783203,90323.90704345705,85072.485595703125,107017.72692871094,75304.005126953125,44756.00308227539,44286.42346191406,57592.16412353516,24438.561477661133
[TG(46:6)]_FA18:0,0.005685438271769651,5.082983892003714,1.7619719210415496e-4,0.9894092479704798,0.9999413310567914,TAG,83711.666015625,94141.46618652344,147827.8494873047,122868.46856689452,142530.45056152344,115191.56787109376,75403.184814453125,86095.1455078125,100117.5672607422,52181.22375488281
[TG(46:6)]_FA18:1,-0.2975995344197,4.562959935047622,0.4934261912484316,0.482402926820183,0.9999413310567914,TAG,57605.42385864258,68499.5442199707,91256.0864868164,74165.70556640625,85275.88586425781,79332.66595458984,67545.26495361328,66831.40490722656,76069.52575683594,32727.76232910156
[TG(46:6)]_FA18:2,-0.014417430957551866,4.363284203440765,0.0011347566293125055,0.973127424262509,0.9999413310567914,TAG,41542.12292480469,60346.7438659668,86466.20687866211,83711.96469116211,79759.18630981445,83362.84558105469,51452.023864746094,47706.00308227539,63198.225158691406,27439.662078857426
[TG(46:6)]_FA18:3,0.056944390065921426,4.734556696161243,0.017604489483346697,0.8944449493668151,0.9999413310567914,TAG,50103.70358276367,50646.60348510742,86681.9460144043,76262.304443359375,83501.76556396484,139053.84927368164,66908.62496948242,45647.08358764648,56847.56378173828,107343.30657958984
[TG(46:6)]_FA20:4,0.05202382494707055,5.399319052922052,0.014699843098014753,0.9034986379371938,0.9999413310567914,TAG,106665.74757385254,122568.6283569336,147832.33081054688,152177.8901977539,242633.7145690918,153717.8309020996,97543.10693359376,113134.54861450195,119820.02783203124,38512.80276489258
[TG(47:2)]_FA14:0,0.10745150756839743,4.511475758001981,0.062430939913070915,0.8026941933364901,0.9999413310567914,TAG,58371.00369262695,49099.28314208984,96581.20712280272,100593.1467590332,100425.16595458984,93847.26550292967,55121.06384277344,55036.24377441406,59500.284240722656,30075.582305908203
[TG(47:2)]_FA16:0,0.2490413456073581,4.688246376821485,0.33146707356067395,0.5647964963257207,0.9999413310567914,TAG,49475.24346923828,59896.884338378906,123095.94799804688,131527.35052490234,84886.966064453125,144136.01025390625,65545.42510986328,53326.14373779297,61249.32409667969,31133.72201538086
[TG(47:2)]_FA18:0,0.023014575439952646,4.374660971642764,0.002883221728097851,0.9571776567680151,0.9999413310567914,TAG,42888.22302246094,53771.18360900879,79581.80487060547,90998.68588256836,80738.86511230469,88428.42694091797,50945.94354248047,50349.5231628418,56573.964111328125,33285.78259277344
[TG(47:2)]_FA18:1,0.16862559956488873,5.224812750867419,0.15299388256198654,0.6956905590338427,0.9999413310567914,TAG,72153.40521240234,100749.44787597656,159110.51025390625,169821.29302978516,169345.95123291016,186093.87524414065,92348.72589111328,78002.96533203125,107061.0485534668,34074.44226074219
[TG(47:3)]_FA14:0,0.2869891967198896,4.770641895485814,0.4387562422307383,0.5077233759147523,0.9999413310567914,TAG,157247.03219604492,55646.52444458008,79700.34521484375,72816.66567993164,145089.5682067871,75705.48522949219,37942.58264160156,97566.86709594728,52853.16326904297,29354.662048339844
[TG(47:3)]_FA16:0,0.15549310456867482,4.3085713153802025,0.13022582830001284,0.718198007250142,0.9999413310567914,TAG,48205.30331420898,52292.76335144043,87129.68682861328,69537.30487060547,95835.04669189452,86337.08612060547,43600.10305786133,47149.94375610352,53898.204040527344,25391.902130126957
[TG(47:3)]_FA16:1,0.3527324789870112,4.841573467552865,0.6590304948113044,0.4169024238277016,0.9999413310567914,TAG,50980.22326660156,69309.24462890625,133481.86920166016,156668.1713256836,99649.587158203125,162051.169921875,64857.12518310547,53062.40368652344,72336.48553466797,36269.74237060547
[TG(47:3)]_FA18:0,-0.1802534193785466,4.756856660502072,0.17956273620853835,0.6717492876931468,0.9999413310567914,TAG,59057.12384033203,68539.10528564453,109434.4478149414,87442.32565307617,99378.98712158205,102441.58697509766,79853.70526123047,66261.105224609375,73555.70556640625,54138.92404174805
[TG(47:3)]_FA18:1,0.04282172039272184,4.415151858170605,0.009966205287696539,0.9204785890820745,0.9999413310567914,TAG,43923.8232421875,52940.74365234375,89203.32583618164,84018.56604003906,91037.2661743164,94037.866943359375,53853.36328125,48947.20318603516,58301.12432861328,33760.82247924805
[TG(47:3)]_FA18:2,0.3414121800476168,5.582247640625112,0.6180389845567333,0.4317769463191107,0.9999413310567914,TAG,87737.36651611328,116028.82843017578,225029.79711914065,243825.35620117188,208538.97412109372,259331.93884277344,110766.72674560548,88198.68591308594,125373.60913085938,49353.00384521485
[TG(47:4)]_FA14:0,-0.10834574588088941,3.7436033714579846,0.0645336689724445,0.7994686894077336,0.9999413310567914,TAG,29324.401962280277,39787.04244995117,54337.14334106445,41325.94329833984,52337.48342895508,50377.62377929688,35309.42272949219,36436.36209106445,35052.94226074219,23968.66146850586
[TG(47:4)]_FA16:0,-0.020738278036007994,4.126651939091846,0.002348951839962865,0.9613448714735706,0.9999413310567914,TAG,43913.7428894043,48436.4030456543,71492.986572265625,58232.00451660156,70220.6044921875,68650.005126953125,40614.222747802734,45150.22311401367,50462.58360290527,27145.201873779297
[TG(47:4)]_FA16:1,0.19965520572832876,4.383877249540433,0.21392120418147448,0.6437112118156106,0.9999413310567914,TAG,46635.68298339844,55856.9241027832,92037.6456604004,78572.94570922852,110785.52752685548,89860.72644042969,42899.06332397461,49587.34356689453,58021.94396972656,24079.88153076172
[TG(47:4)]_FA18:0,-0.1310350488832858,3.7525565256358284,0.0945492413162583,0.7584714961917463,0.9999413310567914,TAG,35653.4225769043,38763.54260253906,47648.58331298828,44279.20330810547,49034.46337890625,50626.263427734375,34601.94226074219,37134.28283691406,37906.80258178711,22255.701629638672
[TG(47:4)]_FA18:1,-0.21726144407596426,4.861982565981596,0.2615453184919829,0.6090604825844794,0.9999413310567914,TAG,65231.86444091797,74632.44537353516,109069.98669433594,93614.345703125,106897.78723144533,109349.88732910156,88240.6867980957,70348.80456542969,81893.86492919922,57756.14465332031
[TG(47:4)]_FA18:2,0.05448751123513011,4.677775601265376,0.01612140825068309,0.898964057625415,0.9999413310567914,TAG,48829.263671875,61814.18475341797,98543.10595703124,98216.18603515624,104376.7477722168,121051.3685913086,68510.205322265625,54606.50390625,63174.4641418457,52618.50405883789
[TG(47:4)]_FA18:3,0.2833661497897078,5.919865214895339,0.4278990870479902,0.5130216388999858,0.9999413310567914,TAG,112304.68713378906,151377.00952148438,304605.7028808594,304149.72467041016,226916.29638671875,323557.3634033203,148793.1903076172,108871.36724853516,165035.6713256836,60253.384338378906
[TG(47:4)]_FA20:4,0.13154196564630175,5.41879252236151,0.09338459194418647,0.7599176528431812,0.9999413310567914,TAG,91420.66668701172,115265.12817382812,194597.47497558597,191802.5145263672,176680.43267822266,173811.13110351562,104837.92764282228,84986.865966796875,126654.90936279295,54431.30383300781
[TG(47:5)]_FA14:0,-0.024556639408448825,3.7177047137671857,0.0032943955043265305,0.954229092227043,0.9999413310567914,TAG,34073.68258666992,33453.96228027344,53396.104064941406,41349.74267578125,50091.40347290039,54117.58432006836,31342.20223999023,35649.142669677734,33470.722564697266,24749.94171142578
[TG(47:5)]_FA16:0,-0.01673407831518533,4.355809806976616,0.0015289978796317882,0.9688087455344828,0.9999413310567914,TAG,42405.62313842773,55972.60388183594,82498.60586547852,75375.24499511719,100482.20715332033,73847.865234375,52907.8840637207,48512.703216552734,58256.78363037109,30917.122131347656
[TG(47:5)]_FA16:1,-0.02064114858567624,4.285069637816604,0.0023270142951332673,0.9615256600214849,0.9999413310567914,TAG,47644.72351074219,48571.10321044922,84627.3257446289,72588.6848449707,82562.96612548828,76193.76477050781,44858.72280883789,49454.823654174805,60000.76434326172,25925.581817626957
[TG(47:5)]_FA18:0,-0.16708528400952327,4.484899639549045,0.15413916841271202,0.6946107922267425,0.9999413310567914,TAG,97697.46771240234,62534.92462158203,72449.08508300781,56531.3840637207,76466.68542480469,66685.0443725586,54620.86407470703,73745.70553588867,62477.48474121094,25352.20181274414
[TG(47:5)]_FA18:1,-0.11695686992041851,3.7754389281745344,0.0752472739463883,0.7838445824484214,0.9999413310567914,TAG,34961.64245605469,41047.54296875,47491.24346923828,44010.46298217773,52953.78341674805,55244.08395385742,35298.06253051758,36952.42282104492,40004.822814941406,19625.88133239746
[TG(47:5)]_FA18:2,-0.1567504114026576,5.273805013428348,0.13556459407550392,0.7127308393073992,0.9999413310567914,TAG,71556.84454345703,85441.78567504883,146156.02996826172,119206.18774414062,127098.8285522461,170593.3106689453,130564.7698059082,78225.84552001953,82099.7470703125,114814.22702026369
[TG(47:5)]_FA18:3,-0.022853481951370512,5.110014351260007,0.0028531593611660355,0.9574012753614687,0.9999413310567914,TAG,62496.42443847656,76930.22576904297,136293.6098022461,115163.34829711914,117531.9487915039,175400.39306640625,105163.5458984375,68963.50476074219,76487.92626953125,90365.66650390624
[TG(47:5)]_FA20:4,0.04018089824363565,4.665884721630426,0.008776824953855566,0.9253596162249775,0.9999413310567914,TAG,53268.14358520508,68395.22518920898,107617.36785888672,96041.9465637207,111965.60791015624,106706.20779418944,63685.08459472656,56446.74374389648,73745.985107421875,36475.442626953125
[TG(47:6)]_FA14:0,0.2132041733199829,4.7847787908898605,0.24367020024305952,0.6215677792481835,0.9999413310567914,TAG,85684.04699707031,56908.624084472656,168964.13134765625,97409.646484375,109280.38787841795,105824.08825683594,51769.62335205078,65268.344299316406,81081.72625732422,31061.08203125
[TG(47:6)]_FA16:0,0.1937973405950462,5.28986979895596,0.20165965856722323,0.653384539372091,0.9999413310567914,TAG,87328.84558105469,93279.546875,230203.298034668,180684.71435546875,149631.09033203125,156291.5301513672,85778.8657836914,86448.18688964844,113293.06774902344,39222.76287841797
[TG(47:6)]_FA16:1,0.08587842986589704,4.506473992581896,0.0399478845541239,0.841582512483376,0.9999413310567914,TAG,47729.58349609375,61388.66439819336,94227.56652832033,87259.96519470215,126616.24853515624,81544.98583984375,57567.78448486328,51309.50396728516,62467.34423828125,29060.34210205078
[TG(47:6)]_FA18:0,-0.08748642402961114,4.596372114433685,0.04201504866223971,0.8375910894139467,0.9999413310567914,TAG,59591.96368408203,67458.36541748047,96688.48699951172,90536.565185546875,91662.70599365234,87248.18640136719,55106.70428466797,70615.86505126953,69830.30572509766,35157.06246948242
[TG(47:6)]_FA18:1,-0.21239104649545731,4.551816102878079,0.24986230742297266,0.6171720477078217,0.9999413310567914,TAG,103639.08688354492,66082.9642944336,68803.08486938477,63364.88455200195,76921.14596557617,69460.24533081055,52138.8041381836,79957.82537841797,73793.62567138672,23798.62149047852
[TG(47:6)]_FA18:2,-0.015288370536048541,3.909823931973614,0.001276034225213607,0.971504330282839,0.9999413310567914,TAG,40961.98294067383,38108.50256347656,57206.7639465332,49355.66305541992,61904.62411499024,63960.664978027344,36345.70233154297,40435.64279174805,40136.50289916992,22874.74151611328
[TG(47:6)]_FA18:3,-0.3097767673471585,5.998137568671649,0.5350907073807321,0.4644744483402013,0.9999413310567914,TAG,96032.30725097656,138785.58908081055,235820.47412109372,151704.03240966797,161030.6300048828,295676.9006958008,249009.81719970703,110122.7476196289,122240.2489013672,247630.97534179688
[TG(47:6)]_FA20:4,0.005322509987567513,4.5853547033870665,1.5442080666616675e-4,0.9900852494364153,0.9999413310567914,TAG,54845.52420043945,66694.90441894531,90676.46615600586,88454.34671020508,98084.22705078124,100244.20806884766,63487.56466674805,53326.36389160156,67213.38482666016,38941.44253540039
[TG(47:6)]_FA22:5,-0.1344121922998808,5.6312681945139875,0.09952069832706911,0.752405574627925,0.9999413310567914,TAG,192647.63467407227,137458.96997070312,118948.16744995116,123451.62829589844,248267.24020385745,178757.2727355957,79019.325927734375,220610.3742980957,122133.94873046876,44318.84298706055
[TG(48:2)]_FA14:0,0.24052672775519474,6.0743712224809014,0.30942702317406656,0.5780319997882388,0.9999413310567914,TAG,75472.82550048828,81607.985595703125,325032.08306884766,493039.7178955078,421345.4682617188,266618.9362182617,144205.35131835938,199626.4754638672,143430.44915771484,44309.38317871094
[TG(48:2)]_FA16:0,0.06070705317254021,7.391299763055645,0.02000339901587722,0.8875275913529627,0.9999413310567914,TAG,238486.19677734372,280213.2783203125,684687.388671875,1095267.0832519531,818543.39453125,707835.95361328125,418833.2915039063,482930.1987304688,396420.328125,165637.21020507812
[TG(48:2)]_FA16:1,0.3718733490565743,8.648662890898581,0.731309255301313,0.39245913682576744,0.9999413310567914,TAG,546031.39990234375,663585.34619140625,2877151.0185546875,2862767.360839844,1444376.0322265625,1807096.2119140625,894619.4665527344,895711.67041015625,975800.17431640625,170524.33129882812
[TG(48:2)]_FA18:0,0.4765978933845671,5.124619756150722,1.189897909290039,0.27535015015842984,0.9999413310567914,TAG,52548.203674316406,71328.92498779297,125675.26641845705,266960.3178100586,197934.7120361328,144457.67053222656,70999.08532714844,75997.845947265625,73649.6254272461,33988.16226196289
[TG(48:2)]_FA18:1,0.28761884181388814,6.518370281361732,0.4406831561273066,0.506792909187165,0.9999413310567914,TAG,144118.36975097656,168360.53247070312,364517.3200683594,614793.5435791016,514745.8551025391,417308.3884277344,206998.61669921875,225939.2763671875,213980.5369873047,65631.744873046875
[TG(48:3)]_FA14:0,0.18963604857930463,5.0001487517257575,0.19315710343289538,0.660301875286376,0.9999413310567914,TAG,62138.10479736328,52622.08337402344,104832.5869140625,188938.7958984375,224923.4552001953,115360.5284423828,66655.60409545898,97306.3071899414,69573.96447753906,29783.30210876465
[TG(48:3)]_FA16:0,0.04636777292234141,4.854230853047235,0.011682207552667023,0.913928852629616,0.9999413310567914,TAG,61426.364990234375,64103.70446777344,125923.52862548828,153738.13146972656,137807.32830810547,104047.26678466795,76433.38595581055,88096.22622680664,61985.304443359375,24450.881774902344
[TG(48:3)]_FA16:1,0.1109912304052517,7.534981516711428,0.06659800139641447,0.796356059235382,0.9999413310567914,TAG,261829.83935546875,323701.72216796875,791089.7353515625,1193923.96484375,944109.1220703124,790692.4990234375,434962.8544921875,515474.7348632813,460834.6323242188,164005.93188476562
[TG(48:3)]_FA18:0,0.009046013813171267,3.9494810922182135,4.4590592824533815e-4,0.9831527348971668,0.9999413310567914,TAG,37071.82278442383,38853.18292236328,62741.62493896485,59814.48443603516,63088.08428955078,63332.74453735352,35396.702239990234,40162.22280883789,43610.68307495117,23229.881774902344
[TG(48:3)]_FA18:1,0.47314277592467296,5.1881794229916744,1.1730806082905474,0.27876916146213654,0.9999413310567914,TAG,53412.96350097656,82822.106201171875,116504.0082397461,261478.76092529297,227880.47332763672,159498.13189697266,78484.52575683594,77027.38488769531,76637.3051147461,32116.1423034668
[TG(48:3)]_FA18:2,0.4386672888995621,7.139831701216187,1.011552945838048,0.3145310885173032,0.9999413310567914,TAG,218450.17712402344,255875.19775390625,725299.3864746094,971960.2106933594,687383.0625,679029.46337890625,312062.2244873047,313594.42236328125,296605.1408691406,100720.38708496094
[TG(48:4)]_FA14:0,-0.04027258569202362,3.9607215845935007,0.008871275386582056,0.9249602553828632,0.9999413310567914,TAG,32468.902465820312,40644.72271728516,64842.6244506836,58744.84381103516,64921.864807128906,57447.28381347656,39538.06253051758,42747.44329833984,37859.80255126953,28108.98190307617
[TG(48:4)]_FA16:0,0.23297996737476726,5.032828487578361,0.2904900271500992,0.5899066803934558,0.9999413310567914,TAG,222285.63815307617,83072.34631347656,85000.86624145508,85317.326904296875,110911.16979980467,89790.36666870117,53559.56414794922,85583.7275390625,98933.60580444336,25506.50180053711
[TG(48:4)]_FA16:1,0.0823813649337876,4.956216252697005,0.03677184613343343,0.8479303099147599,0.9999413310567914,TAG,61474.54382324219,70304.72518920898,135489.4711303711,161941.03009033203,160645.8096923828,118495.44818115234,76000.12469482422,91297.2262878418,73738.88558959961,23113.081817626957
[TG(48:4)]_FA18:0,-0.08960369381619222,4.068676256991163,0.04407858964430034,0.8337074648279186,0.9999413310567914,TAG,55830.223541259766,45598.80307006836,59689.2643737793,48105.10372924805,67367.6450958252,58401.60458374024,40239.28271484375,49925.42352294922,45283.10299682617,24575.0016784668
[TG(48:4)]_FA18:1,-0.003027670106068781,4.044848075058756,4.99981682651196e-5,0.9943582545229054,0.9999413310567914,TAG,38371.24249267578,44285.8030090332,60603.064453125,63381.10388183594,74498.4252319336,68358.9047241211,41802.40307617188,39254.30291748047,48324.483306884766,21978.041534423828
[TG(48:4)]_FA18:2,0.48539215010017384,5.520216215093442,1.2332418378757666,0.2667775029502546,0.9999413310567914,TAG,64653.02453613281,92195.18670654295,172216.35290527344,344340.9862060547,261985.21807861328,202641.13555908203,94339.88623046876,98073.026611328125,96812.56658935548,43992.80352783203
[TG(48:4)]_FA18:3,0.2994540159438334,7.569612641085682,0.47721525080032734,0.48968640856356205,0.9999413310567914,TAG,294332.4025878906,356720.86572265625,1016717.0529785156,1231493.2006835938,796920.1794433594,939630.2268066406,463933.6550292969,441316.1752929688,428227.2302246094,131016.14916992188
[TG(48:4)]_FA20:4,0.2379248737940552,6.145973705930544,0.30283550105832546,0.582110252676668,0.9999413310567914,TAG,128289.54870605467,169092.4920654297,378885.3465576172,355623.9061279297,262203.7199707031,328368.60290527344,156126.7901611328,140950.52966308594,200394.81396484372,91271.6063232422
[TG(48:5)]_FA14:0,0.07479965135089393,4.469146044933273,0.030332292232060354,0.8617383968927226,0.9999413310567914,TAG,42385.62307739258,58306.72448730469,107964.94702148438,87529.08563232422,87966.506591796875,80905.905517578125,51006.563568115234,51331.96368408203,58771.384033203125,43245.98303222656
[TG(48:5)]_FA16:0,-0.15625006813877346,4.193285679665724,0.13468886918394674,0.7136191509449752,0.9999413310567914,TAG,44581.90267944336,60097.46447753906,74511.84564208984,58641.82409667969,64613.82458496094,60283.184661865234,44611.163146972656,48119.20315551758,60142.12396240234,26579.601806640625
[TG(48:5)]_FA16:1,-0.001892700294352198,5.239577755762955,1.9538484593795147e-5,0.9964731735789087,0.9999413310567914,TAG,232905.28259277344,100258.34777832033,96635.74768066406,94860.70709228516,122435.40881347656,99086.74816894533,52502.603424072266,148682.1502685547,105575.9266357422,27615.961853027344
[TG(48:5)]_FA18:1,-0.05887002009476792,4.140762023826636,0.018983301998105162,0.890414367005454,0.9999413310567914,TAG,60511.22421264648,50206.94342041016,60657.18350219727,49330.02334594727,74452.42568969727,61955.8039855957,38020.40252685547,55368.164154052734,48499.16302490234,23048.981674194336
[TG(48:5)]_FA18:2,0.07056470479444962,4.192294847123343,0.027003503747607738,0.8694733903888252,0.9999413310567914,TAG,40021.06274414063,45890.0234375,77954.56561279297,71481.44485473633,80667.14587402344,78210.56530761719,41965.22290039063,45437.0627746582,49838.14352416992,26923.101928710938
[TG(48:5)]_FA18:3,0.33393050879833225,5.851225473774725,0.5916392131875909,0.44178594429085855,0.9999413310567914,TAG,79590.385986328125,121523.34790039062,227902.87353515625,389467.3524169922,301198.14404296875,267123.6794433594,139046.22985839844,124634.7894897461,127602.6297607422,57785.583557128906
[TG(48:5)]_FA20:4,0.17512711884348692,5.588331383991354,0.16493215556897678,0.6846556060668008,0.9999413310567914,TAG,90426.06610107422,125247.08862304688,201368.15673828125,225229.2353515625,210146.5743408203,210975.4539794922,109408.087890625,106149.84771728516,127463.36889648438,72705.88537597656
[TG(48:5)]_FA22:5,0.09063046525286549,5.406229019001101,0.04447607521660757,0.832970363595296,0.9999413310567914,TAG,115953.9482421875,112282.40753173828,169333.39190673828,139628.69067382812,210296.71502685547,177331.9722290039,84027.52587890625,119527.80834960938,117923.58825683594,49533.68328857422
[TG(48:6)]_FA14:0,0.12098449509862966,5.167905659847893,0.07906293752864713,0.7785713275700317,0.9999413310567914,TAG,84051.30603027344,94468.0859375,155435.15063476562,132721.36950683594,153949.6103515625,140472.80981445312,81397.9853515625,84533.326416015625,91638.96716308594,65996.14453125
[TG(48:6)]_FA16:0,0.3427890148427291,5.010638773256109,0.6229463450508774,0.42995450840842137,0.9999413310567914,TAG,69461.6849975586,82787.54571533203,161466.37371826172,139115.12890625,130607.9296875,180410.01348876956,71870.184814453125,61701.74481201172,84985.14514160156,32211.022216796875
[TG(48:6)]_FA16:1,0.003451949330094258,4.329388313613082,6.496185460491688e-5,0.9935692064576843,0.9999413310567914,TAG,46561.30352783203,65517.26443481445,83912.88571166992,69694.66497802734,79260.78601074219,74955.2847290039,43937.82290649414,46941.36358642578,66245.7451171875,28042.322052001957
[TG(48:6)]_FA18:0,0.34112463550671707,4.894094946743964,0.6169977874887991,0.43216511965644056,0.9999413310567914,TAG,59161.90399169922,74510.00506591797,288753.32635498047,94717.80633544922,89753.785888671875,98153.467041015625,62980.64465332031,59944.5244140625,75152.38580322266,38690.462890625
[TG(48:6)]_FA18:2,0.018491864835636612,4.239976246884798,0.001862009752898075,0.9655811562180362,0.9999413310567914,TAG,63891.62469482422,51085.22305297852,68543.52545166016,58366.30386352539,76094.244873046875,69421.08486938477,40279.423248291016,53833.44403076172,51183.48342895508,27828.181884765625
[TG(48:6)]_FA18:3,0.038573174006689366,4.409587625690177,0.00808940418227877,0.9283340084223498,0.9999413310567914,TAG,45618.68307495117,53200.763916015625,88452.04602050781,80160.76513671875,87669.22644042969,93925.9263305664,51204.30307006836,48183.10302734375,60738.32415771485,35566.7424621582
