Lipid,Class,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PS(20:3) | PS (20:3),PS,17133.521060943604,28818.082092285156,15811.36103439331,49217.82362365723,47578.22351074219,30542.102310180664,22239.741722106934,26219.26190185547,46683.86346435547,44625.02328491211,72401.92562866211,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(20:3) | PS (20:3)_2,PS,15695.661170959473,31765.682327270508,12438.020851135254,48319.34346008301,50257.06365966797,28191.622100830078,20871.161136627197,20367.801391601562,48881.663024902344,43998.64279174805,73284.9259185791,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(20:4) | PS (20:4),PS,15432.760913848877,26313.021743774414,11885.84073638916,35489.222396850586,40933.38299560547,30689.321990966797,15909.421020507812,24971.241653442383,38615.502670288086,36383.322265625,56449.204010009766,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(20:4) | PS (20:4)_2,PS,16542.641094207764,30179.642166137695,16713.220832824707,36217.502685546875,40887.402770996094,30036.362243652344,10216.360660552979,23003.30158996582,37890.86274719238,38156.18225097656,57925.26445007324,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(20:5) | PS (20:5),PS,29569.921871185303,51257.02308654785,43639.643772125244,72087.56481933594,71849.56512451172,73361.48553466797,31502.30210876465,56554.48406982422,73900.40475463867,65048.54461669922,110512.24768066406,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(20:5) | PS (20:5)_2,PS,24169.901565551758,63200.284255981445,43537.1630821228,66807.58410644531,66848.66497802734,72018.68505859375,42639.30289840698,59156.32434082031,76606.40478515625,63597.664794921875,115041.00830078125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(21:0),PS,15582.38094329834,33283.32272338867,14904.701164245605,65137.42344665527,70739.10446166992,35980.66264343262,25480.081714630127,27642.241729736328,74622.74548339844,82450.44532775879,61911.623962402344,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:0 | PS (22:0),PS,64381.52437591553,61049.34436035156,63037.685050964355,87838.76629638672,87984.26611328125,64278.404296875,59114.12419128418,55625.283447265625,90421.82568359375,82004.52606201172,90245.72631835938,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:0 | PS (22:0)_2,PS,89391.30450439453,62177.744064331055,68333.04535675049,94667.2865600586,87196.6460571289,61787.863830566406,64074.884826660156,55667.10418701172,91692.10675048828,84399.2060546875,83450.10632324219,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:1) | PS (22:1),PS,14526.141040802002,24214.941848754883,13813.281047821045,42059.54327392578,43152.48336791992,25680.28192138672,15046.100765228271,18056.001403808594,42519.00328063965,41692.863189697266,51666.10353851318,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:1) | PS (22:1)_2,PS,13372.660800933838,21134.881607055664,12699.060768127441,39364.14254760742,43786.262619018555,28686.20189666748,20363.801383972168,20400.361541748047,41728.662857055664,40676.46272277832,53168.72396850586,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:2) | PS (22:2),PS,23789.44136428833,28112.181716918945,21484.681156158447,54884.78413391113,59309.903381347656,29130.5224609375,21467.721221923828,24793.961540222168,54672.26371765137,53836.78309631348,55387.34255981445,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:2) | PS (22:2)_2,PS,24139.70188522339,30303.862174987793,22492.121616363525,48475.80354309082,59051.764221191406,32323.662155151367,22356.621253967285,19557.28126525879,55789.104248046875,53722.12368774414,58952.36463928223,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:4) | PS (22:4),PS,22896.48169708252,34449.202239990234,24961.681854248047,61765.724548339844,60545.94415283203,41204.423095703125,24391.781826019287,28885.722137451172,57637.383697509766,59425.204528808594,59931.30465698242,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:4) | PS (22:4)_2,PS,22884.84171295166,33150.90232849121,25564.201793670654,60122.82385253906,63084.02377319336,40597.042236328125,26837.021812438965,27774.26202392578,58089.004638671875,55730.90380859375,66614.36401367188,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:6) | PS (22:6),PS,18537.561279296875,41547.442932128906,27948.202125549316,75914.30545043945,91221.36721801758,50422.783935546875,28665.26245880127,34887.622497558594,77331.68566894531,85777.22644042969,62927.42401123047,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_PS(22:6) | PS (22:6)_2,PS,24433.182037353516,43726.84281921387,18715.421356201172,72770.96514892578,87582.9457397461,49256.083251953125,31387.20221710205,39984.523010253906,76736.14617919922,80225.50509643555,61331.38409423828,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_Sphinganine-1-phosphocholine,SM,153746.052734375,150175.46923828125,176523.90893554688,205671.07287597656,215744.57739257812,151694.17260742188,181463.50799560547,52212.203968048096,223580.6982421875,185214.31298828125,277995.00061035156,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
Lyso_Sphingosine-1-phosphocholine,SM,81775.86724853516,85903.36688232422,91782.22644042969,127676.89025878906,132027.6318359375,82935.06634521484,98304.3677368164,52652.50328063965,124501.0693359375,99880.6865234375,128523.28833007812,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
O-(11-carboxyundecanoyl)carnitine,CAR,1474095.4887695312,1767469.7470703125,1581158.4799804688,1897017.4133300781,1605101.083984375,1548128.7014160156,1759246.6594238281,1817530.3332519531,1818691.2094726562,1472280.3151855469,1432417.7971191406,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
O-(13-carboxytridecanoyl)carnitine,CAR,2110475.984375,2267488.3576660156,2318483.2495117188,2595080.1494140625,2656519.479736328,2230760.438720703,2560222.873046875,2573945.6643066406,2645433.884033203,2549217.2326660156,3416885.3427734375,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
O-(17-carboxyheptadecanoyl)carnitine,CAR,1547938.091796875,1767424.203125,1733107.8115234375,1904498.5239257812,1968279.7216796875,1722163.9125976562,1877667.6440429688,1855567.626953125,1958748.5366210938,2000980.7578125,1911734.6020507812,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
O-arachidonoylcarnitine,CAR,1606444.248046875,1581450.2255859375,1706995.9501953125,1925770.7993164062,1992535.3129882812,1653651.3374023438,1859686.2846679688,1922244.0390625,2052466.7138671875,2030648.822265625,2433795.9155273438,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
O-behenoylcarnitine,CAR,918663.2543334961,1015143.6715965271,1046629.1194114685,1159352.5242614746,1183595.9450912476,1016328.2003860474,1170790.031513214,1169881.9305725098,1214997.707458496,1199428.2618026733,1460080.6394119263,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
"O-oleoylcarnitine, Elaidic carnitine",CAR,2176943.9604492188,2820594.7856445312,2794081.3002929688,2715296.607421875,2836430.0146484375,3047597.2622070312,2503960.041015625,2960651.0043945312,2859035.7294921875,3032366.4145507812,2078276.6245117188,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",CAR,1385193.2858886719,1409915.1789550781,1459747.1696777344,1718928.3461914062,1681448.0129394531,1419099.7780761719,1616132.1928710938,1669081.0307617188,1825302.4543457031,1595283.7138671875,2192422.580078125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (30:0),PC,72801.08450317383,391338.7117919922,108587.56945800781,124928.19088745117,120522.75088500977,122156.1474609375,106600.94610595703,17507.461261749268,111930.44827270508,115846.28811645508,60246.084213256836,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (30:1),PC,74715.64407348633,416144.62854003906,108181.40823364258,123018.46990966797,114475.02696228027,118499.30799865723,104044.4260559082,16657.30113220215,104888.18682098389,102112.76795959473,61894.845123291016,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (30:2),PC,73565.58590698242,429697.21673583984,104348.8675994873,115490.2880859375,112548.90631103516,110530.94802856445,102225.46545410156,14522.701068878174,99768.40505981445,112151.60835266113,56625.44430541992,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (32:0),PC,426905.2700500488,7163767.58996582,695434.5860595703,846672.7756347656,836932.9093933105,1342194.294631958,1271427.7728424072,58652.083251953125,1263623.2343444824,1604503.2309112549,47592.60353088379,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (32:1),PC,418487.78283691406,7818270.932556152,637687.8773498535,824249.7723693848,825254.3915405273,1367319.778503418,1289537.480621338,45717.764099121094,1314897.7739868164,1808885.2483520508,49777.303451538086,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (32:2),PC,450606.71350097656,7888158.215942383,651045.5532684326,875913.4967651367,741068.885345459,1351196.6850585938,1183275.7173461914,43436.36325073242,1236786.7782745361,1631968.0472106934,53116.663650512695,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (32:3),PC,419251.1065673828,7343195.507446289,621406.620513916,829960.1398010254,829691.2442321777,1201247.7471618652,1223784.7496948242,60236.284786224365,1225433.2733764648,1608706.7545166016,51552.863693237305,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (32:4),PC,248226.3409423828,3437179.1732788086,368471.08416748047,628592.6538391113,569757.8708496094,710603.7426147461,658993.5891113281,31673.301933288574,915391.12890625,1181219.6395874023,49518.30349731445,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (32:5),PC,159636.4114074707,1894942.3486938477,247461.0770111084,374823.22229003906,330099.0574951172,386171.5890197754,379000.37130737305,29585.7017288208,453531.3371582031,579343.8569946289,53489.323822021484,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (34:0),PC,603786.881652832,12552702.819000244,941699.3877258301,1125983.251739502,1178566.6207122803,1433346.9426574707,1278487.8649902344,46909.842960357666,1281487.8049316406,1696748.203277588,41339.46290588379,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (34:1),PC,628704.3765563965,12612282.073852539,1068184.6707305908,1098086.6652526855,1245018.453704834,1485534.6594543457,1216729.564163208,41541.74333190918,1298016.4420471191,1707484.1157989502,36019.26232910156,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (34:2),PC,712174.5064697266,12546810.162353516,1070276.280532837,1154056.8831176758,1295362.3955078125,1524304.7133789062,1359254.6876831055,42987.78302001953,1342187.9460754395,1779779.2218017578,42255.16339111328,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (34:3),PC,907888.7071533203,19383231.46862793,1467655.251373291,1773161.9710388184,1701044.7861328125,2591436.0328674316,2363891.7829589844,62258.02487182617,2364359.4662475586,3140575.685760498,42642.14239501953,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (34:4),PC,907231.9483032227,17858137.23461914,1460516.9945983887,1774699.7514038086,1810527.6062011719,2593891.733215332,2182887.515686035,66044.54438781738,2359206.197570801,2929873.885848999,42724.80323791504,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (34:5),PC,637867.320526123,11978499.087768555,998883.9015045166,1490512.654296875,1386077.9812316895,1885691.480834961,1815037.8078918457,56134.7633972168,2069122.562347412,2655078.2959594727,40900.86331176758,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (34:6),PC,466239.2950744629,8511072.836547852,676761.5384521484,895605.5742645264,828511.2948608398,1453333.6697540283,1329666.5189819336,51458.523178100586,1340993.6179199219,1911998.4697265625,36801.94223022461,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:0); PCp(38:6),PC,259913.45834350586,4415483.768127441,404203.798538208,501732.61752319336,490324.37504577637,608937.5494232178,536617.1040496826,30348.1622467041,512936.7006225586,704872.9450454712,40671.02262878418,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:0); PCp(38:6)_2,PC,266564.74310302734,4385001.407592773,398814.83627319336,456085.11933898926,504190.73516845703,577410.3676300049,533921.7199401855,33312.14247131348,524585.4631958008,682445.1289215088,36498.38232421875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:1),PC,267520.6982116699,4257458.500793457,410542.6410827637,476557.8649291992,519122.6141357422,585485.858581543,571128.4786071777,29771.36269378662,570017.9784545898,709561.9246673584,38418.34245300293,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:2),PC,338383.81607055664,6547054.532836914,510861.31077575684,512960.8851623535,620163.6167297363,752633.8298339844,730934.6446685791,36005.482162475586,636512.2871704102,814948.791809082,36513.8621673584,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:3),PC,719691.6755981445,13835294.039245605,1103990.5305023193,1080139.570892334,1169060.3991394043,1534922.6520996094,1440910.1892700195,45851.42393493652,1198528.9013824463,1534095.8400115967,39518.002670288086,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:4),PC,978536.9825439453,18627279.018676758,1459716.989868164,1832690.5215759277,1901743.4043579102,2252229.1623687744,2075945.0811157227,61388.68461608887,2096319.9205932617,2678085.94039917,37044.02278137207,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:5),PC,851489.8762207031,17421224.068145752,1351792.802986145,1540312.9434509277,1714870.1974487305,1948243.732421875,1901983.7871704102,53216.48407745361,1843176.958847046,2458360.6613311768,36505.94256591797,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:6),PC,746303.6601257324,15047176.547210693,1101017.4152832031,1318915.9271240234,1416989.590423584,1799577.7883911133,1649388.4610595703,52827.70310974121,1703571.7547302246,2083466.646118164,39996.64321899414,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:7),PC,693486.1385192871,12946903.819152832,1154330.5285339355,1244325.1918029785,1366423.3130493164,1573570.8822631836,1440989.174621582,48606.74264526367,1503536.1922607422,2005140.5511779785,41506.08236694336,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (36:8),PC,672014.317199707,13035833.316101074,1002044.469909668,1177928.201538086,1229328.3050231934,1479966.2419128418,1398340.3334350586,42692.76382446289,1436670.2541351318,1851009.7006225586,42892.32275390625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:0),PC,451433.0520019531,4116549.240447998,633248.2685852051,1481456.2604370117,1037142.4198913574,693438.1508483887,784046.9677429199,105959.26664733887,1337352.748046875,828923.1810913086,201841.65563964844,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:1),PC,456212.6103820801,4396067.108062744,621743.3875732422,1476322.3272399902,1094164.189086914,721940.5462646484,812612.708984375,88011.82405471802,1348167.953277588,855555.1886444092,197077.77838134766,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:2),PC,501484.9812927246,4535130.460845947,703016.5674285889,1500403.1217346191,1103206.2940979004,786782.4853820801,867565.1634216309,105535.12648773193,1388953.6940307617,856192.1399078369,180217.9161529541,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:3),PC,620858.499206543,7816160.118347168,846566.3328552246,1709095.600189209,1413220.1515960693,949413.2244262695,1052499.165222168,100276.1467590332,1576680.2421264648,1178898.9043884277,131699.63079833984,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:4),PC,609069.1998901367,8218006.539428711,884731.9468383789,1753939.0909729004,1376433.8774719238,1063857.2419433594,1010126.9606323242,95018.5260848999,1558908.745513916,1119988.7946014404,36616.4825592041,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:5),PC,584598.2369689941,7666555.805725098,871086.1785736084,1746017.4396362305,1319873.819519043,1000440.7562866211,1063915.464263916,99053.12864685059,1584955.8664093018,1162575.3454589844,32916.36234664917,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:6),PC,614652.8878173828,7979263.383911133,885553.6392211914,1713926.362854004,1380685.2532348633,1209353.5899047852,1331739.1172485352,117856.31089019775,1800276.5747375488,1468527.9445800781,36380.62239074707,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:7),PC,594466.8642578125,7349719.2127075195,809004.3742980957,1615411.0402526855,1326591.7701721191,1223141.7564697266,1216041.545928955,106129.68775939941,1759045.2538604736,1400932.3697814941,37295.28276062012,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:8),PC,542347.4522094727,7248543.020202637,802764.8595581055,1599222.512878418,1229920.2554626465,1125102.172454834,1132825.0487060547,95940.6453704834,1636398.6145324707,1296047.0419769287,34549.04225921631,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PC (38:9),PC,486081.2997741699,6211240.467529297,749152.9189910889,1533803.3201293945,1136448.7510681152,920448.3539733887,963678.3581237793,80500.1660079956,1513855.494720459,1116396.079360962,34778.76306152344,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
