Lipid,Class,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
CerP(d18:1/24:0),Cer,68495.08568572998,61133.04454803467,69996.303981781,66024.405128479,68788.08518600464,69359.74527359009,68383.18479537964,75840.66597747803,67767.52487182617,44733.403621673584,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
CerP(d18:1/24:1(15Z)),Cer,65380.04475784302,66128.7850189209,69014.62520980835,65748.88497924805,62033.40418624878,70879.74507141113,65431.344665527344,75196.10556793213,64007.36405181885,41887.46297836304,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
CerP(d18:1/26:0),Cer,49547.48328781128,49316.36326599121,46465.52348327637,46860.863582611084,49741.92379760742,51883.223876953125,49429.0036239624,49121.68328857422,38473.88240432739,58284.964336395264,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
CerP(d18:1/26:1(17Z)),Cer,49281.1033782959,51483.20338821411,43641.90308761597,48187.4834022522,48283.38327026367,52253.70330429077,49866.66344451904,50924.0834236145,37757.48268890381,60922.62433242798,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
CerP(d18:1/2:0),Cer,81996.7264251709,87536.06591796875,80685.2452545166,78275.96561431885,76570.36514282227,78236.74575042725,77440.2847290039,87621.36699676514,83306.0661315918,62790.16516113281,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
CerP(d18:1/8:0),Cer,50290.663398742676,57364.64366531372,45144.32292175293,87236.04597473145,46432.32344055176,52125.743896484375,53584.103675842285,48419.82300567627,49027.083404541016,49341.603076934814,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",CE,785230.433883667,486303.7544708252,242612.57849502563,212423.1340522766,4335094.217636108,2424601.445907593,1214155.4890136719,473240.09295654297,260224.8973274231,95162.20687866211,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Cholesteryl nitrolinoleate,CE,1035345.849609375,787725.51953125,392853.38888549805,329565.4995727539,4343857.308349609,2643083.2318115234,1497477.1091308594,648281.0699462891,371760.6458129883,321258.66369628906,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",CAR,1261723.3449707031,1111369.9838867188,1258329.4942626953,1109793.9830322266,1282508.1748046875,1568286.4035644531,1336119.8891601562,1163869.4793701172,1387507.767944336,1682056.3947753906,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Hexacosanoyl carnitine,CAR,1596793.2176513672,1471556.2792663574,1644882.7238464355,1557275.4136543274,1631829.830657959,2064688.331604004,1616359.3477249146,1544224.7182312012,1700647.0773849487,1326842.521205902,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",CAR,7686702.052734375,8969703.323242188,9278342.57421875,9158495.533203125,7413245.498046875,8382387.8232421875,7600345.13671875,10872286.795898438,10477917.965820312,2163848.6259765625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_C17 sphingosine-1-phosphocholine,SM,64286.125915527344,62736.884338378906,69570.96362304688,56818.04412841797,72424.88525390625,60508.86395263672,65257.52606201172,72772.10366821289,56528.32470703125,99362.04788208008,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(10:0),PC,50164.783294677734,58517.94384765625,44298.942810058594,40013.88302612305,38746.002868652344,38514.10272216797,45633.14303588867,46014.78372192383,43415.363525390625,45013.38296508789,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(11:0),PC,57354.40368652344,58641.0241394043,56600.744873046875,52325.223205566406,56542.384033203125,53470.723571777344,52937.44354248047,62926.923889160156,52248.7239074707,74863.08486938477,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(12:0),PC,82802.3056640625,83914.30688476562,82199.7260131836,79798.98529052734,81415.14685058594,76761.20614624023,79839.46560668945,86490.06756591797,77891.06628417969,105582.94674682617,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(13:0),PC,45087.26304626465,43490.482833862305,44604.14239501953,41156.523193359375,47654.963439941406,41767.90272521973,42572.84313964844,48605.66372680664,39598.14318847656,72778.96501159668,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(14:0),PC,192972.81317138672,189356.53399658203,197729.13513183594,176837.8348388672,209887.85876464844,182656.97198486328,191844.51220703125,206543.1798095703,175626.13134765625,299713.3961791992,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(14:1),PC,149763.3096923828,144316.1499633789,162123.4698486328,146485.59228515625,157900.31127929688,145659.6300048828,150578.2108154297,175907.4500732422,148306.47045898438,226274.31677246094,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(15:0),PC,283048.4274291992,270463.05770874023,279614.7800292969,235872.07940673828,301378.4775695801,258286.6183166504,267411.9811706543,302481.65116882324,238674.79434204102,456309.5058441162,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(15:1),PC,243850.07711791992,232385.65621948242,262785.76123046875,220252.45364379883,258522.4175415039,226735.40126037598,238269.09379577637,278025.0953979492,216010.97100830078,387608.71409606934,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(16:0),PC,246190.39721679688,233664.29318237305,252286.0380859375,213331.29345703125,244871.02267456055,220532.0155029297,251082.41595458984,235656.4969482422,189824.8768310547,341258.92666625977,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(16:1),PC,225654.81509399414,212244.55975341797,233312.0537109375,204208.83319091797,223897.35287475586,211295.51513671875,230940.04000854492,228268.93450927734,177538.39709472656,305760.84201049805,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(16:1)_2,PC,221255.89434814453,219323.45916748047,234034.0369567871,192514.8325805664,218162.4168395996,204568.57305908203,233947.9769897461,216502.6401977539,173068.13122558594,309537.7053833008,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(17:0),PC,80433.16549682617,75562.06564331055,71569.82501220703,65401.86389160156,76762.30578613281,68611.34437561035,69696.04495239258,73495.2650756836,57730.06298828125,105064.66651916504,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(17:1),PC,90756.48550415039,95877.38641357422,109611.7088470459,87964.52624511719,86046.84603881836,85520.20541381836,107340.52880859375,87438.50668334961,71970.24459838867,98923.50466918945,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(17:2),PC,95207.92570495605,96600.92491149902,110421.72735595703,88341.24615478516,88660.86538696289,81512.38650512695,106169.92623901367,83589.74645996094,73713.68560791016,99576.6662902832,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(18:0),PC,103677.0669555664,96315.62600708008,111850.77011108398,90943.92803955078,92926.66662597656,81885.96606445312,123135.208984375,92113.98797607422,78908.14556884766,94221.82421875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(18:1),PC,90161.96640014648,93539.20742797852,115220.08807373047,91754.70697021484,83602.20474243164,83063.76602172852,118313.86895751953,90767.50674438477,72008.54544067383,94584.08471679688,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(18:2),PC,91217.8265991211,91531.76568603516,99273.46600341797,84190.48696899414,81794.42599487305,78272.64535522461,111006.98776245117,85791.68524169922,74492.74594116211,88339.04705810547,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(18:3),PC,80445.78482055664,80603.82637023926,96231.00759887695,81310.3656616211,77142.88470458984,67052.60549926758,93419.86630249023,82102.64483642578,65368.00473022461,83306.4447631836,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(18:4),PC,58540.12380981445,58502.96405029297,71368.18505859375,58151.10464477539,56320.86422729492,57230.08352661133,56181.184074401855,60978.04431152344,55514.564392089844,79343.0454711914,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(19:0),PC,133484.70825195312,138183.5087890625,195786.01416015625,164793.45166015625,134867.60888671875,135261.78979492188,142673.12939453125,188738.53344726562,150582.03295898438,157374.3310546875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(19:1),PC,150078.86938476562,154914.94995117188,214270.59326171875,172565.35229492188,146437.888671875,138339.42822265625,176165.7548828125,201466.83520507812,159394.01171875,164997.83056640625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(19:2),PC,160372.84912109375,169565.75170898438,227727.15478515625,181481.63256835938,145711.57080078125,146362.19018554688,177543.69067382812,198877.71264648438,173818.2119140625,167100.55078125,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(19:3),PC,158020.5927734375,163001.80981445312,223008.4951171875,176559.5927734375,143833.23071289062,145332.9501953125,178646.69360351562,201959.05517578125,159625.29174804688,159312.2529296875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(20:0),PC,82395.9262084961,84964.86636352539,274849.99981689453,129931.93081665039,73835.86605834961,71055.20474243164,86069.80685424805,234531.1572265625,115491.50827026367,89313.10461425781,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(20:1),PC,126719.36791992188,131116.98889160156,156825.49169921875,130094.96923828125,121064.36865234375,117105.927734375,128553.93054199219,130229.2294921875,124876.1494140625,141904.9503173828,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(20:2),PC,138021.30932617188,147486.41015625,207243.45434570312,161109.39233398438,136069.55029296875,128051.58959960938,140827.11181640625,185696.41137695312,155302.6923828125,157906.43115234375,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(20:3),PC,133171.2294921875,142479.15063476562,199596.75561523438,164369.67163085938,133788.82958984375,128307.84814453125,138788.0498046875,177724.49291992188,148765.6494140625,150656.23168945312,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(20:4),PC,136857.26977539062,144114.77075195312,192173.77270507812,158325.03173828125,130265.71044921875,126746.53002929688,137497.13061523438,173439.07202148438,149187.95068359375,152246.89013671875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(20:5),PC,135722.00903320312,141977.55053710938,190643.79345703125,157732.39086914062,130033.60791015625,128118.92919921875,137083.4091796875,172543.87182617188,153063.05126953125,159828.591796875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(21:0),PC,2573657.0100097656,2512541.4635620117,2405274.606567383,2424112.570678711,2412238.2563476562,2603843.2265625,3413266.3399658203,2281924.7747802734,2545644.134765625,466071.697845459,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(21:4),PC,2503819.633544922,2403546.2154541016,2387775.853881836,2302360.3475341797,2414262.1247558594,2505853.501953125,3358262.9720458984,2266365.5416259766,2519705.8090820312,326285.36322021484,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(22:0),PC,493323.05139160156,440956.6330566406,445760.10888671875,431739.87072753906,469232.0037841797,476372.4255371094,572688.6302490234,407098.6994628906,391518.3835449219,329044.4461669922,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(22:1),PC,500412.5672607422,431507.3562011719,445619.5061035156,418629.79833984375,484824.14709472656,458105.8370361328,563318.5280761719,404924.62158203125,389621.5490722656,320231.9479980469,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(22:2),PC,856599.9892578125,794632.3871459961,736447.3392333984,738365.0688476562,836704.1334228516,824175.38671875,1084849.4591064453,697067.6116943359,753127.8942871094,342298.45959472656,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(22:4),PC,2748367.5837402344,2644568.932006836,2648642.7310791016,2621822.9510498047,2672709.3813476562,2789486.448486328,3716215.7692871094,2500477.9357910156,2805521.6970214844,532146.7904052734,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(22:5),PC,2593784.667236328,2432384.5970458984,2471233.0961914062,2402441.877807617,2428149.642578125,2554759.552001953,3418769.0103759766,2337554.686767578,2591846.838745117,487090.3118286133,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(22:6),PC,2577798.096435547,2476173.622619629,2413506.3951416016,2427370.449584961,2468775.3170166016,2612548.2978515625,3345885.7987060547,2270646.189086914,2596805.2248535156,482973.88220214844,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(24:0),PC,1459335.205444336,1529910.3149414062,1504651.7569580078,1555294.5254516602,1391959.7025756836,1346838.56640625,1308934.5665283203,1778532.7724609375,1650429.8873291016,249146.82150268555,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(24:1),PC,1477258.8249511719,1532249.724243164,1512395.4427490234,1579637.4693603516,1403475.5137939453,1329922.650024414,1336721.3992919922,1773667.3100585938,1681234.2272949219,247757.91528320312,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(2:0),PC,45422.96325683594,38938.6220703125,34502.84246826172,37131.90278625488,47492.74334716797,47933.26284790039,41989.52276611328,33125.74237060547,37172.522216796875,45205.82272338867,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(3:0),PC,1274452.0786743164,1169293.393371582,1445428.719329834,1173441.432876587,1372757.2396850586,1168281.0025634766,1282095.8279418945,1604079.395477295,1136678.5831604004,1872528.8307800293,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(3:1),PC,391063.62783813477,518584.5443725586,898208.3551025391,636155.1287841797,432221.35162353516,483601.95223999023,501616.63760375977,1010790.4476013184,596889.5185394287,770069.5003662109,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(4:0),PC,65335.8046875,60210.984130859375,64676.284912109375,60931.78454589844,61377.564208984375,63962.464599609375,61770.48425292969,68432.16400146484,65472.184326171875,70449.044921875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(5:0),PC,58800.60437011719,59900.68371582031,58041.764404296875,58927.14404296875,59303.704040527344,53582.26354980469,55044.4638671875,56959.944763183594,60787.864013671875,69228.88464355469,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(6:0),PC,33576.642517089844,37847.52291870117,36964.74252319336,33302.88249206543,38708.04284667969,37533.42282104492,35683.06262207031,36738.2223815918,31510.181884765625,42570.742095947266,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(7:0),PC,79047.24597167969,68183.38467407227,75113.10516357422,112409.84735107422,80415.42492675781,65458.12487792969,75198.88568115234,80502.44592285156,96196.36608886719,67993.1644897461,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(8:0),PC,40757.34310913086,36630.982345581055,33368.962341308594,32246.442626953125,38689.84248352051,33783.38293457031,36511.022064208984,39505.862243652344,32105.46241760254,49902.683906555176,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PC(9:0),PC,33834.622131347656,31667.382385253906,33960.7624206543,31637.042510986328,34375.482330322266,32896.08251953125,32205.182220458984,35146.50280761719,33030.262298583984,43231.78256225586,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PE(12:0) | PE (12:0),PE,69337.00482177734,56660.26416015625,54248.32403564453,49633.323303222656,76272.92578125,63253.44421386719,65743.14447021484,59698.08410644531,52760.42352294922,61092.423767089844,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PE(12:0) | PE (12:0)_2,PE,69475.78442382812,63660.12469482422,57500.92419433594,53168.50402832031,76737.30590820312,70989.42462158203,64476.74432373047,60594.62390136719,56222.044006347656,60886.64373779297,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PE(13:0),PE,35428.36259460449,31144.142578125,32203.52227783203,30862.321884155273,35162.28259277344,32910.362213134766,33657.00231933594,31376.42250061035,29372.44204711914,36036.30244445801,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PE(14:0),PE,94828.74526977539,96368.72691345215,88381.2873840332,82949.8670501709,105225.78903198242,106399.66836547852,88292.24551391602,101734.26803588867,91424.90567016602,134677.56942749023,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
Lyso_PE(14:1),PE,114240.6683959961,129850.2887878418,150060.64965820312,149260.49179077148,105536.00775146484,118369.70628356934,107662.76614379883,172430.7720336914,160771.87063598633,39678.1423034668,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
