Lipid,Class,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
20:3 Campesteryl ester,CE,733625.4548339844,708332.6119384766,659154.8083496094,231894.11669921875,267571.7769165039,690644.8483886719,670642.0698242188,303552.1791381836,338287.26470947266,532591.3153076172,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",CE,283521.4597167969,442812.4324951172,341104.5848388672,144004.32977294922,136512.4094543457,373994.6680908203,377226.9892578125,181923.79260253906,143761.37060546875,281844.6805419922,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",CE,257892.53875732422,472898.1745147705,339870.63845825195,132994.22860717773,130860.34854125977,426969.5148162842,402345.11001586914,157411.192817688,135987.24981689453,433173.92571258545,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
20:5 Cholesteryl ester,CE,553765.8633422852,813621.7353820801,678465.0278625488,236174.3785057068,275581.3198928833,774021.0893554688,796451.9927368164,261745.4785232544,228661.52011108398,911030.2897338867,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
22:0 Campesteryl ester,CE,290060.2583770752,331322.3430328369,370521.76390075684,77295.60439682007,69889.4048576355,466218.7146835327,350722.9248352051,96338.56734848022,93248.54647445679,105651.5481300354,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",CE,395209.9066314697,293992.34017944336,204615.7733001709,41977.76301956177,56235.90398788452,760646.4669799805,476102.9566268921,238534.7177581787,214955.03761291504,79871.64535522461,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
22:0 Sitosteryl ester,CE,331275.7441635132,425492.64304351807,416829.35135650635,85851.6470413208,90384.90623092651,485815.2135925293,355294.92652893066,88051.98610305786,102267.82748413086,228572.99380493164,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
22:1 Campesteryl ester,CE,267219.9195404053,310564.399307251,335634.9217758179,72405.42503356934,72200.30522537231,468357.8101348877,350133.2861633301,110473.78787994385,98551.34607315063,102455.64757919312,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",CE,401505.6079406738,279027.41773986816,202002.13383483887,46140.94332122803,56842.763942718506,759511.5723876953,460364.1280517578,238796.4598121643,205046.51355743408,78654.8657836914,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",CE,322672.14546203613,349491.7835159302,386046.8065223694,80745.9264755249,84339.68700027466,498246.4359283447,359096.9853553772,98792.72665023804,99168.76778030396,206498.9136428833,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
22:2 Campesteryl ester,CE,100209.36726379395,197735.27307128906,113135.72926330566,48554.28336715698,58030.14366531372,560526.3181762695,350653.6643676758,191685.95164108276,109390.46683120728,80835.36569976807,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",CE,306571.82232666016,354139.8619194031,398292.5674934387,78448.08561706543,82347.54563903809,469579.57151794434,358588.62020111084,94247.98609542847,99335.6669845581,160474.38968276978,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
22:3 Campesteryl ester,CE,128654.78890991211,235293.97583007812,123301.78877258301,32028.121990203857,29257.102043151855,665137.4459533691,401060.3264312744,213215.67528152466,110209.54704284668,78485.72638702393,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
22:3 Stigmasteryl ester,CE,301818.8037338257,337057.02380371094,380411.2284011841,75978.84562683105,74485.04415512085,469026.6374282837,339874.48025512695,81643.70561981201,92794.06651306152,107463.74801254272,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",CE,717614.01171875,602161.724609375,566763.3215332031,203169.11529541016,193636.29321289062,1093322.7568359375,861990.7429199219,423409.32794189453,346047.02673339844,370215.2233886719,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
22:5 Cholesteryl ester,CE,681358.9282226562,574075.4008789062,548872.98046875,182482.6729736328,182210.33361816406,1072980.8911132812,829280.7783203125,412156.6676635742,328844.22247314453,343852.4637451172,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
22:6 Cholesteryl ester,CE,689877.5708007812,583864.720703125,548383.4206542969,173364.03149414062,170276.5321044922,1064576.5604248047,808378.1989746094,398871.7492675781,318702.20233154297,318345.9444580078,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",CE,331529.74309921265,390391.3275756836,402741.98456954956,83488.34439468384,86167.32622909546,503115.4162559509,356643.36696624756,87385.58686447144,101842.16680145264,225753.29443740845,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
3-hydroxyarachidonoylcarnitine,CAR,1519325.8486328125,1689632.529296875,1686260.1721191406,1863435.63671875,1930435.376953125,1804854.5581054688,1691555.87109375,1853001.6511230469,1728707.09375,1852556.1604003906,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",CAR,1186676.7076416016,1378030.6455078125,1366539.055053711,1493792.3493652344,1580037.5629882812,1483060.986328125,1352919.6352539062,1493629.2587890625,1350391.4493408203,1670603.4350585938,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"3-hydroxylinoleoylcarnitine,",CAR,10412728.368164062,19095156.520996094,17691295.735839844,15293062.922363281,12758226.377441406,16541263.293945312,19619409.79248047,19984253.64794922,20210526.215820312,2200595.70703125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",CAR,5047329.992675781,8265390.025878906,7852521.1416015625,6952312.624511719,6381760.837890625,7377617.71875,8635526.384277344,8777433.122558594,8896624.508789062,2678909.9697265625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",CAR,1471570.1196289062,1663145.7919921875,1660488.5493164062,1796975.3369140625,1917517.5590820312,1729499.3325195312,1661999.3544921875,1749794.1958007812,1715870.7236328125,1844464.9086914062,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C12:0,FA,49450.46340942383,52048.26383972168,101086.58731079102,253384.01986694336,786235.9553222656,102755.98667907715,93574.48696136475,244185.53945922852,502122.97314453125,75923.3450012207,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C12:1,FA,42574.66279602051,31922.102256774902,62159.76443481445,110787.78799438477,288506.84075927734,69150.74453735352,65784.02473449707,113583.0078125,270074.0389404297,73215.28530883789,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C14:0,FA,939635.1861572266,797750.9364013672,1339612.2512207031,2224068.9370117188,6260269.737792969,1091242.5759277344,1048398.7133789062,2319769.7622070312,4795566.249511719,693541.4095458984,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C14:1,FA,643907.5652160645,445981.771484375,738315.2306518555,837123.7770996094,1419222.2824707031,661317.3471069336,726307.5505981445,855747.0192871094,1478801.8356933594,740184.6535644531,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C15:0,FA,102130.4673614502,60481.084144592285,133717.28941345215,249466.23806762695,1153097.6828613281,113912.88793945312,117210.58850097656,251196.03927612305,931129.7698974609,129704.048828125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C15:1,FA,340894.59983825684,115592.80899047852,283884.9422607422,477691.39337158203,1456058.8435058594,185168.93379211426,236472.43530273438,438494.63287353516,1635409.1970214844,272115.42083740234,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C16:0,FA,476165.0105895996,282093.0023803711,699194.2758483887,1572147.9837036133,24236272.677246094,619029.5606384277,687835.7874755859,1406338.4676513672,21696978.556396484,774104.8880310059,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C16:1,FA,73353.28578186035,48122.00355529785,103382.14724731445,237671.4571838379,1969860.5838623047,92179.58646392822,105333.04737091064,243560.97749328613,1463452.8924560547,136898.70957183838,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C17:0,FA,74938.32553100586,63271.40463256836,132518.6089477539,397807.56619262695,3552508.2741088867,119093.28855895996,114860.32844543457,523007.9359741211,2593282.5930786133,140066.65022277832,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C17:1,FA,52980.52372741699,44298.18312835693,86680.3264465332,149392.1907043457,727366.4727172852,72961.54518127441,76476.34498596191,163386.79238891602,602982.5654296875,70801.5651550293,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C18:0,FA,299957.1216888428,168370.83210754395,534584.3980484009,1466030.654159546,30337726.126098633,398423.98794555664,453710.31283569336,1195170.1613769531,26822640.43395996,531086.4338760376,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C18:1,FA,72029.14485168457,54737.223709106445,103639.90734863281,188620.17379760742,1253256.2690429688,88351.62602233887,93067.82656860352,184608.33361816406,910963.5828857422,104823.58738708496,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C18:2,FA,55990.36389923096,51525.78366088867,92575.26654052734,185614.61416625977,906998.5246582031,80750.52571105957,80072.3256072998,197827.17599487305,1277089.9522094727,77342.70542907715,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C18:3,FA,52043.82362365723,37622.52262878418,76727.4652709961,124470.34942626953,688411.2669067383,66972.42492675781,68185.1443939209,135642.82958984375,536904.0774536133,80425.24575805664,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C18:4,FA,36511.84266662598,29497.002044677734,50239.18350982666,83721.28591918945,296024.74157714844,43943.263092041016,46511.783142089844,80847.46586608887,251535.9575805664,51582.26365661621,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C19:0,FA,95653.06672668457,54873.92371368408,149977.67024993896,317735.6428527832,3007762.5396728516,102223.66697692871,123433.24899291992,317191.9226989746,3241307.137573242,127139.60901260376,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C20:0,FA,7694.140556335449,7617.760482788086,7621.020488739014,614932.7451171875,4593185.5146484375,7622.380481719971,7634.660541534424,577442.6827392578,5042129.390625,7613.20051574707,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C20:1,FA,7796.720558166504,7857.680492401123,7617.48046875,140822.59042358398,951980.4077758789,8123.340503692627,7784.100551605225,143522.9499053955,726845.827331543,7613.340526580811,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C20:3,FA,215283.09440994263,79402.42557144165,59789.083984375,399768.9284667969,1196870.6398925781,100316.60711288452,65319.744525909424,381163.126953125,2196692.3862304688,13496.580974578857,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C20:4,FA,37474.26264953613,33491.40241241455,51234.40377044678,101280.58700561523,553026.4783325195,49491.54354095459,50602.823654174805,107660.04711914062,532156.9182739258,45044.563426971436,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C20:5,FA,70922.48471832275,60085.26406097412,119466.9886932373,244713.57690429688,2424673.14263916,104081.4468536377,119114.4077758789,188144.53439331055,1995148.8897705078,136633.4702758789,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C22:0,FA,18542.761386871338,15719.101078033447,32347.502548217773,116365.60809326172,2017461.6632080078,26651.96194076538,29380.08205795288,122871.94790649414,2416250.2287597656,28793.822025299072,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C22:1,FA,12022.420867919922,10510.760746002197,16281.281196594238,59875.12438201904,593143.4244384766,15641.161060333252,16140.621116638184,62404.16464996338,521649.2957458496,17784.141235351562,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C22:4,FA,12392.4208984375,11051.060764312744,14499.901008605957,57873.984031677246,395399.9071044922,14814.021087646484,14614.961017608643,59904.44418334961,317976.7225036621,16067.361099243164,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C22:5,FA,20233.56142425537,15351.221035003662,27479.561889648438,113305.82827758789,2086201.6647949219,22982.461685180664,25691.161811828613,116665.22760009766,1596640.9282836914,29294.741844177246,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
C22:6,FA,14817.141075134277,13013.76093673706,24481.1817817688,109016.28771972656,926703.7264404297,19093.521327972412,23184.56167602539,112179.4280090332,852127.6811523438,27184.26198196411,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
