Lipid,Class,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PS(15:1),PS,22005.741577148438,49850.543685913086,68373.52584075928,128141.25073242188,140951.90887451172,46781.4033203125,22129.921558380127,130979.0698852539,102316.28698730469,184590.2139892578,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(16:0) | PS (16:0),PS,1527.2801055908203,1735.6601066589355,1470.0201034545898,128081.49114990234,125329.72994995117,1468.0801048278809,1464.320110321045,133364.57022094727,98567.60806274414,1584.6001014709473,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(16:0) | PS (16:0)_2,PS,1490.920093536377,1494.4601135253906,1542.6601028442383,128352.13189697266,125700.72607421875,1464.6000938415527,1476.9000968933105,141001.18823242188,104074.607421875,1695.0401153564453,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(16:1) | PS (16:1),PS,1463.0200996398926,1461.56010055542,1574.1801071166992,58237.60403442383,62345.724517822266,1605.1201171875,1463.8400955200195,69251.94485473633,59162.12438964844,1461.7800941467285,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(16:1) | PS (16:1)_2,PS,1463.2201042175293,1492.1600952148438,1474.760108947754,59639.084381103516,66766.80487060547,1480.9200897216797,1464.60009765625,65641.16519165039,66995.9047241211,1661.680118560791,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(17:0) | PSo (18:0),PS,196158.55406570435,264401.6774787903,718753.8912353516,2134706.1748046875,1419614.7587890625,219361.6747894287,393649.284034729,2589490.0083007812,1496242.6928710938,320243.1005859375,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(17:0) | PSo (18:0)_2,PS,470603.8163948059,265930.3554763794,753800.2857666016,2206227.6420898438,1477076.1206054688,208020.2352256775,393516.74743270874,2697833.5893554688,1578359.8095703125,306518.5986328125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(17:0) | PSo (18:0)_3,PS,446125.8094329834,246916.8966331482,652264.4158935547,2317702.9331054688,1549653.1533203125,190187.8539199829,149694.4507637024,2825750.7607421875,1659603.2670898438,282656.58251953125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(17:1) | PSp (18:0),PS,8278.260597229004,20156.321586608887,20749.081424713135,78891.42602539062,82797.80599975586,18442.22137069702,17037.38104248047,89973.02630615234,56818.244384765625,56043.78454589844,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(17:1) | PSp (18:0)_2,PS,14554.2209815979,21175.861499786377,19557.861598968506,79398.90576171875,83881.50701904297,19047.681308746338,9049.580646514893,88361.52572631836,57330.344146728516,54849.643005371094,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(17:2),PS,15911.041229248047,27406.18185043335,20650.16146850586,50638.72396850586,62408.68505859375,24899.181701660156,17015.300937652588,57510.04473876953,50176.52365112305,76558.74655151367,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(18:0) | PS (18:0),PS,21799.001377105713,36419.962799072266,28956.182048797607,58232.742809295654,94535.44651412964,34645.342334747314,30125.282348632812,84801.46618270874,59853.704528808594,81131.58502197266,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(18:0) | PS (18:0)_2,PS,14719.001064300537,40121.50302886963,31424.701442718506,26188.541465759277,81346.66519927979,35935.66244125366,17383.781337738037,18671.841175079346,41798.14281463623,85181.74688720703,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(18:1) | PS (18:1),PS,17376.641262054443,35967.84259033203,18823.72151184082,53166.703411102295,59132.34423828125,31371.542274475098,19576.62127304077,58371.484466552734,46029.16339111328,64813.48416137695,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(18:1) | PS (18:1)_2,PS,10244.600658416748,32078.12224960327,20738.22127532959,45441.663356781006,57194.30383300781,30154.882194519043,10031.400760650635,53223.34387588501,47070.60305786133,64689.94519042969,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(18:2) | PS (18:2),PS,15718.441352844238,22068.96136856079,16611.26108932495,41545.002700805664,43420.502868652344,20752.38147354126,15020.741409301758,43043.58302307129,41076.002868652344,64214.78381347656,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(18:2) | PS (18:2)_2,PS,9508.900695800781,26627.54210281372,15198.48119354248,39460.88265991211,45614.623764038086,22810.42158126831,9706.16067123413,41809.24337768555,38161.6628112793,63530.50405883789,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(18:3) | PS (18:3),PS,36644.56262207031,34596.40252685547,39233.0832862854,95792.62649536133,108431.14727783203,28044.04195022583,18427.06148147583,103780.26858520508,92691.22534179688,226295.8097229004,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(18:3) | PS (18:3)_2,PS,42226.94295120239,48177.08249282837,46667.084270477295,99065.78778076172,108570.10668945312,24963.621936798096,48645.52332687378,100572.30746459961,92746.68734741211,221567.43829345703,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(18:4),PS,10444.040744781494,26110.441822052002,21789.04150390625,45809.62341308594,60119.624267578125,20641.26153945923,17068.201263427734,57889.10363769531,52804.8837890625,58961.74395751953,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(18:4)_2,PS,14007.840728759766,23836.841815948486,23810.362174987793,43623.10290527344,60939.50473022461,19101.38132095337,9277.200714111328,54973.72351074219,52969.06381225586,61272.443908691406,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(19:0),PS,14094.88098526001,37334.42266082764,22571.321590423584,43919.862648010254,43170.383476257324,32889.46223449707,19128.801414489746,52864.1237449646,43118.84292984009,133982.76724243164,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(19:1),PS,15745.380931854248,28588.661991119385,16528.241382598877,21949.22170639038,14231.501075744629,26409.661903381348,18211.821186065674,22353.461757659912,16191.92098236084,64479.6432800293,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(20:0) | PS (20:0),PS,18148.861431121826,44264.6428527832,20746.841636657715,60933.744689941406,71053.00567626953,39243.92268371582,21530.861171722412,66530.96484375,62854.98486328125,76737.62524414062,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(20:0) | PS (20:0)_2,PS,17281.44123840332,40406.56268310547,15365.801063537598,61411.54425048828,72123.48400878906,36076.08280181885,13989.620933532715,67135.76397705078,61273.123779296875,73232.0855102539,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(20:1) | PS (20:1),PS,48522.92406845093,97520.38696289062,62342.424755096436,137061.4493408203,145735.9698486328,104617.2681274414,35128.26257324219,138532.6297607422,161057.83251953125,153981.72924804688,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(20:1) | PS (20:1)_2,PS,46369.48344421387,103859.56762695312,53660.86389160156,130523.71118164062,141851.28955078125,104730.72741317749,46251.62301635742,133789.8682861328,151243.49084472656,146052.58984375,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(20:2) | PS (20:2),PS,35956.58232498169,62626.42433929443,49289.90411758423,102011.44709777832,190468.65353393555,35755.76300048828,50276.98205566406,222367.57165527344,341049.82904052734,78611.82608032227,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(20:2) | PS (20:2)_2,PS,36238.223011016846,56705.384017944336,62294.88401412964,108560.86581420898,188595.15321350098,33538.96241760254,50328.404483795166,221433.0333251953,343622.186126709,80939.62471008301,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(20:3) | PS (20:3),PS,17133.521060943604,28818.082092285156,15811.36103439331,49217.82362365723,47578.22351074219,22307.701667785645,22304.54093170166,46543.823989868164,43513.183166503906,72401.92562866211,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(20:3) | PS (20:3)_2,PS,15695.661170959473,31765.682327270508,12438.020851135254,48319.34346008301,50257.06365966797,22191.761489868164,18255.94122314453,49311.224029541016,46476.843185424805,73284.9259185791,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(20:4) | PS (20:4),PS,15432.760913848877,26313.021743774414,11885.84073638916,35489.222396850586,40933.38299560547,23299.421905517578,16099.041164398193,40279.94253540039,36422.5422668457,56449.204010009766,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(20:4) | PS (20:4)_2,PS,16542.641094207764,30179.642166137695,16713.220832824707,36217.502685546875,40887.402770996094,22559.901473999023,9024.160606384277,39108.68250274658,37333.86274719238,57925.26445007324,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(20:5) | PS (20:5),PS,29569.921871185303,51257.02308654785,43639.643772125244,72087.56481933594,71849.56512451172,59290.44467163086,26863.941886901855,73986.92468261719,67697.34533691406,110512.24768066406,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(20:5) | PS (20:5)_2,PS,24169.901565551758,63200.284255981445,43537.1630821228,66807.58410644531,66848.66497802734,61786.80438232422,31295.58213043213,75139.9652709961,61447.444580078125,115041.00830078125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(21:0),PS,15582.38094329834,33283.32272338867,14904.701164245605,65137.42344665527,70739.10446166992,22683.28150177002,17912.50141143799,77235.64570617676,72234.92599487305,61911.623962402344,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(22:0 | PS (22:0),PS,64381.52437591553,61049.34436035156,63037.685050964355,87838.76629638672,87984.26611328125,47714.5632019043,42469.943031311035,107932.46807861328,90322.40637207031,90245.72631835938,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(22:0 | PS (22:0)_2,PS,89391.30450439453,62177.744064331055,68333.04535675049,94667.2865600586,87196.6460571289,47877.70329284668,43225.842834472656,103659.58673095703,82815.08575439453,83450.10632324219,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(22:1) | PS (22:1),PS,14526.141040802002,24214.941848754883,13813.281047821045,42059.54327392578,43152.48336791992,15132.981048583984,14471.14087677002,41395.40264892578,41688.382583618164,51666.10353851318,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(22:1) | PS (22:1)_2,PS,13372.660800933838,21134.881607055664,12699.060768127441,39364.14254760742,43786.262619018555,15877.061122894287,16157.100929260254,43814.4627532959,41421.062927246094,53168.72396850586,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(22:2) | PS (22:2),PS,23789.44136428833,28112.181716918945,21484.681156158447,54884.78413391113,59309.903381347656,22050.521800994873,24956.401767730713,52078.363830566406,48897.86357116699,55387.34255981445,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(22:2) | PS (22:2)_2,PS,24139.70188522339,30303.862174987793,22492.121616363525,48475.80354309082,59051.764221191406,21836.541564941406,19746.261531829834,52852.503677368164,53005.14367675781,58952.36463928223,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(22:4) | PS (22:4),PS,22896.48169708252,34449.202239990234,24961.681854248047,61765.724548339844,60545.94415283203,33751.30236816406,34120.54249572754,66779.46481323242,64020.20391845703,59931.30465698242,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(22:4) | PS (22:4)_2,PS,22884.84171295166,33150.90232849121,25564.201793670654,60122.82385253906,63084.02377319336,32469.6821975708,26913.48194885254,63101.564514160156,61880.30419921875,66614.36401367188,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(22:6) | PS (22:6),PS,18537.561279296875,41547.442932128906,27948.202125549316,75914.30545043945,91221.36721801758,37838.8429107666,22939.901706695557,82535.50540161133,71675.64501953125,62927.42401123047,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_PS(22:6) | PS (22:6)_2,PS,24433.182037353516,43726.84281921387,18715.421356201172,72770.96514892578,87582.9457397461,37993.6028137207,26037.902084350586,83750.86569213867,71117.80517578125,61331.38409423828,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_Sphinganine-1-phosphocholine,SM,153746.052734375,150175.46923828125,176523.90893554688,205671.07287597656,215744.57739257812,189485.9306640625,178589.7117919922,186740.51306152344,172950.71350097656,277995.00061035156,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Lyso_Sphingosine-1-phosphocholine,SM,81775.86724853516,85903.36688232422,91782.22644042969,127676.89025878906,132027.6318359375,94429.22619628906,100628.38635253906,110373.40710449219,96445.08605957031,128523.28833007812,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
O-(11-carboxyundecanoyl)carnitine,CAR,1474095.4887695312,1767469.7470703125,1581158.4799804688,1897017.4133300781,1605101.083984375,1557884.4775390625,1581315.2109375,1745685.2873535156,1531372.3439941406,1432417.7971191406,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
O-(13-carboxytridecanoyl)carnitine,CAR,2110475.984375,2267488.3576660156,2318483.2495117188,2595080.1494140625,2656519.479736328,2405194.0537109375,2310353.83984375,2437745.028076172,2255850.57421875,3416885.3427734375,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
O-(17-carboxyheptadecanoyl)carnitine,CAR,1547938.091796875,1767424.203125,1733107.8115234375,1904498.5239257812,1968279.7216796875,1834931.7705078125,1755247.0849609375,1839317.6376953125,1711503.1088867188,1911734.6020507812,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
O-arachidonoylcarnitine,CAR,1606444.248046875,1581450.2255859375,1706995.9501953125,1925770.7993164062,1992535.3129882812,1829980.9995117188,1706509.4047851562,1883849.1052246094,1763317.923828125,2433795.9155273438,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
O-behenoylcarnitine,CAR,918663.2543334961,1015143.6715965271,1046629.1194114685,1159352.5242614746,1183595.9450912476,1116577.5542068481,1044821.2492179871,1171594.4060668945,1056279.627861023,1460080.6394119263,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"O-oleoylcarnitine, Elaidic carnitine",CAR,2176943.9604492188,2820594.7856445312,2794081.3002929688,2715296.607421875,2836430.0146484375,2773002.7099609375,2983881.759765625,3085034.6826171875,3306372.66015625,2078276.6245117188,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",CAR,1385193.2858886719,1409915.1789550781,1459747.1696777344,1718928.3461914062,1681448.0129394531,1536914.521484375,1488814.3935546875,1608873.7958984375,1493512.0478515625,2192422.580078125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PC (30:0),PC,72801.08450317383,391338.7117919922,108587.56945800781,124928.19088745117,120522.75088500977,129933.3910522461,116630.44833374023,152744.52752685547,125665.26805114746,60246.084213256836,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PC (30:1),PC,74715.64407348633,416144.62854003906,108181.40823364258,123018.46990966797,114475.02696228027,129784.92967224121,120120.7906036377,140426.02969360352,117434.88774108887,61894.845123291016,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PC (30:2),PC,73565.58590698242,429697.21673583984,104348.8675994873,115490.2880859375,112548.90631103516,126637.08709716797,112903.48910522461,138724.5475769043,122758.89114379883,56625.44430541992,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PC (32:0),PC,426905.2700500488,7163767.58996582,695434.5860595703,846672.7756347656,836932.9093933105,2357660.9301757812,1826688.9967956543,2127019.393737793,1778752.6961975098,47592.60353088379,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PC (32:1),PC,418487.78283691406,7818270.932556152,637687.8773498535,824249.7723693848,825254.3915405273,2369130.5982055664,1634195.82131958,2098794.5092773438,1805993.871673584,49777.303451538086,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PC (32:2),PC,450606.71350097656,7888158.215942383,651045.5532684326,875913.4967651367,741068.885345459,2247709.628479004,1673276.2655944824,2173880.5497436523,1738790.2268066406,53116.663650512695,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PC (32:3),PC,419251.1065673828,7343195.507446289,621406.620513916,829960.1398010254,829691.2442321777,2136391.2243652344,1661801.962524414,2049472.7799682617,1741005.318145752,51552.863693237305,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PC (32:4),PC,248226.3409423828,3437179.1732788086,368471.08416748047,628592.6538391113,569757.8708496094,1055484.4328308105,886550.6607055664,1430855.7278747559,1192960.0970153809,49518.30349731445,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PC (32:5),PC,159636.4114074707,1894942.3486938477,247461.0770111084,374823.22229003906,330099.0574951172,522274.98651123047,459197.47970581055,638474.694152832,572200.7554931641,53489.323822021484,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
