Lipid,Class,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,PG,1185238.2587890625,687843.9790039062,2015514.9868164062,1188459.6889648438,197801.63776016235,1120453.1452636719,107011.74765777588,2211664.442138672,660171.5048828125,247907.35473632812,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,PG,1127991.4616699219,610883.6608886719,2093113.7717285156,1235036.7775878906,198501.51239395142,1032293.5270996094,97830.86791992188,2297427.8745117188,684750.3999023438,218858.333984375,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(17:1) | PGp (18:0),PG,68958.62487792969,52079.343200683594,85653.30581665039,55350.0637512207,21777.701599121094,75810.60586547852,11008.500839233398,76240.72598266602,62695.6833190918,50902.10313415527,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(17:1) | PGp (18:0)_2,PG,70027.00537109375,50363.14419555664,82595.72589111328,52921.884033203125,14801.041217803955,75472.8459777832,12291.080863952637,74860.42657470703,63838.024658203125,52266.263259887695,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(17:2),PG,75401.7258605957,61143.885162353516,64285.86462402344,61849.72427368164,19385.561241149902,83332.34609985352,14886.001098632812,57492.404235839844,60963.82360839844,74178.66488647461,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(18:0) | PG (18:0),PG,573868.9445800781,795429.5872802734,274496.2174682617,271304.25897216797,69446.00533676147,630183.5602416992,22771.621612548828,255233.41564941406,219199.39416503906,1006352.5754394531,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(18:0) | PG (18:0)_2,PG,586587.3552856445,802778.4462280273,276988.7353515625,269036.4365234375,151972.39044189453,623498.3439941406,26621.441871643066,253911.3983154297,220012.93603515625,1004986.3320922852,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(18:1) | PG (18:1),PG,65431.04461669922,47951.34329223633,53102.923431396484,49520.583251953125,18075.04140472412,64610.56408691406,16629.501251220703,49744.88314819336,48423.263427734375,59695.784240722656,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(18:1) | PG (18:1)_2,PG,71908.42529296875,51354.803466796875,61003.92401123047,50755.503662109375,15275.121109008789,66471.36492919922,16074.62121963501,55122.30349731445,46652.60339355469,56918.223693847656,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(18:2) | PG (18:2),PG,68170.06494140625,41276.683364868164,39960.98303985596,40403.722595214844,11264.480712890625,68260.40475463867,13466.78095626831,42524.42321777344,41135.48254394531,56175.00375366211,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(18:2) | PG (18:2)_2,PG,70039.32461547852,42973.20329284668,44374.643814086914,40432.62271118164,14656.221046447754,67811.64450073242,12482.920879364014,39760.5428314209,41481.68314361572,56802.843490600586,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(18:3) | PG (18:3),PG,128186.41116333008,110676.2456665039,90666.50567626953,82178.46502685547,26986.821823120117,131288.14923095703,15666.021049499512,93182.5678100586,88314.5673828125,183594.97329711914,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(18:3) | PG (18:3)_2,PG,138765.0897216797,110777.3890991211,83791.60534667969,86326.18725585938,31245.822135925293,127775.82864379883,15550.881229400635,92210.64569091797,92471.20642089844,179755.27095031738,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(18:4),PG,85860.60638427734,62755.58465576172,61536.04479980469,67430.7649230957,20263.301425933838,74594.96514892578,13265.22089767456,47273.26371765137,49945.10363769531,64394.943756103516,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(19:0),PG,113600.58792114258,105137.92782592773,7542.400505065918,1656.7801208496094,22939.702033996582,99370.78726196289,29035.642517089844,7091.660499572754,1482.260097503662,129053.24890136719,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(19:1),PG,67350.90414428711,47771.063385009766,1539.260108947754,2067.8201484680176,18265.441387176514,68344.76486206055,20064.701293945312,1506.5800971984863,1947.4201164245605,57384.064514160156,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(20:0),PG,78979.90545654297,65402.36462402344,63605.12469482422,52936.24394607544,24966.141860961914,80667.50579833984,29744.1220703125,66104.90548706055,55315.6637840271,68203.16497802734,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(20:1) | PG (20:1),PG,204851.41552734375,169580.41162109375,141077.81030273438,135680.8108139038,62393.72423553467,195821.6142578125,75050.8251953125,134309.72912597656,120683.92822647095,151699.4521484375,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(20:1) | PG (20:1)_2,PG,207557.55249023438,173594.27221679688,136963.44897460938,130584.62813949585,67950.94521331787,196073.693359375,72926.76489257812,136436.1104736328,117789.02828216553,157208.93017578125,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(20:2) | PG (20:2),PG,679506.0567626953,202158.79595947266,200675.33438110352,269932.67991256714,90622.92725372314,285411.64248657227,20144.241317749023,126349.82759094238,135591.2717819214,75848.12626647949,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(20:2) | PG (20:2)_2,PG,659222.9008789062,207679.81677246094,204273.7769165039,261288.9019126892,81918.46466064453,271632.52432250977,20788.201583862305,135710.6885986328,141949.5510559082,79736.98617553711,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(20:3) | PG (20:3),PG,71022.5256652832,54178.56423950195,43382.403747558594,32352.06227874756,21389.601776123047,65918.30462646484,20446.681411743164,45412.323318481445,31054.822216033936,61253.543884277344,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(20:3) | PG (20:3)_2,PG,64133.085540771484,53458.60330200195,43510.663513183594,31257.761905670166,23647.941619873047,69630.6644897461,19581.921264648438,43416.16328430176,30767.981941223145,62474.78518676758,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(20:4) | PG (20:4),PG,64777.54406738281,48290.023345947266,38263.022857666016,23117.98167037964,22074.70171356201,62411.18392944336,20803.881607055664,33355.48222732544,21874.181476593018,59044.60400390625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(20:4) | PG (20:4)_2,PG,62626.24395751953,45988.803802490234,37247.66262817383,22692.341346740723,22651.281490325928,58297.76396179199,19744.781425476074,32439.761947631836,23845.56146621704,54664.10339355469,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(20:5) | PG (20:5),PG,116189.08874511719,86026.74609375,54350.90383529663,18926.5615234375,33279.34234237671,120679.02905273438,45513.02331542969,51847.24350357056,12547.220928192139,97097.947265625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(20:5) | PG (20:5)_2,PG,115493.94812011719,89173.58654785156,54362.28416442871,24862.521739959717,40075.10256958008,110495.84802246094,43231.74279785156,53899.283336639404,15377.94104385376,100433.68798828125,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(21:0),PG,76416.50512695312,59667.5842590332,71841.1849975586,64879.50451660156,29722.102321624756,72337.72518920898,20359.28140258789,65967.38375854492,84339.94592285156,55121.823150634766,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(22:0) | PG (22:0),PG,299290.2998046875,124028.98944091797,128361.60961914062,127635.51110839844,115272.68673706055,246874.18212890625,36193.022552490234,109431.30798339844,105790.38842773438,97126.20629882812,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(22:0) | PG (22:0)_2,PG,363965.40380859375,136011.8299560547,127314.50897216797,139483.65087890625,133046.94898986816,305872.8214111328,35623.78289794922,122322.34838867188,114068.62829589844,87367.98498535156,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(22:1) | PG (22:1),PG,61704.28466796875,45944.74301147461,42728.823318481445,42366.663330078125,18021.96137237549,53876.0634765625,13963.400970458984,40216.4030456543,42132.60272216797,55659.60400390625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(22:1) | PG (22:1)_2,PG,58693.00408935547,45760.56314086914,47868.7033996582,42102.20310974121,19892.201599121094,57000.74412536621,15160.901260375977,43544.18281555176,40328.94276428223,56924.54309082031,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(22:2),PG,74852.76498413086,66405.78477478027,57149.5438079834,52695.32504272461,25877.062007904053,70406.7251586914,15869.980918884277,56472.00408935547,49606.223205566406,55307.94386291504,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(22:4) | PG (22:4),PG,119761.56866455078,112945.12878417969,73163.10412597656,70752.98461914062,32203.10205078125,97652.04718017578,21209.92155456543,62163.00408935547,65470.62438964844,66790.42504882812,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(22:4) | PG (22:4)_2,PG,118605.84973144531,107015.927734375,67423.18389892578,65735.96490478516,29382.00225830078,95158.58618164062,20540.08139038086,62115.744689941406,63417.54382324219,67896.06561279297,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(22:6) | PG (22:6),PG,89379.12701416016,67123.82434082031,76550.78552246094,62087.52426147461,27175.182441711426,95293.46508789062,24314.221557617188,71638.82501220703,71060.46472167969,62303.984130859375,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PG(22:6) | PG (22:6)_2,PG,88294.32543945312,73007.82470703125,82898.18658447266,63821.98370361328,30767.982414245605,93761.96667480469,25812.70147705078,71281.52499389648,73096.96588134766,64106.305236816406,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0),PI,21872.961627960205,68302.94497680664,68516.46559143066,69559.30517578125,24602.56173324585,72075.10531616211,11705.90083694458,63254.58444213867,61284.885009765625,51699.76379394531,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0)_2,PI,23635.581630706787,70072.86456298828,66701.16535949707,72514.0647277832,21995.241653442383,77438.42562866211,13926.821025848389,64508.463775634766,65272.983489990234,53322.10321044922,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0)_3,PI,22919.881565093994,67789.64440917969,66922.50625610352,70307.16459655762,22679.261657714844,70420.44485473633,11940.680770874023,62476.725509643555,67985.12423706055,55023.684326171875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(13:0),PI,41458.34313201904,92059.9467163086,78218.90631103516,100321.04638671875,41032.8224029541,94464.28717041016,23581.441524505615,65335.46453857422,79814.02612304688,90002.8871459961,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(14:0) | PI (14:0),PI,21771.1815032959,78718.44567871094,78933.42465209961,79741.34530639648,24732.501640319824,88409.08752441406,7737.82052230835,74173.72543334961,76086.5258178711,67115.76525878906,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(14:0) | PI (14:0)_2,PI,22566.501735687256,80119.52658081055,83722.06677246094,76274.1242980957,27165.761966705322,88502.4866027832,10610.080707550049,74629.80499267578,74569.52569580078,61796.04522705078,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(14:1),PI,68777.36492538452,548923.8675537109,649246.4865722656,590693.4376220703,78919.04601287842,621943.439453125,34645.622703552246,519473.10388183594,514444.17626953125,287219.0819091797,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(15:0) | PIo (16:0),PI,20767.781421661377,533027.7792816162,541179.3835144043,611136.9318237305,26341.74208831787,519169.1562843323,15721.86092376709,514272.61895751953,438555.19314575195,77248.48648071289,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(15:0) | PIo (16:0)_2,PI,13958.00080871582,524690.0135879517,535870.8276977539,610761.8307800293,18559.62121963501,411753.2945327759,8702.520603179932,518677.5618286133,467257.43045043945,74041.88470458984,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(15:1) | PIp (16:0),PI,20816.681552886963,75834.58619689941,67913.44496154785,63686.02502441406,26131.481590270996,81123.9048461914,11199.480709075928,65215.265716552734,60368.003356933594,73600.72549438477,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(15:1) | PIp (16:0)_2,PI,25304.221797943115,74089.54528808594,70760.80419921875,65148.264587402344,25674.441688537598,78987.32531738281,16357.781074523926,66313.56491088867,68678.98593139648,76934.50500488281,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(16:0) | PI (16:0),PI,1480.5401039123535,1567.200107574463,95951.26806640625,80706.6654663086,1466.2001037597656,1663.0201110839844,1457.2401084899902,82126.08554077148,90982.32696533203,1476.2200965881348,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(16:0) | PI (16:0)_2,PI,1461.160099029541,1469.0401000976562,93221.0658569336,85159.06494140625,1462.4600982666016,1682.4001197814941,1457.5401039123535,86098.76733398438,85226.60675048828,1504.780101776123,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(16:1) | PI (16:1),PI,1461.1401023864746,1464.800106048584,146457.29071044922,137414.38842773438,1461.440097808838,1534.800106048584,1457.540096282959,131743.10919189453,126482.3278503418,1462.5600929260254,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(16:1) | PI (16:1)_2,PI,1497.2001037597656,1606.0801162719727,138089.0884399414,136031.12857055664,1461.7001190185547,1556.3000946044922,1457.2601127624512,139959.6072998047,132299.287109375,1469.6401062011719,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(17:0),PI,51427.56373214722,472161.42932128906,434415.69299316406,392161.3770751953,58863.44422912598,522382.7579345703,27639.521991729736,397946.46197509766,329690.12677001953,128606.22680664062,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(17:1) | PIp (18:0),PI,16624.881225585938,58258.02395629883,70246.34425354004,56134.084533691406,19301.021411895752,70460.52508544922,13459.300937652588,51768.42367553711,52180.24450683594,71269.84600830078,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(17:1) | PIp (18:0)_2,PI,18149.52128982544,58474.824462890625,67698.00398254395,49347.02340698242,21061.16139984131,69667.06399536133,10627.580856323242,50402.84395599365,52614.423431396484,66126.30453491211,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(17:1) | PIp (18:0)_3,PI,15123.400959014893,55434.36415863037,74555.32643127441,53713.72384643555,18456.921447753906,62928.42393493652,9971.860649108887,53803.92329406738,56377.1238861084,67652.04391479492,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(17:2),PI,25638.04204940796,79326.94509887695,94695.46728515625,84302.64584350586,27981.101726531982,107351.02737426758,14149.901023864746,81839.16641235352,79082.82623291016,81531.94467163086,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(18:0) | PI (18:0),PI,34684.862548828125,94868.02749633789,79584.92588806152,2110.4001502990723,38322.102600097656,103436.58679199219,18551.421348571777,72080.46458053589,2176.3201637268066,125769.8071899414,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(18:0) | PI (18:0)_2,PI,34451.3625793457,97017.7060546875,70214.54557037354,1624.0601119995117,35555.642578125,99550.96685791016,17264.301177978516,66940.44476699829,1763.4401245117188,126214.86944580078,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(18:1) | PI (18:1),PI,24221.021602630615,92564.72671508789,72059.70501708984,1913.0401420593262,27164.421810150146,93416.80596923828,15277.001075744629,59808.5046081543,2397.2401809692383,80815.58563232422,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(18:1) | PI (18:1)_2,PI,23580.961639404297,96279.5689086914,68850.4849243164,2450.080177307129,26627.401809692383,97266.56747436523,13130.76089477539,59562.644134521484,3161.0801963806152,81827.80645751953,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(18:2) | PI (18:2),PI,19798.38143157959,207420.32977294922,324640.5463562012,175994.35049819946,21262.581562042236,238503.73625183105,10519.620769500732,224396.59564208984,109771.33116912842,63883.78512573242,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(18:2) | PI (18:2)_2,PI,19118.32146835327,194930.45571899414,316352.9814453125,155581.1092414856,21482.981414794922,237362.48078918457,10142.400737762451,231775.11782836914,92263.00559997559,62561.623138427734,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(18:3) | PI (18:3),PI,128292.34872817993,5222462.502624512,10351165.05871582,6653299.061588287,158652.03149414062,7375118.41418457,10136.16060256958,7252704.404907227,3408904.908050537,70834.02569580078,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Lyso_PI(18:3) | PI (18:3)_2,PI,121761.20742034912,5383401.006652832,10257214.948120117,6281913.514659882,155264.61316299438,7210440.148864746,16847.700981140137,7149942.082290649,3382115.435218811,72475.46408081055,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
