lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD73m2_500x_N1__liverLD__8_8_23_x,FAD131m1_500x_N1__liverLD__8_8_23_x,FAD131m2_500x_N1__liverLD__8_8_23_x,FAD131m4_500x_N1__liverLD__8_8_23_x,FAD173m1_500x_N1__liverLD__8_8_23_x,DOD73m2_500x_N1__liverLD__8_8_23_y,FAD131m1_500x_N1__liverLD__8_8_23_y,FAD131m2_500x_N1__liverLD__8_8_23_y,FAD131m4_500x_N1__liverLD__8_8_23_y,FAD173m1_500x_N1__liverLD__8_8_23_y,Blank_500x_N1__liverLD__8_8_23
Lyso_PC(22:2),0,6.999453565737871,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PC,1845.860122680664,2157.2201499938965,2268.860149383545,1882.400127410889,1975.080135345459,1845.860122680664,2157.2201499938965,2268.860149383545,1882.400127410889,1975.080135345459,1866.4801483154297
Lyso_PC(22:4),0,7.018842073067354,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PC,2026.6401443481443,1972.360126495361,1868.1001319885256,2008.6601600646973,2297.3801612854004,2026.6401443481443,1972.360126495361,1868.1001319885256,2008.6601600646973,2297.3801612854004,2059.7001571655273
Lyso_PC(22:6),0,8.67992500931393,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PC,7355.36043548584,7549.820568084717,8609.820583343506,4289.020286560059,6573.180572509766,7355.36043548584,7549.820568084717,8609.820583343506,4289.020286560059,6573.180572509766,2362.4001655578613
Lyso_PC(24:0),0,7.200329804474217,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PC,2592.000186920166,2446.580177307129,2306.8401679992676,2113.9201736450195,1996.7601356506348,2592.000186920166,2446.580177307129,2306.8401679992676,2113.9201736450195,1996.7601356506348,2510.000175476074
Lyso_PC(24:1),0,7.109945671705815,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PC,2219.1001586914062,2172.8201599121094,2206.040180206299,2349.7401695251465,2008.220142364502,2219.1001586914062,2172.8201599121094,2206.040180206299,2349.7401695251465,2008.220142364502,1965.620132446289
Lyso_PC(3:0),0,7.918042212672235,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PC,3959.540294647217,4036.360305786133,3317.660255432129,4164.36030960083,3400.8402519226074,3959.540294647217,4036.360305786133,3317.660255432129,4164.36030960083,3400.8402519226074,4053.8203048706055
Lyso_PC(3:1),0,7.1803330661437705,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PC,2488.580177307129,2445.040184020996,1834.880146026611,2372.1001777648926,2221.800178527832,2488.580177307129,2445.040184020996,1834.880146026611,2372.1001777648926,2221.800178527832,2342.740165710449
Lyso_PC(4:0),0,7.425560985361851,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PC,2793.460216522217,2295.7601623535156,2647.360210418701,2825.1602096557617,2977.120204925537,2793.460216522217,2295.7601623535156,2647.360210418701,2825.1602096557617,2977.120204925537,2622.780185699463
Lyso_PC(5:0),0,7.946616187729648,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PC,3687.280246734619,4041.3802909851074,4196.800315856934,4019.000259399414,3472.2402381896973,3687.280246734619,4041.3802909851074,4196.800315856934,4019.000259399414,3472.2402381896973,3830.660263061523
Lyso_PC(6:0),0,7.25314857588223,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PC,2281.480167388916,2547.8001976013184,2810.6601943969727,2591.6201934814453,1926.1201553344729,2281.480167388916,2547.8001976013184,2810.6601943969727,2591.6201934814453,1926.1201553344729,2069.1801414489746
Lyso_PC(7:0),0,7.0938976344219355,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PC,1953.620128631592,2205.340156555176,2298.520179748535,2491.000171661377,1909.24015045166,1953.620128631592,2205.340156555176,2298.520179748535,2491.000171661377,1909.24015045166,1900.300136566162
Lyso_PC(8:0),0,7.1288393995685055,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PC,2479.920177459717,2131.5601501464844,2201.2801628112793,2005.4801483154297,2360.320171356201,2479.920177459717,2131.5601501464844,2201.2801628112793,2005.4801483154297,2360.320171356201,1839.6201210021973
Lyso_PC(9:0),0,7.216881177758219,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PC,2763.700222015381,2157.6801376342773,2489.8401947021484,2243.58016204834,2161.0801582336426,2763.700222015381,2157.6801376342773,2489.8401947021484,2243.58016204834,2161.0801582336426,2083.060127258301
Lyso_PE(12:0) | PE (12:0),0,7.0374201060995425,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2037.3601570129397,1996.3801498413088,1927.3401527404783,2159.4001541137695,2290.7601737976074,2037.3601570129397,1996.3801498413088,1927.3401527404783,2159.4001541137695,2290.7601737976074,1878.2201347351072
Lyso_PI(12:0) | PI (12:0),0,7.036892916350518,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1883.6001319885256,2099.3201332092285,2059.9001502990723,2267.8401679992676,1873.880126953125,1883.6001319885256,2099.3201332092285,2059.9001502990723,2267.8401679992676,1873.880126953125,2317.840171813965
Lyso_PI(13:0),0,7.059736989049812,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1883.6401329040527,2564.860179901123,2043.9801597595217,2091.960147857666,1886.9201316833496,1883.6401329040527,2564.860179901123,2043.9801597595217,2091.960147857666,1886.9201316833496,2130.780158996582
Lyso_PI(14:0) | PI (14:0),0,7.147177687019304,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1947.9801406860352,2770.1801795959473,2208.820171356201,2243.1201667785645,1874.18013381958,1947.9801406860352,2770.1801795959473,2208.820171356201,2243.1201667785645,1874.18013381958,2426.320163726806
Lyso_PI(14:1),0,7.377804348284371,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1971.0401458740232,2723.180187225342,2696.820198059082,3413.70023727417,1908.3801383972168,1971.0401458740232,2723.180187225342,2696.820198059082,3413.70023727417,1908.3801383972168,3303.060245513916
Lyso_PI(15:0) | PIo (16:0),0,7.353966065624009,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1883.940143585205,3620.720272064209,2577.8801879882812,2870.72021484375,1874.240119934082,1883.940143585205,3620.720272064209,2577.8801879882812,2870.72021484375,1874.240119934082,2658.920181274414
Lyso_PI(15:1) | PIp (16:0),0,7.118251376497831,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1883.9001350402832,2158.760154724121,2191.560157775879,2672.900215148926,1883.2401313781736,1883.9001350402832,2158.760154724121,2191.560157775879,2672.900215148926,1883.2401313781736,2419.1801681518555
Lyso_PI(16:0) | PI (16:0),0,7.3256165386221745,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1883.04012298584,2961.420207977295,2538.940170288086,2983.860202789306,1874.7801322937012,1883.04012298584,2961.420207977295,2538.940170288086,2983.860202789306,1874.7801322937012,3238.28023147583
Lyso_PI(16:1) | PI (16:1),0,7.117450955227962,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1890.360122680664,2408.700168609619,2235.4601440429688,2456.420177459717,1883.040126800537,1890.360122680664,2408.700168609619,2235.4601440429688,2456.420177459717,1883.040126800537,2255.3001747131348
Lyso_PI(17:0),0,7.159377199269938,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1883.0801277160645,2690.4601821899414,2110.2801475524902,2469.8201751708984,1910.0201377868652,1883.0801277160645,2690.4601821899414,2110.2801475524902,2469.8201751708984,1910.0201377868652,2584.7601737976074
Lyso_PI(17:1) | PIp (18:0),0,7.477679944776135,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1893.5201301574707,3582.300247192383,2524.4401779174805,3809.6002922058105,1929.660140991211,1893.5201301574707,3582.300247192383,2524.4401779174805,3809.6002922058105,1929.660140991211,3336.3202323913574
Lyso_PI(17:2),0,7.058944785998773,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1883.5601272583008,2191.600166320801,2108.040142059326,2351.9401779174805,1884.380142211914,1883.5601272583008,2191.600166320801,2108.040142059326,2351.9401779174805,1884.380142211914,2203.280166625977
Lyso_PI(18:0) | PI (18:0),0,7.212766185173486,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1888.6601333618164,2902.220203399658,2662.6601905822754,2283.68017578125,1874.4001350402832,1888.6601333618164,2902.220203399658,2662.6601905822754,2283.68017578125,1874.4001350402832,2440.18017578125
Lyso_PI(18:1) | PI (18:1),0,7.013515018433364,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1889.0001220703125,2158.2801475524902,2159.7601585388184,2015.1001510620115,1874.6601295471191,1889.0001220703125,2158.2801475524902,2159.7601585388184,2015.1001510620115,1874.6601295471191,2139.2401542663574
Lyso_PI(18:2) | PI (18:2),0,6.967779094940304,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1912.9201354980469,1916.360126495361,1995.4001502990725,2145.820152282715,1874.3401374816897,1912.9201354980469,1916.360126495361,1995.4001502990725,2145.820152282715,1874.3401374816897,1938.6801376342771
Lyso_PI(18:3) | PI (18:3),0,7.017842106798914,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1883.5601272583008,2040.1001472473145,1993.3401222229004,2227.0001678466797,1874.1001205444336,1883.5601272583008,2040.1001472473145,1993.3401222229004,2227.0001678466797,1874.1001205444336,2349.72017288208
Lyso_PI(18:4) | PI (18:4),0,7.013827593430358,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1883.220142364502,2192.5001640319824,2192.7001609802246,1947.060131072998,1874.2601356506348,1883.220142364502,2192.5001640319824,2192.7001609802246,1947.060131072998,1874.2601356506348,2160.1601638793945
Lyso_PI(20:0) | PI (20:0),0,7.08285569299251,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1926.5201301574707,2272.4801635742188,2387.3001747131348,2089.380157470703,1949.4801292419431,1926.5201301574707,2272.4801635742188,2387.3001747131348,2089.380157470703,1949.4801292419431,2186.5601654052734
Lyso_PI(20:1),0,7.219359905804018,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1957.780143737793,2471.900177001953,2496.5401649475098,2737.960205078125,1916.7401390075684,1957.780143737793,2471.900177001953,2496.5401649475098,2737.960205078125,1916.7401390075684,2591.460178375244
Lyso_PI(20:2) | PI (20:2),0,7.000937446296887,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1984.2001457214355,1989.940139770508,1989.6401405334473,2116.380138397217,1919.1401405334473,1984.2001457214355,1989.940139770508,1989.6401405334473,2116.380138397217,1919.1401405334473,2131.020175933838
Lyso_PI(20:3) | PI (20:3),0,6.985130374854793,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1926.100128173828,2091.02014541626,1914.660140991211,2043.3601531982424,1927.0201301574707,1926.100128173828,2091.02014541626,1914.660140991211,2043.3601531982424,1927.0201301574707,2089.0201530456543
Lyso_PI(20:4) | PI (20:4),0,7.0149999973678865,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1926.18013381958,2104.080139160156,2066.760150909424,2097.4801597595215,1917.4601249694824,1926.18013381958,2104.080139160156,2066.760150909424,2097.4801597595215,1917.4601249694824,2128.0201568603516
Lyso_PI(20:5) | PI (20:5),0,7.025928041274196,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1926.300148010254,2126.820156097412,1962.5401458740232,2212.4401664733887,1916.2001419067385,1926.300148010254,2126.820156097412,1962.5401458740232,2212.4401664733887,1916.2001419067385,2229.220169067383
Lyso_PI(21:0),0,7.102481387408625,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1926.460132598877,2313.100154876709,1979.3401412963867,2414.640167236328,1916.1801490783691,1926.460132598877,2313.100154876709,1979.3401412963867,2414.640167236328,1916.1801490783691,2640.64017868042
Lyso_PI(22:0) | PI (22:0),0,7.291330967673507,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1954.5201301574707,2756.120216369629,2693.3201942443848,2821.720203399658,1917.1401290893557,1954.5201301574707,2756.120216369629,2693.3201942443848,2821.720203399658,1917.1401290893557,2792.1801986694336
Lyso_PI(22:1) | PI (22:1),0,7.026141453523962,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1926.4001388549805,2047.6401405334473,2050.0601387023926,2228.9201622009277,1916.720142364502,1926.4001388549805,2047.6401405334473,2050.0601387023926,2228.9201622009277,1916.720142364502,2180.560161590576
Lyso_PI(22:2) | PI (22:2),0,6.974109987480769,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1934.700138092041,1991.720142364502,1915.2601318359375,2139.5001678466797,1916.5201377868652,1934.700138092041,1991.720142364502,1915.2601318359375,2139.5001678466797,1916.5201377868652,1930.3001441955569
Lyso_PI(22:4) | PI (22:4),0,7.073065874214356,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1926.140121459961,2294.9001846313477,2054.800163269043,2296.3201751708984,1972.6801376342771,1926.140121459961,2294.9001846313477,2054.800163269043,2296.3201751708984,1972.6801376342771,2183.6001586914062
Lyso_PI(22:6) | PI (22:6),0,7.080320397936899,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PI,1929.3601303100584,2243.6601638793945,1953.4001388549805,2478.6601791381836,1916.9001350402832,1929.3601303100584,2243.6601638793945,1953.4001388549805,2478.6601791381836,1916.9001350402832,2337.8001861572266
Lyso_PS(12:0) | PS (12:0),0,6.973553028596132,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1960.840133666992,1963.0801315307615,2038.2201461791992,1958.1601295471191,1959.7401313781736,1960.840133666992,1963.0801315307615,2038.2201461791992,1958.1601295471191,1959.7401313781736,1958.7801399230957
Lyso_PS(13:0) | PS (12:0),0,6.972927624003773,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,2008.6001434326172,1962.8401184082031,1958.9801445007324,1958.5801429748535,1959.9601249694824,2008.6001434326172,1962.8401184082031,1958.9801445007324,1958.5801429748535,1959.9601249694824,2009.4401512145996
Lyso_PS(14:1) | PS (14:1),0,7.000718706400694,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1960.6801300048828,2030.240135192871,2036.2001457214355,1993.5201416015625,2031.1801414489744,1960.6801300048828,2030.240135192871,2036.2001457214355,1993.5201416015625,2031.1801414489744,2028.3001594543457
Lyso_PS(15:0) | PSo (16:0),0,7.001260434395168,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,2066.2801513671875,1962.8401260375977,2028.7401542663576,2055.300148010254,1976.9801483154297,2066.2801513671875,1962.8401260375977,2028.7401542663576,2055.300148010254,1976.9801483154297,1958.4801292419431
Lyso_PS(16:1) | PS (16:1),0,6.9712498952974,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1961.660140991211,1962.8201370239256,1959.2801551818848,1965.8001441955569,2012.380146026611,1961.660140991211,1962.8201370239256,1959.2801551818848,1965.8001441955569,2012.380146026611,1959.220142364502
Lyso_PS(17:0) | PSo (18:0),0,6.996848783000358,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1960.9201431274416,2131.3801612854004,1959.1601219177248,1958.6801528930664,2048.580135345459,1960.9201431274416,2131.3801612854004,1959.1601219177248,1958.6801528930664,2048.580135345459,1960.3001403808591
Lyso_PS(17:1) | PSp (18:0),0,6.963092593984142,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1961.040126800537,1962.8001327514648,1959.0201530456543,1958.620147705078,1959.60013961792,1961.040126800537,1962.8001327514648,1959.0201530456543,1958.620147705078,1959.60013961792,1958.9201431274416
Lyso_PS(17:2),0,6.982013014311027,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,2005.1201362609863,1962.560131072998,2040.7201538085935,1959.9201354980469,1960.10013961792,2005.1201362609863,1962.560131072998,2040.7201538085935,1959.9201354980469,1960.10013961792,1989.02014541626
Lyso_PS(18:1) | PS (18:1),0,6.971747009480708,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1960.340133666992,2006.5201301574707,1959.0601196289065,1958.2601432800293,1982.660144805908,1960.340133666992,2006.5201301574707,1959.0601196289065,1958.2601432800293,1982.660144805908,1958.76012802124
Lyso_PS(18:2) | PS (18:2),0,6.972319718135488,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1961.1601486206057,1963.9401321411133,2026.7401390075684,1958.040138244629,1960.6401443481443,1961.1601486206057,1963.9401321411133,2026.7401390075684,1958.040138244629,1960.6401443481443,1959.1601371765137
Lyso_PS(18:3) | PS (18:3),0,6.963329336629892,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1961.1201400756836,1963.700138092041,1959.4201583862305,1958.2601432800293,1960.380142211914,1961.1201400756836,1963.700138092041,1959.4201583862305,1958.2601432800293,1960.380142211914,1958.9001350402832
Lyso_PS(18:4),0,6.963543926730809,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1961.1801376342771,1963.8801612854004,1958.8201370239256,1960.1601371765137,1960.300136566162,1961.1801376342771,1963.8801612854004,1958.8201370239256,1960.1601371765137,1960.300136566162,1959.1601333618164
Lyso_PS(20:0) | PS (20:0),0,6.9765367727618885,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1960.68013381958,1962.4801292419431,1966.4801406860352,2039.480136871338,1972.64013671875,1960.68013381958,1962.4801292419431,1966.4801406860352,2039.480136871338,1972.64013671875,1958.52014541626
Lyso_PS(20:1) | PS (20:1),0,6.963391865648945,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1961.9201354980469,1963.8201217651367,1959.380146026611,1958.480136871338,1959.780128479004,1961.9201354980469,1963.8201217651367,1959.380146026611,1958.480136871338,1959.780128479004,1958.8401260375977
Lyso_PS(20:2) | PS (20:2),0,6.963396227264801,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1961.2801551818848,1963.8801307678225,1959.1201362609863,1958.840145111084,1960.3201370239256,1961.2801551818848,1963.8801307678225,1959.1201362609863,1958.840145111084,1960.3201370239256,1958.7801361083984
Lyso_PS(20:3) | PS (20:3),0,6.97053804674628,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1961.400131225586,1963.6401290893557,1959.4601287841797,1980.3801383972168,1992.440143585205,1961.400131225586,1963.6401290893557,1959.4601287841797,1980.3801383972168,1992.440143585205,1957.7201309204104
Lyso_PS(20:4) | PS (20:4),0,6.963243057065208,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1961.2201347351072,1962.9801483154297,1959.1801261901855,1958.5201416015625,1960.380126953125,1961.2201347351072,1962.9801483154297,1959.1801261901855,1958.5201416015625,1960.380126953125,1958.780143737793
Lyso_PS(20:5) | PS (20:5),0,6.9634326018884085,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1961.140121459961,1963.440139770508,1959.160125732422,1959.500144958496,1960.4801445007324,1961.140121459961,1963.440139770508,1959.160125732422,1959.500144958496,1960.4801445007324,1958.7401275634768
Lyso_PS(21:0),0,6.977730017695504,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1960.9401550292969,1963.460117340088,1958.960132598877,1959.580135345459,2067.9801445007324,1960.9401550292969,1963.460117340088,1958.960132598877,1959.580135345459,2067.9801445007324,1958.8201446533203
Lyso_PS(22:0 | PS (22:0),0,6.9698287817736455,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PS,1961.7401313781736,1968.2801246643064,2003.040138244629,1959.200138092041,1959.800136566162,1961.7401313781736,1968.2801246643064,2003.040138244629,1959.200138092041,1959.800136566162,1958.5601425170896
