lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD73-5xFAD-M2liver_033123,FAD131-5xFAD-M1liver_033123,FAD131-5xFAD-M2liver_033123,FAD131-5xFAD-M4liver_033123,FAD173-5xFAD-M1liver_033123,DOD73m2_500x_N1__liverLD__8_8_23,FAD131m1_500x_N1__liverLD__8_8_23,FAD131m2_500x_N1__liverLD__8_8_23,FAD131m4_500x_N1__liverLD__8_8_23,FAD173m1_500x_N1__liverLD__8_8_23,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(22:4) | PI (22:4),-1.59859709658278,7.332523096289032,56.88777792834121,4.6140456306135195e-14,1.9335048356856654e-13,5,5,Time Period_ Older Data,Time Period_ New Data,PI,11791.500762939451,10050.240615844728,10205.260665893557,11269.280792236328,10371.200775146484,1926.140121459961,2294.9001846313477,2054.800163269043,2296.3201751708984,1972.6801376342771,2183.6001586914062
1-O-carboceroyl-Cer(d18:1/16:0),1.5922645157470363,9.513656377726024,56.59488507772812,5.3550956901745286e-14,2.2288776656402094e-13,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,113573.20904159546,235828.2760810852,286637.5709724426,26846.222297668457,188823.78869247437,3283.7802238464355,5583.520454406738,2669.180164337158,2023.3801383972168,4672.500343322754,1844.6401329040527
SM (d18:1/26:1)17Z)),1.5863144724682063,9.728173581276655,56.21103120171949,6.509529209489822e-14,2.6911879147957923e-13,5,5,Time Period_ Older Data,Time Period_ New Data,SM,216923.49560546875,225007.63623046875,247767.09619140625,110503.50708007812,185104.9559326172,4650.0803718566895,6483.360488891602,2578.6401748657227,2627.820167541504,4994.080413818359,1807.5201301574707
SM (d16:1/22:1),1.5824396708904658,11.41906030411295,56.02808711879835,7.144305664918886e-14,2.9339281930600223e-13,5,5,Time Period_ Older Data,Time Period_ New Data,SM,717992.0911560059,840923.3633728027,919650.0657958984,137105.21014404297,621776.4838256836,17770.581073760986,22612.60189819336,6243.56033706665,8255.520553588867,15306.08154296875,2453.7401695251465
SM (d18:0/26:0),1.5808046120559565,9.68741940729894,55.834041156171054,7.885425535099834e-14,3.216835847431456e-13,5,5,Time Period_ Older Data,Time Period_ New Data,SM,201321.07482910156,220709.97204589844,238901.5733642578,112645.50830078124,173328.0509033203,5665.040374755859,4113.100250244141,2616.0802154541016,3334.840217590332,4762.200351715088,2496.3401794433594
PI (32:3),-1.5572496780367744,7.240433820292042,54.093301239377936,1.9119196432568827e-13,7.74830592267263e-13,5,5,Time Period_ Older Data,Time Period_ New Data,PI,8617.060562133789,11026.500793457031,10390.58073425293,11210.100799560549,10735.10075378418,1927.140151977539,2058.8201484680176,1981.5201606750488,2031.1401405334473,1915.9401321411133,1945.9601287841797
PI (40:6),1.5518459596130458,8.755130791749515,53.7907196688823,2.2302368536410114e-13,8.97925426041087e-13,5,5,Time Period_ Older Data,Time Period_ New Data,PI,83462.24653625488,101447.30703735352,131084.45068359375,77878.90339660645,91172.82693481444,1926.8401260375977,2729.460189819336,2198.560146331787,1938.660140991211,1916.7201385498047,1912.380146026611
Lyso_PI(17:1) | PIp (18:0),-1.5510218248111585,7.76409555132784,53.75641625067431,2.2695182253852913e-13,9.078072901541165e-13,5,5,Time Period_ Older Data,Time Period_ New Data,PI,15766.661071777344,14677.201095581057,14547.1611328125,14375.70100402832,13067.02084350586,1893.5201301574707,3582.300247192383,2524.4401779174805,3809.6002922058105,1929.660140991211,3336.3202323913574
PI (34:5),-1.5502160327124448,7.240611567362484,53.62531646932108,2.4261280705298166e-13,9.641902525460432e-13,5,5,Time Period_ Older Data,Time Period_ New Data,PI,10304.440689086914,8191.980529785156,11852.400833129885,9585.760696411133,12041.720947265623,1955.1201438903809,2042.3001403808591,1972.6401443481443,1970.0201416015625,1917.1401443481443,2002.7601432800293
Cer(d18:1/22:0),-1.5448115313142743,7.827525777585518,53.37073461561383,2.7618072610708826e-13,1.0905597902690152e-12,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,16935.281127929688,16337.781143188477,18543.801177978516,15014.921089172363,16519.141174316406,3674.1402320861816,3290.320243835449,2833.580192565918,2256.7001762390137,3733.6002883911137,1879.9001350402832
Lyso_PI(20:4) | PI (20:4),-1.5291117551615017,7.290339371334396,52.24305923028771,4.903896094037143e-13,1.92407642925279e-12,5,5,Time Period_ Older Data,Time Period_ New Data,PI,10664.320770263672,11303.420852661133,9672.380752563477,11610.960861206057,10762.380676269531,1926.18013381958,2104.080139160156,2066.760150909424,2097.4801597595215,1917.4601249694824,2128.0201568603516
15:1 Cholesteryl ester,1.524076564840741,11.047224616414775,52.131285729610184,5.191123094765452e-13,2.0238809027693156e-12,5,5,Time Period_ Older Data,Time Period_ New Data,CE,508496.5587158203,438516.2509765625,455777.6730957031,537842.7579956055,401359.5675048828,10741.840732574465,10239.020755767822,10431.480724334717,10876.82075881958,10540.300720214844,10276.380741119385
15:0 Cholesteryl ester,1.5055228356510415,11.042331474208616,50.92194496451108,9.611298816788436e-13,3.723622686252627e-12,5,5,Time Period_ Older Data,Time Period_ New Data,CE,500697.69384765625,423330.630859375,465915.3526611328,535240.1566162109,403107.68908691406,10874.340755462646,10458.340728759766,11052.460815429688,10360.64070892334,10476.920707702637,10115.340724945068
PIo (42:0),-1.5057738156003937,7.223179136778149,50.714743751418396,1.0681414943418913e-12,4.1123447532162815e-12,5,5,Time Period_ Older Data,Time Period_ New Data,PI,12360.600952148438,10074.860778808594,10689.740692138672,9207.100662231443,10388.04071044922,1926.5801467895508,1959.740146636963,1983.52014541626,1913.7601203918457,1916.1401252746584,1932.240135192871
PIp (28:0),-1.5038752856618849,7.278951829720812,50.599537800019945,1.1327171422087745e-12,4.3338742832335725e-12,5,5,Time Period_ Older Data,Time Period_ New Data,PI,11207.320846557615,12980.580871582031,10264.260711669922,9240.500701904297,10640.400833129885,1926.2601432800293,2042.2201347351072,2062.7001609802246,2028.7801361083984,1917.0801429748535,2123.4401626586914
PEo (34:1),1.5022372353824682,8.641053350246102,50.530388214189244,1.1733385629513467e-12,4.461583671469318e-12,5,5,Time Period_ Older Data,Time Period_ New Data,PE,77681.08557128906,76009.62503051758,86927.56463623047,127100.20922851562,71045.60446166992,1905.2401428222656,1941.2801399230957,2107.7801475524902,1931.1801528930664,2178.0201377868652,1951.780143737793
"Cer(d14:2(4E,6E)/16:0)",-1.4992787713370612,7.1782732119098105,50.28332779240503,1.3307534014778184e-12,5.029104879204516e-12,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,9602.800636291504,10676.380744934082,10004.140781402588,9362.640663146973,10919.260772705078,1848.160140991211,1804.000129699707,1718.3001098632812,1910.8001403808591,1971.760124206543,2028.8001327514648
1-O-cerotoyl-Cer(d18:1/16:0),1.4968406403369339,8.537647695630593,50.166330875157875,1.4125069466602036e-12,5.3055138972114965e-12,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,56626.68326950073,118284.70900344849,124009.0466156006,21522.68152618408,91505.28868865968,1827.9601364135744,1760.0801315307615,1829.700138092041,1932.6601486206057,2012.2001457214355,1898.200138092041
"PIo (34:3), PIp (34:2)",-1.4804897358598819,7.247171392630602,49.09573776765309,2.4376932568470555e-12,9.100721492229007e-12,5,5,Time Period_ Older Data,Time Period_ New Data,PI,12044.920875549316,10842.58074951172,8409.74063873291,10500.840774536133,12348.540962219238,1926.060131072998,1971.580139160156,1971.940143585205,2015.720157623291,1917.460132598877,1976.1201438903809
PC (44:6),-1.475749337466967,7.521575939599813,48.84993537416201,2.76314529560964e-12,1.0253599410214086e-11,5,5,Time Period_ Older Data,Time Period_ New Data,PC,12184.300956726074,15972.960815429688,17557.341094970703,9508.960647583008,14620.66082382202,2568.520175933838,2913.120220184326,2531.800189971924,2192.4601707458496,2362.7801551818848,1571.2801132202148
Lyso_PI(15:0) | PIo (16:0),1.4548882490493398,8.96046893396168,47.559752188219335,5.335268337395672e-12,1.967979219063314e-11,5,5,Time Period_ Older Data,Time Period_ New Data,PI,105419.08666992188,109794.26806640624,109901.607421875,109166.228515625,107434.78759765624,1883.940143585205,3620.720272064209,2577.8801879882812,2870.72021484375,1874.240119934082,2658.920181274414
Lyso_PI(20:3) | PI (20:3),-1.450600856889735,7.277936097218951,47.211109895934285,6.373814449100743e-12,2.3370652980036055e-11,5,5,Time Period_ Older Data,Time Period_ New Data,PI,10678.300765991213,11999.700805664062,10471.880798339844,10986.380844116213,11755.620880126951,1926.100128173828,2091.02014541626,1914.660140991211,2043.3601531982424,1927.0201301574707,2089.0201530456543
PI (40:0),-1.4366125216111434,7.266246602494424,46.33870213368492,9.94794572965294e-12,3.625996786666397e-11,5,5,Time Period_ Older Data,Time Period_ New Data,PI,10902.420867919922,10508.74087524414,11763.100769042969,11033.42074584961,12163.50067138672,1925.6201362609863,2011.280143737793,2010.7601356506348,2020.2801399230957,1916.0001373291016,1965.6001510620115
PC (44:0),-1.4341167426418773,7.056729410273545,46.14881756086841,1.0960314411596696e-11,3.9715021632609206e-11,5,5,Time Period_ Older Data,Time Period_ New Data,PC,10013.440780639648,10276.460674285889,11689.5608253479,9580.880683898926,7663.600517272949,1942.240135192871,1608.0201148986816,1727.6401290893557,1746.040138244629,1586.4201049804688,1628.0001182556152
PE (36:2),-1.4272054638207854,9.956607213805771,45.96040178816713,1.2066752541798064e-11,4.346853547220823e-11,5,5,Time Period_ Older Data,Time Period_ New Data,PE,94767.06774902344,84913.006591796875,89684.82629394531,62719.94421386719,85295.42639160156,19996.121551513672,17490.8212890625,14048.34112548828,4702.700355529785,16980.48117828369,1926.6201362609863
Lyso_PC(8:0),-1.4182727053215889,7.4112778069187,45.23330119534673,1.749055439926382e-11,6.264059017410765e-11,5,5,Time Period_ Older Data,Time Period_ New Data,PC,12584.460891723633,11644.760887145996,13857.160903930664,13042.561004638672,13375.520797729492,2479.920177459717,2131.5601501464844,2201.2801628112793,2005.4801483154297,2360.320171356201,1839.6201210021973
Lyso_PI(20:2) | PI (20:2),-1.4046761826671206,7.305707611417231,44.37758762844649,2.707692907889083e-11,9.641264920576157e-11,5,5,Time Period_ Older Data,Time Period_ New Data,PI,10060.140655517578,12059.94090270996,10908.00067138672,12209.880767822266,13048.020736694336,1984.2001457214355,1989.940139770508,1989.6401405334473,2116.380138397217,1919.1401405334473,2131.020175933838
PC (44:1),-1.4049294180140945,7.061848337088319,44.356910563045325,2.7364433157962597e-11,9.687638405347679e-11,5,5,Time Period_ Older Data,Time Period_ New Data,PC,10117.860633850098,10703.280769348145,11615.440956115724,6973.320507049561,10911.160667419434,1766.6001319885254,1762.240135192871,1885.660140991211,1585.2401161193848,1618.1801109313965,1612.9001121520996
Lyso_PC(22:2),1.4027018688454944,8.576064103056227,44.28808345090469,2.8343634492605535e-11,9.976959341397148e-11,5,5,Time Period_ Older Data,Time Period_ New Data,PC,84554.42517089844,84696.285888671875,83519.88659667969,79111.985595703125,81250.92663574219,1845.860122680664,2157.2201499938965,2268.860149383545,1882.400127410889,1975.080135345459,1866.4801483154297
PS (32:2),1.3988066608059109,8.540410021836847,44.045067393838664,3.2090152444793833e-11,1.1231553355677842e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PS,78420.10498046875,80640.84558105469,79385.1455078125,80417.02551269531,80610.74572753906,1977.160144805908,1962.860126495361,1959.340129852295,1959.700134277344,1959.5801315307615,2062.760139465332
"PIo (40:4), PIp (40:3)",-1.3990170402542863,7.279066047001018,44.03238805554345,3.2298698420771067e-11,1.1240676964516936e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PI,10780.220809936523,13464.64093017578,12818.660949707031,9379.360778808594,11903.240783691406,1925.9601554870603,1932.440143585205,2139.66015625,2029.460147857666,1916.5401344299316,1926.3401260375977
PC (42:1),1.3879714295011432,8.658671155388708,43.408880868614716,4.441677062592534e-11,1.537119702560113e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PC,94304.727783203125,96977.48620605467,91107.94543457033,75315.78430175781,82564.5859375,2839.3802185058594,1910.580150604248,2049.6801414489746,1704.8801307678225,2406.1201667785645,1695.320125579834
PC (44:4),-1.3860319162382222,7.2328916856200784,43.24569489518275,4.827988293792063e-11,1.6614753011038606e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PC,15726.461097717283,9775.540672302246,13654.2007522583,8587.680656433105,10558.840728759766,1914.7201309204104,2170.6001586914062,1882.68013381958,1955.8401489257812,1942.920150756836,1570.6601219177246
1-O-palmitoyl-Cer(d18:1/16:0),-1.3858290274484102,7.184039732146478,43.21719568955653,4.898824896728113e-11,1.676486742435843e-10,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,10560.500732421877,11993.200759887695,11152.820747375488,9148.94063949585,11511.2407913208,1863.300148010254,1792.7001190185547,1891.720127105713,1788.6401290893557,1857.9601402282717,1922.420146942139
PCp(32:4),1.3824638023372224,8.939311179128213,43.10645728293648,5.184087622648884e-11,1.7643082737854765e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PC,88756.98571777344,119369.4094543457,105134.62857055664,36173.58200073242,181299.3497619629,2634.7401809692383,2464.4201698303223,2648.8801879882812,3364.720226287842,1984.200138092041,2503.8601684570312
"PIo (36:5), PIp (36:4)",-1.3835574097513452,7.2603274614067,43.09417402691376,5.216736588614746e-11,1.7656646915311448e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PI,11060.180725097656,12196.000854492188,10262.7607421875,12527.700988769531,11548.120849609377,1925.9401321411133,2051.8401489257812,1913.2601356506348,1946.3801383972168,1915.5601348876953,1953.2201347351072
Lyso_PS(21:0),1.38162924598944,8.537073135401014,43.0091044622742,5.4485716204954314e-11,1.83405470941267e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PS,81078.60559082031,80597.845458984375,80485.32604980469,80490.22619628906,75861.74560546875,1960.9401550292969,1963.460117340088,1958.960132598877,1959.580135345459,2067.9801445007324,1958.8201446533203
SM (d18:1/24:0),1.3694538977084048,11.35752038343146,42.446294199608985,7.26499325418944e-11,2.432193393793856e-10,5,5,Time Period_ Older Data,Time Period_ New Data,SM,685694.2684020996,729233.4771118164,854940.8862915039,152032.6085205078,553325.957824707,26901.082176208496,17944.841457366943,4752.740371704102,7306.860488891602,17871.361450195312,2891.0402030944824
PI (32:1),1.365872106858185,8.520265249868087,42.064707526543,8.830255082410103e-11,2.9402362868997966e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PI,66623.84387207031,90787.16784667967,136103.78771972656,41326.682861328125,58078.64453125,1960.560131072998,1940.2201385498047,1913.4801445007324,2006.840160369873,1977.720142364502,2163.2801475524902
PC (44:3),-1.366072628513507,7.141352212047462,42.0347194148752,8.966714235156314e-11,2.969621488632414e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PC,11906.960872650146,9751.440673828123,13143.32088470459,8938.280673980713,11075.54084777832,1784.880146026611,2173.3201751708984,1842.20015335083,1794.3401260375977,1560.8401184082031,1570.4001159667969
PS (30:0),1.3603547994396064,8.507744144680908,41.737071643976215,1.0441037374499949e-10,3.4394005468941006e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PS,76818.10583496094,76815.805419921875,79168.10559082031,75297.845458984375,80441.76550292969,1961.740135192871,1963.500129699707,1959.400146484375,1960.0201301574707,1959.420139312744,1957.9001388549805
PC (38:5),-1.3564892662383958,12.816139569439109,41.69475242981571,1.0669497331414028e-10,3.49596295539949e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PC,747288.5485839844,734504.263671875,879024.1754150391,285958.3627319336,563769.5778198242,57716.12557220459,242157.2003898621,166123.19081497192,21687.701538085938,50219.74454879761,1991.5801467895508
PE (38:3),-1.3521910818709657,9.395352821784993,41.399966032118535,1.2405954276172857e-10,4.043422134456338e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PE,60123.36358642578,61951.583984375,64805.324768066406,43971.70306396485,59911.88439941406,9494.660724639893,10953.440521240234,11280.420684814451,2830.6002082824707,13704.60087966919,1927.3001441955569
"PIo (38:5), PIp (38:4)",-1.3479777348224882,7.273073875247542,40.981017987156285,1.5371493785644306e-10,4.983600090503627e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PI,10673.20069885254,13479.880981445312,12789.800888061523,9621.720611572266,13057.520965576172,1925.9001350402832,2071.1401443481445,1913.5401306152344,1971.1401481628416,1936.52014541626,1912.9201278686523
Lyso_PC(14:0),1.341735556008989,9.315595869881795,40.71864229196392,1.7580199327494456e-10,5.669844390438002e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PC,131255.22900390625,140521.9296875,127343.42919921876,134088.44946289062,131161.4501953125,3499.5602493286133,3588.100238800049,3723.120273590088,3298.2002601623535,2899.56018447876,4473.560279846191
CerP(d18:1/26:1(17Z)),-1.3417700576729605,7.143938908596577,40.597770444498806,1.8701993672191054e-10,6.000222969827963e-10,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,9543.900772094728,11904.880794525146,12029.50082397461,10389.620754241943,11006.44073486328,1858.420139312744,1802.1601371765137,1650.8601188659668,1874.2601165771484,1814.9001350402832,1705.7001190185547
"PIo (40:3), PIp (40:2)",-1.3361110890572696,7.322439701061285,40.29132286001641,2.1877851863101398e-10,6.982775516927699e-10,5,5,Time Period_ Older Data,Time Period_ New Data,PI,10377.060859680176,15646.661254882812,14547.221145629885,7288.580520629883,13869.301132202148,1925.4801445007324,2023.440143585205,2200.920166015625,1987.1001472473145,1916.7801322937012,2073.1601600646973
O-behenoylcarnitine,-1.3157040496609267,11.290533460986982,39.29560308086138,3.642606614192882e-10,1.1566214816200079e-9,5,5,Time Period_ Older Data,Time Period_ New Data,CAR,179824.51150512695,181549.45281982425,197831.7540283203,194057.23443603516,224834.854888916,30511.88215637207,29072.842010498047,39892.06301879883,31641.202209472656,26519.78196716309,30668.6220703125
Cer(d18:1/24:0),-1.3132752551443367,8.052169175280069,39.04982709353587,4.1312571677218394e-10,1.2983951098554352e-9,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,19778.12139892578,23330.861557006836,22058.22148132324,21265.521423339844,18586.801300048828,3932.380256652832,3389.7602195739746,2697.080184936523,2963.760227203369,3948.040283203125,3040.900192260742
PS (32:0),1.3144504647875213,8.477719284313594,39.05533952209157,4.1196087326488414e-10,1.2983951098554352e-9,5,5,Time Period_ Older Data,Time Period_ New Data,PS,79100.70587158203,75759.485107421875,74057.42565917969,70085.225341796875,77257.66516113281,1961.2201385498047,1962.9601364135744,1959.18013381958,1958.8601417541504,1959.6601371765137,1983.3001518249512
PI (38:3),1.3113273895526776,9.265187076974058,38.954565165552154,4.337846960534986e-10,1.356402907456625e-9,5,5,Time Period_ Older Data,Time Period_ New Data,PI,69368.40603637695,218934.4571685791,245792.97732543945,15502.541015625,126672.03045654295,1926.5401306152344,4295.120227813721,6848.9204597473145,2488.880195617676,1916.2801361083984,1972.9401321411133
Cer(d18:2/18:1),-1.311171860069131,7.315710045027134,38.848700038546426,4.579587949123438e-10,1.4247606952828474e-9,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,12146.300811767578,10604.48077392578,14127.740982055664,12780.820945739746,12970.120922088625,1933.9801406860352,1861.7401313781736,2376.720169067383,1940.940128326416,1947.74015045166,1930.54012298584
Lyso_PC(3:1),-1.3012440371826115,7.506836429666165,38.30323943330571,6.056202683753979e-10,1.8746838458253526e-9,5,5,Time Period_ Older Data,Time Period_ New Data,PC,14430.900970458984,13115.12094116211,14542.641036987305,14489.180923461914,14491.481048583984,2488.580177307129,2445.040184020996,1834.880146026611,2372.1001777648926,2221.800178527832,2342.740165710449
Cer(d18:2/20:1),-1.2831974848118393,7.4756467545037975,37.27530122349332,1.0257551311698462e-9,3.1593258040031265e-9,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,14096.920989990234,13032.520935058594,15118.180953979492,14093.621055603027,13553.040939331057,1970.4401473999023,2384.380153656006,2297.2801628112793,2213.3401527404785,2157.1801681518555,2351.9601821899414
PIp (42:4),-1.2798168781838262,7.284173829211516,37.06285024137133,1.1438228796186146e-9,3.5054472330600327e-9,5,5,Time Period_ Older Data,Time Period_ New Data,PI,11767.761039733889,10726.340637207031,14935.041297912598,13144.02089691162,11478.180950164797,1925.0801429748535,2007.0801467895508,1930.4001388549805,1958.10013961792,1938.3401222229004,1925.7601432800293
Lyso_PI(18:0) | PI (18:0),1.2610487073166505,8.687831419316817,36.06342690669946,1.9099816709483777e-9,5.8244985609118844e-9,5,5,Time Period_ Older Data,Time Period_ New Data,PI,87554.86669921875,89305.885498046875,78315.96533203125,82041.345458984375,91441.14599609376,1888.6601333618164,2902.220203399658,2662.6601905822754,2283.68017578125,1874.4001350402832,2440.18017578125
"PIo (40:6), PIp (40:5)",-1.2573918337676713,7.286580374084717,35.8117772592937,2.1733016186745896e-9,6.594846291150479e-9,5,5,Time Period_ Older Data,Time Period_ New Data,PI,11566.080856323242,12699.840881347656,13420.321075439451,12196.140892028809,12647.780792236328,1925.700138092041,1980.500144958496,1913.3401374816897,1944.7801513671875,1917.300136566162,1988.8201484680176
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",1.2476748509847597,9.984945598769759,35.40725373602406,2.6748884318630782e-9,8.077114088370863e-9,5,5,Time Period_ Older Data,Time Period_ New Data,CAR,198197.03442382812,197497.19409179688,213080.95361328125,200223.0334472656,243164.9384765625,5116.380317687988,6034.160453796387,5840.020404815674,5838.920433044434,5863.720390319824,5976.240436553955
1-O-eicosanoyl-Cer(d18:1/16:0),-1.2462757976831114,7.137607018257523,35.18099412275358,3.004414303895783e-9,9.016574481272182e-9,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,11178.260723114014,12303.560836791992,12328.060791015623,9729.480697631836,11770.480796813965,1755.4001235961914,1802.5601272583008,1726.0201301574707,1705.0001182556152,1811.0001220703125,1690.6401100158691
PC (44:2),-1.2463507587713438,7.072569118628135,35.17396189757437,3.0152830245812813e-9,9.016574481272182e-9,5,5,Time Period_ Older Data,Time Period_ New Data,PC,11192.980880737305,12151.240676879885,11148.360721588137,8330.500625610352,11549.540878295898,1669.1801261901855,1628.0401229858398,1744.4401245117188,1591.4801216125488,1712.000129699707,1697.1201210021973
PI (38:5),1.2418635662731587,8.805893169291343,35.019788668442345,3.263715912888768e-9,9.712314020963677e-9,5,5,Time Period_ Older Data,Time Period_ New Data,PI,65698.3257598877,130756.47328186037,156807.43269348145,17332.840896606445,106522.46670532228,2001.3601531982424,2900.3202209472656,3759.720272064209,2270.900161743164,2017.4601516723633,1963.040138244629
Lyso_PC(22:0),1.2398210326828487,8.697903987131689,34.89715585491277,3.4758824201881524e-9,1.0293959475172605e-8,5,5,Time Period_ Older Data,Time Period_ New Data,PC,86843.1865234375,86746.786376953125,90524.8858642578,83896.966796875,86064.646484375,2543.360176086426,2517.18017578125,1912.9801292419431,2630.3001976013184,2304.000160217285,2138.280170440674
PI (24:0),1.2386979015019943,8.62254814958232,34.827051955679686,3.603317598230779e-9,1.0620304500048611e-8,5,5,Time Period_ Older Data,Time Period_ New Data,PI,78238.445068359375,90356.206298828125,81773.525634765625,78046.00537109375,79416.56591796875,1925.7201461791992,2329.060173034668,2403.700164794922,2603.240188598633,1917.020133972168,2354.040184020996
1-O-myristoyl-Cer(d18:1/16:0),-1.2349404813016802,7.163665953187016,34.563482014113184,4.125740791571476e-9,1.2102172988609664e-8,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,11886.22095489502,10779.68073272705,13350.980964660645,10098.280784606934,12056.160987854004,1802.6801300048828,1873.5201416015625,1669.1401176452637,1828.760139465332,1688.980125427246,1815.600128173828
CerP(d18:1/26:0),-1.2345748596594346,7.167369242977303,34.545449053569094,4.164139773937036e-9,1.2156919908745091e-8,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,12391.88079071045,12312.800827026367,11289.06071472168,10861.000793457031,11819.060813903809,1759.0801277160645,1828.1401329040527,1827.440139770508,1791.600128173828,1740.6601333618164,1740.5001335144043
Cer(d18:1/26:0),-1.2239903765491984,7.712117616086323,34.0353140851347,5.4120849352943844e-9,1.5725680755383683e-8,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,18196.42124938965,17532.78125,17875.001419067383,15792.981155395508,18058.881301879883,2610.3801765441895,2692.860191345215,2544.120178222656,2542.480178833008,2843.8002166748047,2265.1601600646973
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",1.218783163321617,10.0756423344658,33.8351640159556,5.998478488227734e-9,1.7347712435437955e-8,5,5,Time Period_ Older Data,Time Period_ New Data,CAR,212029.17529296875,203605.61474609375,223207.55737304688,211958.2744140625,258782.97802734375,6231.680446624756,5658.200393676758,6238.640438079834,6927.740459442139,5781.840427398682,6689.760471343994
O-arachidonoylcarnitine,1.2164946612348067,10.837210763465015,33.732615092953864,6.32316066929121e-9,1.8201247534034508e-8,5,5,Time Period_ Older Data,Time Period_ New Data,CAR,359051.26611328125,348501.76611328125,384076.0673828125,360059.00390625,441488.2314453125,10463.54071044922,10386.300773620604,10312.58074951172,11067.380786895752,10514.420692443848,10346.120727539062
PSo (20:0),1.1870254952046246,8.39286025548536,32.03796673070554,1.5118869078186993e-8,4.331731791703808e-8,5,5,Time Period_ Older Data,Time Period_ New Data,PS,65763.54431152344,66917.26501464844,73208.18524169922,77590.18518066406,60809.243896484375,1960.7201309204104,1963.7801322937012,1959.660140991211,1959.6601333618164,1960.2601165771484,1958.2601318359375
PCo(34:0),1.1778239976795257,9.104686721998034,31.615906581137892,1.8788429706937404e-8,5.358181805311778e-8,5,5,Time Period_ Older Data,Time Period_ New Data,PC,119330.6714630127,148351.0516357422,145349.00772094727,45306.32312011719,116788.48788452148,3712.240234375,3823.360294342041,3594.240264892578,2461.960174560547,2852.9202423095703,2530.200183868408
Lyso_PI(18:2) | PI (18:2),-1.1750806509672584,7.325161046651141,31.396713725601288,2.1033661322352933e-8,5.970845794732445e-8,5,5,Time Period_ Older Data,Time Period_ New Data,PI,12650.78076171875,15273.040924072266,13204.880981445312,14009.22103881836,12196.500854492188,1912.9201354980469,1916.360126495361,1995.4001502990725,2145.820152282715,1874.3401374816897,1938.6801376342771
Cer(d18:0/h24:0),1.1609454282281446,8.365846950879698,30.68080849610145,3.041585742506392e-8,8.594572556807052e-8,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,66100.90417480469,71615.50500488281,64478.46472167969,66853.724853515625,69527.86511230469,2050.900146484375,2078.260166168213,1837.7001304626465,1822.6801376342771,2035.5801277160645,1725.860122680664
PE (44:10),1.151697783315642,8.323685236221266,30.20121854922693,3.894646928046028e-8,1.0954805971124901e-7,5,5,Time Period_ Older Data,Time Period_ New Data,PE,65739.96533203125,59967.84423828125,66639.94482421875,67628.66436767578,65771.20495605469,1898.9001426696775,1945.9001541137695,1869.8001327514648,1913.060131072998,1878.1001358032229,1867.3201370239256
Cer(d18:1/12:0),-1.1502542150073705,7.311639836714288,30.117369681538037,4.066724074269951e-8,1.1386827407955863e-7,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,13702.380935668943,14676.920921325684,14292.661056518557,12797.880897521973,13408.780952453611,1929.620132446289,1830.780128479004,1996.8001441955569,2262.4601287841797,1863.04012298584,1682.500114440918
PC (34:0),1.1378954386070932,11.558503643244878,29.629164422950907,5.231190830701935e-8,1.4581056795078696e-7,5,5,Time Period_ Older Data,Time Period_ New Data,PC,788458.2072143555,943320.03271484375,1015073.9608764648,147491.9864501953,368829.1076660156,10671.120658874512,36586.24224472046,28833.202491760258,9961.16077041626,10174.020538330078,3462.000228881836
