lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
Lyso_PC(7:0),0.15564934618393447,7.643833871264072,0.06113561647362076,0.8047099725701365,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PC,125303.5083618164,110001.16784667967,107863.72705078124,69695.044921875,121661.22955322266,111604.16650390624,67993.1644897461
Lyso_PC(8:0),0.04591581792150567,6.232955102355737,0.00532218943695284,0.9418432498771936,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PC,37417.36247253418,38545.4026184082,35196.942642211914,36617.342544555664,36528.142265319824,31852.56233215332,49902.683906555176
Lyso_PC(9:0),0.05451964343616652,6.051586723293285,0.007503415441007633,0.9309717737155125,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PC,32410.382263183594,32072.662628173828,33763.52233886719,30296.442138671875,30747.142456054688,31722.42202758789,43231.78256225586
Lyso_PE(12:0) | PE (12:0),-0.00614567456967913,6.822833091287801,9.535366007185075e-5,0.9922088450174604,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,63236.06427001953,58667.92419433594,50384.72381591797,58613.80462646485,62217.08447265625,47750.10321044922,61092.42376708984
Lyso_PE(12:0) | PE (12:0)_2,0.056492692178490914,6.880350292087122,0.008056686304371397,0.9284786934809991,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,66629.96435546875,67130.94500732422,51721.76336669922,59645.624267578125,62108.24420166016,51293.04376220703,60886.64373779297
Lyso_PE(13:0),-0.07050300611771004,6.015319319110779,0.012547333103899654,0.9108116091310833,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,30483.321716308594,33182.66198730469,31725.02279663086,31383.94235229492,33409.64245605469,33084.94209289551,36036.30244445801
Lyso_PE(14:0),0.014901343195039102,7.625495325330583,5.606052814073337e-4,0.9811101687821767,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,92623.6259765625,97073.1453857422,96248.90744018556,95542.20584106444,90079.0654296875,91017.90884399414,134677.56942749023
Lyso_PE(14:1),-0.24194510701769076,7.546901093755879,0.14761661588750033,0.7008234902029992,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,101463.24789428712,94894.80627441406,94647.7466430664,101716.90786743164,110232.16781616212,125249.09133911131,39678.1423034668
Lyso_PE(15:0),0.08092780161328202,10.27648726900765,0.016533298287868092,0.8976885097872507,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,599341.5704956055,571195.5212860107,630722.2981719971,528889.0122375488,564543.0735015869,580362.1122283936,895332.0626068115
Lyso_PE(15:1),-0.36246356435064936,8.418079524754749,0.33083086028773323,0.5651702565376283,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,177420.15368652344,174131.95416259766,176532.44889831543,204589.9945526123,224964.4195098877,235856.51805114743,31247.9818649292
Lyso_PE(16:0),0.32562291657328196,9.734642248769047,0.26713296457637625,0.6052615203362637,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,1487.660099029541,1488.120101928711,735794.0842285156,1636.0601081848145,1421.6400985717771,636524.2214660645,1477791.6302337646
Lyso_PE(16:1),0.13251802821796776,4.741105910834468,0.04430710869564791,0.8332832747597565,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,1626.66011428833,1850.8601150512695,25771.32147216797,1619.560115814209,2269.2601318359375,24564.281616210938,33066.92241668701
Lyso_PE(17:0),0.0073975463850886125,6.449399615905699,1.3815622446600173e-4,0.9906218907084706,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,63118.68492126465,53328.30303955078,39414.54248046875,52691.58349609375,51089.40432739258,46654.74398803711,8120.740547180176
Lyso_PE(17:1),0.015493310566269056,5.9716308773567075,6.059989364075591e-4,0.9803604229591685,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,52385.94375610352,35853.12247467041,26146.161987304688,39628.52265930176,43944.782428741455,26499.28173828125,1598.3600997924805
Lyso_PE(17:2),0.03678380674387511,5.175122602579611,0.0034155253675862696,0.9533961654883825,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,28755.2020111084,11433.720886230469,23867.821563720703,30558.741912841797,9986.980770111084,21536.101669311523,1422.240089416504
Lyso_PE(18:0),0.11274599504985465,6.478957922323351,0.03208361145334493,0.8578442737433009,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,52255.54382324219,64479.22448730469,25576.541885375977,48392.863708496094,50336.8235168457,26162.94201660156,52732.1637878418
Lyso_PE(18:1),0.008208524468508808,6.1140002281767725,1.7010310330078937e-4,0.9895939988980199,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,41849.662841796875,43646.563217163086,21510.501419067383,42837.36328125,38798.60287475586,20010.861541748047,38762.44291687012
Lyso_PE(18:2),0.03804219450886621,6.479208480376589,0.0036534934729388624,0.9518019081343214,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,53367.42398071289,47243.52337646485,29968.902221679688,49165.24304199219,46277.2431640625,27227.1414642334,63069.78421020508
Lyso_PE(18:3),1.1706350982332419,6.754947371796756,3.3687699484389677,0.06644334658015053,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,42638.46328735352,192287.69317626953,25324.861785888672,41531.062744140625,38655.583099365234,24173.501724243164,40781.843017578125
Lyso_PE(19:0),1.3017147641276314,6.719685664629974,4.140178149815256,0.04187676200691044,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,35852.462799072266,203676.2134399414,22511.941551208496,38523.962463378906,34617.74234008789,22125.941680908203,40591.5235748291
Lyso_PE(19:1),-0.032781155621383666,6.067930728025208,0.002712807647299087,0.958461267741955,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,37309.702407836914,37366.88269042969,23654.14151000977,39048.40267944336,36071.60220336914,21733.361541748047,43139.00271606445
Lyso_PE(20:0),0.1893793943999352,6.324012738941902,0.09047753905178979,0.763570939223277,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,58415.50341796875,69577.14547729492,1800.000144958496,56033.54412841797,47078.08349609375,1596.0601196289062,55170.40365600586
Lyso_PE(20:1),0.4659142450137681,6.982533365529885,0.5456780799104308,0.4600890254924362,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,122085.49041748048,129404.32888793944,1773.440113067627,72416.22540283203,95325.0076751709,2423.220199584961,41330.32279968262
Lyso_PE(20:2),0.4077853833325972,8.297278242662957,0.41844497992133256,0.5177139906008758,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,323229.72283935547,303685.5765686035,15917.841033935549,166051.89303588867,242822.83203125,44757.70276260376,60406.58558654785
Lyso_PE(20:3),-0.14201741923331898,6.483568921079618,0.05089783212315524,0.8215082791415842,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,55334.1037902832,58629.24478149414,15686.021110534668,58017.88381958008,58689.7841796875,18237.26127243042,55966.783935546875
Lyso_PE(20:4),-0.10487266995889433,8.182838480496905,0.027761463273236586,0.8676708532360063,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,153445.23095703125,162642.75170898438,97253.40704345705,157105.17138671875,169627.53125,100970.30810546876,192101.29370117188
Lyso_PE(20:5),-0.1185724357609633,7.1452852571735965,0.03548523899735301,0.8505824913029076,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,96479.5458984375,85115.746826171875,18521.781127929688,99165.86730957033,88116.96691894531,17515.501266479492,100372.34777832033
Lyso_PE(21:0),0.05660421662090768,6.518728242807047,0.008088404809313943,0.928338423479458,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,57595.30368041992,58165.3444519043,30646.54229736328,49610.323638916016,57227.643798828125,28300.561935424805,46612.263763427734
Lyso_PE(22:0),0.05388276463722292,6.349647255736085,0.0073293402056151535,0.9317752040076113,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,51882.02365112305,60567.04473876953,22367.821701049805,50975.364013671875,48685.76361083984,23367.361587524418,35826.622497558594
Lyso_PE(22:1),0.033632889127579946,6.059572769328065,0.0028556052932344755,0.9573830373042562,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,36488.56246948242,38434.30268096924,25264.32177734375,35650.72253417969,37563.603088378906,21202.52153778076,42536.28253173828
Lyso_PE(22:2),-0.06637936414381075,6.376471409225582,0.01112287339356044,0.9160068140551564,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,50945.40295410156,45542.38311767578,27002.622146606445,49902.02410888672,48327.86340332031,26272.641662597656,47750.58319091797
Lyso_PE(22:4),0.01615894264029837,6.355767947753601,6.591927940462483e-4,0.979516763696795,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,45719.66355895996,54852.62417602539,26062.96231842041,43958.82293701172,49427.4235534668,26159.401428222656,46962.02322387695
Lyso_PE(22:5),-0.06357533910209014,7.078357708513258,0.010203437266909532,0.9195408827146869,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,69520.46524047852,122738.92803955078,32209.462448120117,81636.5061340332,95906.06637573242,41637.442779541016,47812.822982788086
Lyso_PE(22:6),-0.018964054452768882,6.4212967110477805,9.079262708837632e-4,0.9759619276008701,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,47918.48287963867,63714.763763427734,23767.701553344727,56439.46432495117,51365.76400756836,21781.80149841309,43074.343338012695
Lyso_PE(24:0),0.10940878682236133,6.544653486082385,0.030212783201932325,0.8620083031736578,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,50954.34371948242,57656.16412353515,28297.862060546875,46298.42367553711,45918.10354614258,29016.76205444336,73709.224365234375
Lyso_PE(24:1),0.04012126793210518,6.980298212751066,0.004063824858349108,0.9491707755860986,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,70419.12481689453,70993.22561645508,43900.02310180664,67538.14346313477,63269.324462890625,42653.62296295166,89366.2847290039
Lyso_PE(24:6),-0.08685894047538004,6.394549551649169,0.019043850325033418,0.8902408461410434,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PE,49263.46365356445,51440.94338989258,30227.00249481201,47553.24279785156,50448.36322021485,35764.041511535645,36389.14225769043
Lyso_PG(12:0),0.053110302246148336,7.37646503461107,0.0071209905950126995,0.9327495681171823,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,97586.207763671875,97161.4874267578,79471.46600341797,80440.98516845703,94559.686767578125,82272.14642333984,62100.60400390625
Lyso_PG(13:0) | PG (12:0),-0.05043316349231432,8.068525437891894,0.0064213112013931095,0.9361314098696181,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,169503.89135742188,159722.7119140625,95881.466552734375,148135.2498779297,185458.99267578125,91264.86669921876,111238.74743652344
Lyso_PG(13:0) | PG (12:0)_2,0.07336357255057122,8.122348840391435,0.013587135227680847,0.907205671965438,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,186327.85278320312,163540.9931640625,108660.58666992188,146011.9500732422,183567.01416015625,92566.806884765625,116032.82824707033
Lyso_PG(14:0),0.04052233468942972,7.169760737439749,0.004145527107056068,0.9486630620894241,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,79438.844970703125,89377.22625732422,70627.086181640625,68318.88424682617,74471.96533203125,83255.00537109375,49676.62432861328
Lyso_PG(14:1) | PG (14:1),0.008679517318630372,10.81880264665471,1.9020066247321665e-4,0.9889964630258742,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,956587.13623046875,1143524.6508789062,1043479.138671875,713315.00927734375,953785.64404296875,1386853.9106445312,288534.4426269531
Lyso_PG(14:1) | PG (14:1)_2,0.011879059358608281,10.821490852135842,3.5627445322461426e-4,0.9849406365389051,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,946857.80908203125,1157892.814453125,1047473.869140625,720797.26220703125,944955.755859375,1387978.0146484375,292964.9814453125
Lyso_PG(15:0) | PGo (16:0),0.01216134596935843,7.199595549995304,3.733936068783805e-4,0.9845831206413895,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,65503.2446975708,87029.48614501953,81125.82580566406,63018.18440628052,90560.02697753906,72912.36505126953,63839.22380065918
Lyso_PG(15:0) | PGo (16:0)_2,0.025404732301290738,7.089376617698432,0.0016293969292746624,0.9678015043553618,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,53692.464626312256,82198.48486328125,79223.72546386719,47168.08304977417,89681.98654174805,70348.32418823242,63154.72477340698
Lyso_PG(15:1),-0.15392256137531643,7.650577212586068,0.05978710848512492,0.8068327410895472,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,95832.66705322266,93823.4262084961,90820.227294921875,111108.56829833984,106764.50677490234,86968.3251953125,124935.75091552734
Lyso_PG(16:0),0.06593698717462017,6.614465407171203,0.010975350818625884,0.9165636253202247,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,1569.7401123046875,1464.2601051330566,161546.5746459961,1652.4201278686523,1460.600112915039,167109.3533935547,1476.4401016235352
Lyso_PG(16:1) | PG (16:1),-0.0986199508045788,5.235585266977838,0.024547191928832035,0.8755006479939234,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,1549.1000938415527,1522.820110321045,56486.5837097168,1455.9201164245603,1604.7201080322266,65649.48458862305,1547.0800971984863
Lyso_PG(16:1) | PG (16:1)_2,-0.005401437812026527,5.284696776163935,7.365087094513001e-5,0.993152631920852,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,1567.720115661621,1512.860107421875,60638.10388183594,1460.2800979614258,1505.4401092529297,65975.76446533203,1465.0601119995115
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),0.06842527669173755,11.004175222141727,0.011819922895483614,0.9134249995211114,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,1199703.6162109375,1515468.6650390625,1007883.5307617188,833568.47021484375,1155757.3764648438,1442103.4287109375,270501.8620605469
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,0.02743588235502132,10.979400835060764,0.0019004372552444693,0.9652280306260685,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,1119773.798828125,1438108.6689453125,1050441.7250976562,788924.75390625,1098897.3393554688,1544390.5166015625,247907.35473632812
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,0.01724407949766702,10.945729225769652,7.5075726454088e-4,0.9781407380629844,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,1071193.7958984375,1325579.7954101562,1111116.0659179688,737858.494140625,1026135.63671875,1613862.654296875,218858.333984375
Lyso_PG(17:1) | PGp (18:0),0.0724243579849274,6.757631073329988,0.013241025900015302,0.9083899105332619,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,57521.44372558594,62342.10467529297,53743.42395019531,50110.323638916016,49994.92346191406,60616.30432128906,50902.10313415527
Lyso_PG(17:1) | PGp (18:0)_2,-0.04855019148731855,6.725984524014955,0.0059505695307962014,0.9385122243067944,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,51457.783294677734,57663.68435668945,52195.343994140625,50829.223876953125,49294.32360839844,62489.36407470703,52266.263259887695
Lyso_PG(17:2),0.018539834748922956,7.082371941552441,8.677832113335171e-4,0.9764991876495733,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,78854.0856628418,71900.8461303711,57148.02410888672,72752.0654296875,67634.28466796875,58913.184173583984,74178.66488647461
Lyso_PG(18:0) | PG (18:0),0.5605290779337851,9.898860310748605,0.7883210965956096,0.3746082722615776,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,736755.6710205078,584964.6521606445,127863.7684326172,270748.4178466797,513320.7364501953,153218.15118408203,1006352.5754394532
Lyso_PG(18:0) | PG (18:0)_2,0.5112549654083993,9.902484915345893,0.6565009513869882,0.41779796362769245,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,742452.3205566406,565179.5342407227,126203.62866210938,278998.5871582031,521076.3582763672,160355.33221435547,1004986.3320922852
Lyso_PG(18:1) | PG (18:1),-0.0034999656588266463,6.796057540582664,3.0926097451811074e-5,0.9955628880832141,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,58975.544189453125,62282.88464355469,48848.34307861328,57904.16421508789,57463.84436035156,50030.34344482422,59695.784240722656
Lyso_PG(18:1) | PG (18:1)_2,0.07071164905571123,6.7909015762657585,0.012622246364571765,0.9105468728174863,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,61001.4443359375,66468.6049194336,48332.9831237793,55557.24383544922,57780.30389404297,48653.64318847656,56918.223693847656
Lyso_PG(18:2) | PG (18:2),0.08814415853339282,6.629618096791489,0.019611647423568357,0.8886271286869648,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,54953.82385253906,53948.12335205078,45337.12316894531,53530.50393676758,48194.72317504883,39259.502868652344,56175.00375366211
Lyso_PG(18:2) | PG (18:2)_2,0.07979651348758089,6.623117277222309,0.016073365125294004,0.8991139115939528,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,54531.983825683594,52636.8239440918,45306.24264526367,49334.76336669922,52190.343994140625,38996.342849731445,56802.843490600586
Lyso_PG(18:3) | PG (18:3),0.07688879998489254,7.920428735876926,0.014924010215054295,0.9027692426273721,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,134346.63009643555,127566.70831298828,89604.70388793945,122384.76724243164,118545.48843383788,81362.76644897461,183594.9732971191
Lyso_PG(18:3) | PG (18:3)_2,0.12169463338540497,7.902995439099314,0.03737875061074192,0.846695952274797,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,135043.18920898438,127935.80996704102,90437.76748657228,114632.96746826172,120569.24768066406,79242.22660827637,179755.27095031738
Lyso_PG(18:4),0.37484079717191676,7.082889163777847,0.3537358347916779,0.552005944917885,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,65665.86434936523,131495.16912841797,50235.20346069336,63900.224609375,68357.3039855957,47275.16355895996,64394.94375610352
Lyso_PG(19:0),-0.06281307125071181,7.178458742712229,0.009960183493603836,0.9205025372993658,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,102460.34771728516,93020.94689941406,1522.6601104736328,90184.40692138672,99850.367431640625,1575.7201194763184,129053.2489013672
Lyso_PG(19:1),0.015315828586548511,6.346845043138025,5.921972933720099e-4,0.9805853123631604,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,57377.683837890625,64509.50476074219,1518.3001136779783,54322.40408325195,56904.523681640625,1614.6401138305664,57384.06451416016
Lyso_PG(20:0),-0.08637244670054886,7.035861106144127,0.018831619859611237,0.890850303356383,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,68628.604248046875,75519.64538574219,52961.363708496094,79890.7855834961,67670.92492675781,54257.36389160156,68203.16497802734
Lyso_PG(20:1) | PG (20:1),0.13710668368190404,8.416984997880773,0.04744269061484374,0.8275744795719854,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,216873.6533203125,202092.67626953125,148779.87036132812,178469.873046875,185498.41381835935,136511.50927734375,151699.4521484375
Lyso_PG(20:1) | PG (20:1)_2,0.04472365635973659,8.416279855853505,0.00504978163735359,0.943348558040715,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,206998.31298828125,196205.21411132812,143936.43041992188,178875.5927734375,192032.65283203125,143339.47216796875,157208.93017578125
Lyso_PG(20:2) | PG (20:2),-0.04193705462634226,8.578208371969204,0.004440148382400366,0.9468727287744148,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,234534.21588134769,278466.1998901367,144314.99029541016,208107.29663085935,283014.3035888672,157858.75057983398,75848.12626647949
Lyso_PG(20:2) | PG (20:2)_2,-0.06637836043066805,8.544847907344685,0.01112324382575025,0.9160054206053468,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,227378.0750732422,269779.52014160156,136886.58926391602,203089.37615966797,271758.5769958496,161408.87243652344,79736.98617553711
Lyso_PG(20:3) | PG (20:3),-0.012528821684855381,6.681228032578965,3.962913524446776e-4,0.9841175068930503,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,54313.144134521484,62131.263916015625,38082.9627532959,55877.044342041016,59028.844177246094,35008.04235839844,61253.543884277344
Lyso_PG(20:3) | PG (20:3)_2,0.08233664895796022,6.6763021035249,0.017112862780777505,0.8959207539489062,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,58205.24331665039,64135.5852355957,36223.38233947754,52333.78366088867,55295.88366699219,36153.58251953125,62474.78518676758
Lyso_PG(20:4) | PG (20:4),0.04305934372203349,6.476516426730532,0.00468068183727155,0.9454548765605474,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,53964.82354736328,53392.164154052734,26480.321975708008,50316.703369140625,48369.20318603515,25622.221557617188,59044.60400390625
Lyso_PG(20:4) | PG (20:4)_2,0.03760507525769485,6.448040871654437,0.003570022323401645,0.9523550163739551,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,50270.26333618164,55960.34390258789,26932.701858520508,47936.46319580078,50528.083435058594,25481.22179031372,54664.10339355469
Lyso_PG(20:5) | PG (20:5),0.013436918981074523,7.3236578811549204,4.5583049359265715e-4,0.982966309349771,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,99649.48864746094,107874.2080078125,38261.44261550903,95547.9072265625,96515.82678222656,38832.68264007568,97097.947265625
Lyso_PG(20:5) | PG (20:5)_2,-0.067656953343935,7.294660254988854,0.011555533477803692,0.9143949691236753,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,94791.26745605467,94049.006103515625,40965.64276123047,93829.56677246094,95290.8662109375,40695.302879333496,100433.68798828124
Lyso_PG(21:0),-0.07003419993130726,7.026825630316976,0.01238170258432092,0.9113997867150138,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,69463.56430053711,75957.90451049805,57931.744453430176,73391.18536376953,69278.06475830078,64053.06430053711,55121.823150634766
Lyso_PG(22:0) | PG (22:0),-0.12828808564266744,8.32211950639807,0.041537937921020784,0.8385030864748413,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,198025.9346923828,198759.79083251953,115923.28857421876,220064.37451171875,198444.07348632812,119658.20874023438,97126.206298828125
Lyso_PG(22:0) | PG (22:0)_2,-0.11811924529559886,8.483374917602182,0.03521570572411292,0.8511443788291662,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,221273.9514770508,240249.6602783203,127512.96716308594,242537.34045410156,237688.99822998047,131945.7901611328,87367.98498535156
Lyso_PG(22:1) | PG (22:1),-0.002946610476059975,6.578945880989722,2.1919910750511917e-5,0.9962644215131683,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,50895.263580322266,53426.663665771484,39876.26252746582,50168.22268676758,49870.204040527344,39882.40264892578,55659.60400390625
Lyso_PG(22:1) | PG (22:1)_2,-0.003019407929671233,6.593237742697081,2.3016419277155364e-5,0.9961721291578839,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,53153.14416503906,54159.74475097656,38140.86242675781,49406.523010253906,52767.66409301758,38844.862716674805,56924.54309082031
