lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
22:3 Stigmasteryl ester,-0.07588539170915043,8.76319584049349,0.014537306095007807,0.9040310367892859,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,CE,327154.7291030884,340397.6675796509,71032.12460327148,336055.4048423767,324529.98192596436,70560.264919281,107463.74801254272
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",0.04973997555401151,9.707531044799778,0.006246112439839635,0.9370068914819617,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,CE,635157.966796875,495490.35778808594,231045.13665771484,505492.7348632813,542394.1608886719,215199.37567138672,370215.2233886719
22:5 Cholesteryl ester,0.01459479498692136,9.640810904247886,5.377922052502981e-4,0.9814984383226347,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,CE,602304.2216796875,474177.8748779297,214552.43481445312,490647.8161621094,528387.7165527344,207113.65533447263,343852.4637451172
22:6 Cholesteryl ester,0.02927180881235358,9.597678653122724,0.0021632747468203206,0.9629029529133843,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,CE,590267.56396484375,471349.9522705078,207493.234375,477660.0895996094,511284.4758300781,203145.3345336914,318345.9444580078
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.06573681715743758,8.996819904789241,0.010909326549153775,0.9168140533825211,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,CE,370315.3039894104,374672.56845092773,71333.26514053345,380375.3474197388,343044.65074920654,77957.44495010376,225753.29443740845
3-hydroxyarachidonoylcarnitine,0.07967649605421027,11.801877074481368,0.016026102428440936,0.8992615534894106,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,CAR,1743413.8393554688,1767162.2346191406,2071022.1474609375,1790563.1328125,1705696.5053710938,1698589.076171875,1852556.1604003904
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",0.08309432702119943,11.534724067115096,0.017430312538635917,0.89496538065734,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,CAR,1407759.0158691406,1430833.4693603516,1726085.123046875,1469556.4709472656,1387417.1748046875,1385420.610961914,1670603.4350585938
"3-hydroxylinoleoylcarnitine,",-0.32022997065293585,14.659832174033225,0.25837930393347824,0.6112357872297797,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,CAR,13833465.81298828,13605475.501464844,13313878.918457031,16175701.743652344,16419706.2265625,17175345.586914062,2200595.70703125
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-0.26975876056444026,13.593491093312421,0.18346054176599982,0.6684160189464596,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,CAR,6347135.7314453125,6494530.602050781,6203783.0927734375,7209705.599609375,7470181.8642578125,7760483.259277344,2678909.9697265625
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",0.0016804837072834442,11.752596791959007,7.129667210392654e-6,0.9978695361233674,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,CAR,1684092.1088867188,1725702.0595703125,1831606.1508789065,1753678.2744140625,1650440.2626953125,1726526.607421875,1844464.9086914065
C12:0,-0.1035002821342647,8.857871198833344,0.027040069573558867,0.8693858394631943,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,51106.78370666504,91973.32678222656,579113.6983642578,85580.02577972412,74923.58480072021,653824.168548584,75923.3450012207
C12:1,0.04131023428742837,7.843133207179166,0.004308361574658193,0.9476659465814563,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,36461.782485961914,56407.56418609619,267596.4381713867,49931.84354400635,54982.60381317139,259565.99877929688,73215.28530883789
C14:0,-0.17906371844374294,12.127608483250409,0.08090204000473022,0.7760786957476493,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,742224.69287109375,1357406.8583984375,4816041.5947265625,1015557.393798828,1011738.4111328124,6046213.6572265625,693541.4095458984
C14:1,-0.020918663139269884,10.707602150196537,0.0011048062006011605,0.9734842967277448,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,459139.11328125,698750.2480773926,1384640.4365234375,599084.623046875,714810.3697509766,1283313.6311035156,740184.6535644531
C15:0,0.048373306784548945,9.50417860427014,0.005907599464990199,0.9387341949272946,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,83619.20587158203,114550.88809204102,980730.3876953124,103824.6078491211,122971.3888092041,978235.9412841796,129704.048828125
C15:1,0.08611657841029742,10.54963087770282,0.018721073167398572,0.8911691438822466,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,243891.4972076416,172873.8332824707,2037424.6431884768,213923.81509399417,292221.74154663086,1946355.065673828,272115.42083740234
C16:0,0.18802932129727207,13.865079241877343,0.08920054000896016,0.765195974157448,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,492442.299697876,722177.9931945801,24710067.015625,575914.718963623,671411.6846313477,23273896.87438965,774104.8880310059
C16:1,0.12227914626993223,10.0493608473516,0.037739471707027406,0.8459672176894649,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,69926.42470932007,101032.60723114014,1601274.842224121,90039.48612976074,99205.5075149536,1551176.450012207,136898.70957183838
C17:0,-0.026245749411007758,10.747528432081717,0.0017391377477906644,0.9667354859134817,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,82212.16567230225,125040.14878082275,2558531.094116211,110541.86812591551,120016.02813720705,2790368.6721191406,140066.65022277832
C17:1,0.0037467053001118923,8.596477254332633,3.5441742511466146e-5,0.9952499844741481,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,41137.10298156738,79882.28601074219,500772.4754638672,60772.00437927246,65939.6644897461,524639.7941894531,70801.5651550293
C18:0,-0.164375721608706,14.040097057967678,0.06818113358006883,0.7940036910956844,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,315278.34188079834,433378.3914489746,25256819.70678711,362502.4236526489,440748.81315612793,30694361.858276367,531086.4338760376
C18:1,-0.12158057667375831,9.286380813341394,0.037309479230316356,0.8468363123845114,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,55659.40390014648,90638.84634399414,810537.4561767578,80559.24592590332,88099.3063659668,933400.5457763672,104823.58738708496
C18:2,-0.13413689952915653,8.898566018221693,0.04541069592232816,0.831250637470648,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,51517.12364196777,82772.3656463623,598530.78076171875,73442.66500854492,75589.74545288086,698083.7495727539,77342.70542907715
C18:3,-0.09729689803667946,8.59144207906697,0.023896391328889877,0.8771488298984971,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,40196.662841796875,68739.76467895508,482672.51013183594,53728.96374511719,70039.80529785156,542877.7591552734,80425.24575805664
C18:4,0.1534791737035849,7.626236203935237,0.059443474805448204,0.8073777230480195,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,29795.62212371826,42841.50294494629,253638.45809936523,40413.74284362793,45068.98324584961,221650.59716796875,51582.26365661621
C19:0,-0.023255648220401957,10.710355730099417,0.001365442993119359,0.9705233569044988,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,79735.1650314331,100824.54722595216,2517998.448852539,97796.74641418456,124545.28927612305,2724316.3669433594,127139.60901260376
C20:0,-0.0808912585083783,11.130561769152727,0.016518424134119414,0.8977342893613023,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,7625.920551300049,7608.080535888672,3569106.7729492188,7786.240581512451,7616.220481872559,4097641.898925781,7613.20051574707
C20:1,0.0021557422770236223,8.702017184644733,1.173261262010783e-5,0.9972670192162326,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,7973.540523529053,7957.200546264648,668306.7871704102,8162.660572052002,8022.740535736084,722962.9092407227,7613.340526580811
C20:3,0.10953012215845533,10.501913945344883,0.030282001825980842,0.8618519088481309,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,135101.6886024475,104132.10711669922,2262179.7631835938,122215.80850601196,142620.22994995117,2218698.015625,13496.580974578856
C20:4,-0.2609012772437184,8.477389516740965,0.17162387019197922,0.6786726369843129,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,32735.622283935547,49819.90333557129,443240.44958496094,44692.9231262207,49378.24327850342,572772.0607910156,45044.56342697144
C20:5,0.13404128378471228,10.380155408593687,0.0453463684534654,0.8313684055282398,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,74016.66553497314,103986.2075958252,2072325.462463379,104304.14715576172,110983.42793273926,1982782.520263672,136633.4702758789
C22:0,-0.01352065513366028,9.955580592290481,4.6154683514032513e-4,0.9828598529591814,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,19029.86138534546,26404.801998138428,1573388.7415161133,24892.82191085815,28235.482181549072,1712995.5904541016,28793.822025299072
C22:1,-0.06214471851410773,8.055399858854317,0.009749644770636223,0.9213444787590358,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,12262.760818481443,14928.021049499512,396425.8852233887,15487.821071624756,15168.301097869871,444693.6153564453,17784.141235351562
C22:4,0.006383346957199653,7.587321625870218,1.0287418990628794e-4,0.9919074418376387,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,11518.540817260742,13894.041004180908,287421.85873413086,12582.440914154053,14356.981021881104,306986.10302734375,16067.361099243164
C22:5,-0.07224109038674154,10.003800278734342,0.013174804174923338,0.9086182735147341,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,18497.501358032227,25893.501750946045,1595236.7329711914,21748.681560516357,25058.141830444336,1816660.3414916992,29294.74184417725
C22:6,0.02624382588995557,8.831500112474664,0.0017388665582984686,0.9667380780343274,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,13802.64096069336,20045.46136856079,714058.3937988281,15993.341148376465,19020.541275024418,756597.8385009766,27184.26198196411
C24:0,-0.13294117777606837,4.395252421993471,0.04459147876923453,0.8327570030137474,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,10721.740745544434,11840.92082977295,7640.640575408936,12388.660903930664,11858.200817108154,7638.380542755127,12727.700942993164
C24:1,-0.15547086230758816,4.327249235944641,0.06097727525693308,0.804957931720642,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,9778.740676879885,11193.28080368042,7639.500553131104,11738.680828094482,11354.360801696776,7633.980541229248,12003.96082687378
C24:5,0.16778517625442255,8.396824843960513,0.07103600929258391,0.789834281795154,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,12792.980945587158,13827.74101638794,556735.4445800781,15376.321109771729,14395.621006011965,530051.2543334961,13804.400928497314
C24:6,0.15360935842860923,7.437741189116086,0.059544151059526484,0.8072178842020582,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,10561.200748443604,13263.780952453611,272243.0631752014,13269.780883789062,13179.320930480955,258853.2403793335,15041.60111618042
C26:0,0.10933736454607122,7.398914584560409,0.03017461563285906,0.8620946189032925,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,9872.760688781738,11329.320789337158,263596.6177215576,10576.300743103027,11245.940822601318,261543.07759857175,12548.10087966919
C26:1,0.05229646614732373,7.251617162067854,0.006904427500558086,0.9337776834078155,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,10679.94073867798,13171.200923919678,227776.5569458008,12926.800945281982,13353.080894470217,233291.056640625,14125.440979003906
C28:0,-0.051502557564024394,8.61944741743147,0.0066965569130843505,0.9347799170273852,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,10157.58067703247,11665.320838928224,610670.6045532227,11402.26082611084,11650.580795288086,684809.6028213501,12821.700942993164
C30:0,-0.20325140904948052,8.041978440714995,0.1042130658752285,0.7468311977471158,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,8350.92057800293,8562.020626068115,384803.0291366577,9297.000675201416,9123.000602722168,480525.6749305725,8330.380569458008
C32:0,-0.15121797732044812,7.295204732242973,0.05770527395361569,0.810160313969706,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,8079.460540771484,8412.200569152832,226813.65603637695,8088.4605712890625,8280.70057296753,274007.4186592102,8348.740566253662
C34:0,0.07998665557998429,7.607061454991278,0.016150648385519162,0.8988729641515841,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,FA,10201.14068222046,11093.140781402588,305333.1212348938,10922.560760498049,11188.040767669678,310052.53927993774,11941.300830841064
Cer(d14:1(4E)/20:0(2OH)),0.113793433514127,6.776442391686108,0.03268275440143498,0.8565373399720532,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,Cer,57777.78420257568,60768.66422653198,50150.32370376587,49878.70409011841,56111.02438354492,45659.42296600342,68671.68458557129
Cer(d14:1(4E)/20:1(11Z)(2OH)),0.19077366954862077,7.143954121299609,0.09181665196092581,0.7618802389579294,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,Cer,76996.04591369629,74460.72595977783,52325.02319717407,52688.6039352417,70659.82479858398,49852.18405914307,122900.58740234376
Cer(d14:1(4E)/22:0(2OH)),0.038836309763812644,10.55081238654042,0.003807891895121429,0.9507952746242329,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,Cer,904654.271533966,862039.7985877991,899897.511341095,832938.3742713928,834609.2866287231,877342.0538597107,159580.59019088745
Cer(d14:1(4E)/22:1(13Z)(2OH)),0.022475834811244523,10.491776368471685,0.001275407168577658,0.9715113297022465,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,Cer,865813.1958465576,821842.8543510437,856637.6698722839,819234.1487236023,805563.0180473328,830461.3099212646,155243.2335395813
Cer(d14:1(4E)/24:0(2OH)),0.06778321098086391,7.986679826154736,0.011598881497775437,0.9142351739510369,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,Cer,130907.25006866457,122294.96878051758,125356.0083732605,122786.96894454956,117472.3676261902,113448.3260307312,163696.31212615967
Cer(d14:1(4E)/26:0(2OH)),-0.12691969138959625,9.723030096393957,0.040657302520685334,0.8402008611034788,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,Cer,505025.8565216065,492932.9487953186,440516.6707344055,510906.1202926636,527990.4151763916,492965.01626586914,64156.52414703369
"Cer(d14:2(4E,6E)/16:0)",-0.0501304293734342,6.321631516920583,0.00634408265671027,0.9365158261884197,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,Cer,40769.52279281616,41007.66272735596,37300.06266784668,42436.223178863525,38605.86249923706,39105.20266342163,44330.06309890747
"Cer(d14:2(4E,6E)/18:0(2OH))",0.010384203681508643,6.525596624394988,2.7223132678955153e-4,0.9868359535217024,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,Cer,45247.52335357666,50021.8431930542,45329.50323867798,47569.923416137695,45236.16244888306,43166.66304779053,50339.72342300415
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",-0.0443030593997003,6.527793570396569,0.00495499577073133,0.9438818727569305,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,Cer,45080.623222351074,49815.48331069946,44422.783126831055,49429.76351547241,44780.18308258057,45603.483127593994,48420.423290252686
"Cer(d14:2(4E,6E)/18:1(9Z))",-0.03356355978815675,6.387290401845342,0.002843909386683663,0.9574703186486595,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,Cer,39618.36284637451,46642.46323013306,39698.04281997681,43888.96270751953,40150.343017578125,41182.24285125733,46065.9236869812
