lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023
Lyso_PS(13:0) | PS (12:0)_2,-0.47465525010195153,7.405253032706811,1.0210623561761167,0.31226714776968967,0.9998952798792559,PS,64318.90487289429,28940.301986694336,107747.88830566406,97402.467041015625,68848.54497528076,154302.91149902344,67027.92465209961,115428.44885253906,102833.94714355467,109224.1280517578
Lyso_PS(14:0),-0.19584894286349502,6.841803899771302,0.175708031776594,0.6750879353710244,0.9998952798792559,PS,28089.121921539307,19024.381217956543,109584.58709716795,84214.98571777344,32018.26201248169,91568.44680786131,39154.822357177734,93530.707275390625,76825.26513671875,51522.92321777344
Lyso_PS(14:1) | PS (14:1),-0.19154105882264238,10.910382739127266,0.16809750208631158,0.6818081821615013,0.9998952798792559,PS,239045.85823440552,266529.4800186157,2416793.9765625,1442131.3994140625,283266.5803833008,1270316.0678710938,767647.3536376953,2280680.5556640625,1318889.412109375,359968.5234375
Lyso_PS(14:1) | PS (14:1)_2,-0.19562239264532355,10.890025867338947,0.17531367905030493,0.6754319138732942,0.9998952798792559,PS,228577.01641845703,278942.30084228516,2363559.783203125,1425891.8232421875,276489.43772888184,1292423.6420898438,722178.3780517578,2237171.5112304688,1318695.244140625,350454.306640625
Lyso_PS(15:0) | PSo (16:0),-0.01784367462921948,6.590291354165841,0.001466279754822608,0.9694548432538103,0.9998952798792559,PS,10335.880744934082,21079.141624450684,85585.96618652344,89865.86529541016,16784.421054840088,72695.06381225586,18401.601146698,64916.12451171875,79013.28704833984,58220.9235534668
Lyso_PS(15:0) | PSo (16:0)_2,0.045998491637432325,6.20758256987659,0.009759488191775745,0.9213049116807415,0.9998952798792559,PS,7451.060451507568,7019.320518493652,85501.26641845703,87161.04721069336,8113.960552215576,59612.80430984497,4262.760349273682,62832.48391723633,80118.306884765625,3366.4802589416504
Lyso_PS(15:1),-0.27126009557488717,7.457077155497597,0.33619489629927557,0.5620338780483218,0.9998952798792559,PS,46781.4033203125,22129.921558380127,130979.0698852539,102316.28698730467,34048.68240356445,149201.51068115234,70786.30365753174,96160.8656616211,94629.10485839844,184590.2139892578
Lyso_PS(16:0) | PS (16:0),0.257373534248282,6.396697653100104,0.3068163644584274,0.5796403938406552,0.9998952798792559,PS,1468.0801048278809,1464.320110321045,133364.57022094727,98567.60806274414,1512.6400985717771,1509.300090789795,1514.5801162719729,112744.60830688477,104870.14755249023,1584.6001014709473
Lyso_PS(16:0) | PS (16:0)_2,0.3952888782672992,6.40675680533877,0.7250051737792091,0.39450701288455775,0.9998952798792559,PS,1464.6000938415527,1476.9000968933103,141001.18823242188,104074.607421875,1543.0200996398926,1497.660099029541,1599.9001159667969,107314.20889282228,101195.2885131836,1695.0401153564453
Lyso_PS(16:1) | PS (16:1),0.40971262598799957,5.496245355938551,0.7789327913214947,0.3774677289594977,0.9998952798792559,PS,1605.1201171875,1463.8400955200195,69251.94485473633,59162.12438964844,1516.9201049804688,1649.1001243591309,1458.700096130371,49777.06362915039,57765.444091796875,1461.7800941467283
Lyso_PS(16:1) | PS (16:1)_2,0.501427057951702,5.507293017469534,1.1674996445381112,0.2799155924474144,0.9998952798792559,PS,1480.9200897216797,1464.60009765625,65641.16519165039,66995.9047241211,1497.0200996398926,1542.0200996398926,1459.6201133728027,53058.26403808594,52114.60397338867,1661.680118560791
Lyso_PS(17:0) | PSo (18:0),-0.2122131326998499,11.016914053394917,0.2061965888715349,0.64976495331521,0.9998952798792559,PS,219361.6747894287,393649.284034729,2589490.0083007812,1496242.6928710938,303248.0227661133,1635870.8061523438,684966.6067810059,2503857.4291992188,1354585.6674804688,320243.1005859375
Lyso_PS(17:0) | PSo (18:0)_2,-0.11377808261678242,11.011550318462627,0.05945961311226711,0.8073520913883973,0.9998952798792559,PS,208020.2352256775,393516.74743270874,2697833.5893554688,1578359.8095703125,300694.2626876831,1584643.9077148438,291334.8418045044,2615912.0947265625,1454720.859375,306518.5986328125
Lyso_PS(17:0) | PSo (18:0)_3,-0.1598404148522125,11.01646956889703,0.11718123730679508,0.7321120039674638,0.9998952798792559,PS,190187.8539199829,149694.4507637024,2825750.7607421875,1659603.2670898438,420992.9640274048,1419915.15625,254483.46104812625,2734475.970214844,1523858.4282226562,282656.58251953125
Lyso_PS(17:1) | PSp (18:0),-0.028432416439310697,6.4139339458640485,0.0037217668995026543,0.9513542030873637,0.9998952798792559,PS,18442.22137069702,17037.38104248047,89973.02630615234,56818.244384765625,23476.70171356201,75699.76541137695,28910.741954803467,44491.803298950195,51994.28366088867,56043.78454589844
Lyso_PS(17:1) | PSp (18:0)_2,-0.01755877090415642,6.345834770682483,0.0014198199496604502,0.9699424250816197,0.9998952798792559,PS,19047.681308746334,9049.580646514893,88361.52572631836,57330.344146728516,16771.481185913086,70367.78533935547,28134.40200805664,49332.863037109375,47728.20388793945,54849.643005371094
Lyso_PS(17:2),-0.21858124422647685,6.364724035785687,0.21868844756863837,0.6400410776866792,0.9998952798792559,PS,24899.181701660156,17015.300937652588,57510.04473876953,50176.52365112305,25041.341930389404,67869.58404541016,19044.801414489742,48657.343658447266,51086.64337158203,76558.74655151367
Lyso_PS(18:0) | PS (18:0),-0.032628935318823014,6.679003788834251,0.004900990577880293,0.9441880282623142,0.9998952798792559,PS,34645.342334747314,30125.282348632812,84801.46618270874,59853.704528808594,37860.48282623291,107806.68701171876,27691.281845092773,39491.96290588379,50487.64338684082,81131.58502197266
Lyso_PS(18:0) | PS (18:0)_2,-0.6622385394261622,6.333843879186993,1.9700135924163078,0.16044641921402547,0.9998952798792559,PS,35935.66244125366,17383.781337738037,18671.841175079346,41798.14281463623,35783.68253326416,111756.2896118164,26970.841899871823,26258.762371063232,29858.842071533203,85181.74688720703
Lyso_PS(18:1) | PS (18:1),-0.23672557061948848,6.3681073938555075,0.2563425912803723,0.6126440519473515,0.9998952798792559,PS,31371.542274475098,19576.62127304077,58371.484466552734,46029.16339111328,29817.722122192383,75330.96594238281,22238.361457824707,45868.66326904297,50087.062927246094,64813.48416137695
Lyso_PS(18:1) | PS (18:1)_2,-0.33597469925993834,6.300857849583024,0.5144694744471963,0.4732104294196464,0.9998952798792559,PS,30154.882194519043,10031.400760650637,53223.34387588501,47070.60305786133,31087.262172698975,78858.90588378906,22758.621696472168,40530.683208465576,44722.003479003906,64689.94519042969
Lyso_PS(18:2) | PS (18:2),-0.24374272116482593,6.0742211290164985,0.2716908024234499,0.6021998164106804,0.9998952798792559,PS,20752.38147354126,15020.741409301758,43043.58302307129,41076.002868652344,22686.40163040161,59594.0842590332,17434.921356201172,34257.52247619629,39908.942779541016,64214.78381347656
Lyso_PS(18:2) | PS (18:2)_2,-0.30469160293154074,6.026624745872883,0.42361495559885043,0.5151387411265049,0.9998952798792559,PS,22810.42158126831,9706.16067123413,41809.24337768555,38161.6628112793,22291.641441345215,59054.38441467285,17852.161128997803,33951.64204406738,37185.16290283203,63530.50405883789
Lyso_PS(18:3) | PS (18:3),-0.3638268873742331,7.355408869401518,0.6026743417860416,0.4375594589632427,0.9998952798792559,PS,28044.04195022583,18427.06148147583,103780.26858520508,92691.225341796875,29198.842025756836,152399.67059326172,29055.76191329956,87696.62545776367,83811.62512207031,226295.8097229004
Lyso_PS(18:3) | PS (18:3)_2,-0.376289620856073,7.447706831149266,0.6443540922737157,0.42213850117134327,0.9998952798792559,PS,24963.621936798096,48645.52332687378,100572.3074645996,92746.68734741212,30352.962070465088,157493.93426513672,56331.60399246216,91325.00769042967,89589.30603027344,221567.43829345703
Lyso_PS(18:4),-0.012644369605002934,6.186165650391909,7.363571894529741e-4,0.9783513394632648,0.9998952798792559,PS,20641.26153945923,17068.201263427734,57889.10363769531,52804.8837890625,21072.86151123047,62489.86373901367,16865.34126663208,40722.00289916992,41640.28274536133,58961.74395751953
Lyso_PS(18:4)_2,-0.19460363328666652,6.183149834908805,0.1734794474129444,0.6770378462108384,0.9998952798792559,PS,19101.38132095337,9277.200714111328,54973.72351074219,52969.06381225586,19645.72137451172,67739.56509399414,27763.561939239506,37285.122131347656,39430.362564086914,61272.443908691406
Lyso_PS(19:0),-0.523581275907434,6.698287250181548,1.2396483627009616,0.26553883366561426,0.9998952798792559,PS,32889.46223449707,19128.801414489742,52864.1237449646,43118.84292984009,28032.84189224243,134452.87106323242,27868.902015686035,36608.58220291138,38871.3028755188,133982.76724243164
Lyso_PS(19:1),-0.8740114641764777,5.982059057501349,3.3924270075635814,0.06549647498754496,0.9998952798792559,PS,26409.661903381348,18211.82118606567,22353.461757659912,16191.92098236084,30037.262058258057,113206.9475402832,17270.441249847412,15321.58122253418,17824.18128967285,64479.6432800293
Lyso_PS(20:0) | PS (20:0),-0.3054688337295609,6.690616165841792,0.4257892366813394,0.514062372228395,0.9998952798792559,PS,39243.92268371582,21530.861171722412,66530.96484375,62854.98486328125,48629.54327392578,84055.44598388672,28743.16173171997,53524.544036865234,71678.86529541016,76737.625244140625
Lyso_PS(20:0) | PS (20:0)_2,-0.38483400443138127,6.642008491335833,0.6736995103285608,0.41176475514198446,0.9998952798792559,PS,36076.08280181885,13989.620933532717,67135.76397705078,61273.123779296875,47188.322998046875,86469.986328125,22194.68155670166,55587.94384765625,72104.44598388672,73232.0855102539
Lyso_PS(20:1) | PS (20:1),-0.3145087270619153,7.8771756813429334,0.4512300215324103,0.5017514148259732,0.9998952798792559,PS,104617.2681274414,35128.26257324219,138532.6297607422,161057.83251953125,107458.78857421876,231559.29663085935,60993.28426742554,121597.38940429688,152286.83032226562,153981.72924804688
Lyso_PS(20:1) | PS (20:1)_2,-0.2689868008015784,7.832395380890414,0.3306157343658924,0.5652967461236563,0.9998952798792559,PS,104730.72741317748,46251.62301635742,133789.8682861328,151243.49084472656,110160.90698242188,227554.6774902344,56214.20388793945,122180.76977539062,133575.73022460938,146052.58984375
Lyso_PS(20:2) | PS (20:2),-0.4527616935668818,8.381042868059115,0.9299439594396972,0.33487748760638353,0.9998952798792559,PS,35755.76300048828,50276.98205566406,222367.57165527344,341049.82904052734,42399.16296386719,180643.97396850583,38200.62283706665,115447.36895751952,654891.6980895996,78611.82608032227
Lyso_PS(20:2) | PS (20:2)_2,-0.44284341775702113,8.376814726649362,0.8900236391054932,0.34547090201260444,0.9998952798792559,PS,33538.96241760254,50328.404483795166,221433.0333251953,343622.186126709,46689.10316467285,179667.1521911621,37053.302715301514,112781.94929504396,648257.723526001,80939.62471008301
Lyso_PS(20:3) | PS (20:3),-0.14951372354332856,6.199723126202624,0.10255105112628371,0.7487894876504868,0.9998952798792559,PS,22307.701667785645,22304.54093170166,46543.82398986816,43513.183166503906,19326.3412399292,61891.78454589844,17282.18109512329,39712.94284057617,44104.88360595703,72401.92562866211
Lyso_PS(20:3) | PS (20:3)_2,-0.09491476004604882,6.19209038344545,0.041396789649297716,0.8387739359855304,0.9998952798792559,PS,22191.761489868164,18255.94122314453,49311.224029541016,46476.843185424805,22626.021423339844,58385.044021606445,17559.28109741211,38494.86248779297,40805.62298583984,73284.9259185791
Lyso_PS(20:4) | PS (20:4),-0.11196917867789617,5.9365113038909065,0.05757949376311444,0.8103633787146327,0.9998952798792559,PS,23299.421905517574,16099.041164398192,40279.94253540039,36422.5422668457,20595.541549682617,57360.64376831055,14233.881088256836,28652.94187927246,33311.50271606445,56449.204010009766
Lyso_PS(20:4) | PS (20:4)_2,-0.2834879817398389,5.943157796720018,0.3669927047214969,0.54464808239350615,0.9998952798792559,PS,22559.901473999023,9024.160606384276,39108.68250274658,37333.86274719238,20244.161338806152,58521.54458618164,18861.60121536255,30006.46208190918,34174.6823425293,57925.26445007324
Lyso_PS(20:5) | PS (20:5),-0.17291145457299176,6.937715814684989,0.13706358327999624,0.7112178363707997,0.9998952798792559,PS,59290.44467163086,26863.941886901855,73986.92468261719,67697.34533691406,53817.763790130615,105577.1279296875,39880.123096466064,59555.48422241211,58458.364318847656,110512.24768066406
Lyso_PS(20:5) | PS (20:5)_2,-0.13353743134112206,6.9387070529067,0.08185045689469916,0.7748052166152016,0.9998952798792559,PS,61786.80438232422,31295.58213043213,75139.9652709961,61447.444580078125,55513.583892822266,100645.28698730467,31408.822494506836,59676.3837890625,62237.00427246094,115041.00830078124
Lyso_PS(21:0),-0.16256202049849025,6.566378675832643,0.12118563835974783,0.7277521099129618,0.9998952798792559,PS,22683.28150177002,17912.50141143799,77235.64570617676,72234.92599487305,26657.421936035156,90924.62615966795,21774.52130889893,54742.82385253906,64909.763916015625,61911.623962402344
Lyso_PS(22:0 | PS (22:0),-0.33694536331647273,7.2475114493583375,0.5174545093605047,0.47192954025059375,0.9998952798792559,PS,47714.5632019043,42469.943031311035,107932.46807861328,90322.40637207033,57513.86380004883,149153.15155029297,44862.46336364746,81682.9058227539,110419.0869140625,90245.726318359375
Lyso_PS(22:0 | PS (22:0)_2,-0.4881911298514842,7.265722818356315,1.0794836197110271,0.298813102500165,0.9998952798792559,PS,47877.70329284668,43225.842834472656,103659.58673095705,82815.08575439453,54903.24407958984,172109.39001464844,55921.70335388184,78971.7250366211,113563.34869384766,83450.10632324219
Lyso_PS(22:1) | PS (22:1),-0.30795427494577426,5.970735550235889,0.4326831282032799,0.5106753065796575,0.9998952798792559,PS,15132.981048583984,14471.14087677002,41395.40264892578,41688.38258361816,21675.541412353516,57579.72396850586,20441.701274871823,35805.04231262207,35946.10269165039,51666.10353851318
Lyso_PS(22:1) | PS (22:1)_2,-0.2759577843260609,6.007650079367314,0.34785404016592736,0.5553304268347614,0.9998952798792559,PS,15877.061122894287,16157.100929260254,43814.4627532959,41421.062927246094,23245.421676635742,57378.565032958984,21256.941524505615,34179.842361450195,38008.78268432617,53168.72396850586
Lyso_PS(22:2) | PS (22:2),-0.23819443110629152,6.276202766509148,0.2595190753991119,0.6104507490480925,0.9998952798792559,PS,22050.521800994873,24956.401767730713,52078.363830566406,48897.86357116699,27115.561767578125,66449.36477661133,22288.641609191895,43652.04325866699,53191.38427734375,55387.34255981445
Lyso_PS(22:2) | PS (22:2)_2,-0.24231926135956683,6.290598517928928,0.26854632925005717,0.6043085778717889,0.9998952798792559,PS,21836.541564941406,19746.26153182983,52852.50367736816,53005.14367675781,19505.78123474121,70862.08526611328,21103.421562194824,44471.583557128906,56415.00346374512,58952.36463928223
Lyso_PS(22:4) | PS (22:4),0.006541409828846038,6.534864717628129,1.971804340428207e-4,0.9887963973295731,0.9998952798792559,PS,33751.30236816406,34120.54249572754,66779.46481323242,64020.20391845703,38141.58224487305,75608.64663696289,25375.681732177734,46928.06301879883,56045.32400512695,59931.30465698242
Lyso_PS(22:4) | PS (22:4)_2,-0.09274988586533092,6.515690420319702,0.039533630189907853,0.8423952138821179,0.9998952798792559,PS,32469.6821975708,26913.48194885254,63101.56451416016,61880.30419921875,29998.962341308594,74799.24548339844,24926.401657104492,51946.243255615234,58347.264404296875,66614.364013671875
Lyso_PS(22:6) | PS (22:6),-0.382380147642317,6.835932042464727,0.6652099840184746,0.41472662616593703,0.9998952798792559,PS,37838.8429107666,22939.901706695557,82535.50540161133,71675.64501953125,41820.76330566406,97840.9271850586,29373.701957702637,62303.50341796875,105927.66784667967,62927.42401123047
Lyso_PS(22:6) | PS (22:6)_2,-0.3703102340936461,6.84696608039671,0.6241799423519296,0.429498221169148,0.9998952798792559,PS,37993.6028137207,26037.902084350582,83750.86569213867,71117.80517578125,43811.74301147461,94435.12683105467,35205.08265686035,59629.14447021485,107330.64697265624,61331.38409423828
Lyso_Sphinganine-1-phosphocholine,-0.03384818428992893,8.484474498163925,0.005274223538492606,0.9421054475513292,0.9998952798792559,SM,189485.9306640625,178589.7117919922,186740.51306152344,172950.71350097656,203941.5712890625,172750.6117553711,175613.45043945312,194024.97369384769,170412.57446289062,277995.00061035156
Lyso_Sphingosine-1-phosphocholine,-0.01461917679034545,7.574298895583519,9.84346234588429e-4,0.9749710426088851,0.9998952798792559,SM,94429.22619628906,100628.38635253906,110373.4071044922,96445.08605957033,94008.5673828125,90738.86682128906,92334.545654296875,119596.1078491211,99931.30859375,128523.28833007812
O-(11-carboxyundecanoyl)carnitine,-0.1595511655698614,11.575815182975733,0.11675869175996922,0.7325768904328802,0.9998952798792559,CAR,1557884.4775390625,1581315.2109375,1745685.2873535156,1531372.3439941406,1731202.8771972656,1739311.9392089844,1918406.1040039065,1776006.7917480469,1649938.2678222656,1432417.7971191406
O-(13-carboxytridecanoyl)carnitine,-0.12720487200772024,12.208295315182758,0.07429096612122521,0.7851886251517675,0.9998952798792559,CAR,2405194.0537109375,2310353.83984375,2437745.028076172,2255850.57421875,2665642.423339844,2598514.3828125,2535346.2927246094,2475313.7912597656,2383176.061767578,3416885.3427734375
O-(17-carboxyheptadecanoyl)carnitine,-0.12803625833920346,11.746619694859252,0.07526328404219385,0.7838221594319489,0.9998952798792559,CAR,1834931.7705078125,1755247.0849609375,1839317.6376953125,1711503.1088867188,1898620.6997070312,2164544.181152344,1907903.1274414065,1809047.045410156,1838888.2495117188,1911734.6020507812
O-arachidonoylcarnitine,-0.10986815567036365,11.79451972933938,0.05544980256900091,0.8138378938596961,0.9998952798792559,CAR,1829980.9995117188,1706509.4047851562,1883849.1052246096,1763317.923828125,1932781.3159179688,2044320.1259765625,1834919.6635742188,1870650.3305664065,1858463.8955078125,2433795.915527344
O-behenoylcarnitine,-0.11952211865378824,11.08350646594716,0.06560333763718518,0.7978493111020125,0.9998952798792559,CAR,1116577.554206848,1044821.2492179872,1171594.4060668943,1056279.627861023,1184270.2881202698,1323492.815822601,1101060.8301696775,1107051.5848388672,1151729.6306381226,1460080.6394119265
"O-oleoylcarnitine, Elaidic carnitine",-0.09013328841817696,12.427938364693768,0.037340540264267474,0.8467733587228032,0.9998952798792559,CAR,2773002.7099609375,2983881.759765625,3085034.6826171875,3306372.66015625,2801788.6118164062,3094329.1772460938,2869263.9248046875,3327537.8647460938,3727183.8056640625,2078276.6245117188
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",-0.1077523007815079,11.576688961778077,0.05333800294431512,0.8173534772168531,0.9998952798792559,CAR,1536914.521484375,1488814.3935546875,1608873.7958984375,1493512.0478515625,1680550.531982422,1683534.466796875,1588934.2338867188,1642177.7680664062,1534474.7985839844,2192422.580078125
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",-0.11166406176896691,11.985480225427708,0.05727431117702508,0.8108570551798565,0.9998952798792559,CAR,2011644.4086914065,1979413.4584960935,2093058.2553710935,1984666.0859375,2211295.7075195312,2184975.5759277344,2119768.4240722656,2116173.2717285156,2095400.1423339844,3003056.5654296875
PC (30:0),0.0651030849593613,7.765919043692395,0.019559758599825727,0.8887736029846884,0.9998952798792559,PC,129933.3910522461,116630.44833374023,152744.52752685547,125665.26805114746,105900.78839111328,105742.36575317384,170340.57301330566,129019.88667297363,106470.00909423828,60246.08421325683
PC (30:1),0.09618292333486377,7.708804669119343,0.04272276276469711,0.8362481763554951,0.9998952798792559,PC,129784.9296722412,120120.7906036377,140426.02969360352,117434.88774108888,100131.08609008788,102176.80632019044,158191.79438781738,125479.73042297363,99094.60607910156,61894.845123291016
PC (30:2),0.05843798060550529,7.702661016274087,0.01575733882145869,0.9001053702473162,0.9998952798792559,PC,126637.08709716795,112903.4891052246,138724.5475769043,122758.89114379884,99383.78677368164,106229.40826416016,168418.17153930664,123631.98880004884,96501.10516357422,56625.44430541992
PC (32:0),0.5165963971190792,11.396625234845608,1.2394931910093874,0.26556875062984175,0.9998952798792559,PC,2357660.9301757812,1826688.9967956543,2127019.393737793,1778752.6961975098,1022007.2694702148,998933.9606933594,3117817.8639831543,967606.019744873,941605.0653686523,47592.60353088379
PC (32:1),0.42832406856127053,11.406451514786902,0.8515766756318044,0.35610668623784525,0.9998952798792559,PC,2369130.5982055664,1634195.82131958,2098794.509277344,1805993.871673584,982136.6622314452,1045170.4931640624,3294692.1028442383,1057586.0389709473,950395.5458068848,49777.303451538086
PC (32:2),0.4466884749517758,11.382348031042037,0.9263051575799182,0.3358248716200128,0.9998952798792559,PC,2247709.628479004,1673276.2655944824,2173880.5497436523,1738790.2268066406,1001608.1361694336,964986.60693359375,3214999.939819336,1057844.7817687988,917394.8801269532,53116.663650512695
PC (32:3),0.434367770113754,11.343892331667732,0.8758227950293076,0.3493483403997311,0.9998952798792559,PC,2136391.2243652344,1661801.962524414,2049472.7799682615,1741005.318145752,961744.021850586,1002372.652770996,3072477.6345825195,1016463.386871338,941355.8466186523,51552.863693237305
PC (32:4),0.41540543086680537,10.621210755265125,0.8008894312079065,0.3708275772036911,0.9998952798792559,PC,1055484.4328308103,886550.6607055664,1430855.727874756,1192960.0970153809,525916.8311767578,534027.8240356445,1743391.7229003906,760893.8249511719,664026.7261352539,49518.30349731445
PC (32:5),0.2163100027667942,9.676463172546116,0.21659320565959206,0.6416480759592291,0.9998952798792559,PC,522274.98651123047,459197.47970581055,638474.694152832,572200.7554931641,312935.3221130371,313115.3441772461,897555.8111877441,446878.0377807617,363187.6665649414,53489.323822021484
PC (34:0),0.2766191745959009,11.664877024784602,0.35454824852058664,0.5515497003566511,0.9998952798792559,PC,2737615.950592041,1885339.1196289065,2348091.656524658,2019261.8479003904,1334747.8936462402,1224335.9797973633,3852212.231262207,1412344.091003418,1390857.7197875977,41339.46290588379
PC (34:1),0.28688340011111757,11.672974946739298,0.38140486506745175,0.536852333743049,0.9998952798792559,PC,2770319.4630737305,1961131.831298828,2287324.1769104004,2050798.997528076,1396159.8264465332,1371552.6341552734,3690538.781036377,1381796.279296875,1401110.129699707,36019.26232910156
PC (34:2),0.2684444927670304,11.764721990499027,0.33386206828436116,0.5633937632318283,0.9998952798792559,PC,2994239.275909424,2154005.573913574,2465066.464263916,2000678.8881225584,1412241.9114990234,1434621.052307129,4183366.924682617,1461674.5265655518,1430529.9355163574,42255.16339111328
PC (34:3),0.40467373110738464,12.4239971281135,0.759969135542633,0.38333818177288054,0.9998952798792559,PC,4842006.84185791,3337816.443664551,4107918.1849975586,3624979.509277344,2212837.0224609375,2136904.794555664,6288813.217102051,2238978.2575683594,2089924.302368164,42642.14239501953
PC (34:4),0.48206925591900857,12.442894912132301,1.0791311843310734,0.29889199729772,0.9998952798792559,PC,5138659.023010254,3561297.6348571777,4238107.655456543,3610984.562927246,2156676.599182129,2105789.944213867,6125820.717834473,2239270.74029541,2108441.6021118164,42724.80323791504
PC (34:5),0.39953803873300736,11.997396762762502,0.740764993148332,0.3894159336961687,0.9998952798792559,PC,3162121.820678711,2388621.394226074,3547659.2666625977,2754064.3200683594,1381279.5521240234,1521125.7707519531,4748156.144165039,1839137.1158447263,1636283.299194336,40900.86331176758
PC (34:6),0.4642002546459109,11.466087518539332,1.0004898300248897,0.31719201235822864,0.9998952798792559,PC,2476337.464050293,1740922.983428955,2141706.8081359863,1981255.2883605957,1015678.5639343262,1075447.565246582,3260180.841369629,1144480.6765441897,1039331.022644043,36801.94223022461
PC (36:0); PCp(38:6),0.2695143992361862,10.322474977341912,0.33653295064141275,0.5618373378459116,0.9998952798792559,PC,1073340.145980835,715040.3348693848,934419.0025177002,798936.8723144531,487717.5406951904,520755.48318481445,1501081.071807861,565495.3728179932,551573.441619873,40671.02262878418
PC (36:0); PCp(38:6)_2,0.3162381650126808,10.336721986700246,0.4636361300072167,0.4959295079854079,0.9998952798792559,PC,1098453.1669311523,755911.8649902344,934852.2697143556,826708.8567199707,515433.6124267578,499082.0797729492,1467203.474472046,564009.5972595215,558790.9998779297,36498.38232421875
PC (36:1),0.299586356567986,10.364903163532393,0.4160021618827159,0.5189386587997923,0.9998952798792559,PC,1172225.6256256104,755884.35546875,967763.8065185548,774481.8807067871,514542.4436950683,524037.9494934082,1558410.198638916,580421.2794952393,527341.399597168,38418.34245300293
PC (36:2),0.28690994657036534,10.656509392076888,0.38147482156273327,0.5368149918377674,0.9998952798792559,PC,1438878.4006652832,996532.1138916016,1113131.5540771484,926464.28225708,672171.686340332,677575.8850097656,1890692.8607177737,673722.9930114746,650016.4404907227,36513.8621673584
PC (36:3),0.23793252099092366,11.738454995558207,0.26215522273560055,0.6086433393236033,0.9998952798792559,PC,3115201.568725586,2170907.823944092,2177423.71673584,1862500.7440795896,1534892.1795043943,1419661.1565551758,4288650.219177246,1343225.918395996,1289068.6963500977,39518.002670288086
PC (36:4),0.27430053585452446,12.303272799942697,0.3486178026359994,0.5548966031990896,0.9998952798792559,PC,4308732.340698242,2812312.9699401855,3681490.1226501465,3196106.7580566406,2088473.3629760745,2037568.09375,5925515.7919921875,2184723.6154174805,2144820.00479126,37044.02278137207
PC (36:5),0.27869983375088714,12.175221307473647,0.3599131453083828,0.5485544763243128,0.9998952798792559,PC,4083944.54486084,2594552.6103515625,3302031.9719848633,2845746.782348633,1835644.8310546875,1758753.9612426758,5431139.847961426,2117078.837524414,1981715.0854187012,36505.94256591797
PC (36:6),0.3478436427226065,11.905638288016736,0.5611637390975375,0.45379173409599194,0.9998952798792559,PC,3276899.757019043,2291955.067779541,2865296.9714660645,2462093.1835632324,1514455.0162353516,1515136.3699951172,4269117.551086426,1679083.563415527,1643278.8785095215,39996.64321899414
PC (36:7),0.40439696618435517,11.887323924681162,0.7589275591890328,0.38366434874874805,0.9998952798792559,PC,3571650.7203063965,2287541.713821411,2744952.402496338,2356507.614074707,1540253.7851867676,1432013.2853393557,4133002.5104675298,1586092.474761963,1588428.2809448242,41506.08236694336
PC (36:8),0.2921325666374432,11.749590325754205,0.3955193341244012,0.5294123793555139,0.9998952798792559,PC,2906023.545349121,1991085.4551696775,2527840.515777588,2163156.1801757812,1328760.4218139648,1401810.8900146484,4153762.8084869385,1428254.4309692385,1423884.5290222168,42892.32275390625
PC (38:0),0.13818220470514364,10.922909362847241,0.08826014048827346,0.7664007894228734,0.9998952798792559,PC,1371879.5652770996,936104.9093475342,1667425.286315918,1065123.1325378418,961997.10055542,692323.9741516113,1544220.5084533691,1540335.292541504,858190.6138305664,201841.65563964844
PC (38:1),0.1712614356069001,10.945268256111735,0.1356627339264378,0.7126314921123794,0.9998952798792559,PC,1423933.5285949707,914287.1392822266,1748555.90234375,1102013.993988037,921103.0446166992,758168.2310791016,1540768.4653625488,1526734.8310546875,882011.9263916016,197077.77838134769
PC (38:2),0.14416285344244834,11.017254232169845,0.09607699960179161,0.7565891690372408,0.9998952798792559,PC,1551464.590057373,977349.3514404296,1735262.8902893066,1145337.6372680664,1013753.8958129884,816662.5343017578,1690591.3887634275,1579069.3018798828,897935.27587890625,180217.9161529541
PC (38:3),0.10563850624624918,11.399421920615865,0.05154783563921228,0.8203914844636,0.9998952798792559,PC,1920608.8248901367,1345786.1668395996,2258879.8778686523,1488482.025390625,1230750.2282104492,1066339.7164916992,2550043.2766418457,1944783.3080444336,1204400.215209961,131699.63079833984
PC (38:4),0.06965804478720228,11.39558804508368,0.022395525127649307,0.8810396966517394,0.9998952798792559,PC,1972111.0270385745,1271784.3414916992,2180333.365081787,1525123.1832580566,1197282.5147705078,1106307.772125244,2688871.127319336,1882282.0358276367,1259628.8879699707,36616.4825592041
PC (38:5),0.09969704665266337,11.329045206662816,0.04590655249921838,0.8303457559078322,0.9998952798792559,PC,1840459.329040527,1253247.875579834,2066995.373535156,1544624.383728027,1161199.7526245115,1040244.238708496,2514339.6647338867,1791273.2988891602,1187661.6634521484,32916.36234664917
