lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",-0.2266633721935897,11.483693330361449,0.23511783123831262,0.627754728028225,0.9998952798792559,CAR,1483060.986328125,1352919.6352539062,1493629.2587890625,1350391.4493408203,1554010.6118164062,1916138.784423828,1676102.2985839844,1419993.0892333984,1622108.3797607422,1670603.4350585938
"3-hydroxylinoleoylcarnitine,",-0.05543937986589764,14.950908705892058,0.014140893792448095,0.9053423094947259,0.9998952798792559,CAR,16541263.293945312,19619409.79248047,19984253.64794922,20210526.215820312,15726473.67578125,17840220.71875,15795650.27294922,23904027.19970703,23345401.69580078,2200595.70703125
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-0.06348962244308318,13.81480760621731,0.018541614281232244,0.8916887909425207,0.9998952798792559,CAR,7377617.71875,8635526.384277344,8777433.122558594,8896624.5087890625,7174074.6181640625,7910488.398925781,7254243.041503906,10290363.202148438,10271814.326171877,2678909.9697265625
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",-0.11690389624289226,11.684432514569144,0.06276569221529371,0.8021768728631876,0.9998952798792559,CAR,1729499.3325195312,1661999.3544921875,1749794.1958007812,1715870.7236328125,1828917.915527344,1991359.2607421875,1810925.8793945312,1731165.087890625,1800051.0874023438,1844464.9086914065
C12:0,0.2803297328794001,8.502444789463704,0.3641371514822822,0.5462174970968405,0.9998952798792559,FA,102755.98667907716,93574.48696136476,244185.53945922852,502122.9731445313,91115.66660308838,71487.16569900513,123507.88874053957,163278.9520263672,470759.61096191406,75923.3450012207
C12:1,0.16448034432224568,7.750319876906158,0.1251122759304053,0.7235546258115223,0.9998952798792559,FA,69150.74453735352,65784.02473449707,113583.0078125,270074.0389404297,55532.34419250488,39086.12285614014,61801.26460266113,111234.48831176758,281311.47912597656,73215.28530883789
C14:0,0.44876828042735006,11.71366506410679,0.9349666549242102,0.33357565975905035,0.9998952798792559,FA,1091242.5759277344,1048398.7133789062,2319769.7622070312,4795566.249511719,1170713.64453125,826162.81787109375,1642767.3564453125,1318476.87109375,3246147.341796875,693541.4095458984
C14:1,0.132950227219416,10.643366431008577,0.08169431427359086,0.775014325074282,0.9998952798792559,FA,661317.3471069336,726307.5505981445,855747.0192871094,1478801.8356933594,676127.4266967773,453576.5722351074,738303.33251953125,866707.7004394531,1378913.4365234375,740184.6535644531
C15:0,0.1883553825341426,9.160602641369385,0.1641463430132717,0.6853674181828543,0.9998952798792559,FA,113912.88793945312,117210.58850097656,251196.03927612305,931129.7698974608,115329.78874206544,71964.42558288574,126095.18968200684,219580.85522460935,930123.4244384766,129704.048828125
C15:1,0.3619536731500736,9.912026739967175,0.6077090576000046,0.4356516966243515,0.9998952798792559,FA,185168.93379211423,236472.4353027344,438494.6328735352,1635409.1970214844,224627.8755645752,120627.1275024414,319949.92462158203,382008.12521362305,1273499.8322753906,272115.42083740234
C16:0,0.2762402789300082,13.208840011985878,0.3535771865928581,0.5520951231483859,0.9998952798792559,FA,619029.5606384277,687835.7874755859,1406338.4676513672,21696978.556396484,660947.4272155762,333656.00215148926,657447.0054016113,1526596.5797729492,20384292.18188477,774104.8880310059
C16:1,0.13576313215856337,9.615452719489824,0.08519227936631069,0.77038054344056,0.9998952798792559,FA,92179.58646392822,105333.04737091064,243560.97749328613,1463452.8924560547,94007.92626190186,56306.563552856445,99747.12615966795,231847.9754486084,1546353.6267089844,136898.70957183838
C17:0,0.4678906995078695,10.240111159538593,1.016484003921505,0.3133544675480272,0.9998952798792559,FA,119093.28855895996,114860.32844543456,523007.9359741211,2593282.5930786133,123095.10919189452,70313.40487670898,199605.27545166016,280185.3179626465,2158119.063598633,140066.65022277832
C17:1,0.21424769751850964,8.509618008254378,0.21247286499419715,0.6448360637109087,0.9998952798792559,FA,72961.54518127441,76476.34498596191,163386.79238891602,602982.5654296875,70450.06484985352,45439.243103027344,86452.7459564209,128715.72891235352,599384.6622924805,70801.5651550293
C18:0,0.44185213679852825,13.363792396118308,0.9063242474924635,0.34109158878270396,0.9998952798792559,FA,398423.98794555664,453710.31283569336,1195170.1613769531,26822640.43395996,426597.04763793945,219438.0149841309,444225.1284637451,1346389.8979797363,22369922.444458008,531086.4338760376
C18:1,0.2864346185013229,8.966188373447292,0.3802052788378205,0.5374933950729328,0.9998952798792559,FA,88351.62602233887,93067.82656860352,184608.3336181641,910963.5828857422,88829.32608032227,54966.26390075683,97842.06655883788,174634.31256103516,821000.89990234375,104823.58738708496
C18:2,0.1712143918167235,9.3596029752169,0.13558706437470391,0.7127080889685508,0.9998952798792559,FA,80750.52571105957,80072.3256072998,197827.17599487305,1277089.952209473,102454.0072479248,57258.20389556885,84487.146240234375,167009.63201904297,1293343.8269042969,77342.70542907715
C18:3,0.3210761456842576,8.297239435920812,0.47795189391763415,0.48935149201935235,0.9998952798792559,FA,66972.42492675781,68185.1443939209,135642.82958984375,536904.0774536133,64677.52456665039,39599.40270996094,70027.02490234375,114559.92778015137,476275.4567871094,80425.24575805664
C18:4,0.22715658219832705,7.418830960720209,0.23889479562058114,0.625005493520056,0.9998952798792559,FA,43943.263092041016,46511.78314208984,80847.46586608887,251535.9575805664,49328.70357513428,29003.78202819824,48505.683502197266,73670.14505004883,230079.23529052737,51582.26365661621
C19:0,0.2523911942545042,10.527330625013649,0.29505174147197977,0.5870012943231995,0.9998952798792559,FA,102223.66697692873,123433.24899291992,317191.9226989746,3241307.137573242,105501.5679321289,66115.86447143555,122316.62759399414,291172.8797149658,3124553.2182617188,127139.60901260376
C20:0,0.057046974640699195,11.178287012257972,0.01501608882972505,0.902471248958201,0.9998952798792559,FA,7622.380481719971,7634.660541534424,577442.6827392578,5042129.390625,8062.020561218262,7630.060550689697,7644.300556182861,557594.1999511719,5679542.154785156,7613.20051574707
C20:1,-0.06176908765126576,8.568257787238082,0.01755083254101919,0.8946049930845663,0.9998952798792559,FA,8123.340503692627,7784.100551605225,143522.9499053955,726845.827331543,8027.760559082031,7921.62052154541,7731.320571899414,114871.64810180664,926097.329284668,7613.340526580811
C20:3,0.7544381880784581,9.793321912634507,2.6437546322158596,0.10395759499911897,0.9998952798792559,FA,100316.60711288452,65319.744525909424,381163.126953125,2196692.3862304688,99969.18690872192,80306.24538421631,55090.103660583496,419988.68908691406,1269601.508544922,13496.580974578856
C20:4,0.4079818927507814,8.103162732251091,0.7724500980402809,0.37946016051050624,0.9998952798792559,FA,49491.54354095459,50602.823654174805,107660.04711914062,532156.9182739258,50165.02364349365,32843.202407836914,54698.72380065918,90197.84600830078,432405.37017822266,45044.56342697144
C20:5,0.2652221268498233,9.88597522988285,0.32587717729620636,0.5680968999835996,0.9998952798792559,FA,104081.4468536377,119114.4077758789,188144.53439331055,1995148.889770508,115540.4878540039,65532.80462646485,121636.38887023926,228006.81616210935,1827520.5756225584,136633.4702758789
C22:0,0.03579547433981834,10.088455312096583,0.005909163155592978,0.9387261031551233,0.9998952798792559,FA,26651.96194076538,29380.08205795288,122871.94790649414,2416250.2287597656,25602.04180908203,21803.521533966064,28705.34211730957,110343.7876815796,2754172.4453125,28793.822025299072
C22:1,-0.47567636768753874,8.313045680774733,1.025438552009291,0.3112324337527351,0.9998952798792559,FA,15641.161060333252,16140.621116638184,62404.16464996338,521649.2957458496,15473.281070709229,12471.68091583252,16434.541130065918,55796.564041137695,890322.2864990234,17784.141235351562
C22:4,0.23899602496254724,7.309933951883658,0.2644971024928964,0.6070472823490152,0.9998952798792559,FA,14814.021087646484,14614.961017608644,59904.44418334961,317976.7225036621,13585.921005249023,11539.5608253479,14676.78102874756,56848.224044799805,306389.14248657227,16067.361099243164
C22:5,0.3491762791902131,9.367880737254737,0.5654754626884824,0.45206246959147633,0.9998952798792559,FA,22982.461685180664,25691.161811828613,116665.22760009766,1596640.9282836914,24488.881816864017,16209.861194610596,27121.201824188232,105347.7876739502,1437332.3403930664,29294.74184417725
C22:6,-0.05217836241350371,8.768714592527227,0.012527182509074919,0.9108829558922147,0.9998952798792559,FA,19093.521327972412,23184.56167602539,112179.4280090332,852127.68115234375,18355.7612991333,13451.860969543455,22489.261589050293,99266.50688171388,1055587.523071289,27184.26198196411
C24:0,0.15668876187782851,4.785906284938244,0.1134969034696951,0.7361975511676713,0.9998952798792559,FA,12422.880878448486,11962.540851593018,35576.462577819824,7630.560523986816,12932.640964508057,10754.52074432373,11117.600845336914,29923.922172546387,7642.500549316406,12727.700942993164
C24:1,0.1950972847603206,4.895515017950539,0.1760893591454078,0.674755749704736,0.9998952798792559,FA,12050.7808303833,10972.920818328856,44909.34334564209,7631.160537719727,11746.800834655762,11010.84075164795,12209.96086883545,35551.122413635254,7644.420555114746,12003.96082687378
C24:5,-0.4614478144074913,7.552621887732371,0.965590788742702,0.3257822906915553,0.9998952798792559,FA,15964.541080474854,15109.661087036133,57000.02405548096,279655.6807937622,16507.021045684814,12323.40089416504,14607.021083831787,55844.024070739746,485918.2353820801,13804.400928497314
C24:6,0.23129516601583477,5.245785911953628,0.24766046638251105,0.6187272538262188,0.9998952798792559,FA,14724.921058654783,13442.360980987549,59095.50420379639,10546.140739440918,14206.14096069336,11297.280799865724,13010.440864562988,47410.3631439209,12029.120834350586,15041.60111618042
C26:0,-0.24008464085911804,7.674891055566637,0.2636547434976819,0.6076203418114231,0.9998952798792559,FA,11362.400802612305,11605.460834503174,141754.75018310547,285523.23933410645,11262.520824432371,9523.680675506592,11716.920848846436,137109.5892944336,438316.8105163574,12548.10087966919
C26:1,0.0626445945316043,7.802281725038911,0.018109377240762115,0.8929510034910876,0.9998952798792559,FA,12157.14087677002,13665.620986938477,316193.8034362793,231233.61688232425,13209.92092514038,11169.780799865724,13434.56092453003,317575.74237060547,269629.35929870605,14125.440979003906
C28:0,-0.17074705868900913,8.434493217575929,0.1336693419943913,0.7146574696257797,0.9998952798792559,FA,12676.12088394165,11160.080825805664,126774.08838272096,620624.3272666931,12142.860862731934,9420.960674285889,11658.720836639404,120332.64792633057,847453.7762184143,12821.700942993164
C30:0,-0.6705190769227561,8.374706223641764,2.0189254099532263,0.15534904571736213,0.9998952798792559,FA,10177.460697174072,9409.78065109253,41076.242710113525,529046.6750564575,9267.000602722168,8785.460655212402,9111.660633087158,43046.94311141968,1016122.5578269958,8330.380569458008
C32:0,-0.006660472344187697,6.78431792628731,2.0435781334526837e-4,0.988594327602472,0.9998952798792559,FA,8342.200553894043,8305.340579986572,18470.46129226685,221910.69500732425,8279.020553588867,8031.780574798584,8378.58065032959,19446.521251678467,257569.179523468,8348.740566253662
C34:0,0.1867433874312352,7.1092505360001885,0.16133765158156166,0.6879279478701,0.9998952798792559,FA,10987.320747375488,10485.220756530762,37137.482566833496,288275.72148895264,11426.660820007324,10093.060779571531,10804.480796813965,33335.762351989746,290302.35802078247,11941.300830841064
Cer(d14:1(4E)/20:0(2OH)),0.22784942823422458,6.634786567299499,0.2403486661308989,0.6239544030845091,0.9998952798792559,Cer,65684.10403442383,56412.82353210449,50969.50338745117,54219.64370346069,54409.42351913452,54645.64340209961,50728.86381530762,43835.36344909668,37801.322830200195,68671.68458557129
Cer(d14:1(4E)/20:1(11Z)(2OH)),0.24086991636207472,6.99215128507842,0.2686636677757974,0.6042296070210087,0.9998952798792559,Cer,75295.0057220459,83777.5252609253,53569.9035949707,57841.424072265625,69546.04397583008,60719.284591674805,67139.00477600098,45686.623149871826,42428.04319763184,122900.58740234376
Cer(d14:1(4E)/22:0(2OH)),-0.19560011704956404,10.44404086296471,0.17527366759077267,0.675466839708618,0.9998952798792559,Cer,911247.462272644,727587.9548797607,769543.5727767944,733670.8095359802,831213.9127311707,875382.1197280884,1118472.160873413,753600.4520835876,861652.8336791992,159580.59019088745
Cer(d14:1(4E)/22:1(13Z)(2OH)),-0.17775338389714407,10.392814109239985,0.144833554946672,0.7035223162753048,0.9998952798792559,Cer,888279.2268104553,705025.3226394653,757077.0777130127,704754.9338684082,814783.9790306091,830730.0292243958,1072988.9268074036,735649.0568618774,810348.5375366211,155243.2335395813
Cer(d14:1(4E)/24:0(2OH)),-0.07261934618462661,7.821056598650061,0.024250444953372474,0.8762493618558713,0.9998952798792559,Cer,123345.10816192628,111052.08710479736,113664.52755737305,110666.2273902893,120509.0072555542,124601.53079223631,142303.6293106079,99755.16802215576,109442.62785720824,163696.31212615967
Cer(d14:1(4E)/26:0(2OH)),-0.05048127031362172,9.888582720408769,0.011726207449100912,0.9137675470571945,0.9998952798792559,Cer,553499.0198974609,593033.5422821045,560405.2588539124,581617.4612426758,548219.8557701111,545936.8158340454,498422.53929138184,686541.7660484314,624075.7287979126,64156.52414703369
"Cer(d14:2(4E,6E)/16:0)",-0.061435275207378286,6.266724926157654,0.01736043588641678,0.8951749115830809,0.9998952798792559,Cer,43207.30297088623,39822.06280136109,43469.96287918091,37170.0026550293,45839.003063201904,46005.98302459717,44292.143478393555,36190.38251495361,38377.00252914429,44330.06309890747
"Cer(d14:2(4E,6E)/18:0(2OH))",0.12049343166972666,6.4525637095469595,0.06708005406228777,0.7956366494830027,0.9998952798792559,Cer,50858.54306793213,50843.64400482178,53326.20362854004,44659.78339385986,48923.643367767334,52557.204010009766,45784.5831451416,42600.90302276611,37220.92259979248,50339.72342300415
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",0.02474793410136577,6.42110067549338,0.0028235478562237404,0.9576226982108657,0.9998952798792559,Cer,50410.30330657959,43815.663246154785,48934.04312133789,45444.203437805176,51354.723876953125,52893.80425262451,46353.643493652344,40620.72269821167,38395.36275482178,48420.423290252686
"Cer(d14:2(4E,6E)/18:1(9Z))",0.04717127929720166,6.334495505296053,0.010263760442853709,0.9193042044660941,0.9998952798792559,Cer,47856.023151397705,45633.46314239502,50257.743576049805,35887.10263442993,46483.003089904785,49152.82313537598,44162.04287338257,38142.242767333984,36365.902759552,46065.9236869812
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",0.1815656298808493,6.733586814910906,0.15249801005529662,0.6961595095808871,0.9998952798792559,Cer,74884.54563903809,59851.26445770264,61635.56430435181,59431.08422088623,63111.80439376831,64800.7843170166,57053.64440155029,48030.46302413941,46778.56330490112,47508.283447265625
"Cer(d14:2(4E,6E)/20:1(11Z))",0.016889227509991087,6.286063437535939,0.0013147653805773984,0.9710752886307543,0.9998952798792559,Cer,46237.92321777344,42028.843044281006,46365.96300125122,36962.0428314209,46154.92319107056,45940.5627746582,40110.34262466431,42002.68292236328,34950.58248901367,44209.743576049805
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",-0.12675718031215427,10.096262783551486,0.07376963534625247,0.7859252458259646,0.9998952798792559,Cer,711966.7505493164,610751.699596405,620138.5299377441,580191.3209991455,666556.0680007935,688809.2840270996,832109.2857513428,587652.1475830078,628109.6446151733,155554.47491455078
"Cer(d14:2(4E,6E)/24:0(2OH))",-0.08005913112445943,7.846553140250326,0.029467613481074295,0.8637037857478999,0.9998952798792559,Cer,130536.80955505373,108461.3470954895,130636.9496498108,112089.08768463136,133314.73202514648,132916.58863830566,140165.5313796997,117472.408744812,105293.2068901062,139682.74977874756
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",-0.11152667147322133,9.865383993442686,0.05713338447276328,0.8110854936104968,0.9998952798792559,Cer,614847.6120605469,514617.9124145508,503404.5989379883,494670.7143554687,549434.6729736328,572129.3027954102,669993.2951049805,500433.3950805664,545798.8641357422,193271.29486083984
"Cer(d16:2(4E,6E)/24:0(2OH))",-0.04707538069943812,8.07371589929436,0.010198024556302698,0.9195621540214789,0.9998952798792559,Cer,142184.78930664062,141723.1703491211,142645.58950805664,133046.96920776367,149202.49026489258,142789.84912109375,150103.8106689453,139065.60968017578,131549.90896606445,182541.4935913086
