lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,10xBlank_01202023
Lyso_PS(18:3) | PS (18:3)_2,0.37628962086425866,7.447706831226097,0.6443402385084482,0.42214349001300544,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,30352.962070465088,157493.93426513672,56331.60399246216,91325.00769042967,89589.30603027344,24963.621936798096,48645.52332687378,100572.3074645996,92746.68734741212,221567.43829345703
Lyso_PS(18:4),0.012644369640071644,6.186165650482497,7.363413733401103e-4,0.9783515719017258,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,21072.86151123047,62489.86373901367,16865.34126663208,40722.00289916992,41640.28274536133,20641.26153945923,17068.201263427734,57889.10363769531,52804.8837890625,58961.74395751953
Lyso_PS(18:4)_2,0.19460363329356542,6.183149834999997,0.1734757177949291,0.6770411217482232,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,19645.72137451172,67739.56509399414,27763.561939239506,37285.122131347656,39430.362564086914,19101.38132095337,9277.200714111328,54973.72351074219,52969.06381225586,61272.443908691406
Lyso_PS(19:0),0.5235812758750845,6.6982872502930455,1.2396217108379801,0.2655439718228284,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,28032.84189224243,134452.87106323242,27868.902015686035,36608.58220291138,38871.3028755188,32889.46223449707,19128.801414489742,52864.1237449646,43118.84292984009,133982.76724243164
Lyso_PS(19:1),0.8740114640731842,5.982059057584292,3.3923540758004815,0.06549937183489302,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,30037.262058258057,113206.9475402832,17270.441249847412,15321.58122253418,17824.18128967285,26409.661903381348,18211.821186065677,22353.461757659912,16191.92098236084,64479.6432800293
Lyso_PS(20:0) | PS (20:0),0.3054688337553858,6.690616165903549,0.4257800824611877,0.5140668957685435,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,48629.54327392578,84055.44598388672,28743.16173171997,53524.544036865234,71678.86529541016,39243.92268371582,21530.86117172241,66530.96484375,62854.98486328125,76737.625244140625
Lyso_PS(20:0) | PS (20:0)_2,0.38483400446346683,6.6420084913994915,0.6736850261540894,0.41176978183790763,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,47188.32299804688,86469.986328125,22194.68155670166,55587.94384765625,72104.44598388672,36076.08280181885,13989.620933532717,67135.76397705078,61273.12377929688,73232.0855102539
Lyso_PS(20:1) | PS (20:1),0.3145087270605519,7.87717568136303,0.45122031996311307,0.5017560128696904,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,107458.78857421876,231559.29663085935,60993.28426742554,121597.38940429688,152286.83032226562,104617.2681274414,35128.26257324219,138532.6297607422,161057.83251953125,153981.72924804688
Lyso_PS(20:1) | PS (20:1)_2,0.2689868007977112,7.832395380908002,0.33060862583215567,0.5653009267287686,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,110160.90698242188,227554.6774902344,56214.20388793945,122180.76977539062,133575.73022460938,104730.72741317748,46251.62301635742,133789.8682861328,151243.49084472656,146052.58984375
Lyso_PS(20:2) | PS (20:2),0.4527616936023374,8.381042868086508,0.929923965017224,0.3348826835003709,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,42399.16296386719,180643.97396850583,38200.62283706665,115447.36895751952,654891.6980895996,35755.76300048828,50276.98205566406,222367.57165527344,341049.82904052734,78611.82608032227
Lyso_PS(20:2) | PS (20:2)_2,0.4428434177922757,8.376814726676955,0.8900045023328857,0.3454760878181287,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,46689.10316467285,179667.1521911621,37053.30271530152,112781.94929504396,648257.723526001,33538.96241760254,50328.404483795166,221433.0333251953,343622.186126709,80939.62471008301
Lyso_PS(20:3) | PS (20:3),0.14951372358202084,6.1997231263352335,0.10254884647383733,0.7487920968905492,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,19326.3412399292,61891.78454589844,17282.18109512329,39712.94284057617,44104.88360595703,22307.701667785645,22304.54093170166,46543.82398986816,43513.18316650391,72401.92562866211
Lyso_PS(20:3) | PS (20:3)_2,0.0949147600783368,6.192090383578838,0.041395899695999105,0.8387756452418086,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,22626.021423339844,58385.044021606445,17559.28109741211,38494.86248779297,40805.62298583984,22191.761489868164,18255.94122314453,49311.224029541016,46476.843185424805,73284.9259185791
Lyso_PS(20:4) | PS (20:4),0.11196917869457977,5.936511304020299,0.057578255902171804,0.8103653783335891,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,20595.541549682617,57360.64376831055,14233.881088256836,28652.94187927246,33311.50271606445,23299.421905517574,16099.041164398192,40279.94253540039,36422.5422668457,56449.204010009766
Lyso_PS(20:4) | PS (20:4)_2,0.2834879817470045,5.943157796855246,0.3669848149882,0.5446524070877713,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,20244.161338806152,58521.54458618164,18861.60121536255,30006.46208190918,34174.6823425293,22559.901473999023,9024.160606384276,39108.68250274658,37333.86274719238,57925.26445007324
Lyso_PS(20:5) | PS (20:5),0.17291145456856574,6.93771581474366,0.1370606364773721,0.7112208014735546,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,53817.763790130615,105577.1279296875,39880.123096466064,59555.48422241211,58458.364318847656,59290.44467163086,26863.941886901852,73986.92468261719,67697.34533691406,110512.24768066406
Lyso_PS(20:5) | PS (20:5)_2,0.13353743134990986,6.938707052971845,0.08184869705928577,0.7748075722094717,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,55513.583892822266,100645.28698730467,31408.82249450684,59676.3837890625,62237.00427246094,61786.80438232422,31295.58213043213,75139.9652709961,61447.444580078125,115041.00830078124
Lyso_PS(21:0),0.16256202053119082,6.566378675882631,0.12118303301303968,0.7277549201147381,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,26657.42193603516,90924.62615966795,21774.52130889893,54742.82385253906,64909.763916015625,22683.28150177002,17912.50141143799,77235.64570617676,72234.92599487305,61911.62396240234
Lyso_PS(22:0 | PS (22:0),0.33694536333699765,7.247511449382527,0.5174433840129495,0.47193430376286466,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,57513.86380004883,149153.15155029297,44862.46336364746,81682.9058227539,110419.0869140625,47714.5632019043,42469.94303131104,107932.46807861328,90322.40637207033,90245.726318359375
Lyso_PS(22:0 | PS (22:0)_2,0.48819112986785246,7.265722818372371,1.079460410765023,0.29881829713974434,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,54903.24407958984,172109.39001464844,55921.70335388184,78971.7250366211,113563.34869384766,47877.70329284668,43225.842834472656,103659.58673095705,82815.08575439453,83450.10632324219
Lyso_PS(22:1) | PS (22:1),0.30795427495611494,5.97073555034385,0.4326738262352592,0.5106798506738398,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,21675.54141235352,57579.72396850586,20441.701274871823,35805.04231262207,35946.10269165039,15132.981048583984,14471.14087677002,41395.40264892578,41688.38258361816,51666.10353851318
Lyso_PS(22:1) | PS (22:1)_2,0.27595778434775736,6.007650079472868,0.347846561839674,0.5553346777608015,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,23245.421676635742,57378.56503295898,21256.94152450561,34179.842361450195,38008.78268432617,15877.061122894287,16157.100929260254,43814.4627532959,41421.062927246094,53168.72396850586
Lyso_PS(22:2) | PS (22:2),0.2381944311445071,6.276202766585018,0.25951349601336915,0.610454586658651,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,27115.561767578125,66449.36477661133,22288.64160919189,43652.04325866699,53191.38427734375,22050.521800994877,24956.401767730717,52078.363830566406,48897.86357116699,55387.34255981445
Lyso_PS(22:2) | PS (22:2)_2,0.24231926139978888,6.290598518016667,0.2685405558841012,0.6043124640114933,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,19505.78123474121,70862.08526611328,21103.421562194824,44471.583557128906,56415.00346374512,21836.541564941406,19746.26153182984,52852.50367736816,53005.14367675781,58952.36463928223
Lyso_PS(22:4) | PS (22:4),-0.006541409808154465,6.534864717673848,1.9717615759873297e-4,0.9887965188139676,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,38141.58224487305,75608.64663696289,25375.68173217773,46928.06301879883,56045.32400512695,33751.30236816406,34120.54249572754,66779.46481323242,64020.20391845703,59931.30465698242
Lyso_PS(22:4) | PS (22:4)_2,0.0927498858936082,6.515690420385129,0.039532780268928036,0.8423968858313092,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,29998.962341308597,74799.24548339844,24926.40165710449,51946.243255615234,58347.26440429688,32469.6821975708,26913.48194885254,63101.56451416016,61880.30419921875,66614.364013671875
Lyso_PS(22:6) | PS (22:6),0.38238014769262874,6.8359320425068715,0.6651956822988723,0.41473164235988513,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,41820.76330566406,97840.9271850586,29373.70195770264,62303.50341796875,105927.66784667967,37838.8429107666,22939.90170669556,82535.50540161133,71675.64501953125,62927.42401123047
Lyso_PS(22:6) | PS (22:6)_2,0.37031023414453695,6.84696608043562,0.6241665225684301,0.42950318098451584,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PS,43811.74301147461,94435.12683105467,35205.08265686035,59629.14447021485,107330.64697265624,37993.6028137207,26037.902084350582,83750.86569213867,71117.80517578125,61331.38409423828
Lyso_Sphinganine-1-phosphocholine,0.03384818429148708,8.484474498180251,0.00527411022534352,0.9421060683748615,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,SM,203941.5712890625,172750.6117553711,175613.45043945312,194024.97369384769,170412.57446289062,189485.9306640625,178589.7117919922,186740.51306152344,172950.71350097656,277995.0006103516
Lyso_Sphingosine-1-phosphocholine,0.014619176801155173,7.574298895607937,9.843251658594454e-4,0.9749713103795756,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,SM,94008.5673828125,90738.86682128906,92334.545654296875,119596.1078491211,99931.30859375,94429.22619628906,100628.38635253906,110373.4071044922,96445.08605957033,128523.28833007812
O-(11-carboxyundecanoyl)carnitine,0.15955116557004975,11.57581518297605,0.11675618123626919,0.7325796553273551,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,1731202.8771972656,1739311.9392089844,1918406.1040039065,1776006.7917480469,1649938.2678222656,1557884.4775390625,1581315.2109375,1745685.2873535156,1531372.3439941406,1432417.7971191406
O-(13-carboxytridecanoyl)carnitine,0.12720487200777916,12.208295315183804,0.07428936995165714,0.7851908762348125,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,2665642.423339844,2598514.3828125,2535346.2927246094,2475313.7912597656,2383176.061767578,2405194.053710937,2310353.83984375,2437745.028076172,2255850.57421875,3416885.342773437
O-(17-carboxyheptadecanoyl)carnitine,0.1280362583392419,11.746619694859929,0.07526166497382292,0.7838244269093605,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,1898620.6997070312,2164544.181152344,1907903.1274414065,1809047.045410156,1838888.2495117188,1834931.7705078125,1755247.0849609375,1839317.6376953125,1711503.1088867188,1911734.6020507808
O-arachidonoylcarnitine,0.10986815567049947,11.794519729340642,0.055448610344228655,0.813839858485742,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,1932781.3159179688,2044320.1259765625,1834919.6635742188,1870650.3305664065,1858463.8955078125,1829980.9995117188,1706509.4047851562,1883849.1052246091,1763317.923828125,2433795.915527344
O-behenoylcarnitine,0.11952211865404444,11.083506465949096,0.06560192548386112,0.7978514396618213,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,1184270.2881202698,1323492.815822601,1101060.8301696775,1107051.5848388672,1151729.6306381226,1116577.554206848,1044821.2492179872,1171594.4060668943,1056279.627861023,1460080.6394119265
"O-oleoylcarnitine, Elaidic carnitine",0.09013328841852683,12.427938364693953,0.03733973279304337,0.8467749949396569,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,2801788.6118164062,3094329.1772460938,2869263.9248046875,3327537.8647460938,3727183.8056640634,2773002.709960937,2983881.759765625,3085034.6826171875,3306372.66015625,2078276.6245117188
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",0.10775230078163603,11.576688961779684,0.05333685584525938,0.8173554065750832,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,1680550.531982422,1683534.466796875,1588934.2338867188,1642177.7680664062,1534474.7985839844,1536914.521484375,1488814.3935546875,1608873.7958984375,1493512.0478515625,2192422.580078125
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",0.11166406176910273,11.985480225429043,0.05727307924280467,0.8108590508242578,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,2211295.7075195312,2184975.5759277344,2119768.4240722656,2116173.271728516,2095400.1423339844,2011644.4086914065,1979413.4584960935,2093058.2553710935,1984666.0859375,3003056.5654296875
PC (30:0),-0.06510308495756723,7.765919043680673,0.019559338137923987,0.8887747906935665,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,105900.78839111328,105742.36575317384,170340.57301330566,129019.88667297363,106470.00909423828,129933.3910522461,116630.44833374023,152744.52752685547,125665.26805114746,60246.08421325684
PC (30:1),-0.09618292333396954,7.708804669108584,0.04272184411456692,0.8362499119802921,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,100131.08609008788,102176.80632019044,158191.79438781738,125479.73042297363,99094.60607910156,129784.9296722412,120120.7906036377,140426.02969360352,117434.88774108888,61894.845123291016
PC (30:2),-0.05843798060768618,7.702661016260925,0.01575699999830249,0.9001064386191292,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,99383.78677368164,106229.40826416016,168418.17153930664,123631.98880004884,96501.10516357422,126637.08709716795,112903.4891052246,138724.5475769043,122758.89114379884,56625.44430541992
PC (32:0),-0.5165963971201736,11.396625234842599,1.239466539613204,0.2655738894173534,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1022007.2694702148,998933.9606933594,3117817.8639831543,967606.019744873,941605.0653686523,2357660.930175781,1826688.9967956543,2127019.393737793,1778752.6961975098,47592.60353088379
PC (32:1),-0.4283240685623949,11.406451514783926,0.8515583637199597,0.3561118577633783,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,982136.6622314452,1045170.4931640624,3294692.1028442383,1057586.0389709473,950395.5458068848,2369130.5982055664,1634195.82131958,2098794.509277344,1805993.871673584,49777.303451538086
PC (32:2),-0.4466884749528092,11.382348031038957,0.9262852418651164,0.3358300666589936,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1001608.1361694336,964986.60693359375,3214999.939819336,1057844.7817687988,917394.8801269532,2247709.628479004,1673276.2655944824,2173880.5497436523,1738790.2268066406,53116.663650512695
PC (32:3),-0.4343677701148002,11.343892331664659,0.8758039621789067,0.3493535217132991,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,961744.021850586,1002372.652770996,3072477.6345825195,1016463.386871338,941355.8466186523,2136391.2243652344,1661801.962524414,2049472.7799682615,1741005.318145752,51552.863693237305
PC (32:4),-0.41540543086726217,10.62121075526056,0.8008722093945835,0.37083272114418736,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,525916.8311767578,534027.8240356445,1743391.7229003906,760893.8249511719,664026.7261352539,1055484.4328308103,886550.6607055664,1430855.727874756,1192960.0970153809,49518.30349731445
PC (32:5),-0.21631000276786577,9.676463172538414,0.21658854790075566,0.6416516588607656,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,312935.3221130371,313115.3441772461,897555.8111877441,446878.0377807617,363187.6665649414,522274.98651123047,459197.47970581055,638474.694152832,572200.7554931641,53489.323822021484
PC (34:0),-0.2766191745964282,11.664877024782285,0.35454062788630836,0.5515539767485752,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1334747.8936462402,1224335.9797973633,3852212.231262207,1412344.091003418,1390857.7197875977,2737615.950592041,1885339.1196289065,2348091.656524658,2019261.8479003904,41339.46290588379
PC (34:1),-0.28688340011171537,11.672974946737,0.38139666916686066,0.5368567089222178,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1396159.8264465332,1371552.6341552734,3690538.781036377,1381796.279296875,1401110.129699707,2770319.4630737305,1961131.831298828,2287324.1769104004,2050798.997528076,36019.26232910156
PC (34:2),-0.2684444927676141,11.764721990496772,0.33385489021384274,0.5633979573448873,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1412241.9114990234,1434621.052307129,4183366.924682617,1461674.5265655518,1430529.9355163574,2994239.275909424,2154005.573913574,2465066.464263916,2000678.8881225584,42255.16339111328
PC (34:3),-0.4046737311078383,12.423997128112065,0.7599527993588708,0.38334329437040143,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,2212837.022460937,2136904.794555664,6288813.217102051,2238978.2575683594,2089924.302368164,4842006.84185791,3337816.443664551,4107918.184997559,3624979.509277344,42642.14239501953
PC (34:4),-0.48206925591941857,12.442894912130885,1.0791079820344498,0.29889719221232985,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,2156676.599182129,2105789.944213867,6125820.717834473,2239270.74029541,2108441.6021118164,5138659.023010254,3561297.6348571777,4238107.655456543,3610984.562927246,42724.80323791504
PC (34:5),-0.3995380387333424,11.997396762760555,0.7407490655714355,0.3894210313288742,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1381279.5521240234,1521125.7707519531,4748156.144165039,1839137.1158447263,1636283.299194336,3162121.820678711,2388621.394226074,3547659.2666625977,2754064.3200683594,40900.86331176758
PC (34:6),-0.4642002546468912,11.466087518536584,1.000468318183266,0.3171972151013341,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1015678.5639343262,1075447.565246582,3260180.841369629,1144480.6765441897,1039331.022644043,2476337.464050293,1740922.983428955,2141706.8081359863,1981255.288360596,36801.94223022461
PC (36:0); PCp(38:6),-0.2695143992374932,10.32247497733627,0.3365257145851501,0.5618415434087127,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,487717.5406951904,520755.48318481445,1501081.071807861,565495.3728179932,551573.441619873,1073340.145980835,715040.3348693848,934419.0025177002,798936.8723144531,40671.02262878418
PC (36:0); PCp(38:6)_2,-0.3162381650139359,10.336721986694732,0.4636261605191976,0.4959341405384028,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,515433.6124267578,499082.0797729492,1467203.474472046,564009.5972595215,558790.9998779297,1098453.1669311523,755911.8649902344,934852.2697143556,826708.8567199707,36498.38232421875
PC (36:1),-0.2995863565694666,10.364903163526638,0.41599321531793976,0.5189431533699864,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,514542.4436950684,524037.9494934082,1558410.198638916,580421.2794952393,527341.399597168,1172225.6256256104,755884.35546875,967763.8065185548,774481.8807067871,38418.34245300293
PC (36:2),-0.2869099465717614,10.65650939207214,0.3814666181242501,0.5368193704861624,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,672171.686340332,677575.8850097656,1890692.8607177732,673722.9930114746,650016.4404907227,1438878.4006652832,996532.1138916016,1113131.5540771484,926464.28225708,36513.8621673584
PC (36:3),-0.2379325209918155,11.738454995555834,0.2621495836501708,0.6086471933629763,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1534892.1795043943,1419661.1565551758,4288650.219177246,1343225.918395996,1289068.6963500977,3115201.568725586,2170907.823944092,2177423.71673584,1862500.7440795896,39518.002670288086
PC (36:4),-0.27430053585490116,12.303272799941183,0.34861031093169004,0.5549008554380834,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,2088473.3629760745,2037568.09375,5925515.791992188,2184723.6154174805,2144820.00479126,4308732.340698242,2812312.969940185,3681490.1226501465,3196106.7580566406,37044.02278137207
PC (36:5),-0.2786998337512395,12.175221307472023,0.3599054093938321,0.5485587733891081,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1835644.8310546875,1758753.9612426758,5431139.847961426,2117078.837524414,1981715.0854187007,4083944.54486084,2594552.6103515625,3302031.9719848637,2845746.782348633,36505.94256591797
PC (36:6),-0.34784364272300694,11.905638288014782,0.5611516690114513,0.4537965894860129,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1514455.0162353516,1515136.3699951172,4269117.551086426,1679083.563415527,1643278.8785095215,3276899.757019043,2291955.067779541,2865296.9714660645,2462093.1835632324,39996.64321899414
PC (36:7),-0.40439696618479276,11.887323924679189,0.7589112402056344,0.3836694621289479,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1540253.7851867676,1432013.2853393557,4133002.510467529,1586092.474761963,1588428.2809448242,3571650.7203063965,2287541.713821411,2744952.402496338,2356507.614074707,41506.08236694336
PC (36:8),-0.2921325666380506,11.749590325751958,0.39551082797697745,0.5294168070376848,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1328760.4218139648,1401810.8900146484,4153762.8084869385,1428254.4309692385,1423884.5290222168,2906023.545349121,1991085.4551696775,2527840.515777588,2163156.180175781,42892.32275390625
PC (38:0),-0.13818220470426174,10.922909362844345,0.08825824261293747,0.7664032279777614,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,961997.10055542,692323.9741516113,1544220.5084533691,1540335.292541504,858190.6138305664,1371879.5652770996,936104.9093475342,1667425.286315918,1065123.1325378418,201841.65563964844
PC (38:1),-0.17126143560598903,10.945268256108823,0.13565981713327346,0.7126344442002448,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,921103.0446166992,758168.2310791016,1540768.4653625488,1526734.8310546875,882011.9263916016,1423933.5285949707,914287.1392822266,1748555.90234375,1102013.993988037,197077.77838134769
PC (38:2),-0.14416285344191015,11.017254232166946,0.09607493264775258,0.7565917045796238,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1013753.8958129884,816662.5343017578,1690591.3887634275,1579069.3018798828,897935.27587890625,1551464.590057373,977349.3514404296,1735262.8902893066,1145337.6372680664,180217.9161529541
PC (38:3),-0.10563850624592498,11.399421920613364,0.051546729053370655,0.8203933794187618,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1230750.2282104492,1066339.7164916992,2550043.2766418457,1944783.3080444336,1204400.215209961,1920608.8248901367,1345786.1668395996,2258879.8778686523,1488482.025390625,131699.63079833984
PC (38:4),-0.06965804478697547,11.395588045081022,0.02239504711178597,0.8810409567690941,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1197282.5147705078,1106307.772125244,2688871.127319336,1882282.0358276367,1259628.8879699707,1972111.0270385745,1271784.3414916992,2180333.365081787,1525123.1832580566,36616.4825592041
