lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,10xBlank_01202023
18:1 Campesteryl ester,0.5897802182205198,8.599259448971186,1.5681711217475822,0.21047281005273105,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,455285.64990234375,356218.5864562988,290367.66189575195,90191.30676269533,66857.70453643799,263904.27825927734,252689.3544921875,82409.8259010315,56984.78404998779,225617.7167816162
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",0.5023243642070965,9.37628134122253,1.1421942151009716,0.28518915585108173,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,840616.2183532715,529500.3120422363,600648.3408966064,201127.7946472168,78328.40519714355,604406.4444274902,375458.106048584,202646.0722885132,67644.66412353516,224405.7758178711
18:3 Campesteryl ester,0.44248755834278297,8.398588118872553,0.8885876496642595,0.34586032858905325,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,349060.78579711914,310821.30099487305,245531.99661254883,79602.82596588135,67994.36478424072,233462.63381958008,232237.91787719727,76780.36492156982,65536.76523590088,197820.75631713867
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",0.5351099287056895,9.419840582736722,1.2942366606366704,0.2552686536261456,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,850813.5699462891,552733.6976013184,620345.52880859375,201715.55276489255,91518.96710586548,619175.6261291504,365628.6613922119,202318.07664489743,71515.98536682129,254542.4615478516
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",0.455638773942928,9.39480929811101,0.941674027890258,0.3318476960630027,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,738547.298828125,590154.2624511719,468987.13415527344,208501.35400390625,149831.62994384766,447091.572631836,447873.4123535156,205471.35342407227,140569.51007080078,328716.4434814453
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester_2",0.4457978993496442,9.38372738830183,0.9018161829008022,0.3422951921524418,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,721592.5570068359,591230.9625244141,457069.5925292969,204910.27416992188,155575.15103149414,443882.2932128906,452466.95568847656,199821.99346923828,138753.42993164062,329537.4803466797
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",0.08619425202242421,11.23384222316371,0.03415122990736563,0.8533855048325448,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,1342165.8034667969,1293608.794555664,1232293.98046875,1205931.8406982422,1154733.269897461,1195290.807861328,1194065.662109375,1239282.0832519531,1133090.1042480469,1930786.4631347656
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",0.47882408136798493,9.395544035060711,1.0389018206988112,0.3080770169520616,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,741543.9924316406,592514.7603759766,463263.3770751953,213167.83587646484,152485.4100341797,445063.4099121094,438793.0089111328,196959.51458740237,143887.10974121094,336350.2844238281
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",0.45314218912319637,9.372172404368289,0.9314824169414351,0.33447801600959626,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,715989.0925292969,571387.8460693359,452535.7111816406,214638.8768310547,156924.85137939453,442481.4721679688,434864.9537353516,198226.1947631836,142786.26989746094,332064.9237060547
20:3 Campesteryl ester,0.30309852466672366,10.00844882944845,0.4192646071460331,0.517304219239102,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,971733.7509765624,796782.51513671875,658286.7297363281,331052.8444213867,359388.5831298828,690644.8483886719,670642.06982421875,303552.1791381836,338287.26470947266,532591.3153076172
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",0.49773120775718155,9.213216819443334,1.121629197819857,0.28956791581633484,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,655990.4508056641,518913.4805908203,402155.2277832031,194882.89279174805,152072.91143798828,373994.6680908203,377226.9892578125,181923.79260253903,143761.37060546875,281844.6805419922
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",0.5390208936775485,9.370782167329589,1.312986937839014,0.2518545653197982,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,739420.5382232666,566264.937713623,449138.75494384766,170348.91171264648,147960.15045166016,426969.5148162842,402345.11001586914,157411.192817688,135987.24981689453,433173.9257125855
20:5 Cholesteryl ester,0.4677081338795629,10.240977648598086,0.9917101423197892,0.319324759686476,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,1235624.6225280762,995561.273284912,848273.2289733887,289770.3999023437,256014.0956192017,774021.08935546875,796451.9927368164,261745.4785232544,228661.520111084,911030.2897338868
22:0 Campesteryl ester,1.0327304848609364,9.372536582788854,4.692167210174375,0.03030040732377577,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,896566.9890136719,939694.8839035034,509218.2499542236,95272.74718475342,195138.1933746338,466218.7146835327,350722.9248352051,96338.56734848022,93248.5464744568,105651.5481300354
22:0 Sitosteryl ester,0.8997827169339665,9.379994433364804,3.5904832377127605,0.058111342703348744,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,765647.420135498,885845.569229126,525418.6844100952,82712.30665969849,204437.7543678284,485815.2135925293,355294.92652893066,88051.98610305786,102267.82748413086,228572.99380493164
22:1 Campesteryl ester,1.1160365559591874,9.45684694747529,5.450762317865156,0.019559789862592252,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,1047875.6008148192,946360.6265792848,542836.6854553223,118994.38879013062,192189.37321090695,468357.8101348877,350133.2861633301,110473.78787994383,98551.34607315063,102455.64757919312
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",0.8775980292139878,9.383921849255376,3.4199975688025006,0.0644111081108244,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,755514.5677680969,944503.3225631714,491153.4977798462,81157.6648902893,208831.17345809937,498246.4359283447,359096.9853553772,98792.72665023804,99168.76778030396,206498.9136428833
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",0.9006890713284772,9.332432058711882,3.5975302465303685,0.05786547743076696,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,743872.3928756714,898655.6136779785,502230.538608551,85175.60606384277,209764.5725975037,469579.57151794434,358588.62020111084,94247.98609542848,99335.6669845581,160474.38968276978
22:3 Stigmasteryl ester,0.9097911147696608,9.258918497280261,3.6686587730837346,0.0554447841175297,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,723321.4232177734,894071.6810836792,463588.0719909668,83160.50679779053,201195.9746055603,469026.6374282837,339874.4802551269,81643.70561981201,92794.06651306152,107463.74801254272
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",0.8593917473565376,9.375226841068043,3.2829831756353087,0.07000158264624937,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,741502.5326538086,901822.6605300904,507127.1789741516,85131.08557891846,202069.635471344,503115.4162559509,356643.3669662476,87385.58686447144,101842.16680145264,225753.29443740845
3-hydroxyarachidonoylcarnitine,0.19323897299313328,11.762941380903305,0.1710778466949705,0.6791556624683679,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,1856874.8933105469,2316012.537353516,1997917.2893066409,1784077.2758789062,2009942.3466796875,1804854.5581054688,1691555.87109375,1853001.6511230469,1728707.09375,1852556.1604003904
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",0.2266633721936794,11.48369333036242,0.23511277657962634,0.6277584255165577,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,1554010.6118164062,1916138.784423828,1676102.2985839844,1419993.0892333984,1622108.3797607422,1483060.986328125,1352919.6352539062,1493629.2587890625,1350391.4493408203,1670603.4350585938
"3-hydroxylinoleoylcarnitine,",0.055439379865987334,14.950908705891953,0.014140589743145693,0.9053433223499172,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,15726473.67578125,17840220.71875,15795650.27294922,23904027.19970703,23345401.69580078,16541263.293945312,19619409.79248047,19984253.64794922,20210526.215820312,2200595.70703125
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",0.06348962244327282,13.814807606217196,0.018541215610429207,0.8916899481915977,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,7174074.618164063,7910488.398925781,7254243.041503906,10290363.202148438,10271814.326171877,7377617.71875,8635526.384277344,8777433.122558594,8896624.5087890625,2678909.9697265625
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",0.11690389624295375,11.684432514569938,0.06276434210894877,0.8021789563462195,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,1828917.915527344,1991359.2607421875,1810925.8793945312,1731165.087890625,1800051.0874023438,1729499.3325195312,1661999.3544921875,1749794.1958007812,1715870.7236328125,1844464.9086914065
C12:0,-0.2803297328485074,8.502444789479169,0.36412932255188935,0.5462218114114228,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,91115.66660308838,71487.16569900513,123507.88874053957,163278.9520263672,470759.61096191406,102755.98667907716,93574.48696136476,244185.5394592285,502122.9731445313,75923.3450012207
C12:1,-0.16448034427246191,7.750319876943528,0.1251095856714528,0.7235574761013975,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,55532.34419250488,39086.12285614014,61801.26460266113,111234.48831176758,281311.47912597656,69150.74453735352,65784.02473449707,113583.0078125,270074.0389404297,73215.28530883789
C14:0,-0.4487682804253268,11.713665064107635,0.9349465495033655,0.3335808573758925,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,1170713.64453125,826162.81787109375,1642767.3564453125,1318476.87109375,3246147.341796875,1091242.5759277344,1048398.7133789062,2319769.7622070312,4795566.249511719,693541.4095458984
C14:1,-0.13295022721626895,10.64336643101193,0.08169255902157602,0.77501667696132015,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,676127.4266967773,453576.5722351074,738303.33251953125,866707.7004394531,1378913.4365234375,661317.3471069336,726307.5505981445,855747.0192871094,1478801.8356933594,740184.6535644531
C15:0,-0.1883553825122837,9.160602641386612,0.16414281414472498,0.6853706192053974,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,115329.78874206544,71964.42558288574,126095.18968200684,219580.85522460935,930123.4244384766,113912.88793945312,117210.58850097656,251196.03927612305,931129.7698974608,129704.048828125
C15:1,-0.36195367313886934,9.912026739976106,0.6076959907077253,0.43565663149677947,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,224627.8755645752,120627.1275024414,319949.92462158203,382008.1252136231,1273499.8322753906,185168.93379211423,236472.4353027344,438494.6328735352,1635409.1970214844,272115.42083740234
C16:0,-0.27624027892829495,13.208840011987382,0.35356958415452766,0.5520993972584657,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,660947.4272155762,333656.00215148926,657447.0054016113,1526596.5797729492,20384292.18188477,619029.5606384277,687835.7874755859,1406338.4676513672,21696978.556396484,774104.8880310059
C16:1,-0.1357631321405742,9.615452719506033,0.08519044984132051,0.7703829397977621,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,94007.92626190186,56306.563552856445,99747.12615966795,231847.9754486084,1546353.6267089844,92179.58646392822,105333.04737091064,243560.97749328613,1463452.8924560547,136898.70957183838
C17:0,-0.4678906994931456,10.240111159547501,1.0164621468284167,0.3133596702650389,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,123095.10919189452,70313.40487670898,199605.27545166016,280185.3179626465,2158119.063598633,119093.28855895996,114860.32844543456,523007.9359741211,2593282.5930786133,140066.65022277832
C17:1,-0.21424769748328718,8.509618008280363,0.21246829704614356,0.6448396187503154,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,70450.06484985352,45439.243103027344,86452.7459564209,128715.72891235352,599384.6622924805,72961.54518127441,76476.34498596191,163386.79238891602,602982.5654296875,70801.5651550293
C18:0,-0.4418521367967241,13.363792396119674,0.9063047601784859,0.34109677939856353,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,426597.04763793945,219438.0149841309,444225.1284637451,1346389.8979797363,22369922.444458008,398423.98794555664,453710.31283569336,1195170.1613769531,26822640.43395996,531086.4338760376
C18:1,-0.286434618474891,8.966188373468311,0.38019710389198735,0.5374977685673165,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,88829.32608032227,54966.26390075684,97842.06655883788,174634.31256103516,821000.89990234375,88351.62602233887,93067.82656860352,184608.3336181641,910963.5828857422,104823.58738708496
C18:2,-0.1712143917958362,9.359602975235044,0.13558415047009476,0.7127110390673455,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,102454.0072479248,57258.20389556885,84487.146240234375,167009.63201904297,1293343.8269042969,80750.52571105957,80072.3256072998,197827.17599487305,1277089.952209473,77342.70542907715
C18:3,-0.3210761456427755,8.297239435951846,0.47794161702040583,0.48935616181096897,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,64677.52456665039,39599.40270996094,70027.02490234375,114559.92778015137,476275.4567871094,66972.42492675781,68185.1443939209,135642.82958984375,536904.0774536133,80425.24575805664
C18:4,-0.22715658213876894,7.418830960769001,0.23888965897276648,0.625009214129277,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,49328.70357513428,29003.78202819824,48505.68350219727,73670.14505004883,230079.23529052731,43943.263092041016,46511.78314208984,80847.46586608887,251535.9575805664,51582.26365661621
C19:0,-0.25239119424366285,10.52733062502285,0.2950453975936398,0.5870053145372027,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,105501.5679321289,66115.86447143555,122316.62759399414,291172.8797149658,3124553.2182617188,102223.66697692873,123433.24899291992,317191.9226989746,3241307.137573242,127139.60901260376
C20:0,-0.057046974634021974,11.178287012264335,0.015015755750937387,0.902472325226055,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,8062.020561218262,7630.060550689697,7644.300556182861,557594.1999511719,5679542.154785156,7622.380481719971,7634.660541534424,577442.6827392578,5042129.390625,7613.20051574707
C20:1,0.06176908769059743,8.568257787274428,0.017550454460433684,0.8946061216762521,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,8027.760559082031,7921.62052154541,7731.320571899414,114871.64810180664,926097.329284668,8123.340503692627,7784.100551605225,143522.9499053955,726845.827331543,7613.340526580811
C20:3,-0.7544381880586917,9.793321912643597,2.6436977892262803,0.10396131378253877,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,99969.18690872192,80306.24538421631,55090.103660583496,419988.68908691406,1269601.508544922,100316.60711288452,65319.744525909424,381163.126953125,2196692.3862304688,13496.580974578856
C20:4,-0.4079818927005771,8.10316273228562,0.7724334894446656,0.3794652841255336,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,50165.02364349365,32843.202407836914,54698.72380065918,90197.84600830078,432405.37017822266,49491.54354095459,50602.823654174805,107660.04711914062,532156.9182739258,45044.56342697144
C20:5,-0.26522212683472235,9.885975229896511,0.3258701704326086,0.5681010604931322,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,FA,115540.4878540039,65532.80462646485,121636.38887023926,228006.81616210935,1827520.5756225584,104081.4468536377,119114.4077758789,188144.53439331052,1995148.889770508,136633.4702758789
