lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
C22:5,-0.3104068431215678,9.961671330011725,0.26486573134025093,0.6067968659011445,0.999964504802779,FA,21134.021465301514,23460.461711883545,1641801.1001586914,21748.681560516357,25058.141830444336,1816660.3414916992,29294.74184417725
C22:6,-0.12114199120791536,8.827958690426435,0.040407112101092935,0.8406866859118313,0.999964504802779,FA,17106.52126312256,19049.58134841919,778891.28515625,15993.341148376465,19020.541275024418,756597.8385009766,27184.26198196411
C24:0,-0.018860092299728386,4.482973095459431,9.793567890028498e-4,0.9750345357180271,0.999964504802779,FA,11934.700847625732,12840.300930023192,7647.1605796813965,12388.660903930664,11858.200817108154,7638.380542755127,12727.700942993164
C24:1,-0.03447905860844506,4.41773864342217,0.0032730335747146455,0.9543775679243706,0.999964504802779,FA,11565.220832824709,11653.540878295898,7644.080593109131,11738.680828094482,11354.360801696776,7633.980541229248,12003.96082687378
C24:5,0.0653421622323834,8.410790787366128,0.011758283639210276,0.9136501471992016,0.999964504802779,FA,15738.401149749756,15673.68117904663,624001.2620849609,15376.321109771729,14395.621006011965,530051.2543334961,13804.400928497314
C24:6,0.2713421940039774,7.564385726413831,0.2024804865650367,0.6527260746274943,0.999964504802779,FA,14481.600986480713,14948.381107330322,354402.948135376,13269.780883789062,13179.320930480955,258853.2403793335,15041.60111618042
C26:0,-0.030470542970900457,7.395629918900974,0.0025570451107341796,0.9596703732312923,0.999964504802779,FA,11094.560760498049,11749.080814361572,286680.2801055908,10576.300743103027,11245.940822601318,261543.07759857175,12548.10087966919
C26:1,-0.04895681322694966,7.267280377596791,0.006600698696274776,0.9352473641636386,0.999964504802779,FA,11862.660820007324,13194.920936584473,254328.7173461914,12926.800945281982,13353.080894470217,233291.056640625,14125.440979003906
C28:0,0.24976021875996818,8.841359016137044,0.17159354565956164,0.6786994391668851,0.999964504802779,FA,10795.200824737549,12089.440864562988,921608.5438575743,11402.26082611084,11650.580795288086,684809.6028213501,12821.700942993164
C30:0,0.20610529017922208,8.312188484220643,0.1168968477868475,0.7324247873380784,0.999964504802779,FA,8692.980613708496,10072.56076812744,626821.5882339478,9297.000675201416,9123.000602722168,480525.6749305725,8330.380569458008
C32:0,-0.13487452650879403,7.369472838169143,0.05008269235986518,0.8229194453553155,0.999964504802779,FA,8103.960582733154,8386.080642700195,279200.08086013794,8088.4605712890625,8280.70057296753,274007.4186592102,8348.740566253662
C34:0,-0.023838790300373662,7.62187469852003,0.0015651349967811257,0.9684424930673338,0.999964504802779,FA,10494.02073287964,11146.400840759276,343453.66204071045,10922.560760498049,11188.040767669678,310052.53927993774,11941.300830841064
Cer(d14:1(4E)/20:0(2OH)),0.28339853662959724,6.896291829232196,0.22083715101462076,0.6384027903293367,0.999964504802779,Cer,83618.00576019287,56527.96408843994,46970.323123931885,49878.70409011841,56111.02438354492,45659.42296600342,68671.68458557129
Cer(d14:1(4E)/20:1(11Z)(2OH)),0.41677554209270173,7.290005437332474,0.4767366682685861,0.48990420194055195,0.999964504802779,Cer,100976.027053833,82429.40523529053,51607.24343109131,52688.6039352417,70659.82479858398,49852.18405914307,122900.58740234376
Cer(d14:1(4E)/22:0(2OH)),0.032008140803676866,10.579384052576463,0.0028217067283549113,0.9576365037804583,0.999964504802779,Cer,1045563.1411705016,763571.8783416748,861684.1185417175,832938.3742713928,834609.2866287231,877342.0538597107,159580.59019088745
Cer(d14:1(4E)/22:1(13Z)(2OH)),0.03757325125679855,10.53065105025236,0.0038881695463715005,0.950279979787412,0.999964504802779,Cer,1003306.6694641112,741190.4307861328,843862.0259208679,819234.1487236023,805563.0180473328,830461.3099212646,155243.2335395813
Cer(d14:1(4E)/24:0(2OH)),0.0483660297008024,8.0271631109253,0.006442426580633764,0.9360267105535941,0.999964504802779,Cer,138482.29209136963,114983.2476234436,123675.88765716551,122786.96894454956,117472.3676261902,113448.3260307312,163696.31212615967
Cer(d14:1(4E)/26:0(2OH)),-0.16622390616802124,9.734424149551977,0.07605810191626007,0.7827121808495101,0.999964504802779,Cer,378687.4689025879,567803.4783248901,491750.2019920349,510906.1202926636,527990.4151763916,492965.01626586914,64156.52414703369
"Cer(d14:2(4E,6E)/16:0)",-0.030281457369667683,6.375102915661714,0.0025252763392842326,0.9599214720893282,0.999964504802779,Cer,36569.24269104004,40826.863262176514,45688.54325866699,42436.223178863525,38605.86249923706,39105.20266342163,44330.06309890747
"Cer(d14:2(4E,6E)/18:0(2OH))",-0.05530912466131519,6.543664028321954,0.008424312541308154,0.9268696137609572,0.999964504802779,Cer,41047.64293670654,47052.38296890259,48682.6035194397,47569.923416137695,45236.16244888306,43166.66304779053,50339.72342300415
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",-0.09163736142311237,6.553106617155105,0.023122792301151655,0.8791381896332693,0.999964504802779,Cer,38364.822425842285,48749.98352813721,50730.00401306152,49429.76351547241,44780.18308258057,45603.483127593994,48420.423290252686
"Cer(d14:2(4E,6E)/18:1(9Z))",-0.04820739808786083,6.426845538239685,0.0063998810029488595,0.936237847490846,0.999964504802779,Cer,36269.4024810791,43792.20291900635,46969.46282958984,43888.96270751953,40150.343017578125,41182.24285125733,46065.9236869812
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",0.049541248073084486,6.907076311557486,0.006759101548595936,0.9344767353854104,0.999964504802779,Cer,68681.84567260742,62161.22441101074,60019.683948516846,58682.24353790283,64424.864612579346,55648.38431549072,47508.283447265625
"Cer(d14:2(4E,6E)/20:1(11Z))",-0.037570906084078336,6.434524839361168,0.003887373469325439,0.9502850633781871,0.999964504802779,Cer,39970.34275054932,46920.56356430054,42009.102840423584,43630.88298416138,43056.243072509766,40104.60297393799,44209.743576049805
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",0.013104964316023891,10.2355392022515,4.73009922188794e-4,0.9826483431491129,0.999964504802779,Cer,801460.8133850098,602502.0379333496,671283.4963188171,663236.8067817688,657568.1054000854,680657.4501495361,155554.47491455078
"Cer(d14:2(4E,6E)/24:0(2OH))",0.023341506435212985,8.026123627082368,0.0015005224676087892,0.9691004103344006,0.999964504802779,Cer,126944.5873184204,128125.5679473877,136392.7901649475,122970.74995422363,124202.62926101685,123143.59008789062,139682.74977874756
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",-0.13015090845350621,10.050257605144603,0.04663868162606377,0.8290189993186221,0.999964504802779,Cer,660388.5580444336,509987.17782592773,532292.3584594727,624714.544128418,543594.5751953125,642901.4583740234,193271.29486083984
"Cer(d16:2(4E,6E)/24:0(2OH))",-0.03894090058909693,8.266460336082794,0.004176282531716424,0.9484732450839947,0.999964504802779,Cer,152708.03100585938,144627.31127929688,142850.1102294922,145917.6908569336,146215.5704345703,144512.1300048828,182541.4935913086
Cer(d18:0/14:0),0.014509511114489546,7.1933592596585765,5.798067210776026e-4,0.9807894535811112,0.999964504802779,Cer,76590.40516662598,72753.74540710449,65718.24452972412,65517.92485046387,72924.90547180176,67614.86534118652,83043.5460357666
Cer(d18:0/16:0(2OH)),0.10177037344650301,8.188283329918109,0.028519627166133432,0.8658929574225084,0.999964504802779,Cer,154726.37161254883,149797.71005249023,161353.7706604004,130839.52978515624,136609.7900390625,150314.83074951172,129421.06796264648
Cer(d18:0/16:0),0.07327228651251046,7.825412639208333,0.014784962220915077,0.9032210169743844,0.999964504802779,Cer,118692.06811523438,109609.50817871094,112117.84796142578,101159.6470336914,107784.70724487305,103744.06771850586,128674.34957885742
Cer(d18:0/18:0(2OH)),0.0473797479781012,7.938568130017175,0.006182372048897378,0.9373284668145059,0.999964504802779,Cer,130583.3279876709,122910.10862731934,131247.60917663574,105480.52641296388,120564.78799438477,132811.99057006836,107882.96774291992
Cer(d18:0/18:0),0.03489834666365379,8.131977122096036,0.0033542067249072716,0.9538159257339702,0.999964504802779,Cer,149210.90942382812,140803.89176940918,147970.37173461914,123855.38864135742,140524.78997802734,147919.83055114746,123353.38806152344
Cer(d18:0/20:0(2OH)),0.019201167525915924,8.511647064599218,0.0010154195206268923,0.9745791936670549,0.999964504802779,Cer,200653.45449829104,188047.39164733887,189347.37405395508,161809.09149169922,184384.3119506836,204300.77325439453,140800.58981323242
Cer(d18:0/20:0),0.11000500648989635,7.9114947649640985,0.03332026512998709,0.8551602267421776,0.999964504802779,Cer,134113.38821411133,120012.84866333008,125828.38876342772,104600.3268737793,113782.56759643556,121897.5087890625,113360.16809082033
Cer(d18:0/22:0(2OH)),-0.03649291232300264,11.965674569443904,0.0036678073229268193,0.9517076990662255,0.999964504802779,Cer,2519364.7571411133,2208841.9205932617,2138940.8828125,2307491.6615600586,2190130.057800293,2324789.8432617188,397104.9526062012
Cer(d18:0/22:0),-0.0277494051745128,8.412683589659718,0.0021207695981502184,0.9632689518655574,0.999964504802779,Cer,182697.05377197263,165527.31121826172,178499.39318847656,145387.1103515625,175119.2123413086,197795.8358154297,138463.72982788086
Cer(d18:0/24:0),-0.06457930341797452,12.058313235559652,0.01148554095561849,0.9146536260996235,0.999964504802779,Cer,2625003.172973633,2309902.7052612305,2261162.507446289,2437844.8119506836,2397774.8552856445,2454162.845397949,520915.8582763672
Cer(d18:0/26:0),-0.11158980347333525,10.634000395261811,0.034287895174202276,0.8530957701196993,0.999964504802779,Cer,722315.9315795898,1052177.0668945312,937566.7385253906,878236.0248413086,980385.3680419922,925163.5900268556,158357.51135253906
Cer(d18:0/h24:0),0.0337130742024752,9.083111183501712,0.0031302769402827835,0.9553825328331763,0.999964504802779,Cer,290313.6188659668,268821.9165649414,274027.75885009766,249326.7985229492,271977.61849975586,265192.8599243164,258341.29949951172
Cer(d18:0/h26:0),-0.1231021205981348,10.616395248269153,0.0417252919078237,0.8381443120570201,0.999964504802779,Cer,714557.6403198242,1050206.1356811523,922139.064086914,893579.0191040039,960953.43017578125,924373.4024658204,124926.7287902832
Cer(d18:1/12:0),0.03676571043147387,6.807281164495715,0.0037226058723263122,0.9513487272487611,0.999964504802779,Cer,60649.14424133301,59109.48402404785,46814.34299468994,50615.02377319336,60547.884506225586,46443.42339324951,62013.56423950195
Cer(d18:1/16:0),0.23019560305103604,7.434694326114971,0.14578680259556626,0.7025946009511056,0.999964504802779,Cer,110343.84799194336,87653.74635314941,97444.96645355225,73603.02542877197,83371.86600494385,87593.26596069336,61723.88439178467
Cer(d18:1/18:0),0.3331147553942025,7.5038356463430445,0.30493740600894625,0.5808035398192162,0.999964504802779,Cer,107768.54822921751,115474.96814727785,103438.687210083,72997.88515090942,96879.0273361206,80138.64586639404,59558.18404388428
Cer(d18:1/18:1(9Z)),0.370264526342501,8.279417680462856,0.37655504398799167,0.5394527094611468,0.999964504802779,Cer,193545.11583709717,192164.97288513184,208010.8747253418,121397.20805358888,166569.0297241211,154464.55025863647,60683.20449066162
Cer(d18:1/2:0),-0.049226275303194435,6.819299202031537,0.006673374616980254,0.9348926537649567,0.999964504802779,Cer,54291.603660583496,56176.74384307861,50214.62384033203,54912.243408203125,54653.343826293945,50684.863189697266,67826.3247833252
Cer(d18:1/20:0),0.08705366663260776,6.723496896933186,0.02086792998358078,0.8851393219327055,0.999964504802779,Cer,57316.40448760986,54412.484382629395,48239.843322753906,46031.003189086914,50555.063385009766,49159.823528289795,58562.88414001465
Cer(d18:1/22:0),0.5177891397465602,9.596799385448174,0.7344913364504464,0.391431234100248,0.999964504802779,Cer,1037137.8373565674,160806.1912765503,307433.958732605,127386.4494857788,426785.32693481445,532489.6216278076,49472.7434463501
Cer(d18:1/24:0),0.06935460384234844,9.853187164378737,0.013246692360553425,0.908370396870591,0.999964504802779,Cer,597393.7955322266,466028.2744064331,525554.4322433472,504026.27755737305,458609.01628112793,507183.0837211609,180250.65059661865
Cer(d18:1/24:1(15Z)),0.111337959620109,9.814933072356489,0.0341332278221671,0.8534237144823215,0.999964504802779,Cer,602736.5419998169,472518.2904319763,495295.6709213257,476584.7764816284,442146.273601532,494165.7040634155,170331.17101669312
Cer(d18:1/26:0),-0.1461529340491388,9.651800131807825,0.05880684018586635,0.8083918140623435,0.999964504802779,Cer,385644.3674545288,511342.61725616455,462894.2963142395,473404.6973800659,488584.67362976074,472262.2916336059,64619.30450439453
Cer(d18:1/26:1(17Z)),-0.0910077939503615,9.65693983640869,0.022807810113590676,0.8799579288804663,0.999964504802779,Cer,400441.0852546692,510416.1512298584,479926.4353713989,458944.13164520264,490545.5450744629,464220.377204895,64702.244232177734
Cer(d18:2/14:0),1.052827862436457,10.944893221955537,2.9874850667110877,0.08391039373704763,0.999964504802779,Cer,3416852.9455070496,269664.724155426,694974.3241043091,224569.14073944092,734661.9940185547,1252961.2428741455,40619.60283660889
Cer(d18:2/16:0),0.4404292194818192,7.207187215429953,0.5321751240790036,0.4656938250268103,0.999964504802779,Cer,123757.82781982422,68455.36488723755,80657.44599914551,58074.303119659424,67649.88531112671,72672.30489349365,40860.862895965576
Cer(d18:2/18:1),0.0478028308761586,8.862817596266495,0.006293362395808799,0.936769575975998,0.999964504802779,Cer,266919.77966308594,241604.7359619141,252434.47973632812,205469.97326660156,240688.2953491211,265013.53967285156,151770.56994628906
Cer(d18:2/20:0),-0.0089115860255083,8.955718505265617,2.187283364492032e-4,0.9882001427181103,0.999964504802779,Cer,266852.4979248047,242336.57873535156,247730.11840820312,241747.6973876953,241005.63720703125,253180.91723632812,226586.0368652344
Cer(d18:2/20:1),-0.023253055894563692,9.02097532782292,0.0014891935734340223,0.9692172186573844,0.999964504802779,Cer,280299.33935546875,236165.61596679688,271318.1794433594,245440.4774169922,254821.93811035156,274121.91857910156,235970.3165283203
Cer(d18:2/22:0),0.5547741909933097,13.887050074572203,0.8425119719935275,0.3586793324895326,0.999964504802779,Cer,21876463.47729492,2192631.454345703,5911809.000732422,1942072.0131835935,8367852.797119141,10945631.022216797,284826.11853027344
Cer(d20:0/26:0(2OH)),-0.11538544992459941,9.199179469944701,0.036659238173569975,0.848160497361434,0.999964504802779,Cer,275616.54064941406,367740.8090209961,339854.6871032715,341031.32510375977,343698.8028869629,329765.48638916016,85138.38583374023
Cer(d20:0/26:0),-0.11471089482291622,9.213740275094926,0.03623198108448378,0.8490372247649828,0.999964504802779,Cer,290547.47717285156,357204.64736938477,345908.2863006592,338082.04846191406,348063.08459472656,341289.64169311523,81056.965087890625
Cer(t18:0/16:0(2OH)),-0.30141201074446017,10.08885605354468,0.24976527767648807,0.6172404011488832,0.999964504802779,Cer,534204.100982666,603254.3074645996,580371.6365661621,760759.1763153076,590701.1457519531,673812.5238342285,104783.1061706543
Cer(t18:0/18:0(2OH)),0.05404376230644141,7.930605488770174,0.008043688474572264,0.9285362546859035,0.999964504802779,Cer,128271.2089996338,136849.28987121582,131088.89018249512,119756.94918060304,133543.85005187988,113967.16889953612,88875.9674987793
Cer(t18:0/20:0(2OH)),0.23826461562850243,10.759785129260868,0.1561798942102539,0.6926982297268672,0.999964504802779,Cer,770556.0726623535,468678.571975708,623066.1385498047,336172.1642150879,530264.8611755371,678220.4642333984,2303464.4086608887
Cer(t18:0/22:0(2OH)),-0.010871956439892609,10.52001790964879,3.2554725476074964e-4,0.9856046072975057,0.999964504802779,Cer,940140.0170059204,743301.6553649902,796962.058631897,828803.8756408691,765028.7940673828,833192.4963912964,240265.17665863037
Cer(t18:0/24:0(2OH)),0.02091398697881793,9.818462030719047,0.0012046678566548508,0.9723123221668426,0.999964504802779,Cer,405635.0665588379,322809.5827178955,415376.3258514404,334014.90322875977,328491.3587799072,426339.08993530273,817832.6652984619
Cer(t18:0/26:0(2OH)),-0.14371090938708636,10.305979093992992,0.05685904952406418,0.8115310389891534,0.999964504802779,Cer,577438.0233917236,822959.9746398926,734778.9151687622,756609.9052581787,778105.2474822998,708241.9950561523,123621.6683959961
Cer(t20:0/26:0(2OH)),-0.15832549200978993,8.21676627171753,0.06900442444020882,0.7927918896239812,0.999964504802779,Cer,3401.260238647461,3327.6402549743652,529730.6989440918,3385.2402305603027,3338.240261077881,525944.8955383301,3330.9602127075195
