lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
Lyso_PS(20:0) | PS (20:0),-0.03000914644502411,6.706080330056898,0.0024800920289180794,0.960281350405531,0.999964504802779,PS,44825.783203125,25618.64199066162,70735.30532836914,25465.62128067017,46715.22375488281,66418.52423095703,76737.625244140625
Lyso_PS(20:0) | PS (20:0)_2,-0.07121225949545532,6.714033478152437,0.013964790729914967,0.9059308081898779,0.999964504802779,PS,48978.423828125,23356.32201385498,69053.38482666016,24787.061824798584,53203.02380371094,65915.86376953125,73232.0855102539
Lyso_PS(20:1) | PS (20:1),-0.059408086950200736,7.857189526757184,0.009719580826640595,0.9214654502308639,0.999964504802779,PS,116344.36853027344,42480.743019104,157827.91186523438,49378.58358383179,123547.52905273438,148424.93090820312,153981.72924804688
Lyso_PS(20:1) | PS (20:1)_2,0.04399206215509604,7.819343001536475,0.005329894702299498,0.9418012412139728,0.999964504802779,PS,116032.32788085938,56013.084533691406,150870.13012695312,37521.822788238525,117766.30871582033,148917.24951171875,146052.58984375
Lyso_PS(20:2) | PS (20:2),0.27436027226063187,7.908045978787532,0.20700393841980258,0.6491258901320995,0.999964504802779,PS,71950.42471313477,92326.08652114868,272683.3405761719,70398.02376556396,83133.02516174316,181936.4906005859,78611.82608032227
Lyso_PS(20:2) | PS (20:2)_2,0.3887331310055786,7.858023228439678,0.41493738201097585,0.5194740635094108,0.999964504802779,PS,73165.14535522461,89653.12752914429,270398.1398925781,48791.58422470093,78494.06533813477,180147.79452514648,80939.62471008301
Lyso_PS(20:3) | PS (20:3),0.040731408045226035,6.3022332361076865,0.0045687613546760986,0.9461099357915129,0.999964504802779,PS,24391.56170654297,19996.621520996097,57729.8434753418,17150.60121536255,29883.742141723633,46856.58271789551,72401.92562866211
Lyso_PS(20:3) | PS (20:3)_2,0.11996783809234111,6.243432321252845,0.03962370845169971,0.8422181193542131,0.999964504802779,PS,27867.22186279297,18256.04118347168,51251.36389160156,9829.400676727297,29893.84213256836,45878.863189697266,73284.9259185791
Lyso_PS(20:4) | PS (20:4),-0.007977863418358051,6.026825489307541,1.752740590745816e-4,0.9894370263344628,0.999964504802779,PS,26970.88163757324,17417.341526031494,39308.10266113281,17175.12148284912,26518.561920166016,37240.58271026611,56449.204010009766
Lyso_PS(20:4) | PS (20:4)_2,0.05279880823029669,6.012655530636274,0.00767657891537965,0.93018181480339035,0.999964504802779,PS,25625.622009277344,14454.381145477297,43483.462631225586,8301.840595245361,32386.84228515625,36888.98262023926,57925.26445007324
Lyso_PS(20:5) | PS (20:5),0.09170688833670743,7.050164050136928,0.023158209417033504,0.8790463749760251,0.999964504802779,PS,60708.68420410156,36529.64253616333,80760.22619628906,33119.78231048584,59094.443992614746,69333.164794921875,110512.24768066406
Lyso_PS(20:5) | PS (20:5)_2,0.22266730117842506,7.082725144047002,0.13641334066414856,0.7118729974755883,0.999964504802779,PS,64102.76452636719,41415.50313568115,83352.88568115234,26088.601863861084,62976.40417480469,67603.4052734375,115041.00830078124
Lyso_PS(21:0),-0.29358629275141185,6.518364189848709,0.2369672393942892,0.6264051664873492,0.999964504802779,PS,30573.382049560547,15246.500869750977,70783.10527038574,25009.061805725098,37943.74282836914,72747.10456848145,61911.623962402344
Lyso_PS(22:0 | PS (22:0),0.04928691587659928,7.093129899055784,0.006689895392355538,0.9348122922152882,0.999964504802779,PS,54786.3837890625,57092.92414855957,86106.54602050781,34075.46223449707,69000.44537353516,79425.94598388672,90245.726318359375
Lyso_PS(22:0 | PS (22:0)_2,-0.2642555691479765,7.2450900764764246,0.19205374038438092,0.6612127759512958,0.999964504802779,PS,51532.18377685547,72637.98488616943,83095.546630859375,81340.74394226074,75615.08544921875,78632.146240234375,83450.10632324219
Lyso_PS(22:1) | PS (22:1),-0.14854433877153458,5.989364538754308,0.06073871385967777,0.8053321599017214,0.999964504802779,PS,21891.96165466309,12054.560958862305,46168.76307678223,16511.061149597168,28088.901977539062,40116.38272857666,51666.10353851318
Lyso_PS(22:1) | PS (22:1)_2,-0.06347191660495954,5.951084835621097,0.011093545621804424,0.9161172104981952,0.999964504802779,PS,23901.72171020508,10684.480735778809,43646.18292236328,15057.280967712402,26647.34197998047,36823.342361450195,53168.72396850586
Lyso_PS(22:2) | PS (22:2),-0.14729657143212407,6.287810375325294,0.059724797396484064,0.8069314392348131,0.999964504802779,PS,25041.261657714844,22540.68133544922,56507.10397338867,24671.38167190552,30875.261825561523,53319.464416503906,55387.34255981445
Lyso_PS(22:2) | PS (22:2)_2,-0.09115323467860478,6.303816931241959,0.02287861680269998,0.8797731528870503,0.999964504802779,PS,23819.30160522461,24629.561714172363,57576.18423461914,24239.101497650143,30415.28187561035,51651.863998413086,58952.36463928223
Lyso_PS(22:4) | PS (22:4),-0.07234010530170444,6.523061039916687,0.014410468682399369,0.9044486006775003,0.999964504802779,PS,35207.24249267578,21168.661586761475,71628.34530639648,24650.781410217285,41710.12274169922,61976.72399902344,59931.30465698242
Lyso_PS(22:4) | PS (22:4)_2,-0.12341644860749267,6.5694829203545595,0.04193526998915331,0.8377432092883736,0.999964504802779,PS,34356.562438964844,26954.961631774902,66004.14431762695,24751.242210388184,41276.483154296875,65844.42477416992,66614.364013671875
Lyso_PS(22:6) | PS (22:6),0.009535034981818218,6.71807142390249,2.5038855346792843e-4,0.9873750643360577,0.999964504802779,PS,40415.52313232422,34185.58190155029,80277.84616088867,27228.38168334961,43683.763122558594,74991.38555908203,62927.42401123047
Lyso_PS(22:6) | PS (22:6)_2,-0.32158469382363314,6.838484241760278,0.2842283391410092,0.5939431115814747,0.999964504802779,PS,42870.223052978516,30745.26202392578,78729.264404296875,65029.40412902832,47304.88391113281,69062.94549560547,61331.38409423828
Lyso_Sphinganine-1-phosphocholine,0.019761717495619342,8.653087379262603,0.0010755713682897294,0.973837343994739,0.999964504802779,SM,182085.63330078125,186465.23071289065,197707.0186767578,177199.77014160156,181039.21166992188,178498.99462890625,277995.00061035156
Lyso_Sphingosine-1-phosphocholine,-0.01631654982606996,7.7007973587858745,7.332299051086011e-4,0.9783973476860091,0.999964504802779,SM,94048.86730957033,98104.28723144533,106322.00720214844,92689.28552246094,91696.76708984376,104967.38720703124,128523.28833007812
O-(11-carboxyundecanoyl)carnitine,-0.09975746431400176,11.67115728401476,0.02740343878394924,0.8685190942117557,0.999964504802779,CAR,1698009.3786621094,1608644.2199707031,1543775.736328125,1698085.2265625,1613916.1791992188,1705820.2456054688,1432417.7971191406
O-(13-carboxytridecanoyl)carnitine,-0.0423979730935144,12.375018387449758,0.004950802969688084,0.9439055815294501,0.999964504802779,CAR,2464997.854736328,2497472.518310547,2486930.6091308594,2559040.1791992188,2391943.559814453,2429390.343017578,3416885.3427734375
O-(17-carboxyheptadecanoyl)carnitine,-0.016728151048976528,11.85754433483391,7.707170116191264e-4,0.9778521409737394,0.999964504802779,CAR,1916627.5317382812,1787021.61328125,1813601.7524414065,1858644.235839844,1762426.8129882812,1767753.1176757812,1911734.6020507812
O-arachidonoylcarnitine,-4.728615990488545e-5,11.92713906663315,8.440110832452774e-9,0.9999266982850009,0.999964504802779,CAR,1879959.790527344,1825144.9770507812,1872888.494140625,1829549.857910156,1757919.6630859375,1786689.5073242188,2433795.915527344
O-behenoylcarnitine,-0.06823574092499265,11.224152319245347,0.012822825421608286,0.90984193704888106,0.999964504802779,CAR,1146124.9450950625,1110679.3093795776,1107254.2224349976,1243186.0341529846,1087461.7204818726,1069347.894615173,1460080.6394119265
"O-oleoylcarnitine, Elaidic carnitine",-0.10854705139903637,12.382344777624075,0.032444030857732294,0.8570565824218566,0.999964504802779,CAR,2410372.6762695312,2916051.9331054688,2833547.6284179688,2752258.0747070312,2689731.6806640625,2955770.5419921875,2078276.6245117188
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",-0.01053746203837364,11.738576516887235,3.058226575376466e-4,0.9860474767553972,0.999964504802779,CAR,1596917.227294922,1615202.787109375,1638445.1293945312,1599515.9545898438,1525306.733642578,1574279.4704589844,2192422.580078125
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",-0.0260060995411,12.147288990666183,0.00186271336133359,0.9655746578440835,0.999964504802779,CAR,2038076.3017578125,2102820.7854003906,2218471.28125,2120231.123046875,2011467.1862792969,2085157.050048828,3003056.5654296875
PC (30:0),-0.03262052384682295,7.69193720857918,0.0029306257792995893,0.9568274043923132,0.999964504802779,PC,86169.56600952148,118589.88662719728,134713.04946899414,85446.06591796875,106894.50701904295,136296.89154052734,60246.08421325683
PC (30:1),0.038251385382986475,7.677707073339355,0.004029667027907635,0.9493845568321306,0.999964504802779,PC,88982.3060760498,122133.58932495116,131660.08978271484,80584.42440795898,106675.58657836914,129153.18960571288,61894.845123291016
PC (30:2),0.022106313796787975,7.6726442272462725,0.0013459101455737255,0.9707348547851457,0.999964504802779,PC,84586.96543884277,120559.64868164062,138506.79061889648,84286.84475708008,106956.72563171388,128745.4481201172,56625.44430541992
PC (32:0),0.09027237041267701,11.273275589334705,0.02244086080463603,0.8809202478280619,0.999964504802779,PC,951137.59814453125,1698169.5415649414,2063338.8400268557,918412.5050964355,1695274.6646118164,1549376.1540527344,47592.60353088379
PC (32:1),0.11825397228291304,11.274644679857188,0.03850442304974422,0.8444337173767076,0.999964504802779,PC,942311.9768371582,1875814.616027832,1949665.0983581543,909514.6896972656,1737846.698562622,1479992.0049743652,49777.303451538086
PC (32:2),0.0879553267195667,11.241269974468882,0.021303831366822124,0.8839542912845884,0.999964504802779,PC,971271.4549255372,1742248.5977783203,1881470.266479492,888681.1894836426,1693392.9795837402,1491120.9206542969,53116.663650512695
PC (32:3),0.11995176337037455,11.208160131168267,0.03961766394786537,0.8422299963391153,0.999964504802779,PC,850410.770324707,1683215.1868896484,2026683.198852539,821572.4394836426,1648744.3404541016,1465353.6580810547,51552.863693237305
PC (32:4),0.10105254010727945,10.389783320457001,0.028119364138547098,0.8668285053635616,0.999964504802779,PC,371140.1830749512,910218.7320861816,1295923.1087341309,359651.3678894043,892133.5303344727,979930.5864715576,49518.30349731445
PC (32:5),-0.1258062324363225,9.464148332502718,0.04357774379241164,0.8346411966376107,0.999964504802779,PC,206996.07334899905,435106.5923461914,589409.5653533936,233673.63146972656,491186.7600708008,528961.0158996582,53489.323822021484
PC (34:0),0.22347757551458344,11.290975465171792,0.1374152280332055,0.710864267734994,0.999964504802779,PC,1000412.2849121094,2031450.9565429688,1963579.592590332,866225.389251709,1658331.635131836,1494279.4243164062,41339.46290588379
PC (34:1),0.33817595663227973,11.263468129470146,0.3142637809869484,0.5750754689316254,0.999964504802779,PC,1019534.3862304688,1999358.437866211,2062457.567199707,832891.242767334,1584422.2699890137,1361392.671661377,36019.26232910156
PC (34:2),0.3037004502953474,11.431471212178954,0.25356621369974164,0.6145751156895155,0.999964504802779,PC,1204827.7313232422,2262632.3309936523,2166422.607421875,974330.2805786132,1773052.9052734375,1552498.541168213,42255.16339111328
PC (34:3),0.2434344978132299,12.13587442954752,0.1630237419740297,0.6863877522426483,0.999964504802779,PC,1766868.8690185547,3549027.204711914,3741014.481384278,1514422.2919921875,2957979.50189209,2708315.1798095703,42642.14239501953
PC (34:4),0.24886523075359124,12.16334703166133,0.17036951722184313,0.6797836146598736,0.999964504802779,PC,1794084.9948730469,3676238.707092285,3780442.97064209,1535100.9788208008,3172906.318054199,2605119.6669921875,42724.80323791504
PC (34:5),0.18613842257357677,11.79282628683154,0.09536127705359831,0.7574689428645368,0.999964504802779,PC,1244225.732849121,2658677.5576782227,3125022.6955566406,1096450.8905334473,2433088.8147888184,2250776.16897583,40900.86331176758
PC (34:6),0.07977491319256523,11.327892517183132,0.017525809758808464,0.8946797141890148,0.999964504802779,PC,976127.1491088868,1849967.0333251953,2063399.7353515625,884154.3727111816,1857101.0505371096,1609492.417175293,36801.94223022461
PC (36:0); PCp(38:6),0.21917088935452983,10.049161728516701,0.13217453680408653,0.7161879739978317,0.999964504802779,PC,419005.1922302246,814761.6733093262,859278.4150085449,371050.5507507324,685493.4228515625,632495.3935241699,40671.02262878418
PC (36:0); PCp(38:6)_2,0.2230179972470294,10.041007612492548,0.1368507273218711,0.7114321075112637,0.999964504802779,PC,428272.1943359375,849949.5341796875,807032.3782043457,387057.87130737305,679997.5566253662,612348.4787902832,36498.38232421875
PC (36:1),0.27501796773040793,10.080280328563227,0.2080007718250272,0.6483389115171535,0.999964504802779,PC,446975.5899658203,878754.3044128418,851870.7861633301,377916.6846008301,663103.4117279053,649427.3399047852,38418.34245300293
PC (36:2),0.26603822709577984,10.459768943357282,0.19465858920739265,0.6590672704564235,0.999964504802779,PC,628427.1416931152,1158840.2968444824,1037596.5607299804,537738.2978515625,847160.022064209,828229.1197509766,36513.8621673584
PC (36:3),0.33281590271731143,11.40819463186313,0.3044025106210029,0.5811355152271903,0.999964504802779,PC,1350130.224609375,2228490.890686035,1985041.7884521484,1045861.549041748,1807210.1898498535,1337782.210021973,39518.002670288086
PC (36:4),0.3320395543397613,11.984410436347998,0.30298736813711,0.5820156421428132,0.999964504802779,PC,1647646.500915527,3475730.7900390625,3262829.164581299,1288456.9608764648,2580587.4815368652,2381969.7125549316,37044.02278137207
PC (36:5),0.34128993900863347,11.782438940480393,0.3200647677149391,0.571568724532352,0.999964504802779,PC,1354212.9745788574,2967515.1405029297,3001574.1837768555,1185896.539794922,2162571.8723754883,2061363.9590759275,36505.94256591797
PC (36:6),0.3213499873616979,11.610711846481228,0.2838322223396972,0.5942003729928999,0.999964504802779,PC,1241169.74899292,2574484.7279052734,2630318.8386535645,1088383.4785766602,1934864.098602295,1813187.6960144043,39996.64321899414
PC (36:7),0.24559291147986487,11.54710534628197,0.16592385005787946,0.6837601139565405,0.999964504802779,PC,1193220.4411010742,2375368.1112060547,2445248.6097717285,967950.117919922,2034762.872589111,1764380.9009399414,41506.08236694336
PC (36:8),0.23059995469295938,11.405204833404149,0.14630441126064397,0.7020923114013696,0.999964504802779,PC,1049363.3710021973,2247650.9483032227,2131989.322631836,909409.100189209,1798319.2464294434,1631728.3421020508,42892.32275390625
PC (38:0),0.07767241495996766,10.810804406835956,0.016614274974926957,0.8974396466484226,0.999964504802779,PC,853704.7693481445,1127701.172088623,1278505.552581787,631298.3871765137,1009282.2167358398,1289065.557006836,201841.65563964844
PC (38:1),0.135737190526046,10.823986289018034,0.05072684229162405,0.8218033064143443,0.999964504802779,PC,865905.3190917969,1135844.233215332,1358794.0057678225,592221.4651184082,983561.0431518556,1322059.735748291,197077.77838134769
PC (38:2),0.1373394532638284,10.878332579579665,0.05193103804049315,0.819736557103372,0.999964504802779,PC,892448.0676879883,1274266.3102722168,1344833.375427246,648524.9678955078,1049721.795562744,1324352.5770263672,180217.9161529541
PC (38:3),0.17134164967147386,11.169834646010596,0.08081116935682076,0.7762011342953589,0.999964504802779,PC,1073292.9995422363,1527116.7940063477,1810788.336853027,733409.0558166504,1359761.9300231934,1612255.463760376,131699.63079833984
PC (38:4),0.2234840195181735,11.110388717721618,0.13742309979716083,0.7108563587949113,0.999964504802779,PC,1048841.5700073242,1609402.3541870115,1711209.6922912598,694638.9065551758,1297878.4309387207,1543358.3270568848,36616.4825592041
PC (38:5),0.2541021065702183,11.09237565700945,0.17760553443804383,0.6734391332625681,0.999964504802779,PC,1021008.025756836,1607378.3634643557,1736420.1665039062,715339.180847168,1260228.1028823853,1478379.160308838,32916.36234664917
PC (38:6),0.19760142258088514,11.373314702510994,0.10745872878760565,0.7430560954848737,0.999964504802779,PC,1172053.4354858398,1949924.089691162,2098937.199951172,888608.2234191895,1606438.3504638672,1795237.9940490725,36380.62239074707
PC (38:7),0.11716206620839115,11.290191248957417,0.03779683314496651,0.8458516687383776,0.999964504802779,PC,1125359.0493774414,1726499.340270996,1935263.1427001953,856283.3559875488,1560848.6257781982,1752011.5234527588,37295.28276062012
PC (38:8),0.20415877683125724,11.204705607230169,0.11470297685445985,0.7348521052592051,0.999964504802779,PC,1050234.8379516602,1693249.315979004,1907706.6303710935,762141.875,1427662.9224853516,1616570.5712890625,34549.04225921631
PC (38:9),0.20886413962248754,11.031939651784972,0.12004645167417038,0.7289841144204801,0.999964504802779,PC,961502.595336914,1500634.0296020508,1661718.3981018066,683683.125213623,1246768.331863403,1437432.4979858398,34778.76306152344
PC (40:0),0.03037373878951756,11.698843203708364,0.0025409087793377694,0.9597977173693417,0.999964504802779,PC,1497682.9777832031,1680957.9809570312,1680422.5,1406934.451171875,1641225.9169921875,1514652.2563476562,2047339.2370605469
PC (40:1),0.035970965692107386,11.687610606893378,0.003563638090781751,0.952397586316785,0.999964504802779,PC,1468236.936767578,1700013.3388671875,1600588.9738769531,1343858.9924316406,1600871.2556152344,1513989.288330078,2134648.975341797
PC (40:10),0.15650210655702423,10.891208579779907,0.06742607016713009,0.7951219580894817,0.999964504802779,PC,894838.0615234375,1256899.961151123,1404387.8872680664,607117.0198974609,1070705.473236084,1342595.8710021973,197675.9581604004
PC (40:2),0.02929752718274021,11.519975182091809,0.0023640411582164234,0.9612210103157145,0.999964504802779,PC,1313510.0510253906,1592308.479736328,1506033.4770507812,1266040.3828125,1445804.3793945312,1421857.9594726562,1628081.5307617188
PC (40:3),0.021840744024658864,11.436197698859008,0.0013138061667632428,0.9710858372398963,0.999964504802779,PC,1242736.6970214844,1497742.2189941406,1414927.7182617188,1172074.507080078,1403812.8217773438,1340280.6010742188,1529328.800048828
PC (40:4),0.01815934363362619,11.008836942980041,9.082327742362395e-4,0.9759578717108665,0.999964504802779,PC,779947.1081542969,1166455.2385253906,1195902.6198730469,738866.7552490234,1065347.231201172,1133612.60546875,1096883.887451172
PC (40:5),0.18698785976445387,9.603860857894277,0.09623235337130609,0.7563986813228365,0.999964504802779,PC,328537.60540771484,519085.5973815918,542492.0680084229,286288.6177825928,401506.300491333,464638.3288574219,213092.73098754883
PC (40:6),0.1691749338222084,9.951910120315675,0.07878113759215921,0.7789560205772503,0.999964504802779,PC,397212.36906433105,668713.444519043,730970.3454284668,343910.8394012451,562489.4205627441,599021.5075378418,221396.63761138916
PC (40:7),0.1515104277205846,10.163724632044335,0.06319531446388282,0.8015150856335823,0.999964504802779,PC,463544.754486084,779393.6361083984,848565.0177612305,406310.2071838379,651532.3471603394,715559.0289916992,221513.89488220215
PC (40:8),0.2230220138785662,10.530714217021618,0.13685585526764044,0.7114269432458837,0.999964504802779,PC,619597.4418029785,1079630.8275756836,1114800.4551391602,496332.6663513184,835688.5118179321,937147.5898284912,207526.0332107544
PC (40:9),0.228486727560383,10.910747963331582,0.14363785526438733,0.7046909446639839,0.999964504802779,PC,917385.2309875488,1273482.8093566897,1498995.9426879885,627679.4461669922,1040421.4789276124,1311757.3290252686,202017.2525405884
PC (42:0),0.01511167541253226,10.347283205630106,6.289580123848282e-4,0.9799919223169199,0.999964504802779,PC,597789.5999755859,606752.0329589844,513777.9915161133,571531.9820556641,611144.6981201172,462192.6714477539,1069963.878173828
PC (42:1),0.0018318572207694087,11.635266098584333,9.242008673027158e-6,0.9975743810414425,0.999964504802779,PC,1429401.6518554688,1580248.3681640625,1477929.55078125,1395301.2550048828,1543437.5754394531,1367952.837890625,2137677.9674072266
PC (42:10),0.07492597285982391,11.68695750216414,0.015460258535313187,0.9010466413378596,0.999964504802779,PC,1480060.446044922,1755151.4475097656,1671272.3852539062,1390838.8010253906,1630869.2497558594,1440315.918701172,2020699.6357421875
PC (42:11),0.03679272499930369,11.662306395811543,0.003728318417643095,0.9513114588524719,0.999964504802779,PC,1495653.5903320312,1670027.0256347656,1566155.432861328,1370842.7514648438,1600535.9155273438,1458632.3681640625,2012114.6120605469
PC (42:2),-0.04318996450524023,11.697826868964379,0.00513748016601312,0.9428595830960497,0.999964504802779,PC,1486371.5275878906,1627966.7626953125,1507176.8815917969,1472346.9145507812,1650122.6301269531,1456398.7724609375,2214197.7587890625
PC (42:3),-0.01939453905813658,11.673802385260062,0.001035993138430058,0.9743230450882635,0.999964504802779,PC,1460753.2160644531,1643067.9645996094,1488914.888671875,1425224.78515625,1596411.5522460938,1449626.610107422,2168029.4067382812
PC (42:4),-0.032501305347590576,11.681396897870583,0.0029093303655827185,0.9569843947614342,0.999964504802779,PC,1464559.2114257812,1641828.1818847656,1485688.9089355469,1448172.7036132812,1587961.853515625,1474943.6440429688,2184479.3193359375
PC (42:5),-0.01665085809577215,11.70068502059801,7.636078494215326e-4,0.9779544984111217,0.999964504802779,PC,1482555.3332519531,1665884.807861328,1524227.720703125,1439903.15234375,1623756.767578125,1476290.9057617188,2227900.157470703
PC (42:6),-0.025507494657372384,11.717520813553556,0.0017919684469234198,0.9662343162040086,0.999964504802779,PC,1502709.9184570312,1674441.3254394531,1539500.9555664062,1438833.6416015625,1661573.797607422,1512137.4345703125,2245568.501586914
PC (42:7),0.06087457354408842,11.763950862146594,0.010205644481175113,0.9195322102620206,0.999964504802779,PC,1592972.974609375,1824078.154296875,1707819.8840332031,1430750.20703125,1732079.9504394531,1551839.4333496094,2158533.407714844
PC (42:8),0.01171241843166464,11.759395217973498,3.778277095989324e-4,0.9844918634305433,0.999964504802779,PC,1552901.2020263672,1771407.0517578125,1670151.3139648438,1450821.5563964844,1713359.0939941406,1588308.3354492188,2199053.8227539062
PC (42:9),0.006441369155343276,11.728512885061482,1.1427638469285739e-4,0.9914707658691629,0.999964504802779,PC,1503447.3439941406,1766427.296875,1634938.5922851562,1448307.9693603516,1679547.171142578,1551718.8889160156,2119129.860595703
PC (44:0),0.13412889756319227,6.7217894759101355,0.04952869042153907,0.8238854260150013,0.999964504802779,PC,45756.88317871094,52877.9236907959,51728.42370605469,41509.763595581055,50199.74341201782,39749.30347442627,80031.48616409302
PC (44:1),0.1537342088813938,6.680174762436522,0.0650581897382949,0.798672842446127,0.999964504802779,PC,46302.143630981445,48379.52338409424,47291.58278656006,37398.04216003418,43022.92304611206,42335.70379638672,84690.0256652832
PC (44:10),0.1304067185104341,8.014165889231943,0.04682093121232356,0.8286904257759089,0.999964504802779,PC,113219.60813140868,129175.2488937378,118677.16793823242,102785.28579711914,116736.78796768188,97287.84564971924,205776.51364135745
PC (44:12),-0.004319084207580322,9.545061337624276,5.1378145144553855e-5,0.9942809281427276,0.999964504802779,PC,284804.5244293213,306733.2204284668,313421.4409790039,300988.5453262329,291309.3176422119,278639.35733795166,745533.4257659912
PC (44:2),0.08035387937886664,6.927214256934717,0.017779888272912103,0.893923508081072,0.999964504802779,PC,49585.02342224121,57483.66480255127,54920.104568481445,42893.98307418823,57648.58447265625,46529.74428939819,105526.24722671507
PC (44:3),0.07908367283356596,7.133492765622566,0.017222453719909936,0.8955899262725723,0.999964504802779,PC,62690.68382263184,60580.82442855835,64789.46518325806,53834.583740234375,65134.12449645996,52881.38321685791,117922.56832885742
PC (44:4),0.17438560654355714,7.159449592760122,0.08370161284247503,0.7723423927496128,0.999964504802779,PC,64379.08465576172,67702.26553344727,70850.68384933472,55151.82418060303,63256.305183410645,54483.56430053711,112810.88704681396
PC (44:5),0.06183945356045491,7.5375632352208495,0.010531267276746803,0.9182630109659061,0.999964504802779,PC,87080.18724060059,85826.90447998047,80793.52600860596,82106.20598220825,89093.26599884033,63894.925300598145,145193.2919960022
PC (44:6),0.07580284386507041,7.955930648590237,0.015823713620591207,0.899896302828601,0.999964504802779,PC,111380.86932373048,123091.16621017456,105814.0492401123,99581.82461166382,119753.78854370116,91807.50692749023,196615.29796600345
PC (44:7),0.07763941750463808,7.957755514123953,0.016599671751464484,0.8974844806398456,0.999964504802779,PC,109048.80894470216,120873.25156402588,110662.84732055664,99595.26937866212,120145.04904937744,90940.6459236145,198076.77452850345
PC (44:8),0.21860943806718972,7.953918594757451,0.1314952492705288,0.7168867232167269,0.999964504802779,PC,116168.26929473875,123185.55112457275,116882.8077545166,93465.54606628418,111629.77028656006,89857.42552185059,196133.61250305176
PC (46:0),0.0352448878516176,4.964336981054435,0.0034204227997918224,0.9533628034989677,0.999964504802779,PC,14307.94107055664,16303.201244354248,16129.32103729248,13836.061016082764,14624.041046142578,15206.701038360596,17567.020946502686
PC (46:1),0.04514200344224705,4.991705264796119,0.005611014740281917,0.940288940208707,0.999964504802779,PC,13795.701007843018,16989.66121673584,15760.381031036375,13051.060985565186,15207.661052703856,14865.561092376707,20106.161293029785
PC (46:2),0.03415444939789719,4.990711153090162,0.003212042095185552,0.9548041841926129,0.999964504802779,PC,14535.44090270996,15717.58101272583,15708.081153869629,14298.42098236084,15345.701148986816,13477.46086883545,20380.90161895752
PC (48:0),0.060284555331541693,4.617575799607022,0.010005834866177565,0.9203211672074308,0.999964504802779,PC,11488.200824737549,13410.900749206545,12926.501121520996,11076.48091506958,11710.040767669678,11928.680709838867,12625.621112823486
PC (48:2),-0.0367042618847954,4.595032915476215,0.003709284002674451,0.9514357502142009,0.999964504802779,PC,10285.22076034546,12677.121055603027,12502.680812835692,11302.240814208984,12647.440773010254,10822.940795898438,13504.820762634276
PC (50:0),0.043900630329494886,4.850750135412585,0.005306531474236209,0.9419287104768931,0.999964504802779,PC,13438.50075531006,13969.94102859497,14418.94100189209,12867.62075805664,12767.64077758789,13326.401023864746,18455.32135772705
PC (52:0),0.1896127009682248,5.230511502366898,0.09893267243944592,0.7531142477778722,0.999964504802779,PC,18868.22135925293,18664.961250305176,22769.841720581055,15793.82105255127,17715.281394958496,17260.421195983887,19176.16144180298
PC (52:4),0.14109221671290195,5.163223832452535,0.05479573217065692,0.814919082017135,0.999964504802779,PC,18289.92113494873,17653.621139526367,20848.901302337646,14797.641159057615,17938.02117538452,16825.861209869385,17922.90128326416
PCo(32:0),-0.026406531991238127,7.912288892614488,0.0019204664613425848,0.9650453920988568,0.999964504802779,PC,100903.54597473145,146594.51321411133,159424.16957092285,98605.68704223631,134653.08953857422,158784.10942077637,53709.462890625
PCo(32:1),0.024993252052118727,7.933504089381475,0.0017204034617179786,0.9669150332372115,0.999964504802779,PC,102293.32754516602,151826.92991638184,166624.13049316406,98036.02825927734,136051.5675201416,156807.27128601074,54556.02389526367
PCo(32:2),0.04080202977926373,8.02263169744393,0.004585005739500048,0.9460143629017461,0.999964504802779,PC,115222.14743041992,148333.69180297852,182568.59381103516,104090.14855957033,136183.070602417,170799.83193969727,61640.163635253906
PCo(32:3),0.03148830892507086,8.097571603824356,0.0027307467516948236,0.958324276090415,0.999964504802779,PC,117158.80764770508,158095.20874023438,193576.33264160156,107517.78652954102,157233.29010009766,169989.13549804688,65571.06475830078
PCo(34:0),0.09662760029930398,11.29316213723738,0.02571117493789643,0.8726077014815312,0.999964504802779,PC,925146.2234191896,1852687.4654541016,2026725.0399475095,890829.9046630859,1772020.9450378418,1554959.5464782715,41011.862854003906
PCo(34:1),0.0429857690027542,11.271917252579918,0.005089019105071202,0.9431292610103937,0.999964504802779,PC,949149.4002685548,1760912.4243774414,1925527.985534668,836557.7827758789,1864116.1046447752,1537501.3479309082,43395.36296081543
PCo(34:2),0.07826237917758092,11.285736512111086,0.01686760867596604,0.8966650404218264,0.999964504802779,PC,965100.720703125,1720773.7974243164,2050089.9269714355,873466.6727905273,1758224.9862670898,1589609.732849121,43169.443283081055
PCo(34:3),0.14291470118777194,11.303433755276586,0.05623115785419941,0.8125550872159378,0.999964504802779,PC,941089.487487793,1863451.4622192385,2106365.6661834717,861156.9035644531,1763247.6309814453,1550726.9732055664,46086.20411682129
