lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",-0.09058113707421224,9.311764012076226,0.0203928102273494,0.88644545407290265,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,397876.28942871094,374258.9852294922,143833.49053955078,419701.06994628906,395618.7508544922,162763.43139648438,332064.9237060547
20:3 Campesteryl ester,0.09992573257108288,10.029052321544915,0.024816611537971767,0.8748248887499431,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,718330.4713134766,585737.4237060547,297018.6400756836,603714.2861328125,607590.48828125,299902.3406982422,532591.3153076172
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",-0.08012122210247004,9.070375344770842,0.015955534794557025,0.8994824089686559,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,331318.5635986328,305953.5029296875,136850.70935058594,346226.2841796875,322671.5235595703,153372.83123779297,281844.6805419922
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.03526325352006037,9.26237816432747,0.003091051708906889,0.9556626732019452,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,353973.44651794434,347179.2874908447,132554.4094543457,355207.22428894043,350653.64825439453,149925.87145996094,433173.92571258545
20:5 Cholesteryl ester,-0.0422829014249927,10.307854301787401,0.004444152000360191,0.9468488175681444,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,744792.4973754883,726792.67041015625,239452.2180480957,768802.1929626465,717188.4313659668,274553.0383682251,911030.2897338868
22:0 Campesteryl ester,-0.35742791733687695,8.905866637634281,0.3167680911228672,0.5735564080656108,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,328048.70728302,321248.46086883545,65602.16407394409,472356.95237731934,330720.66106414795,102224.66787719728,105651.5481300354
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",-0.8564138315157933,8.867960863139121,1.7970628397670225,0.18006798920530612,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,273860.9999847412,198562.29412078857,90103.56624221802,491573.2315979004,408879.0844268799,132412.4898223877,79871.64535522461
22:0 Sitosteryl ester,-0.2632922601672212,9.149934736808584,0.17208657961600693,0.6782640173195564,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,361571.613319397,384457.0058746338,74688.44552993774,486894.434677124,369547.3709869385,114893.82941436768,228572.99380493164
22:1 Campesteryl ester,-0.4526569177572828,8.77707802386672,0.5072668213815632,0.47632442786787205,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,276676.6441421509,289324.78229522705,61668.54472351074,438211.0646972656,309484.46377563477,99733.32707595824,102455.64757919312
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",-0.8579240449724496,8.863756181056518,1.803315763703722,0.17931215155682262,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,276648.3995361328,193528.11378479004,89969.3465385437,483708.2539367676,420318.2272872925,128342.92868804932,78654.8657836914
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",-0.27815761931742927,9.122157372190697,0.19203613085846882,0.6612273390660779,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,368723.5038909912,365224.468170166,74251.82576751709,491484.9942550659,370056.0489387512,108360.74819946288,206498.9136428833
22:2 Campesteryl ester,-1.4159924074142027,8.323807686637851,4.796060984110227,0.028524882851363953,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,107182.94714355467,130781.98825073242,53468.66411590576,366085.0646057129,299380.28102111816,109228.78860855104,80835.36569976807
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",-0.3489018956461767,9.049409314837009,0.30187250611925265,0.5827109020671264,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,350452.42657470703,345563.46530914307,71689.82487487793,490631.93672180176,363682.14473342896,113005.9493637085,160474.38968276978
22:3 Campesteryl ester,-1.6003217657343725,8.430740299693364,6.064357446928626,0.013793692910334141,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,119099.86869812012,140469.92993164062,32036.042041778564,427643.9084777832,345265.1865081787,99418.78695678712,78485.72638702393
22:3 Stigmasteryl ester,-0.3002477388326275,8.919249684409934,0.22369147109247933,0.636241483646818,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,327154.7291030884,340397.6675796509,71032.12460327148,474261.48516845703,322717.52098083496,99826.9475517273,107463.74801254272
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",-0.43207296620950264,9.989521744827638,0.4623516355131869,0.4965269791998767,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,635157.966796875,495490.35778808594,231045.13665771484,825638.33642578125,752051.27490234375,282835.4387817383,370215.2233886719
22:5 Cholesteryl ester,-0.4411091449235344,9.912357124453958,0.4818170549333445,0.48760041621684896,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,602304.2216796875,474177.8748779297,214552.43481445312,781182.6794433594,727029.6968994141,266388.83935546875,343852.4637451172
22:6 Cholesteryl ester,-0.45323692830865464,9.882151119183703,0.508565746837121,0.4757603932860403,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,590267.56396484375,471349.9522705078,207493.234375,792286.6184082031,704965.5673828125,258944.73635864255,318345.9444580078
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.3062073817525245,9.163029205573983,0.23264324894262245,0.6295707880294954,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CE,370315.3039894104,374672.56845092773,71333.26514053345,502742.6997833252,380739.0824661255,113668.9673461914,225753.29443740845
3-hydroxyarachidonoylcarnitine,0.10890701693708858,11.852686871518626,0.029477126814526855,0.8636820018590977,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CAR,1743413.8393554688,1767162.2346191406,2071022.1474609375,1799780.4743652344,1569145.6931152344,1896938.0458984375,1852556.1604003904
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",0.10298342318013379,11.59163862024648,0.02635838623609743,0.8710281479483449,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CAR,1407759.0158691406,1430833.4693603516,1726085.123046875,1492376.4155273438,1272668.7355957031,1561962.6239013672,1670603.4350585938
"3-hydroxylinoleoylcarnitine,",-0.33130677606729075,14.706415112516904,0.2722611985503325,0.601818958854757,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CAR,13833465.81298828,13605475.501464844,13313878.918457031,24845405.71484375,20141493.19873047,7696857.471191406,2200595.70703125
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-0.24922206785332562,13.629962002334409,0.15420934540509545,0.6945447806093278,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CAR,6347135.7314453125,6494530.602050781,6203783.0927734375,10120286.5234375,8644065.3369140625,4404611.219238281,2678909.9697265625
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",0.061570976199166814,11.791315343373384,0.009423137540579773,0.9226685443021134,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,CAR,1684092.1088867188,1725702.0595703125,1831606.1508789065,1702237.0874023438,1567913.7353515625,1825566.8857421875,1844464.9086914065
C12:0,-0.3583550440705185,9.034576118523528,0.3184094517782796,0.5725650776276824,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,51106.78370666504,91973.32678222656,579113.6983642578,69178.10479736328,89496.72622680664,807750.4308166504,75923.3450012207
C12:1,-0.23764503065130718,8.026332704099369,0.14022771254531108,0.7080547400993424,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,36461.782485961914,56407.56418609619,267596.4381713867,54428.58346557617,68969.32496643066,320718.3243408203,73215.28530883789
C14:0,-0.15279218501154104,12.158585970782761,0.0580064298119396,0.809675064712739,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,742224.69287109375,1357406.8583984375,4816041.5947265625,797848.41552734375,1038947.3747558594,6086357.0712890625,693541.4095458984
C14:1,-0.156232619800182,10.824630302651823,0.060646684432867914,0.8054767336155101,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,459139.11328125,698750.2480773926,1384640.4365234375,615082.26416015625,682291.145690918,1603733.1870117188,740184.6535644531
C15:0,-0.1625737841092527,9.653717550560748,0.06566672748886049,0.7977537877627606,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,83619.20587158203,114550.88809204102,980730.3876953124,110539.58795166016,123724.40884399414,1152721.5948486328,129704.048828125
C15:1,0.4318077206396916,10.452298534724305,0.46178700536256656,0.49678999601462104,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,243891.4972076416,172873.8332824707,2037424.6431884768,210501.9548339844,202034.65341186523,1514256.1926269531,272115.42083740234
C16:0,0.11970684739933608,13.940189233350411,0.03561154770967789,0.8503199399110938,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,492442.299697876,722177.9931945801,24710067.015625,529921.47509765625,620287.5859985352,24158374.688964844,774104.8880310059
C16:1,-0.3216000292920612,10.316225218507904,0.25657256424892694,0.6124846880116709,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,69926.42470932007,101032.60723114014,1601274.842224121,86202.68649291992,91125.6865158081,2158698.156677246,136898.70957183838
C17:0,-0.12695032209518378,10.842212730072754,0.04005008173407987,0.8413826924972108,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,82212.16567230225,125040.14878082275,2558531.094116211,100422.14749145508,122047.9882965088,2972810.925720215,140066.65022277832
C17:1,-0.22869541511099895,8.757252323958454,0.1298768937413115,0.7185597138323048,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,41137.10298156738,79882.28601074219,500772.4754638672,61690.26426696777,74057.78514099121,625535.0833129883,70801.5651550293
C18:0,0.22146668402707492,13.893835752202547,0.12180588286081218,0.7270840578011384,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,315278.34188079834,433378.3914489746,25256819.70678711,352334.68466186523,399402.2286453247,22949736.43359375,531086.4338760376
C18:1,-0.16167799023076151,9.353720451616228,0.06494532650685869,0.7988437987363766,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,55659.40390014648,90638.84634399414,810537.4561767578,82890.0258178711,86888.566162109375,954833.62744140625,104823.58738708496
C18:2,-0.17589056659931948,8.966170687725775,0.07685786471120082,0.7816015780426967,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,51517.12364196777,82772.3656463623,598530.78076171875,70807.24513244629,76265.94551086426,719817.4752197266,77342.70542907715
C18:3,-0.3108877777420829,8.746995468015912,0.2397948342259042,0.6243543355627942,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,40196.662841796875,68739.76467895508,482672.51013183594,64590.524490356445,63170.42427062988,639759.1867675781,80425.24575805664
C18:4,-0.18243730237096006,7.832541872086511,0.08268059248803183,0.7736970938060767,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,29795.62212371826,42841.50294494629,253638.45809936523,46533.32337188721,43442.8631439209,297272.72036743164,51582.26365661621
C19:0,0.08053457812911778,10.704713313152315,0.016120710177347064,0.8989662333989278,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,79735.1650314331,100824.54722595216,2517998.448852539,98136.66693115234,111588.76774597168,2496712.6459960938,127139.60901260376
C20:0,0.08236898069685208,11.090559267662739,0.016863375523826107,0.8966779351484779,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,7625.920551300049,7608.080535888672,3569106.7729492188,7596.040508270264,7619.42049407959,3588110.912597656,7613.20051574707
C20:1,-0.2367813302546219,8.867709915107232,0.13921302579547046,0.7090646278099277,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,7973.540523529053,7957.200546264648,668306.7871704102,8022.220550537109,7994.180530548096,840781.7383422852,7613.340526580811
C20:3,1.0297198775719647,10.17361868638065,2.5816851633717306,0.10810651615481277,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,135101.6886024475,104132.10711669922,2262179.7631835938,91157.68614196776,103897.3074798584,1108946.6127929688,13496.580974578856
C20:4,-0.17891376350373867,8.48069947217921,0.0795205464673927,0.7779482055778738,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,32735.622283935547,49819.90333557129,443240.44958496094,46574.743087768555,53875.42372894287,525532.2166137695,45044.56342697144
C20:5,-0.029331318286978256,10.503129021149942,0.0021386072621680796,0.9631149136400342,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,74016.66553497314,103986.2075958252,2072325.462463379,95898.60676574708,99464.44665527344,2234795.3063964844,136633.4702758789
C22:0,-0.05745970350699552,10.020068054032528,0.008206782775232568,0.9278173488745819,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,19029.86138534546,26404.801998138428,1573388.7415161133,26260.50191116333,25082.26183319092,1738271.1184082031,28793.822025299072
C22:1,-0.4037340034703307,8.280047111481167,0.40387545171688544,0.5250945687027999,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,12262.760818481443,14928.021049499512,396425.8852233887,15058.681056976318,15180.181098937988,562976.8242797852,17784.141235351562
C22:4,-0.3985003372191457,7.842494983720981,0.3935024399906979,0.5304640922244606,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,11518.540817260742,13894.041004180908,287421.85873413086,14099.04095840454,14168.140979766846,407576.4501953125,16067.361099243164
C22:5,-0.03666339162171254,10.028300641520616,0.003341399977216497,0.9539040797662314,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,18497.501358032227,25893.501750946045,1595236.7329711914,22931.981758117676,24359.44175720215,1739447.8699951172,29294.74184417725
C22:6,-0.11889411488176112,8.947525923116697,0.035129333366057836,0.8513249072447938,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,13802.64096069336,20045.46136856079,714058.3937988281,17181.101203918457,17762.741245269775,826280.32421875,27184.26198196411
C24:0,-0.05005624063470169,4.4262460949249975,0.00622638506331441,0.9371062405132344,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,10721.740745544434,11840.92082977295,7640.640575408936,12339.840816497805,11470.440799713137,7645.3005867004395,12727.700942993164
C24:1,-0.11508787941785353,4.374803694899626,0.032906464455606965,0.8560525275667878,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,9778.740676879885,11193.28080368042,7639.500553131104,11309.860774993896,12344.300842285156,7645.220573425293,12003.96082687378
C24:5,-0.27015996471917986,8.659828820072622,0.18116711177572142,0.6703721558109405,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,12792.980945587158,13827.74101638794,556735.4445800781,15465.401084899902,16131.00112915039,714886.6081542969,13804.400928497314
C24:6,-0.5046329959132188,7.822478444795312,0.629818302943022,0.427421969394233,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,10561.200748443604,13263.780952453611,272243.0631752014,14413.2610206604,13877.68102645874,415605.2879180908,15041.60111618042
C26:0,-0.15918399325892413,7.5754424034884575,0.06295675409637624,0.8018822661146042,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,9872.760688781738,11329.320789337158,263596.6177215576,10922.100776672363,10977.520793914797,314647.0219268799,12548.10087966919
C26:1,-0.17894985319643666,7.411197601456434,0.07955115597724216,0.777906594018999,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,10679.94073867798,13171.200923919678,227776.5569458008,12510.580871582031,12858.260913848875,275542.51921081543,14125.440979003906
C28:0,-0.5283809644010894,8.921731517214774,0.6901663026001188,0.40610782079910246,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,10157.58067703247,11665.320838928224,610670.6045532227,11346.440788269045,14290.341018676758,942742.3486595154,12821.700942993164
C30:0,-0.3311309201743372,8.153707466139826,0.27196730708965333,0.6020151288349035,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,8350.92057800293,8562.020626068115,384803.0291366577,10840.6407661438,11179.040767669678,514491.25815963745,8330.380569458008
C32:0,-0.321637082827247,7.429243511594625,0.25662390930665424,0.6124491197795257,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,8079.460540771484,8412.200569152832,226813.65603637695,8321.540542602539,8389.820556640625,305144.40198135376,8348.740566253662
C34:0,-0.1829763807846145,7.782088433324483,0.08316962715616683,0.7730471134577284,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,FA,10201.14068222046,11093.140781402588,305333.1212348938,11103.62077331543,10224.440677642822,371290.66888427734,11941.300830841064
Cer(d14:1(4E)/20:0(2OH)),0.20654302026379814,6.808840735332326,0.10595006872205204,0.744802893338179,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,Cer,57777.78420257568,60768.66422653198,50150.32370376587,44911.30355453491,52637.56365966797,50211.7035446167,68671.68458557129
Cer(d14:1(4E)/20:1(11Z)(2OH)),0.09663845433236627,7.255625271532014,0.023209985527500976,0.8789122807441286,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,Cer,76996.04591369629,74460.72595977783,52325.02319717407,66385.66468048096,67455.70527648926,58207.66443634033,122900.58740234376
Cer(d14:1(4E)/22:0(2OH)),-0.08978929476221477,10.6555246192066,0.02003801905811997,0.8874309527747809,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,Cer,904654.271533966,862039.7985877991,899897.511341095,1112994.5978775024,801876.4956321716,959443.559223175,159580.59019088745
Cer(d14:1(4E)/22:1(13Z)(2OH)),-0.11062437681010852,10.59915876669683,0.030413823249546112,0.8615545766461615,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,Cer,865813.1958465576,821842.8543510437,856637.6698722839,1077618.9515800476,790294.2203903198,916265.2725219728,155243.2335395813
